Date,ICLR
2000-03-13,3.9375
2000-03-14,3.65625
2000-03-15,3.75
2000-03-16,3.75
2000-03-17,3.875
2000-03-20,3.875
2000-03-21,3.875
2000-03-22,3.90625
2000-03-23,3.6875
2000-03-24,3.5
2000-03-27,3.375
2000-03-28,3.78125
2000-03-29,3.84375
2000-03-30,3.78125
2000-03-31,3.71875
2000-04-03,3.5625
2000-04-04,3.53125
2000-04-05,3.4375
2000-04-06,3.65625
2000-04-07,3.1875
2000-04-10,3.328125
2000-04-11,3.4375
2000-04-12,3.4375
2000-04-13,3.4375
2000-04-14,3.5
2000-04-17,3.375
2000-04-18,3.375
2000-04-19,3.375
2000-04-20,3.34375
2000-04-24,3.34375
2000-04-25,3.40625
2000-04-26,3.5
2000-04-27,3.5
2000-04-28,3.5
2000-05-01,3.5
2000-05-02,3.5
2000-05-03,3.53125
2000-05-04,3.53125
2000-05-05,3.5
2000-05-08,3.625
2000-05-09,3.65625
2000-05-10,3.625
2000-05-11,3.625
2000-05-12,3.84375
2000-05-15,3.765625
2000-05-16,3.734375
2000-05-17,3.75
2000-05-18,3.84375
2000-05-19,3.890625
2000-05-22,3.875
2000-05-23,3.84375
2000-05-24,3.890625
2000-05-25,3.9375
2000-05-26,3.890625
2000-05-30,3.84375
2000-05-31,3.84375
2000-06-01,3.84375
2000-06-02,3.84375
2000-06-05,3.875
2000-06-06,3.875
2000-06-07,3.875
2000-06-08,3.9375
2000-06-09,4.28125
2000-06-12,4.09375
2000-06-13,4.1875
2000-06-14,4.21875
2000-06-15,4.21875
2000-06-16,4.09375
2000-06-19,4.25
2000-06-20,4.25
2000-06-21,4.21875
2000-06-22,4.203125
2000-06-23,4.125
2000-06-26,4.125
2000-06-27,4.125
2000-06-28,4.125
2000-06-29,4.15625
2000-06-30,4.15625
2000-07-03,4.1875
2000-07-05,4.21875
2000-07-06,4.15625
2000-07-07,4.15625
2000-07-10,4.1875
2000-07-11,4.1875
2000-07-12,4.21875
2000-07-13,4.3125
2000-07-14,4.21875
2000-07-17,4.21875
2000-07-18,4.28125
2000-07-19,4.53125
2000-07-20,4.65625
2000-07-21,4.5625
2000-07-24,4.6875
2000-07-25,4.6875
2000-07-26,4.53125
2000-07-27,4.53125
2000-07-28,4.5625
2000-07-31,4.53125
2000-08-01,4.6875
2000-08-02,4.5625
2000-08-03,4.5625
2000-08-04,4.5625
2000-08-07,4.5625
2000-08-08,4.5625
2000-08-09,4.53125
2000-08-10,4.53125
2000-08-11,4.53125
2000-08-14,4.5
2000-08-15,4.5
2000-08-16,4.46875
2000-08-17,4.40625
2000-08-18,4.4375
2000-08-21,4.4375
2000-08-22,4.4375
2000-08-23,4.4375
2000-08-24,4.4375
2000-08-25,4.4375
2000-08-28,4.4375
2000-08-29,4.375
2000-08-30,4.40625
2000-08-31,4.4375
2000-09-01,4.375
2000-09-05,4.34375
2000-09-06,4.40625
2000-09-07,4.40625
2000-09-08,4.40625
2000-09-11,4.34375
2000-09-12,4.5
2000-09-13,4.5
2000-09-14,4.421875
2000-09-15,4.421875
2000-09-18,4.390625
2000-09-19,4.390625
2000-09-20,4.375
2000-09-21,4.375
2000-09-22,4.375
2000-09-25,4.375
2000-09-26,3.75
2000-09-27,4.25
2000-09-28,4.5
2000-09-29,4.5
2000-10-02,4.5
2000-10-03,4.5
2000-10-04,4.65625
2000-10-05,4.625
2000-10-06,4.625
2000-10-09,4.6875
2000-10-10,4.625
2000-10-11,4.6875
2000-10-12,4.625
2000-10-13,4.59375
2000-10-16,4.59375
2000-10-17,4.5
2000-10-18,4.5
2000-10-19,4.546875
2000-10-20,4.5
2000-10-23,4.65625
2000-10-24,4.84375
2000-10-25,4.6875
2000-10-26,4.84375
2000-10-27,4.75
2000-10-30,4.96875
2000-10-31,5.0
2000-11-01,5.015625
2000-11-02,5.0
2000-11-03,5.0
2000-11-06,4.828125
2000-11-07,4.65625
2000-11-08,3.90625
2000-11-09,4.46875
2000-11-10,4.625
2000-11-13,4.25
2000-11-14,4.28125
2000-11-15,4.21875
2000-11-16,4.21875
2000-11-17,4.15625
2000-11-20,4.125
2000-11-21,4.0625
2000-11-22,4.0625
2000-11-24,4.171875
2000-11-27,4.0625
2000-11-28,4.0625
2000-11-29,4.035156
2000-11-30,4.078125
2000-12-01,3.96875
2000-12-04,4.0
2000-12-05,4.03125
2000-12-06,4.0
2000-12-07,3.984375
2000-12-08,4.03125
2000-12-11,4.015625
2000-12-12,3.953125
2000-12-13,4.0
2000-12-14,3.984375
2000-12-15,3.984375
2000-12-18,4.015625
2000-12-19,4.015625
2000-12-20,4.0
2000-12-21,3.96875
2000-12-22,3.96875
2000-12-26,3.84375
2000-12-27,3.984375
2000-12-28,4.125
2000-12-29,4.28125
2001-01-02,4.0
2001-01-03,4.375
2001-01-04,4.375
2001-01-05,4.3125
2001-01-08,4.3125
2001-01-09,4.875
2001-01-10,5.15625
2001-01-11,5.03125
2001-01-12,5.359375
2001-01-16,5.28125
2001-01-17,5.25
2001-01-18,5.25
2001-01-19,5.265625
2001-01-22,5.25
2001-01-23,5.375
2001-01-24,5.421875
2001-01-25,5.40625
2001-01-26,5.3125
2001-01-29,5.5625
2001-01-30,5.75
2001-01-31,5.90625
2001-02-01,6.125
2001-02-02,5.8125
2001-02-05,5.78125
2001-02-06,6.0
2001-02-07,6.0
2001-02-08,6.0
2001-02-09,6.390625
2001-02-12,6.75
2001-02-13,7.046875
2001-02-14,6.84375
2001-02-15,6.34375
2001-02-16,6.21875
2001-02-20,5.75
2001-02-21,5.96875
2001-02-22,6.0
2001-02-23,5.71875
2001-02-26,6.171875
2001-02-27,5.734375
2001-02-28,5.875
2001-03-01,5.8125
2001-03-02,5.5
2001-03-05,5.3125
2001-03-06,5.09375
2001-03-07,5.0625
2001-03-08,4.78125
2001-03-09,5.375
2001-03-12,5.21875
2001-03-13,5.1875
2001-03-14,4.9375
2001-03-15,5.0
2001-03-16,4.921875
2001-03-19,4.9375
2001-03-20,4.953125
2001-03-21,4.875
2001-03-22,4.75
2001-03-23,5.0625
2001-03-26,5.0
2001-03-27,5.4375
2001-03-28,5.34375
2001-03-29,5.59375
2001-03-30,5.765625
2001-04-02,5.722656
2001-04-03,5.78125
2001-04-04,5.75
2001-04-05,5.59375
2001-04-06,5.5625
2001-04-09,5.15
2001-04-10,5.1775
2001-04-11,5.1775
2001-04-12,5.2125
2001-04-16,5.31
2001-04-17,5.2375
2001-04-18,5.3375
2001-04-19,6.0625
2001-04-20,6.225
2001-04-23,5.955
2001-04-24,6.0
2001-04-25,5.8375
2001-04-26,5.8625
2001-04-27,5.7375
2001-04-30,5.7675
2001-05-01,5.615
2001-05-02,5.5475
2001-05-03,5.5075
2001-05-04,5.775
2001-05-07,5.8
2001-05-08,5.7625
2001-05-09,5.75
2001-05-10,5.8625
2001-05-11,6.14
2001-05-14,6.12
2001-05-15,5.975
2001-05-16,6.0
2001-05-17,6.575
2001-05-18,6.4
2001-05-21,6.175
2001-05-22,6.25
2001-05-23,6.2625
2001-05-24,6.345
2001-05-25,6.2725
2001-05-29,6.25
2001-05-30,6.285
2001-05-31,6.625
2001-06-01,6.8475
2001-06-04,6.7525
2001-06-05,7.1
2001-06-06,7.0875
2001-06-07,7.045
2001-06-08,7.475
2001-06-11,7.375
2001-06-12,7.35
2001-06-13,7.3875
2001-06-14,7.3375
2001-06-15,7.325
2001-06-18,8.1525
2001-06-19,8.2625
2001-06-20,8.235
2001-06-21,8.285
2001-06-22,8.3
2001-06-25,8.1975
2001-06-26,8.0625
2001-06-27,8.0
2001-06-28,8.2525
2001-06-29,7.5425
2001-07-02,8.1
2001-07-03,8.1125
2001-07-05,8.025
2001-07-06,7.925
2001-07-09,8.075
2001-07-10,8.325
2001-07-11,8.3875
2001-07-12,9.025
2001-07-13,8.65
2001-07-16,8.5775
2001-07-17,8.6825
2001-07-18,8.925
2001-07-19,9.625
2001-07-20,9.3175
2001-07-23,9.125
2001-07-24,9.0
2001-07-25,9.0
2001-07-26,9.3
2001-07-27,9.275
2001-07-30,9.275
2001-07-31,9.1575
2001-08-01,9.0
2001-08-02,8.6
2001-08-03,8.625
2001-08-06,8.7275
2001-08-07,8.75
2001-08-08,8.5725
2001-08-09,8.525
2001-08-10,8.75
2001-08-13,8.615
2001-08-14,8.3825
2001-08-15,8.4575
2001-08-16,8.5225
2001-08-17,8.215
2001-08-20,8.16
2001-08-21,8.2425
2001-08-22,8.3375
2001-08-23,8.32
2001-08-24,8.5625
2001-08-27,8.6225
2001-08-28,8.8225
2001-08-29,8.9
2001-08-30,8.6225
2001-08-31,8.8525
2001-09-04,8.46
2001-09-05,8.475
2001-09-06,8.4175
2001-09-07,7.755
2001-09-10,7.605
2001-09-17,7.115
2001-09-18,7.475
2001-09-19,7.6225
2001-09-20,7.75
2001-09-21,8.0
2001-09-24,7.5
2001-09-25,8.0125
2001-09-26,7.925
2001-09-27,8.0
2001-09-28,8.3
2001-10-01,8.68
2001-10-02,8.5375
2001-10-03,8.4025
2001-10-04,8.54
2001-10-05,8.1
2001-10-08,7.2475
2001-10-09,7.6225
2001-10-10,8.0
2001-10-11,8.0075
2001-10-12,7.515
2001-10-15,7.675
2001-10-16,7.9
2001-10-17,7.5625
2001-10-18,7.66
2001-10-19,7.62
2001-10-22,7.4625
2001-10-23,7.205
2001-10-24,6.825
2001-10-25,6.375
2001-10-26,6.6825
2001-10-29,7.305
2001-10-30,7.1975
2001-10-31,6.9025
2001-11-01,6.7525
2001-11-02,6.9975
2001-11-05,6.92
2001-11-06,6.9375
2001-11-07,6.8
2001-11-08,6.4875
2001-11-09,6.0225
2001-11-12,5.935
2001-11-13,6.365
2001-11-14,6.5
2001-11-15,6.325
2001-11-16,6.3
2001-11-19,6.0875
2001-11-20,6.1675
2001-11-21,6.275
2001-11-23,6.35
2001-11-26,6.2725
2001-11-27,6.075
2001-11-28,5.9425
2001-11-29,5.9125
2001-11-30,6.55
2001-12-03,6.625
2001-12-04,6.9375
2001-12-05,7.375
2001-12-06,7.4525
2001-12-07,7.265
2001-12-10,7.2775
2001-12-11,7.255
2001-12-12,7.2575
2001-12-13,7.1425
2001-12-14,7.125
2001-12-17,7.4875
2001-12-18,7.5975
2001-12-19,7.4375
2001-12-20,7.3025
2001-12-21,7.425
2001-12-24,7.415
2001-12-26,7.5875
2001-12-27,7.5875
2001-12-28,7.4175
2001-12-31,7.4525
2002-01-02,7.1375
2002-01-03,7.0775
2002-01-04,7.33
2002-01-07,8.0
2002-01-08,7.365
2002-01-09,7.1625
2002-01-10,7.25
2002-01-11,7.2
2002-01-14,6.9025
2002-01-15,6.785
2002-01-16,6.725
2002-01-17,6.76
2002-01-18,6.815
2002-01-22,6.625
2002-01-23,6.9125
2002-01-24,7.0625
2002-01-25,7.0875
2002-01-28,7.075
2002-01-29,6.7075
2002-01-30,6.55
2002-01-31,6.55
2002-02-01,6.5275
2002-02-04,6.6625
2002-02-05,6.5875
2002-02-06,6.5275
2002-02-07,6.52
2002-02-08,6.565
2002-02-11,6.7525
2002-02-12,7.0
2002-02-13,6.825
2002-02-14,6.8725
2002-02-15,6.91
2002-02-19,6.875
2002-02-20,6.875
2002-02-21,6.935
2002-02-22,6.9
2002-02-25,7.2225
2002-02-26,7.6625
2002-02-27,7.805
2002-02-28,7.75
2002-03-01,7.75
2002-03-04,7.9875
2002-03-05,8.1525
2002-03-06,7.82
2002-03-07,8.035
2002-03-08,8.0025
2002-03-11,8.125
2002-03-12,7.815
2002-03-13,7.8
2002-03-14,7.545
2002-03-15,7.805
2002-03-18,7.91
2002-03-19,7.8775
2002-03-20,8.125
2002-03-21,8.175
2002-03-22,7.925
2002-03-25,8.0
2002-03-26,8.205
2002-03-27,8.3125
2002-03-28,8.5
2002-04-01,8.23
2002-04-02,8.25
2002-04-03,8.2625
2002-04-04,7.595
2002-04-05,7.625
2002-04-08,7.55
2002-04-09,7.5875
2002-04-10,7.5075
2002-04-11,7.5075
2002-04-12,7.4
2002-04-15,7.405
2002-04-16,7.3275
2002-04-17,7.1925
2002-04-18,6.735
2002-04-19,6.8675
2002-04-22,6.8875
2002-04-23,7.17
2002-04-24,7.205
2002-04-25,7.7175
2002-04-26,7.525
2002-04-29,7.5075
2002-04-30,7.5925
2002-05-01,7.54
2002-05-02,7.52
2002-05-03,7.125
2002-05-06,6.845
2002-05-07,6.915
2002-05-08,6.7575
2002-05-09,6.815
2002-05-10,6.7625
2002-05-13,6.77
2002-05-14,6.705
2002-05-15,6.5725
2002-05-16,6.4
2002-05-17,6.11
2002-05-20,6.685
2002-05-21,6.405
2002-05-22,6.3475
2002-05-23,6.1875
2002-05-24,6.1875
2002-05-28,6.515
2002-05-29,7.0
2002-05-30,6.77
2002-05-31,6.6375
2002-06-03,6.45
2002-06-04,6.45
2002-06-05,6.4925
2002-06-06,6.5
2002-06-07,6.5025
2002-06-10,6.835
2002-06-11,6.75
2002-06-12,7.0
2002-06-13,7.1125
2002-06-14,7.44
2002-06-17,7.305
2002-06-18,7.2625
2002-06-19,7.0025
2002-06-20,6.7825
2002-06-21,6.8825
2002-06-24,6.85
2002-06-25,7.065
2002-06-26,7.2925
2002-06-27,7.0
2002-06-28,7.125
2002-07-01,6.775
2002-07-02,6.15
2002-07-03,5.545
2002-07-05,5.4225
2002-07-08,5.305
2002-07-09,5.35
2002-07-10,5.3375
2002-07-11,5.25
2002-07-12,5.25
2002-07-15,4.4225
2002-07-16,4.4375
2002-07-17,4.4925
2002-07-18,4.475
2002-07-19,4.3175
2002-07-22,4.1125
2002-07-23,3.89
2002-07-24,3.7925
2002-07-25,3.86
2002-07-26,4.085
2002-07-29,4.3
2002-07-30,4.78
2002-07-31,4.78
2002-08-01,4.75
2002-08-02,4.75
2002-08-05,4.7125
2002-08-06,4.75
2002-08-07,4.75
2002-08-08,4.75
2002-08-09,4.8425
2002-08-12,4.7525
2002-08-13,4.75
2002-08-14,4.7375
2002-08-15,4.7125
2002-08-16,4.86
2002-08-19,4.8975
2002-08-20,4.8125
2002-08-21,5.05
2002-08-22,5.2625
2002-08-23,5.705
2002-08-26,5.5625
2002-08-27,5.49
2002-08-28,5.2975
2002-08-29,5.1175
2002-08-30,5.1775
2002-09-03,5.2725
2002-09-04,5.495
2002-09-05,5.2675
2002-09-06,5.4875
2002-09-09,5.4475
2002-09-10,5.4775
2002-09-11,5.5575
2002-09-12,5.455
2002-09-13,5.6625
2002-09-16,5.565
2002-09-17,5.565
2002-09-18,5.515
2002-09-19,5.5
2002-09-20,5.565
2002-09-23,5.3775
2002-09-24,5.445
2002-09-25,5.2875
2002-09-26,5.41
2002-09-27,5.415
2002-09-30,5.35
2002-10-01,5.5
2002-10-02,5.375
2002-10-03,5.585
2002-10-04,5.3825
2002-10-07,5.3725
2002-10-08,5.0675
2002-10-09,4.9625
2002-10-10,4.785
2002-10-11,5.005
2002-10-14,5.2475
2002-10-15,5.1375
2002-10-16,4.8725
2002-10-17,5.635
2002-10-18,5.4575
2002-10-21,5.725
2002-10-22,5.5275
2002-10-23,5.72
2002-10-24,5.5625
2002-10-25,5.715
2002-10-28,6.25
2002-10-29,6.29
2002-10-30,5.9
2002-10-31,6.0325
2002-11-01,5.935
2002-11-04,5.8525
2002-11-05,5.8975
2002-11-06,6.125
2002-11-07,6.17
2002-11-08,6.31
2002-11-11,6.1375
2002-11-12,5.885
2002-11-13,5.8
2002-11-14,5.8475
2002-11-15,5.915
2002-11-18,6.0775
2002-11-19,6.05
2002-11-20,6.0375
2002-11-21,5.8925
2002-11-22,5.6275
2002-11-25,5.65
2002-11-26,5.75
2002-11-27,5.775
2002-11-29,5.825
2002-12-02,5.6425
2002-12-03,6.0875
2002-12-04,6.03
2002-12-05,6.045
2002-12-06,6.045
2002-12-09,6.135
2002-12-10,6.6
2002-12-11,6.5275
2002-12-12,6.5475
2002-12-13,6.55
2002-12-16,6.4875
2002-12-17,6.5
2002-12-18,6.7525
2002-12-19,6.6025
2002-12-20,6.625
2002-12-23,6.6
2002-12-24,6.75
2002-12-26,6.825
2002-12-27,6.75
2002-12-30,6.7375
2002-12-31,6.7275
2003-01-02,7.005
2003-01-03,6.8175
2003-01-06,6.875
2003-01-07,7.4875
2003-01-08,8.2025
2003-01-09,7.85
2003-01-10,7.8
2003-01-13,7.6575
2003-01-14,7.495
2003-01-15,7.3625
2003-01-16,7.4375
2003-01-17,7.385
2003-01-21,7.0
2003-01-22,7.125
2003-01-23,7.1225
2003-01-24,6.98
2003-01-27,7.07
2003-01-28,7.2125
2003-01-29,7.225
2003-01-30,7.1925
2003-01-31,7.0
2003-02-03,6.5075
2003-02-04,6.31
2003-02-05,6.2025
2003-02-06,6.0375
2003-02-07,6.195
2003-02-10,6.25
2003-02-11,6.2275
2003-02-12,6.09
2003-02-13,5.9975
2003-02-14,6.0075
2003-02-18,6.0625
2003-02-19,6.1225
2003-02-20,6.125
2003-02-21,6.36
2003-02-24,6.32
2003-02-25,6.3125
2003-02-26,6.505
2003-02-27,6.5
2003-02-28,6.4975
2003-03-03,6.5
2003-03-04,6.375
2003-03-05,6.4375
2003-03-06,6.4625
