Date,IDCC
1982-09-10,3.125
1982-09-13,3.125
1982-09-14,3.125
1982-09-15,3.125
1982-09-16,3.75
1982-09-17,4.75
1982-09-20,4.625
1982-09-21,4.75
1982-09-22,4.75
1982-09-23,4.625
1982-09-24,4.5
1982-09-27,4.0
1982-09-28,4.0
1982-09-29,3.875
1982-09-30,3.875
1982-10-01,4.5
1982-10-04,4.375
1982-10-05,4.375
1982-10-06,4.75
1982-10-07,5.5
1982-10-08,5.25
1982-10-11,4.75
1982-10-12,4.5
1982-10-13,4.125
1982-10-14,4.375
1982-10-15,4.5
1982-10-18,4.75
1982-10-19,4.875
1982-10-20,5.0
1982-10-21,5.125
1982-10-22,5.25
1982-10-25,4.875
1982-10-26,5.0
1982-10-27,5.125
1982-10-28,5.0
1982-10-29,5.0
1982-11-01,5.0
1982-11-02,5.0
1982-11-03,4.625
1982-11-04,4.875
1982-11-05,4.75
1982-11-08,5.0
1982-11-09,5.0
1982-11-10,5.625
1982-11-11,5.875
1982-11-12,7.375
1982-11-15,9.5
1982-11-16,9.125
1982-11-17,9.0
1982-11-18,9.0
1982-11-19,8.875
1982-11-22,8.375
1982-11-23,7.875
1982-11-24,8.0
1982-11-26,8.25
1982-11-29,8.5
1982-11-30,9.5
1982-12-01,10.0
1982-12-02,11.375
1982-12-03,13.625
1982-12-06,12.25
1982-12-07,12.625
1982-12-08,13.375
1982-12-09,12.375
1982-12-10,12.75
1982-12-13,12.5
1982-12-14,12.625
1982-12-15,12.125
1982-12-16,11.125
1982-12-17,12.0
1982-12-20,11.625
1982-12-21,11.5
1982-12-22,11.5
1982-12-23,11.375
1982-12-27,11.0
1982-12-28,11.25
1982-12-29,11.75
1982-12-30,11.75
1982-12-31,11.75
1983-01-03,11.625
1983-01-04,11.5
1983-01-05,11.5
1983-01-06,13.75
1983-01-07,13.75
1983-01-10,12.875
1983-01-11,11.875
1983-01-12,12.375
1983-01-13,12.75
1983-01-14,13.25
1983-01-17,13.75
1983-01-18,14.625
1983-01-19,13.25
1983-01-20,14.0
1983-01-21,14.625
1983-01-24,14.0
1983-01-25,14.25
1983-01-26,14.375
1983-01-27,14.375
1983-01-28,14.125
1983-01-31,13.75
1983-02-01,13.75
1983-02-02,12.75
1983-02-03,13.125
1983-02-04,13.375
1983-02-07,13.0
1983-02-08,12.875
1983-02-09,13.375
1983-02-10,13.5
1983-02-11,13.375
1983-02-14,13.5
1983-02-15,13.625
1983-02-16,13.75
1983-02-17,13.875
1983-02-18,13.75
1983-02-22,13.25
1983-02-23,13.375
1983-02-24,13.25
1983-02-25,13.0
1983-02-28,13.0
1983-03-01,13.0
1983-03-02,13.0
1983-03-03,12.625
1983-03-04,11.125
1983-03-07,11.0
1983-03-08,10.625
1983-03-09,10.625
1983-03-10,11.5
1983-03-11,12.125
1983-03-14,11.875
1983-03-15,12.0
1983-03-16,12.375
1983-03-17,12.625
1983-03-18,12.625
1983-03-21,12.625
1983-03-22,12.125
1983-03-23,11.375
1983-03-24,11.75
1983-03-25,11.625
1983-03-28,11.5
1983-03-29,11.5
1983-03-30,10.75
1983-03-31,10.625
1983-04-04,10.125
1983-04-05,10.25
1983-04-06,10.125
1983-04-07,10.0
1983-04-08,9.875
1983-04-11,9.875
1983-04-12,9.625
1983-04-13,8.875
1983-04-14,9.375
1983-04-15,10.625
1983-04-18,11.0
1983-04-19,10.5
1983-04-20,10.625
1983-04-21,10.875
1983-04-22,11.0
1983-04-25,11.125
1983-04-26,11.5
1983-04-27,11.375
1983-04-28,11.0
1983-04-29,11.0
1983-05-02,11.0
1983-05-03,11.0
1983-05-04,10.75
1983-05-05,10.75
1983-05-06,10.0
1983-05-09,10.0
1983-05-10,10.25
1983-05-11,11.0
1983-05-12,11.0
1983-05-13,11.75
1983-05-16,11.625
1983-05-17,11.5
1983-05-18,12.25
1983-05-19,12.0
1983-05-20,11.875
1983-05-23,11.375
1983-05-24,11.0
1983-05-25,11.0
1983-05-26,11.0
1983-05-27,10.75
1983-05-31,10.75
1983-06-01,10.375
1983-06-02,10.625
1983-06-03,10.375
1983-06-06,10.0
1983-06-07,10.0
1983-06-08,9.625
1983-06-09,9.5
1983-06-10,9.5
1983-06-13,9.25
1983-06-14,9.25
1983-06-15,9.5
1983-06-16,9.75
1983-06-17,9.875
1983-06-20,10.375
1983-06-21,10.25
1983-06-22,10.25
1983-06-23,10.0
1983-06-24,10.125
1983-06-27,9.875
1983-06-28,10.125
1983-06-29,9.875
1983-06-30,10.0
1983-07-01,9.875
1983-07-05,9.5
1983-07-06,9.5
1983-07-07,10.375
1983-07-08,10.375
1983-07-11,10.125
1983-07-12,9.875
1983-07-13,9.5
1983-07-14,9.75
1983-07-15,9.625
1983-07-18,9.25
1983-07-19,9.0
1983-07-20,8.875
1983-07-21,8.75
1983-07-22,8.5
1983-07-25,8.0
1983-07-26,9.25
1983-07-27,9.125
1983-07-28,9.0
1983-07-29,9.0
1983-08-01,8.875
1983-08-02,8.25
1983-08-03,8.25
1983-08-04,7.125
1983-08-05,6.375
1983-08-08,5.875
1983-08-09,5.75
1983-08-10,6.5
1983-08-11,6.5
1983-08-12,6.5
1983-08-15,6.75
1983-08-16,6.5
1983-08-17,7.0
1983-08-18,7.0
1983-08-19,6.875
1983-08-22,6.625
1983-08-23,6.75
1983-08-24,6.75
1983-08-25,6.5
1983-08-26,6.5
1983-08-29,6.625
1983-08-30,6.5
1983-08-31,6.75
1983-09-01,6.625
1983-09-02,6.875
1983-09-06,6.75
1983-09-07,6.875
1983-09-08,6.875
1983-09-09,6.875
1983-09-12,6.875
1983-09-13,6.875
1983-09-14,8.25
1983-09-15,8.75
1983-09-16,8.5
1983-09-19,8.625
1983-09-20,9.625
1983-09-21,10.0
1983-09-22,10.25
1983-09-23,10.0
1983-09-26,10.125
1983-09-27,9.875
1983-09-28,9.625
1983-09-29,9.375
1983-09-30,9.5
1983-10-03,9.0
1983-10-04,9.0
1983-10-05,9.625
1983-10-06,10.125
1983-10-07,9.75
1983-10-10,10.0
1983-10-11,9.75
1983-10-12,9.75
1983-10-13,9.625
1983-10-14,9.5
1983-10-17,9.5
1983-10-18,9.0
1983-10-19,9.0
1983-10-20,9.25
1983-10-21,9.375
1983-10-24,9.875
1983-10-25,9.75
1983-10-26,9.5
1983-10-27,9.5
1983-10-28,9.375
1983-10-31,8.875
1983-11-01,8.25
1983-11-02,8.0
1983-11-03,7.25
1983-11-04,7.5
1983-11-07,7.75
1983-11-08,8.0
1983-11-09,8.0
1983-11-10,8.25
1983-11-11,8.0
1983-11-14,8.75
1983-11-15,8.5
1983-11-16,8.5
1983-11-17,8.0
1983-11-18,8.0
1983-11-21,7.625
1983-11-22,7.5
1983-11-23,7.25
1983-11-25,7.125
1983-11-28,7.25
1983-11-29,7.25
1983-11-30,7.375
1983-12-01,7.375
1983-12-02,7.125
1983-12-05,7.375
1983-12-06,8.0
1983-12-07,8.25
1983-12-08,8.125
1983-12-09,8.875
1983-12-12,8.875
1983-12-13,8.625
1983-12-14,8.375
1983-12-15,8.25
1983-12-16,8.25
1983-12-19,8.375
1983-12-20,8.125
1983-12-21,8.125
1983-12-22,8.25
1983-12-23,8.125
1983-12-27,8.125
1983-12-28,8.125
1983-12-29,8.25
1983-12-30,8.25
1984-01-03,8.0
1984-01-04,9.125
1984-01-05,9.625
1984-01-06,10.5
1984-01-09,9.5
1984-01-10,8.875
1984-01-11,9.25
1984-01-12,9.25
1984-01-13,9.25
1984-01-16,8.75
1984-01-17,9.0
1984-01-18,8.875
1984-01-19,8.75
1984-01-20,8.875
1984-01-23,9.0
1984-01-24,9.125
1984-01-25,9.125
1984-01-26,8.875
1984-01-27,8.5
1984-01-30,8.375
1984-01-31,8.5
1984-02-01,7.5
1984-02-02,7.75
1984-02-03,7.75
1984-02-06,8.0
1984-02-07,7.875
1984-02-08,7.5
1984-02-09,7.25
1984-02-10,7.25
1984-02-13,7.75
1984-02-14,8.0
1984-02-15,8.375
1984-02-16,8.25
1984-02-17,8.875
1984-02-21,8.625
1984-02-22,8.5
1984-02-23,8.0
1984-02-24,8.25
1984-02-27,8.25
1984-02-28,8.5
1984-02-29,8.625
1984-03-01,8.625
1984-03-02,8.875
1984-03-05,8.625
1984-03-06,8.625
1984-03-07,8.25
1984-03-08,8.0
1984-03-09,7.625
1984-03-12,7.625
1984-03-13,7.75
1984-03-14,7.75
1984-03-15,8.125
1984-03-16,8.375
1984-03-19,8.75
1984-03-20,8.875
1984-03-21,9.0
1984-03-22,8.625
1984-03-23,8.75
1984-03-26,8.375
1984-03-27,8.375
1984-03-28,8.375
1984-03-29,8.125
1984-03-30,7.75
1984-04-02,7.75
1984-04-03,7.75
1984-04-04,7.5
1984-04-05,7.375
1984-04-06,7.5
1984-04-09,7.375
1984-04-10,7.25
1984-04-11,7.125
1984-04-12,7.0
1984-04-13,7.0
1984-04-16,7.25
1984-04-17,7.125
1984-04-18,7.25
1984-04-19,8.5
1984-04-23,8.375
1984-04-24,8.25
1984-04-25,7.75
1984-04-26,8.25
1984-04-27,8.25
1984-04-30,8.25
1984-05-01,8.0
1984-05-02,8.125
1984-05-03,7.75
1984-05-04,7.625
1984-05-07,7.375
1984-05-08,7.5
1984-05-09,7.25
1984-05-10,7.375
1984-05-11,7.25
1984-05-14,7.25
1984-05-15,7.25
1984-05-16,7.375
1984-05-17,7.375
1984-05-18,7.375
1984-05-21,7.375
1984-05-22,7.125
1984-05-23,7.25
1984-05-24,7.125
1984-05-25,7.625
1984-05-29,7.5
1984-05-30,7.375
1984-05-31,7.5
1984-06-01,7.25
1984-06-04,7.5
1984-06-05,7.875
1984-06-06,7.875
1984-06-07,7.875
1984-06-08,8.25
1984-06-11,8.125
1984-06-12,7.75
1984-06-13,7.875
1984-06-14,7.75
1984-06-15,7.75
1984-06-18,7.625
1984-06-19,7.625
1984-06-20,8.0
1984-06-21,8.0
1984-06-22,7.875
1984-06-25,7.75
1984-06-26,7.875
1984-06-27,7.5
1984-06-28,7.375
1984-06-29,8.5
1984-07-02,8.125
1984-07-03,7.875
1984-07-05,7.875
1984-07-06,8.0
1984-07-09,8.25
1984-07-10,8.25
1984-07-11,7.875
1984-07-12,7.875
1984-07-13,7.75
1984-07-16,7.875
1984-07-17,7.875
1984-07-18,7.75
1984-07-19,7.875
1984-07-20,8.125
1984-07-23,7.875
1984-07-24,7.75
1984-07-25,7.5
1984-07-26,7.625
1984-07-27,7.5
1984-07-30,7.5
1984-07-31,7.5
1984-08-01,7.5
1984-08-02,7.375
1984-08-03,8.0
1984-08-06,8.125
1984-08-07,8.0
1984-08-08,8.0
1984-08-09,7.875
1984-08-10,7.75
1984-08-13,7.875
1984-08-14,7.625
1984-08-15,7.125
1984-08-16,7.5
1984-08-17,7.625
1984-08-20,7.875
1984-08-21,7.875
1984-08-22,7.75
1984-08-23,7.375
1984-08-24,7.875
1984-08-27,7.75
1984-08-28,7.75
1984-08-29,7.75
1984-08-30,7.875
1984-08-31,7.75
1984-09-04,7.75
1984-09-05,7.75
1984-09-06,7.625
1984-09-07,7.75
1984-09-10,7.75
1984-09-11,7.625
1984-09-12,7.75
1984-09-13,7.375
1984-09-14,7.5
1984-09-17,7.75
1984-09-18,7.75
1984-09-19,8.125
1984-09-20,8.0
1984-09-21,8.25
1984-09-24,8.375
1984-09-25,8.375
1984-09-26,8.5
1984-09-27,8.5
1984-09-28,8.5
1984-10-01,8.0
1984-10-02,8.0
1984-10-03,7.875
1984-10-04,6.75
1984-10-05,7.25
1984-10-08,7.0
1984-10-09,7.0
1984-10-10,7.0
1984-10-11,7.125
1984-10-12,7.0
1984-10-15,7.0
1984-10-16,7.0
1984-10-17,7.0
1984-10-18,7.0
1984-10-19,7.25
1984-10-22,7.375
1984-10-23,7.625
1984-10-24,7.625
1984-10-25,7.25
1984-10-26,7.25
1984-10-29,7.25
1984-10-30,7.25
1984-10-31,7.25
1984-11-01,7.25
1984-11-02,7.125
1984-11-05,7.0
1984-11-06,7.0
1984-11-07,7.0
1984-11-08,7.0
1984-11-09,6.75
1984-11-12,7.0
1984-11-13,6.75
1984-11-14,6.875
1984-11-15,7.125
1984-11-16,7.0
1984-11-19,6.875
1984-11-20,6.875
1984-11-21,6.125
1984-11-23,5.375
1984-11-26,5.75
1984-11-27,6.25
1984-11-28,6.25
1984-11-29,6.25
1984-11-30,5.875
1984-12-03,4.875
1984-12-04,5.375
1984-12-05,5.75
1984-12-06,5.875
1984-12-07,6.0
1984-12-10,6.375
1984-12-11,6.75
1984-12-12,6.875
1984-12-13,6.75
1984-12-14,6.25
1984-12-17,5.75
1984-12-18,6.375
1984-12-19,7.125
1984-12-20,6.875
1984-12-21,6.5
1984-12-24,6.25
1984-12-26,6.25
1984-12-27,6.375
1984-12-28,6.75
1984-12-31,6.625
1985-01-02,6.375
1985-01-03,6.375
1985-01-04,6.5
1985-01-07,6.625
1985-01-08,6.5
1985-01-09,6.5
1985-01-10,6.5
1985-01-11,6.75
1985-01-14,6.75
1985-01-15,6.75
1985-01-16,7.625
1985-01-17,8.375
1985-01-18,8.25
1985-01-21,8.125
1985-01-22,8.0
1985-01-23,7.875
1985-01-24,7.5
1985-01-25,7.875
1985-01-28,8.25
1985-01-29,8.25
1985-01-30,8.375
1985-01-31,8.25
1985-02-01,8.25
1985-02-04,8.5
1985-02-05,8.875
1985-02-06,9.5
1985-02-07,9.5
1985-02-08,9.5
1985-02-11,9.375
1985-02-12,9.375
1985-02-13,9.5
1985-02-14,9.25
1985-02-15,9.25
1985-02-19,9.0
1985-02-20,8.875
1985-02-21,8.875
1985-02-22,8.625
1985-02-25,8.75
1985-02-26,9.375
1985-02-27,9.75
1985-02-28,10.0
1985-03-01,10.625
1985-03-04,10.625
1985-03-05,11.5
1985-03-06,11.5
1985-03-07,11.375
1985-03-08,10.75
1985-03-11,10.875
1985-03-12,10.75
1985-03-13,10.125
1985-03-14,10.375
1985-03-15,10.75
1985-03-18,10.625
1985-03-19,10.375
1985-03-20,10.25
1985-03-21,10.125
1985-03-22,9.25
1985-03-25,9.0
1985-03-26,9.375
1985-03-27,9.375
1985-03-28,9.125
1985-03-29,9.125
1985-04-01,9.125
1985-04-02,9.0
1985-04-03,8.5
1985-04-04,8.0
1985-04-08,7.5
1985-04-09,7.5
1985-04-10,7.75
1985-04-11,7.25
1985-04-12,7.75
1985-04-15,8.125
1985-04-16,8.25
1985-04-17,8.75
1985-04-18,8.875
1985-04-19,9.0
1985-04-22,8.875
1985-04-23,9.0
1985-04-24,9.125
1985-04-25,8.875
1985-04-26,8.875
1985-04-29,8.75
1985-04-30,8.25
1985-05-01,8.0
1985-05-02,8.25
1985-05-03,8.375
1985-05-06,8.375
1985-05-07,8.25
1985-05-08,8.25
1985-05-09,7.875
1985-05-10,7.875
1985-05-13,7.875
1985-05-14,8.125
1985-05-15,8.25
1985-05-16,8.25
1985-05-17,8.375
1985-05-20,8.375
1985-05-21,8.5
1985-05-22,8.375
1985-05-23,8.25
1985-05-24,8.125
1985-05-28,8.0
1985-05-29,7.75
1985-05-30,8.125
1985-05-31,7.875
1985-06-03,8.0
1985-06-04,8.0
1985-06-05,8.0
1985-06-06,8.25
1985-06-07,8.25
1985-06-10,7.875
1985-06-11,8.0
1985-06-12,7.75
1985-06-13,7.875
1985-06-14,7.75
1985-06-17,7.5
1985-06-18,7.25
1985-06-19,7.375
1985-06-20,7.0
1985-06-21,7.375
1985-06-24,7.375
1985-06-25,7.625
1985-06-26,7.75
1985-06-27,7.875
1985-06-28,7.75
1985-07-01,7.625
1985-07-02,7.5
1985-07-03,7.5
1985-07-05,7.5
1985-07-08,7.5
1985-07-09,7.25
1985-07-10,7.25
1985-07-11,7.5
1985-07-12,7.625
1985-07-15,7.75
1985-07-16,7.625
1985-07-17,7.5
1985-07-18,7.25
1985-07-19,7.25
1985-07-22,7.25
1985-07-23,7.375
1985-07-24,7.375
1985-07-25,7.625
1985-07-26,8.75
1985-07-29,8.5
1985-07-30,8.375
1985-07-31,8.375
1985-08-01,8.375
1985-08-02,8.375
1985-08-05,8.25
1985-08-06,7.75
1985-08-07,7.5
1985-08-08,7.5
1985-08-09,7.75
1985-08-12,7.125
1985-08-13,7.125
1985-08-14,7.5
1985-08-15,7.25
1985-08-16,7.125
1985-08-19,7.125
1985-08-20,7.5
1985-08-21,7.5
1985-08-22,7.125
1985-08-23,7.375
1985-08-26,7.25
1985-08-27,7.25
1985-08-28,7.5
1985-08-29,7.25
1985-08-30,7.375
1985-09-03,7.375
1985-09-04,7.375
1985-09-05,7.375
1985-09-06,7.375
1985-09-09,7.375
1985-09-10,7.125
1985-09-11,7.125
1985-09-12,7.125
1985-09-13,7.0
1985-09-16,6.875
1985-09-17,6.75
1985-09-18,6.5
1985-09-19,6.625
1985-09-20,6.75
1985-09-23,6.75
1985-09-24,6.75
1985-09-25,6.75
1985-09-26,6.5
1985-09-30,6.5
1985-10-01,6.625
1985-10-02,6.875
1985-10-03,7.0
1985-10-04,7.25
1985-10-07,8.0
1985-10-08,8.5
1985-10-09,8.375
1985-10-10,8.25
1985-10-11,7.75
1985-10-14,7.75
1985-10-15,7.625
1985-10-16,7.75
1985-10-17,7.75
1985-10-18,7.5
1985-10-21,7.625
1985-10-22,7.625
1985-10-23,7.5
1985-10-24,7.625
1985-10-25,7.375
1985-10-28,7.5
1985-10-29,7.5
1985-10-30,7.5
1985-10-31,7.375
1985-11-01,7.375
1985-11-04,7.125
1985-11-05,7.375
1985-11-06,7.375
1985-11-07,7.0
1985-11-08,7.125
1985-11-11,6.875
1985-11-12,6.875
1985-11-13,7.0
1985-11-14,7.0
1985-11-15,7.75
1985-11-18,8.125
1985-11-19,8.0
1985-11-20,7.875
1985-11-21,7.875
1985-11-22,8.125
1985-11-25,7.875
1985-11-26,8.25
1985-11-27,8.625
1985-11-29,8.75
1985-12-02,8.625
1985-12-03,8.625
1985-12-04,8.625
1985-12-05,9.0
1985-12-06,9.0
1985-12-09,9.25
1985-12-10,9.375
1985-12-11,9.125
1985-12-12,8.875
1985-12-13,8.875
1985-12-16,8.625
1985-12-17,8.25
1985-12-18,8.25
1985-12-19,8.25
1985-12-20,8.25
1985-12-23,8.0
1985-12-24,8.0
1985-12-26,7.875
1985-12-27,7.875
1985-12-30,7.75
1985-12-31,8.0
1986-01-02,8.0
1986-01-03,8.5
1986-01-06,8.375
1986-01-07,8.75
1986-01-08,8.5
1986-01-09,8.125
1986-01-10,8.125
1986-01-13,8.375
1986-01-14,8.375
1986-01-15,8.375
1986-01-16,8.0
1986-01-17,8.0
1986-01-20,8.0
1986-01-21,8.25
1986-01-22,8.25
1986-01-23,8.75
1986-01-24,9.0
1986-01-27,8.875
1986-01-28,8.625
1986-01-29,8.5
1986-01-30,8.75
1986-01-31,9.25
1986-02-03,9.25
1986-02-04,9.375
1986-02-05,10.0
1986-02-06,10.5
1986-02-07,10.875
1986-02-10,11.25
1986-02-11,10.375
1986-02-12,9.875
1986-02-13,10.5
1986-02-14,10.625
1986-02-18,10.375
1986-02-19,10.125
1986-02-20,10.25
1986-02-21,10.125
1986-02-24,9.75
1986-02-25,9.875
1986-02-26,10.625
1986-02-27,11.375
1986-02-28,10.75
1986-03-03,10.625
1986-03-04,10.75
1986-03-05,11.125
1986-03-06,10.625
1986-03-07,10.625
1986-03-10,10.625
1986-03-11,10.5
1986-03-12,10.0
1986-03-13,9.625
1986-03-14,10.375
1986-03-17,10.375
1986-03-18,11.125
1986-03-19,11.125
1986-03-20,11.0
1986-03-21,11.0
1986-03-24,10.5
1986-03-25,10.25
1986-03-26,10.25
1986-03-27,10.375
1986-03-31,10.125
1986-04-01,10.875
1986-04-02,11.0
1986-04-03,10.875
1986-04-04,10.125
1986-04-07,10.0
1986-04-08,10.25
1986-04-09,10.0
1986-04-10,10.25
1986-04-11,10.625
1986-04-14,10.5
1986-04-15,10.5
1986-04-16,10.375
1986-04-17,10.25
1986-04-18,10.25
1986-04-21,9.75
1986-04-22,10.0
1986-04-23,10.0
1986-04-24,9.75
1986-04-25,9.875
1986-04-28,9.875
1986-04-29,9.875
1986-04-30,9.875
1986-05-01,9.75
1986-05-02,10.25
1986-05-05,10.25
1986-05-06,10.25
1986-05-07,10.0
1986-05-08,10.125
1986-05-09,10.0
1986-05-12,10.0
1986-05-13,10.0
1986-05-14,10.125
1986-05-15,10.25
1986-05-16,10.125
1986-05-19,10.375
1986-05-20,10.0
1986-05-21,9.625
1986-05-22,9.875
1986-05-23,9.875
1986-05-27,10.375
1986-05-28,9.875
1986-05-29,9.875
1986-05-30,9.875
1986-06-02,9.625
1986-06-03,9.875
1986-06-04,9.875
1986-06-05,9.875
1986-06-06,9.875
1986-06-09,9.75
1986-06-10,9.5
1986-06-11,9.5
1986-06-12,9.125
1986-06-13,8.75
1986-06-16,9.0
1986-06-17,9.0
1986-06-18,9.125
1986-06-19,9.5
1986-06-20,9.625
1986-06-23,9.75
1986-06-24,9.75
1986-06-25,10.0
1986-06-26,9.75
1986-06-27,9.75
1986-06-30,9.75
1986-07-01,9.625
1986-07-02,9.875
1986-07-03,9.875
1986-07-07,9.375
1986-07-08,9.5
1986-07-09,9.875
1986-07-10,10.125
1986-07-11,10.0
1986-07-14,9.75
1986-07-15,9.375
1986-07-16,9.375
1986-07-17,9.75
1986-07-18,9.875
1986-07-21,9.75
1986-07-22,9.625
1986-07-23,9.625
1986-07-24,9.5
1986-07-25,9.625
1986-07-28,9.5
1986-07-29,9.625
1986-07-30,9.5
1986-07-31,10.125
1986-08-01,10.25
1986-08-04,10.375
1986-08-05,10.375
1986-08-06,10.375
1986-08-07,10.75
1986-08-08,11.5
1986-08-11,12.0
1986-08-12,11.625
1986-08-13,11.75
1986-08-14,11.75
1986-08-15,12.25
1986-08-18,12.5
1986-08-19,12.0
1986-08-20,11.875
1986-08-21,12.25
1986-08-22,12.875
1986-08-25,13.625
1986-08-26,13.75
1986-08-27,13.375
1986-08-28,13.25
1986-08-29,13.25
1986-09-02,13.625
1986-09-03,14.25
1986-09-04,15.75
1986-09-05,17.25
1986-09-08,19.75
1986-09-09,18.875
1986-09-10,17.625
1986-09-11,15.875
1986-09-12,18.0
1986-09-15,19.75
1986-09-16,18.875
1986-09-17,18.375
1986-09-18,19.875
1986-09-19,19.75
1986-09-22,18.625
1986-09-23,18.75
1986-09-24,19.0
1986-09-25,18.625
1986-09-26,18.75
1986-09-29,18.5
1986-09-30,18.375
1986-10-01,17.625
1986-10-02,17.625
1986-10-03,17.625
1986-10-06,17.375
1986-10-07,15.75
1986-10-08,16.375
1986-10-09,16.0
1986-10-10,16.0
1986-10-13,15.25
1986-10-14,13.875
1986-10-15,15.25
1986-10-16,15.75
1986-10-17,14.25
1986-10-20,12.625
1986-10-21,13.0
1986-10-22,14.25
1986-10-23,14.5
1986-10-24,14.0
1986-10-27,13.625
1986-10-28,13.625
1986-10-29,14.25
1986-10-30,14.75
1986-10-31,14.875
1986-11-03,14.5
1986-11-04,13.75
1986-11-05,14.0
1986-11-06,14.625
1986-11-07,14.625
1986-11-10,15.75
1986-11-11,16.625
1986-11-12,16.125
1986-11-13,16.5
1986-11-14,16.5
1986-11-17,16.625
1986-11-18,15.875
1986-11-19,16.125
1986-11-20,16.0
