Date,TSG
2011-10-13,2.28
2011-10-14,2.28
2011-10-17,2.28
2011-10-18,2.28
2011-10-19,2.28
2011-10-20,2.28
2011-10-21,2.28
2011-10-24,2.28
2011-10-25,2.28
2011-10-26,2.28
2011-10-27,2.23
2011-10-28,2.23
2011-10-31,2.22
2011-11-01,2.22
2011-11-02,2.22
2011-11-03,2.22
2011-11-04,2.22
2011-11-07,2.22
2011-11-08,2.22
2011-11-09,2.22
2011-11-10,2.22
2011-11-11,2.22
2011-11-14,2.22
2011-11-15,2.22
2011-11-16,2.22
2011-11-17,2.22
2011-11-18,2.22
2011-11-21,2.22
2011-11-22,2.22
2011-11-23,2.22
2011-11-25,2.22
2011-11-28,2.22
2011-11-29,2.22
2011-11-30,2.22
2011-12-01,2.22
2011-12-02,2.22
2011-12-05,2.22
2011-12-06,2.22
2011-12-07,2.22
2011-12-08,2.17
2011-12-09,2.17
2011-12-12,2.17
2011-12-13,2.17
2011-12-14,2.17
2011-12-15,2.17
2011-12-16,2.17
2011-12-19,2.17
2011-12-20,2.17
2011-12-21,2.17
2011-12-22,2.17
2011-12-23,2.17
2011-12-27,2.17
2011-12-28,2.17
2011-12-29,2.36
2011-12-30,2.36
2012-01-03,2.88
2012-01-04,2.79
2012-01-05,2.63
2012-01-06,2.63
2012-01-09,2.63
2012-01-10,2.77
2012-01-11,2.77
2012-01-12,2.77
2012-01-13,2.67
2012-01-17,2.74
2012-01-18,2.74
2012-01-19,2.74
2012-01-20,2.74
2012-01-23,2.74
2012-01-24,2.69
2012-01-25,2.69
2012-01-26,2.69
2012-01-27,2.56
2012-01-30,2.56
2012-01-31,2.56
2012-02-01,2.56
2012-02-02,2.56
2012-02-03,2.56
2012-02-06,2.56
2012-02-07,2.56
2012-02-08,2.56
2012-02-09,2.56
2012-02-10,2.56
2012-02-13,2.56
2012-02-14,2.56
2012-02-15,2.56
2012-02-16,2.56
2012-02-17,2.56
2012-02-21,2.56
2012-02-22,2.56
2012-02-23,2.56
2012-02-24,2.56
2012-02-27,2.56
2012-02-28,2.56
2012-02-29,2.56
2012-03-01,2.56
2012-03-02,2.56
2012-03-05,2.56
2012-03-06,2.56
2012-03-07,2.56
2012-03-08,2.56
2012-03-09,2.56
2012-03-12,2.56
2012-03-13,2.56
2012-03-14,3.01
2012-03-15,3.01
2012-03-16,3.01
2012-03-19,3.17
2012-03-20,3.17
2012-03-21,3.17
2012-03-22,3.17
2012-03-23,3.17
2012-03-26,3.17
2012-03-27,3.17
2012-03-28,3.17
2012-03-29,3.17
2012-03-30,3.98
2012-04-02,3.98
2012-04-03,3.98
2012-04-04,3.98
2012-04-05,3.98
2012-04-09,3.98
2012-04-10,3.98
2012-04-11,3.98
2012-04-12,3.98
2012-04-13,3.98
2012-04-16,3.98
2012-04-17,3.98
2012-04-18,3.98
2012-04-19,3.98
2012-04-20,3.98
2012-04-23,3.98
2012-04-24,3.98
2012-04-25,3.98
2012-04-26,3.98
2012-04-27,3.98
2012-04-30,3.98
2012-05-01,4.05
2012-05-02,4.1
2012-05-03,4.29
2012-05-04,4.29
2012-05-07,4.29
2012-05-08,4.29
2012-05-09,4.29
2012-05-10,4.29
2012-05-11,3.87
2012-05-14,3.87
2012-05-15,3.87
2012-05-16,3.87
2012-05-17,3.87
2012-05-18,3.87
2012-05-21,3.87
2012-05-22,3.47
2012-05-23,3.47
2012-05-24,3.47
2012-05-25,3.78
2012-05-29,3.78
2012-05-30,3.7
2012-05-31,3.7
2012-06-01,3.7
2012-06-04,3.7
2012-06-05,3.7
2012-06-06,3.7
2012-06-07,3.7
2012-06-08,3.7
2012-06-11,3.7
2012-06-12,3.7
2012-06-13,3.7
2012-06-14,3.7
2012-06-15,3.7
2012-06-18,3.7
2012-06-19,3.7
2012-06-20,3.59
2012-06-21,3.59
2012-06-22,3.59
2012-06-25,3.59
2012-06-26,3.59
2012-06-27,3.83
2012-06-28,3.59
2012-06-29,3.59
2012-07-02,3.59
2012-07-03,3.59
2012-07-05,3.59
2012-07-06,3.59
2012-07-09,3.59
2012-07-10,3.57
2012-07-11,3.57
2012-07-12,3.57
2012-07-13,3.57
2012-07-16,3.57
2012-07-17,3.57
2012-07-18,3.57
2012-07-19,3.57
2012-07-20,3.57
2012-07-23,3.57
2012-07-24,3.57
2012-07-25,3.57
2012-07-26,3.57
2012-07-27,3.57
2012-07-30,3.57
2012-07-31,3.57
2012-08-01,3.57
2012-08-02,3.57
2012-08-03,3.57
2012-08-06,3.57
2012-08-07,3.57
2012-08-08,3.57
2012-08-09,3.57
2012-08-10,3.54
2012-08-13,3.54
2012-08-14,3.54
2012-08-15,3.54
2012-08-16,3.67
2012-08-17,3.67
2012-08-20,3.67
2012-08-21,3.67
2012-08-22,3.67
2012-08-23,3.83
2012-08-24,3.83
2012-08-27,3.83
2012-08-28,3.78
2012-08-29,3.74
2012-08-30,3.66
2012-08-31,3.81
2012-09-04,3.81
2012-09-05,3.81
2012-09-06,3.81
2012-09-07,3.81
2012-09-10,3.69
2012-09-11,3.69
2012-09-12,3.69
2012-09-13,3.69
2012-09-14,3.69
2012-09-17,3.69
2012-09-18,3.9
2012-09-19,3.9
2012-09-20,3.9
2012-09-21,3.9
2012-09-24,3.9
2012-09-25,3.9
2012-09-26,3.9
2012-09-27,3.9
2012-09-28,3.9
2012-10-01,3.94
2012-10-02,3.94
2012-10-03,3.94
2012-10-04,3.94
2012-10-05,3.94
2012-10-08,3.94
2012-10-09,3.94
2012-10-10,3.94
2012-10-11,3.94
2012-10-12,3.92
2012-10-15,3.92
2012-10-16,3.92
2012-10-17,3.92
2012-10-18,3.92
2012-10-19,3.92
2012-10-22,3.92
2012-10-23,3.92
2012-10-24,3.92
2012-10-25,3.92
2012-10-26,3.92
2012-10-31,3.92
2012-11-01,3.71
2012-11-02,3.71
2012-11-05,3.71
2012-11-06,3.71
2012-11-07,3.71
2012-11-08,3.71
2012-11-09,3.71
2012-11-12,3.71
2012-11-13,3.71
2012-11-14,3.71
2012-11-15,3.71
2012-11-16,3.71
2012-11-19,3.71
2012-11-20,3.71
2012-11-21,3.71
2012-11-23,3.71
2012-11-26,3.88
2012-11-27,3.88
2012-11-28,3.88
2012-11-29,3.88
2012-11-30,3.88
2012-12-03,3.88
2012-12-04,3.88
2012-12-05,4.48
2012-12-06,4.48
2012-12-07,5.0
2012-12-10,5.0
2012-12-11,5.0
2012-12-12,5.0
2012-12-13,5.28
2012-12-14,5.26
2012-12-17,5.29
2012-12-18,5.29
2012-12-19,5.21
2012-12-20,5.21
2012-12-21,5.21
2012-12-24,5.21
2012-12-26,5.21
2012-12-27,5.21
2012-12-28,5.21
2012-12-31,4.88
2013-01-02,4.88
2013-01-03,5.09
2013-01-04,5.12
2013-01-07,5.08
2013-01-08,5.08
2013-01-09,5.08
2013-01-10,5.08
2013-01-11,5.08
2013-01-14,5.08
2013-01-15,5.08
2013-01-16,5.08
2013-01-17,5.08
2013-01-18,5.08
2013-01-22,5.08
2013-01-23,4.92
2013-01-24,4.92
2013-01-25,4.92
2013-01-28,4.92
2013-01-29,4.92
2013-01-30,4.92
2013-01-31,4.92
2013-02-01,4.92
2013-02-04,4.89
2013-02-05,4.89
2013-02-06,4.92
2013-02-07,4.86
2013-02-08,4.88
2013-02-11,4.96
2013-02-12,4.89
2013-02-13,4.88
2013-02-14,4.88
2013-02-15,4.96
2013-02-19,4.9
2013-02-20,4.77
2013-02-21,4.82
2013-02-22,4.69
2013-02-25,4.72
2013-02-26,4.72
2013-02-27,4.93
2013-02-28,5.0
2013-03-01,5.67
2013-03-04,5.24
2013-03-05,5.24
2013-03-06,5.25
2013-03-07,5.3
2013-03-08,5.3
2013-03-11,5.58
2013-03-12,5.56
2013-03-13,5.55
2013-03-14,5.58
2013-03-15,5.55
2013-03-18,5.58
2013-03-19,5.46
2013-03-20,5.51
2013-03-21,5.51
2013-03-22,5.58
2013-03-25,5.37
2013-03-26,5.2
2013-03-27,5.13
2013-03-28,5.09
2013-04-01,5.09
2013-04-02,5.02
2013-04-03,5.01
2013-04-04,4.89
2013-04-05,4.89
2013-04-08,4.89
2013-04-09,4.89
2013-04-10,4.89
2013-04-11,5.14
2013-04-12,5.14
2013-04-15,5.14
2013-04-16,5.14
2013-04-17,5.0
2013-04-18,5.0
2013-04-19,5.0
2013-04-22,5.0
2013-04-23,5.0
2013-04-24,5.0
2013-04-25,5.2
2013-04-26,5.39
2013-04-29,5.39
2013-04-30,5.71
2013-05-01,6.36
2013-05-02,6.36
2013-05-03,6.53
2013-05-06,6.6
2013-05-07,6.62
2013-05-08,6.69
2013-05-09,6.69
2013-05-10,6.69
2013-05-13,6.69
2013-05-14,6.04
2013-05-15,6.18
2013-05-16,6.18
2013-05-17,6.29
2013-05-20,6.29
2013-05-21,6.3
2013-05-22,6.23
2013-05-23,6.2
2013-05-24,6.21
2013-05-28,6.16
2013-05-29,5.97
2013-05-30,5.85
2013-05-31,5.72
2013-06-03,5.78
2013-06-04,5.78
2013-06-05,5.78
2013-06-06,5.78
2013-06-07,5.82
2013-06-10,5.82
2013-06-11,5.82
2013-06-12,5.82
2013-06-13,6.25
2013-06-14,6.25
2013-06-17,6.29
2013-06-18,6.29
2013-06-19,6.29
2013-06-20,6.0
2013-06-21,5.94
2013-06-24,5.95
2013-06-25,6.19
2013-06-26,6.0
2013-06-27,6.0
2013-06-28,6.0
2013-07-01,6.0
2013-07-02,6.0
2013-07-03,6.18
2013-07-05,6.18
2013-07-08,6.18
2013-07-09,6.18
2013-07-10,6.0
2013-07-11,6.0
2013-07-12,5.94
2013-07-15,5.94
2013-07-16,5.94
2013-07-17,6.05
2013-07-18,6.07
2013-07-19,6.47
2013-07-22,6.43
2013-07-23,6.7
2013-07-24,6.7
2013-07-25,6.7
2013-07-26,6.5
2013-07-29,6.5
2013-07-30,6.6
2013-07-31,6.6
2013-08-01,6.7
2013-08-02,6.63
2013-08-05,6.63
2013-08-06,6.52
2013-08-07,6.52
2013-08-08,6.4
2013-08-09,6.57
2013-08-12,6.57
2013-08-13,6.57
2013-08-14,6.28
2013-08-15,6.65
2013-08-16,6.64
2013-08-19,6.64
2013-08-20,6.64
2013-08-21,6.64
2013-08-22,6.64
2013-08-23,6.64
2013-08-26,6.64
2013-08-27,6.64
2013-08-28,6.64
2013-08-29,6.64
2013-08-30,6.64
2013-09-03,6.03
2013-09-04,6.16
2013-09-05,6.13
2013-09-06,6.21
2013-09-09,6.21
2013-09-10,6.07
2013-09-11,6.07
2013-09-12,6.07
2013-09-13,6.07
2013-09-16,6.32
2013-09-17,6.29
2013-09-18,6.29
2013-09-19,6.28
2013-09-20,6.28
2013-09-23,6.28
2013-09-24,6.72
2013-09-25,6.72
2013-09-26,6.76
2013-09-27,6.76
2013-09-30,6.76
2013-10-01,6.76
2013-10-02,6.76
2013-10-03,7.09
2013-10-04,7.09
2013-10-07,7.09
2013-10-08,6.96
2013-10-09,6.99
2013-10-10,7.2
2013-10-11,7.2
2013-10-14,7.2
2013-10-15,7.48
2013-10-16,7.48
2013-10-17,7.53
2013-10-18,7.59
2013-10-21,7.59
2013-10-22,7.59
2013-10-23,7.59
2013-10-24,7.59
2013-10-25,7.97
2013-10-28,8.25
2013-10-29,8.25
2013-10-30,8.24
2013-10-31,8.11
2013-11-01,7.76
2013-11-04,7.76
2013-11-05,7.76
2013-11-06,7.19
2013-11-07,7.19
2013-11-08,7.59
2013-11-11,7.6
2013-11-12,7.46
2013-11-13,7.05
2013-11-14,7.05
2013-11-15,7.05
2013-11-18,7.51
2013-11-19,7.26
2013-11-20,7.26
2013-11-21,7.26
2013-11-22,7.14
2013-11-25,7.1
2013-11-26,7.1
2013-11-27,7.6
2013-11-29,7.6
2013-12-02,7.42
2013-12-03,7.31
2013-12-04,7.41
2013-12-05,7.41
2013-12-06,7.41
2013-12-09,7.41
2013-12-10,7.41
2013-12-11,7.47
2013-12-12,7.21
2013-12-13,7.21
2013-12-16,7.21
2013-12-17,7.21
2013-12-18,7.11
2013-12-19,7.11
2013-12-20,7.11
2013-12-23,7.11
2013-12-24,7.11
2013-12-26,7.11
2013-12-27,7.5
2013-12-30,7.5
2013-12-31,7.48
2014-01-02,7.48
2014-01-03,7.48
2014-01-06,7.23
2014-01-07,7.11
2014-01-08,7.11
2014-01-09,7.11
2014-01-10,7.11
2014-01-13,7.11
2014-01-14,7.11
2014-01-15,6.61
2014-01-16,6.61
2014-01-17,6.7
2014-01-21,7.07
2014-01-22,7.01
2014-01-23,7.01
2014-01-24,7.01
2014-01-27,7.01
2014-01-28,6.91
2014-01-29,6.73
2014-01-30,6.73
2014-01-31,6.73
2014-02-03,6.73
2014-02-04,6.86
2014-02-05,7.24
2014-02-06,7.25
2014-02-07,7.54
2014-02-10,7.79
2014-02-11,7.79
2014-02-12,7.6
2014-02-13,7.6
2014-02-14,7.6
2014-02-18,7.5
2014-02-19,7.5
2014-02-20,7.78
2014-02-21,7.78
2014-02-24,7.78
2014-02-25,7.78
2014-02-26,7.78
2014-02-27,8.08
2014-02-28,8.08
2014-03-03,8.08
2014-03-04,8.08
2014-03-05,8.11
2014-03-06,8.11
2014-03-07,7.83
2014-03-10,7.83
2014-03-11,7.89
2014-03-12,7.89
2014-03-13,7.89
2014-03-14,7.57
2014-03-17,7.57
2014-03-18,7.57
2014-03-19,7.57
2014-03-20,7.57
2014-03-21,7.57
2014-03-24,7.07
2014-03-25,7.23
2014-03-26,7.23
2014-03-27,7.23
2014-03-28,6.87
2014-03-31,6.87
2014-04-01,5.9
2014-04-02,5.94
2014-04-03,5.97
2014-04-04,5.97
2014-04-07,5.85
2014-04-08,5.85
2014-04-09,5.84
2014-04-10,5.84
2014-04-11,5.89
2014-04-14,5.66
2014-04-15,5.39
2014-04-16,5.19
2014-04-17,5.64
2014-04-21,5.64
2014-04-22,6.07
2014-04-23,5.9
2014-04-24,5.91
2014-04-25,6.17
2014-04-28,6.2
2014-04-29,6.25
2014-04-30,6.42
2014-05-01,6.29
2014-05-02,6.83
2014-05-05,7.28
2014-05-06,7.49
2014-05-07,7.31
2014-05-08,7.36
2014-05-09,7.29
2014-05-12,7.29
2014-05-13,6.91
2014-05-14,6.59
2014-05-15,6.59
2014-05-16,6.59
2014-05-19,6.59
2014-05-20,7.55
2014-05-21,7.55
2014-05-22,8.29
2014-05-23,9.4
2014-05-27,9.95
2014-05-28,9.93
2014-05-29,9.8
2014-05-30,10.12
2014-06-02,10.12
2014-06-03,9.67
2014-06-04,9.57
2014-06-05,9.4
2014-06-06,10.2
2014-06-09,10.2
2014-06-10,9.81
2014-06-11,9.81
2014-06-12,13.03
2014-06-13,18.35
2014-06-16,16.23
2014-06-17,16.139999
2014-06-18,17.469998999999998
2014-06-19,17.549999
2014-06-20,18.790001
2014-06-23,20.26
2014-06-24,21.190001000000002
2014-06-25,20.870001000000002
2014-06-26,21.48
2014-06-27,21.92
2014-06-30,21.620001000000002
2014-07-01,21.620001000000002
2014-07-02,21.049999
2014-07-03,20.59
2014-07-07,20.66
2014-07-08,20.66
2014-07-09,21.68
2014-07-10,21.32
2014-07-11,20.700001
2014-07-14,21.030001000000002
2014-07-15,20.84
2014-07-16,21.1
2014-07-17,20.469998999999998
2014-07-18,20.66
2014-07-21,20.700001
2014-07-22,20.700001
2014-07-23,21.440001000000002
2014-07-24,21.719998999999998
2014-07-25,21.92
2014-07-28,23.780001000000002
2014-07-29,26.280001000000002
2014-07-30,26.059998999999998
2014-07-31,26.629998999999998
2014-08-01,26.209999
2014-08-04,26.65
2014-08-05,26.48
2014-08-06,25.799999
2014-08-07,25.690001000000002
2014-08-08,25.389999
2014-08-11,25.08
2014-08-12,24.67
2014-08-13,26.200001
2014-08-14,26.559998999999998
2014-08-15,26.389999
2014-08-18,26.59
2014-08-19,26.48
2014-08-20,27.200001
2014-08-21,27.370001000000002
2014-08-22,27.16
2014-08-25,27.280001000000002
2014-08-26,26.99
2014-08-27,26.74
2014-08-28,26.58
2014-08-29,26.76
2014-09-02,29.0
2014-09-03,28.25
2014-09-04,28.75
2014-09-05,28.67
2014-09-08,28.5
2014-09-09,28.780001000000002
2014-09-10,31.9
2014-09-11,32.189999
2014-09-12,31.709999
2014-09-15,31.99
2014-09-16,31.98
2014-09-17,31.889999
2014-09-18,32.369999
2014-09-19,30.59
2014-09-22,28.440001000000002
2014-09-23,29.99
2014-09-24,30.15
2014-09-25,29.709999
2014-09-26,29.4
2014-09-29,28.889999
2014-09-30,28.200001
2014-10-01,26.16
2014-10-02,25.969998999999998
2014-10-03,27.5
2014-10-06,27.629998999999998
2014-10-07,27.780001000000002
2014-10-08,27.709999
2014-10-09,27.17
2014-10-10,24.66
2014-10-13,24.99
2014-10-14,22.370001000000002
2014-10-15,23.9
2014-10-16,24.950001
2014-10-17,25.209999
2014-10-20,26.0
2014-10-21,28.379998999999998
2014-10-22,27.700001
2014-10-23,29.959999
2014-10-24,29.65
2014-10-27,28.24
2014-10-28,29.209999
2014-10-29,29.209999
2014-10-30,30.49
2014-10-31,30.9
2014-11-03,30.700001
2014-11-04,29.6
2014-11-05,29.08
2014-11-06,28.860001
2014-11-07,28.35
2014-11-10,29.68
2014-11-11,28.65
2014-11-12,30.6
2014-11-13,30.93
2014-11-14,31.0
2014-11-17,33.259997999999996
2014-11-18,33.099998
2014-11-19,32.889998999999996
2014-11-20,32.630001
2014-11-21,33.400002
2014-11-24,34.07
2014-11-25,33.75
2014-11-26,33.75
2014-11-28,33.830002
2014-12-01,33.049999
2014-12-02,33.330002
2014-12-03,33.400002
2014-12-04,32.919998
2014-12-05,32.060001
2014-12-08,31.690001000000002
2014-12-09,31.540001
2014-12-10,30.309998999999998
2014-12-11,30.459999
2014-12-12,24.889999
2014-12-15,24.969998999999998
2014-12-16,24.940001000000002
2014-12-17,24.379998999999998
2014-12-18,25.9
2014-12-19,25.33
2014-12-22,24.82
2014-12-23,24.5
2014-12-24,24.16
2014-12-26,24.25
2014-12-29,24.02
2014-12-30,24.32
2014-12-31,24.24
2015-01-02,24.42
2015-01-05,24.32
2015-01-06,23.43
2015-01-07,23.620001000000002
2015-01-08,22.309998999999998
2015-01-09,22.91
2015-01-12,25.780001000000002
2015-01-13,24.940001000000002
2015-01-14,25.0
2015-01-15,25.99
2015-01-16,27.549999
2015-01-20,27.709999
2015-01-21,27.200001
2015-01-22,27.280001000000002
2015-01-23,27.08
2015-01-26,26.09
2015-01-27,26.42
2015-01-28,25.91
2015-01-29,26.120001000000002
2015-01-30,25.809998999999998
2015-02-02,26.200001
2015-02-03,26.92
2015-02-04,26.549999
2015-02-05,27.790001
2015-02-06,27.790001
2015-02-09,26.76
2015-02-10,26.17
2015-02-11,24.809998999999998
2015-02-12,24.99
2015-02-13,26.969998999999998
2015-02-17,28.07
2015-02-18,28.83
2015-02-19,28.32
2015-02-20,28.24
2015-02-23,28.66
2015-02-24,28.82
2015-02-25,30.0
2015-02-26,29.0
2015-02-27,29.0
2015-03-02,28.889999
2015-03-03,29.370001000000002
2015-03-04,29.0
2015-03-05,28.540001
2015-03-06,26.950001
2015-03-09,25.83
2015-03-10,24.93
2015-03-11,22.65
2015-03-12,24.700001
2015-03-13,23.860001
2015-03-16,24.6
2015-03-17,22.15
2015-03-18,22.940001000000002
2015-03-19,23.459999
2015-03-20,23.879998999999998
2015-03-23,23.51
2015-03-24,24.02
2015-03-25,23.34
2015-03-26,22.49
2015-03-27,22.139999
2015-03-30,23.530001000000002
2015-03-31,24.48
2015-04-01,24.049999
2015-04-02,24.959999
2015-04-06,25.68
2015-04-07,25.549999
2015-04-08,25.07
2015-04-09,24.5
2015-04-10,23.77
2015-04-13,24.309998999999998
2015-04-14,23.200001
2015-04-15,23.23
2015-04-16,21.85
2015-04-17,22.299999
2015-04-20,22.610001
2015-04-21,22.360001
2015-04-22,22.280001000000002
2015-04-23,22.280001000000002
2015-04-24,22.4
2015-04-27,23.549999
2015-04-28,25.65
2015-04-29,24.17
2015-04-30,23.309998999999998
2015-05-01,23.219998999999998
2015-05-04,23.780001000000002
2015-05-05,23.889999
2015-05-06,24.120001000000002
2015-05-07,24.049999
2015-05-08,24.41
2015-05-11,24.9
2015-05-12,24.9
2015-05-13,25.49
2015-05-14,27.23
2015-05-15,27.27
2015-05-18,26.690001000000002
2015-05-19,26.700001
2015-05-20,26.969998999999998
2015-05-21,26.440001000000002
2015-05-22,25.959999
2015-05-26,26.16
2015-05-27,27.49
2015-05-28,27.200001
2015-05-29,27.33
2015-06-01,27.879998999999998
2015-06-02,28.1
2015-06-03,28.4
2015-06-04,27.4
2015-06-05,26.84
2015-06-08,25.99
2015-06-09,25.700001
2015-06-10,25.370001000000002
2015-06-11,25.48
2015-06-12,25.950001
2015-06-15,24.719998999999998
2015-06-16,25.610001
2015-06-17,25.969998999999998
2015-06-18,26.5
2015-06-19,28.120001000000002
2015-06-22,28.860001
2015-06-23,29.91
2015-06-24,29.66
2015-06-25,28.889999
2015-06-26,27.950001
2015-06-29,27.41
2015-06-30,27.389999
2015-07-01,28.030001000000002
2015-07-02,26.969998999999998
2015-07-06,27.129998999999998
2015-07-07,26.59
2015-07-08,26.610001
2015-07-09,26.42
2015-07-10,27.139999
2015-07-13,27.469998999999998
2015-07-14,28.07
2015-07-15,27.360001
2015-07-16,26.59
2015-07-17,25.24
2015-07-20,24.940001000000002
2015-07-21,24.32
2015-07-22,24.049999
2015-07-23,24.440001000000002
2015-07-24,24.379998999999998
2015-07-27,24.02
2015-07-28,24.620001000000002
2015-07-29,24.389999
2015-07-30,24.23
2015-07-31,24.33
2015-08-03,24.09
2015-08-04,23.610001
2015-08-05,22.75
2015-08-06,22.59
2015-08-07,22.41
2015-08-10,23.280001000000002
2015-08-11,23.309998999999998
2015-08-12,23.280001000000002
2015-08-13,23.01
2015-08-14,23.16
2015-08-17,23.27
2015-08-18,23.08
2015-08-19,22.530001000000002
2015-08-20,22.07
2015-08-21,21.65
2015-08-24,21.139999
2015-08-25,19.860001
2015-08-26,19.82
2015-08-27,20.58
2015-08-28,20.700001
2015-08-31,20.83
2015-09-01,20.42
2015-09-02,20.42
2015-09-03,20.73
