Date,NKTR
1996-05-23,10.3125
1996-05-24,10.25
1996-05-28,10.1875
1996-05-29,9.375
1996-05-30,8.375
1996-05-31,8.75
1996-06-03,8.3125
1996-06-04,8.125
1996-06-05,8.1875
1996-06-06,7.9375
1996-06-07,7.875
1996-06-10,8.125
1996-06-11,8.5
1996-06-12,9.875
1996-06-13,9.875
1996-06-14,9.6875
1996-06-17,9.6875
1996-06-18,9.75
1996-06-19,9.875
1996-06-20,9.1875
1996-06-21,8.375
1996-06-24,8.8125
1996-06-25,8.8125
1996-06-26,8.75
1996-06-27,9.0
1996-06-28,9.25
1996-07-01,9.25
1996-07-02,9.3125
1996-07-03,9.1875
1996-07-05,9.1875
1996-07-08,8.9375
1996-07-09,8.875
1996-07-10,8.75
1996-07-11,8.5625
1996-07-12,8.4375
1996-07-15,8.25
1996-07-16,7.25
1996-07-17,7.5625
1996-07-18,7.78125
1996-07-19,8.0625
1996-07-22,8.375
1996-07-23,7.9375
1996-07-24,7.75
1996-07-25,7.9375
1996-07-26,8.0
1996-07-29,7.78125
1996-07-30,7.625
1996-07-31,7.875
1996-08-01,7.625
1996-08-02,7.625
1996-08-05,7.625
1996-08-06,7.625
1996-08-07,7.625
1996-08-08,7.5
1996-08-09,7.4375
1996-08-12,7.4375
1996-08-13,7.1875
1996-08-14,7.25
1996-08-15,7.375
1996-08-16,7.375
1996-08-19,7.4375
1996-08-20,7.5625
1996-08-21,7.5
1996-08-22,7.5
1996-08-23,7.625
1996-08-26,7.5625
1996-08-27,7.625
1996-08-28,7.5
1996-08-29,7.5
1996-08-30,7.5
1996-09-03,7.3125
1996-09-04,7.3125
1996-09-05,7.25
1996-09-06,7.25
1996-09-09,7.375
1996-09-10,7.5
1996-09-11,7.5
1996-09-12,7.25
1996-09-13,7.125
1996-09-16,6.9375
1996-09-17,6.9375
1996-09-18,6.9375
1996-09-19,6.75
1996-09-20,6.375
1996-09-23,6.5
1996-09-24,6.6875
1996-09-25,6.5
1996-09-26,6.65625
1996-09-27,6.5
1996-09-30,6.4375
1996-10-01,6.5625
1996-10-02,6.5625
1996-10-03,6.6875
1996-10-04,7.6875
1996-10-07,7.5625
1996-10-08,7.25
1996-10-09,7.0
1996-10-10,6.96875
1996-10-11,6.96875
1996-10-14,6.8125
1996-10-15,8.5
1996-10-16,8.4375
1996-10-17,8.5
1996-10-18,8.40625
1996-10-21,7.875
1996-10-22,7.75
1996-10-23,7.6875
1996-10-24,7.875
1996-10-25,7.875
1996-10-28,7.875
1996-10-29,7.75
1996-10-30,7.3125
1996-10-31,7.25
1996-11-01,7.0
1996-11-04,6.75
1996-11-05,6.9375
1996-11-06,7.3125
1996-11-07,7.375
1996-11-08,7.5
1996-11-11,7.625
1996-11-12,7.5625
1996-11-13,7.5625
1996-11-14,7.5
1996-11-15,7.5625
1996-11-18,7.4375
1996-11-19,7.375
1996-11-20,7.40625
1996-11-21,7.5625
1996-11-22,7.75
1996-11-25,7.5
1996-11-26,7.5
1996-11-27,7.375
1996-11-29,7.4375
1996-12-02,7.375
1996-12-03,7.375
1996-12-04,7.375
1996-12-05,7.4375
1996-12-06,7.4375
1996-12-09,7.3125
1996-12-10,7.375
1996-12-11,7.125
1996-12-12,7.25
1996-12-13,7.125
1996-12-16,6.9375
1996-12-17,6.625
1996-12-18,6.5625
1996-12-19,6.75
1996-12-20,7.25
1996-12-23,7.5625
1996-12-24,7.53125
1996-12-26,7.5
1996-12-27,7.4375
1996-12-30,7.4375
1996-12-31,7.5625
1997-01-02,7.625
1997-01-03,8.375
1997-01-06,8.0625
1997-01-07,8.0625
1997-01-08,8.0
1997-01-09,8.0
1997-01-10,8.0
1997-01-13,8.4375
1997-01-14,8.21875
1997-01-15,8.9375
1997-01-16,9.25
1997-01-17,9.0625
1997-01-20,9.125
1997-01-21,9.6875
1997-01-22,9.5
1997-01-23,9.375
1997-01-24,9.375
1997-01-27,9.3125
1997-01-28,9.5
1997-01-29,9.3125
1997-01-30,9.3125
1997-01-31,9.375
1997-02-03,9.4375
1997-02-04,9.5625
1997-02-05,9.4375
1997-02-06,9.375
1997-02-07,9.375
1997-02-10,9.5
1997-02-11,9.25
1997-02-12,9.375
1997-02-13,9.5
1997-02-14,9.5
1997-02-18,9.6875
1997-02-19,9.625
1997-02-20,9.625
1997-02-21,9.4375
1997-02-24,9.375
1997-02-25,9.625
1997-02-26,9.6875
1997-02-27,9.8125
1997-02-28,9.875
1997-03-03,9.8125
1997-03-04,9.6875
1997-03-05,9.875
1997-03-06,9.75
1997-03-07,9.75
1997-03-10,9.875
1997-03-11,9.875
1997-03-12,10.4375
1997-03-13,10.625
1997-03-14,10.0
1997-03-17,10.0
1997-03-18,10.25
1997-03-19,10.25
1997-03-20,10.3125
1997-03-21,10.4375
1997-03-24,10.3125
1997-03-25,10.0625
1997-03-26,9.6875
1997-03-27,9.5625
1997-03-31,9.5625
1997-04-01,9.25
1997-04-02,9.1875
1997-04-03,9.0625
1997-04-04,9.125
1997-04-07,9.125
1997-04-08,8.6875
1997-04-09,8.75
1997-04-10,9.125
1997-04-11,9.0625
1997-04-14,9.125
1997-04-15,9.25
1997-04-16,9.375
1997-04-17,9.4375
1997-04-18,9.9375
1997-04-21,9.8125
1997-04-22,10.0625
1997-04-23,9.8125
1997-04-24,9.8125
1997-04-25,9.875
1997-04-28,9.5625
1997-04-29,9.1875
1997-04-30,9.25
1997-05-01,9.25
1997-05-02,9.3125
1997-05-05,9.5
1997-05-06,9.71875
1997-05-07,9.75
1997-05-08,9.625
1997-05-09,9.75
1997-05-12,9.8125
1997-05-13,10.0
1997-05-14,9.9375
1997-05-15,9.8125
1997-05-16,9.5
1997-05-19,9.5625
1997-05-20,9.625
1997-05-21,9.8125
1997-05-22,9.9375
1997-05-23,10.125
1997-05-27,10.125
1997-05-28,10.0625
1997-05-29,9.9375
1997-05-30,10.125
1997-06-02,10.1875
1997-06-03,10.125
1997-06-04,10.5
1997-06-05,10.625
1997-06-06,11.25
1997-06-09,11.125
1997-06-10,11.0625
1997-06-11,11.15625
1997-06-12,11.25
1997-06-13,11.375
1997-06-16,11.375
1997-06-17,11.5
1997-06-18,11.375
1997-06-19,12.1875
1997-06-20,12.0
1997-06-23,12.0
1997-06-24,11.875
1997-06-25,12.25
1997-06-26,12.125
1997-06-27,12.3125
1997-06-30,12.375
1997-07-01,12.0
1997-07-02,12.0625
1997-07-03,11.875
1997-07-07,12.0
1997-07-08,11.6875
1997-07-09,11.875
1997-07-10,11.875
1997-07-11,11.875
1997-07-14,11.75
1997-07-15,11.875
1997-07-16,11.9375
1997-07-17,12.0625
1997-07-18,11.96875
1997-07-21,11.9375
1997-07-22,11.8125
1997-07-23,11.75
1997-07-24,11.625
1997-07-25,11.5625
1997-07-28,11.75
1997-07-29,12.25
1997-07-30,12.25
1997-07-31,12.3125
1997-08-01,12.1875
1997-08-04,12.125
1997-08-05,12.25
1997-08-06,12.0
1997-08-07,12.0625
1997-08-08,11.8125
1997-08-11,11.5
1997-08-12,11.0
1997-08-13,10.96875
1997-08-14,11.8125
1997-08-15,11.25
1997-08-18,11.125
1997-08-19,11.125
1997-08-20,11.0
1997-08-21,10.5
1997-08-22,10.125
1997-08-25,10.84375
1997-08-26,10.8125
1997-08-27,10.5
1997-08-28,10.625
1997-08-29,11.25
1997-09-02,11.75
1997-09-03,11.375
1997-09-04,11.6875
1997-09-05,11.875
1997-09-08,11.9375
1997-09-09,12.0
1997-09-10,12.125
1997-09-11,12.0
1997-09-12,14.0
1997-09-15,13.625
1997-09-16,13.5
1997-09-17,15.125
1997-09-18,15.921875
1997-09-19,16.5
1997-09-22,16.8125
1997-09-23,16.0
1997-09-24,16.3125
1997-09-25,15.4375
1997-09-26,15.6875
1997-09-29,15.5625
1997-09-30,15.6875
1997-10-01,15.1875
1997-10-02,14.625
1997-10-03,15.125
1997-10-06,16.1875
1997-10-07,16.0
1997-10-08,15.375
1997-10-09,15.875
1997-10-10,16.90625
1997-10-13,17.625
1997-10-14,18.25
1997-10-15,17.46875
1997-10-16,16.59375
1997-10-17,16.0
1997-10-20,16.03125
1997-10-21,15.96875
1997-10-22,15.25
1997-10-23,14.5
1997-10-24,14.5
1997-10-27,13.25
1997-10-28,14.375
1997-10-29,13.8125
1997-10-30,12.5
1997-10-31,13.625
1997-11-03,15.3125
1997-11-04,16.25
1997-11-05,16.0625
1997-11-06,16.0
1997-11-07,15.75
1997-11-10,15.625
1997-11-11,15.875
1997-11-12,15.75
1997-11-13,15.5
1997-11-14,16.0625
1997-11-17,17.4375
1997-11-18,16.78125
1997-11-19,16.625
1997-11-20,17.09375
1997-11-21,16.0625
1997-11-24,15.75
1997-11-25,15.859375
1997-11-26,15.5625
1997-11-28,15.5
1997-12-01,15.125
1997-12-02,14.71875
1997-12-03,15.046875
1997-12-04,14.65625
1997-12-05,16.40625
1997-12-08,16.875
1997-12-09,16.375
1997-12-10,15.25
1997-12-11,14.3125
1997-12-12,14.5625
1997-12-15,13.5
1997-12-16,13.6875
1997-12-17,13.015625
1997-12-18,12.625
1997-12-19,12.71875
1997-12-22,12.8125
1997-12-23,13.0
1997-12-24,13.0
1997-12-26,12.96875
1997-12-29,12.875
1997-12-30,12.78125
1997-12-31,13.0
1998-01-02,12.84375
1998-01-05,13.9375
1998-01-06,15.6875
1998-01-07,15.5
1998-01-08,16.0
1998-01-09,15.40625
1998-01-12,14.625
1998-01-13,15.34375
1998-01-14,14.875
1998-01-15,14.96875
1998-01-16,15.4375
1998-01-20,15.375
1998-01-21,14.625
1998-01-22,14.65625
1998-01-23,14.90625
1998-01-26,14.84375
1998-01-27,15.375
1998-01-28,16.375
1998-01-29,16.875
1998-01-30,16.1875
1998-02-02,16.4375
1998-02-03,16.125
1998-02-04,16.0
1998-02-05,16.0
1998-02-06,16.9375
1998-02-09,17.125
1998-02-10,16.96875
1998-02-11,16.3125
1998-02-12,16.8125
1998-02-13,17.0625
1998-02-17,17.125
1998-02-18,16.9375
1998-02-19,16.96875
1998-02-20,17.03125
1998-02-23,17.0625
1998-02-24,16.0
1998-02-25,15.125
1998-02-26,15.0625
1998-02-27,14.9375
1998-03-02,14.125
1998-03-03,15.4375
1998-03-04,15.25
1998-03-05,14.875
1998-03-06,15.0625
1998-03-09,15.0
1998-03-10,14.75
1998-03-11,14.25
1998-03-12,14.3125
1998-03-13,14.28125
1998-03-16,14.0
1998-03-17,13.5
1998-03-18,12.625
1998-03-19,13.25
1998-03-20,13.9375
1998-03-23,13.75
1998-03-24,13.8125
1998-03-25,14.25
1998-03-26,14.0
1998-03-27,13.75
1998-03-30,13.3125
1998-03-31,13.5625
1998-04-01,13.46875
1998-04-02,13.125
1998-04-03,13.5625
1998-04-06,13.28125
1998-04-07,12.9375
1998-04-08,12.75
1998-04-09,11.75
1998-04-13,11.5625
1998-04-14,12.15625
1998-04-15,12.625
1998-04-16,12.6875
1998-04-17,13.5
1998-04-20,13.3125
1998-04-21,13.0625
1998-04-22,13.1875
1998-04-23,12.75
1998-04-24,12.5
1998-04-27,12.5
1998-04-28,12.75
1998-04-29,13.75
1998-04-30,14.0
1998-05-01,14.5
1998-05-04,14.1875
1998-05-05,14.46875
1998-05-06,14.5
1998-05-07,14.40625
1998-05-08,14.75
1998-05-11,14.9375
1998-05-12,15.4375
1998-05-13,15.125
1998-05-14,15.375
1998-05-15,15.25
1998-05-18,14.5625
1998-05-19,15.5
1998-05-20,15.0625
1998-05-21,17.0
1998-05-22,16.875
1998-05-26,16.25
1998-05-27,15.5625
1998-05-28,15.8125
1998-05-29,16.5
1998-06-01,15.25
1998-06-02,15.5625
1998-06-03,15.25
1998-06-04,15.1875
1998-06-05,15.1875
1998-06-08,15.59375
1998-06-09,14.9375
1998-06-10,13.71875
1998-06-11,14.3125
1998-06-12,14.4375
1998-06-15,13.375
1998-06-16,13.875
1998-06-17,15.625
1998-06-18,13.8125
1998-06-19,13.625
1998-06-22,14.25
1998-06-23,13.875
1998-06-24,12.78125
1998-06-25,11.5625
1998-06-26,12.75
1998-06-29,12.75
1998-06-30,12.375
1998-07-01,12.0625
1998-07-02,12.125
1998-07-06,11.78125
1998-07-07,11.5
1998-07-08,12.125
1998-07-09,12.4375
1998-07-10,12.71875
1998-07-13,13.375
1998-07-14,14.0
1998-07-15,13.875
1998-07-16,14.25
1998-07-17,14.625
1998-07-20,14.46875
1998-07-21,13.6875
1998-07-22,14.625
1998-07-23,14.71875
1998-07-24,14.6875
1998-07-27,14.375
1998-07-28,13.90625
1998-07-29,14.125
1998-07-30,14.9375
1998-07-31,14.25
1998-08-03,13.5625
1998-08-04,12.8125
1998-08-05,13.25
1998-08-06,14.5
1998-08-07,14.875
1998-08-10,14.75
1998-08-11,13.828125
1998-08-12,14.6875
1998-08-13,14.0
1998-08-14,14.125
1998-08-17,13.8125
1998-08-18,13.9375
1998-08-19,13.3125
1998-08-20,13.28125
1998-08-21,13.6875
1998-08-24,13.40625
1998-08-25,13.1875
1998-08-26,13.1875
1998-08-27,12.28125
1998-08-28,11.4375
1998-08-31,10.875
1998-09-01,11.4375
1998-09-02,11.4375
1998-09-03,11.625
1998-09-04,12.28125
1998-09-08,13.8125
1998-09-09,13.1875
1998-09-10,11.90625
1998-09-11,12.3125
1998-09-14,12.1875
1998-09-15,12.1875
1998-09-16,12.1875
1998-09-17,12.0625
1998-09-18,12.15625
1998-09-21,12.125
1998-09-22,12.53125
1998-09-23,12.28125
1998-09-24,13.125
1998-09-25,13.0625
1998-09-28,13.71875
1998-09-29,14.3125
1998-09-30,14.0
1998-10-01,12.8125
1998-10-02,13.0625
1998-10-05,12.0
1998-10-06,12.4375
1998-10-07,11.78125
1998-10-08,10.9375
1998-10-09,11.75
1998-10-12,12.0
1998-10-13,10.75
1998-10-14,11.625
1998-10-15,12.5
1998-10-16,12.3125
1998-10-19,12.6875
1998-10-20,12.125
1998-10-21,12.25
1998-10-22,11.75
1998-10-23,12.0625
1998-10-26,13.1875
1998-10-27,12.5
1998-10-28,12.21875
1998-10-29,12.65625
1998-10-30,13.125
1998-11-02,13.875
1998-11-03,14.5
1998-11-04,15.4375
1998-11-05,14.4375
1998-11-06,14.1875
1998-11-09,12.6875
1998-11-10,12.8125
1998-11-11,13.3125
1998-11-12,13.5
1998-11-13,13.125
1998-11-16,13.1875
1998-11-17,13.46875
1998-11-18,13.25
1998-11-19,13.75
1998-11-20,14.625
1998-11-23,14.515625
1998-11-24,15.5625
1998-11-25,15.9375
1998-11-27,16.28125
1998-11-30,16.1875
1998-12-01,15.25
1998-12-02,15.5625
1998-12-03,16.375
1998-12-04,16.6875
1998-12-07,16.0
1998-12-08,15.828125
1998-12-09,16.40625
1998-12-10,15.5
1998-12-11,15.03125
1998-12-14,14.84375
1998-12-15,14.78125
1998-12-16,15.0625
1998-12-17,15.375
1998-12-18,15.40625
1998-12-21,15.75
1998-12-22,15.71875
1998-12-23,16.5
1998-12-24,16.15625
1998-12-28,16.5
1998-12-29,16.4375
1998-12-30,16.1875
1998-12-31,16.5
1999-01-04,17.0
1999-01-05,16.0
1999-01-06,15.875
1999-01-07,15.875
1999-01-08,15.75
1999-01-11,15.125
1999-01-12,15.25
1999-01-13,15.9375
1999-01-14,16.125
1999-01-15,16.75
1999-01-19,17.3125
1999-01-20,16.84375
1999-01-21,17.25
1999-01-22,16.640625
1999-01-25,16.375
1999-01-26,16.75
1999-01-27,16.6875
1999-01-28,16.625
1999-01-29,16.6875
1999-02-01,16.5625
1999-02-02,16.09375
1999-02-03,16.3125
1999-02-04,15.4375
1999-02-05,15.0
1999-02-08,15.0
1999-02-09,13.75
1999-02-10,13.5
1999-02-11,13.125
1999-02-12,12.6875
1999-02-16,13.875
1999-02-17,14.3125
1999-02-18,14.5
1999-02-19,13.8125
1999-02-22,14.25
1999-02-23,14.375
1999-02-24,14.0
1999-02-25,14.375
1999-02-26,13.75
1999-03-01,13.59375
1999-03-02,13.71875
1999-03-03,13.09375
1999-03-04,13.4375
1999-03-05,13.28125
1999-03-08,13.4375
1999-03-09,13.375
1999-03-10,13.4375
1999-03-11,13.3125
1999-03-12,12.96875
1999-03-15,12.71875
1999-03-16,12.625
1999-03-17,12.53125
1999-03-18,12.65625
