Date,MCFT
2016-05-23,12.61
2016-05-24,13.02
2016-05-25,13.29
2016-05-26,13.14
2016-05-27,15.0
2016-05-31,15.38
2016-06-01,15.76
2016-06-02,15.63
2016-06-03,15.49
2016-06-06,15.66
2016-06-07,15.59
2016-06-08,15.59
2016-06-09,15.65
2016-06-10,15.68
2016-06-13,11.16
2016-06-14,11.56
2016-06-15,12.01
2016-06-16,11.87
2016-06-17,11.67
2016-06-20,11.68
2016-06-21,11.21
2016-06-22,11.14
2016-06-23,11.41
2016-06-24,11.01
2016-06-27,10.47
2016-06-28,10.94
2016-06-29,11.1
2016-06-30,11.05
2016-07-01,11.18
2016-07-05,10.95
2016-07-06,10.96
2016-07-07,10.97
2016-07-08,11.26
2016-07-11,11.42
2016-07-12,11.57
2016-07-13,11.53
2016-07-14,11.31
2016-07-15,11.31
2016-07-18,11.28
2016-07-19,11.25
2016-07-20,11.28
2016-07-21,11.2
2016-07-22,11.4
2016-07-25,11.19
2016-07-26,11.29
2016-07-27,11.29
2016-07-28,11.15
2016-07-29,11.48
2016-08-01,11.49
2016-08-02,11.09
2016-08-03,11.21
2016-08-04,11.22
2016-08-05,11.54
2016-08-08,11.77
2016-08-09,11.3
2016-08-10,11.53
2016-08-11,11.77
2016-08-12,11.93
2016-08-15,11.93
2016-08-16,11.43
2016-08-17,11.26
2016-08-18,11.34
2016-08-19,11.51
2016-08-22,11.66
2016-08-23,11.77
2016-08-24,11.96
2016-08-25,11.85
2016-08-26,11.99
2016-08-29,11.93
2016-08-30,11.94
2016-08-31,11.94
2016-09-01,11.95
2016-09-02,12.15
2016-09-06,12.08
2016-09-07,12.76
2016-09-08,12.61
2016-09-09,11.67
2016-09-12,11.77
2016-09-13,10.97
2016-09-14,10.73
2016-09-15,10.98
2016-09-16,10.98
2016-09-19,11.38
2016-09-20,11.39
2016-09-21,11.56
2016-09-22,11.78
2016-09-23,11.44
2016-09-26,11.61
2016-09-27,11.59
2016-09-28,11.48
2016-09-29,10.995
2016-09-30,11.4
2016-10-03,11.49
2016-10-04,11.5
2016-10-05,11.59
2016-10-06,11.49
2016-10-07,11.56
2016-10-10,11.58
2016-10-11,11.55
2016-10-12,11.53
2016-10-13,11.12
2016-10-14,11.2
2016-10-17,11.4
2016-10-18,11.38
2016-10-19,11.65
2016-10-20,11.69
2016-10-21,11.65
2016-10-24,11.67
2016-10-25,11.59
2016-10-26,11.36
2016-10-27,11.22
2016-10-28,11.2
2016-10-31,11.14
2016-11-01,11.22
2016-11-02,11.23
2016-11-03,11.26
2016-11-04,11.5
2016-11-07,11.91
2016-11-08,12.01
2016-11-09,12.21
2016-11-10,12.37
2016-11-11,13.37
2016-11-14,13.28
2016-11-15,13.15
2016-11-16,13.12
2016-11-17,12.74
2016-11-18,13.19
2016-11-21,13.63
2016-11-22,13.56
2016-11-23,13.53
2016-11-25,13.5
2016-11-28,13.24
2016-11-29,13.02
2016-11-30,13.44
2016-12-01,13.47
2016-12-02,13.48
2016-12-05,13.73
2016-12-06,13.95
2016-12-07,14.18
2016-12-08,14.02
2016-12-09,14.51
2016-12-12,14.4
2016-12-13,14.4
2016-12-14,14.3
2016-12-15,14.23
2016-12-16,14.2
2016-12-19,13.98
2016-12-20,14.13
2016-12-21,14.14
2016-12-22,13.95
2016-12-23,14.15
2016-12-27,14.07
2016-12-28,14.2
2016-12-29,14.02
2016-12-30,14.58
2017-01-03,14.64
2017-01-04,14.74
2017-01-05,14.82
2017-01-06,14.63
2017-01-09,14.39
2017-01-10,14.43
2017-01-11,14.25
2017-01-12,13.9
2017-01-13,14.01
2017-01-17,13.81
2017-01-18,14.1
2017-01-19,13.9
2017-01-20,13.94
2017-01-23,14.06
2017-01-24,14.48
2017-01-25,14.16
2017-01-26,14.22
2017-01-27,14.29
2017-01-30,13.95
2017-01-31,13.95
2017-02-01,14.43
2017-02-02,14.34
2017-02-03,14.34
2017-02-06,14.34
2017-02-07,14.46
2017-02-08,14.46
2017-02-09,14.73
2017-02-10,14.5
2017-02-13,14.64
2017-02-14,15.0
2017-02-15,15.02
2017-02-16,14.92
2017-02-17,14.89
2017-02-21,14.81
2017-02-22,14.98
2017-02-23,14.86
2017-02-24,14.94
2017-02-27,14.96
2017-02-28,14.68
2017-03-01,15.05
2017-03-02,15.15
2017-03-03,15.37
2017-03-06,15.12
2017-03-07,15.0
2017-03-08,15.79
2017-03-09,15.67
2017-03-10,15.77
2017-03-13,15.9
2017-03-14,15.65
2017-03-15,16.110001
2017-03-16,16.120001000000002
2017-03-17,15.96
2017-03-20,15.87
2017-03-21,15.49
2017-03-22,15.26
2017-03-23,15.45
2017-03-24,15.66
2017-03-27,15.6
2017-03-28,15.79
2017-03-29,15.96
2017-03-30,16.25
2017-03-31,16.17
2017-04-03,15.95
2017-04-04,15.89
2017-04-05,15.96
2017-04-06,16.440001000000002
2017-04-07,16.17
2017-04-10,16.17
2017-04-11,16.17
2017-04-12,16.18
2017-04-13,15.74
2017-04-17,15.71
2017-04-18,15.86
2017-04-19,15.96
2017-04-20,16.280001000000002
2017-04-21,16.25
2017-04-24,16.280001000000002
2017-04-25,16.84
2017-04-26,17.110001
2017-04-27,17.049999
2017-04-28,16.75
2017-05-01,16.9
2017-05-02,16.82
2017-05-03,16.74
2017-05-04,16.809998999999998
2017-05-05,16.950001
2017-05-08,17.129998999999998
2017-05-09,17.68
2017-05-10,17.969998999999998
2017-05-11,17.93
2017-05-12,19.25
2017-05-15,18.780001000000002
2017-05-16,18.950001
2017-05-17,18.809998999999998
2017-05-18,19.110001
2017-05-19,19.209999
2017-05-22,19.0
2017-05-23,18.91
2017-05-24,18.73
2017-05-25,18.690001000000002
2017-05-26,18.65
2017-05-30,19.16
2017-05-31,19.23
2017-06-01,19.290001
2017-06-02,19.120001000000002
2017-06-05,18.809998999999998
2017-06-06,18.75
2017-06-07,18.860001
2017-06-08,18.870001000000002
2017-06-09,19.0
2017-06-12,19.23
2017-06-13,19.360001
2017-06-14,19.200001
2017-06-15,19.02
2017-06-16,18.74
2017-06-19,18.75
2017-06-20,18.77
2017-06-21,18.76
2017-06-22,18.629998999999998
2017-06-23,18.67
2017-06-26,19.07
2017-06-27,18.969998999999998
2017-06-28,19.49
2017-06-29,19.540001
2017-06-30,19.549999
2017-07-03,19.66
2017-07-05,19.459999
2017-07-06,19.1
2017-07-07,19.290001
2017-07-10,19.219998999999998
2017-07-11,19.48
2017-07-12,20.0
2017-07-13,19.76
2017-07-14,20.01
2017-07-17,19.790001
2017-07-18,19.51
2017-07-19,19.690001000000002
2017-07-20,19.34
2017-07-21,19.209999
2017-07-24,19.48
2017-07-25,19.99
2017-07-26,19.5
2017-07-27,19.030001000000002
2017-07-28,18.440001000000002
2017-07-31,18.5
2017-08-01,18.610001
2017-08-02,18.27
2017-08-03,18.17
2017-08-04,18.24
2017-08-07,18.35
2017-08-08,18.07
2017-08-09,17.83
2017-08-10,17.559998999999998
2017-08-11,17.610001
2017-08-14,17.9
2017-08-15,17.75
2017-08-16,17.959999
2017-08-17,17.129998999999998
2017-08-18,17.15
2017-08-21,17.27
2017-08-22,17.41
2017-08-23,17.459999
2017-08-24,17.459999
2017-08-25,17.66
2017-08-28,17.549999
2017-08-29,17.469998999999998
2017-08-30,17.34
2017-08-31,17.139999
2017-09-01,17.459999
2017-09-05,17.23
2017-09-06,17.77
2017-09-07,18.02
2017-09-08,17.99
2017-09-11,18.280001000000002
2017-09-12,18.209999
2017-09-13,18.200001
2017-09-14,18.33
2017-09-15,18.35
2017-09-18,18.92
2017-09-19,19.059998999999998
2017-09-20,18.870001000000002
2017-09-21,19.18
2017-09-22,19.66
2017-09-25,19.59
2017-09-26,19.809998999999998
2017-09-27,19.870001000000002
2017-09-28,20.43
2017-09-29,20.379998999999998
2017-10-02,21.049999
2017-10-03,21.1
2017-10-04,21.530001000000002
2017-10-05,21.59
2017-10-06,22.15
2017-10-09,22.370001000000002
2017-10-10,22.02
2017-10-11,22.309998999999998
2017-10-12,22.15
2017-10-13,22.049999
2017-10-16,22.379998999999998
2017-10-17,22.379998999999998
2017-10-18,22.690001000000002
2017-10-19,22.09
2017-10-20,22.940001000000002
2017-10-23,22.969998999999998
2017-10-24,22.82
2017-10-25,22.52
2017-10-26,22.73
2017-10-27,22.969998999999998
2017-10-30,22.67
2017-10-31,22.870001000000002
2017-11-01,22.65
2017-11-02,22.969998999999998
2017-11-03,23.030001000000002
2017-11-06,22.42
2017-11-07,22.200001
2017-11-08,22.469998999999998
2017-11-09,21.889999
2017-11-10,21.49
2017-11-13,21.49
2017-11-14,22.32
2017-11-15,21.5
2017-11-16,21.700001
2017-11-17,22.07
2017-11-20,22.309998999999998
2017-11-21,23.09
2017-11-22,22.57
2017-11-24,22.469998999999998
2017-11-27,22.610001
2017-11-28,23.1
2017-11-29,23.709999
2017-11-30,23.6
2017-12-01,23.309998999999998
2017-12-04,22.860001
2017-12-05,23.01
2017-12-06,23.059998999999998
2017-12-07,23.360001
2017-12-08,23.280001000000002
2017-12-11,23.35
2017-12-12,22.440001000000002
2017-12-13,22.41
2017-12-14,22.08
2017-12-15,22.33
2017-12-18,22.940001000000002
2017-12-19,23.35
2017-12-20,23.129998999999998
2017-12-21,23.200001
2017-12-22,22.719998999999998
2017-12-26,22.76
2017-12-27,22.74
2017-12-28,22.6
2017-12-29,22.219998999999998
2018-01-02,21.190001000000002
2018-01-03,21.440001000000002
2018-01-04,21.280001000000002
2018-01-05,21.42
2018-01-08,21.620001000000002
2018-01-09,21.15
2018-01-10,21.040001
2018-01-11,21.559998999999998
2018-01-12,21.84
2018-01-16,21.24
2018-01-17,22.0
2018-01-18,21.98
2018-01-19,22.51
2018-01-22,22.780001000000002
2018-01-23,24.049999
2018-01-24,24.33
2018-01-25,24.75
2018-01-26,24.129998999999998
2018-01-29,24.16
2018-01-30,24.040001
2018-01-31,24.17
2018-02-01,23.309998999999998
2018-02-02,22.93
2018-02-05,22.440001000000002
2018-02-06,22.57
2018-02-07,22.75
2018-02-08,22.25
2018-02-09,26.32
2018-02-12,24.77
2018-02-13,24.299999
2018-02-14,25.16
2018-02-15,24.889999
2018-02-16,25.16
2018-02-20,25.09
2018-02-21,24.84
2018-02-22,25.139999
2018-02-23,25.5
2018-02-26,24.950001
2018-02-27,24.709999
2018-02-28,24.51
2018-03-01,24.469998999999998
2018-03-02,24.27
2018-03-05,25.32
2018-03-06,26.040001
2018-03-07,26.309998999999998
2018-03-08,25.870001000000002
2018-03-09,26.41
2018-03-12,26.43
2018-03-13,26.459999
2018-03-14,25.809998999999998
2018-03-15,25.620001000000002
2018-03-16,25.58
2018-03-19,25.540001
2018-03-20,25.77
2018-03-21,25.889999
2018-03-22,26.049999
2018-03-23,25.82
2018-03-26,25.68
2018-03-27,24.92
2018-03-28,24.809998999999998
2018-03-29,25.200001
2018-04-02,24.379998999999998
2018-04-03,24.57
2018-04-04,24.91
2018-04-05,25.139999
2018-04-06,24.9
2018-04-09,25.0
2018-04-10,25.09
2018-04-11,24.969998999999998
2018-04-12,25.26
2018-04-13,25.219998999999998
2018-04-16,25.58
2018-04-17,25.91
2018-04-18,25.379998999999998
2018-04-19,24.76
2018-04-20,24.530001000000002
2018-04-23,24.59
2018-04-24,24.200001
2018-04-25,23.85
2018-04-26,24.190001000000002
2018-04-27,24.08
2018-04-30,24.0
2018-05-01,24.129998999999998
2018-05-02,25.530001000000002
2018-05-03,25.690001000000002
2018-05-04,25.940001000000002
2018-05-07,26.09
2018-05-08,25.73
2018-05-09,25.700001
2018-05-10,25.98
2018-05-11,27.940001000000002
2018-05-14,27.959999
2018-05-15,28.950001
2018-05-16,30.299999
2018-05-17,30.940001000000002
2018-05-18,30.73
2018-05-21,30.73
2018-05-22,30.23
2018-05-23,30.48
2018-05-24,30.200001
2018-05-25,30.059998999999998
2018-05-29,29.799999
2018-05-30,29.950001
2018-05-31,29.49
2018-06-01,29.59
2018-06-04,30.0
2018-06-05,30.200001
2018-06-06,30.309998999999998
2018-06-07,30.280001000000002
2018-06-08,30.43
2018-06-11,30.110001
2018-06-12,30.299999
2018-06-13,30.34
2018-06-14,30.68
2018-06-15,30.15
2018-06-18,30.290001
2018-06-19,29.809998999999998
2018-06-20,29.860001
2018-06-21,29.08
2018-06-22,29.129998999999998
2018-06-25,28.99
2018-06-26,29.75
2018-06-27,28.719998999999998
2018-06-28,29.219998999999998
2018-06-29,28.950001
2018-07-02,29.67
2018-07-03,28.66
2018-07-05,28.889999
2018-07-06,28.9
2018-07-09,29.469998999999998
2018-07-10,29.049999
2018-07-11,28.73
2018-07-12,28.389999
2018-07-13,28.200001
2018-07-16,28.200001
2018-07-17,29.15
2018-07-18,29.66
2018-07-19,26.59
2018-07-20,26.75
2018-07-23,27.219998999999998
2018-07-24,26.209999
2018-07-25,25.57
2018-07-26,25.18
2018-07-27,24.530001000000002
2018-07-30,24.49
2018-07-31,24.959999
2018-08-01,24.67
2018-08-02,24.700001
2018-08-03,24.610001
2018-08-06,24.639999
2018-08-07,24.959999
2018-08-08,25.01
2018-08-09,25.780001000000002
2018-08-10,25.82
2018-08-13,25.27
2018-08-14,25.280001000000002
2018-08-15,25.110001
2018-08-16,25.360001
2018-08-17,25.549999
2018-08-20,25.91
2018-08-21,25.77
2018-08-22,26.219998999999998
2018-08-23,27.18
2018-08-24,26.870001000000002
2018-08-27,26.780001000000002
2018-08-28,26.469998999999998
2018-08-29,26.77
2018-08-30,27.139999
2018-08-31,27.57
2018-09-04,27.92
2018-09-05,28.049999
2018-09-06,29.709999
2018-09-07,34.57
2018-09-10,36.349998
2018-09-11,37.139998999999996
2018-09-12,36.759997999999996
2018-09-13,36.220001
2018-09-14,36.310001
2018-09-17,36.880001
2018-09-18,37.82
2018-09-19,36.259997999999996
2018-09-20,37.209998999999996
2018-09-21,36.900002
2018-09-24,37.200001
2018-09-25,37.099998
2018-09-26,37.07
2018-09-27,36.41
2018-09-28,35.880001
2018-10-01,36.099998
2018-10-02,34.509997999999996
2018-10-03,34.5
2018-10-04,34.25
2018-10-05,34.139998999999996
2018-10-08,34.25
2018-10-09,33.919998
2018-10-10,32.834998999999996
2018-10-11,32.720001
2018-10-12,32.799999
2018-10-15,33.470001
2018-10-16,35.68
2018-10-17,36.48
2018-10-18,35.98
2018-10-19,34.259997999999996
2018-10-22,33.889998999999996
2018-10-23,33.220001
2018-10-24,31.4
2018-10-25,30.65
2018-10-26,29.58
2018-10-29,29.4
2018-10-30,30.549999
2018-10-31,29.68
2018-11-01,30.48
2018-11-02,31.110001
2018-11-05,30.67
2018-11-06,32.709998999999996
2018-11-07,32.709998999999996
2018-11-08,33.610001000000004
2018-11-09,27.66
2018-11-12,28.040001
2018-11-13,27.969998999999998
2018-11-14,27.860001
2018-11-15,27.459999
2018-11-16,27.299999
2018-11-19,26.620001000000002
2018-11-20,25.889999
2018-11-21,26.280001000000002
2018-11-23,26.6
2018-11-26,27.07
2018-11-27,26.299999
2018-11-28,25.709999
2018-11-29,25.809998999999998
2018-11-30,25.91
2018-12-03,26.49
2018-12-04,24.48
2018-12-06,23.74
2018-12-07,22.620001000000002
2018-12-10,21.709999
2018-12-11,21.360001
2018-12-12,21.34
2018-12-13,20.799999
2018-12-14,20.92
2018-12-17,20.66
2018-12-18,19.76
2018-12-19,19.6
2018-12-20,19.459999
2018-12-21,18.52
2018-12-24,18.1
2018-12-26,18.620001000000002
2018-12-27,18.4
2018-12-28,18.780001000000002
2018-12-31,18.700001
2019-01-02,19.23
2019-01-03,17.98
2019-01-04,19.17
2019-01-07,20.059998999999998
2019-01-08,20.15
2019-01-09,20.77
2019-01-10,20.450001
2019-01-11,20.57
2019-01-14,20.4
2019-01-15,20.68
2019-01-16,21.16
2019-01-17,21.43
2019-01-18,22.65
2019-01-22,22.290001
2019-01-23,21.01
2019-01-24,21.360001
2019-01-25,21.059998999999998
2019-01-28,21.83
2019-01-29,21.23
2019-01-30,21.74
2019-01-31,21.83
2019-02-01,21.48
2019-02-04,21.639999
2019-02-05,22.379998999999998
2019-02-06,23.370001000000002
2019-02-07,23.42
2019-02-08,21.1
2019-02-11,21.360001
2019-02-12,21.450001
2019-02-13,21.129998999999998
2019-02-14,20.82
2019-02-15,21.610001
2019-02-19,22.629998999999998
2019-02-20,22.870001000000002
2019-02-21,22.52
2019-02-22,23.379998999999998
2019-02-25,24.790001
2019-02-26,24.370001000000002
2019-02-27,24.73
2019-02-28,24.67
2019-03-01,24.549999
2019-03-04,24.08
2019-03-05,24.799999
2019-03-06,24.23
2019-03-07,22.950001
2019-03-08,22.120001000000002
2019-03-11,22.67
2019-03-12,22.709999
2019-03-13,23.6
2019-03-14,23.32
2019-03-15,23.549999
2019-03-18,23.700001
2019-03-19,23.51
2019-03-20,22.879998999999998
2019-03-21,22.610001
2019-03-22,20.860001
2019-03-25,21.07
2019-03-26,21.76
2019-03-27,22.49
2019-03-28,22.629998999999998
2019-03-29,22.57
2019-04-01,22.82
2019-04-02,22.620001000000002
2019-04-03,22.799999
2019-04-04,23.33
2019-04-05,23.629998999999998
2019-04-08,23.52
2019-04-09,23.01
2019-04-10,23.48
2019-04-11,23.74
2019-04-12,23.59
2019-04-15,23.66
2019-04-16,24.049999
2019-04-17,24.0
2019-04-18,23.889999
2019-04-22,23.76
2019-04-23,24.549999
2019-04-24,25.309998999999998
2019-04-25,24.139999
2019-04-26,24.93
2019-04-29,25.299999
2019-04-30,24.74
2019-05-01,24.73
2019-05-02,24.700001
2019-05-03,25.51
2019-05-06,25.68
2019-05-07,24.99
2019-05-08,24.879998999999998
2019-05-09,25.9
2019-05-10,25.559998999999998
2019-05-13,24.860001
2019-05-14,25.34
2019-05-15,24.42
2019-05-16,25.059998999999998
2019-05-17,23.67
2019-05-20,23.68
2019-05-21,24.23
2019-05-22,23.57
2019-05-23,22.23
2019-05-24,21.700001
2019-05-28,21.51
2019-05-29,21.08
2019-05-30,20.74
2019-05-31,19.860001
2019-06-03,19.700001
2019-06-04,20.790001
2019-06-05,21.17
2019-06-06,20.639999
2019-06-07,20.77
2019-06-10,20.98
2019-06-11,20.690001000000002
2019-06-12,20.43
2019-06-13,20.57
2019-06-14,20.360001
2019-06-17,20.299999
2019-06-18,20.780001000000002
2019-06-19,21.120001000000002
2019-06-20,21.23
2019-06-21,21.27
2019-06-24,20.67
2019-06-25,19.969998999999998
2019-06-26,20.08
2019-06-27,20.190001000000002
2019-06-28,19.59
2019-07-01,20.549999
2019-07-02,20.01
2019-07-03,20.85
2019-07-05,21.01
2019-07-08,20.049999
2019-07-09,20.209999
2019-07-10,20.059998999999998
2019-07-11,20.370001000000002
2019-07-12,20.91
2019-07-15,20.43
2019-07-16,20.809998999999998
2019-07-17,19.76
2019-07-18,19.24
2019-07-19,18.690001000000002
2019-07-22,16.620001000000002
2019-07-23,17.120001000000002
2019-07-24,17.23
2019-07-25,16.32
2019-07-26,16.6
2019-07-29,16.76
2019-07-30,16.690001000000002
2019-07-31,16.6
2019-08-01,15.6
2019-08-02,15.52
2019-08-05,15.01
2019-08-06,15.11
2019-08-07,14.92
2019-08-08,15.09
2019-08-09,14.49
2019-08-12,14.39
2019-08-13,14.54
2019-08-14,14.11
2019-08-15,13.86
2019-08-16,14.08
2019-08-19,13.93
2019-08-20,14.45
2019-08-21,14.99
2019-08-22,14.82
2019-08-23,14.02
2019-08-26,14.13
2019-08-27,13.56
2019-08-28,13.86
2019-08-29,15.32
2019-08-30,15.15
2019-09-03,15.07
2019-09-04,15.12
2019-09-05,15.62
2019-09-06,15.89
2019-09-09,16.950001
2019-09-10,17.59
2019-09-11,18.25
2019-09-12,13.99
2019-09-13,14.51
2019-09-16,14.42
2019-09-17,14.83
2019-09-18,14.62
2019-09-19,14.53
2019-09-20,14.54
2019-09-23,15.205
2019-09-24,14.79
2019-09-25,14.73
2019-09-26,14.71
2019-09-27,14.75
2019-09-30,14.925
2019-10-01,14.98
2019-10-02,14.78
2019-10-03,14.595
2019-10-04,14.96
2019-10-07,15.03
2019-10-08,14.56
2019-10-09,14.55
2019-10-10,13.83
2019-10-11,14.27
2019-10-14,14.06
2019-10-15,14.49
2019-10-16,14.46
2019-10-17,14.65
2019-10-18,14.855
2019-10-21,15.09
2019-10-22,15.28
2019-10-23,15.34
2019-10-24,15.24
2019-10-25,15.76
2019-10-28,16.57
2019-10-29,17.09
2019-10-30,17.17
2019-10-31,15.75
2019-11-01,15.58
2019-11-04,15.87
2019-11-05,16.370001000000002
2019-11-06,16.51
2019-11-07,17.459999
2019-11-08,17.780001000000002
2019-11-11,17.200001
2019-11-12,17.295
2019-11-13,16.83
2019-11-14,16.65
2019-11-15,16.639999
2019-11-18,16.280001000000002
2019-11-19,16.219998999999998
2019-11-20,15.97
2019-11-21,16.110001
2019-11-22,15.98
2019-11-25,16.58
2019-11-26,16.57
2019-11-27,16.879998999999998
2019-11-29,16.610001
2019-12-02,16.35
2019-12-03,16.0
2019-12-04,16.110001
2019-12-05,15.8
2019-12-06,16.040001
2019-12-09,15.5
2019-12-10,15.68
2019-12-11,15.32
2019-12-12,15.66
2019-12-13,15.34
2019-12-16,15.88
2019-12-17,16.01
2019-12-18,15.65
2019-12-19,15.58
2019-12-20,15.69
2019-12-23,15.72
2019-12-24,15.56
2019-12-26,15.52
2019-12-27,15.43
2019-12-30,15.65
2019-12-31,15.75
2020-01-02,15.49
2020-01-03,15.25
2020-01-06,15.26
2020-01-07,15.06
2020-01-08,15.04
2020-01-09,15.03
2020-01-10,14.9
2020-01-13,15.01
2020-01-14,15.11
2020-01-15,15.2
2020-01-16,15.17
2020-01-17,15.61
2020-01-21,15.64
2020-01-22,15.6
2020-01-23,17.049999
2020-01-24,17.85
2020-01-27,17.959999
2020-01-28,18.799999
2020-01-29,18.16
2020-01-30,17.83
2020-01-31,17.57
2020-02-03,17.309998999999998
2020-02-04,17.16
2020-02-05,19.799999
2020-02-06,19.16
2020-02-07,18.76
2020-02-10,18.719998999999998
2020-02-11,18.889999
2020-02-12,18.75
2020-02-13,19.110001
2020-02-14,18.65
2020-02-18,19.450001
2020-02-19,19.135
2020-02-20,19.43
2020-02-21,19.055
2020-02-24,18.059998999999998
2020-02-25,17.690001000000002
2020-02-26,17.32
2020-02-27,16.530001000000002
2020-02-28,16.17
2020-03-02,16.0
2020-03-03,15.81
2020-03-04,16.190001000000002
2020-03-05,15.16
2020-03-06,14.75
2020-03-09,12.87
2020-03-10,13.29
2020-03-11,11.96
2020-03-12,10.0
2020-03-13,10.54
2020-03-16,7.2
2020-03-17,7.41
2020-03-18,6.81
2020-03-19,7.76
2020-03-20,6.77
2020-03-23,5.92
2020-03-24,6.34
2020-03-25,6.54
2020-03-26,7.46
2020-03-27,7.25
2020-03-30,7.03
2020-03-31,7.3
2020-04-01,5.88
2020-04-02,5.45
2020-04-03,5.15
2020-04-06,5.34
2020-04-07,5.63
2020-04-08,6.45
2020-04-09,8.5
2020-04-13,7.655
2020-04-14,7.68
2020-04-15,7.07
2020-04-16,7.1
2020-04-17,7.8
2020-04-20,7.54
2020-04-21,7.49
2020-04-22,7.57
