Date,EAF
2019-07-11,11.11
2019-07-12,11.42
2019-07-15,11.36
2019-07-16,11.34
2019-07-17,10.92
2019-07-18,10.66
2019-07-19,10.64
2019-07-22,10.57
2019-07-23,11.15
2019-07-24,11.42
2019-07-25,11.13
2019-07-26,11.36
2019-07-29,11.1
2019-07-30,11.18
2019-07-31,11.45
2019-08-01,11.0
2019-08-02,10.98
2019-08-05,10.59
2019-08-06,10.75
2019-08-07,10.9
2019-08-08,11.34
2019-08-09,10.88
2019-08-12,10.83
2019-08-13,11.09
2019-08-14,10.7
2019-08-15,10.89
2019-08-16,11.39
2019-08-19,11.84
2019-08-20,11.8
2019-08-21,12.38
2019-08-22,12.28
2019-08-23,11.68
2019-08-26,11.54
2019-08-27,11.36
2019-08-28,11.69
2019-08-29,11.9
2019-08-30,12.19
2019-09-03,12.0
2019-09-04,12.63
2019-09-05,13.11
2019-09-06,12.95
2019-09-09,13.24
2019-09-10,13.52
2019-09-11,13.64
2019-09-12,13.48
2019-09-13,13.53
2019-09-16,13.41
2019-09-17,13.3
2019-09-18,13.48
2019-09-19,13.43
2019-09-20,13.28
2019-09-23,13.1
2019-09-24,12.85
2019-09-25,13.52
2019-09-26,13.03
2019-09-27,12.79
2019-09-30,12.8
2019-10-01,12.73
2019-10-02,12.31
2019-10-03,12.2
2019-10-04,12.37
2019-10-07,12.19
2019-10-08,11.54
2019-10-09,11.56
2019-10-10,11.14
2019-10-11,11.36
2019-10-14,11.45
2019-10-15,11.58
2019-10-16,11.03
2019-10-17,11.32
2019-10-18,11.42
2019-10-21,11.58
2019-10-22,11.93
2019-10-23,12.25
2019-10-24,12.42
2019-10-25,12.31
2019-10-28,12.75
2019-10-29,12.67
2019-10-30,12.71
2019-10-31,12.08
2019-11-01,12.27
2019-11-04,13.05
2019-11-05,13.1
2019-11-06,12.67
2019-11-07,11.74
2019-11-08,12.95
2019-11-11,13.23
2019-11-12,13.76
2019-11-13,13.49
2019-11-14,13.4
2019-11-15,13.83
2019-11-18,13.65
2019-11-19,14.28
2019-11-20,13.87
2019-11-21,14.43
2019-11-22,14.5
2019-11-25,14.13
2019-11-26,14.21
2019-11-27,14.49
2019-11-29,14.09
2019-12-02,14.28
2019-12-03,13.87
2019-12-04,13.93
2019-12-05,12.63
2019-12-06,12.29
2019-12-09,12.63
2019-12-10,12.33
2019-12-11,12.44
2019-12-12,12.49
2019-12-13,12.24
2019-12-16,12.17
2019-12-17,11.98
2019-12-18,11.65
2019-12-19,11.78
2019-12-20,11.73
2019-12-23,11.61
2019-12-24,11.66
2019-12-26,11.67
2019-12-27,11.67
2019-12-30,11.59
2019-12-31,11.62
2020-01-02,11.39
2020-01-03,11.23
2020-01-06,11.24
2020-01-07,11.42
2020-01-08,11.27
2020-01-09,11.09
2020-01-10,11.2
2020-01-13,11.4
2020-01-14,11.65
2020-01-15,11.69
2020-01-16,11.81
2020-01-17,12.01
2020-01-21,12.38
2020-01-22,12.77
2020-01-23,11.96
2020-01-24,11.29
2020-01-27,11.13
2020-01-28,11.25
2020-01-29,11.15
2020-01-30,11.09
2020-01-31,10.73
2020-02-03,10.87
2020-02-04,11.04
2020-02-05,11.39
2020-02-06,10.22
2020-02-07,10.75
2020-02-10,11.15
2020-02-11,10.77
2020-02-12,10.32
2020-02-13,10.07
2020-02-14,9.75
2020-02-18,9.77
2020-02-19,9.8
2020-02-20,9.9
2020-02-21,9.93
2020-02-24,9.34
2020-02-25,9.01
2020-02-26,8.33
2020-02-27,7.8
2020-02-28,8.16
2020-03-02,8.6
2020-03-03,8.2
2020-03-04,8.35
2020-03-05,8.0
2020-03-06,7.76
2020-03-09,7.26
2020-03-10,7.6
2020-03-11,6.94
2020-03-12,6.25
2020-03-13,6.5
2020-03-16,6.58
2020-03-17,8.0
2020-03-18,8.52
2020-03-19,8.21
2020-03-20,6.98
2020-03-23,6.16
2020-03-24,7.58
2020-03-25,7.64
2020-03-26,8.32
2020-03-27,8.27
2020-03-30,8.35
2020-03-31,8.12
2020-04-01,7.38
2020-04-02,7.47
2020-04-03,7.01
2020-04-06,7.71
2020-04-07,7.86
2020-04-08,8.55
2020-04-09,8.71
2020-04-13,8.28
2020-04-14,8.15
2020-04-15,7.18
2020-04-16,7.38
2020-04-17,7.48
2020-04-20,7.28
2020-04-21,7.12
2020-04-22,7.19
2020-04-23,7.38
2020-04-24,7.38
2020-04-27,7.62
2020-04-28,7.99
2020-04-29,8.6
2020-04-30,8.12
2020-05-01,7.97
2020-05-04,7.89
2020-05-05,7.92
2020-05-06,6.65
2020-05-07,6.79
2020-05-08,7.33
