Date,LM
2003-09-03,49.033333
2003-09-04,49.900002
2003-09-05,48.966667
2003-09-08,49.240002000000004
2003-09-09,49.259997999999996
2003-09-10,47.380001
2003-09-11,47.553333
2003-09-12,48.16
2003-09-15,48.326668
2003-09-16,48.666668
2003-09-17,48.706665
2003-09-18,50.333332
2003-09-19,50.986668
2003-09-22,50.766666
2003-09-23,51.133334999999995
2003-09-24,50.34
2003-09-25,49.626667
2003-09-26,48.526669
2003-09-29,48.986668
2003-09-30,48.133334999999995
2003-10-01,49.253334
2003-10-02,49.326668
2003-10-03,50.02
2003-10-06,50.400002
2003-10-07,50.799999
2003-10-08,51.099998
2003-10-09,51.066666
2003-10-10,50.926666
2003-10-13,52.233334
2003-10-14,52.259997999999996
2003-10-15,51.68
2003-10-16,51.953334999999996
2003-10-17,51.046665000000004
2003-10-20,51.013332
2003-10-21,50.939999
2003-10-22,51.099998
2003-10-23,52.266666
2003-10-24,52.126667
2003-10-27,53.706665
2003-10-28,54.713333
2003-10-29,55.753333999999995
2003-10-30,54.913334
2003-10-31,55.5
2003-11-03,56.393333
2003-11-04,56.133334999999995
2003-11-05,56.513332
2003-11-06,56.286667
2003-11-07,56.66666800000001
2003-11-10,55.380001
2003-11-11,55.506668000000005
2003-11-12,56.366665000000005
2003-11-13,56.546665000000004
2003-11-14,54.033333
2003-11-17,52.033333
2003-11-18,52.299999
2003-11-19,50.633334999999995
2003-11-20,49.733334
2003-11-21,50.933334
2003-11-24,52.173332
2003-11-25,52.146667
2003-11-26,52.66
2003-11-28,53.139998999999996
2003-12-01,52.799999
2003-12-02,52.700001
2003-12-03,52.853333
2003-12-04,52.18
2003-12-05,51.099998
2003-12-08,51.233334
2003-12-09,50.66
2003-12-10,50.513332
2003-12-11,51.113335
2003-12-12,51.213333
2003-12-15,50.586665999999994
2003-12-16,50.779999
2003-12-17,50.433334
2003-12-18,51.153332
2003-12-19,49.866665000000005
2003-12-22,50.433334
2003-12-23,50.766666
2003-12-24,50.673332
2003-12-26,50.433334
2003-12-29,50.933334
2003-12-30,51.540001000000004
2003-12-31,51.453334999999996
2004-01-02,52.253334
2004-01-05,52.606667
2004-01-06,53.599998
2004-01-07,53.873332999999995
2004-01-08,54.459998999999996
2004-01-09,54.486668
2004-01-12,54.886665
2004-01-13,54.593334
2004-01-14,55.033333
2004-01-15,55.273334999999996
2004-01-16,56.066666000000005
2004-01-20,56.83333199999999
2004-01-21,59.966667
2004-01-22,59.006668000000005
2004-01-23,58.860001000000004
2004-01-26,59.66666800000001
2004-01-27,59.400002
2004-01-28,57.613335
2004-01-29,58.866665000000005
2004-01-30,59.033333
2004-02-02,59.193332999999996
2004-02-03,59.040001000000004
2004-02-04,58.5
2004-02-05,58.65333199999999
2004-02-06,59.5
2004-02-09,59.093334
2004-02-10,59.240002000000004
2004-02-11,61.860001000000004
2004-02-12,62.02666899999999
2004-02-13,61.546665000000004
2004-02-17,62.493331999999995
2004-02-18,63.02666899999999
2004-02-19,62.799999
2004-02-20,62.139998999999996
2004-02-23,61.606667
2004-02-24,61.253333999999995
2004-02-25,62.133334999999995
2004-02-26,62.66666800000001
2004-02-27,62.893333
2004-03-01,63.220001
2004-03-02,62.646667
2004-03-03,62.633334999999995
2004-03-04,62.366665000000005
2004-03-05,63.040001000000004
2004-03-08,62.360001000000004
2004-03-09,61.633334999999995
2004-03-10,60.459998999999996
2004-03-11,60.066666000000005
2004-03-12,61.18
2004-03-15,59.733334
2004-03-16,60.34666800000001
2004-03-17,61.633334999999995
2004-03-18,61.273334999999996
2004-03-19,60.0
2004-03-22,58.906666
2004-03-23,58.893333
2004-03-24,58.200001
2004-03-25,59.573333999999996
2004-03-26,60.126667000000005
2004-03-29,60.98
2004-03-30,60.97333100000001
2004-03-31,61.853333
2004-04-01,62.639998999999996
2004-04-02,63.586666
2004-04-05,64.066666
2004-04-06,64.86666899999999
2004-04-07,65.333336
2004-04-08,65.35333299999999
2004-04-12,66.066666
2004-04-13,64.106667
2004-04-14,62.993331999999995
2004-04-15,62.48
2004-04-16,62.84666800000001
2004-04-19,63.093334
2004-04-20,62.119999
2004-04-21,61.613335
2004-04-22,62.66
2004-04-23,62.439999
2004-04-26,62.400002
2004-04-27,63.080002
2004-04-28,61.686668000000004
2004-04-29,61.799999
2004-04-30,61.373332999999995
2004-05-03,60.186668000000004
2004-05-04,60.34
2004-05-05,60.286667
2004-05-06,59.32
2004-05-07,57.573333999999996
2004-05-10,57.006668000000005
2004-05-11,58.84
2004-05-12,58.453334999999996
2004-05-13,58.413334
2004-05-14,57.599998
2004-05-17,56.83333199999999
2004-05-18,57.133334999999995
2004-05-19,57.426666000000004
2004-05-20,57.02
2004-05-21,57.16
2004-05-24,57.220001
2004-05-25,58.406666
2004-05-26,58.493331999999995
2004-05-27,58.453334999999996
2004-05-28,58.47333100000001
2004-06-01,58.613335
2004-06-02,59.240002000000004
2004-06-03,58.386665
2004-06-04,59.493331999999995
2004-06-07,61.193332999999996
2004-06-08,61.02666899999999
2004-06-09,60.366665000000005
2004-06-10,60.586666
2004-06-14,59.853333
2004-06-15,59.060001
2004-06-16,58.900002
2004-06-17,58.553332999999995
2004-06-18,59.299999
2004-06-21,58.733334
2004-06-22,58.946667000000005
2004-06-23,60.113335
2004-06-24,60.506668000000005
2004-06-25,60.98
2004-06-28,60.373332999999995
2004-06-29,60.766666
2004-06-30,60.673331999999995
2004-07-01,60.033333
2004-07-02,60.053332999999995
2004-07-06,58.933333999999995
2004-07-07,58.33333199999999
2004-07-08,57.65333199999999
2004-07-09,57.66666800000001
2004-07-12,57.786667
2004-07-13,57.213333
2004-07-14,56.746666000000005
2004-07-15,55.486668
2004-07-16,55.200001
2004-07-19,50.366665000000005
2004-07-20,53.273334999999996
2004-07-21,51.720001
2004-07-22,53.0
2004-07-23,52.66666800000001
2004-07-26,52.286667
2004-07-27,53.16666800000001
2004-07-28,52.220001
2004-07-29,52.953334999999996
2004-07-30,52.360001000000004
2004-08-02,52.533333
2004-08-03,51.706665
2004-08-04,51.866665000000005
2004-08-05,50.759997999999996
2004-08-06,48.966667
2004-08-09,50.206665
2004-08-10,51.866665000000005
2004-08-11,51.446667
2004-08-12,50.900002
2004-08-13,50.580002
2004-08-16,52.273334999999996
2004-08-17,53.040001000000004
2004-08-18,52.953334999999996
2004-08-19,52.68
2004-08-20,53.946667000000005
2004-08-23,53.046665000000004
2004-08-24,53.200001
2004-08-25,53.933333999999995
2004-08-26,54.986668
2004-08-27,54.873332999999995
2004-08-30,53.733334
2004-08-31,53.786667
2004-09-01,53.566666000000005
2004-09-02,53.326668000000005
2004-09-03,52.806667000000004
2004-09-07,54.686668000000004
2004-09-08,54.273334999999996
2004-09-09,53.746666000000005
2004-09-10,54.84
2004-09-13,55.513332
2004-09-14,55.799999
2004-09-15,55.093334
2004-09-16,55.426666000000004
2004-09-17,54.673331999999995
2004-09-20,53.753333999999995
2004-09-21,55.599998
2004-09-22,53.433333999999995
2004-09-23,52.746666000000005
2004-09-24,53.073333999999996
2004-09-27,51.790001000000004
2004-09-28,51.860001000000004
2004-09-29,52.990002000000004
2004-09-30,53.27
2004-10-01,54.189999
2004-10-04,54.560001
2004-10-05,54.009997999999996
2004-10-06,54.830002
2004-10-07,54.389998999999996
2004-10-08,53.25
2004-10-11,53.400002
2004-10-12,53.23
2004-10-13,53.080002
2004-10-14,52.73
2004-10-15,53.16
2004-10-18,53.099998
2004-10-19,54.150002
2004-10-20,53.639998999999996
2004-10-21,59.700001
2004-10-22,61.360001000000004
2004-10-25,60.330002
2004-10-26,60.650002
2004-10-27,62.700001
2004-10-28,63.200001
2004-10-29,63.709998999999996
2004-11-01,62.459998999999996
2004-11-02,63.139998999999996
2004-11-03,63.130001
2004-11-04,64.720001
2004-11-05,65.58000200000001
2004-11-08,63.549999
2004-11-09,64.220001
2004-11-10,64.910004
2004-11-11,65.879997
2004-11-12,67.150002
2004-11-15,66.790001
2004-11-16,66.120003
2004-11-17,67.32
2004-11-18,66.650002
2004-11-19,64.470001
2004-11-22,65.709999
2004-11-23,66.099998
2004-11-24,67.199997
2004-11-26,67.489998
2004-11-29,67.809998
2004-11-30,68.139999
2004-12-01,69.82
2004-12-02,69.769997
2004-12-03,69.949997
2004-12-06,69.290001
2004-12-07,69.849998
2004-12-08,70.050003
2004-12-09,70.059998
2004-12-10,70.279999
2004-12-13,71.08000200000001
2004-12-14,72.75
2004-12-15,70.300003
2004-12-16,71.400002
2004-12-17,70.68
2004-12-20,70.58000200000001
2004-12-21,71.489998
2004-12-22,71.519997
2004-12-23,71.199997
2004-12-27,71.160004
2004-12-28,72.400002
2004-12-29,72.5
2004-12-30,72.75
2004-12-31,73.260002
2005-01-03,71.730003
2005-01-04,70.18
2005-01-05,69.550003
2005-01-06,70.5
2005-01-07,70.620003
2005-01-10,70.279999
2005-01-11,69.260002
2005-01-12,69.059998
2005-01-13,68.190002
2005-01-14,70.18
2005-01-18,71.839996
2005-01-19,71.010002
2005-01-20,70.150002
2005-01-21,70.699997
2005-01-24,75.0
2005-01-25,75.769997
2005-01-26,75.809998
2005-01-27,76.0
2005-01-28,75.150002
2005-01-31,77.230003
2005-02-01,78.089996
2005-02-02,77.639999
2005-02-03,76.68
2005-02-04,79.68
2005-02-07,80.300003
2005-02-08,80.050003
2005-02-09,79.589996
2005-02-10,79.480003
2005-02-11,81.349998
2005-02-14,81.190002
2005-02-15,80.160004
2005-02-16,81.660004
2005-02-17,80.620003
2005-02-18,79.879997
2005-02-22,78.58000200000001
2005-02-23,78.959999
2005-02-24,80.199997
2005-02-25,81.459999
2005-02-28,80.639999
2005-03-01,81.910004
2005-03-02,81.629997
2005-03-03,81.550003
2005-03-04,82.75
2005-03-07,82.199997
2005-03-08,81.349998
2005-03-09,79.849998
2005-03-10,79.650002
2005-03-11,78.949997
2005-03-14,79.489998
2005-03-15,81.849998
2005-03-16,82.550003
2005-03-17,84.120003
2005-03-18,84.099998
2005-03-21,83.309998
2005-03-22,81.150002
2005-03-23,79.629997
2005-03-24,79.300003
2005-03-28,78.010002
2005-03-29,76.739998
2005-03-30,77.940002
2005-03-31,78.139999
2005-04-01,76.199997
2005-04-04,76.75
2005-04-05,76.16999799999999
2005-04-06,75.599998
2005-04-07,76.099998
2005-04-08,74.809998
2005-04-11,73.800003
2005-04-12,73.82
2005-04-13,72.529999
2005-04-14,71.849998
2005-04-15,70.199997
2005-04-18,71.910004
2005-04-19,72.940002
2005-04-20,71.839996
2005-04-21,72.709999
2005-04-22,71.629997
2005-04-25,73.480003
2005-04-26,73.110001
2005-04-27,73.230003
2005-04-28,70.910004
2005-04-29,70.860001
2005-05-02,71.559998
2005-05-03,70.550003
2005-05-04,79.470001
2005-05-05,79.33000200000001
2005-05-06,80.489998
2005-05-09,81.489998
2005-05-10,80.360001
2005-05-11,80.260002
2005-05-12,78.559998
2005-05-13,78.040001
2005-05-16,79.349998
2005-05-17,80.209999
2005-05-18,82.0
2005-05-19,83.0
2005-05-20,82.970001
2005-05-23,82.599998
2005-05-24,83.32
2005-05-25,81.66999799999999
2005-05-26,82.120003
2005-05-27,82.91999799999999
2005-05-31,82.18
2005-06-01,84.290001
2005-06-02,86.91999799999999
2005-06-03,85.82
2005-06-06,87.110001
2005-06-07,85.93
2005-06-08,85.68
2005-06-09,86.25
2005-06-10,84.839996
2005-06-13,84.279999
2005-06-14,84.75
2005-06-15,84.769997
2005-06-16,85.25
2005-06-17,85.980003
2005-06-20,84.68
2005-06-21,85.610001
2005-06-22,85.199997
2005-06-23,84.989998
2005-06-24,98.0
2005-06-27,99.989998
2005-06-28,104.199997
2005-06-29,106.18
2005-06-30,104.110001
2005-07-01,104.510002
2005-07-05,106.75
2005-07-06,106.870003
2005-07-07,107.589996
2005-07-08,112.059998
2005-07-11,108.83000200000001
2005-07-12,110.050003
2005-07-13,109.190002
2005-07-14,109.959999
2005-07-15,110.5
2005-07-18,110.379997
2005-07-19,112.309998
2005-07-20,115.57
2005-07-21,113.339996
2005-07-22,112.07
2005-07-25,112.019997
2005-07-26,103.300003
2005-07-27,102.690002
2005-07-28,103.089996
2005-07-29,102.150002
2005-08-01,102.110001
2005-08-02,106.900002
2005-08-03,106.25
2005-08-04,104.949997
2005-08-05,103.25
2005-08-08,102.050003
2005-08-09,105.5
2005-08-10,109.150002
2005-08-11,109.160004
2005-08-12,109.089996
2005-08-15,108.300003
2005-08-16,106.690002
2005-08-17,106.639999
2005-08-18,105.980003
2005-08-19,107.220001
2005-08-22,106.5
2005-08-23,106.589996
2005-08-24,105.720001
2005-08-25,105.32
2005-08-26,105.970001
2005-08-29,106.230003
2005-08-30,103.82
2005-08-31,104.529999
2005-09-01,105.980003
2005-09-02,105.57
2005-09-06,106.0
2005-09-07,106.440002
2005-09-08,107.900002
2005-09-09,107.68
2005-09-12,109.41999799999999
2005-09-13,108.66999799999999
2005-09-14,106.739998
2005-09-15,104.849998
2005-09-16,104.599998
2005-09-19,106.08000200000001
2005-09-20,106.699997
2005-09-21,103.900002
2005-09-22,107.400002
2005-09-23,108.199997
2005-09-26,107.739998
2005-09-27,108.379997
2005-09-28,108.239998
2005-09-29,107.93
2005-09-30,109.690002
2005-10-03,109.050003
2005-10-04,107.349998
2005-10-05,108.059998
2005-10-06,107.370003
2005-10-07,106.589996
2005-10-10,106.0
2005-10-11,105.050003
2005-10-12,102.589996
2005-10-13,102.550003
2005-10-14,104.779999
2005-10-17,103.08000200000001
2005-10-18,101.599998
2005-10-19,104.66999799999999
2005-10-20,103.540001
2005-10-21,105.599998
2005-10-24,109.699997
2005-10-25,103.480003
2005-10-26,108.480003
2005-10-27,102.959999
2005-10-28,104.0
2005-10-31,107.309998
2005-11-01,108.099998
2005-11-02,110.980003
2005-11-03,111.690002
2005-11-04,113.57
2005-11-07,112.07
2005-11-08,111.629997
2005-11-09,113.959999
2005-11-10,116.0
2005-11-11,116.160004
2005-11-14,117.849998
2005-11-15,114.82
2005-11-16,115.849998
2005-11-17,120.58000200000001
2005-11-18,120.43
2005-11-21,124.349998
2005-11-22,122.300003
2005-11-23,124.769997
2005-11-25,126.029999
2005-11-28,120.91999799999999
2005-11-29,124.379997
2005-11-30,122.650002
2005-12-01,123.470001
2005-12-02,121.800003
2005-12-05,120.82
2005-12-06,121.730003
2005-12-07,121.16999799999999
2005-12-08,120.059998
2005-12-09,120.529999
2005-12-12,118.970001
2005-12-13,121.110001
2005-12-14,120.25
2005-12-15,118.870003
2005-12-16,120.66999799999999
2005-12-19,120.970001
2005-12-20,121.33000200000001
2005-12-21,119.739998
2005-12-22,120.550003
2005-12-23,121.800003
2005-12-27,120.690002
2005-12-28,121.0
2005-12-29,120.970001
2005-12-30,119.690002
2006-01-03,120.800003
2006-01-04,119.43
2006-01-05,117.370003
2006-01-06,122.08000200000001
2006-01-09,125.889999
2006-01-10,126.709999
2006-01-11,130.399994
2006-01-12,129.179993
2006-01-13,128.199997
2006-01-17,127.129997
2006-01-18,126.410004
2006-01-19,131.100006
2006-01-20,130.399994
2006-01-23,130.550003
2006-01-24,130.440002
2006-01-25,130.91000400000001
2006-01-26,131.979996
2006-01-27,133.580002
2006-01-30,130.75
2006-01-31,129.699997
2006-02-01,135.600006
2006-02-02,134.300003
2006-02-03,132.0
2006-02-06,132.830002
2006-02-07,129.990005
2006-02-08,131.199997
2006-02-09,132.0
2006-02-10,131.380005
2006-02-13,128.490005
2006-02-14,132.0
2006-02-15,132.889999
2006-02-16,133.369995
2006-02-17,133.58999599999999
2006-02-21,133.479996
2006-02-22,134.009995
2006-02-23,136.399994
2006-02-24,136.130005
2006-02-27,134.970001
2006-02-28,130.58999599999999
2006-03-01,134.199997
2006-03-02,133.330002
2006-03-03,134.800003
2006-03-06,132.429993
2006-03-07,128.229996
2006-03-08,128.130005
2006-03-09,125.860001
2006-03-10,125.139999
2006-03-13,124.75
2006-03-14,126.470001
2006-03-15,127.150002
2006-03-16,127.519997
2006-03-17,126.940002
2006-03-20,128.46000700000002
2006-03-21,126.029999
2006-03-22,126.300003
2006-03-23,126.019997
2006-03-24,126.83000200000001
2006-03-27,128.199997
2006-03-28,126.160004
2006-03-29,125.5
2006-03-30,124.730003
2006-03-31,125.33000200000001
2006-04-03,123.5
2006-04-04,125.050003
2006-04-05,124.379997
2006-04-06,126.099998
2006-04-07,125.029999
2006-04-10,125.510002
2006-04-11,122.779999
2006-04-12,122.0
2006-04-13,122.25
2006-04-17,123.199997
2006-04-18,123.699997
2006-04-19,125.110001
2006-04-20,126.040001
2006-04-21,125.540001
2006-04-24,126.0
2006-04-25,124.470001
2006-04-26,124.25
2006-04-27,123.650002
2006-04-28,118.480003
2006-05-01,112.0
2006-05-02,116.300003
2006-05-03,114.82
2006-05-04,114.889999
2006-05-05,118.650002
2006-05-08,116.150002
2006-05-09,116.519997
2006-05-10,108.059998
2006-05-11,105.18
2006-05-12,101.400002
2006-05-15,100.199997
2006-05-16,102.230003
2006-05-17,99.480003
2006-05-18,99.690002
2006-05-19,99.879997
2006-05-22,96.66999799999999
2006-05-23,97.709999
2006-05-24,97.25
2006-05-25,98.489998
2006-05-26,98.949997
2006-05-30,95.230003
2006-05-31,95.93
2006-06-01,96.150002
2006-06-02,95.800003
2006-06-05,93.08000200000001
2006-06-06,93.050003
2006-06-07,96.910004
2006-06-08,97.199997
2006-06-09,97.08000200000001
2006-06-12,96.379997
2006-06-13,95.75
2006-06-14,96.900002
2006-06-15,100.480003
2006-06-16,102.449997
2006-06-19,100.139999
2006-06-20,99.91999799999999
2006-06-21,100.879997
2006-06-22,100.0
2006-06-23,100.900002
2006-06-26,101.449997
2006-06-27,100.07
2006-06-28,98.620003
2006-06-29,100.610001
2006-06-30,99.519997
2006-07-03,101.18
2006-07-05,99.089996
2006-07-06,99.059998
2006-07-07,97.33000200000001
2006-07-10,97.309998
2006-07-11,96.980003
2006-07-12,95.43
2006-07-13,94.989998
2006-07-14,94.440002
2006-07-17,94.410004
2006-07-18,94.550003
2006-07-19,97.949997
2006-07-20,95.809998
2006-07-21,95.199997
2006-07-24,94.33000200000001
2006-07-25,86.32
2006-07-26,83.25
2006-07-27,84.379997
2006-07-28,85.510002
2006-07-31,83.470001
2006-08-01,82.300003
2006-08-02,84.5
2006-08-03,85.400002
2006-08-04,87.550003
2006-08-07,86.150002
2006-08-08,84.849998
2006-08-09,83.910004
2006-08-10,84.190002
2006-08-11,83.349998
2006-08-14,84.32
2006-08-15,86.660004
2006-08-16,87.57
2006-08-17,91.120003
2006-08-18,92.230003
2006-08-21,90.160004
2006-08-22,90.050003
2006-08-23,90.900002
2006-08-24,88.980003
2006-08-25,88.41999799999999
2006-08-28,88.860001
2006-08-29,88.970001
2006-08-30,90.32
2006-08-31,91.260002
2006-09-01,91.129997
2006-09-05,91.410004
2006-09-06,92.0
2006-09-07,90.339996
2006-09-08,90.209999
2006-09-11,90.550003
2006-09-12,94.58000200000001
2006-09-13,98.41999799999999
2006-09-14,99.559998
2006-09-15,102.199997
2006-09-18,99.5
2006-09-19,97.010002
2006-09-20,100.220001
2006-09-21,99.290001
2006-09-22,99.489998
2006-09-25,99.440002
2006-09-26,100.800003
2006-09-27,100.059998
2006-09-28,99.230003
2006-09-29,100.860001
2006-10-02,100.059998
2006-10-03,99.720001
2006-10-04,102.0
2006-10-05,103.75
2006-10-06,101.25
2006-10-09,102.08000200000001
2006-10-10,105.309998
2006-10-11,87.150002
2006-10-12,87.800003
2006-10-13,87.449997
2006-10-16,87.870003
2006-10-17,86.25
2006-10-18,87.349998
2006-10-19,86.720001
2006-10-20,86.150002
2006-10-23,86.639999
2006-10-24,86.5
2006-10-25,87.58000200000001
2006-10-26,89.800003
2006-10-27,89.199997
2006-10-30,89.410004
2006-10-31,90.019997
2006-11-01,90.019997
2006-11-02,90.309998
2006-11-03,90.360001
2006-11-06,92.099998
2006-11-07,92.739998
2006-11-08,94.25
2006-11-09,91.839996
2006-11-10,91.900002
2006-11-13,92.239998
2006-11-14,93.480003
2006-11-15,94.33000200000001
2006-11-16,95.93
2006-11-17,97.699997
2006-11-20,97.760002
2006-11-21,96.040001
2006-11-22,98.150002
2006-11-24,97.220001
2006-11-27,94.75
2006-11-28,94.400002
2006-11-29,96.16999799999999
2006-11-30,95.360001
2006-12-01,94.970001
2006-12-04,97.290001
2006-12-05,97.720001
2006-12-06,98.139999
2006-12-07,96.629997
2006-12-08,97.599998
2006-12-11,96.68
2006-12-12,96.66999799999999
2006-12-13,96.32
2006-12-14,96.360001
2006-12-15,96.059998
2006-12-18,96.089996
2006-12-19,95.900002
2006-12-20,95.410004
2006-12-21,95.019997
2006-12-22,94.309998
2006-12-26,94.610001
2006-12-27,95.08000200000001
2006-12-28,95.18
2006-12-29,95.050003
2007-01-03,97.699997
2007-01-04,97.629997
2007-01-05,97.190002
2007-01-08,98.849998
2007-01-09,100.230003
2007-01-10,102.309998
2007-01-11,103.389999
2007-01-12,103.199997
2007-01-16,102.440002
2007-01-17,103.290001
2007-01-18,102.099998
2007-01-19,102.010002
2007-01-22,101.959999
2007-01-23,101.650002
2007-01-24,103.629997
2007-01-25,105.440002
2007-01-26,103.760002
2007-01-29,103.889999
2007-01-30,104.940002
2007-01-31,104.849998
2007-02-01,104.089996
2007-02-02,104.889999
2007-02-05,104.129997
2007-02-06,104.589996
2007-02-07,104.900002
2007-02-08,104.0
2007-02-09,102.629997
2007-02-12,101.720001
2007-02-13,101.75
2007-02-14,104.019997
2007-02-15,104.220001
2007-02-16,104.18
2007-02-20,105.459999
2007-02-21,106.400002
2007-02-22,109.650002
2007-02-23,108.800003
2007-02-26,107.870003
2007-02-27,101.83000200000001
2007-02-28,102.739998
2007-03-01,101.879997
2007-03-02,99.43
2007-03-05,97.059998
2007-03-06,99.269997
2007-03-07,98.769997
2007-03-08,100.08000200000001
2007-03-09,99.480003
2007-03-12,100.690002
2007-03-13,95.709999
2007-03-14,96.949997
2007-03-15,97.099998
2007-03-16,94.559998
2007-03-19,94.459999
2007-03-20,93.989998
2007-03-21,97.029999
2007-03-22,95.410004
2007-03-23,96.43
2007-03-26,96.050003
2007-03-27,95.529999
2007-03-28,94.849998
2007-03-29,94.779999
2007-03-30,94.209999
2007-04-02,94.199997
2007-04-03,96.099998
2007-04-04,96.370003
2007-04-05,96.959999
2007-04-09,96.32
2007-04-10,95.760002
2007-04-11,94.150002
2007-04-12,94.190002
2007-04-13,95.489998
2007-04-16,98.32
2007-04-17,98.849998
2007-04-18,99.260002
2007-04-19,98.75
2007-04-20,99.900002
2007-04-23,99.120003
2007-04-24,97.300003
2007-04-25,100.699997
2007-04-26,100.029999
2007-04-27,99.489998
2007-04-30,99.190002
2007-05-01,98.389999
2007-05-02,102.400002
2007-05-03,105.230003
2007-05-04,105.260002
2007-05-07,105.08000200000001
2007-05-08,105.870003
2007-05-09,103.0
2007-05-10,98.650002
2007-05-11,100.18
2007-05-14,99.290001
2007-05-15,98.010002
2007-05-16,97.959999
2007-05-17,98.230003
2007-05-18,99.5
2007-05-21,100.050003
2007-05-22,101.400002
2007-05-23,101.889999
2007-05-24,100.279999
2007-05-25,99.959999
2007-05-29,100.400002
2007-05-30,101.010002
2007-05-31,101.029999
2007-06-01,99.949997
2007-06-04,100.010002
2007-06-05,99.199997
2007-06-06,98.900002
2007-06-07,97.08000200000001
2007-06-08,98.730003
2007-06-11,99.18
2007-06-12,97.949997
2007-06-13,99.0
2007-06-14,99.400002
2007-06-15,100.190002
2007-06-18,100.550003
2007-06-19,100.489998
2007-06-20,99.400002
2007-06-21,98.599998
2007-06-22,97.75
2007-06-25,96.739998
2007-06-26,99.129997
2007-06-27,100.0
2007-06-28,100.400002
2007-06-29,98.379997
2007-07-02,100.309998
2007-07-03,100.739998
2007-07-05,100.389999
2007-07-06,100.75
2007-07-09,100.199997
2007-07-10,98.300003
2007-07-11,98.709999
2007-07-12,100.629997
2007-07-13,102.050003
2007-07-16,101.059998
2007-07-17,101.779999
2007-07-18,100.239998
2007-07-19,100.349998
2007-07-20,99.660004
2007-07-23,98.58000200000001
2007-07-24,95.349998
2007-07-25,95.269997
2007-07-26,92.5
2007-07-27,91.010002
2007-07-30,93.139999
2007-07-31,90.0
2007-08-01,88.300003
2007-08-02,87.769997
2007-08-03,86.199997
2007-08-06,87.599998
2007-08-07,87.110001
2007-08-08,87.879997
2007-08-09,86.0
2007-08-10,86.629997
2007-08-13,87.400002
2007-08-14,86.129997
2007-08-15,85.58000200000001
2007-08-16,86.32
2007-08-17,88.800003
2007-08-20,87.040001
2007-08-21,87.629997
2007-08-22,88.089996
2007-08-23,87.980003
2007-08-24,88.760002
2007-08-27,87.0
2007-08-28,85.18
2007-08-29,86.400002
2007-08-30,86.58000200000001
2007-08-31,86.82
2007-09-04,87.269997
2007-09-05,85.739998
2007-09-06,84.349998
2007-09-07,81.239998
2007-09-10,77.839996
2007-09-11,78.260002
2007-09-12,78.139999
2007-09-13,78.400002
2007-09-14,79.720001
2007-09-17,79.199997
2007-09-18,82.099998
2007-09-19,84.379997
2007-09-20,82.239998
2007-09-21,81.989998
2007-09-24,81.779999
2007-09-25,81.089996
2007-09-26,81.889999
2007-09-27,83.389999
2007-09-28,84.290001
2007-10-01,85.410004
2007-10-02,86.379997
2007-10-03,85.029999
2007-10-04,84.91999799999999
2007-10-05,85.790001
2007-10-08,85.660004
2007-10-09,87.040001
2007-10-10,86.41999799999999
2007-10-11,86.339996
2007-10-12,86.57
2007-10-15,84.379997
2007-10-16,82.910004
2007-10-17,84.389999
2007-10-18,83.5
2007-10-19,81.07
2007-10-22,82.150002
2007-10-23,83.449997
2007-10-24,80.519997
2007-10-25,79.66999799999999
2007-10-26,80.849998
2007-10-29,81.599998
2007-10-30,81.199997
2007-10-31,82.940002
2007-11-01,80.910004
2007-11-02,77.660004
2007-11-05,76.019997
2007-11-06,77.129997
2007-11-07,73.599998
2007-11-08,73.849998
2007-11-09,72.489998
2007-11-12,72.860001
2007-11-13,73.889999
2007-11-14,74.050003
2007-11-15,71.779999
2007-11-16,71.730003
2007-11-19,70.150002
2007-11-20,70.449997
2007-11-21,68.769997
2007-11-23,70.040001
2007-11-26,68.480003
2007-11-27,70.93
2007-11-28,75.18
2007-11-29,73.599998
2007-11-30,76.309998
2007-12-03,74.260002
2007-12-04,73.91999799999999
2007-12-05,74.059998
2007-12-06,76.57
2007-12-07,76.050003
2007-12-10,79.25
2007-12-11,75.279999
2007-12-12,75.07
2007-12-13,74.32
2007-12-14,73.279999
2007-12-17,70.08000200000001
2007-12-18,73.07
2007-12-19,71.519997
2007-12-20,71.150002
2007-12-21,72.690002
2007-12-24,74.309998
2007-12-26,72.989998
2007-12-27,71.639999
2007-12-28,71.230003
2007-12-31,73.150002
2008-01-02,72.0
2008-01-03,73.43
2008-01-04,69.790001
2008-01-07,71.019997
2008-01-08,68.809998
2008-01-09,69.559998
2008-01-10,72.629997
2008-01-11,71.639999
2008-01-14,72.360001
2008-01-15,69.940002
2008-01-16,69.639999
2008-01-17,68.75
2008-01-18,69.110001
2008-01-22,71.860001
2008-01-23,74.489998
2008-01-24,72.230003
2008-01-25,69.959999
2008-01-28,72.050003
2008-01-29,71.260002
2008-01-30,72.18
2008-01-31,71.949997
2008-02-01,73.440002
2008-02-04,73.050003
2008-02-05,70.220001
2008-02-06,69.940002
2008-02-07,71.529999
2008-02-08,69.360001
2008-02-11,69.849998
2008-02-12,70.57
2008-02-13,70.629997
2008-02-14,69.699997
2008-02-15,69.08000200000001
2008-02-19,68.18
2008-02-20,69.879997
2008-02-21,68.43
2008-02-22,69.970001
2008-02-25,70.0
2008-02-26,70.230003
2008-02-27,70.75
2008-02-28,68.75
2008-02-29,66.040001
2008-03-03,64.970001
2008-03-04,64.720001
2008-03-05,64.489998
2008-03-06,63.57
