Date,CFX
2010-06-15,11.94
2010-06-16,11.89
2010-06-17,11.84
2010-06-18,11.83
2010-06-21,11.9
2010-06-22,11.73
2010-06-23,11.47
2010-06-24,11.25
2010-06-25,11.3
2010-06-28,11.28
2010-06-29,10.62
2010-06-30,10.41
2010-07-01,10.3
2010-07-02,10.26
2010-07-06,10.58
2010-07-07,10.79
2010-07-08,10.71
2010-07-09,10.7
2010-07-12,10.48
2010-07-13,10.87
2010-07-14,10.89
2010-07-15,10.79
2010-07-16,10.4
2010-07-19,10.45
2010-07-20,10.62
2010-07-21,10.79
2010-07-22,11.27
2010-07-23,11.71
2010-07-26,11.92
2010-07-27,11.66
2010-07-28,11.53
2010-07-29,12.49
2010-07-30,12.95
2010-08-02,13.01
2010-08-03,12.93
2010-08-04,13.21
2010-08-05,13.05
2010-08-06,13.01
2010-08-09,13.24
2010-08-10,13.01
2010-08-11,12.25
2010-08-12,12.26
2010-08-13,12.39
2010-08-16,12.62
2010-08-17,13.14
2010-08-18,13.07
2010-08-19,12.6
2010-08-20,12.65
2010-08-23,12.5
2010-08-24,12.42
2010-08-25,12.51
2010-08-26,12.52
2010-08-27,13.05
2010-08-30,12.53
2010-08-31,12.49
2010-09-01,13.29
2010-09-02,13.47
2010-09-03,13.73
2010-09-07,13.43
2010-09-08,13.75
2010-09-09,13.74
2010-09-10,13.64
2010-09-13,14.18
2010-09-14,14.12
2010-09-15,14.25
2010-09-16,13.95
2010-09-17,13.9
2010-09-20,14.04
2010-09-21,13.91
2010-09-22,13.76
2010-09-23,13.81
2010-09-24,14.55
2010-09-27,14.48
2010-09-28,14.68
2010-09-29,14.86
2010-09-30,14.87
2010-10-01,15.02
2010-10-04,14.68
2010-10-05,15.29
2010-10-06,15.27
2010-10-07,15.31
2010-10-08,15.57
2010-10-11,15.6
2010-10-12,15.34
2010-10-13,15.68
2010-10-14,15.69
2010-10-15,15.75
2010-10-18,15.7
2010-10-19,15.32
2010-10-20,15.49
2010-10-21,15.73
2010-10-22,15.84
2010-10-25,16.049999
2010-10-26,15.88
2010-10-27,15.79
2010-10-28,16.02
2010-10-29,16.07
2010-11-01,16.1
2010-11-02,16.549999
2010-11-03,16.549999
2010-11-04,16.75
2010-11-05,16.82
2010-11-08,16.969998999999998
2010-11-09,16.65
2010-11-10,16.76
2010-11-11,16.73
2010-11-12,16.389999
2010-11-15,16.66
2010-11-16,16.360001
2010-11-17,16.440001000000002
2010-11-18,16.92
2010-11-19,16.959999
2010-11-22,17.0
2010-11-23,17.0
2010-11-24,17.34
2010-11-26,17.27
2010-11-29,16.99
2010-11-30,16.879998999999998
2010-12-01,17.02
2010-12-02,17.219998999999998
2010-12-03,17.23
2010-12-06,17.34
2010-12-07,17.43
2010-12-08,17.620001000000002
2010-12-09,17.76
2010-12-10,18.15
2010-12-13,18.1
2010-12-14,18.33
2010-12-15,18.299999
2010-12-16,18.620001000000002
2010-12-17,18.530001000000002
2010-12-20,18.549999
2010-12-21,18.9
2010-12-22,18.84
2010-12-23,18.67
2010-12-27,18.76
2010-12-28,18.57
2010-12-29,18.360001
2010-12-30,18.4
2010-12-31,18.41
2011-01-03,18.75
2011-01-04,18.42
2011-01-05,18.33
2011-01-06,18.17
2011-01-07,18.209999
2011-01-10,18.42
2011-01-11,18.83
2011-01-12,19.0
2011-01-13,18.82
2011-01-14,19.040001
2011-01-18,18.92
2011-01-19,18.290001
2011-01-20,18.25
2011-01-21,18.23
2011-01-24,18.25
2011-01-25,18.32
2011-01-26,19.01
2011-01-27,18.879998999999998
2011-01-28,18.18
2011-01-31,18.639999
2011-02-01,19.07
2011-02-02,18.809998999999998
2011-02-03,18.610001
2011-02-04,18.469998999999998
2011-02-07,18.889999
2011-02-08,18.85
2011-02-09,18.77
2011-02-10,18.799999
2011-02-11,19.030001000000002
2011-02-14,18.9
2011-02-15,20.799999
2011-02-16,21.92
2011-02-17,22.360001
2011-02-18,22.5
2011-02-22,22.49
2011-02-23,21.629998999999998
2011-02-24,21.77
2011-02-25,22.059998999999998
2011-02-28,22.18
2011-03-01,22.08
2011-03-02,22.059998999999998
2011-03-03,22.700001
2011-03-04,21.99
2011-03-07,21.549999
2011-03-08,21.790001
2011-03-09,21.790001
2011-03-10,20.959999
2011-03-11,20.790001
2011-03-14,20.82
2011-03-15,20.719998999999998
2011-03-16,20.42
2011-03-17,20.66
2011-03-18,21.27
2011-03-21,21.709999
2011-03-22,21.700001
2011-03-23,21.450001
2011-03-24,21.83
2011-03-25,22.65
2011-03-28,22.66
2011-03-29,22.780001000000002
2011-03-30,22.9
2011-03-31,22.950001
2011-04-01,23.459999
2011-04-04,23.07
2011-04-05,23.23
2011-04-06,23.01
2011-04-07,22.799999
2011-04-08,22.4
2011-04-11,22.129998999999998
2011-04-12,21.700001
2011-04-13,21.73
2011-04-14,21.440001000000002
2011-04-15,21.860001
2011-04-18,21.290001
2011-04-19,21.290001
2011-04-20,21.780001000000002
2011-04-21,22.059998999999998
2011-04-25,22.049999
2011-04-26,22.299999
2011-04-27,22.08
2011-04-28,21.879998999999998
2011-04-29,21.85
2011-05-02,21.51
2011-05-03,20.85
2011-05-04,20.99
2011-05-05,21.0
2011-05-06,21.01
2011-05-09,21.43
2011-05-10,22.43
2011-05-11,22.16
2011-05-12,22.25
2011-05-13,22.059998999999998
2011-05-16,21.43
2011-05-17,21.24
2011-05-18,21.66
2011-05-19,21.67
2011-05-20,21.200001
2011-05-23,20.799999
2011-05-24,20.879998999999998
2011-05-25,21.280001000000002
2011-05-26,21.690001000000002
2011-05-27,22.0
2011-05-31,22.530001000000002
2011-06-01,21.690001000000002
2011-06-02,21.940001000000002
2011-06-03,21.889999
2011-06-06,21.889999
2011-06-07,22.209999
2011-06-08,22.84
2011-06-09,23.52
2011-06-10,23.139999
2011-06-13,22.6
2011-06-14,23.059998999999998
2011-06-15,22.57
2011-06-16,23.0
2011-06-17,23.200001
2011-06-20,23.23
2011-06-21,23.639999
2011-06-22,23.299999
2011-06-23,23.639999
2011-06-24,23.360001
2011-06-27,23.559998999999998
2011-06-28,24.5
2011-06-29,24.76
2011-06-30,24.799999
2011-07-01,25.280001000000002
2011-07-05,25.84
2011-07-06,25.85
2011-07-07,26.02
2011-07-08,26.190001000000002
2011-07-11,25.68
2011-07-12,25.34
2011-07-13,25.59
2011-07-14,25.09
2011-07-15,25.280001000000002
2011-07-18,25.25
2011-07-19,26.139999
2011-07-20,25.870001000000002
2011-07-21,26.15
2011-07-22,25.959999
2011-07-25,25.99
2011-07-26,25.299999
2011-07-27,24.620001000000002
2011-07-28,24.07
2011-07-29,27.07
2011-08-01,27.969998999999998
2011-08-02,27.440001000000002
2011-08-03,27.25
2011-08-04,25.16
2011-08-05,24.799999
2011-08-08,23.5
2011-08-09,25.18
2011-08-10,24.68
2011-08-11,25.440001000000002
2011-08-12,25.4
2011-08-15,25.09
2011-08-16,24.42
2011-08-17,24.35
2011-08-18,22.219998999999998
2011-08-19,21.65
2011-08-22,21.85
2011-08-23,23.200001
2011-08-24,24.059998999999998
2011-08-25,22.790001
2011-08-26,23.870001000000002
2011-08-29,24.49
2011-08-30,25.049999
2011-08-31,25.08
2011-09-01,24.85
2011-09-02,23.389999
2011-09-06,22.9
2011-09-07,24.219998999999998
2011-09-08,23.440001000000002
2011-09-09,23.040001
2011-09-12,21.059998999999998
2011-09-13,21.91
2011-09-14,21.700001
2011-09-15,22.129998999999998
2011-09-16,23.450001
2011-09-19,24.23
2011-09-20,23.879998999999998
2011-09-21,23.709999
2011-09-22,22.299999
2011-09-23,21.889999
2011-09-26,22.0
2011-09-27,21.889999
2011-09-28,21.0
2011-09-29,21.73
2011-09-30,20.26
2011-10-03,19.07
2011-10-04,19.889999
2011-10-05,20.530001000000002
2011-10-06,21.780001000000002
2011-10-07,21.35
2011-10-10,22.1
2011-10-11,21.889999
2011-10-12,21.58
2011-10-13,21.27
2011-10-14,21.6
2011-10-17,20.809998999999998
2011-10-18,21.040001
2011-10-19,20.58
2011-10-20,20.129998999999998
2011-10-21,20.18
2011-10-24,20.799999
2011-10-25,20.42
2011-10-26,21.120001000000002
2011-10-27,23.73
2011-10-28,25.610001
2011-10-31,25.26
2011-11-01,24.559998999999998
2011-11-02,24.77
2011-11-03,27.719998999999998
2011-11-04,27.540001
2011-11-07,27.879998999999998
2011-11-08,28.360001
2011-11-09,27.23
2011-11-10,27.0
2011-11-11,28.09
2011-11-14,27.33
2011-11-15,30.01
2011-11-16,30.84
2011-11-17,29.559998999999998
2011-11-18,28.610001
2011-11-21,28.41
2011-11-22,29.33
2011-11-23,28.09
2011-11-25,27.809998999999998
2011-11-28,28.870001000000002
2011-11-29,27.959999
2011-11-30,29.309998999999998
2011-12-01,29.450001
2011-12-02,30.389999
2011-12-05,31.1
2011-12-06,31.65
2011-12-07,31.799999
2011-12-08,31.25
2011-12-09,31.139999
2011-12-12,30.6
2011-12-13,30.08
2011-12-14,28.540001
2011-12-15,28.719998999999998
2011-12-16,29.18
2011-12-19,29.91
2011-12-20,30.08
2011-12-21,29.4
2011-12-22,29.16
2011-12-23,29.540001
2011-12-27,28.99
2011-12-28,27.99
2011-12-29,28.0
2011-12-30,28.48
2012-01-03,28.25
2012-01-04,28.360001
2012-01-05,28.690001000000002
2012-01-06,29.559998999999998
2012-01-09,30.450001
2012-01-10,32.25
2012-01-11,31.93
2012-01-12,32.900002
2012-01-13,32.720001
2012-01-17,32.57
2012-01-18,33.310001
2012-01-19,32.689999
2012-01-20,32.439999
2012-01-23,32.77
2012-01-24,31.93
2012-01-25,31.370001000000002
2012-01-26,31.059998999999998
2012-01-27,32.240002000000004
2012-01-30,30.799999
2012-01-31,30.360001
2012-02-01,30.92
2012-02-02,31.66
2012-02-03,33.259997999999996
2012-02-06,33.48
2012-02-07,32.599998
2012-02-08,32.830002
2012-02-09,34.16
2012-02-10,33.57
2012-02-13,34.84
2012-02-14,34.740002000000004
2012-02-15,35.119999
2012-02-16,36.150002
2012-02-17,35.68
2012-02-21,36.029999
2012-02-22,35.630001
2012-02-23,35.599998
2012-02-24,34.950001
2012-02-27,35.139998999999996
2012-02-28,34.52
2012-02-29,34.02
2012-03-01,33.919998
2012-03-02,33.599998
2012-03-05,33.389998999999996
2012-03-06,32.59
2012-03-07,33.450001
2012-03-08,34.27
2012-03-09,34.799999
2012-03-12,34.57
2012-03-13,35.439999
2012-03-14,35.169998
2012-03-15,35.380001
2012-03-16,35.439999
2012-03-19,35.16
2012-03-20,34.77
2012-03-21,33.939999
2012-03-22,33.310001
2012-03-23,33.540001000000004
2012-03-26,35.240002000000004
2012-03-27,35.75
2012-03-28,35.299999
2012-03-29,34.990002000000004
2012-03-30,35.240002000000004
2012-04-02,35.450001
2012-04-03,34.93
2012-04-04,33.759997999999996
2012-04-05,33.139998999999996
2012-04-09,32.369999
2012-04-10,31.139999
2012-04-11,31.58
2012-04-12,32.240002000000004
2012-04-13,32.02
2012-04-16,31.99
2012-04-17,32.23
2012-04-18,32.330002
2012-04-19,31.73
2012-04-20,31.98
2012-04-23,32.16
2012-04-24,33.610001000000004
2012-04-25,34.099998
2012-04-26,34.16
2012-04-27,35.009997999999996
2012-04-30,33.889998999999996
2012-05-01,33.23
2012-05-02,33.959998999999996
2012-05-03,33.57
2012-05-04,32.650002
2012-05-07,32.93
2012-05-08,31.57
2012-05-09,31.049999
2012-05-10,31.5
2012-05-11,31.450001
2012-05-14,29.15
2012-05-15,28.190001000000002
2012-05-16,28.92
2012-05-17,27.77
2012-05-18,26.9
2012-05-21,28.18
2012-05-22,28.440001000000002
2012-05-23,28.84
2012-05-24,29.129998999999998
2012-05-25,28.91
2012-05-29,29.52
2012-05-30,29.719998999999998
2012-05-31,28.33
2012-06-01,27.07
2012-06-04,27.01
2012-06-05,27.83
2012-06-06,28.780001000000002
2012-06-07,29.09
2012-06-08,29.709999
2012-06-11,29.02
2012-06-12,29.27
2012-06-13,29.790001
2012-06-14,30.0
2012-06-15,30.120001000000002
2012-06-18,29.860001
2012-06-19,30.02
2012-06-20,29.940001000000002
2012-06-21,28.66
2012-06-22,28.82
2012-06-25,28.09
2012-06-26,27.43
2012-06-27,27.18
2012-06-28,26.49
2012-06-29,27.57
2012-07-02,27.870001000000002
2012-07-03,28.01
2012-07-05,28.09
2012-07-06,27.389999
2012-07-09,25.9
2012-07-10,25.200001
2012-07-11,24.799999
2012-07-12,25.51
2012-07-13,26.940001000000002
2012-07-16,27.129998999999998
2012-07-17,27.290001
2012-07-18,28.01
2012-07-19,27.809998999999998
2012-07-20,27.75
2012-07-23,27.389999
2012-07-24,27.18
2012-07-25,27.07
2012-07-26,28.040001
2012-07-27,30.110001
2012-07-30,29.139999
2012-07-31,28.940001000000002
2012-08-01,28.639999
2012-08-02,28.1
2012-08-03,30.719998999999998
2012-08-06,31.15
2012-08-07,31.77
2012-08-08,32.09
2012-08-09,32.330002
2012-08-10,32.099998
2012-08-13,33.66
2012-08-14,32.509997999999996
2012-08-15,32.959998999999996
2012-08-16,33.110001000000004
2012-08-17,33.509997999999996
2012-08-20,33.220001
2012-08-21,32.709998999999996
2012-08-22,32.43
2012-08-23,32.150002
2012-08-24,32.16
2012-08-27,32.299999
2012-08-28,32.689999
2012-08-29,32.220001
2012-08-30,32.02
2012-08-31,32.889998999999996
2012-09-04,33.18
2012-09-05,33.619999
2012-09-06,34.669998
2012-09-07,35.040001000000004
2012-09-10,33.68
2012-09-11,33.759997999999996
2012-09-12,33.799999
2012-09-13,34.66
2012-09-14,35.889998999999996
2012-09-17,35.799999
2012-09-18,35.669998
2012-09-19,36.150002
2012-09-20,36.290001000000004
2012-09-21,36.639998999999996
2012-09-24,36.220001
2012-09-25,35.240002000000004
2012-09-26,35.049999
2012-09-27,36.130001
2012-09-28,36.669998
2012-10-01,36.18
2012-10-02,36.119999
2012-10-03,36.57
2012-10-04,37.150002
2012-10-05,37.209998999999996
2012-10-08,36.900002
2012-10-09,36.720001
2012-10-10,36.330002
2012-10-11,36.299999
2012-10-12,36.389998999999996
2012-10-15,36.610001000000004
2012-10-16,37.110001000000004
2012-10-17,37.310001
2012-10-18,36.759997999999996
2012-10-19,35.700001
2012-10-22,35.549999
2012-10-23,34.939999
2012-10-24,34.470001
2012-10-25,33.540001000000004
2012-10-26,33.549999
2012-10-31,34.389998999999996
2012-11-01,35.5
2012-11-02,35.349998
2012-11-05,35.889998999999996
2012-11-06,36.360001000000004
2012-11-07,35.939999
2012-11-08,35.529999
2012-11-09,35.689999
2012-11-12,36.130001
2012-11-13,36.169998
2012-11-14,35.290001000000004
2012-11-15,35.290001000000004
2012-11-16,36.0
2012-11-19,36.529999
2012-11-20,36.639998999999996
2012-11-21,36.77
2012-11-23,37.16
2012-11-26,37.700001
2012-11-27,38.0
2012-11-28,38.57
2012-11-29,39.299999
2012-11-30,38.990002000000004
2012-12-03,38.169998
2012-12-04,38.540001000000004
2012-12-05,38.68
2012-12-06,38.849998
2012-12-07,38.790001000000004
2012-12-10,39.0
2012-12-11,39.57
2012-12-12,38.98
2012-12-13,38.73
2012-12-14,38.709998999999996
2012-12-17,38.59
2012-12-18,39.0
2012-12-19,39.310001
2012-12-20,39.869999
2012-12-21,39.470001
2012-12-24,39.349998
2012-12-26,39.119999
2012-12-27,39.150002
2012-12-28,39.169998
2012-12-31,40.349998
2013-01-02,41.990002000000004
2013-01-03,41.639998999999996
2013-01-04,41.0
2013-01-07,40.889998999999996
2013-01-08,40.439999
2013-01-09,40.869999
2013-01-10,40.860001000000004
2013-01-11,40.810001
2013-01-14,40.759997999999996
2013-01-15,40.759997999999996
2013-01-16,40.610001000000004
2013-01-17,41.279999
2013-01-18,40.880001
2013-01-22,41.080002
2013-01-23,41.099998
2013-01-24,42.639998999999996
2013-01-25,43.740002000000004
2013-01-28,43.360001000000004
2013-01-29,44.41
2013-01-30,44.310001
2013-01-31,44.610001000000004
2013-02-01,44.439999
2013-02-04,43.549999
2013-02-05,44.549999
2013-02-06,41.259997999999996
2013-02-07,41.98
2013-02-08,42.75
2013-02-11,42.5
