Date,COMM
2018-05-07,28.950001
2018-05-08,29.48
2018-05-09,29.58
2018-05-10,29.5
2018-05-11,29.9
2018-05-14,29.309998999999998
2018-05-15,29.23
2018-05-16,29.85
2018-05-17,30.0
2018-05-18,29.76
2018-05-21,29.629998999999998
2018-05-22,29.540001
2018-05-23,29.09
2018-05-24,28.950001
2018-05-25,29.620001000000002
2018-05-29,29.370001000000002
2018-05-30,29.41
2018-05-31,29.32
2018-06-01,29.790001
2018-06-04,30.25
2018-06-05,30.059998999999998
2018-06-06,30.059998999999998
2018-06-07,29.91
2018-06-08,29.799999
2018-06-11,29.790001
2018-06-12,30.24
2018-06-13,30.219998999999998
2018-06-14,30.27
2018-06-15,30.43
2018-06-18,30.16
2018-06-19,29.76
2018-06-20,29.690001000000002
2018-06-21,29.379998999999998
2018-06-22,29.309998999999998
2018-06-25,29.23
2018-06-26,29.379998999999998
2018-06-27,28.93
2018-06-28,28.92
2018-06-29,29.205
2018-07-02,29.32
2018-07-03,29.219998999999998
2018-07-05,29.43
2018-07-06,29.629998999999998
2018-07-09,29.959999
2018-07-10,29.9
2018-07-11,29.889999
2018-07-12,29.860001
2018-07-13,29.75
2018-07-16,29.27
2018-07-17,29.690001000000002
2018-07-18,30.370001000000002
2018-07-19,30.23
2018-07-20,30.16
2018-07-23,30.08
2018-07-24,30.139999
2018-07-25,30.35
2018-07-26,30.540001
2018-07-27,30.6
2018-07-30,30.639999
2018-07-31,32.110001000000004
2018-08-01,31.879998999999998
2018-08-02,31.6
2018-08-03,31.639999
2018-08-06,31.309998999999998
2018-08-07,31.57
2018-08-08,31.709999
2018-08-09,31.969998999999998
2018-08-10,31.57
2018-08-13,31.379998999999998
2018-08-14,31.200001
2018-08-15,30.84
2018-08-16,30.74
2018-08-17,30.879998999999998
2018-08-20,31.209999
2018-08-21,31.07
2018-08-22,30.65
2018-08-23,30.59
2018-08-24,30.879998999999998
2018-08-27,31.26
2018-08-28,31.65
2018-08-29,31.85
2018-08-30,31.559998999999998
2018-08-31,31.690001000000002
2018-09-04,31.360001
2018-09-05,31.23
2018-09-06,30.9
2018-09-07,30.540001
2018-09-10,30.57
2018-09-11,30.85
2018-09-12,31.129998999999998
2018-09-13,30.83
2018-09-14,30.280001000000002
2018-09-17,30.25
2018-09-18,29.6
2018-09-19,30.09
2018-09-20,30.530001000000002
2018-09-21,30.52
2018-09-24,30.16
2018-09-25,30.16
2018-09-26,30.110001
2018-09-27,29.780001000000002
2018-09-28,30.76
2018-10-01,29.790001
2018-10-02,29.559998999999998
2018-10-03,29.6
2018-10-04,29.43
2018-10-05,27.879998999999998
2018-10-08,27.870001000000002
2018-10-09,27.18
2018-10-10,25.860001
2018-10-11,25.18
2018-10-12,25.049999
2018-10-15,25.15
2018-10-16,25.77
2018-10-17,26.110001
2018-10-18,25.93
2018-10-19,25.59
2018-10-22,25.719998999999998
2018-10-23,25.6
2018-10-24,24.43
2018-10-25,24.459999
2018-10-26,23.6
2018-10-29,23.469998999999998
2018-10-30,23.469998999999998
2018-10-31,24.059998999999998
2018-11-01,24.940001000000002
2018-11-02,24.639999
2018-11-05,24.57
2018-11-06,24.76
2018-11-07,24.49
2018-11-08,19.559998999999998
2018-11-09,19.389999
2018-11-12,19.24
2018-11-13,18.51
2018-11-14,18.629998999999998
2018-11-15,18.77
2018-11-16,18.459999
2018-11-19,18.139999
2018-11-20,17.549999
2018-11-21,17.83
2018-11-23,17.620001000000002
2018-11-26,18.059998999999998
2018-11-27,17.870001000000002
2018-11-28,18.01
2018-11-29,17.68
2018-11-30,18.1
2018-12-03,18.370001000000002
2018-12-04,17.68
2018-12-06,17.5
2018-12-07,16.93
2018-12-10,17.32
2018-12-11,17.379998999999998
2018-12-12,17.59
2018-12-13,17.07
2018-12-14,16.799999
2018-12-17,16.629998999999998
2018-12-18,16.6
2018-12-19,16.540001
2018-12-20,16.049999
2018-12-21,15.43
2018-12-24,15.1
2018-12-26,16.25
2018-12-27,16.34
2018-12-28,16.32
2018-12-31,16.389999
2019-01-02,17.07
2019-01-03,16.799999
2019-01-04,17.440001000000002
2019-01-07,17.870001000000002
2019-01-08,18.049999
2019-01-09,18.370001000000002
2019-01-10,18.73
2019-01-11,18.790001
2019-01-14,18.76
2019-01-15,18.93
2019-01-16,18.98
2019-01-17,19.08
2019-01-18,19.049999
2019-01-22,18.32
2019-01-23,18.530001000000002
2019-01-24,18.99
2019-01-25,19.040001
2019-01-28,20.629998999999998
2019-01-29,20.82
2019-01-30,21.049999
2019-01-31,20.91
2019-02-01,21.049999
2019-02-04,21.209999
2019-02-05,21.370001000000002
2019-02-06,21.4
2019-02-07,21.200001
2019-02-08,21.26
2019-02-11,21.68
2019-02-12,21.940001000000002
2019-02-13,22.32
2019-02-14,22.190001000000002
2019-02-15,22.68
2019-02-19,23.18
2019-02-20,23.455
2019-02-21,23.6
2019-02-22,23.82
2019-02-25,23.34
2019-02-26,23.440001000000002
2019-02-27,24.1
2019-02-28,23.309998999999998
2019-03-01,23.42
2019-03-04,23.1
2019-03-05,22.860001
2019-03-06,22.559998999999998
2019-03-07,22.110001
2019-03-08,21.9
2019-03-11,22.07
2019-03-12,22.040001
2019-03-13,21.91
2019-03-14,21.870001000000002
2019-03-15,21.799999
2019-03-18,21.870001000000002
2019-03-19,21.690001000000002
2019-03-20,21.280001000000002
2019-03-21,21.879998999999998
2019-03-22,21.24
2019-03-25,20.84
2019-03-26,21.07
2019-03-27,20.879998999999998
2019-03-28,21.370001000000002
2019-03-29,21.73
2019-04-01,22.23
2019-04-02,22.83
2019-04-03,23.870001000000002
2019-04-04,24.450001
2019-04-05,24.77
2019-04-08,24.620001000000002
2019-04-09,24.48
2019-04-10,25.0
2019-04-11,25.35
2019-04-12,26.09
2019-04-15,26.040001
2019-04-16,26.68
2019-04-17,26.42
2019-04-18,26.01
2019-04-22,25.99
2019-04-23,26.030001000000002
2019-04-24,26.370001000000002
2019-04-25,25.48
2019-04-26,25.440001000000002
2019-04-29,25.209999
2019-04-30,24.780001000000002
2019-05-01,24.190001000000002
2019-05-02,23.870001000000002
2019-05-03,24.25
2019-05-06,24.129998999999998
2019-05-07,23.48
2019-05-08,23.059998999999998
2019-05-09,18.860001
2019-05-10,19.09
2019-05-13,18.280001000000002
2019-05-14,18.610001
2019-05-15,18.6
2019-05-16,18.76
2019-05-17,18.799999
2019-05-20,18.200001
2019-05-21,18.360001
2019-05-22,17.860001
2019-05-23,17.49
2019-05-24,17.450001
2019-05-28,16.700001
2019-05-29,16.639999
2019-05-30,16.91
2019-05-31,16.15
2019-06-03,16.18
2019-06-04,16.32
2019-06-05,16.870001000000002
2019-06-06,16.370001000000002
2019-06-07,16.540001
2019-06-10,16.719998999999998
2019-06-11,16.52
2019-06-12,16.25
2019-06-13,16.4
2019-06-14,15.9
2019-06-17,15.81
2019-06-18,15.88
2019-06-19,15.61
2019-06-20,16.0
2019-06-21,16.01
2019-06-24,15.87
2019-06-25,15.59
2019-06-26,15.47
2019-06-27,15.09
2019-06-28,15.73
2019-07-01,16.219998999999998
2019-07-02,16.09
2019-07-03,15.91
2019-07-05,15.7
2019-07-08,15.53
2019-07-09,15.66
2019-07-10,15.45
2019-07-11,15.04
2019-07-12,15.41
2019-07-15,15.5
2019-07-16,15.35
2019-07-17,15.12
2019-07-18,14.59
2019-07-19,14.64
2019-07-22,14.39
2019-07-23,14.61
2019-07-24,14.84
2019-07-25,14.7
2019-07-26,14.93
2019-07-29,14.87
2019-07-30,14.47
2019-07-31,14.28
2019-08-01,14.05
2019-08-02,13.73
2019-08-05,13.35
2019-08-06,13.29
2019-08-07,12.9
2019-08-08,12.95
2019-08-09,12.2
2019-08-12,11.48
2019-08-13,11.51
2019-08-14,10.72
2019-08-15,10.36
2019-08-16,10.83
2019-08-19,11.28
2019-08-20,10.96
2019-08-21,10.81
2019-08-22,10.68
2019-08-23,10.19
2019-08-26,10.0
2019-08-27,9.7
2019-08-28,10.53
2019-08-29,10.87
2019-08-30,10.74
2019-09-03,10.34
2019-09-04,10.57
2019-09-05,10.87
2019-09-06,11.27
2019-09-09,12.0
2019-09-10,12.54
2019-09-11,13.2
2019-09-12,12.61
2019-09-13,12.1
2019-09-16,13.32
2019-09-17,12.52
2019-09-18,12.11
2019-09-19,12.05
2019-09-20,12.03
2019-09-23,12.04
2019-09-24,11.46
2019-09-25,11.925
2019-09-26,11.53
2019-09-27,11.715
2019-09-30,11.76
2019-10-01,11.18
2019-10-02,10.87
2019-10-03,10.94
2019-10-04,10.99
2019-10-07,11.18
2019-10-08,10.96
2019-10-09,10.74
2019-10-10,10.81
2019-10-11,11.205
2019-10-14,11.135
2019-10-15,11.33
2019-10-16,11.4
2019-10-17,11.63
2019-10-18,11.57
2019-10-21,13.06
2019-10-22,13.02
2019-10-23,13.04
2019-10-24,12.14
2019-10-25,12.23
2019-10-28,11.76
2019-10-29,11.81
2019-10-30,11.36
2019-10-31,11.2
2019-11-01,11.31
2019-11-04,11.64
2019-11-05,12.175
2019-11-06,11.75
2019-11-07,14.94
2019-11-08,15.7
2019-11-11,15.01
2019-11-12,15.19
2019-11-13,14.93
2019-11-14,14.62
2019-11-15,14.95
2019-11-18,14.5
2019-11-19,14.36
2019-11-20,13.99
2019-11-21,13.71
2019-11-22,13.94
2019-11-25,14.09
2019-11-26,13.69
2019-11-27,13.73
2019-11-29,13.6
2019-12-02,13.36
2019-12-03,13.12
2019-12-04,13.01
2019-12-05,13.17
2019-12-06,13.165
2019-12-09,13.07
2019-12-10,12.93
2019-12-11,13.12
2019-12-12,13.99
2019-12-13,13.81
2019-12-16,14.01
2019-12-17,14.05
2019-12-18,13.86
2019-12-19,14.0
2019-12-20,13.78
2019-12-23,14.18
2019-12-24,14.05
2019-12-26,14.03
2019-12-27,13.95
2019-12-30,13.85
2019-12-31,14.19
2020-01-02,14.06
2020-01-03,13.57
2020-01-06,13.6
2020-01-07,13.46
2020-01-08,14.11
2020-01-09,14.0
2020-01-10,13.62
2020-01-13,14.06
2020-01-14,14.3
2020-01-15,14.24
2020-01-16,14.75
2020-01-17,14.78
2020-01-21,14.42
2020-01-22,14.625
2020-01-23,14.48
2020-01-24,14.16
2020-01-27,13.56
2020-01-28,13.05
2020-01-29,12.6
2020-01-30,12.18
2020-01-31,12.185
2020-02-03,12.22
2020-02-04,12.18
2020-02-05,12.69
2020-02-06,12.42
2020-02-07,12.3
2020-02-10,12.31
2020-02-11,13.89
2020-02-12,14.45
2020-02-13,14.38
2020-02-14,14.52
2020-02-18,14.465
2020-02-19,14.49
2020-02-20,12.59
2020-02-21,12.62
2020-02-24,11.82
2020-02-25,11.395
2020-02-26,10.81
2020-02-27,10.78
2020-02-28,11.01
2020-03-02,11.16
2020-03-03,10.36
2020-03-04,10.51
2020-03-05,10.47
2020-03-06,10.33
2020-03-09,8.85
2020-03-10,8.46
2020-03-11,7.63
2020-03-12,6.67
2020-03-13,7.2
2020-03-16,6.74
2020-03-17,6.67
2020-03-18,5.76
2020-03-19,7.14
2020-03-20,7.25
2020-03-23,7.47
2020-03-24,9.3
2020-03-25,9.09
2020-03-26,9.9
2020-03-27,9.45
2020-03-30,9.22
2020-03-31,9.11
2020-04-01,8.5
2020-04-02,8.69
2020-04-03,8.51
2020-04-06,9.5
2020-04-07,9.61
2020-04-08,10.0
2020-04-09,10.41
2020-04-13,10.13
2020-04-14,10.305
2020-04-15,9.8
2020-04-16,9.8
2020-04-17,10.35
2020-04-20,9.93
2020-04-21,9.345
2020-04-22,9.7
2020-04-23,10.17
2020-04-24,10.66
2020-04-27,11.26
2020-04-28,11.205
2020-04-29,11.6
2020-04-30,11.01
2020-05-01,10.27
2020-05-04,9.95
2020-05-05,10.16
2020-05-06,10.2
2020-05-07,11.02
2020-05-08,11.18
