Date,TPHS
2013-04-17,4.17
2013-04-18,4.2
2013-04-19,4.4
2013-04-22,4.4
2013-04-23,4.6
2013-04-24,4.5
2013-04-25,4.52
2013-04-26,5.25
2013-04-29,5.75
2013-04-30,5.45
2013-05-01,5.47
2013-05-02,5.46
2013-05-03,5.46
2013-05-06,5.46
2013-05-07,5.5
2013-05-08,5.55
2013-05-09,5.55
2013-05-10,5.55
2013-05-13,5.55
2013-05-14,5.6
2013-05-15,5.75
2013-05-16,5.6
2013-05-17,5.38
2013-05-20,5.0
2013-05-21,5.44
2013-05-22,5.44
2013-05-23,5.44
2013-05-24,5.44
2013-05-28,5.0
2013-05-29,5.0
2013-05-30,5.1
2013-05-31,5.1
2013-06-03,5.02
2013-06-04,5.5
2013-06-05,5.5
2013-06-06,5.3
2013-06-07,5.3
2013-06-10,5.35
2013-06-11,5.35
2013-06-12,5.35
2013-06-13,5.3
2013-06-14,5.3
2013-06-17,5.35
2013-06-18,5.35
2013-06-19,5.35
2013-06-20,5.35
2013-06-21,5.0
2013-06-24,4.93
2013-06-25,4.93
2013-06-26,4.93
2013-06-27,4.93
2013-06-28,4.93
2013-07-01,4.9
2013-07-02,4.9
2013-07-03,4.9
2013-07-05,4.9
2013-07-08,4.9
2013-07-09,4.9
2013-07-10,4.9
2013-07-11,4.9
2013-07-12,4.9
2013-07-15,4.9
2013-07-16,4.9
2013-07-17,4.7
2013-07-18,4.7
2013-07-19,4.7
2013-07-22,4.8
2013-07-23,4.8
2013-07-24,4.25
2013-07-25,4.25
2013-07-26,4.25
2013-07-29,4.25
2013-07-30,4.25
2013-07-31,4.25
2013-08-01,4.35
2013-08-02,4.35
2013-08-05,4.4
2013-08-06,4.25
2013-08-07,4.25
2013-08-08,4.25
2013-08-09,4.25
2013-08-12,4.25
2013-08-13,4.75
2013-08-14,4.75
2013-08-15,4.52
2013-08-16,4.52
2013-08-19,4.55
2013-08-20,4.55
2013-08-21,4.55
2013-08-22,4.55
2013-08-23,4.52
2013-08-26,4.52
2013-08-27,4.52
2013-08-28,4.52
2013-08-29,4.52
2013-08-30,4.52
2013-09-03,4.52
2013-09-04,4.52
2013-09-05,4.0
2013-09-06,4.0
2013-09-09,4.0
2013-09-10,4.0
2013-09-11,4.0
2013-09-12,4.0
2013-09-13,4.0
2013-09-16,4.0
2013-09-17,3.75
2013-09-18,3.75
2013-09-19,3.75
2013-09-20,3.75
2013-09-23,3.75
2013-09-24,3.75
2013-09-25,3.75
2013-09-26,3.9
2013-09-27,4.5
2013-09-30,4.5
2013-10-01,4.5
2013-10-02,3.956
2013-10-03,4.5
2013-10-04,4.5
2013-10-07,4.5
2013-10-08,5.1
2013-10-09,5.05
2013-10-10,5.0
2013-10-11,5.0
2013-10-14,5.0
2013-10-15,5.0
2013-10-16,5.15
2013-10-17,5.0
2013-10-18,5.0
2013-10-21,5.25
2013-10-22,5.25
2013-10-23,5.25
2013-10-24,5.0
2013-10-25,4.9
2013-10-28,5.05
2013-10-29,5.15
2013-10-30,5.17
2013-10-31,5.05
2013-11-01,5.05
2013-11-04,5.05
2013-11-05,5.01
2013-11-06,5.18
2013-11-07,5.18
2013-11-08,5.2
2013-11-11,5.17
2013-11-12,5.17
2013-11-13,5.75
2013-11-14,5.75
2013-11-15,5.75
2013-11-18,5.25
2013-11-19,5.25
2013-11-20,5.2
2013-11-21,5.75
2013-11-22,5.55
2013-11-25,5.55
2013-11-26,5.25
2013-11-27,5.25
2013-11-29,5.25
2013-12-02,5.25
2013-12-03,5.25
2013-12-04,5.28
2013-12-05,5.28
2013-12-06,5.75
2013-12-09,5.5
2013-12-10,5.65
2013-12-11,5.7
2013-12-12,5.87
2013-12-13,5.85
2013-12-16,5.94
2013-12-17,5.8
2013-12-18,5.88
2013-12-19,6.0
2013-12-20,6.0
2013-12-23,6.1
2013-12-24,5.85
2013-12-26,6.45
2013-12-27,6.4
2013-12-30,6.8
2013-12-31,6.75
2014-01-02,6.75
2014-01-03,6.75
2014-01-06,6.75
2014-01-07,6.75
2014-01-08,7.0
2014-01-09,7.0
2014-01-10,6.95
2014-01-13,7.0
2014-01-14,6.4
2014-01-15,6.5
2014-01-16,6.31
2014-01-17,6.35
2014-01-21,6.35
2014-01-22,6.2
2014-01-23,6.65
2014-01-24,6.05
2014-01-27,6.01
2014-01-28,6.39
2014-01-29,6.39
2014-01-30,6.21
2014-01-31,6.2
2014-02-03,6.2
2014-02-04,6.3
2014-02-05,6.25
2014-02-06,6.05
2014-02-07,6.15
2014-02-10,6.9
2014-02-11,6.95
2014-02-12,6.15
2014-02-13,6.15
2014-02-14,6.15
2014-02-18,6.45
2014-02-19,6.45
2014-02-20,6.26
2014-02-21,6.25
2014-02-24,6.15
2014-02-25,6.8
2014-02-26,6.2
2014-02-27,6.2
2014-02-28,6.85
2014-03-03,6.25
2014-03-04,6.35
2014-03-05,6.79
2014-03-06,6.69
2014-03-07,6.75
2014-03-10,6.3
2014-03-11,6.4
2014-03-12,6.4
2014-03-13,6.5
2014-03-14,6.4
2014-03-17,6.7
2014-03-18,6.5
2014-03-19,6.5
2014-03-20,6.5
2014-03-21,6.75
2014-03-24,6.5
2014-03-25,6.35
2014-03-26,6.35
2014-03-27,6.35
2014-03-28,6.35
2014-03-31,6.25
2014-04-01,6.25
2014-04-02,6.4
2014-04-03,6.3
2014-04-04,6.3
2014-04-07,6.35
2014-04-08,6.3
2014-04-09,6.35
2014-04-10,6.35
2014-04-11,6.3
2014-04-14,6.4
2014-04-15,6.3
2014-04-16,6.3
2014-04-17,6.35
2014-04-21,6.35
2014-04-22,6.35
2014-04-23,7.0
2014-04-24,6.35
2014-04-25,6.35
2014-04-28,6.35
2014-04-29,6.35
2014-04-30,6.35
2014-05-01,6.4
2014-05-02,6.35
2014-05-05,6.35
2014-05-06,6.35
2014-05-07,6.35
2014-05-08,6.3
2014-05-09,6.3
2014-05-12,6.5
2014-05-13,6.5
2014-05-14,6.55
2014-05-15,6.55
2014-05-16,6.63
2014-05-19,6.63
2014-05-20,6.55
2014-05-21,6.55
2014-05-22,6.5
2014-05-23,6.5
2014-05-27,6.5
2014-05-28,6.3
2014-05-29,6.5
2014-05-30,6.4
2014-06-02,6.3
2014-06-03,6.3
2014-06-04,6.35
2014-06-05,6.35
2014-06-06,6.3
2014-06-09,6.35
2014-06-10,6.35
2014-06-11,6.3
2014-06-12,6.45
2014-06-13,6.3
2014-06-16,6.38
2014-06-17,6.6
2014-06-18,6.35
2014-06-19,6.4
2014-06-20,6.4
2014-06-23,6.41
2014-06-24,6.5
2014-06-25,6.55
2014-06-26,6.45
2014-06-27,6.54
2014-06-30,6.5
2014-07-01,6.54
2014-07-02,6.39
2014-07-03,6.39
2014-07-07,6.3
2014-07-08,6.3
2014-07-09,6.3
2014-07-10,6.31
2014-07-11,6.31
2014-07-14,6.31
2014-07-15,6.31
2014-07-16,6.31
2014-07-17,6.3
2014-07-18,6.22
2014-07-21,6.6
2014-07-22,6.2
2014-07-23,6.2
2014-07-24,6.2
2014-07-25,6.1
2014-07-28,6.05
2014-07-29,6.01
2014-07-30,5.85
2014-07-31,5.85
2014-08-01,5.85
2014-08-04,5.85
2014-08-05,5.9
2014-08-06,5.9
2014-08-07,5.9
2014-08-08,5.9
2014-08-11,5.9
2014-08-12,5.95
2014-08-13,6.0
2014-08-14,5.85
2014-08-15,5.85
2014-08-18,6.0
2014-08-19,5.85
2014-08-20,6.0
2014-08-21,6.0
2014-08-22,6.0
2014-08-25,5.85
2014-08-26,5.85
2014-08-27,5.85
2014-08-28,5.85
2014-08-29,5.85
2014-09-02,5.87
2014-09-03,5.9
2014-09-04,5.88
2014-09-05,5.9
2014-09-08,5.9
2014-09-09,5.9
2014-09-10,5.9
2014-09-11,5.9
2014-09-12,5.9
2014-09-15,5.95
2014-09-16,5.95
2014-09-17,5.9
2014-09-18,5.9
2014-09-19,5.91
2014-09-22,5.91
2014-09-23,5.9
2014-09-24,5.9
2014-09-25,5.99
2014-09-26,5.99
2014-09-29,6.0
2014-09-30,6.0
2014-10-01,5.9
2014-10-02,5.9
2014-10-03,5.9
2014-10-06,5.9
2014-10-07,6.0
2014-10-08,5.96
2014-10-09,5.96
2014-10-10,5.99
2014-10-13,5.99
2014-10-14,5.87
2014-10-15,5.9
2014-10-16,5.9
2014-10-17,5.9
2014-10-20,5.9
2014-10-21,5.99
2014-10-22,5.99
2014-10-23,5.99
2014-10-24,5.99
2014-10-27,5.95
2014-10-28,5.8
2014-10-29,5.8
2014-10-30,5.8
2014-10-31,5.76
2014-11-03,5.76
2014-11-04,5.8
2014-11-05,5.9
2014-11-06,5.9
2014-11-07,5.9
2014-11-10,5.9
2014-11-11,5.9
2014-11-12,5.9
2014-11-13,5.76
2014-11-14,5.76
2014-11-17,5.9
2014-11-18,5.9
2014-11-19,5.85
2014-11-20,5.8
2014-11-21,5.8
2014-11-24,5.8
2014-11-25,5.8
2014-11-26,5.8
2014-11-28,5.8
2014-12-01,5.8
2014-12-02,5.8
2014-12-03,5.8
2014-12-04,5.75
2014-12-05,5.63
2014-12-08,5.9
2014-12-09,5.65
2014-12-10,5.9
2014-12-11,5.9
2014-12-12,5.89
2014-12-15,5.89
2014-12-16,5.65
2014-12-17,5.7
2014-12-18,6.0
2014-12-19,6.0
2014-12-22,6.0
2014-12-23,6.15
2014-12-24,6.15
2014-12-26,6.1
2014-12-29,6.1
2014-12-30,6.15
2014-12-31,7.0
2015-01-02,7.0
2015-01-05,7.05
2015-01-06,7.15
2015-01-07,7.15
2015-01-08,7.01
2015-01-09,7.01
2015-01-12,7.05
2015-01-13,6.75
2015-01-14,7.15
2015-01-15,7.1
2015-01-16,7.15
2015-01-20,7.15
2015-01-21,7.15
2015-01-22,7.15
2015-01-23,7.15
2015-01-26,7.15
2015-01-27,7.23
2015-01-28,7.6
2015-01-29,7.9
2015-01-30,7.5
2015-02-02,7.5
2015-02-03,7.8
2015-02-04,7.9
2015-02-05,7.99
2015-02-06,8.2
2015-02-09,7.81
2015-02-10,7.9
2015-02-11,7.65
2015-02-12,7.7
2015-02-13,7.7
2015-02-17,7.45
2015-02-18,7.32
2015-02-19,7.4
2015-02-20,7.4
2015-02-23,7.4
2015-02-24,7.32
2015-02-25,7.4
2015-02-26,7.4
2015-02-27,7.4
2015-03-02,8.2
2015-03-03,7.7
2015-03-04,7.35
2015-03-05,8.2
2015-03-06,8.2
2015-03-09,8.2
2015-03-10,7.56
2015-03-11,7.6
2015-03-12,7.55
2015-03-13,7.55
2015-03-16,7.835
2015-03-17,7.835
2015-03-18,7.835
2015-03-19,7.835
2015-03-20,8.07
2015-03-23,8.07
2015-03-24,8.07
2015-03-25,8.07
2015-03-26,8.07
2015-03-27,7.3
2015-03-30,7.3
2015-03-31,7.05
2015-04-01,6.95
2015-04-02,7.0
2015-04-06,6.6
2015-04-07,7.25
2015-04-08,8.0
2015-04-09,8.3
2015-04-10,8.15
2015-04-13,8.15
2015-04-14,8.15
2015-04-15,7.9
2015-04-16,7.79
2015-04-17,7.79
2015-04-20,7.79
2015-04-21,7.79
2015-04-22,8.0
2015-04-23,8.0
2015-04-24,8.0
2015-04-27,8.0
2015-04-28,8.0
2015-04-29,8.3
2015-04-30,8.3
2015-05-01,8.3
2015-05-04,8.3
2015-05-05,8.1
2015-05-06,8.0
2015-05-07,7.95
2015-05-08,7.95
2015-05-11,7.75
2015-05-12,7.75
2015-05-13,7.75
2015-05-14,7.95
2015-05-15,7.95
2015-05-18,7.75
2015-05-19,7.8
2015-05-20,7.8
2015-05-21,7.95
2015-05-22,7.95
2015-05-26,7.95
2015-05-27,7.95
2015-05-28,7.95
2015-05-29,7.95
2015-06-01,8.0
2015-06-02,7.95
2015-06-03,7.85
2015-06-04,7.95
2015-06-05,7.75
2015-06-08,7.75
2015-06-09,7.75
2015-06-10,7.23
2015-06-11,8.0
2015-06-12,8.0
2015-06-15,8.0
2015-06-16,8.0
2015-06-17,8.0
2015-06-18,7.75
2015-06-19,7.75
2015-06-22,7.75
2015-06-23,7.99
2015-06-24,7.99
2015-06-25,7.99
2015-06-26,7.99
2015-06-29,7.85
2015-06-30,7.85
2015-07-01,7.84
2015-07-02,7.65
2015-07-06,7.6
2015-07-07,7.0
2015-07-08,7.0
2015-07-09,7.0
2015-07-10,7.0
2015-07-13,7.0
2015-07-14,7.0
2015-07-15,7.0
2015-07-16,7.0
2015-07-17,7.0
2015-07-20,7.0
2015-07-21,7.0
2015-07-22,7.0
2015-07-23,7.0
2015-07-24,7.0
2015-07-27,7.0
2015-07-28,7.0
2015-07-29,7.0
2015-07-30,7.0
2015-07-31,7.0
2015-08-03,6.45
2015-08-04,6.25
2015-08-05,6.25
2015-08-06,6.4
2015-08-07,6.4
2015-08-10,6.4
2015-08-11,6.4
2015-08-12,6.4
2015-08-13,6.5
2015-08-14,6.5
2015-08-17,6.5
2015-08-18,6.65
2015-08-19,6.65
2015-08-20,6.5
2015-08-21,6.5
2015-08-24,6.1
2015-08-25,6.02
2015-08-26,6.0
2015-08-27,6.0
2015-08-28,6.0
2015-08-31,6.2
2015-09-01,6.3
2015-09-02,6.3
2015-09-03,6.15
2015-09-04,6.1
2015-09-08,6.3
2015-09-09,6.3
2015-09-10,6.1
2015-09-11,6.1
2015-09-14,6.1
2015-09-15,5.6
2015-09-16,5.95
2015-09-17,6.0
2015-09-18,6.35
2015-09-21,6.7
2015-09-22,6.7
2015-09-23,6.7
2015-09-24,6.7
2015-09-25,6.7
2015-09-28,6.7
2015-09-29,6.7
2015-09-30,6.7
2015-10-01,6.7
2015-10-02,6.7
2015-10-05,6.7
2015-10-06,6.25
2015-10-07,6.4
2015-10-08,6.4
2015-10-09,6.4
2015-10-12,6.45
2015-10-13,6.5
2015-10-14,6.47
2015-10-15,6.5
2015-10-16,6.5
2015-10-19,6.5
2015-10-20,6.0
2015-10-21,6.1
2015-10-22,6.01
2015-10-23,6.0
2015-10-26,6.0
2015-10-27,6.0
2015-10-28,6.0
2015-10-29,6.0
2015-10-30,6.0
2015-11-02,6.0
2015-11-03,5.9
2015-11-04,6.25
2015-11-05,6.25
2015-11-06,6.25
2015-11-09,6.25
2015-11-10,6.25
2015-11-11,6.25
2015-11-12,6.09
2015-11-13,6.01
2015-11-16,6.01
2015-11-17,6.05
2015-11-18,6.05
2015-11-19,6.05
2015-11-20,6.01
2015-11-23,6.01
2015-11-24,6.05
2015-11-25,6.05
2015-11-27,6.05
2015-11-30,6.05
2015-12-01,6.1
2015-12-02,6.25
2015-12-03,6.2
2015-12-04,6.25
2015-12-07,6.25
2015-12-08,6.2
2015-12-09,6.0
2015-12-10,6.0
2015-12-11,6.0
2015-12-14,5.68
2015-12-15,5.75
2015-12-16,5.7
2015-12-17,5.75
2015-12-18,5.75
2015-12-21,5.25
2015-12-22,6.0
2015-12-23,5.9211
2015-12-24,5.9211
2015-12-28,6.2
2015-12-29,6.2
2015-12-30,5.92
2015-12-31,6.1298
2016-01-04,6.0
2016-01-05,6.2035
2016-01-06,6.2
2016-01-07,6.05
2016-01-08,5.9109
2016-01-11,5.85
2016-01-12,5.85
2016-01-13,5.81
2016-01-14,5.8
2016-01-15,5.5
2016-01-19,5.58
2016-01-20,5.33
2016-01-21,5.29
2016-01-22,5.354
2016-01-25,5.4071
2016-01-26,5.7
2016-01-27,5.99
2016-01-28,5.98
2016-01-29,5.99
2016-02-01,5.98
2016-02-02,5.85
2016-02-03,5.85
2016-02-04,5.84
2016-02-05,5.84
2016-02-08,5.84
2016-02-09,5.79
2016-02-10,5.8
2016-02-11,5.83
2016-02-12,5.83
2016-02-16,5.76
2016-02-17,5.79
2016-02-18,5.85
2016-02-19,5.89
2016-02-22,5.99
2016-02-23,5.95
2016-02-24,5.851
2016-02-25,5.99
2016-02-26,6.1
2016-02-29,6.2
2016-03-01,6.1
2016-03-02,6.27
2016-03-03,6.2
2016-03-04,6.17
2016-03-07,6.6
2016-03-08,6.7
2016-03-09,6.7
2016-03-10,6.7
2016-03-11,6.7
2016-03-14,6.71
2016-03-15,7.15
2016-03-16,6.85
2016-03-17,6.79
2016-03-18,6.75
2016-03-21,6.83
2016-03-22,6.7
2016-03-23,6.49
2016-03-24,6.7
2016-03-28,6.8
2016-03-29,6.74
2016-03-30,6.95
2016-03-31,6.9
2016-04-01,7.1
2016-04-04,7.15
2016-04-05,7.0701
2016-04-06,7.15
2016-04-07,7.15
2016-04-08,7.35
2016-04-11,7.15
2016-04-12,7.46
2016-04-13,7.26
2016-04-14,7.42
2016-04-15,7.4
2016-04-18,7.25
2016-04-19,7.39
2016-04-20,7.4
2016-04-21,7.35
2016-04-22,7.35
2016-04-25,7.24
2016-04-26,7.2
2016-04-27,7.4
2016-04-28,7.39
2016-04-29,7.43
2016-05-02,7.29
2016-05-03,7.35
2016-05-04,7.4
2016-05-05,7.4
2016-05-06,7.5
2016-05-09,7.68
2016-05-10,7.4
2016-05-11,7.35
2016-05-12,7.4
2016-05-13,7.52
2016-05-16,7.74
2016-05-17,7.69
2016-05-18,7.65
2016-05-19,7.74
2016-05-20,7.78
2016-05-23,7.8
2016-05-24,7.95
2016-05-25,8.05
2016-05-26,8.04
2016-05-27,8.0
2016-05-31,7.87
2016-06-01,7.85
2016-06-02,7.6
2016-06-03,7.3
2016-06-06,7.75
2016-06-07,7.54
2016-06-08,7.7
2016-06-09,7.63
2016-06-10,7.52
2016-06-13,7.08
2016-06-14,6.9
2016-06-15,6.56
2016-06-16,6.69
2016-06-17,6.62
2016-06-20,6.67
2016-06-21,7.16
2016-06-22,6.99
2016-06-23,7.24
2016-06-24,7.0
2016-06-27,6.76
2016-06-28,6.87
2016-06-29,7.33
2016-06-30,7.69
2016-07-01,7.44
2016-07-05,7.13
2016-07-06,7.21
2016-07-07,6.91
2016-07-08,7.19
2016-07-11,7.37
2016-07-12,7.69
2016-07-13,7.58
2016-07-14,7.53
2016-07-15,7.64
2016-07-18,7.62
2016-07-19,7.72
2016-07-20,7.91
2016-07-21,7.89
2016-07-22,7.93
2016-07-25,7.79
2016-07-26,7.91
2016-07-27,8.0
2016-07-28,8.05
2016-07-29,8.13
2016-08-01,7.73
2016-08-02,7.53
2016-08-03,7.62
2016-08-04,7.7
2016-08-05,8.17
2016-08-08,8.09
2016-08-09,8.21
2016-08-10,8.17
2016-08-11,8.19
2016-08-12,8.43
2016-08-15,8.45
2016-08-16,8.43
2016-08-17,8.39
2016-08-18,8.44
2016-08-19,8.43
2016-08-22,8.47
2016-08-23,8.48
2016-08-24,8.4
2016-08-25,8.36
2016-08-26,8.2
2016-08-29,8.22
2016-08-30,8.25
2016-08-31,8.5
2016-09-01,8.57
2016-09-02,8.58
2016-09-06,10.12
2016-09-07,9.97
2016-09-08,9.99
2016-09-09,9.87
2016-09-12,10.03
2016-09-13,9.93
2016-09-14,9.98
2016-09-15,10.0
2016-09-16,9.64
2016-09-19,9.96
2016-09-20,9.63
2016-09-21,9.85
2016-09-22,9.95
2016-09-23,9.78
2016-09-26,9.73
2016-09-27,9.65
2016-09-28,9.44
2016-09-29,9.3
2016-09-30,9.78
2016-10-03,9.68
2016-10-04,9.36
2016-10-05,9.55
2016-10-06,9.73
2016-10-07,9.78
2016-10-10,9.8
2016-10-11,9.71
2016-10-12,9.63
2016-10-13,9.42
2016-10-14,9.38
2016-10-17,9.77
2016-10-18,9.77
2016-10-19,9.8
2016-10-20,9.73
2016-10-21,9.73
2016-10-24,9.79
2016-10-25,9.73
2016-10-26,9.38
2016-10-27,9.23
2016-10-28,9.1
2016-10-31,9.66
2016-11-01,9.32
2016-11-02,9.19
2016-11-03,8.95
2016-11-04,8.88
2016-11-07,9.27
2016-11-08,9.23
2016-11-09,9.8
2016-11-10,9.8
2016-11-11,9.9
2016-11-14,9.86
2016-11-15,9.78
2016-11-16,9.87
2016-11-17,9.85
2016-11-18,9.98
2016-11-21,10.0
2016-11-22,10.09
2016-11-23,10.09
2016-11-25,10.05
2016-11-28,10.03
2016-11-29,9.97
2016-11-30,10.0
2016-12-01,9.93
2016-12-02,9.94
2016-12-05,10.02
2016-12-06,10.0
2016-12-07,9.99
2016-12-08,9.9
2016-12-09,9.84
2016-12-12,9.78
2016-12-13,9.84
2016-12-14,9.61
2016-12-15,9.54
2016-12-16,9.6
2016-12-19,9.74
2016-12-20,9.61
2016-12-21,9.6
2016-12-22,9.49
2016-12-23,9.6
2016-12-27,8.99
2016-12-28,9.15
2016-12-29,9.3
2016-12-30,9.27
2017-01-03,9.3
2017-01-04,9.23
2017-01-05,9.13
2017-01-06,9.1
2017-01-09,9.0
2017-01-10,9.09
2017-01-11,8.91
2017-01-12,8.76
2017-01-13,8.72
2017-01-17,8.06
2017-01-18,8.29
2017-01-19,8.18
2017-01-20,8.03
2017-01-23,8.01
2017-01-24,8.31
2017-01-25,8.45
2017-01-26,8.19
2017-01-27,8.17
2017-01-30,8.09
2017-01-31,8.07
2017-02-01,8.01
2017-02-02,8.05
2017-02-03,8.13
2017-02-06,7.88
2017-02-07,7.47
2017-02-08,7.41
2017-02-09,7.11
2017-02-10,7.23
2017-02-13,7.36
2017-02-14,7.44
2017-02-15,7.83
2017-02-16,8.28
2017-02-17,8.81
2017-02-21,9.42
2017-02-22,9.53
2017-02-23,9.5
2017-02-24,9.97
2017-02-27,8.73
2017-02-28,8.56
2017-03-01,8.52
2017-03-02,8.4
2017-03-03,8.18
2017-03-06,8.19
2017-03-07,7.93
2017-03-08,7.64
2017-03-09,7.58
2017-03-10,6.65
2017-03-13,7.29
2017-03-14,7.13
2017-03-15,7.32
2017-03-16,7.35
2017-03-17,7.33
2017-03-20,7.31
2017-03-21,7.25
2017-03-22,7.19
2017-03-23,7.33
2017-03-24,7.35
2017-03-27,7.32
2017-03-28,7.37
2017-03-29,7.48
2017-03-30,7.52
2017-03-31,7.31
2017-04-03,7.35
2017-04-04,7.24
2017-04-05,7.15
2017-04-06,7.29
2017-04-07,7.36
2017-04-10,7.23
2017-04-11,7.28
2017-04-12,7.17
2017-04-13,7.08
2017-04-17,7.09
2017-04-18,7.23
2017-04-19,7.13
2017-04-20,7.17
2017-04-21,7.18
2017-04-24,7.27
2017-04-25,7.35
2017-04-26,7.42
2017-04-27,7.34
2017-04-28,7.13
2017-05-01,7.19
2017-05-02,7.25
2017-05-03,7.21
2017-05-04,7.21
2017-05-05,7.31
2017-05-08,7.43
2017-05-09,7.4
2017-05-10,7.43
2017-05-11,7.16
2017-05-12,7.2
2017-05-15,7.29
2017-05-16,7.16
2017-05-17,7.18
2017-05-18,7.17
2017-05-19,6.94
2017-05-22,6.88
2017-05-23,6.83
2017-05-24,7.02
2017-05-25,6.93
2017-05-26,6.98
2017-05-30,6.72
2017-05-31,6.69
2017-06-01,6.84
2017-06-02,6.96
2017-06-05,6.99
2017-06-06,6.97
2017-06-07,6.99
2017-06-08,7.06
2017-06-09,7.1
2017-06-12,6.97
2017-06-13,6.94
2017-06-14,6.83
2017-06-15,6.88
2017-06-16,6.78
2017-06-19,6.9
2017-06-20,6.92
2017-06-21,6.97
2017-06-22,6.98
2017-06-23,6.99
2017-06-26,6.91
2017-06-27,6.97
2017-06-28,7.01
2017-06-29,7.06
2017-06-30,7.11
2017-07-03,7.17
2017-07-05,6.85
2017-07-06,6.86
2017-07-07,6.85
2017-07-10,6.9
2017-07-11,6.85
2017-07-12,7.13
2017-07-13,6.98
2017-07-14,6.98
2017-07-17,6.9
2017-07-18,6.86
2017-07-19,6.93
2017-07-20,7.06
2017-07-21,7.1
2017-07-24,7.11
2017-07-25,7.0
2017-07-26,7.07
2017-07-27,6.98
2017-07-28,7.11
2017-07-31,6.95
2017-08-01,7.03
2017-08-02,6.93
2017-08-03,6.89
2017-08-04,6.87
2017-08-07,7.0
2017-08-08,6.9
2017-08-09,6.85
2017-08-10,6.83
2017-08-11,6.8
2017-08-14,6.93
2017-08-15,6.75
2017-08-16,6.78
2017-08-17,6.71
2017-08-18,6.72
2017-08-21,6.75
2017-08-22,6.87
2017-08-23,6.82
2017-08-24,6.78
2017-08-25,6.76
2017-08-28,6.78
2017-08-29,6.78
2017-08-30,6.77
2017-08-31,6.91
2017-09-01,6.97
2017-09-05,7.11
2017-09-06,7.14
2017-09-07,7.08
2017-09-08,7.1
2017-09-11,7.25
2017-09-12,7.3
2017-09-13,7.4
2017-09-14,7.44
2017-09-15,6.7
2017-09-18,6.93
2017-09-19,6.91
2017-09-20,6.97
2017-09-21,6.99
2017-09-22,6.99
2017-09-25,6.88
2017-09-26,7.06
2017-09-27,7.19
2017-09-28,7.12
2017-09-29,7.02
2017-10-02,7.17
2017-10-03,7.12
2017-10-04,7.11
2017-10-05,7.22
2017-10-06,7.13
2017-10-09,7.09
2017-10-10,7.2
2017-10-11,7.16
2017-10-12,7.06
2017-10-13,7.18
2017-10-16,7.22
2017-10-17,7.22
2017-10-18,7.25
