Date,BNS
2001-02-02,15.08
2001-02-05,15.08
2001-02-06,15.66
2001-02-07,15.62
2001-02-08,15.24
2001-02-09,15.24
2001-02-12,15.24
2001-02-13,15.24
2001-02-14,14.94
2001-02-15,14.94
2001-02-16,15.12
2001-02-20,15.28
2001-02-21,15.28
2001-02-22,15.28
2001-02-23,13.54
2001-02-26,13.54
2001-02-27,13.78
2001-02-28,13.78
2001-03-01,13.78
2001-03-02,13.78
2001-03-05,13.78
2001-03-06,14.78
2001-03-07,13.78
2001-03-08,13.58
2001-03-09,13.58
2001-03-12,13.58
2001-03-13,13.58
2001-03-14,13.28
2001-03-15,13.28
2001-03-16,13.36
2001-03-19,13.36
2001-03-20,13.4
2001-03-21,13.4
2001-03-22,12.98
2001-03-23,11.94
2001-03-26,12.36
2001-03-27,13.0
2001-03-28,13.12
2001-03-29,12.94
2001-03-30,12.94
2001-04-02,12.94
2001-04-03,12.94
2001-04-04,12.94
2001-04-05,12.94
2001-04-06,12.94
2001-04-09,12.94
2001-04-10,12.9
2001-04-11,12.9
2001-04-12,13.28
2001-04-16,13.28
2001-04-17,13.28
2001-04-18,13.28
2001-04-19,13.28
2001-04-20,13.28
2001-04-23,13.28
2001-04-24,13.12
2001-04-25,12.94
2001-04-26,12.94
2001-04-27,12.94
2001-04-30,12.94
2001-05-01,12.54
2001-05-02,12.48
2001-05-03,12.5
2001-05-04,12.5
2001-05-07,12.4
2001-05-08,12.4
2001-05-09,12.58
2001-05-10,12.58
2001-05-11,13.2
2001-05-14,13.2
2001-05-15,12.5
2001-05-16,12.5
2001-05-17,12.54
2001-05-18,12.54
2001-05-21,12.54
2001-05-22,12.54
2001-05-23,12.82
2001-05-24,12.82
2001-05-25,12.82
2001-05-29,12.82
2001-05-30,12.82
2001-05-31,13.7
2001-06-01,14.32
2001-06-04,14.7
2001-06-05,14.7
2001-06-06,14.7
2001-06-07,14.7
2001-06-08,14.7
2001-06-11,14.7
2001-06-12,14.7
2001-06-13,14.66
2001-06-14,14.94
2001-06-15,14.98
2001-06-18,14.74
2001-06-19,14.74
2001-06-20,14.74
2001-06-21,14.74
2001-06-22,14.74
2001-06-25,14.74
2001-06-26,15.24
2001-06-27,14.94
2001-06-28,14.94
2001-06-29,14.94
2001-07-02,14.86
2001-07-03,14.86
2001-07-05,14.86
2001-07-06,15.28
2001-07-09,15.24
2001-07-10,15.32
2001-07-11,15.32
2001-07-12,15.32
2001-07-13,15.32
2001-07-16,15.32
2001-07-17,15.32
2001-07-18,15.32
2001-07-19,15.32
2001-07-20,14.98
2001-07-23,14.98
2001-07-24,14.98
2001-07-25,14.98
2001-07-26,14.86
2001-07-27,14.86
2001-07-30,14.86
2001-07-31,14.86
2001-08-01,14.9
2001-08-02,14.9
2001-08-03,15.12
2001-08-06,15.28
2001-08-07,15.28
2001-08-08,15.28
2001-08-09,15.28
2001-08-10,15.32
2001-08-13,15.32
2001-08-14,15.32
2001-08-15,15.5
2001-08-16,15.48
2001-08-17,15.48
2001-08-20,15.48
2001-08-21,15.32
2001-08-22,15.32
2001-08-23,15.32
2001-08-24,15.62
2001-08-27,15.82
2001-08-28,16.08
2001-08-29,16.200001
2001-08-30,16.08
2001-08-31,16.08
2001-09-04,15.78
2001-09-05,15.78
2001-09-06,15.54
2001-09-07,15.78
2001-09-10,15.78
2001-09-17,15.78
2001-09-18,15.78
2001-09-19,15.78
2001-09-20,14.78
2001-09-21,14.24
2001-09-24,14.12
2001-09-25,14.12
2001-09-26,14.82
2001-09-27,14.7
2001-09-28,14.7
2001-10-01,14.7
2001-10-02,14.54
2001-10-03,14.82
2001-10-04,14.82
2001-10-05,14.82
2001-10-08,14.82
2001-10-09,14.82
2001-10-10,14.62
2001-10-11,14.62
2001-10-12,14.62
2001-10-15,14.62
2001-10-16,14.4
2001-10-17,14.4
2001-10-18,14.4
2001-10-19,14.4
2001-10-22,14.4
2001-10-23,14.4
2001-10-24,14.4
2001-10-25,14.4
2001-10-26,14.4
2001-10-29,14.4
2001-10-30,14.4
2001-10-31,14.4
2001-11-01,14.4
2001-11-02,14.4
2001-11-05,14.4
2001-11-06,14.4
2001-11-07,14.4
2001-11-08,14.94
2001-11-09,14.86
2001-11-12,14.86
2001-11-13,14.86
2001-11-14,15.44
2001-11-15,15.36
2001-11-16,15.36
2001-11-19,15.36
2001-11-20,15.36
2001-11-21,15.36
2001-11-23,15.2
2001-11-26,15.2
2001-11-27,15.2
2001-11-28,15.2
2001-11-29,15.2
2001-11-30,15.2
2001-12-03,15.2
2001-12-04,15.2
2001-12-05,15.58
2001-12-06,15.62
2001-12-07,15.62
2001-12-10,15.66
2001-12-11,15.5
2001-12-12,15.74
2001-12-13,15.74
2001-12-14,15.74
2001-12-17,15.74
2001-12-18,15.74
2001-12-19,16.08
2001-12-20,16.08
2001-12-21,15.82
2001-12-24,15.12
2001-12-26,15.12
2001-12-27,15.12
2001-12-28,15.12
2001-12-31,15.12
2002-01-02,15.12
2002-01-03,15.12
2002-01-04,15.12
2002-01-07,15.12
2002-01-08,15.12
2002-01-09,15.32
2002-01-10,15.32
2002-01-11,15.32
2002-01-14,15.2
2002-01-15,14.86
2002-01-16,14.86
2002-01-17,14.86
2002-01-18,14.86
2002-01-22,14.86
2002-01-23,14.86
2002-01-24,14.86
2002-01-25,14.86
2002-01-28,15.12
2002-01-29,15.28
2002-01-30,15.28
2002-01-31,15.28
2002-02-01,15.28
2002-02-04,15.28
2002-02-05,14.82
2002-02-06,14.82
2002-02-07,14.44
2002-02-08,14.44
2002-02-11,14.48
2002-02-12,14.58
2002-02-13,14.5
2002-02-14,14.4
2002-02-15,14.4
2002-02-19,14.4
2002-02-20,14.4
2002-02-21,14.4
2002-02-22,14.4
2002-02-25,14.48
2002-02-26,14.62
2002-02-27,14.94
2002-02-28,14.94
2002-03-01,14.94
2002-03-04,14.94
2002-03-05,14.94
2002-03-06,16.040001
2002-03-07,16.32
2002-03-08,16.4
2002-03-11,16.4
2002-03-12,16.0
2002-03-13,15.82
2002-03-14,15.82
2002-03-15,15.82
2002-03-18,15.82
2002-03-19,16.16
2002-03-20,16.16
2002-03-21,16.280001000000002
2002-03-22,16.280001000000002
2002-03-25,16.280001000000002
2002-03-26,16.280001000000002
2002-03-27,16.540001
2002-03-28,16.48
2002-04-01,16.440001000000002
2002-04-02,16.4
2002-04-03,16.4
2002-04-04,16.4
2002-04-05,16.4
2002-04-08,16.4
2002-04-09,16.620001000000002
2002-04-10,16.620001000000002
2002-04-11,16.620001000000002
2002-04-12,16.620001000000002
2002-04-15,17.16
2002-04-16,17.16
2002-04-17,17.040001
2002-04-18,17.040001
2002-04-19,17.040001
2002-04-22,17.040001
2002-04-23,17.040001
2002-04-24,17.040001
2002-04-25,17.040001
2002-04-26,17.040001
2002-04-29,17.040001
2002-04-30,16.860001
2002-05-01,16.860001
2002-05-02,16.860001
2002-05-03,16.860001
2002-05-06,16.860001
2002-05-07,16.860001
2002-05-08,16.860001
2002-05-09,16.860001
2002-05-10,16.860001
2002-05-13,17.16
2002-05-14,17.200001
2002-05-15,17.24
2002-05-16,17.5
2002-05-17,17.440001000000002
2002-05-20,17.4
2002-05-21,17.4
2002-05-22,17.280001000000002
2002-05-23,16.780001000000002
2002-05-24,17.120001000000002
2002-05-28,17.08
2002-05-29,17.700001
2002-05-30,17.66
2002-05-31,17.58
2002-06-03,17.58
2002-06-04,17.58
2002-06-05,17.58
2002-06-06,17.48
2002-06-07,17.4
2002-06-10,17.120001000000002
2002-06-11,16.98
2002-06-12,17.105
2002-06-13,16.805
2002-06-14,16.625
2002-06-17,16.76
2002-06-18,16.700001
2002-06-19,16.700001
2002-06-20,16.625
2002-06-21,16.450001
2002-06-24,16.334999
2002-06-25,16.5
2002-06-26,16.084999
2002-06-27,16.445
2002-06-28,16.655001000000002
2002-07-01,16.799999
2002-07-02,16.315001000000002
2002-07-03,16.290001
2002-07-05,16.295
2002-07-08,16.639999
2002-07-09,16.865
2002-07-10,16.625
2002-07-11,16.215
2002-07-12,15.85
2002-07-15,15.845
2002-07-16,15.765
2002-07-17,15.89
2002-07-18,15.845
2002-07-19,15.35
2002-07-22,14.955
2002-07-23,14.5
2002-07-24,14.725
2002-07-25,14.905
2002-07-26,14.775
2002-07-29,15.21
2002-07-30,15.315
2002-07-31,15.49
2002-08-01,15.61
2002-08-02,15.725
2002-08-05,15.605
2002-08-06,15.7
2002-08-07,15.72
2002-08-08,15.92
2002-08-09,16.09
2002-08-12,15.82
2002-08-13,15.85
2002-08-14,15.965
2002-08-15,15.745
2002-08-16,15.72
2002-08-19,15.75
2002-08-20,16.105
2002-08-21,16.225
2002-08-22,16.045
2002-08-23,15.985
2002-08-26,16.09
2002-08-27,15.375
2002-08-28,15.055
2002-08-29,14.955
2002-08-30,15.08
2002-09-03,14.86
2002-09-04,14.875
2002-09-05,14.9
2002-09-06,14.895
2002-09-09,14.985
2002-09-10,14.885
2002-09-11,15.065
2002-09-12,14.775
2002-09-13,14.67
2002-09-16,14.75
2002-09-17,14.74
2002-09-18,14.485
2002-09-19,14.14
2002-09-20,14.11
2002-09-23,13.645
2002-09-24,13.6
2002-09-25,13.92
2002-09-26,14.135
2002-09-27,13.79
2002-09-30,14.08
2002-10-01,14.34
2002-10-02,14.03
2002-10-03,13.695
2002-10-04,13.62
2002-10-07,13.505
2002-10-08,13.86
2002-10-09,13.3
2002-10-10,13.74
2002-10-11,14.035
2002-10-14,14.0
2002-10-15,14.93
2002-10-16,14.765
2002-10-17,15.21
2002-10-18,15.53
2002-10-21,15.875
2002-10-22,14.995
2002-10-23,14.975
2002-10-24,15.375
2002-10-25,15.46
2002-10-28,15.7
2002-10-29,15.165
2002-10-30,15.01
2002-10-31,14.75
2002-11-01,14.955
2002-11-04,15.38
2002-11-05,14.895
2002-11-06,14.72
2002-11-07,14.665
2002-11-08,14.68
2002-11-11,14.515
2002-11-12,14.55
2002-11-13,14.54
2002-11-14,14.65
2002-11-15,14.49
2002-11-18,14.45
2002-11-19,14.34
2002-11-20,14.48
2002-11-21,14.895
2002-11-22,15.405
2002-11-25,15.72
2002-11-26,15.355
2002-11-27,15.585
2002-11-29,15.785
2002-12-02,15.68
2002-12-03,15.77
2002-12-04,15.805
2002-12-05,15.675
2002-12-06,15.74
2002-12-09,15.95
2002-12-10,16.245001000000002
2002-12-11,16.475
2002-12-12,16.85
2002-12-13,16.885
2002-12-16,17.030001000000002
2002-12-17,16.924999
2002-12-18,16.825001
2002-12-19,16.875
2002-12-20,16.995001000000002
2002-12-23,17.190001000000002
2002-12-24,17.190001000000002
2002-12-26,17.275
2002-12-27,16.775
2002-12-30,16.785
2002-12-31,16.75
2003-01-02,17.040001
2003-01-03,17.094998999999998
2003-01-06,17.385
2003-01-07,17.32
2003-01-08,16.924999
2003-01-09,16.975
2003-01-10,17.004998999999998
2003-01-13,16.885
2003-01-14,16.709999
2003-01-15,16.639999
2003-01-16,16.83
2003-01-17,16.82
2003-01-21,16.684998999999998
2003-01-22,16.695
2003-01-23,16.905001000000002
2003-01-24,16.790001
2003-01-27,16.485001
2003-01-28,16.375
2003-01-29,16.415001
2003-01-30,16.48
2003-01-31,16.690001000000002
2003-02-03,16.709999
2003-02-04,16.780001000000002
2003-02-05,16.719998999999998
2003-02-06,16.6
2003-02-07,16.594998999999998
2003-02-10,16.375
2003-02-11,16.549999
2003-02-12,16.51
2003-02-13,16.655001000000002
2003-02-14,16.674999
2003-02-18,17.275
2003-02-19,17.17
2003-02-20,17.35
2003-02-21,17.415001
2003-02-24,17.370001000000002
2003-02-25,17.459999
2003-02-26,17.309998999999998
2003-02-27,17.719998999999998
2003-02-28,17.865
2003-03-03,17.65
2003-03-04,17.5
2003-03-05,17.540001
2003-03-06,17.42
2003-03-07,17.559998999999998
2003-03-10,17.485001
2003-03-11,17.205
2003-03-12,16.940001000000002
2003-03-13,17.075001
2003-03-14,17.165001
2003-03-17,17.299999
2003-03-18,17.565001000000002
2003-03-19,17.59
2003-03-20,17.725
2003-03-21,17.805
2003-03-24,17.76
2003-03-25,17.719998999999998
2003-03-26,17.73
2003-03-27,17.940001000000002
2003-03-28,17.780001000000002
2003-03-31,17.584999
2003-04-01,17.530001000000002
2003-04-02,17.915001
2003-04-03,17.66
2003-04-04,17.66
2003-04-07,17.815001000000002
2003-04-08,17.934998999999998
2003-04-09,17.965
2003-04-10,18.360001
2003-04-11,18.629998999999998
2003-04-14,18.535
2003-04-15,18.629998999999998
2003-04-16,18.49
2003-04-17,18.625
2003-04-21,18.584999
2003-04-22,18.74
2003-04-23,18.91
2003-04-24,18.795
2003-04-25,18.865
2003-04-28,19.014999
2003-04-29,19.084999
2003-04-30,19.41
2003-05-01,19.51
2003-05-02,19.665001
2003-05-05,20.01
2003-05-06,20.365
2003-05-07,20.285
2003-05-08,20.309998999999998
2003-05-09,20.465
2003-05-12,20.945
2003-05-13,21.035
2003-05-14,21.32
2003-05-15,21.23
2003-05-16,21.540001
2003-05-19,21.504998999999998
2003-05-20,21.885
2003-05-21,21.695
2003-05-22,21.395
2003-05-23,21.334999
2003-05-27,21.309998999999998
2003-05-28,21.1
2003-05-29,21.379998999999998
2003-05-30,21.415001
2003-06-02,21.75
2003-06-03,21.684998999999998
2003-06-04,22.049999
2003-06-05,22.415001
2003-06-06,22.049999
2003-06-09,21.82
2003-06-10,21.975
2003-06-11,22.379998999999998
2003-06-12,22.504998999999998
2003-06-13,22.705
2003-06-16,22.825001
2003-06-17,22.790001
2003-06-18,22.83
2003-06-19,22.610001
2003-06-20,22.195
2003-06-23,22.01
2003-06-24,22.0
2003-06-25,22.205
2003-06-26,22.115
2003-06-27,22.334999
2003-06-30,23.139999
2003-07-01,22.635
2003-07-02,22.4
2003-07-03,22.639999
2003-07-07,22.52
2003-07-08,22.334999
2003-07-09,22.295
2003-07-10,22.115
2003-07-11,22.219998999999998
2003-07-14,22.665001
2003-07-15,22.530001000000002
2003-07-16,22.625
2003-07-17,22.299999
2003-07-18,22.165001
2003-07-21,22.235001
2003-07-22,22.455
2003-07-23,22.75
2003-07-24,22.645
2003-07-25,22.875
2003-07-28,22.780001000000002
2003-07-29,22.525
2003-07-30,21.815001000000002
2003-07-31,21.559998999999998
2003-08-01,21.375
2003-08-04,21.225
2003-08-05,21.165001
2003-08-06,21.08
2003-08-07,21.15
2003-08-08,21.615
2003-08-11,22.08
2003-08-12,22.23
2003-08-13,22.485001
2003-08-14,22.045
2003-08-15,22.209999
2003-08-18,22.139999
2003-08-19,22.275
2003-08-20,21.905001000000002
2003-08-21,21.775
2003-08-22,21.66
2003-08-25,21.655001000000002
2003-08-26,21.815001000000002
2003-08-27,21.745001000000002
2003-08-28,21.950001
2003-08-29,22.184998999999998
2003-09-02,22.299999
2003-09-03,22.360001
2003-09-04,22.370001000000002
2003-09-05,22.445
2003-09-08,22.195
2003-09-09,22.174999
2003-09-10,22.434998999999998
2003-09-11,22.405001000000002
2003-09-12,22.610001
2003-09-15,22.549999
2003-09-16,22.674999
2003-09-17,22.799999
2003-09-18,23.049999
2003-09-19,23.305
2003-09-22,23.309998999999998
2003-09-23,23.235001
2003-09-24,23.379998999999998
2003-09-25,23.264999
2003-09-26,23.120001000000002
2003-09-29,23.25
2003-09-30,23.325001
2003-10-01,23.754998999999998
2003-10-02,23.775
2003-10-03,23.424999
2003-10-06,23.615
2003-10-07,24.004998999999998
2003-10-08,23.82
2003-10-09,23.68
2003-10-10,24.17
2003-10-13,24.275
2003-10-14,24.725
2003-10-15,25.190001000000002
2003-10-16,25.040001
2003-10-17,25.02
2003-10-20,25.014999
2003-10-21,25.15
2003-10-22,25.280001000000002
2003-10-23,25.105
2003-10-24,24.975
2003-10-27,25.049999
2003-10-28,25.275
2003-10-29,25.27
2003-10-30,24.945
2003-10-31,24.844998999999998
2003-11-03,24.709999
2003-11-04,24.84
2003-11-05,24.879998999999998
2003-11-06,24.635
2003-11-07,24.865
2003-11-10,24.775
2003-11-11,24.74
2003-11-12,24.735001
2003-11-13,24.58
2003-11-14,24.549999
2003-11-17,24.415001
2003-11-18,24.795
2003-11-19,24.825001
2003-11-20,24.875
2003-11-21,24.82
2003-11-24,24.635
2003-11-25,24.635
2003-11-26,24.594998999999998
2003-11-28,24.73
2003-12-01,24.575001
2003-12-02,24.65
2003-12-03,24.495001000000002
2003-12-04,24.0
2003-12-05,24.120001000000002
2003-12-08,24.325001
2003-12-09,24.389999
2003-12-10,24.290001
2003-12-11,23.93
2003-12-12,23.940001000000002
2003-12-15,23.9
2003-12-16,24.129998999999998
2003-12-17,24.450001
2003-12-18,24.370001000000002
2003-12-19,24.440001000000002
2003-12-22,24.639999
2003-12-23,24.68
2003-12-24,25.07
2003-12-26,25.200001
2003-12-29,25.115
2003-12-30,25.360001
2003-12-31,25.32
2004-01-02,25.514999
2004-01-05,25.715
2004-01-06,25.725
2004-01-07,25.620001000000002
2004-01-08,25.59
2004-01-09,25.594998999999998
2004-01-12,25.459999
2004-01-13,25.51
2004-01-14,25.315001000000002
2004-01-15,25.434998999999998
2004-01-16,25.620001000000002
2004-01-20,26.174999
2004-01-21,25.98
2004-01-22,26.344998999999998
2004-01-23,25.83
2004-01-26,25.834999
2004-01-27,25.875
2004-01-28,25.49
2004-01-29,25.344998999999998
2004-01-30,25.4
2004-02-02,25.514999
2004-02-03,25.424999
2004-02-04,25.365
2004-02-05,25.200001
2004-02-06,25.49
2004-02-09,25.66
2004-02-10,25.665001
2004-02-11,26.02
2004-02-12,26.049999
2004-02-13,26.139999
2004-02-17,26.32
2004-02-18,26.004998999999998
2004-02-19,25.905001000000002
2004-02-20,25.43
2004-02-23,25.219998999999998
2004-02-24,25.334999
2004-02-25,25.105
2004-02-26,25.405001000000002
2004-02-27,25.59
2004-03-01,25.325001
2004-03-02,25.395
2004-03-03,25.825001
2004-03-04,26.025
2004-03-05,26.299999
2004-03-08,26.42
2004-03-09,26.42
2004-03-10,26.174999
2004-03-11,26.15
2004-03-12,25.92
2004-03-15,25.915001
2004-03-16,26.215
2004-03-17,26.344998999999998
2004-03-18,26.51
2004-03-19,26.535
2004-03-22,26.5
2004-03-23,26.504998999999998
2004-03-24,26.280001000000002
2004-03-25,26.795
2004-03-26,27.15
2004-03-29,27.4
2004-03-30,27.395
2004-03-31,26.985001
2004-04-01,27.16
2004-04-02,27.35
2004-04-05,27.92
2004-04-06,28.155001000000002
2004-04-07,28.285
2004-04-08,27.84
2004-04-12,27.785
2004-04-13,27.5
2004-04-14,26.700001
2004-04-15,26.42
2004-04-16,26.465
2004-04-19,26.530001000000002
2004-04-20,25.725
2004-04-21,26.1
2004-04-22,26.43
2004-04-23,26.459999
2004-04-26,26.275
2004-04-27,26.004998999999998
2004-04-28,25.360001
2004-04-29,25.4
2004-04-30,25.42
2004-05-03,25.530001000000002
2004-05-04,25.84
2004-05-05,25.799999
2004-05-06,25.809998999999998
2004-05-07,25.15
2004-05-10,24.6
2004-05-11,24.68
2004-05-12,24.57
2004-05-13,24.459999
2004-05-14,24.280001000000002
2004-05-17,23.85
2004-05-18,23.889999
2004-05-19,24.139999
2004-05-20,24.35
2004-05-21,24.33
2004-05-24,24.5
2004-05-25,24.77
2004-05-26,24.35
2004-05-27,24.530001000000002
2004-05-28,24.719998999999998
2004-06-01,25.030001000000002
2004-06-02,25.110001
2004-06-03,25.299999
2004-06-04,25.639999
2004-06-07,26.059998999999998
2004-06-08,26.4
2004-06-09,25.9
2004-06-10,26.08
2004-06-14,25.620001000000002
2004-06-15,26.09
2004-06-16,25.98
2004-06-17,26.200001
2004-06-18,26.15
2004-06-21,26.16
2004-06-22,26.530001000000002
2004-06-23,26.799999
2004-06-24,26.879998999999998
2004-06-25,26.74
2004-06-28,26.84
2004-06-29,26.68
2004-06-30,26.950001
2004-07-01,26.85
2004-07-02,26.85
2004-07-06,26.84
2004-07-07,26.700001
2004-07-08,26.91
2004-07-09,26.9
2004-07-12,27.08
2004-07-13,27.15
2004-07-14,27.139999
2004-07-15,27.17
2004-07-16,27.190001000000002
2004-07-19,27.559998999999998
2004-07-20,27.299999
