Date,YPF
1994-04-13,24.5
1994-04-14,24.375
1994-04-15,24.25
1994-04-18,24.25
1994-04-19,24.25
1994-04-20,23.75
1994-04-21,24.125
1994-04-22,24.75
1994-04-25,25.25
1994-04-26,25.0
1994-04-28,24.875
1994-04-29,24.75
1994-05-02,24.375
1994-05-03,24.5
1994-05-04,24.75
1994-05-05,25.0
1994-05-06,24.75
1994-05-09,24.625
1994-05-10,24.875
1994-05-11,24.875
1994-05-12,25.0
1994-05-13,25.375
1994-05-16,25.875
1994-05-17,26.0
1994-05-18,26.5
1994-05-19,26.875
1994-05-20,26.5
1994-05-23,26.375
1994-05-24,26.5
1994-05-25,26.375
1994-05-26,26.375
1994-05-27,26.125
1994-05-31,26.375
1994-06-01,26.375
1994-06-02,26.125
1994-06-03,25.984375
1994-06-06,26.25
1994-06-07,26.125
1994-06-08,26.0
1994-06-09,25.75
1994-06-10,25.625
1994-06-13,25.125
1994-06-14,25.375
1994-06-15,25.125
1994-06-16,25.125
1994-06-17,25.0
1994-06-20,24.875
1994-06-21,24.25
1994-06-22,24.5
1994-06-23,24.375
1994-06-24,24.0
1994-06-27,24.125
1994-06-28,24.0
1994-06-29,24.125
1994-06-30,23.875
1994-07-01,23.875
1994-07-05,24.0
1994-07-06,23.75
1994-07-07,24.25
1994-07-08,24.5
1994-07-11,24.375
1994-07-12,24.75
1994-07-13,24.875
1994-07-14,25.0
1994-07-15,25.0
1994-07-18,24.875
1994-07-19,24.625
1994-07-20,24.625
1994-07-21,25.125
1994-07-22,25.5
1994-07-25,25.625
1994-07-26,25.375
1994-07-27,25.25
1994-07-28,25.25
1994-07-29,25.375
1994-08-01,26.0
1994-08-02,26.625
1994-08-03,26.375
1994-08-04,25.75
1994-08-05,25.5
1994-08-08,25.625
1994-08-09,25.375
1994-08-10,25.375
1994-08-11,25.375
1994-08-12,25.125
1994-08-15,24.875
1994-08-16,24.875
1994-08-17,24.875
1994-08-18,24.625
1994-08-19,24.75
1994-08-22,24.75
1994-08-23,24.625
1994-08-24,24.875
1994-08-25,25.0
1994-08-26,25.25
1994-08-29,25.625
1994-08-30,25.75
1994-08-31,25.875
1994-09-01,25.875
1994-09-02,25.75
1994-09-06,25.5
1994-09-07,25.75
1994-09-08,25.75
1994-09-09,25.5
1994-09-12,25.0
1994-09-13,25.0
1994-09-14,25.25
1994-09-15,25.5
1994-09-16,25.5
1994-09-19,25.625
1994-09-20,25.625
1994-09-21,25.375
1994-09-22,25.375
1994-09-23,25.375
1994-09-26,25.25
1994-09-27,25.375
1994-09-28,25.375
1994-09-29,25.375
1994-09-30,25.25
1994-10-03,25.125
1994-10-04,25.0
1994-10-05,24.75
1994-10-06,24.375
1994-10-07,24.75
1994-10-10,24.75
1994-10-11,25.0
1994-10-12,25.0
1994-10-13,25.0
1994-10-14,25.0
1994-10-17,24.875
1994-10-18,24.875
1994-10-19,24.75
1994-10-20,24.5
1994-10-21,24.5
1994-10-24,24.25
1994-10-25,23.75
1994-10-26,23.375
1994-10-27,23.875
1994-10-28,24.5
1994-10-31,24.125
1994-11-01,24.25
1994-11-02,24.125
1994-11-03,24.125
1994-11-04,24.125
1994-11-07,23.25
1994-11-08,23.75
1994-11-09,23.875
1994-11-10,23.75
1994-11-11,23.375
1994-11-14,23.125
1994-11-15,23.375
1994-11-16,23.125
1994-11-17,22.375
1994-11-18,22.0
1994-11-21,21.625
1994-11-22,21.625
1994-11-23,22.25
1994-11-25,21.875
1994-11-28,21.625
1994-11-29,22.75
1994-11-30,22.625
1994-12-01,22.625
1994-12-02,22.875
1994-12-05,23.125
1994-12-06,23.0
1994-12-07,23.375
1994-12-08,23.25
1994-12-09,23.0
1994-12-12,22.875
1994-12-13,23.0
1994-12-14,23.125
1994-12-15,23.25
1994-12-16,23.25
1994-12-19,23.25
1994-12-20,22.625
1994-12-21,21.625
1994-12-22,21.25
1994-12-23,21.625
1994-12-27,20.75
1994-12-28,20.625
1994-12-29,21.25
1994-12-30,21.375
1995-01-03,20.625
1995-01-04,20.125
1995-01-05,21.25
1995-01-06,20.625
1995-01-09,20.75
1995-01-10,19.875
1995-01-11,21.75
1995-01-12,21.875
1995-01-13,21.75
1995-01-16,20.75
1995-01-17,21.5
1995-01-18,21.125
1995-01-19,20.625
1995-01-20,20.25
1995-01-23,20.25
1995-01-24,20.375
1995-01-25,20.375
1995-01-26,20.375
1995-01-27,20.375
1995-01-30,19.625
1995-01-31,20.625
1995-02-01,21.0
1995-02-02,20.75
1995-02-03,21.0
1995-02-06,21.125
1995-02-07,21.125
1995-02-08,21.375
1995-02-09,21.125
1995-02-10,21.0
1995-02-13,20.75
1995-02-14,20.625
1995-02-15,19.5
1995-02-16,19.125
1995-02-17,19.25
1995-02-21,18.75
1995-02-22,19.125
1995-02-23,19.25
1995-02-24,19.125
1995-02-27,18.75
1995-02-28,19.0
1995-03-01,17.375
1995-03-02,16.75
1995-03-03,15.625
1995-03-06,15.75
1995-03-07,15.25
1995-03-08,14.375
1995-03-09,15.8125
1995-03-10,16.375
1995-03-13,17.0
1995-03-14,17.375
1995-03-15,16.875
1995-03-16,17.0
1995-03-17,16.875
1995-03-20,16.875
1995-03-21,17.0
1995-03-22,16.875
1995-03-23,16.875
1995-03-24,17.25
1995-03-27,18.125
1995-03-28,18.25
1995-03-29,18.5
1995-03-30,19.375
1995-03-31,19.0
1995-04-03,19.125
1995-04-04,19.0
1995-04-05,19.375
1995-04-06,19.75
1995-04-07,19.375
1995-04-10,19.0
1995-04-11,18.875
1995-04-12,19.5
1995-04-13,19.625
1995-04-17,19.75
1995-04-18,19.5
1995-04-19,19.75
1995-04-20,20.25
1995-04-21,20.75
1995-04-24,21.375
1995-04-25,21.875
1995-04-26,21.5
1995-04-27,21.0
1995-04-28,20.25
1995-05-01,20.375
1995-05-02,20.5625
1995-05-03,21.25
1995-05-04,20.25
1995-05-05,20.5
1995-05-08,20.0
1995-05-09,20.375
1995-05-10,20.5
1995-05-11,21.0
1995-05-12,21.0
1995-05-15,21.375
1995-05-16,21.5
1995-05-17,21.75
1995-05-18,21.5
1995-05-19,21.375
1995-05-22,21.125
1995-05-23,20.875
1995-05-24,21.0
1995-05-25,21.25
1995-05-26,20.25
1995-05-30,19.75
1995-05-31,20.25
1995-06-01,20.0
1995-06-02,20.625
1995-06-05,20.5
1995-06-06,19.5
1995-06-07,19.0
1995-06-08,19.0
1995-06-09,19.0
1995-06-12,19.5
1995-06-13,19.375
1995-06-14,19.25
1995-06-15,19.5
1995-06-16,19.375
1995-06-19,19.375
1995-06-20,19.15625
1995-06-21,19.375
1995-06-22,19.25
1995-06-23,19.125
1995-06-26,18.875
1995-06-27,19.0
1995-06-28,19.25
1995-06-29,19.25
1995-06-30,18.875
1995-07-03,19.0
1995-07-05,19.25
1995-07-06,20.25
1995-07-07,20.375
1995-07-10,20.125
1995-07-11,19.625
1995-07-12,19.875
1995-07-13,20.0
1995-07-14,20.0
1995-07-17,19.875
1995-07-18,19.375
1995-07-19,19.0
1995-07-20,19.125
1995-07-21,18.75
1995-07-24,18.75
1995-07-25,18.875
1995-07-26,18.375
1995-07-27,18.5
1995-07-28,18.125
1995-07-31,17.375
1995-08-01,18.0
1995-08-02,18.625
1995-08-03,18.75
1995-08-04,19.25
1995-08-07,19.375
1995-08-08,19.25
1995-08-09,19.703125
1995-08-10,20.0
1995-08-11,19.625
1995-08-14,19.375
1995-08-15,19.0
1995-08-16,18.875
1995-08-17,18.5
1995-08-18,18.375
1995-08-21,18.5
1995-08-22,18.375
1995-08-23,18.125
1995-08-24,18.0
1995-08-25,17.75
1995-08-28,17.375
1995-08-29,17.5
1995-08-30,17.375
1995-08-31,17.625
1995-09-01,17.875
1995-09-05,18.625
1995-09-06,18.875
1995-09-07,19.25
1995-09-08,19.0
1995-09-11,19.25
1995-09-12,19.25
1995-09-13,19.0
1995-09-14,18.875
1995-09-15,18.75
1995-09-18,19.0
1995-09-19,19.0
1995-09-20,18.875
1995-09-21,18.75
1995-09-22,18.625
1995-09-25,18.375
1995-09-26,18.5
1995-09-27,17.75
1995-09-28,18.25
1995-09-29,17.875
1995-10-02,17.875
1995-10-03,17.875
1995-10-04,17.875
1995-10-05,18.0
1995-10-06,18.0
1995-10-09,18.0
1995-10-10,18.0
1995-10-11,18.0
1995-10-12,17.875
1995-10-13,18.125
1995-10-16,17.875
1995-10-17,18.125
1995-10-18,18.0
1995-10-19,18.0
1995-10-20,18.0
1995-10-23,17.75
1995-10-24,17.875
1995-10-25,17.625
1995-10-26,17.0
1995-10-27,17.375
1995-10-30,17.375
1995-10-31,17.125
1995-11-01,17.25
1995-11-02,17.3125
1995-11-03,17.125
1995-11-06,17.0
1995-11-07,17.25
1995-11-08,17.875
1995-11-09,18.25
1995-11-10,18.375
1995-11-13,18.5
1995-11-14,18.375
1995-11-15,18.5
1995-11-16,18.5
1995-11-17,18.625
1995-11-20,18.75
1995-11-21,19.125
1995-11-22,19.25
1995-11-24,19.0
1995-11-27,18.75
1995-11-28,18.75
1995-11-29,19.25
1995-11-30,19.5
1995-12-01,19.625
1995-12-04,19.625
1995-12-05,19.5625
1995-12-06,19.625
1995-12-07,19.5
1995-12-08,19.5
1995-12-11,19.625
1995-12-12,20.0
1995-12-13,20.25
1995-12-14,20.25
1995-12-15,20.125
1995-12-18,20.0
1995-12-19,20.375
1995-12-20,20.625
1995-12-21,21.375
1995-12-22,21.75
1995-12-26,21.625
1995-12-27,21.375
1995-12-28,21.875
1995-12-29,21.625
1996-01-02,22.75
1996-01-03,23.5
1996-01-04,22.875
1996-01-05,22.875
1996-01-08,22.875
1996-01-09,22.125
1996-01-10,21.75
1996-01-11,21.375
1996-01-12,21.5
1996-01-15,21.375
1996-01-16,21.6875
1996-01-17,21.5
1996-01-18,21.5
1996-01-19,22.125
1996-01-22,22.75
1996-01-23,22.75
1996-01-24,22.5
1996-01-25,22.0
1996-01-26,22.125
1996-01-29,22.0
1996-01-30,22.625
1996-01-31,22.625
1996-02-01,22.25
1996-02-02,22.25
1996-02-05,22.125
1996-02-06,22.375
1996-02-07,22.25
1996-02-08,22.375
1996-02-09,22.625
1996-02-12,22.625
1996-02-13,22.625
1996-02-14,21.125
1996-02-15,20.75
1996-02-16,20.375
1996-02-20,20.125
1996-02-21,20.5
1996-02-22,20.875
1996-02-23,20.859375
1996-02-26,20.484375
1996-02-27,20.25
1996-02-28,19.625
1996-02-29,19.375
1996-03-01,20.625
1996-03-04,20.625
1996-03-05,21.0
1996-03-06,20.625
1996-03-07,20.625
1996-03-08,20.0
1996-03-11,20.25
1996-03-12,20.25
1996-03-13,20.375
1996-03-14,20.125
1996-03-15,19.875
1996-03-18,20.375
1996-03-19,20.125
1996-03-20,20.125
1996-03-21,20.0
1996-03-22,20.375
1996-03-25,20.75
1996-03-26,20.625
1996-03-27,20.375
1996-03-28,20.0
1996-03-29,20.125
1996-04-01,20.625
1996-04-02,20.75
1996-04-03,20.75
1996-04-04,20.875
1996-04-08,20.625
1996-04-09,20.75
1996-04-10,21.25
1996-04-11,21.875
1996-04-12,22.125
1996-04-15,22.0
1996-04-16,21.9375
1996-04-17,21.75
1996-04-18,21.75
1996-04-19,22.125
1996-04-22,22.625
1996-04-23,22.375
1996-04-24,22.25
1996-04-25,22.25
1996-04-26,22.125
1996-04-29,21.875
1996-04-30,21.875
1996-05-01,22.375
1996-05-02,22.0
1996-05-03,21.625
1996-05-06,21.75
1996-05-07,21.5
1996-05-08,21.75
1996-05-09,21.625
1996-05-10,22.0
1996-05-13,22.125
1996-05-14,22.375
1996-05-15,23.375
1996-05-16,23.25
1996-05-17,23.5
1996-05-20,23.5
1996-05-21,22.875
1996-05-22,22.625
1996-05-23,22.5
1996-05-24,22.25
1996-05-28,22.25
1996-05-29,22.125
1996-05-30,22.25
1996-05-31,22.0
1996-06-03,21.5
1996-06-04,21.625
1996-06-05,22.25
1996-06-06,22.25
1996-06-07,22.25
1996-06-10,22.375
1996-06-11,22.0
1996-06-12,21.875
1996-06-13,22.25
1996-06-14,22.125
1996-06-17,22.25
1996-06-18,22.125
1996-06-19,22.25
1996-06-20,22.25
1996-06-21,22.5
1996-06-24,23.0
1996-06-25,23.0
1996-06-26,22.875
1996-06-27,22.75
1996-06-28,22.5
1996-07-01,22.5
1996-07-02,22.5
1996-07-03,22.75
1996-07-05,22.5
1996-07-08,22.0
1996-07-09,22.0
1996-07-10,22.0
1996-07-11,21.875
1996-07-12,22.0
1996-07-15,21.375
1996-07-16,21.25
1996-07-17,21.375
1996-07-18,21.625
1996-07-19,21.5
1996-07-22,21.5
1996-07-23,21.5
1996-07-24,21.125
1996-07-25,21.0
1996-07-26,21.0
1996-07-29,20.25
1996-07-30,21.125
1996-07-31,21.0
1996-08-01,21.25
1996-08-02,22.0
1996-08-05,21.75
1996-08-06,21.75
1996-08-07,22.5
1996-08-08,22.875
1996-08-09,22.5
1996-08-12,22.375
1996-08-13,21.5
1996-08-14,21.75
1996-08-15,22.125
1996-08-16,22.375
1996-08-19,22.5
1996-08-20,22.25
1996-08-21,21.75
1996-08-22,21.25
1996-08-23,20.875
1996-08-26,20.875
1996-08-27,21.625
1996-08-28,21.125
1996-08-29,20.75
1996-08-30,21.125
1996-09-03,21.625
1996-09-04,21.625
1996-09-05,21.75
1996-09-06,22.25
1996-09-09,22.75
1996-09-10,22.5
1996-09-11,22.625
1996-09-12,22.875
1996-09-13,23.25
1996-09-16,22.875
1996-09-17,22.625
1996-09-18,22.75
1996-09-19,23.0
1996-09-20,22.875
1996-09-23,22.875
1996-09-24,22.875
1996-09-25,22.75
1996-09-26,22.75
1996-09-27,23.0
1996-09-30,22.875
1996-10-01,22.75
1996-10-02,22.75
1996-10-03,22.875
1996-10-04,22.875
1996-10-07,23.5
1996-10-08,24.125
1996-10-09,23.875
1996-10-10,24.0
1996-10-11,23.75
1996-10-14,23.75
1996-10-15,24.0
1996-10-16,23.5
1996-10-17,23.5
1996-10-18,23.25
1996-10-21,22.875
1996-10-22,22.75
1996-10-23,22.75
1996-10-24,22.875
1996-10-25,22.75
1996-10-28,22.875
1996-10-29,23.0
1996-10-30,22.875
1996-10-31,22.75
1996-11-01,22.75
1996-11-04,22.875
1996-11-05,23.0
1996-11-06,22.75
1996-11-07,23.0
1996-11-08,22.875
1996-11-11,23.0
1996-11-12,23.0
1996-11-13,23.0
1996-11-14,23.125
1996-11-15,23.125
1996-11-18,23.75
1996-11-19,23.875
1996-11-20,23.75
1996-11-21,23.875
1996-11-22,23.75
1996-11-25,23.75
1996-11-26,23.5
1996-11-27,23.25
1996-11-29,23.25
1996-12-02,23.484375
1996-12-03,23.25
1996-12-04,23.125
1996-12-05,23.5
1996-12-06,23.25
1996-12-09,23.75
1996-12-10,23.875
1996-12-11,23.8125
1996-12-12,23.0
1996-12-13,23.125
1996-12-16,23.375
1996-12-17,23.625
1996-12-18,23.75
1996-12-19,23.875
1996-12-20,23.875
1996-12-23,24.875
1996-12-24,24.875
1996-12-26,25.0
1996-12-27,25.375
1996-12-30,25.375
1996-12-31,25.25
1997-01-02,25.25
1997-01-03,25.0
1997-01-06,25.125
1997-01-07,25.875
1997-01-08,26.875
1997-01-09,27.375
1997-01-10,27.5
1997-01-13,27.375
1997-01-14,28.0
1997-01-15,28.625
1997-01-16,28.5
1997-01-17,28.375
1997-01-20,28.125
1997-01-21,28.25
1997-01-22,28.25
1997-01-23,27.875
1997-01-24,27.25
1997-01-27,26.875
1997-01-28,27.125
1997-01-29,27.75
1997-01-30,27.875
1997-01-31,27.875
1997-02-03,27.984375
1997-02-04,28.375
1997-02-05,28.0
1997-02-06,27.5
1997-02-07,26.984375
1997-02-10,26.875
1997-02-11,27.125
1997-02-12,27.734375
1997-02-13,28.015625
1997-02-14,27.75
1997-02-18,27.734375
1997-02-19,27.625
1997-02-20,27.125
1997-02-21,27.484375
1997-02-24,28.265625
1997-02-25,28.125
1997-02-26,27.515625
1997-02-27,27.0
1997-02-28,26.625
1997-03-03,26.375
1997-03-04,26.5
1997-03-05,26.515625
1997-03-06,26.5
1997-03-07,26.5
1997-03-10,27.0
1997-03-11,27.125
1997-03-12,27.0625
1997-03-13,26.875
1997-03-14,26.75
1997-03-17,26.5
1997-03-18,26.75
1997-03-19,26.5
1997-03-20,26.765625
1997-03-21,27.0
1997-03-24,27.25
1997-03-25,26.875
1997-03-26,27.0
1997-03-27,26.5
1997-03-31,26.5
1997-04-01,27.234375
1997-04-02,27.375
1997-04-03,26.875
1997-04-04,27.0
1997-04-07,27.0
1997-04-08,26.875
1997-04-09,26.75
1997-04-10,26.75
1997-04-11,26.25
1997-04-14,25.875
1997-04-15,26.25
1997-04-16,26.515625
1997-04-17,26.75
1997-04-18,26.625
1997-04-21,26.75
1997-04-22,27.015625
1997-04-23,27.625
1997-04-24,27.75
1997-04-25,27.5
1997-04-28,27.25
1997-04-29,27.75
1997-04-30,27.625
1997-05-01,27.375
1997-05-02,28.0
1997-05-05,28.125
1997-05-06,28.0
1997-05-07,27.875
1997-05-08,28.375
1997-05-09,28.5
1997-05-12,28.625
1997-05-13,29.0
1997-05-14,28.875
1997-05-15,29.125
1997-05-16,29.0
1997-05-19,29.0
1997-05-20,29.375
1997-05-21,30.125
1997-05-22,29.875
1997-05-23,29.75
1997-05-27,29.8125
1997-05-28,30.0
1997-05-29,29.625
1997-05-30,29.875
1997-06-02,30.25
1997-06-03,30.5
1997-06-04,30.75
1997-06-05,30.625
1997-06-06,30.625
1997-06-09,30.5
1997-06-10,30.875
1997-06-11,30.625
1997-06-12,30.75
1997-06-13,31.125
1997-06-16,31.125
1997-06-17,31.25
1997-06-18,31.375
1997-06-19,31.625
1997-06-20,31.75
1997-06-23,31.375
1997-06-24,31.375
1997-06-25,31.3125
1997-06-26,31.0625
1997-06-27,30.625
1997-06-30,30.75
1997-07-01,31.0
1997-07-02,30.875
1997-07-03,30.984375
1997-07-07,31.5
1997-07-08,31.5
1997-07-09,31.625
1997-07-10,31.4375
1997-07-11,31.125
1997-07-14,30.6875
1997-07-15,30.4375
1997-07-16,30.0
1997-07-17,30.125
1997-07-18,29.75
1997-07-21,28.9375
1997-07-22,29.625
1997-07-23,30.25
1997-07-24,30.5
1997-07-25,30.5625
1997-07-28,31.0
1997-07-29,31.6875
1997-07-30,32.0
1997-07-31,32.3125
1997-08-01,32.25
1997-08-04,31.6875
1997-08-05,31.9375
1997-08-06,32.8125
1997-08-07,32.375
1997-08-08,32.0
1997-08-11,32.0625
1997-08-12,32.0625
1997-08-13,31.875
1997-08-14,31.8125
1997-08-15,31.375
1997-08-18,31.125
1997-08-19,31.6875
1997-08-20,32.25
1997-08-21,32.75
1997-08-22,32.25
1997-08-25,32.25
1997-08-26,32.875
1997-08-27,33.625
1997-08-28,33.4375
1997-08-29,32.5625
1997-09-02,33.3125
1997-09-03,34.25
1997-09-04,34.4375
1997-09-05,34.4375
1997-09-08,34.8125
1997-09-09,34.9375
1997-09-10,33.8125
1997-09-11,33.375
1997-09-12,34.125
1997-09-15,33.875
1997-09-16,34.625
1997-09-17,34.75
1997-09-18,35.4375
1997-09-19,35.3125
1997-09-22,35.375
1997-09-23,35.75
1997-09-24,36.875
1997-09-25,37.125
1997-09-26,37.25
1997-09-29,37.0
1997-09-30,36.8125
1997-10-01,36.5
1997-10-02,36.6875
1997-10-03,36.4375
1997-10-06,36.5
1997-10-07,36.8125
1997-10-08,36.5
1997-10-09,36.625
1997-10-10,36.625
1997-10-13,36.75
1997-10-14,36.75
1997-10-15,37.0
1997-10-16,37.4375
1997-10-17,37.375
1997-10-20,37.5
1997-10-21,38.125
1997-10-22,38.0
1997-10-23,35.875
1997-10-24,34.4375
1997-10-27,30.5
1997-10-28,32.625
1997-10-29,32.8125
1997-10-30,31.0625
1997-10-31,32.0
1997-11-03,33.5
1997-11-04,33.625
1997-11-05,33.0625
1997-11-06,33.0
1997-11-07,31.75
1997-11-10,31.5625
1997-11-11,31.375
1997-11-12,30.125
1997-11-13,30.6875
1997-11-14,30.875
1997-11-17,31.9375
1997-11-18,31.75
1997-11-19,32.0
1997-11-20,32.75
1997-11-21,33.9375
1997-11-24,33.0
1997-11-25,33.125
1997-11-26,33.875
1997-11-28,33.625
1997-12-01,33.0
1997-12-02,33.0
1997-12-03,33.3125
1997-12-04,34.125
1997-12-05,34.625
1997-12-08,35.5
1997-12-09,34.9375
1997-12-10,33.25
1997-12-11,31.375
1997-12-12,31.0625
1997-12-15,32.9375
1997-12-16,33.25
1997-12-17,32.9375
1997-12-18,31.875
1997-12-19,31.75
1997-12-22,32.0
1997-12-23,31.625
1997-12-24,31.5
1997-12-26,31.5
1997-12-29,32.8125
1997-12-30,33.625
1997-12-31,34.1875
1998-01-02,34.25
1998-01-05,33.5625
1998-01-06,31.4375
1998-01-07,31.875
1998-01-08,30.171875
1998-01-09,29.3125
1998-01-12,29.515625
1998-01-13,31.1875
1998-01-14,31.9375
1998-01-15,31.8125
1998-01-16,31.9375
1998-01-20,32.0625
1998-01-21,31.5625
1998-01-22,29.9375
1998-01-23,29.0625
1998-01-26,29.5625
1998-01-27,30.0
1998-01-28,30.8125
1998-01-29,30.5625
1998-01-30,30.4375
1998-02-02,31.5625
1998-02-03,32.125
1998-02-04,32.0
1998-02-05,32.375
1998-02-06,32.6875
1998-02-09,32.25
1998-02-10,32.5625
1998-02-11,32.0
1998-02-12,31.375
1998-02-13,30.9375
1998-02-17,30.9375
1998-02-18,30.9375
1998-02-19,31.5
1998-02-20,31.25
1998-02-23,30.5
1998-02-24,30.375
1998-02-25,31.0
1998-02-26,31.4375
1998-02-27,31.625
1998-03-02,31.875
1998-03-03,31.9375
1998-03-04,32.1875
1998-03-05,31.9375
1998-03-06,32.0625
1998-03-09,31.4375
1998-03-10,31.5
1998-03-11,32.3125
1998-03-12,32.8125
1998-03-13,33.0
1998-03-16,32.6875
1998-03-17,31.6875
1998-03-18,31.9375
1998-03-19,31.875
1998-03-20,32.625
1998-03-23,34.5
1998-03-24,33.8125
1998-03-25,34.0
1998-03-26,34.5
1998-03-27,34.125
1998-03-30,34.3125
1998-03-31,34.0
1998-04-01,34.25
1998-04-02,34.5625
1998-04-03,33.8125
1998-04-06,33.25
1998-04-07,32.5
1998-04-08,32.5625
1998-04-09,33.125
1998-04-13,33.0625
1998-04-14,33.3125
1998-04-15,33.5
1998-04-16,33.8125
1998-04-17,34.1875
1998-04-20,34.125
1998-04-21,33.875
1998-04-22,33.6875
1998-04-23,33.3125
1998-04-24,33.0625
1998-04-27,32.75
1998-04-28,33.8125
1998-04-29,34.125
1998-04-30,34.875
1998-05-01,36.0
1998-05-04,35.75
1998-05-05,35.625
1998-05-06,34.875
1998-05-07,34.625
1998-05-08,35.125
1998-05-11,35.0
1998-05-12,34.875
1998-05-13,34.75
1998-05-14,34.75
1998-05-15,35.0
1998-05-18,33.5
1998-05-19,33.5625
1998-05-20,33.8125
1998-05-21,33.5
1998-05-22,32.6875
1998-05-26,31.4375
1998-05-27,31.8125
1998-05-28,31.625
1998-05-29,31.125
1998-06-01,30.375
1998-06-02,31.4375
1998-06-03,31.3125
1998-06-04,31.625
1998-06-05,31.75
1998-06-08,31.625
1998-06-09,30.875
1998-06-10,30.1875
1998-06-11,30.0625
1998-06-12,30.1875
1998-06-15,29.25
1998-06-16,29.0
1998-06-17,30.0
1998-06-18,28.8125
1998-06-19,28.875
1998-06-22,28.6875
