Date,VSAT
1997-07-02,7.03125
1997-07-03,7.0
1997-07-07,7.09375
1997-07-08,7.09375
1997-07-09,6.125
1997-07-10,6.75
1997-07-11,7.0625
1997-07-14,7.0625
1997-07-15,7.0625
1997-07-16,7.125
1997-07-17,7.125
1997-07-18,6.9375
1997-07-21,6.9375
1997-07-22,7.5
1997-07-23,7.25
1997-07-24,7.5
1997-07-25,7.5625
1997-07-28,8.375
1997-07-29,8.875
1997-07-30,9.0625
1997-07-31,9.25
1997-08-01,8.8125
1997-08-04,9.0
1997-08-05,9.1875
1997-08-06,9.5625
1997-08-07,9.5
1997-08-08,9.0625
1997-08-11,8.8125
1997-08-12,8.5625
1997-08-13,9.125
1997-08-14,8.625
1997-08-15,8.75
1997-08-18,9.0
1997-08-19,9.0625
1997-08-20,9.0625
1997-08-21,9.5
1997-08-22,9.5
1997-08-25,9.1875
1997-08-26,8.9375
1997-08-27,9.375
1997-08-28,8.9375
1997-08-29,8.875
1997-09-02,9.0
1997-09-03,9.1875
1997-09-04,9.125
1997-09-05,9.125
1997-09-08,9.125
1997-09-09,9.25
1997-09-10,8.875
1997-09-11,9.1875
1997-09-12,10.5
1997-09-15,11.1875
1997-09-16,9.9375
1997-09-17,10.5
1997-09-18,10.28125
1997-09-19,10.3125
1997-09-22,10.0
1997-09-23,10.5
1997-09-24,10.5
1997-09-25,10.4375
1997-09-26,10.625
1997-09-29,10.375
1997-09-30,10.375
1997-10-01,10.1875
1997-10-02,10.34375
1997-10-03,11.03125
1997-10-06,11.9375
1997-10-07,11.875
1997-10-08,11.5625
1997-10-09,11.625
1997-10-10,11.375
1997-10-13,11.625
1997-10-14,11.5625
1997-10-15,11.5
1997-10-16,10.9375
1997-10-17,10.875
1997-10-20,10.8125
1997-10-21,11.125
1997-10-22,11.0625
1997-10-23,10.75
1997-10-24,10.25
1997-10-27,8.5625
1997-10-28,9.421875
1997-10-29,9.28125
1997-10-30,8.9375
1997-10-31,9.1875
1997-11-03,9.125
1997-11-04,9.0
1997-11-05,9.0
1997-11-06,8.90625
1997-11-07,8.5625
1997-11-10,8.4375
1997-11-11,8.875
1997-11-12,8.46875
1997-11-13,8.625
1997-11-14,8.5
1997-11-17,8.625
1997-11-18,8.5
1997-11-19,8.5625
1997-11-20,8.375
1997-11-21,8.25
1997-11-24,8.0625
1997-11-25,8.0
1997-11-26,7.9375
1997-11-28,7.6875
1997-12-01,7.4375
1997-12-02,7.5
1997-12-03,6.875
1997-12-04,6.90625
1997-12-05,7.03125
1997-12-08,7.5625
1997-12-09,7.4375
1997-12-10,7.15625
1997-12-11,6.78125
1997-12-12,6.75
1997-12-15,6.625
1997-12-16,6.1875
1997-12-17,6.3125
1997-12-18,6.1875
1997-12-19,6.0
1997-12-22,6.0625
1997-12-23,5.9375
1997-12-24,5.84375
1997-12-26,5.84375
1997-12-29,5.875
1997-12-30,6.3125
1997-12-31,6.8125
1998-01-02,6.90625
1998-01-05,6.9375
1998-01-06,6.9375
1998-01-07,6.9375
1998-01-08,6.875
1998-01-09,6.65625
1998-01-12,6.4375
1998-01-13,7.0625
1998-01-14,6.9375
1998-01-15,6.875
1998-01-16,6.9375
1998-01-20,7.40625
1998-01-21,7.6875
1998-01-22,7.40625
1998-01-23,7.5
1998-01-26,7.5
1998-01-27,7.53125
1998-01-28,7.4375
1998-01-29,7.375
1998-01-30,7.5
1998-02-02,7.625
1998-02-03,7.59375
1998-02-04,8.0
1998-02-05,7.90625
1998-02-06,7.875
1998-02-09,7.6875
1998-02-10,8.09375
1998-02-11,8.0625
1998-02-12,8.0625
1998-02-13,8.0625
1998-02-17,7.78125
1998-02-18,7.75
1998-02-19,7.46875
1998-02-20,7.71875
1998-02-23,7.625
1998-02-24,7.4375
1998-02-25,7.875
1998-02-26,8.0625
1998-02-27,8.15625
1998-03-02,8.5
1998-03-03,8.40625
1998-03-04,8.625
1998-03-05,8.40625
1998-03-06,8.5625
1998-03-09,8.8125
1998-03-10,8.5
1998-03-11,8.625
1998-03-12,8.75
1998-03-13,8.75
1998-03-16,8.5
1998-03-17,8.375
1998-03-18,8.5
1998-03-19,8.5
1998-03-20,8.25
1998-03-23,8.625
1998-03-24,9.15625
1998-03-25,9.46875
1998-03-26,9.4375
1998-03-27,9.0625
1998-03-30,8.75
1998-03-31,8.875
1998-04-01,9.125
1998-04-02,9.375
1998-04-03,9.0625
1998-04-06,8.0
1998-04-07,7.90625
1998-04-08,7.9375
1998-04-09,8.0625
1998-04-13,7.625
1998-04-14,7.875
1998-04-15,7.84375
1998-04-16,7.5
1998-04-17,7.5
1998-04-20,7.625
1998-04-21,7.59375
1998-04-22,7.4375
1998-04-23,7.5
1998-04-24,7.5625
1998-04-27,7.0
1998-04-28,7.0
1998-04-29,7.25
1998-04-30,7.75
1998-05-01,7.8125
1998-05-04,7.75
1998-05-05,7.5
1998-05-06,8.0
1998-05-07,7.75
1998-05-08,7.515625
1998-05-11,7.5625
1998-05-12,7.59375
1998-05-13,8.125
1998-05-14,8.25
1998-05-15,8.125
1998-05-18,8.0
1998-05-19,8.0
1998-05-20,8.4375
1998-05-21,8.375
1998-05-22,8.375
1998-05-26,8.5
1998-05-27,8.46875
1998-05-28,8.46875
1998-05-29,8.40625
1998-06-01,8.53125
1998-06-02,8.53125
1998-06-03,8.5
1998-06-04,8.1875
1998-06-05,7.6875
1998-06-08,7.9375
1998-06-09,8.34375
1998-06-10,8.21875
1998-06-11,7.9375
1998-06-12,7.875
1998-06-15,8.25
1998-06-16,8.5
1998-06-17,8.8125
1998-06-18,9.21875
1998-06-19,9.53125
1998-06-22,9.8125
1998-06-23,9.9375
1998-06-24,9.78125
1998-06-25,9.5
1998-06-26,9.90625
1998-06-29,9.90625
1998-06-30,9.59375
1998-07-01,9.21875
1998-07-02,8.6875
1998-07-06,9.0625
1998-07-07,8.96875
1998-07-08,8.84375
1998-07-09,8.875
1998-07-10,9.375
1998-07-13,9.875
1998-07-14,9.40625
1998-07-15,9.375
1998-07-16,9.3125
1998-07-17,9.0
1998-07-20,8.875
1998-07-21,8.8125
1998-07-22,8.8125
1998-07-23,8.65625
1998-07-24,8.75
1998-07-27,9.25
1998-07-28,8.9375
1998-07-29,9.0
1998-07-30,9.0
1998-07-31,8.75
1998-08-03,8.3125
1998-08-04,8.0
1998-08-05,8.5625
1998-08-06,8.625
1998-08-07,8.125
1998-08-10,8.0625
1998-08-11,8.0
1998-08-12,7.875
1998-08-13,7.8125
1998-08-14,7.75
1998-08-17,6.875
1998-08-18,7.25
1998-08-19,7.3125
1998-08-20,7.25
1998-08-21,6.875
1998-08-24,7.0625
1998-08-25,7.0
1998-08-26,6.5
1998-08-27,6.375
1998-08-28,6.125
1998-08-31,5.25
1998-09-01,5.25
1998-09-02,5.375
1998-09-03,5.4375
1998-09-04,5.4375
1998-09-08,5.9375
1998-09-09,5.625
1998-09-10,4.9375
1998-09-11,5.0
1998-09-14,4.6875
1998-09-15,4.75
1998-09-16,4.84375
1998-09-17,4.75
1998-09-18,4.875
1998-09-21,4.71875
1998-09-22,4.8125
1998-09-23,4.78125
1998-09-24,4.65625
1998-09-25,4.5
1998-09-28,4.53125
1998-09-29,4.53125
1998-09-30,4.125
1998-10-01,4.0
1998-10-02,4.125
1998-10-05,3.875
1998-10-06,3.75
1998-10-07,3.625
1998-10-08,3.5
1998-10-09,3.75
1998-10-12,4.5
1998-10-13,4.375
1998-10-14,4.625
1998-10-15,4.59375
1998-10-16,4.5625
1998-10-19,4.5
1998-10-20,4.5
1998-10-21,4.5
1998-10-22,4.5
1998-10-23,4.6875
1998-10-26,4.5625
1998-10-27,4.5625
1998-10-28,4.5
1998-10-29,4.75
1998-10-30,5.46875
1998-11-02,6.15625
1998-11-03,6.3125
1998-11-04,6.125
1998-11-05,6.1875
1998-11-06,5.625
1998-11-09,5.40625
1998-11-10,5.6875
1998-11-11,5.4375
1998-11-12,5.375
1998-11-13,5.25
1998-11-16,5.1875
1998-11-17,4.8125
1998-11-18,5.25
1998-11-19,5.09375
1998-11-20,4.9375
1998-11-23,4.9375
1998-11-24,4.9375
1998-11-25,4.8125
1998-11-27,4.75
1998-11-30,4.625
1998-12-01,4.65625
1998-12-02,4.8125
1998-12-03,4.71875
1998-12-04,5.125
1998-12-07,5.0
1998-12-08,4.8125
1998-12-09,4.96875
1998-12-10,4.75
1998-12-11,4.65625
1998-12-14,4.65625
1998-12-15,4.65625
1998-12-16,4.6875
1998-12-17,4.625
1998-12-18,4.6875
1998-12-21,4.625
1998-12-22,4.5625
1998-12-23,4.5
1998-12-24,4.46875
1998-12-28,4.1875
1998-12-29,4.25
1998-12-30,4.5
1998-12-31,5.03125
1999-01-04,5.90625
1999-01-05,6.125
1999-01-06,6.0
1999-01-07,6.0
1999-01-08,5.8125
1999-01-11,5.78125
1999-01-12,5.3125
1999-01-13,5.46875
1999-01-14,5.3125
1999-01-15,5.6875
1999-01-19,5.6875
1999-01-20,5.625
1999-01-21,5.25
1999-01-22,5.28125
1999-01-25,5.25
1999-01-26,5.25
1999-01-27,5.25
1999-01-28,5.1875
1999-01-29,5.296875
1999-02-01,5.4375
1999-02-02,5.3125
1999-02-03,5.1875
1999-02-04,5.25
1999-02-05,5.0625
1999-02-08,5.0625
1999-02-09,4.90625
1999-02-10,4.90625
1999-02-11,5.0
1999-02-12,5.0
1999-02-16,5.0
1999-02-17,4.875
1999-02-18,4.8125
1999-02-19,4.8125
1999-02-22,4.875
1999-02-23,4.875
1999-02-24,4.9375
1999-02-25,4.875
1999-02-26,4.875
1999-03-01,4.875
1999-03-02,4.9375
1999-03-03,4.8125
1999-03-04,4.75
1999-03-05,4.75
1999-03-08,4.75
1999-03-09,4.6875
1999-03-10,4.625
1999-03-11,5.0
1999-03-12,4.71875
1999-03-15,4.5625
1999-03-16,4.5625
1999-03-17,4.5625
1999-03-18,4.5625
1999-03-19,4.53125
1999-03-22,4.5625
1999-03-23,4.4375
1999-03-24,4.5
1999-03-25,4.5625
1999-03-26,4.5
1999-03-29,4.375
1999-03-30,4.4375
1999-03-31,4.46875
1999-04-01,4.5625
1999-04-05,4.53125
1999-04-06,4.28125
1999-04-07,4.375
1999-04-08,4.1875
1999-04-09,4.3125
1999-04-12,4.375
1999-04-13,4.25
1999-04-14,4.375
1999-04-15,4.3125
1999-04-16,4.40625
1999-04-19,4.25
1999-04-20,4.375
1999-04-21,4.0
1999-04-22,4.0625
1999-04-23,4.375
1999-04-26,4.1875
1999-04-27,4.15625
1999-04-28,4.4375
1999-04-29,4.53125
1999-04-30,4.75
1999-05-03,4.78125
1999-05-04,4.9375
1999-05-05,4.8125
1999-05-06,4.875
1999-05-07,5.03125
1999-05-10,5.40625
1999-05-11,5.5
1999-05-12,5.5625
1999-05-13,5.75
1999-05-14,5.4375
1999-05-17,5.75
1999-05-18,5.5625
1999-05-19,5.15625
1999-05-20,5.125
1999-05-21,5.1875
1999-05-24,5.46875
1999-05-25,5.53125
1999-05-26,5.375
1999-05-27,5.3125
1999-05-28,5.625
1999-06-01,5.5
1999-06-02,5.46875
1999-06-03,5.75
1999-06-04,5.625
1999-06-07,5.84375
1999-06-08,5.8125
1999-06-09,5.78125
1999-06-10,5.78125
1999-06-11,5.78125
1999-06-14,5.8125
1999-06-15,5.75
1999-06-16,6.03125
1999-06-17,6.1875
1999-06-18,6.1875
1999-06-21,6.25
1999-06-22,6.21875
1999-06-23,6.40625
1999-06-24,6.53125
1999-06-25,6.6875
1999-06-28,7.1875
1999-06-29,7.625
1999-06-30,7.625
1999-07-01,7.5625
1999-07-02,8.1875
1999-07-06,8.4375
1999-07-07,8.4375
1999-07-08,8.4375
1999-07-09,8.25
1999-07-12,8.0625
1999-07-13,7.71875
1999-07-14,7.3125
1999-07-15,7.40625
1999-07-16,8.4375
1999-07-19,9.4375
1999-07-20,9.15625
1999-07-21,8.28125
1999-07-22,7.96875
1999-07-23,8.5
1999-07-26,8.375
1999-07-27,8.625
1999-07-28,8.5
1999-07-29,7.8125
1999-07-30,8.0
1999-08-02,8.0
1999-08-03,8.0625
1999-08-04,7.53125
1999-08-05,7.59375
1999-08-06,7.5625
1999-08-09,7.0625
1999-08-10,6.8125
1999-08-11,7.3125
1999-08-12,7.5
1999-08-13,7.75
1999-08-16,7.96875
1999-08-17,7.9375
1999-08-18,7.5625
1999-08-19,7.40625
1999-08-20,7.375
1999-08-23,7.46875
1999-08-24,7.4375
1999-08-25,7.4375
1999-08-26,7.5
1999-08-27,7.59375
1999-08-30,7.5
1999-08-31,7.40625
1999-09-01,7.28125
1999-09-02,7.21875
1999-09-03,7.40625
1999-09-07,7.34375
1999-09-08,7.34375
1999-09-09,7.40625
1999-09-10,7.4375
1999-09-13,7.6875
1999-09-14,7.6875
1999-09-15,8.1875
1999-09-16,8.75
1999-09-17,9.71875
1999-09-20,9.5
1999-09-21,9.59375
1999-09-22,9.03125
1999-09-23,8.59375
1999-09-24,8.1875
1999-09-27,9.125
1999-09-28,9.125
1999-09-29,8.8125
1999-09-30,8.9375
1999-10-01,9.0625
1999-10-04,10.84375
1999-10-05,10.5
1999-10-06,11.375
1999-10-07,11.75
1999-10-08,12.28125
1999-10-11,12.4375
1999-10-12,11.4375
1999-10-13,11.5
1999-10-14,11.4375
1999-10-15,11.3125
1999-10-18,11.0
1999-10-19,11.4375
1999-10-20,11.90625
1999-10-21,12.25
1999-10-22,12.5625
1999-10-25,13.375
1999-10-26,13.25
1999-10-27,13.5625
1999-10-28,13.5
1999-10-29,13.25
1999-11-01,12.75
1999-11-02,12.25
1999-11-03,13.125
1999-11-04,13.0
1999-11-05,12.5625
1999-11-08,12.125
1999-11-09,12.03125
1999-11-10,12.125
1999-11-11,13.0625
1999-11-12,13.1875
1999-11-15,12.625
1999-11-16,12.4375
1999-11-17,12.5
1999-11-18,12.4375
1999-11-19,12.375
1999-11-22,12.96875
1999-11-23,12.4375
1999-11-24,12.5
1999-11-26,12.625
1999-11-29,12.28125
1999-11-30,12.90625
1999-12-01,14.4375
1999-12-02,16.0
1999-12-03,15.875
1999-12-06,15.8125
1999-12-07,14.9375
1999-12-08,15.625
1999-12-09,15.1875
1999-12-10,19.5
1999-12-13,21.875
1999-12-14,21.0
1999-12-15,19.5
1999-12-16,20.5
1999-12-17,21.5
1999-12-20,24.0625
1999-12-21,26.5
1999-12-22,27.5625
1999-12-23,27.5
1999-12-27,26.1875
1999-12-28,25.0
1999-12-29,23.1875
1999-12-30,24.0625
1999-12-31,24.9375
2000-01-03,24.0
2000-01-04,22.75
2000-01-05,23.15625
2000-01-06,23.375
2000-01-07,26.9375
2000-01-10,28.71875
2000-01-11,26.5625
2000-01-12,26.25
2000-01-13,26.375
2000-01-14,26.125
2000-01-18,26.375
2000-01-19,30.9375
2000-01-20,37.625
2000-01-21,37.6875
2000-01-24,34.375
2000-01-25,34.9375
2000-01-26,34.3125
2000-01-27,34.5625
2000-01-28,36.375
2000-01-31,33.9375
2000-02-01,33.875
2000-02-02,33.8125
2000-02-03,35.75
2000-02-04,37.0625
2000-02-07,37.1875
2000-02-08,40.0
2000-02-09,39.5
2000-02-10,38.625
2000-02-11,36.375
2000-02-14,36.4375
2000-02-15,36.25
2000-02-16,38.75
2000-02-17,37.75
2000-02-18,38.0
2000-02-22,36.125
2000-02-23,36.4375
2000-02-24,36.625
2000-02-25,36.0
2000-02-28,36.375
2000-02-29,39.0
2000-03-01,43.3125
2000-03-02,44.0
2000-03-03,43.875
2000-03-06,49.75
2000-03-07,49.25
2000-03-08,46.75
2000-03-09,47.46875
2000-03-10,46.75
2000-03-13,44.9375
2000-03-14,44.5
2000-03-15,43.0
2000-03-16,42.757813
2000-03-17,45.0
2000-03-20,44.4375
2000-03-21,42.75
2000-03-22,43.0
2000-03-23,46.0
2000-03-24,45.4375
2000-03-27,45.3125
2000-03-28,45.0625
2000-03-29,40.25
2000-03-30,38.03125
2000-03-31,36.0
2000-04-03,32.0
2000-04-04,23.75
2000-04-05,30.625
2000-04-06,32.8125
2000-04-07,34.5
2000-04-10,29.75
2000-04-11,27.65625
2000-04-12,25.0
2000-04-13,25.75
2000-04-14,20.375
2000-04-17,16.53125
2000-04-18,17.0625
2000-04-19,16.53125
2000-04-20,17.25
2000-04-24,16.25
2000-04-25,17.59375
2000-04-26,19.8125
2000-04-27,21.007813
2000-04-28,23.40625
2000-05-01,23.0
2000-05-02,21.53125
2000-05-03,21.25
2000-05-04,19.78125
2000-05-05,22.125
2000-05-08,20.75
2000-05-09,19.03125
2000-05-10,17.1875
2000-05-11,16.96875
2000-05-12,18.375
2000-05-15,18.78125
2000-05-16,19.84375
2000-05-17,21.5
2000-05-18,22.3125
2000-05-19,21.5
2000-05-22,21.546875
2000-05-23,19.9375
2000-05-24,19.59375
2000-05-25,19.59375
2000-05-26,17.9375
2000-05-30,18.5
2000-05-31,19.5625
2000-06-01,18.375
2000-06-02,18.625
2000-06-05,19.5
2000-06-06,20.65625
2000-06-07,20.96875
2000-06-08,21.4375
2000-06-09,22.0
2000-06-12,24.4375
2000-06-13,24.25
2000-06-14,23.59375
2000-06-15,24.75
2000-06-16,24.15625
2000-06-19,24.59375
2000-06-20,27.507813
2000-06-21,27.34375
2000-06-22,21.84375
2000-06-23,23.15625
2000-06-26,26.0625
2000-06-27,27.0
2000-06-28,26.21875
2000-06-29,27.75
2000-06-30,27.125
2000-07-03,27.0625
2000-07-05,26.3125
2000-07-06,26.40625
2000-07-07,25.0625
2000-07-10,26.0625
2000-07-11,26.023438
2000-07-12,27.0
2000-07-13,27.875
2000-07-14,27.4375
2000-07-17,27.3125
2000-07-18,27.59375
2000-07-19,27.375
2000-07-20,29.375
2000-07-21,28.0
2000-07-24,27.25
2000-07-25,26.96875
2000-07-26,27.0625
2000-07-27,24.6875
2000-07-28,23.0
2000-07-31,24.75
2000-08-01,23.0
2000-08-02,21.0
2000-08-03,20.46875
2000-08-04,20.15625
2000-08-07,19.9375
2000-08-08,19.3125
2000-08-09,21.0
2000-08-10,21.21875
2000-08-11,22.5
2000-08-14,23.25
2000-08-15,22.5
2000-08-16,22.53125
2000-08-17,23.0
2000-08-18,22.25
2000-08-21,22.75
2000-08-22,22.90625
2000-08-23,22.5
2000-08-24,22.875
2000-08-25,23.3125
2000-08-28,25.5625
2000-08-29,27.8125
2000-08-30,30.375
2000-08-31,29.9375
2000-09-01,30.9375
2000-09-05,31.0
2000-09-06,29.0
2000-09-07,29.5
2000-09-08,27.9375
2000-09-11,26.875
2000-09-12,25.25
2000-09-13,27.0
2000-09-14,26.3125
2000-09-15,26.125
2000-09-18,25.6875
2000-09-19,28.0
2000-09-20,26.9375
2000-09-21,24.125
2000-09-22,24.5
2000-09-25,22.0
2000-09-26,23.4375
2000-09-27,22.9375
2000-09-28,24.1875
2000-09-29,22.375
2000-10-02,22.125
2000-10-03,20.5625
2000-10-04,20.1875
2000-10-05,18.0
2000-10-06,20.9375
2000-10-09,19.75
2000-10-10,16.0
2000-10-11,16.75
2000-10-12,15.3125
2000-10-13,16.5
2000-10-16,15.3125
2000-10-17,15.125
2000-10-18,16.1875
2000-10-19,19.4375
2000-10-20,20.4375
2000-10-23,21.0
2000-10-24,19.0625
2000-10-25,18.0625
2000-10-26,19.0
2000-10-27,21.6875
2000-10-30,17.75
2000-10-31,22.0
2000-11-01,20.625
2000-11-02,21.875
2000-11-03,22.0
2000-11-06,19.0
2000-11-07,20.125
2000-11-08,18.5625
2000-11-09,18.375
2000-11-10,17.3125
2000-11-13,18.9375
2000-11-14,19.75
2000-11-15,18.1875
2000-11-16,17.75
2000-11-17,17.125
2000-11-20,16.875
2000-11-21,16.0625
2000-11-22,14.1875
2000-11-24,15.25
2000-11-27,13.75
2000-11-28,13.25
2000-11-29,13.375
2000-11-30,12.125
2000-12-01,14.25
2000-12-04,14.0625
2000-12-05,16.5
2000-12-06,16.390625
2000-12-07,15.9375
2000-12-08,19.0
2000-12-11,18.25
2000-12-12,18.0625
2000-12-13,20.0
2000-12-14,16.6875
2000-12-15,17.0
2000-12-18,16.75
2000-12-19,15.8125
2000-12-20,14.0
2000-12-21,14.625
2000-12-22,13.9375
2000-12-26,13.625
2000-12-27,13.1875
2000-12-28,14.125
2000-12-29,13.125
2001-01-02,12.3125
2001-01-03,12.0625
2001-01-04,11.4375
2001-01-05,10.4375
2001-01-08,11.875
2001-01-09,11.9375
2001-01-10,11.5625
2001-01-11,11.75
2001-01-12,14.0
2001-01-16,14.125
2001-01-17,15.0
2001-01-18,16.4375
2001-01-19,16.75
2001-01-22,15.875
2001-01-23,16.25
2001-01-24,19.0
2001-01-25,18.0
2001-01-26,17.4375
2001-01-29,19.0
2001-01-30,18.0
2001-01-31,17.5
2001-02-01,17.0
2001-02-02,16.0
2001-02-05,15.0
2001-02-06,17.0
2001-02-07,16.8125
2001-02-08,17.8125
2001-02-09,15.875
2001-02-12,17.6875
2001-02-13,15.9375
2001-02-14,16.75
2001-02-15,16.875
2001-02-16,15.9375
2001-02-20,15.5625
2001-02-21,14.5625
2001-02-22,14.75
2001-02-23,14.875
2001-02-26,14.875
2001-02-27,14.09375
2001-02-28,13.375
2001-03-01,13.8125
2001-03-02,13.625
2001-03-05,13.3125
2001-03-06,13.3125
2001-03-07,14.0
2001-03-08,14.0625
2001-03-09,13.0625
2001-03-12,10.9375
2001-03-13,10.0
2001-03-14,10.0625
2001-03-15,9.875
2001-03-16,9.875
2001-03-19,10.0625
2001-03-20,10.25
2001-03-21,10.1875
2001-03-22,10.4375
2001-03-23,11.4375
2001-03-26,11.1875
2001-03-27,11.375
2001-03-28,13.25
2001-03-29,13.0625
2001-03-30,15.125
2001-04-02,10.9375
2001-04-03,9.9375
2001-04-04,10.5625
2001-04-05,13.5
2001-04-06,12.0
2001-04-09,11.52
2001-04-10,13.0
2001-04-11,13.33
2001-04-12,13.55
2001-04-16,13.03
2001-04-17,12.85
2001-04-18,14.05
2001-04-19,14.9
2001-04-20,14.9
2001-04-23,14.04
2001-04-24,15.28
2001-04-25,14.61
2001-04-26,15.34
2001-04-27,15.7
2001-04-30,17.530001000000002
2001-05-01,17.25
2001-05-02,16.940001000000002
2001-05-03,16.700001
2001-05-04,17.41
2001-05-07,17.57
2001-05-08,17.1
2001-05-09,17.049999
2001-05-10,17.0
2001-05-11,16.959999
2001-05-14,18.4
2001-05-15,17.950001
2001-05-16,18.700001
2001-05-17,19.6
2001-05-18,19.27
2001-05-21,20.549999
2001-05-22,20.91
2001-05-23,20.25
2001-05-24,20.049999
2001-05-25,18.959999
2001-05-29,18.0
2001-05-30,17.0
2001-05-31,17.42
2001-06-01,18.26
2001-06-04,17.9
2001-06-05,18.25
2001-06-06,18.6
2001-06-07,18.540001
2001-06-08,19.200001
2001-06-11,19.57
2001-06-12,20.0
2001-06-13,19.91
2001-06-14,20.200001
2001-06-15,20.299999
2001-06-18,22.040001
2001-06-19,20.530001000000002
2001-06-20,19.74
2001-06-21,19.52
2001-06-22,20.120001000000002
2001-06-25,20.110001
2001-06-26,20.799999
2001-06-27,21.1
2001-06-28,22.299999
2001-06-29,23.879998999999998
2001-07-02,22.110001
2001-07-03,22.110001
2001-07-05,21.6
2001-07-06,20.799999
2001-07-09,21.58
2001-07-10,20.75
2001-07-11,19.66
2001-07-12,21.530001000000002
2001-07-13,22.540001
2001-07-16,20.940001000000002
2001-07-17,21.15
2001-07-18,20.65
2001-07-19,21.18
2001-07-20,21.15
2001-07-23,20.950001
2001-07-24,20.040001
2001-07-25,20.049999
2001-07-26,19.959999
2001-07-27,20.99
2001-07-30,20.030001000000002
2001-07-31,20.299999
2001-08-01,20.200001
2001-08-02,20.700001
2001-08-03,20.309998999999998
2001-08-06,19.799999
2001-08-07,20.1
2001-08-08,18.35
2001-08-09,18.32
2001-08-10,17.59
2001-08-13,17.15
2001-08-14,17.4
2001-08-15,16.75
2001-08-16,16.049999
2001-08-17,16.25
2001-08-20,15.5
2001-08-21,15.03
2001-08-22,16.0
2001-08-23,15.9
2001-08-24,16.700001
2001-08-27,17.540001
2001-08-28,17.33
2001-08-29,16.799999
2001-08-30,16.209999
2001-08-31,16.440001000000002
2001-09-04,16.299999
2001-09-05,16.35
2001-09-06,15.42
2001-09-07,15.62
2001-09-10,15.55
2001-09-17,14.93
2001-09-18,15.86
2001-09-19,18.59
2001-09-20,16.120001000000002
2001-09-21,17.15
2001-09-24,18.4
2001-09-25,17.299999
2001-09-26,16.35
2001-09-27,17.129998999999998
2001-09-28,17.84
2001-10-01,17.18
