Date,GNRC
2019-03-07,51.27
2019-03-08,51.52
2019-03-11,52.790001000000004
2019-03-12,52.669998
2019-03-13,52.900002
2019-03-14,52.830002
2019-03-15,52.889998999999996
2019-03-18,53.049999
2019-03-19,52.560001
2019-03-20,51.549999
2019-03-21,51.900002
2019-03-22,49.73
2019-03-25,49.580002
2019-03-26,50.439999
2019-03-27,50.48
2019-03-28,50.759997999999996
2019-03-29,51.23
2019-04-01,52.66
2019-04-02,52.150002
2019-04-03,52.389998999999996
2019-04-04,53.0
2019-04-05,53.830002
2019-04-08,54.5
2019-04-09,53.419998
2019-04-10,54.060001
2019-04-11,54.610001000000004
2019-04-12,54.93
2019-04-15,54.360001000000004
2019-04-16,53.98
2019-04-17,54.48
2019-04-18,55.02
2019-04-22,54.330002
2019-04-23,55.509997999999996
2019-04-24,56.27
2019-04-25,54.779999
2019-04-26,55.34
2019-04-29,54.990002000000004
2019-04-30,54.990002000000004
2019-05-01,54.82
2019-05-02,57.5
2019-05-03,59.990002000000004
2019-05-06,59.389998999999996
2019-05-07,58.75
2019-05-08,58.040001000000004
2019-05-09,58.080002
2019-05-10,58.080002
2019-05-13,57.080002
2019-05-14,56.919998
2019-05-15,56.639998999999996
2019-05-16,57.18
2019-05-17,56.549999
2019-05-20,56.459998999999996
2019-05-21,57.029999
2019-05-22,57.099998
2019-05-23,56.240002000000004
2019-05-24,56.5
2019-05-28,56.450001
2019-05-29,55.689999
2019-05-30,55.849998
2019-05-31,55.150002
2019-06-03,55.82
2019-06-04,57.869999
2019-06-05,58.110001000000004
2019-06-06,58.830002
2019-06-07,60.220001
2019-06-10,62.75
2019-06-11,62.57
2019-06-12,63.099998
2019-06-13,65.440002
2019-06-14,64.75
2019-06-17,64.260002
2019-06-18,65.400002
2019-06-19,65.83000200000001
2019-06-20,67.790001
2019-06-21,68.610001
2019-06-24,68.91999799999999
2019-06-25,68.870003
2019-06-26,68.489998
2019-06-27,69.769997
2019-06-28,69.410004
2019-07-01,70.5
2019-07-02,70.82
2019-07-03,71.08000200000001
2019-07-05,71.110001
2019-07-08,70.739998
2019-07-09,70.410004
2019-07-10,69.790001
2019-07-11,69.08000200000001
2019-07-12,70.519997
2019-07-15,71.510002
2019-07-16,71.559998
2019-07-17,68.690002
2019-07-18,70.879997
2019-07-19,71.110001
2019-07-22,71.489998
2019-07-23,73.0
2019-07-24,72.660004
2019-07-25,72.800003
2019-07-26,73.5
2019-07-29,72.489998
2019-07-30,73.25
2019-07-31,72.300003
2019-08-01,70.91999799999999
2019-08-02,71.0
2019-08-05,70.0
2019-08-06,72.08000200000001
2019-08-07,72.470001
2019-08-08,73.349998
2019-08-09,73.0
2019-08-12,72.400002
2019-08-13,73.260002
2019-08-14,71.970001
2019-08-15,71.91999799999999
2019-08-16,73.769997
2019-08-19,74.339996
2019-08-20,74.129997
2019-08-21,74.650002
2019-08-22,76.279999
2019-08-23,74.769997
2019-08-26,74.970001
2019-08-27,75.050003
2019-08-28,76.709999
2019-08-29,77.190002
2019-08-30,77.989998
2019-09-03,73.790001
2019-09-04,75.790001
2019-09-05,80.309998
2019-09-06,79.839996
2019-09-09,80.870003
2019-09-10,80.720001
2019-09-11,83.019997
2019-09-12,82.889999
2019-09-13,83.230003
2019-09-16,82.260002
2019-09-17,82.260002
2019-09-18,81.33000200000001
2019-09-19,79.980003
2019-09-20,79.989998
2019-09-23,79.699997
2019-09-24,78.690002
2019-09-25,80.839996
2019-09-26,80.940002
2019-09-27,78.860001
2019-09-30,78.339996
2019-10-01,76.730003
2019-10-02,76.360001
2019-10-03,77.25
2019-10-04,78.0
2019-10-07,77.980003
2019-10-08,76.83000200000001
2019-10-09,83.839996
2019-10-10,86.150002
2019-10-11,82.489998
2019-10-14,83.339996
2019-10-15,84.66999799999999
2019-10-16,86.010002
2019-10-17,85.739998
2019-10-18,87.33000200000001
2019-10-21,86.550003
2019-10-22,87.07
2019-10-23,89.709999
2019-10-24,90.32
2019-10-25,90.709999
2019-10-28,93.25
2019-10-29,91.449997
2019-10-30,92.66999799999999
2019-10-31,96.58000200000001
2019-11-01,91.800003
2019-11-04,93.129997
2019-11-05,93.599998
2019-11-06,92.900002
2019-11-07,92.690002
2019-11-08,93.400002
2019-11-11,96.139999
2019-11-12,93.139999
2019-11-13,92.470001
2019-11-14,93.529999
2019-11-15,93.260002
2019-11-18,94.279999
2019-11-19,94.769997
2019-11-20,94.839996
2019-11-21,93.849998
2019-11-22,93.690002
2019-11-25,97.309998
2019-11-26,98.5
2019-11-27,99.040001
2019-11-29,98.5
2019-12-02,97.5
2019-12-03,97.559998
2019-12-04,98.32
2019-12-05,98.760002
2019-12-06,101.739998
2019-12-09,99.059998
2019-12-10,100.510002
2019-12-11,99.540001
2019-12-12,99.58000200000001
2019-12-13,99.050003
2019-12-16,101.190002
2019-12-17,100.809998
2019-12-18,101.239998
2019-12-19,101.400002
2019-12-20,101.800003
2019-12-23,101.019997
2019-12-24,101.68
2019-12-26,101.970001
2019-12-27,101.709999
2019-12-30,101.120003
2019-12-31,100.589996
2020-01-02,102.010002
2020-01-03,101.66999799999999
2020-01-06,101.25
2020-01-07,102.900002
2020-01-08,100.029999
2020-01-09,99.400002
2020-01-10,98.730003
2020-01-13,100.910004
2020-01-14,102.139999
2020-01-15,102.290001
2020-01-16,103.91999799999999
2020-01-17,103.519997
2020-01-21,102.410004
2020-01-22,102.57
2020-01-23,102.989998
2020-01-24,106.66999799999999
2020-01-27,104.980003
2020-01-28,107.089996
2020-01-29,109.68
2020-01-30,107.5
2020-01-31,103.589996
2020-02-03,103.739998
2020-02-04,104.279999
2020-02-05,104.07
2020-02-06,102.91999799999999
2020-02-07,101.349998
2020-02-10,109.300003
2020-02-11,110.230003
2020-02-12,113.720001
2020-02-13,115.75
2020-02-14,113.260002
2020-02-18,111.099998
2020-02-19,116.260002
2020-02-20,116.970001
2020-02-21,116.190002
2020-02-24,112.779999
2020-02-25,107.309998
2020-02-26,110.870003
2020-02-27,105.620003
2020-02-28,102.989998
2020-03-02,108.910004
2020-03-03,111.239998
2020-03-04,118.08000200000001
2020-03-05,116.510002
2020-03-06,112.0
2020-03-09,101.07
2020-03-10,108.059998
2020-03-11,102.08000200000001
2020-03-12,94.400002
2020-03-13,99.510002
2020-03-16,87.370003
2020-03-17,94.800003
2020-03-18,88.529999
2020-03-19,88.599998
2020-03-20,84.779999
2020-03-23,79.010002
2020-03-24,85.709999
2020-03-25,87.769997
2020-03-26,96.370003
2020-03-27,88.959999
2020-03-30,93.529999
2020-03-31,93.16999799999999
2020-04-01,83.029999
2020-04-02,86.480003
2020-04-03,84.660004
2020-04-06,92.0
2020-04-07,89.639999
2020-04-08,96.349998
2020-04-09,101.339996
2020-04-13,99.040001
2020-04-14,102.08000200000001
2020-04-15,96.809998
2020-04-16,96.489998
2020-04-17,99.309998
2020-04-20,99.370003
2020-04-21,94.150002
2020-04-22,96.68
2020-04-23,96.970001
2020-04-24,97.550003
2020-04-27,98.849998
2020-04-28,99.160004
2020-04-29,103.68
2020-04-30,97.440002
2020-05-01,93.290001
2020-05-04,94.410004
2020-05-05,99.41999799999999
2020-05-06,99.5
2020-05-07,99.199997
2020-05-08,103.860001
