Date,GNRC
2012-01-23,29.65
2012-01-24,29.360001
2012-01-25,30.09
2012-01-26,29.9
2012-01-27,29.870001000000002
2012-01-30,29.24
2012-01-31,29.059998999999998
2012-02-01,29.15
2012-02-02,28.25
2012-02-03,29.09
2012-02-06,28.9
2012-02-07,28.440001000000002
2012-02-08,29.290001
2012-02-09,28.950001
2012-02-10,28.91
2012-02-13,29.59
2012-02-14,26.280001000000002
2012-02-15,25.43
2012-02-16,25.74
2012-02-17,26.790001
2012-02-21,27.209999
2012-02-22,27.139999
2012-02-23,27.139999
2012-02-24,26.98
2012-02-27,26.58
2012-02-28,25.82
2012-02-29,25.440001000000002
2012-03-01,24.92
2012-03-02,24.85
2012-03-05,24.889999
2012-03-06,24.58
2012-03-07,24.98
2012-03-08,25.530001000000002
2012-03-09,25.959999
2012-03-12,25.959999
2012-03-13,26.200001
2012-03-14,26.1
2012-03-15,25.969998999999998
2012-03-16,25.450001
2012-03-19,25.559998999999998
2012-03-20,25.110001
2012-03-21,25.15
2012-03-22,24.66
2012-03-23,24.530001000000002
2012-03-26,24.99
2012-03-27,24.870001000000002
2012-03-28,24.93
2012-03-29,24.51
2012-03-30,24.549999
2012-04-02,24.440001000000002
2012-04-03,24.049999
2012-04-04,23.450001
2012-04-05,23.66
2012-04-09,23.24
2012-04-10,22.5
2012-04-11,23.129998999999998
2012-04-12,23.59
2012-04-13,23.58
2012-04-16,24.17
2012-04-17,24.129998999999998
2012-04-18,23.719998999999998
2012-04-19,23.34
2012-04-20,23.73
2012-04-23,23.610001
2012-04-24,23.889999
2012-04-25,23.950001
2012-04-26,24.02
2012-04-27,24.25
2012-04-30,24.08
2012-05-01,24.559998999999998
2012-05-02,24.52
2012-05-03,23.51
2012-05-04,23.129998999999998
2012-05-07,23.040001
2012-05-08,28.889999
2012-05-09,26.969998999999998
2012-05-10,27.0
2012-05-11,26.870001000000002
2012-05-14,26.4
2012-05-15,26.34
2012-05-16,26.4
2012-05-17,25.799999
2012-05-18,26.0
2012-05-21,27.639999
2012-05-22,26.1
2012-05-23,25.17
2012-05-24,25.24
2012-05-25,25.26
2012-05-29,25.389999
2012-05-30,24.959999
2012-05-31,24.75
2012-06-01,24.09
2012-06-04,23.950001
2012-06-05,24.309998999999998
2012-06-06,25.219998999999998
2012-06-07,25.549999
2012-06-08,25.66
2012-06-11,25.120001000000002
2012-06-12,26.280001000000002
2012-06-13,25.82
2012-06-14,26.040001
2012-06-15,26.459999
2012-06-18,26.07
2012-06-19,26.389999
2012-06-20,26.59
2012-06-21,25.01
2012-06-22,24.620001000000002
2012-06-25,24.139999
2012-06-26,23.93
2012-06-27,23.950001
2012-06-28,23.76
2012-06-29,24.059998999999998
2012-07-02,20.77
2012-07-03,21.0
2012-07-05,22.379998999999998
2012-07-06,22.57
2012-07-09,22.93
2012-07-10,21.91
2012-07-11,22.110001
2012-07-12,22.030001000000002
2012-07-13,22.4
2012-07-16,22.35
2012-07-17,22.209999
2012-07-18,22.879998999999998
2012-07-19,22.41
2012-07-20,22.6
2012-07-23,22.48
2012-07-24,21.700001
2012-07-25,22.01
2012-07-26,22.389999
2012-07-27,22.790001
2012-07-30,22.780001000000002
2012-07-31,22.82
2012-08-01,22.27
2012-08-02,23.32
2012-08-03,22.200001
2012-08-06,22.4
2012-08-07,22.200001
2012-08-08,22.09
2012-08-09,21.9
2012-08-10,22.200001
2012-08-13,21.73
2012-08-14,21.629998999999998
2012-08-15,21.6
2012-08-16,21.889999
2012-08-17,22.4
2012-08-20,21.780001000000002
2012-08-21,21.99
2012-08-22,22.07
2012-08-23,22.48
2012-08-24,22.25
2012-08-27,22.01
2012-08-28,21.790001
2012-08-29,21.459999
2012-08-30,21.219998999999998
2012-08-31,21.549999
2012-09-04,21.120001000000002
2012-09-05,20.76
2012-09-06,21.639999
2012-09-07,21.610001
2012-09-10,21.530001000000002
2012-09-11,22.030001000000002
2012-09-12,22.5
2012-09-13,22.75
2012-09-14,23.059998999999998
2012-09-17,22.99
2012-09-18,22.889999
2012-09-19,23.35
2012-09-20,23.58
2012-09-21,23.75
2012-09-24,23.66
2012-09-25,23.110001
2012-09-26,22.93
2012-09-27,23.07
2012-09-28,22.889999
2012-10-01,25.030001000000002
2012-10-02,25.93
2012-10-03,25.92
2012-10-04,26.01
2012-10-05,25.77
2012-10-08,25.42
2012-10-09,25.540001
2012-10-10,25.26
2012-10-11,25.190001000000002
2012-10-12,25.83
2012-10-15,25.99
2012-10-16,26.299999
2012-10-17,26.32
2012-10-18,25.969998999999998
2012-10-19,26.049999
2012-10-22,25.629998999999998
2012-10-23,26.049999
2012-10-24,26.67
2012-10-25,27.530001000000002
2012-10-26,28.33
2012-10-31,34.0
2012-11-01,34.139998999999996
2012-11-02,34.349998
2012-11-05,38.599998
2012-11-06,37.509997999999996
2012-11-07,37.139998999999996
2012-11-08,34.650002
2012-11-09,34.869999
2012-11-12,35.700001
2012-11-13,35.330002
2012-11-14,34.009997999999996
2012-11-15,34.41
2012-11-16,34.349998
2012-11-19,35.23
2012-11-20,35.810001
2012-11-21,35.290001000000004
2012-11-23,35.290001000000004
2012-11-26,32.009997999999996
2012-11-27,33.950001
2012-11-28,34.459998999999996
2012-11-29,32.540001000000004
2012-11-30,32.630001
2012-12-03,32.709998999999996
2012-12-04,32.919998
2012-12-05,32.330002
2012-12-06,32.349998
2012-12-07,32.970001
2012-12-10,32.549999
2012-12-11,32.669998
2012-12-12,32.330002
2012-12-13,32.59
2012-12-14,32.73
2012-12-17,32.59
2012-12-18,33.57
2012-12-19,34.34
2012-12-20,34.18
2012-12-21,33.57
2012-12-24,33.490002000000004
2012-12-26,33.43
2012-12-27,33.52
2012-12-28,33.169998
2012-12-31,34.310001
2013-01-02,35.200001
2013-01-03,34.630001
2013-01-04,34.709998999999996
2013-01-07,34.669998
2013-01-08,34.639998999999996
2013-01-09,34.740002000000004
2013-01-10,34.580002
2013-01-11,35.279999
2013-01-14,35.240002000000004
2013-01-15,36.169998
2013-01-16,36.130001
2013-01-17,36.48
2013-01-18,36.389998999999996
2013-01-22,36.639998999999996
2013-01-23,37.080002
2013-01-24,36.860001000000004
2013-01-25,36.759997999999996
2013-01-28,36.540001000000004
2013-01-29,36.990002000000004
2013-01-30,36.41
2013-01-31,37.18
2013-02-01,37.75
2013-02-04,37.220001
2013-02-05,38.599998
2013-02-06,39.16
2013-02-07,39.740002000000004
2013-02-08,40.540001000000004
2013-02-11,39.099998
2013-02-12,39.099998
2013-02-13,39.279999
2013-02-14,35.66
2013-02-15,37.049999
2013-02-19,37.040001000000004
2013-02-20,35.939999
2013-02-21,34.110001000000004
2013-02-22,34.43
2013-02-25,34.09
2013-02-26,33.75
2013-02-27,33.939999
2013-02-28,34.450001
2013-03-01,34.639998999999996
2013-03-04,34.689999
2013-03-05,34.990002000000004
2013-03-06,34.849998
2013-03-07,34.139998999999996
2013-03-08,34.549999
2013-03-11,34.150002
2013-03-12,34.360001000000004
2013-03-13,34.439999
2013-03-14,35.150002
2013-03-15,35.07
2013-03-18,35.0
2013-03-19,34.599998
2013-03-20,34.349998
2013-03-21,34.080002
2013-03-22,34.68
2013-03-25,34.950001
2013-03-26,35.049999
2013-03-27,35.200001
2013-03-28,35.34
2013-04-01,35.32
2013-04-02,35.459998999999996
2013-04-03,34.32
2013-04-04,34.310001
2013-04-05,34.380001
2013-04-08,35.150002
2013-04-09,35.439999
2013-04-10,35.490002000000004
2013-04-11,35.400002
2013-04-12,35.349998
2013-04-15,34.509997999999996
2013-04-16,34.66
2013-04-17,34.110001000000004
2013-04-18,33.52
2013-04-19,33.459998999999996
2013-04-22,33.740002000000004
2013-04-23,34.560001
2013-04-24,35.040001000000004
2013-04-25,35.169998
2013-04-26,35.110001000000004
2013-04-29,35.700001
2013-04-30,35.93
2013-05-01,34.759997999999996
2013-05-02,38.200001
2013-05-03,38.619999
2013-05-06,38.169998
2013-05-07,36.540001000000004
2013-05-08,36.810001
2013-05-09,35.990002000000004
2013-05-10,36.080002
2013-05-13,36.16
2013-05-14,36.200001
2013-05-15,37.0
2013-05-16,37.009997999999996
2013-05-17,37.349998
2013-05-20,37.400002
2013-05-21,37.720001
2013-05-22,37.360001000000004
2013-05-23,37.48
2013-05-24,37.689999
2013-05-28,38.450001
2013-05-29,38.75
2013-05-30,39.790001000000004
2013-05-31,40.5
2013-06-03,40.09
2013-06-04,39.52
2013-06-05,40.0
2013-06-06,40.580002
2013-06-07,40.93
2013-06-10,36.450001
2013-06-11,36.049999
2013-06-12,35.560001
2013-06-13,35.639998999999996
2013-06-14,34.84
2013-06-17,35.0
2013-06-18,35.279999
2013-06-19,34.470001
2013-06-20,33.860001000000004
2013-06-21,34.849998
2013-06-24,35.07
2013-06-25,36.0
2013-06-26,35.950001
2013-06-27,37.099998
2013-06-28,37.009997999999996
2013-07-01,38.98
2013-07-02,39.16
2013-07-03,38.93
2013-07-05,39.720001
2013-07-08,39.59
2013-07-09,39.209998999999996
2013-07-10,39.009997999999996
2013-07-11,40.470001
2013-07-12,40.68
2013-07-15,41.25
2013-07-16,41.490002000000004
2013-07-17,41.540001000000004
2013-07-18,41.119999
2013-07-19,41.009997999999996
2013-07-22,41.220001
2013-07-23,41.119999
2013-07-24,40.959998999999996
2013-07-25,41.639998999999996
2013-07-26,41.150002
2013-07-29,41.029999
2013-07-30,43.200001
2013-07-31,43.349998
2013-08-01,43.450001
2013-08-02,42.240002000000004
2013-08-05,42.470001
2013-08-06,42.209998999999996
2013-08-07,41.759997999999996
2013-08-08,42.23
2013-08-09,42.34
2013-08-12,42.650002
2013-08-13,42.689999
2013-08-14,42.91
2013-08-15,42.299999
2013-08-16,42.779999
2013-08-19,42.299999
2013-08-20,42.279999
2013-08-21,41.709998999999996
2013-08-22,42.299999
2013-08-23,42.220001
2013-08-26,42.259997999999996
2013-08-27,41.099998
2013-08-28,40.360001000000004
2013-08-29,40.880001
2013-08-30,39.59
2013-09-03,39.700001
2013-09-04,39.950001
2013-09-05,40.290001000000004
2013-09-06,39.689999
2013-09-09,39.990002000000004
2013-09-10,40.630001
2013-09-11,40.77
2013-09-12,41.400002
2013-09-13,41.650002
2013-09-16,41.57
2013-09-17,41.869999
2013-09-18,42.07
2013-09-19,42.18
2013-09-20,43.599998
2013-09-23,42.880001
2013-09-24,43.470001
2013-09-25,43.48
2013-09-26,43.639998999999996
2013-09-27,43.02
2013-09-30,42.639998999999996
2013-10-01,42.959998999999996
2013-10-02,42.380001
2013-10-03,42.130001
2013-10-04,42.049999
2013-10-07,41.740002000000004
2013-10-08,40.259997999999996
2013-10-09,39.119999
2013-10-10,40.43
2013-10-11,40.93
2013-10-14,40.650002
2013-10-15,39.950001
2013-10-16,40.32
2013-10-17,40.73
2013-10-18,41.18
2013-10-21,41.889998999999996
2013-10-22,41.549999
2013-10-23,41.849998
2013-10-24,47.439999
2013-10-25,50.439999
2013-10-28,49.490002000000004
2013-10-29,49.650002
2013-10-30,49.169998
2013-10-31,49.349998
2013-11-01,47.630001
2013-11-04,48.119999
2013-11-05,48.099998
2013-11-06,47.790001000000004
2013-11-07,47.07
2013-11-08,48.66
2013-11-11,49.259997999999996
2013-11-12,49.110001000000004
2013-11-13,48.950001
2013-11-14,49.41
2013-11-15,50.110001000000004
2013-11-18,50.279999
2013-11-19,49.880001
2013-11-20,49.68
2013-11-21,50.860001000000004
2013-11-22,50.439999
2013-11-25,51.34
2013-11-26,53.02
2013-11-27,52.880001
2013-11-29,53.259997999999996
2013-12-02,52.75
2013-12-03,52.93
2013-12-04,52.799999
2013-12-05,52.540001000000004
2013-12-06,53.259997999999996
2013-12-09,53.439999
2013-12-10,53.09
2013-12-11,51.880001
2013-12-12,52.52
2013-12-13,51.98
2013-12-16,53.25
2013-12-17,53.259997999999996
2013-12-18,54.869999
2013-12-19,54.509997999999996
2013-12-20,56.07
2013-12-23,56.110001000000004
2013-12-24,56.130001
2013-12-26,56.540001000000004
2013-12-27,56.240002000000004
2013-12-30,55.959998999999996
2013-12-31,56.639998999999996
2014-01-02,56.290001000000004
2014-01-03,56.75
2014-01-06,55.759997999999996
2014-01-07,56.0
2014-01-08,54.990002000000004
2014-01-09,54.790001000000004
2014-01-10,54.849998
2014-01-13,54.18
2014-01-14,55.150002
2014-01-15,55.240002000000004
2014-01-16,50.889998999999996
2014-01-17,49.860001000000004
2014-01-21,51.580002
2014-01-22,51.060001
2014-01-23,50.18
2014-01-24,47.5
2014-01-27,45.720001
2014-01-28,46.59
2014-01-29,46.25
2014-01-30,46.560001
2014-01-31,48.130001
2014-02-03,46.419998
2014-02-04,47.099998
2014-02-05,47.939999
2014-02-06,49.509997999999996
2014-02-07,50.169998
2014-02-10,48.330002
2014-02-11,48.0
2014-02-12,49.889998999999996
2014-02-13,56.639998999999996
2014-02-14,56.599998
2014-02-18,56.290001000000004
2014-02-19,55.259997999999996
2014-02-20,55.23
2014-02-21,55.48
2014-02-24,55.360001000000004
2014-02-25,56.0
2014-02-26,57.630001
2014-02-27,57.799999
2014-02-28,56.970001
2014-03-03,57.490002000000004
2014-03-04,58.98
2014-03-05,58.599998
2014-03-06,59.0
2014-03-07,59.240002000000004
2014-03-10,58.77
2014-03-11,57.669998
2014-03-12,58.200001
2014-03-13,56.75
2014-03-14,60.470001
2014-03-17,61.169998
2014-03-18,60.669998
2014-03-19,60.57
2014-03-20,60.709998999999996
2014-03-21,60.580002
2014-03-24,59.450001
2014-03-25,59.529999
2014-03-26,57.900002
2014-03-27,57.189999
2014-03-28,58.110001000000004
2014-03-31,58.970001
2014-04-01,59.259997999999996
2014-04-02,60.360001000000004
2014-04-03,59.450001
2014-04-04,57.580002
2014-04-07,56.380001
2014-04-08,58.009997999999996
2014-04-09,58.869999
2014-04-10,57.490002000000004
2014-04-11,56.0
2014-04-14,56.32
2014-04-15,56.889998999999996
2014-04-16,57.330002
2014-04-17,57.720001
2014-04-21,58.130001
2014-04-22,58.75
2014-04-23,58.75
2014-04-24,59.029999
2014-04-25,58.049999
2014-04-28,58.759997999999996
2014-04-29,58.560001
2014-04-30,58.880001
2014-05-01,54.529999
2014-05-02,55.0
2014-05-05,54.290001000000004
2014-05-06,52.700001
2014-05-07,53.529999
2014-05-08,51.25
2014-05-09,51.619999
2014-05-12,53.759997999999996
2014-05-13,52.740002000000004
2014-05-14,51.32
2014-05-15,51.5
2014-05-16,52.049999
2014-05-19,52.240002000000004
2014-05-20,51.099998
2014-05-21,50.950001
2014-05-22,49.82
2014-05-23,50.689999
2014-05-27,51.150002
2014-05-28,50.549999
2014-05-29,48.200001
2014-05-30,48.68
2014-06-02,48.689999
2014-06-03,48.709998999999996
2014-06-04,48.259997999999996
2014-06-05,48.669998
2014-06-06,48.209998999999996
2014-06-09,46.650002
2014-06-10,47.029999
2014-06-11,47.849998
2014-06-12,46.919998
2014-06-13,46.720001
2014-06-16,46.73
2014-06-17,46.880001
2014-06-18,46.299999
2014-06-19,46.27
2014-06-20,46.950001
2014-06-23,48.939999
2014-06-24,49.040001000000004
2014-06-25,49.66
2014-06-26,49.07
2014-06-27,49.52
2014-06-30,48.740002000000004
2014-07-01,47.16
2014-07-02,46.970001
2014-07-03,48.02
2014-07-07,46.459998999999996
2014-07-08,45.650002
2014-07-09,45.150002
2014-07-10,45.060001
2014-07-11,45.060001
2014-07-14,44.799999
2014-07-15,44.130001
2014-07-16,43.779999
2014-07-17,43.09
2014-07-18,43.849998
2014-07-21,43.57
2014-07-22,43.75
2014-07-23,43.799999
2014-07-24,43.77
2014-07-25,43.599998
2014-07-28,43.23
2014-07-29,43.5
2014-07-30,45.27
2014-07-31,43.400002
2014-08-01,43.110001000000004
2014-08-04,44.93
2014-08-05,45.27
2014-08-06,44.84
2014-08-07,44.860001000000004
2014-08-08,45.919998
2014-08-11,46.32
2014-08-12,45.779999
2014-08-13,46.139998999999996
2014-08-14,46.0
2014-08-15,45.720001
2014-08-18,46.299999
2014-08-19,46.91
2014-08-20,46.099998
2014-08-21,46.580002
2014-08-22,46.599998
2014-08-25,46.900002
2014-08-26,47.5
2014-08-27,46.900002
2014-08-28,46.799999
2014-08-29,46.52
2014-09-02,46.139998999999996
2014-09-03,45.919998
2014-09-04,46.669998
2014-09-05,46.330002
2014-09-08,46.459998999999996
2014-09-09,44.700001
2014-09-10,45.139998999999996
2014-09-11,44.580002
2014-09-12,43.939999
2014-09-15,43.25
2014-09-16,42.720001
