Date,RCII
1996-04-12,7.6
1996-04-15,7.5
1996-04-16,7.7
1996-04-17,7.7
1996-04-18,7.7
1996-04-19,7.9
1996-04-22,8.0
1996-04-23,7.8
1996-04-24,8.15
1996-04-25,8.1
1996-04-26,8.225
1996-04-29,8.55
1996-04-30,8.6
1996-05-01,8.6
1996-05-02,8.2
1996-05-03,8.25
1996-05-06,8.5
1996-05-07,8.8
1996-05-08,9.4
1996-05-09,9.5
1996-05-10,10.1
1996-05-13,10.1
1996-05-14,10.25
1996-05-15,10.2
1996-05-16,10.6
1996-05-17,10.8
1996-05-20,11.05
1996-05-21,11.05
1996-05-22,11.0
1996-05-23,11.3
1996-05-24,11.45
1996-05-28,11.1
1996-05-29,11.0
1996-05-30,10.7
1996-05-31,10.8
1996-06-03,10.5
1996-06-04,10.7
1996-06-05,10.7
1996-06-06,10.4
1996-06-07,10.0
1996-06-10,10.0
1996-06-11,10.1
1996-06-12,10.5
1996-06-13,10.4
1996-06-14,10.3
1996-06-17,10.3
1996-06-18,10.2
1996-06-19,10.2
1996-06-20,10.15
1996-06-21,9.9
1996-06-24,9.8
1996-06-25,9.6
1996-06-26,9.3
1996-06-27,9.6
1996-06-28,10.2
1996-07-01,10.4
1996-07-02,10.1
1996-07-03,9.9
1996-07-05,10.0
1996-07-08,9.6
1996-07-09,9.8
1996-07-10,9.7
1996-07-11,9.2
1996-07-12,8.9
1996-07-15,7.85
1996-07-16,7.1
1996-07-17,7.25
1996-07-18,7.8
1996-07-19,7.7
1996-07-22,8.0
1996-07-23,7.9
1996-07-24,7.7
1996-07-25,7.6
1996-07-26,7.55
1996-07-29,7.55
1996-07-30,7.9
1996-07-31,7.9
1996-08-01,8.175
1996-08-02,8.3
1996-08-05,8.25
1996-08-06,8.3
1996-08-07,8.3
1996-08-08,8.45
1996-08-09,8.45
1996-08-12,8.6
1996-08-13,8.45
1996-08-14,8.1
1996-08-15,7.6
1996-08-16,7.7
1996-08-19,7.2
1996-08-20,6.9
1996-08-21,6.7
1996-08-22,7.2
1996-08-23,7.3
1996-08-26,7.5
1996-08-27,7.65
1996-08-28,7.6
1996-08-29,7.45
1996-08-30,7.05
1996-09-03,6.85
1996-09-04,7.0
1996-09-05,7.1
1996-09-06,6.95
1996-09-09,6.875
1996-09-10,7.05
1996-09-11,7.2
1996-09-12,7.2
1996-09-13,7.4
1996-09-16,7.7
1996-09-17,7.5
1996-09-18,7.6
1996-09-19,7.55
1996-09-20,7.5
1996-09-23,7.5
1996-09-24,7.4
1996-09-25,7.3
1996-09-26,7.35
1996-09-27,7.4
1996-09-30,7.5
1996-10-01,7.3
1996-10-02,7.45
1996-10-03,7.2
1996-10-04,7.375
1996-10-07,7.4
1996-10-08,7.6
1996-10-09,8.1
1996-10-10,8.25
1996-10-11,8.3
1996-10-14,8.25
1996-10-15,8.05
1996-10-16,8.0
1996-10-17,8.0
1996-10-18,7.9
1996-10-21,7.9
1996-10-22,7.95
1996-10-23,7.75
1996-10-24,7.7
1996-10-25,7.8
1996-10-28,7.6
1996-10-29,7.5
1996-10-30,7.6
1996-10-31,7.6
1996-11-01,7.65
1996-11-04,7.9
1996-11-05,8.0
1996-11-06,8.0
1996-11-07,8.2
1996-11-08,8.8
1996-11-11,8.85
1996-11-12,8.75
1996-11-13,8.6
1996-11-14,8.5
1996-11-15,8.25
1996-11-18,8.2
1996-11-19,7.7
1996-11-20,7.7
1996-11-21,7.2
1996-11-22,6.95
1996-11-25,7.2
1996-11-26,7.6
1996-11-27,7.75
1996-11-29,7.3
1996-12-02,6.9
1996-12-03,6.8
1996-12-04,6.7
1996-12-05,6.55
1996-12-06,6.35
1996-12-09,6.3375
1996-12-10,6.4
1996-12-11,6.2
1996-12-12,6.2
1996-12-13,6.3
1996-12-16,6.2
1996-12-17,6.2
1996-12-18,5.85
1996-12-19,6.1
1996-12-20,5.9
1996-12-23,6.05
1996-12-24,6.05
1996-12-26,6.0
1996-12-27,5.95
1996-12-30,5.85
1996-12-31,5.8
1997-01-02,5.6
1997-01-03,5.65
1997-01-06,5.7
1997-01-07,5.95
1997-01-08,6.5
1997-01-09,6.6
1997-01-10,6.45
1997-01-13,6.6
1997-01-14,6.65
1997-01-15,6.85
1997-01-16,6.75
1997-01-17,6.9
1997-01-20,6.9
1997-01-21,6.8
1997-01-22,6.8
1997-01-23,6.8
1997-01-24,6.55
1997-01-27,6.55
1997-01-28,6.55
1997-01-29,6.55
1997-01-30,6.6
1997-01-31,6.575
1997-02-03,6.6
1997-02-04,6.4
1997-02-05,5.9
1997-02-06,6.0
1997-02-07,5.9
1997-02-10,5.75
1997-02-11,5.8
1997-02-12,5.7
1997-02-13,5.5
1997-02-14,5.6
1997-02-18,5.65
1997-02-19,5.9
1997-02-20,5.7
1997-02-21,5.5
1997-02-24,5.55
1997-02-25,5.65
1997-02-26,5.65
1997-02-27,5.6
1997-02-28,5.55
1997-03-03,5.425
1997-03-04,5.15
1997-03-05,5.0
1997-03-06,4.9
1997-03-07,5.15
1997-03-10,5.15
1997-03-11,5.2
1997-03-12,4.95
1997-03-13,4.95
1997-03-14,5.0
1997-03-17,4.925
1997-03-18,4.85
1997-03-19,5.2
1997-03-20,5.3
1997-03-21,5.4
1997-03-24,5.5
1997-03-25,5.5
1997-03-26,5.95
1997-03-27,5.8
1997-03-31,5.75
1997-04-01,5.575
1997-04-02,5.35
1997-04-03,5.35
1997-04-04,5.45
1997-04-07,5.35
1997-04-08,5.45
1997-04-09,5.65
1997-04-10,5.75
1997-04-11,5.55
1997-04-14,5.5
1997-04-15,5.7
1997-04-16,5.6
1997-04-17,5.65
1997-04-18,5.55
1997-04-21,5.65
1997-04-22,5.75
1997-04-23,5.8
1997-04-24,5.8
1997-04-25,5.7
1997-04-28,5.625
1997-04-29,5.7
1997-04-30,5.6
1997-05-01,5.7
1997-05-02,5.9
1997-05-05,6.8
1997-05-06,7.05
1997-05-07,7.15
1997-05-08,6.975
1997-05-09,7.1
1997-05-12,6.975
1997-05-13,6.9
1997-05-14,7.4
1997-05-15,7.4
1997-05-16,7.1
1997-05-19,7.1
1997-05-20,7.15
1997-05-21,7.1
1997-05-22,7.15
1997-05-23,7.1
1997-05-27,7.1
1997-05-28,7.35
1997-05-29,7.6
1997-05-30,7.7
1997-06-02,7.95
1997-06-03,7.875
1997-06-04,7.75
1997-06-05,7.85
1997-06-06,7.8
1997-06-09,7.65
1997-06-10,7.5
1997-06-11,7.4
1997-06-12,7.2
1997-06-13,7.075
1997-06-16,7.0
1997-06-17,7.45
1997-06-18,8.0
1997-06-19,8.1
1997-06-20,7.85
1997-06-23,7.9
1997-06-24,7.9
1997-06-25,7.975
1997-06-26,8.0
1997-06-27,7.9
1997-06-30,7.95
1997-07-01,7.8
1997-07-02,7.7
1997-07-03,7.85
1997-07-07,7.5
1997-07-08,7.75
1997-07-09,7.7
1997-07-10,7.6
1997-07-11,7.575
1997-07-14,7.625
1997-07-15,7.7
1997-07-16,7.55
1997-07-17,7.45
1997-07-18,7.45
1997-07-21,7.4
1997-07-22,7.425
1997-07-23,7.3
1997-07-24,7.3
1997-07-25,7.25
1997-07-28,7.275
1997-07-29,7.15
1997-07-30,7.2
1997-07-31,7.4
1997-08-01,7.325
1997-08-04,7.75
1997-08-05,8.05
1997-08-06,8.15
1997-08-07,8.1
1997-08-08,7.45
1997-08-11,7.6
1997-08-12,7.9
1997-08-13,7.95
1997-08-14,8.1
1997-08-15,8.125
1997-08-18,8.1625
1997-08-19,8.175
1997-08-20,8.2
1997-08-21,8.25
1997-08-22,8.25
1997-08-25,8.75
1997-08-26,8.9
1997-08-27,8.8875
1997-08-28,8.85
1997-08-29,8.9
1997-09-02,9.15
1997-09-03,9.1
1997-09-04,9.1125
1997-09-05,9.35
1997-09-08,9.55
1997-09-09,9.6
1997-09-10,9.45
1997-09-11,9.55
1997-09-12,9.525
1997-09-15,9.5
1997-09-16,9.575
1997-09-17,9.6
1997-09-18,9.05
1997-09-19,8.95
1997-09-22,8.575
1997-09-23,8.8
1997-09-24,9.1
1997-09-25,9.1
1997-09-26,9.1
1997-09-29,9.05
1997-09-30,9.0875
1997-10-01,9.0
1997-10-02,8.95
1997-10-03,9.25
1997-10-06,9.3
1997-10-07,9.2
1997-10-08,9.4
1997-10-09,9.3
1997-10-10,9.325
1997-10-13,9.225
1997-10-14,9.25
1997-10-15,9.15
1997-10-16,8.775
1997-10-17,8.25
1997-10-20,8.45
1997-10-21,8.35
1997-10-22,8.85
1997-10-23,8.5
1997-10-24,8.4
1997-10-27,7.45
1997-10-28,8.35
1997-10-29,8.95
1997-10-30,8.7
1997-10-31,8.9
1997-11-03,9.15
1997-11-04,9.1
1997-11-05,9.15
1997-11-06,8.95
1997-11-07,8.8
1997-11-10,9.1
1997-11-11,9.1
1997-11-12,9.0
1997-11-13,9.3125
1997-11-14,9.575
1997-11-17,9.55
1997-11-18,9.5
1997-11-19,9.45
1997-11-20,9.55
1997-11-21,9.6
1997-11-24,9.325
1997-11-25,9.275
1997-11-26,9.25
1997-11-28,9.0
1997-12-01,8.7
1997-12-02,8.375
1997-12-03,8.3
1997-12-04,8.2
1997-12-05,8.2
1997-12-08,8.4
1997-12-09,8.4
1997-12-10,8.4
1997-12-11,8.2
1997-12-12,7.9
1997-12-15,7.85
1997-12-16,8.3
1997-12-17,8.8
1997-12-18,8.55
1997-12-19,8.4
1997-12-22,8.45
1997-12-23,8.8
1997-12-24,8.6
1997-12-26,8.6
1997-12-29,8.5
1997-12-30,8.25
1997-12-31,8.2
1998-01-02,7.2
1998-01-05,7.625
1998-01-06,7.8
1998-01-07,7.9
1998-01-08,7.7
1998-01-09,7.475
1998-01-12,7.45
1998-01-13,7.8
1998-01-14,7.9
1998-01-15,7.95
1998-01-16,8.2
1998-01-20,8.5
1998-01-21,8.1
1998-01-22,8.175
1998-01-23,8.25
1998-01-26,8.325
1998-01-27,8.25
1998-01-28,8.5
1998-01-29,8.55
1998-01-30,8.6
1998-02-02,8.75
1998-02-03,8.65
1998-02-04,8.575
1998-02-05,8.5
1998-02-06,8.4
1998-02-09,8.45
1998-02-10,8.5
1998-02-11,8.65
1998-02-12,8.65
1998-02-13,8.75
1998-02-17,9.35
1998-02-18,9.25
1998-02-19,9.55
1998-02-20,9.6
1998-02-23,9.65
1998-02-24,10.0
1998-02-25,9.5
1998-02-26,9.85
1998-02-27,10.0
1998-03-02,9.6
1998-03-03,9.825
1998-03-04,9.75
1998-03-05,10.025
1998-03-06,9.85
1998-03-09,10.2
1998-03-10,10.525
1998-03-11,10.55
1998-03-12,10.55
1998-03-13,10.675
1998-03-16,10.7
1998-03-17,10.65
1998-03-18,10.6
1998-03-19,10.4
1998-03-20,10.3
1998-03-23,10.1
1998-03-24,10.25
1998-03-25,10.1
1998-03-26,10.15
1998-03-27,10.0
1998-03-30,9.75
1998-03-31,9.8
1998-04-01,10.05
1998-04-02,10.3
1998-04-03,10.45
1998-04-06,10.4
1998-04-07,10.7
1998-04-08,10.8
1998-04-09,10.8
1998-04-13,10.9
1998-04-14,10.75
1998-04-15,10.8
1998-04-16,10.85
1998-04-17,10.9
1998-04-20,11.15
1998-04-21,11.0
1998-04-22,11.25
1998-04-23,11.225
1998-04-24,11.1
1998-04-27,10.7
1998-04-28,10.7
1998-04-29,10.8
1998-04-30,10.95
1998-05-01,11.0
1998-05-04,11.6
1998-05-05,11.55
1998-05-06,11.4
1998-05-07,11.525
1998-05-08,11.525
1998-05-11,11.6
1998-05-12,11.625
1998-05-13,11.625
1998-05-14,11.6
1998-05-15,11.45
1998-05-18,10.9
1998-05-19,11.05
1998-05-20,10.9
1998-05-21,10.925
1998-05-22,10.975
1998-05-26,10.95
1998-05-27,10.55
1998-05-28,10.75
1998-05-29,10.65
1998-06-01,10.55
1998-06-02,10.4
1998-06-03,10.375
1998-06-04,10.1
1998-06-05,10.2
1998-06-08,10.35
1998-06-09,10.45
1998-06-10,10.325
1998-06-11,10.0
1998-06-12,10.25
1998-06-15,9.9
1998-06-16,10.425
1998-06-17,12.6
1998-06-18,11.15
1998-06-19,11.0
1998-06-22,11.45
1998-06-23,11.5
1998-06-24,11.35
1998-06-25,11.55
1998-06-26,11.65
1998-06-29,11.45
1998-06-30,11.35
1998-07-01,11.4
1998-07-02,11.375
1998-07-06,11.375
1998-07-07,11.2
1998-07-08,11.2
1998-07-09,11.05
1998-07-10,11.0
1998-07-13,10.925
1998-07-14,10.725
1998-07-15,10.35
1998-07-16,10.3
1998-07-17,10.8
1998-07-20,10.75
1998-07-21,10.5
1998-07-22,10.1625
1998-07-23,10.0
1998-07-24,9.5375
1998-07-27,9.4
1998-07-28,10.2
1998-07-29,10.2
1998-07-30,10.325
1998-07-31,10.35
1998-08-03,10.15
1998-08-04,9.35
1998-08-05,9.8
1998-08-06,10.725
1998-08-07,11.225
1998-08-10,10.875
1998-08-11,9.95
1998-08-12,11.05
1998-08-13,10.2
1998-08-14,10.35
1998-08-17,10.1
1998-08-18,10.95
1998-08-19,10.5
1998-08-20,10.2625
1998-08-21,9.95
1998-08-24,9.975
1998-08-25,10.075
1998-08-26,9.85
1998-08-27,9.75
1998-08-28,9.675
1998-08-31,9.05
1998-09-01,9.9625
1998-09-02,10.375
1998-09-03,9.8
1998-09-04,10.05
1998-09-08,10.35
1998-09-09,10.0
1998-09-10,9.8
1998-09-11,10.05
1998-09-14,10.35
1998-09-15,10.175
1998-09-16,10.35
1998-09-17,10.15
1998-09-18,10.35
1998-09-21,10.05
1998-09-22,10.45
1998-09-23,10.85
1998-09-24,10.95
1998-09-25,10.45
1998-09-28,10.1
1998-09-29,10.35
1998-09-30,10.6
1998-10-01,11.9
1998-10-02,10.8
1998-10-05,10.625
1998-10-06,10.8
1998-10-07,9.9
1998-10-08,9.6
1998-10-09,9.8
1998-10-12,9.7
1998-10-13,9.9
1998-10-14,10.2
1998-10-15,9.95
1998-10-16,11.075
1998-10-19,11.1
1998-10-20,10.8
1998-10-21,10.6
1998-10-22,10.7
1998-10-23,10.375
1998-10-26,10.575
1998-10-27,10.6
1998-10-28,10.15
1998-10-29,10.15
1998-10-30,9.925
1998-11-02,10.7
1998-11-03,10.1
1998-11-04,9.975
1998-11-05,9.625
1998-11-06,9.975
1998-11-09,9.65
1998-11-10,9.9
1998-11-11,9.85
1998-11-12,9.8
1998-11-13,9.75625
1998-11-16,9.6
1998-11-17,9.9
1998-11-18,9.85
1998-11-19,9.75
1998-11-20,9.25
1998-11-23,9.4
1998-11-24,9.75
1998-11-25,9.75
1998-11-27,9.8
1998-11-30,9.65
1998-12-01,10.00625
1998-12-02,10.3
1998-12-03,10.85
1998-12-04,11.125
1998-12-07,11.325
1998-12-08,11.35
1998-12-09,11.125
1998-12-10,10.95
1998-12-11,10.925
1998-12-14,11.2
1998-12-15,11.8
1998-12-16,11.75
1998-12-17,11.85
1998-12-18,12.35
1998-12-21,12.175
1998-12-22,12.05
1998-12-23,12.2
1998-12-24,12.25
1998-12-28,12.2
1998-12-29,12.7
1998-12-30,12.6
1998-12-31,12.7
1999-01-04,12.2
1999-01-05,12.175
1999-01-06,12.35
1999-01-07,11.95
1999-01-08,12.0
1999-01-11,11.8
1999-01-12,11.8
1999-01-13,11.775
1999-01-14,11.9
1999-01-15,11.95
1999-01-19,12.0
1999-01-20,12.4
1999-01-21,12.425
1999-01-22,12.9
1999-01-25,13.05
1999-01-26,13.2
1999-01-27,13.05
1999-01-28,13.05
1999-01-29,12.9
1999-02-01,12.45
1999-02-02,12.15
1999-02-03,12.175
1999-02-04,11.8
1999-02-05,11.8
1999-02-08,11.0
1999-02-09,11.05
1999-02-10,10.4
1999-02-11,11.2
1999-02-12,11.35
1999-02-16,11.275
1999-02-17,11.1
1999-02-18,11.05
1999-02-19,10.9
1999-02-22,10.725
1999-02-23,10.7
1999-02-24,10.45
1999-02-25,10.2
1999-02-26,10.15
1999-03-01,10.0
1999-03-02,10.075
1999-03-03,10.1
1999-03-04,10.075
1999-03-05,10.225
1999-03-08,10.175
1999-03-09,10.25
1999-03-10,10.325
1999-03-11,10.35
1999-03-12,10.275
1999-03-15,10.3
1999-03-16,10.3
1999-03-17,10.425
1999-03-18,10.45
1999-03-19,10.55
1999-03-22,10.525
1999-03-23,10.4
1999-03-24,10.6
1999-03-25,11.775
1999-03-26,11.45
1999-03-29,11.65
1999-03-30,12.0
1999-03-31,11.5
1999-04-01,11.1
1999-04-05,11.15
1999-04-06,10.7
1999-04-07,10.5
1999-04-08,10.25
1999-04-09,10.35
1999-04-12,10.075
1999-04-13,11.125
1999-04-14,11.25
1999-04-15,11.2
1999-04-16,11.175
1999-04-19,11.4
1999-04-20,12.0
1999-04-21,12.4
1999-04-22,12.7
1999-04-23,12.5
1999-04-26,12.8
1999-04-27,12.975
1999-04-28,13.0
1999-04-29,12.475
1999-04-30,12.4
1999-05-03,12.8
1999-05-04,13.525
1999-05-05,13.225
1999-05-06,12.7
1999-05-07,12.525
1999-05-10,12.65
1999-05-11,12.625
1999-05-12,12.6
1999-05-13,12.6
1999-05-14,12.15
1999-05-17,12.2
1999-05-18,11.9
1999-05-19,12.1
1999-05-20,12.45
1999-05-21,13.35
1999-05-24,13.375
1999-05-25,12.55
1999-05-26,12.175
1999-05-27,11.075
1999-05-28,10.325
1999-06-01,10.3
1999-06-02,10.25
1999-06-03,10.55
1999-06-04,10.225
1999-06-07,10.375
1999-06-08,10.3
1999-06-09,10.175
1999-06-10,9.8
1999-06-11,9.75
1999-06-14,9.75
1999-06-15,9.2
1999-06-16,8.8
1999-06-17,8.8
1999-06-18,9.125
1999-06-21,9.9
1999-06-22,9.7
1999-06-23,9.3
1999-06-24,8.7
1999-06-25,8.625
1999-06-28,8.95
1999-06-29,9.45
1999-06-30,9.6
1999-07-01,9.15
1999-07-02,9.35
1999-07-06,9.375
1999-07-07,9.6
1999-07-08,9.35
1999-07-09,9.5875
1999-07-12,9.7
1999-07-13,9.65
1999-07-14,9.6
1999-07-15,9.7
1999-07-16,9.4
1999-07-19,9.45
1999-07-20,9.1
1999-07-21,8.825
1999-07-22,9.2
1999-07-23,9.1
1999-07-26,9.025
1999-07-27,8.725
1999-07-28,8.475
1999-07-29,7.95
1999-07-30,7.25
1999-08-02,8.275
1999-08-03,8.575
1999-08-04,8.15
1999-08-05,7.90625
1999-08-06,7.2
1999-08-09,7.2
1999-08-10,7.7
1999-08-11,8.3
1999-08-12,8.1
1999-08-13,9.0
1999-08-16,8.675
1999-08-17,8.45
1999-08-18,8.5
1999-08-19,8.475
1999-08-20,8.25
1999-08-23,8.45
1999-08-24,8.5
1999-08-25,8.5
1999-08-26,8.575
1999-08-27,8.725
1999-08-30,8.575
1999-08-31,8.875
1999-09-01,9.125
1999-09-02,8.95
1999-09-03,9.4
1999-09-07,9.8
1999-09-08,9.85
1999-09-09,9.725
1999-09-10,10.0
1999-09-13,9.8
1999-09-14,9.5875
1999-09-15,9.625
1999-09-16,9.0
1999-09-17,8.85
1999-09-20,8.925
1999-09-21,8.8
1999-09-22,8.0
1999-09-23,8.5
1999-09-24,8.2
1999-09-27,7.35
1999-09-28,7.525
1999-09-29,7.625
1999-09-30,7.45
1999-10-01,7.15
1999-10-04,8.0
1999-10-05,7.8
1999-10-06,7.6
1999-10-07,7.65
1999-10-08,7.3
1999-10-11,7.45
1999-10-12,7.25
1999-10-13,7.1
1999-10-14,7.15
1999-10-15,7.125
1999-10-18,7.05
1999-10-19,6.9
1999-10-20,6.375
1999-10-21,6.1
1999-10-22,6.75
1999-10-25,6.45
1999-10-26,6.4
1999-10-27,6.5
1999-10-28,7.2
1999-10-29,7.325
1999-11-01,6.425
1999-11-02,6.925
1999-11-03,7.05
1999-11-04,7.4
1999-11-05,7.575
1999-11-08,7.55
1999-11-09,7.625
1999-11-10,7.55
1999-11-11,7.525
1999-11-12,7.575
1999-11-15,7.65
1999-11-16,7.35
1999-11-17,7.05
1999-11-18,7.325
1999-11-19,7.2
1999-11-22,6.75
1999-11-23,6.625
1999-11-24,6.85
1999-11-26,6.65
1999-11-29,6.9
1999-11-30,7.325
1999-12-01,7.25
1999-12-02,7.4
1999-12-03,7.4
1999-12-06,7.4
1999-12-07,7.325
1999-12-08,7.2
1999-12-09,7.4
1999-12-10,7.4
1999-12-13,7.375
1999-12-14,7.3
1999-12-15,7.1
1999-12-16,7.175
1999-12-17,7.175
1999-12-20,7.4
1999-12-21,7.45
1999-12-22,7.45
1999-12-23,8.375
1999-12-27,8.275
1999-12-28,8.3
1999-12-29,8.175
1999-12-30,7.9
1999-12-31,7.925
2000-01-03,8.925
2000-01-04,8.2
2000-01-05,7.6
