Date,DO
1996-03-07,20.4375
1996-03-08,20.5
1996-03-11,20.75
1996-03-12,20.875
1996-03-13,21.1875
1996-03-14,21.1875
1996-03-15,20.6875
1996-03-18,20.6875
1996-03-19,20.5
1996-03-20,21.0625
1996-03-21,21.5625
1996-03-22,21.6875
1996-03-25,21.625
1996-03-26,21.5625
1996-03-27,21.5
1996-03-28,21.5625
1996-03-29,21.4375
1996-04-01,21.75
1996-04-02,22.125
1996-04-03,22.6875
1996-04-04,24.5
1996-04-08,24.125
1996-04-09,24.5625
1996-04-10,25.125
1996-04-11,25.25
1996-04-12,24.875
1996-04-15,24.75
1996-04-16,25.4375
1996-04-17,25.1875
1996-04-18,25.0625
1996-04-19,25.0
1996-04-22,25.4375
1996-04-23,25.375
1996-04-24,25.75
1996-04-25,25.8125
1996-04-26,26.3125
1996-04-29,25.75
1996-04-30,24.875
1996-05-01,24.0
1996-05-02,23.6875
1996-05-03,22.625
1996-05-06,22.125
1996-05-07,22.3125
1996-05-08,22.1875
1996-05-09,23.125
1996-05-10,24.25
1996-05-13,24.4375
1996-05-14,24.5
1996-05-15,24.75
1996-05-16,24.5625
1996-05-17,24.1875
1996-05-20,24.6875
1996-05-21,24.625
1996-05-22,24.375
1996-05-23,24.25
1996-05-24,24.5
1996-05-28,24.25
1996-05-29,23.6875
1996-05-30,24.125
1996-05-31,23.9375
1996-06-03,24.125
1996-06-04,24.4375
1996-06-05,24.375
1996-06-06,24.6875
1996-06-07,24.5
1996-06-10,24.75
1996-06-11,24.5
1996-06-12,24.625
1996-06-13,24.625
1996-06-14,24.5625
1996-06-17,23.9375
1996-06-18,24.6875
1996-06-19,24.8125
1996-06-20,24.75
1996-06-21,25.3125
1996-06-24,25.9375
1996-06-25,27.5
1996-06-26,27.0
1996-06-27,27.0
1996-06-28,28.5
1996-07-01,28.0625
1996-07-02,28.1875
1996-07-03,28.0
1996-07-05,27.75
1996-07-08,28.25
1996-07-09,28.8125
1996-07-10,28.6875
1996-07-11,28.625
1996-07-12,29.0625
1996-07-15,28.75
1996-07-16,27.75
1996-07-17,27.625
1996-07-18,27.0625
1996-07-19,27.0625
1996-07-22,27.5
1996-07-23,27.1875
1996-07-24,26.125
1996-07-25,26.125
1996-07-26,25.625
1996-07-29,24.9375
1996-07-30,24.125
1996-07-31,23.625
1996-08-01,24.625
1996-08-02,23.5625
1996-08-05,23.6875
1996-08-06,24.375
1996-08-07,24.1875
1996-08-08,24.5625
1996-08-09,24.5
1996-08-12,24.0625
1996-08-13,23.804688
1996-08-14,23.5
1996-08-15,23.75
1996-08-16,24.125
1996-08-19,25.3125
1996-08-20,25.6875
1996-08-21,25.6875
1996-08-22,25.5
1996-08-23,25.1875
1996-08-26,25.4375
1996-08-27,25.125
1996-08-28,25.5
1996-08-29,25.5
1996-08-30,25.5
1996-09-03,25.75
1996-09-04,25.6875
1996-09-05,25.6875
1996-09-06,25.5625
1996-09-09,26.4375
1996-09-10,27.125
1996-09-11,27.625
1996-09-12,27.75
1996-09-13,28.25
1996-09-16,28.1875
1996-09-17,28.25
1996-09-18,27.625
1996-09-19,27.1875
1996-09-20,26.9375
1996-09-23,26.25
1996-09-24,25.5
1996-09-25,26.25
1996-09-26,27.9375
1996-09-27,27.75
1996-09-30,27.5
1996-10-01,27.4375
1996-10-02,28.0625
1996-10-03,28.4375
1996-10-04,28.6875
1996-10-07,28.875
1996-10-08,28.9375
1996-10-09,29.1875
1996-10-10,29.4375
1996-10-11,30.6875
1996-10-14,30.625
1996-10-15,31.375
1996-10-16,31.25
1996-10-17,32.1875
1996-10-18,32.0625
1996-10-21,31.5625
1996-10-22,31.25
1996-10-23,30.8125
1996-10-24,30.5625
1996-10-25,30.5625
1996-10-28,30.8125
1996-10-29,30.8125
1996-10-30,30.9375
1996-10-31,30.4375
1996-11-01,29.4375
1996-11-04,29.3125
1996-11-05,29.375
1996-11-06,29.6875
1996-11-07,29.8125
1996-11-08,29.75
1996-11-11,29.875
1996-11-12,30.0
1996-11-13,29.9375
1996-11-14,30.3125
1996-11-15,30.0
1996-11-18,30.4375
1996-11-19,30.375
1996-11-20,31.125
1996-11-21,30.8125
1996-11-22,31.0
1996-11-25,31.75
1996-11-26,31.5
1996-11-27,31.875
1996-11-29,31.875
1996-12-02,31.875
1996-12-03,31.9375
1996-12-04,30.75
1996-12-05,30.9375
1996-12-06,31.0625
1996-12-09,30.25
1996-12-10,28.9375
1996-12-11,27.5
1996-12-12,27.125
1996-12-13,27.875
1996-12-16,28.6875
1996-12-17,29.5
1996-12-18,29.875
1996-12-19,30.0625
1996-12-20,30.0
1996-12-23,30.1875
1996-12-24,30.0625
1996-12-26,29.75
1996-12-27,29.1875
1996-12-30,28.8125
1996-12-31,28.5
1997-01-02,28.25
1997-01-03,28.8125
1997-01-06,30.0
1997-01-07,31.125
1997-01-08,31.25
1997-01-09,33.0
1997-01-10,33.6875
1997-01-13,34.375
1997-01-14,34.5
1997-01-15,35.25
1997-01-16,36.5
1997-01-17,36.125
1997-01-20,35.875
1997-01-21,34.5
1997-01-22,33.8125
1997-01-23,34.375
1997-01-24,33.9375
1997-01-27,32.9375
1997-01-28,32.875
1997-01-29,32.6875
1997-01-30,32.5625
1997-01-31,33.0625
1997-02-03,32.5
1997-02-04,32.0
1997-02-05,31.0
1997-02-06,31.3125
1997-02-07,31.3125
1997-02-10,29.9375
1997-02-11,30.125
1997-02-12,31.3125
1997-02-13,31.75
1997-02-14,32.125
1997-02-18,31.75
1997-02-19,32.0625
1997-02-20,31.3125
1997-02-21,30.8125
1997-02-24,30.625
1997-02-25,30.25
1997-02-26,30.5
1997-02-27,28.1875
1997-02-28,29.3125
1997-03-03,27.6875
1997-03-04,30.5625
1997-03-05,32.125
1997-03-06,32.625
1997-03-07,32.5625
1997-03-10,32.625
1997-03-11,31.75
1997-03-12,30.75
1997-03-13,31.625
1997-03-14,32.75
1997-03-17,33.125
1997-03-18,33.625
1997-03-19,32.875
1997-03-20,33.5
1997-03-21,33.6875
1997-03-24,32.75
1997-03-25,33.875
1997-03-26,35.0
1997-03-27,34.875
1997-03-31,34.25
1997-04-01,33.75
1997-04-02,32.6875
1997-04-03,31.25
1997-04-04,31.1875
1997-04-07,32.3125
1997-04-08,33.0
1997-04-09,34.375
1997-04-10,33.25
1997-04-11,32.875
1997-04-14,33.75
1997-04-15,32.625
1997-04-16,33.4375
1997-04-17,33.25
1997-04-18,33.8125
1997-04-21,33.75
1997-04-22,33.875
1997-04-23,34.75
1997-04-24,33.625
1997-04-25,32.625
1997-04-28,32.125
1997-04-29,32.5
1997-04-30,32.1875
1997-05-01,31.625
1997-05-02,31.125
1997-05-05,31.9375
1997-05-06,32.3125
1997-05-07,31.25
1997-05-08,32.1875
1997-05-09,33.3125
1997-05-12,34.25
1997-05-13,33.75
1997-05-14,34.625
1997-05-15,33.875
1997-05-16,34.5
1997-05-19,35.25
1997-05-20,35.4375
1997-05-21,36.0625
1997-05-22,36.0
1997-05-23,35.5625
1997-05-27,35.8125
1997-05-28,35.75
1997-05-29,35.9375
1997-05-30,35.5625
1997-06-02,36.875
1997-06-03,37.375
1997-06-04,37.0625
1997-06-05,37.4375
1997-06-06,37.5
1997-06-09,37.1875
1997-06-10,36.6875
1997-06-11,35.4375
1997-06-12,35.25
1997-06-13,36.5
1997-06-16,36.6875
1997-06-17,37.4375
1997-06-18,38.75
1997-06-19,38.5
1997-06-20,37.4375
1997-06-23,36.4375
1997-06-24,36.8125
1997-06-25,35.875
1997-06-26,36.1875
1997-06-27,37.6875
1997-06-30,38.9375
1997-07-01,39.25
1997-07-02,41.125
1997-07-03,40.625
1997-07-07,41.1875
1997-07-08,41.3125
1997-07-09,41.125
1997-07-10,43.125
1997-07-11,45.9375
1997-07-14,45.0
1997-07-15,44.90625
1997-07-16,46.59375
1997-07-17,47.90625
1997-07-18,45.9375
1997-07-21,44.75
1997-07-22,45.0
1997-07-23,44.5
1997-07-24,44.4375
1997-07-25,44.8125
1997-07-28,44.96875
1997-07-29,46.0
1997-07-30,46.875
1997-07-31,46.625
1997-08-01,46.625
1997-08-04,46.8125
1997-08-05,47.375
1997-08-06,47.34375
1997-08-07,46.375
1997-08-08,45.28125
1997-08-11,44.25
1997-08-12,44.21875
1997-08-13,44.0
1997-08-14,43.125
1997-08-15,43.1875
1997-08-18,43.5
1997-08-19,44.375
1997-08-20,44.0
1997-08-21,44.0
1997-08-22,43.1875
1997-08-25,44.875
1997-08-26,47.375
1997-08-27,51.125
1997-08-28,55.875
1997-08-29,54.625
1997-09-02,54.375
1997-09-03,53.75
1997-09-04,54.0625
1997-09-05,55.8125
1997-09-08,56.125
1997-09-09,56.9375
1997-09-10,57.0
1997-09-11,56.4375
1997-09-12,58.375
1997-09-15,59.125
1997-09-16,55.5
1997-09-17,56.25
1997-09-18,55.3125
1997-09-19,54.5
1997-09-22,54.6875
1997-09-23,53.25
1997-09-24,52.5625
1997-09-25,53.3125
1997-09-26,52.625
1997-09-29,54.5
1997-09-30,55.1875
1997-10-01,55.25
1997-10-02,56.125
1997-10-03,57.0625
1997-10-06,59.8125
1997-10-07,60.25
1997-10-08,59.75
1997-10-09,62.375
1997-10-10,65.0
1997-10-13,63.0
1997-10-14,62.5
1997-10-15,63.125
1997-10-16,61.3125
1997-10-17,60.1875
1997-10-20,61.5
1997-10-21,63.25
1997-10-22,62.9375
1997-10-23,63.8125
1997-10-24,64.625
1997-10-27,58.75
1997-10-28,60.0
1997-10-29,60.9375
1997-10-30,61.6875
1997-10-31,62.25
1997-11-03,63.625
1997-11-04,66.25
1997-11-05,66.75
1997-11-06,65.625
1997-11-07,64.0625
1997-11-10,61.875
1997-11-11,60.6875
1997-11-12,60.1875
1997-11-13,58.0625
1997-11-14,58.875
1997-11-17,58.75
1997-11-18,56.5
1997-11-19,53.3125
1997-11-20,55.5625
1997-11-21,54.8125
1997-11-24,52.0625
1997-11-25,50.0
1997-11-26,50.4375
1997-11-28,49.875
1997-12-01,45.6875
1997-12-02,48.25
1997-12-03,51.8125
1997-12-04,50.6875
1997-12-05,52.9375
1997-12-08,54.125
1997-12-09,52.5
1997-12-10,51.625
1997-12-11,48.5625
1997-12-12,46.375
1997-12-15,42.75
1997-12-16,46.0
1997-12-17,47.75
1997-12-18,47.6875
1997-12-19,45.9375
1997-12-22,45.0
1997-12-23,42.625
1997-12-24,44.0
1997-12-26,44.75
1997-12-29,46.375
1997-12-30,47.125
1997-12-31,48.125
1998-01-02,47.1875
1998-01-05,45.625
1998-01-06,44.375
1998-01-07,45.3125
1998-01-08,42.5
1998-01-09,40.6875
1998-01-12,39.0
1998-01-13,40.625
1998-01-14,41.5
1998-01-15,42.375
1998-01-16,43.75
1998-01-20,45.9375
1998-01-21,44.8125
1998-01-22,39.875
1998-01-23,39.75
1998-01-26,42.125
1998-01-27,41.6875
1998-01-28,43.0
1998-01-29,46.0625
1998-01-30,44.625
1998-02-02,43.75
1998-02-03,43.9375
1998-02-04,46.625
1998-02-05,48.3125
1998-02-06,47.0
1998-02-09,45.6875
1998-02-10,46.0
1998-02-11,44.5625
1998-02-12,43.75
1998-02-13,44.75
1998-02-17,43.0
1998-02-18,45.6875
1998-02-19,45.0
1998-02-20,45.5
1998-02-23,42.75
1998-02-24,42.875
1998-02-25,43.4375
1998-02-26,44.9375
1998-02-27,46.0625
1998-03-02,47.3125
1998-03-03,48.25
1998-03-04,46.375
1998-03-05,47.375
1998-03-06,46.0625
1998-03-09,43.9375
1998-03-10,43.625
1998-03-11,42.625
1998-03-12,42.9375
1998-03-13,42.3125
1998-03-16,41.3125
1998-03-17,41.0
1998-03-18,43.9375
1998-03-19,45.0
1998-03-20,47.0625
1998-03-23,48.9375
1998-03-24,48.0
1998-03-25,48.4375
1998-03-26,48.4375
1998-03-27,47.75
1998-03-30,46.75
1998-03-31,45.375
1998-04-01,47.125
1998-04-02,46.625
1998-04-03,46.0
1998-04-06,45.3125
1998-04-07,44.4375
1998-04-08,45.25
1998-04-09,44.25
1998-04-13,43.625
1998-04-14,44.6875
1998-04-15,46.6875
1998-04-16,45.375
1998-04-17,46.5625
1998-04-20,47.0625
1998-04-21,49.125
1998-04-22,48.125
1998-04-23,48.5
1998-04-24,47.625
1998-04-27,47.625
1998-04-28,48.8125
1998-04-29,50.8125
1998-04-30,50.625
1998-05-01,53.5
1998-05-04,53.125
1998-05-05,54.625
1998-05-06,53.625
1998-05-07,51.875
1998-05-08,51.625
1998-05-11,51.25
1998-05-12,51.125
1998-05-13,51.5
1998-05-14,52.9375
1998-05-15,51.0
1998-05-18,49.4375
1998-05-19,48.4375
1998-05-20,46.9375
1998-05-21,46.4375
1998-05-22,46.9375
1998-05-26,45.75
1998-05-27,46.0
1998-05-28,47.4375
1998-05-29,47.8125
1998-06-01,46.0625
1998-06-02,46.0625
1998-06-03,44.9375
1998-06-04,46.0
1998-06-05,46.25
1998-06-08,45.1875
1998-06-09,44.9375
1998-06-10,43.0
1998-06-11,41.5625
1998-06-12,43.4375
1998-06-15,41.25
1998-06-16,42.8125
1998-06-17,43.5625
1998-06-18,41.6875
1998-06-19,40.5625
1998-06-22,42.8125
1998-06-23,43.5
1998-06-24,42.375
1998-06-25,40.4375
1998-06-26,39.3125
1998-06-29,40.5
1998-06-30,40.3125
1998-07-01,39.9375
1998-07-02,40.9375
1998-07-06,39.375
1998-07-07,37.625
1998-07-08,37.0625
1998-07-09,36.125
1998-07-10,35.625
1998-07-13,34.3125
1998-07-14,35.3125
1998-07-15,37.0
1998-07-16,36.8125
1998-07-17,36.375
1998-07-20,35.0625
1998-07-21,34.1875
1998-07-22,35.0
1998-07-23,33.5
1998-07-24,33.0
1998-07-27,33.625
1998-07-28,32.875
1998-07-29,32.375
1998-07-30,33.625
1998-07-31,32.8125
1998-08-03,31.25
1998-08-04,29.75
1998-08-05,29.1875
1998-08-06,30.0
1998-08-07,30.625
1998-08-10,29.5
1998-08-11,27.8125
1998-08-12,28.25
1998-08-13,26.4375
1998-08-14,25.5625
1998-08-17,23.875
1998-08-18,24.625
1998-08-19,25.75
1998-08-20,26.0
1998-08-21,25.75
1998-08-24,24.875
1998-08-25,24.0
1998-08-26,23.5
1998-08-27,21.8125
1998-08-28,22.25
1998-08-31,20.875
1998-09-01,21.375
1998-09-02,21.125
1998-09-03,22.1875
1998-09-04,23.625
1998-09-08,23.5625
1998-09-09,23.75
1998-09-10,25.375
1998-09-11,27.4375
1998-09-14,27.25
1998-09-15,26.8125
1998-09-16,28.0
1998-09-17,25.75
1998-09-18,26.3125
1998-09-21,26.75
1998-09-22,25.4375
1998-09-23,27.25
1998-09-24,25.625
1998-09-25,26.4375
1998-09-28,27.125
1998-09-29,28.25
1998-09-30,26.0625
1998-10-01,24.75
1998-10-02,25.5
1998-10-05,24.1875
1998-10-06,24.375
1998-10-07,22.125
1998-10-08,20.6875
1998-10-09,21.5
1998-10-12,22.125
1998-10-13,21.3125
1998-10-14,21.0625
1998-10-15,24.5
1998-10-16,27.0
1998-10-19,26.625
1998-10-20,26.4375
1998-10-21,28.8125
1998-10-22,31.25
1998-10-23,30.25
1998-10-26,32.9375
1998-10-27,31.5
1998-10-28,29.75
1998-10-29,30.1875
1998-10-30,30.6875
1998-11-02,32.3125
1998-11-03,31.75
1998-11-04,32.375
1998-11-05,32.0
1998-11-06,32.0625
1998-11-09,31.4375
1998-11-10,28.875
1998-11-11,27.25
1998-11-12,27.625
1998-11-13,27.25
1998-11-16,26.0625
1998-11-17,26.375
1998-11-18,25.5625
1998-11-19,25.1875
1998-11-20,25.5
1998-11-23,24.4375
1998-11-24,25.1875
1998-11-25,25.25
1998-11-27,23.875
1998-11-30,22.25
1998-12-01,22.8125
1998-12-02,21.6875
1998-12-03,21.5
1998-12-04,22.3125
1998-12-07,24.875
1998-12-08,24.0625
1998-12-09,24.25
1998-12-10,23.25
1998-12-11,23.375
1998-12-14,24.125
1998-12-15,23.0
1998-12-16,26.0
1998-12-17,24.0
1998-12-18,23.375
1998-12-21,22.75
1998-12-22,22.625
1998-12-23,23.5
1998-12-24,22.75
1998-12-28,21.875
1998-12-29,21.6875
1998-12-30,22.0
1998-12-31,23.6875
1999-01-04,24.5625
1999-01-05,24.375
1999-01-06,26.1875
1999-01-07,27.75
1999-01-08,27.5
1999-01-11,26.75
1999-01-12,25.6875
1999-01-13,24.9375
1999-01-14,25.0625
1999-01-15,25.125
1999-01-19,25.8125
1999-01-20,24.5625
1999-01-21,25.0
1999-01-22,25.0625
1999-01-25,24.5625
1999-01-26,23.5
1999-01-27,23.375
1999-01-28,22.6875
1999-01-29,23.0
1999-02-01,23.375
1999-02-02,23.4375
1999-02-03,25.25
1999-02-04,24.25
1999-02-05,25.0
1999-02-08,24.0625
1999-02-09,23.625
1999-02-10,23.625
1999-02-11,22.75
1999-02-12,22.5625
1999-02-16,22.0
1999-02-17,21.4375
1999-02-18,22.5
1999-02-19,22.1875
1999-02-22,22.25
1999-02-23,22.75
1999-02-24,21.0625
1999-02-25,21.3125
1999-02-26,20.6875
1999-03-01,20.75
1999-03-02,20.5
1999-03-03,22.0
1999-03-04,23.625
1999-03-05,24.5
1999-03-08,25.3125
1999-03-09,25.0
1999-03-10,27.375
1999-03-11,26.75
1999-03-12,27.875
1999-03-15,27.0
1999-03-16,26.4375
1999-03-17,28.1875
1999-03-18,29.3125
1999-03-19,29.0625
1999-03-22,30.0625
1999-03-23,28.875
1999-03-24,29.25
1999-03-25,29.9375
1999-03-26,31.1875
1999-03-29,33.375
1999-03-30,32.125
1999-03-31,31.625
1999-04-01,30.375
1999-04-05,29.875
1999-04-06,29.75
1999-04-07,27.6875
1999-04-08,28.625
1999-04-09,29.875
1999-04-12,28.5625
1999-04-13,29.5
1999-04-14,27.125
1999-04-15,29.8125
1999-04-16,32.1875
1999-04-19,33.4375
1999-04-20,31.9375
1999-04-21,32.5
1999-04-22,33.75
1999-04-23,31.5
1999-04-26,29.9375
1999-04-27,31.0
1999-04-28,33.3125
1999-04-29,33.625
1999-04-30,33.0625
1999-05-03,34.0625
1999-05-04,34.0
1999-05-05,33.25
1999-05-06,32.0625
1999-05-07,32.3125
1999-05-10,31.5625
1999-05-11,30.8125
1999-05-12,30.0625
1999-05-13,30.75
1999-05-14,30.25
1999-05-17,29.75
1999-05-18,28.4375
1999-05-19,28.5625
1999-05-20,29.4375
1999-05-21,29.6875
1999-05-24,27.6875
1999-05-25,27.3125
1999-05-26,28.1875
1999-05-27,26.9375
1999-05-28,27.25
1999-06-01,25.9375
1999-06-02,27.6875
1999-06-03,28.5625
1999-06-04,27.5625
1999-06-07,28.0625
1999-06-08,27.5
1999-06-09,27.6875
1999-06-10,28.0625
1999-06-11,29.5625
1999-06-14,29.5
1999-06-15,30.125
1999-06-16,28.8125
1999-06-17,29.875
1999-06-18,29.9375
1999-06-21,28.125
1999-06-22,27.125
1999-06-23,26.5
1999-06-24,26.0
1999-06-25,25.9375
1999-06-28,26.0625
1999-06-29,26.75
1999-06-30,28.375
1999-07-01,27.75
1999-07-02,28.25
1999-07-06,29.1875
1999-07-07,28.5
1999-07-08,29.6875
1999-07-09,30.375
1999-07-12,31.5
1999-07-13,31.75
1999-07-14,31.5625
1999-07-15,31.1875
1999-07-16,31.375
1999-07-19,31.125
1999-07-20,29.0625
1999-07-21,29.75
1999-07-22,29.5
1999-07-23,30.125
1999-07-26,29.6875
1999-07-27,30.0
1999-07-28,31.0625
1999-07-29,32.625
1999-07-30,32.0
1999-08-02,31.3125
1999-08-03,31.625
1999-08-04,33.8125
1999-08-05,36.125
1999-08-06,35.5625
1999-08-09,38.875
1999-08-10,39.625
1999-08-11,39.625
1999-08-12,40.3125
1999-08-13,39.375
1999-08-16,38.5625
1999-08-17,39.875
1999-08-18,38.5
1999-08-19,39.125
1999-08-20,39.6875
1999-08-23,39.5625
1999-08-24,38.75
1999-08-25,36.4375
1999-08-26,37.1875
1999-08-27,37.125
1999-08-30,37.5
1999-08-31,38.25
1999-09-01,37.8125
1999-09-02,37.3125
1999-09-03,37.375
1999-09-07,39.5
1999-09-08,38.75
1999-09-09,40.125
1999-09-10,40.0625
1999-09-13,40.4375
1999-09-14,38.5
1999-09-15,37.5625
1999-09-16,37.5625
1999-09-17,37.9375
1999-09-20,36.6875
1999-09-21,35.625
1999-09-22,35.4375
1999-09-23,35.4375
1999-09-24,34.75
1999-09-27,34.75
1999-09-28,33.125
1999-09-29,34.3125
1999-09-30,33.375
1999-10-01,34.5
1999-10-04,34.0
1999-10-05,32.4375
1999-10-06,33.0625
1999-10-07,31.75
1999-10-08,30.875
1999-10-11,33.75
1999-10-12,34.25
1999-10-13,34.375
1999-10-14,32.875
1999-10-15,32.0625
1999-10-18,31.25
1999-10-19,32.5
1999-10-20,32.0
1999-10-21,32.8125
1999-10-22,34.5
1999-10-25,33.4375
1999-10-26,32.5625
1999-10-27,31.75
1999-10-28,30.4375
1999-10-29,32.0
1999-11-01,32.75
1999-11-02,31.125
1999-11-03,30.625
1999-11-04,30.1875
1999-11-05,29.8125
1999-11-08,31.25
1999-11-09,32.375
1999-11-10,32.125
1999-11-11,31.1875
1999-11-12,32.625
1999-11-15,33.375
1999-11-16,34.5625
1999-11-17,36.0625
1999-11-18,34.625
1999-11-19,35.1875
1999-11-22,34.3125
1999-11-23,32.375
1999-11-24,33.125
1999-11-26,32.625
1999-11-29,31.3125
1999-11-30,30.25
1999-12-01,32.5625
1999-12-02,31.625
1999-12-03,30.875
1999-12-06,30.125
1999-12-07,29.8125
1999-12-08,30.3125
1999-12-09,28.625
1999-12-10,28.0
1999-12-13,27.4375
1999-12-14,27.875
1999-12-15,28.625
1999-12-16,29.375
1999-12-17,28.75
1999-12-20,27.875
1999-12-21,28.0625
1999-12-22,28.0
1999-12-23,29.0625
1999-12-27,30.0
1999-12-28,29.8125
1999-12-29,30.75
1999-12-30,28.9375
1999-12-31,30.5625
2000-01-03,28.9375
2000-01-04,27.5
2000-01-05,27.375
2000-01-06,29.6875
2000-01-07,30.6875
2000-01-10,29.0
2000-01-11,30.375
2000-01-12,28.5625
2000-01-13,29.75
2000-01-14,30.625
2000-01-18,32.875
2000-01-19,32.875
2000-01-20,32.0625
2000-01-21,31.625
2000-01-24,30.0625
2000-01-25,29.875
2000-01-26,29.1875
2000-01-27,28.375
2000-01-28,27.75
2000-01-31,27.8125
2000-02-01,28.75
2000-02-02,28.4375
2000-02-03,27.75
2000-02-04,27.75
2000-02-07,28.5625
2000-02-08,27.625
2000-02-09,27.0
2000-02-10,28.0625
2000-02-11,28.5625
2000-02-14,28.5
2000-02-15,29.25
2000-02-16,28.375
2000-02-17,28.375
2000-02-18,27.4375
2000-02-22,27.25
2000-02-23,26.5
2000-02-24,28.9375
2000-02-25,28.5625
2000-02-28,29.5625
2000-02-29,31.75
2000-03-01,33.5
2000-03-02,36.375
2000-03-03,35.5
2000-03-06,35.75
2000-03-07,38.625
2000-03-08,33.3125
2000-03-09,33.5
2000-03-10,33.875
2000-03-13,34.0625
2000-03-14,34.0
2000-03-15,34.25
2000-03-16,36.0
2000-03-17,34.3125
2000-03-20,32.546875
2000-03-21,34.4375
2000-03-22,37.25
2000-03-23,36.9375
2000-03-24,38.4375
2000-03-27,38.1875
2000-03-28,37.375
2000-03-29,40.625
2000-03-30,38.5625
2000-03-31,39.9375
2000-04-03,41.8125
2000-04-04,39.25
2000-04-05,38.5
2000-04-06,38.875
2000-04-07,37.0
2000-04-10,35.5625
2000-04-11,38.25
2000-04-12,39.3125
2000-04-13,37.5625
2000-04-14,36.625
2000-04-17,35.875
2000-04-18,38.375
2000-04-19,37.0625
2000-04-20,38.0625
2000-04-24,39.1875
2000-04-25,39.0
2000-04-26,38.8125
2000-04-27,40.75
2000-04-28,40.3125
2000-05-01,41.4375
2000-05-02,44.75
2000-05-03,41.3125
2000-05-04,42.1875
2000-05-05,42.125
2000-05-08,43.0
2000-05-09,43.25
2000-05-10,41.6875
2000-05-11,41.625
2000-05-12,42.875
2000-05-15,43.8125
2000-05-16,42.0
2000-05-17,43.5625
2000-05-18,43.375
2000-05-19,41.75
2000-05-22,39.6875
2000-05-23,41.0
2000-05-24,41.75
2000-05-25,40.6875
2000-05-26,39.4375
2000-05-30,39.75
2000-05-31,40.875
2000-06-01,39.3125
2000-06-02,37.0625
2000-06-05,36.0
2000-06-06,37.75
2000-06-07,37.375
2000-06-08,39.0
2000-06-09,37.25
2000-06-12,39.6875
2000-06-13,39.875
2000-06-14,39.0
2000-06-15,37.5
2000-06-16,39.0
2000-06-19,37.1875
2000-06-20,35.25
2000-06-21,37.5
2000-06-22,36.125
2000-06-23,36.3125
2000-06-26,36.0625
2000-06-27,36.5625
2000-06-28,35.5
2000-06-29,35.625
2000-06-30,35.125
2000-07-03,35.3125
2000-07-05,32.8125
2000-07-06,33.0
2000-07-07,33.375
2000-07-10,33.5625
2000-07-11,36.25
2000-07-12,35.5625
2000-07-13,35.875
2000-07-14,36.5625
2000-07-17,34.5
2000-07-18,36.625
2000-07-19,37.25
2000-07-20,37.4375
2000-07-21,36.5
2000-07-24,35.125
2000-07-25,35.0
2000-07-26,36.0
2000-07-27,37.4375
2000-07-28,37.5625
2000-07-31,37.5625
2000-08-01,38.375
2000-08-02,38.125
2000-08-03,37.75
2000-08-04,38.625
2000-08-07,39.203125
2000-08-08,39.375
2000-08-09,40.8125
2000-08-10,40.0625
2000-08-11,40.125
2000-08-14,41.9375
2000-08-15,40.75
