Date,TTM
2005-03-07,11.0
2005-03-08,10.95
2005-03-09,10.78
2005-03-10,10.74
2005-03-11,10.59
2005-03-14,10.66
2005-03-15,10.51
2005-03-16,10.51
2005-03-17,10.29
2005-03-18,10.48
2005-03-21,10.25
2005-03-22,9.9
2005-03-23,9.66
2005-03-24,9.67
2005-03-28,9.55
2005-03-29,9.41
2005-03-30,9.4
2005-03-31,9.7
2005-04-01,9.99
2005-04-04,9.65
2005-04-05,9.25
2005-04-06,9.43
2005-04-07,9.53
2005-04-08,9.7
2005-04-11,9.75
2005-04-12,9.78
2005-04-13,9.75
2005-04-14,9.7
2005-04-15,9.55
2005-04-18,9.78
2005-04-19,9.74
2005-04-20,9.78
2005-04-21,10.09
2005-04-22,9.96
2005-04-25,9.96
2005-04-26,9.82
2005-04-27,9.72
2005-04-28,9.55
2005-04-29,9.48
2005-05-02,9.5
2005-05-03,9.51
2005-05-04,9.75
2005-05-05,9.56
2005-05-06,9.69
2005-05-09,9.86
2005-05-10,9.82
2005-05-11,9.86
2005-05-12,9.91
2005-05-13,9.95
2005-05-16,10.3
2005-05-17,9.9
2005-05-18,9.96
2005-05-19,9.85
2005-05-20,9.93
2005-05-23,9.9
2005-05-24,10.14
2005-05-25,10.11
2005-05-26,10.2
2005-05-27,10.11
2005-05-31,9.85
2005-06-01,10.38
2005-06-02,10.09
2005-06-03,10.12
2005-06-06,10.1
2005-06-07,10.0
2005-06-08,10.0
2005-06-09,9.8
2005-06-10,9.64
2005-06-13,9.63
2005-06-14,9.6
2005-06-15,9.6
2005-06-16,9.7
2005-06-17,9.6
2005-06-20,9.46
2005-06-21,9.62
2005-06-22,9.71
2005-06-23,9.61
2005-06-24,9.66
2005-06-27,9.8
2005-06-28,9.58
2005-06-29,9.64
2005-06-30,9.68
2005-07-01,9.7
2005-07-05,10.0
2005-07-06,10.19
2005-07-07,10.07
2005-07-08,10.0
2005-07-11,10.28
2005-07-12,10.65
2005-07-13,10.6
2005-07-14,10.39
2005-07-15,10.55
2005-07-18,10.72
2005-07-19,10.99
2005-07-20,10.84
2005-07-21,10.65
2005-07-22,10.8
2005-07-25,10.77
2005-07-26,10.91
2005-07-27,11.03
2005-07-28,11.0
2005-07-29,11.35
2005-08-01,11.54
2005-08-02,11.9
2005-08-03,11.57
2005-08-04,11.53
2005-08-05,11.65
2005-08-08,11.0
2005-08-09,10.72
2005-08-10,10.98
2005-08-11,11.32
2005-08-12,11.32
2005-08-15,11.42
2005-08-16,11.13
2005-08-17,11.26
2005-08-18,11.15
2005-08-19,11.24
2005-08-22,11.01
2005-08-23,10.74
2005-08-24,10.7
2005-08-25,10.67
2005-08-26,10.74
2005-08-29,10.51
2005-08-30,10.48
2005-08-31,10.34
2005-09-01,10.64
2005-09-02,11.03
2005-09-06,11.11
2005-09-07,11.21
2005-09-08,11.59
2005-09-09,11.49
2005-09-12,11.57
2005-09-13,11.57
2005-09-14,11.82
2005-09-15,11.76
2005-09-16,11.88
2005-09-19,11.89
2005-09-20,11.9
2005-09-21,11.87
2005-09-22,11.65
2005-09-23,11.64
2005-09-26,12.0
2005-09-27,12.41
2005-09-28,12.31
2005-09-29,12.1
2005-09-30,12.33
2005-10-03,12.68
2005-10-04,12.72
2005-10-05,12.57
2005-10-06,12.13
2005-10-07,12.19
2005-10-10,11.82
2005-10-11,11.99
2005-10-12,12.01
2005-10-13,11.81
2005-10-14,11.79
2005-10-17,11.74
2005-10-18,11.25
2005-10-19,11.25
2005-10-20,11.05
2005-10-21,11.34
2005-10-24,11.51
2005-10-25,11.34
2005-10-26,11.1
2005-10-27,10.69
2005-10-28,10.44
2005-10-31,10.64
2005-11-01,10.73
2005-11-02,10.88
2005-11-03,11.03
2005-11-04,10.93
2005-11-07,10.86
2005-11-08,10.99
2005-11-09,10.95
2005-11-10,11.08
2005-11-11,11.4
2005-11-14,11.29
2005-11-15,11.26
2005-11-16,11.52
2005-11-17,11.81
2005-11-18,12.09
2005-11-21,11.97
2005-11-22,11.67
2005-11-23,12.13
2005-11-25,12.5
2005-11-28,12.63
2005-11-29,12.56
2005-11-30,11.94
2005-12-01,12.5
2005-12-02,12.23
2005-12-05,11.89
2005-12-06,11.93
2005-12-07,11.98
2005-12-08,12.18
2005-12-09,12.48
2005-12-12,12.73
2005-12-13,13.34
2005-12-14,13.34
2005-12-15,13.4
2005-12-16,13.79
2005-12-19,13.71
2005-12-20,13.93
2005-12-21,13.69
2005-12-22,13.99
2005-12-23,13.84
2005-12-27,14.27
2005-12-28,14.12
2005-12-29,14.25
2005-12-30,14.37
2006-01-03,14.49
2006-01-04,14.7
2006-01-05,14.62
2006-01-06,14.49
2006-01-09,14.75
2006-01-10,14.48
2006-01-11,14.33
2006-01-12,14.6
2006-01-13,14.77
2006-01-17,14.32
2006-01-18,13.93
2006-01-19,14.69
2006-01-20,14.59
2006-01-23,14.43
2006-01-24,14.86
2006-01-25,15.39
2006-01-26,15.52
2006-01-27,15.85
2006-01-30,15.71
2006-01-31,16.059998999999998
2006-02-01,16.24
2006-02-02,16.0
2006-02-03,16.1
2006-02-06,16.51
2006-02-07,17.030001000000002
2006-02-08,17.0
2006-02-09,17.059998999999998
2006-02-10,16.9
2006-02-13,17.190001000000002
2006-02-14,17.219998999999998
2006-02-15,17.42
2006-02-16,17.940001000000002
2006-02-17,17.82
2006-02-21,18.209999
2006-02-22,18.24
2006-02-23,18.059998999999998
2006-02-24,17.85
2006-02-27,18.02
2006-02-28,18.33
2006-03-01,19.379998999999998
2006-03-02,19.98
2006-03-03,20.99
2006-03-06,20.860001
2006-03-07,20.1
2006-03-08,19.559998999999998
2006-03-09,19.950001
2006-03-10,20.530001000000002
2006-03-13,20.24
2006-03-14,20.08
2006-03-15,20.35
2006-03-16,20.85
2006-03-17,21.129998999999998
2006-03-20,21.459999
2006-03-21,20.5
2006-03-22,20.85
2006-03-23,20.5
2006-03-24,20.549999
2006-03-27,20.17
2006-03-28,20.200001
2006-03-29,20.25
2006-03-30,20.1
2006-03-31,20.84
2006-04-03,21.5
2006-04-04,21.73
2006-04-05,21.66
2006-04-06,21.889999
2006-04-07,21.0
2006-04-10,20.98
2006-04-11,20.85
2006-04-12,19.889999
2006-04-13,20.299999
2006-04-17,20.43
2006-04-18,20.98
2006-04-19,20.469998999999998
2006-04-20,21.41
2006-04-21,21.57
2006-04-24,21.17
2006-04-25,20.35
2006-04-26,21.040001
2006-04-27,20.01
2006-04-28,20.73
2006-05-01,21.370001000000002
2006-05-02,21.299999
2006-05-03,21.549999
2006-05-04,21.75
2006-05-05,21.799999
2006-05-08,21.639999
2006-05-09,21.959999
2006-05-10,21.82
2006-05-11,21.139999
2006-05-12,21.299999
2006-05-15,19.610001
2006-05-16,20.290001
2006-05-17,20.299999
2006-05-18,18.91
2006-05-19,18.200001
2006-05-22,16.74
2006-05-23,17.51
2006-05-24,16.5
2006-05-25,17.65
2006-05-26,17.75
2006-05-30,16.540001
2006-05-31,16.799999
2006-06-01,16.879998999999998
2006-06-02,17.42
2006-06-05,16.84
2006-06-06,16.559998999999998
2006-06-07,16.0
2006-06-08,15.6
2006-06-09,16.01
2006-06-12,15.34
2006-06-13,14.91
2006-06-14,15.29
2006-06-15,16.540001
2006-06-16,16.32
2006-06-19,16.58
2006-06-20,16.74
2006-06-21,17.629998999999998
2006-06-22,16.889999
2006-06-23,17.15
2006-06-26,16.290001
2006-06-27,16.17
2006-06-28,16.200001
2006-06-29,17.25
2006-06-30,17.25
2006-07-03,17.389999
2006-07-05,17.110001
2006-07-06,17.1
2006-07-07,16.6
2006-07-10,16.98
2006-07-11,16.5
2006-07-12,16.49
2006-07-13,16.09
2006-07-14,15.72
2006-07-17,15.17
2006-07-18,14.88
2006-07-19,14.99
2006-07-20,14.61
2006-07-21,14.27
2006-07-24,14.9
2006-07-25,15.29
2006-07-26,15.79
2006-07-27,16.200001
2006-07-28,15.94
2006-07-31,15.78
2006-08-01,15.6
2006-08-02,16.309998999999998
2006-08-03,16.58
2006-08-04,16.200001
2006-08-07,16.27
2006-08-08,16.389999
2006-08-09,16.809998999999998
2006-08-10,17.08
2006-08-11,16.85
2006-08-14,17.120001000000002
2006-08-15,17.75
2006-08-16,17.9
2006-08-17,18.379998999999998
2006-08-18,18.620001000000002
2006-08-21,18.440001000000002
2006-08-22,18.41
2006-08-23,18.01
2006-08-24,18.35
2006-08-25,18.450001
2006-08-28,18.35
2006-08-29,18.459999
2006-08-30,18.52
2006-08-31,18.450001
2006-09-01,18.6
2006-09-05,19.190001000000002
2006-09-06,19.18
2006-09-07,19.5
2006-09-08,19.42
2006-09-11,18.23
2006-09-12,18.74
2006-09-13,19.0
2006-09-14,19.0
2006-09-15,18.969998999999998
2006-09-18,18.68
2006-09-19,17.93
2006-09-20,18.33
2006-09-21,18.15
2006-09-22,18.08
2006-09-25,18.51
2006-09-26,18.690001000000002
2006-09-27,18.639999
2006-09-28,18.59
2006-09-29,18.58
2006-10-02,18.59
2006-10-03,18.92
2006-10-04,19.139999
2006-10-05,19.559998999999998
2006-10-06,19.33
2006-10-09,19.84
2006-10-10,19.58
2006-10-11,19.27
2006-10-12,19.700001
2006-10-13,20.16
2006-10-16,19.950001
2006-10-17,19.68
2006-10-18,19.76
2006-10-19,19.58
2006-10-20,19.540001
2006-10-23,19.379998999999998
2006-10-24,19.450001
2006-10-25,19.530001000000002
2006-10-26,19.700001
2006-10-27,19.49
2006-10-30,18.66
2006-10-31,18.18
2006-11-01,18.5
2006-11-02,18.58
2006-11-03,18.4
2006-11-06,18.42
2006-11-07,18.25
2006-11-08,18.0
2006-11-09,17.92
2006-11-10,18.639999
2006-11-13,18.82
2006-11-14,18.68
2006-11-15,18.5
2006-11-16,18.309998999999998
2006-11-17,17.969998999999998
2006-11-20,17.92
2006-11-21,18.33
2006-11-22,18.540001
2006-11-24,18.6
2006-11-27,18.25
2006-11-28,18.059998999999998
2006-11-29,18.200001
2006-11-30,18.059998999999998
2006-12-01,18.9
2006-12-04,19.790001
2006-12-05,19.940001000000002
2006-12-06,19.469998999999998
2006-12-07,20.0
2006-12-08,19.49
2006-12-11,19.120001000000002
2006-12-12,18.59
2006-12-13,18.67
2006-12-14,19.280001000000002
2006-12-15,19.4
2006-12-18,19.809998999999998
2006-12-19,19.49
2006-12-20,19.110001
2006-12-21,19.389999
2006-12-22,19.190001000000002
2006-12-26,19.870001000000002
2006-12-27,20.83
2006-12-28,20.450001
2006-12-29,20.43
2007-01-03,21.690001000000002
2007-01-04,21.6
2007-01-05,20.860001
2007-01-08,20.860001
2007-01-09,20.530001000000002
2007-01-10,20.309998999999998
2007-01-11,21.1
2007-01-12,21.42
2007-01-16,22.1
2007-01-17,22.1
2007-01-18,21.93
2007-01-19,21.75
2007-01-22,22.02
2007-01-23,21.780001000000002
2007-01-24,21.18
2007-01-25,20.790001
2007-01-26,20.85
2007-01-29,20.51
2007-01-30,20.59
2007-01-31,20.299999
2007-02-01,20.620001000000002
2007-02-02,20.75
2007-02-05,20.690001000000002
2007-02-06,20.799999
2007-02-07,20.52
2007-02-08,20.27
2007-02-09,20.4
2007-02-12,19.870001000000002
2007-02-13,19.450001
2007-02-14,19.870001000000002
2007-02-15,20.129998999999998
2007-02-16,20.15
2007-02-20,19.700001
2007-02-21,19.74
2007-02-22,19.379998999999998
2007-02-23,19.0
2007-02-26,19.09
2007-02-27,18.049999
2007-02-28,18.51
2007-03-01,18.110001
2007-03-02,17.85
2007-03-05,17.200001
2007-03-06,17.15
2007-03-07,16.959999
2007-03-08,17.58
2007-03-09,17.49
2007-03-12,17.610001
2007-03-13,17.129998999999998
2007-03-14,17.09
2007-03-15,17.0
2007-03-16,16.99
2007-03-19,17.59
2007-03-20,17.66
2007-03-21,18.18
2007-03-22,18.4
2007-03-23,18.1
2007-03-26,17.82
2007-03-27,17.5
2007-03-28,16.92
2007-03-29,16.860001
2007-03-30,16.209999
2007-04-02,15.94
2007-04-03,16.290001
2007-04-04,16.120001000000002
2007-04-05,16.27
2007-04-09,16.59
2007-04-10,16.85
2007-04-11,16.77
2007-04-12,16.85
2007-04-13,17.23
2007-04-16,17.76
2007-04-17,17.559998999999998
2007-04-18,17.48
2007-04-19,17.35
2007-04-20,17.540001
2007-04-23,18.0
2007-04-24,18.809998999999998
2007-04-25,18.85
2007-04-26,19.09
2007-04-27,18.450001
2007-04-30,18.280001000000002
2007-05-01,18.34
2007-05-02,18.299999
2007-05-03,18.02
2007-05-04,18.139999
2007-05-07,17.93
2007-05-08,17.940001000000002
2007-05-09,17.860001
2007-05-10,17.33
2007-05-11,17.639999
2007-05-14,17.5
2007-05-15,17.540001
2007-05-16,18.18
2007-05-17,18.16
2007-05-18,18.290001
2007-05-21,17.809998999999998
2007-05-22,18.07
2007-05-23,17.6
2007-05-24,17.459999
2007-05-25,17.99
2007-05-29,18.309998999999998
2007-05-30,18.42
2007-05-31,18.639999
2007-06-01,18.780001000000002
2007-06-04,17.889999
2007-06-05,17.66
2007-06-06,16.83
2007-06-07,16.51
2007-06-08,16.469998999999998
2007-06-11,16.27
2007-06-12,16.0
2007-06-13,16.07
2007-06-14,16.120001000000002
2007-06-15,16.25
2007-06-18,16.190001000000002
2007-06-19,16.540001
2007-06-20,16.809998999999998
2007-06-21,16.690001000000002
2007-06-22,16.459999
2007-06-25,16.530001000000002
2007-06-26,16.549999
2007-06-27,16.49
2007-06-28,16.51
2007-06-29,16.42
2007-07-02,16.639999
2007-07-03,17.0
2007-07-05,17.25
2007-07-06,17.59
2007-07-09,17.73
2007-07-10,17.940001000000002
2007-07-11,18.02
2007-07-12,18.309998999999998
2007-07-13,18.700001
2007-07-16,18.57
2007-07-17,18.42
2007-07-18,18.190001000000002
2007-07-19,19.09
2007-07-20,18.67
2007-07-23,18.91
2007-07-24,18.219998999999998
2007-07-25,18.15
2007-07-26,17.73
2007-07-27,17.280001000000002
2007-07-30,17.74
2007-07-31,17.15
2007-08-01,16.969998999999998
2007-08-02,16.450001
2007-08-03,16.16
2007-08-06,16.5
2007-08-07,16.5
2007-08-08,16.68
2007-08-09,16.379998999999998
2007-08-10,16.76
2007-08-13,17.16
2007-08-14,16.950001
2007-08-15,16.51
2007-08-16,16.18
2007-08-17,16.530001000000002
2007-08-20,16.209999
2007-08-21,15.6
2007-08-22,15.77
2007-08-23,15.56
2007-08-24,16.450001
2007-08-27,16.309998999999998
2007-08-28,15.9
2007-08-29,16.43
2007-08-30,16.379998999999998
2007-08-31,16.950001
2007-09-04,16.889999
2007-09-05,16.84
2007-09-06,17.309998999999998
2007-09-07,16.9
2007-09-10,17.1
2007-09-11,16.940001000000002
2007-09-12,17.0
2007-09-13,17.200001
2007-09-14,17.02
2007-09-17,17.08
2007-09-18,17.690001000000002
2007-09-19,17.870001000000002
2007-09-20,17.879998999999998
2007-09-21,18.23
2007-09-24,18.5
2007-09-25,18.51
2007-09-26,18.68
2007-09-27,18.74
2007-09-28,19.139999
2007-10-01,19.57
2007-10-02,19.4
2007-10-03,19.41
2007-10-04,19.74
2007-10-05,19.75
2007-10-08,19.370001000000002
2007-10-09,19.92
2007-10-10,20.26
2007-10-11,20.75
2007-10-12,20.629998999999998
2007-10-15,20.530001000000002
2007-10-16,19.379998999999998
2007-10-17,19.82
2007-10-18,19.74
2007-10-19,19.299999
2007-10-22,19.370001000000002
2007-10-23,20.17
2007-10-24,19.68
2007-10-25,19.5
2007-10-26,20.290001
2007-10-29,20.85
2007-10-30,20.0
2007-10-31,19.700001
2007-11-01,18.68
2007-11-02,18.6
2007-11-05,18.190001000000002
2007-11-06,18.18
2007-11-07,17.65
2007-11-08,17.65
2007-11-09,17.09
2007-11-12,16.75
2007-11-13,17.75
2007-11-14,17.540001
2007-11-15,17.1
2007-11-16,17.620001000000002
2007-11-19,17.26
2007-11-20,17.49
2007-11-21,16.9
2007-11-23,18.16
2007-11-26,17.48
2007-11-27,17.74
2007-11-28,18.700001
2007-11-29,18.02
2007-11-30,18.67
2007-12-03,18.42
2007-12-04,18.74
2007-12-05,19.59
2007-12-06,19.42
2007-12-07,19.440001000000002
2007-12-10,19.49
2007-12-11,19.33
2007-12-12,18.98
2007-12-13,18.860001
2007-12-14,18.49
2007-12-17,17.48
2007-12-18,17.780001000000002
2007-12-19,17.370001000000002
2007-12-20,18.290001
2007-12-21,18.469998999999998
2007-12-24,19.42
2007-12-26,19.43
2007-12-27,18.18
2007-12-28,18.530001000000002
2007-12-31,18.860001
2008-01-02,19.450001
2008-01-03,19.65
2008-01-04,19.32
2008-01-07,19.950001
2008-01-08,18.85
2008-01-09,19.84
2008-01-10,19.879998999999998
2008-01-11,19.48
2008-01-14,19.870001000000002
2008-01-15,18.48
2008-01-16,18.09
2008-01-17,17.959999
2008-01-18,17.83
2008-01-22,17.780001000000002
2008-01-23,17.629998999999998
2008-01-24,17.74
2008-01-25,18.23
2008-01-28,18.52
2008-01-29,18.6
2008-01-30,18.469998999999998
2008-01-31,18.5
2008-02-01,19.75
2008-02-04,19.83
2008-02-05,18.51
2008-02-06,18.4
2008-02-07,18.540001
2008-02-08,18.280001000000002
2008-02-11,17.719998999999998
2008-02-12,18.280001000000002
2008-02-13,18.58
2008-02-14,18.43
2008-02-15,18.51
2008-02-19,18.43
2008-02-20,17.99
2008-02-21,17.860001
2008-02-22,17.709999
2008-02-25,18.120001000000002
2008-02-26,18.139999
2008-02-27,18.02
2008-02-28,17.719998999999998
2008-02-29,17.52
2008-03-03,17.6
2008-03-04,17.190001000000002
2008-03-05,17.280001000000002
2008-03-06,16.91
2008-03-07,16.15
2008-03-10,15.98
2008-03-11,16.620001000000002
2008-03-12,15.99
2008-03-13,15.78
2008-03-14,15.43
2008-03-17,14.98
2008-03-18,16.059998999999998
2008-03-19,15.91
2008-03-20,15.85
2008-03-24,16.860001
2008-03-25,17.360001
2008-03-26,16.18
2008-03-27,15.63
2008-03-28,15.79
2008-03-31,15.62
2008-04-01,16.129998999999998
2008-04-02,16.24
2008-04-03,16.139999
2008-04-04,15.93
2008-04-07,15.99
2008-04-08,15.68
2008-04-09,15.44
2008-04-10,15.62
2008-04-11,15.17
2008-04-14,15.15
2008-04-15,15.59
2008-04-16,15.57
2008-04-17,15.56
2008-04-18,15.84
2008-04-21,15.75
2008-04-22,15.61
2008-04-23,16.030001000000002
2008-04-24,16.129998999999998
2008-04-25,16.08
2008-04-28,15.88
2008-04-29,16.190001000000002
2008-04-30,16.540001
2008-05-01,16.99
2008-05-02,17.15
2008-05-05,16.84
2008-05-06,16.879998999999998
2008-05-07,16.370001000000002
2008-05-08,16.16
2008-05-09,15.96
2008-05-12,16.07
2008-05-13,15.99
2008-05-14,16.040001
2008-05-15,16.0
2008-05-16,16.02
2008-05-19,15.96
2008-05-20,15.82
2008-05-21,15.53
2008-05-22,15.4
2008-05-23,15.18
2008-05-27,14.83
2008-05-28,14.53
2008-05-29,13.85
2008-05-30,13.86
2008-06-02,13.32
2008-06-03,13.3
2008-06-04,13.09
2008-06-05,12.94
2008-06-06,12.5
2008-06-09,12.17
2008-06-10,12.02
2008-06-11,11.75
2008-06-12,12.48
2008-06-13,12.43
2008-06-16,12.03
2008-06-17,12.25
2008-06-18,11.99
2008-06-19,11.87
2008-06-20,11.46
2008-06-23,11.36
2008-06-24,10.99
2008-06-25,11.27
2008-06-26,10.66
2008-06-27,9.97
2008-06-30,10.05
2008-07-01,9.61
2008-07-02,9.4
2008-07-03,8.9
2008-07-07,9.14
2008-07-08,9.03
2008-07-09,9.37
2008-07-10,9.38
2008-07-11,9.37
2008-07-14,9.3
2008-07-15,9.31
2008-07-16,9.77
2008-07-17,10.11
2008-07-18,10.02
2008-07-21,10.05
2008-07-22,10.51
2008-07-23,10.75
2008-07-24,10.03
2008-07-25,10.1
2008-07-28,9.43
2008-07-29,9.94
2008-07-30,9.47
2008-07-31,9.35
2008-08-01,9.52
2008-08-04,9.26
2008-08-05,10.06
2008-08-06,10.13
2008-08-07,9.96
2008-08-08,10.42
2008-08-11,10.51
2008-08-12,10.12
2008-08-13,9.84
2008-08-14,9.95
2008-08-15,9.98
2008-08-18,9.6
2008-08-19,9.41
2008-08-20,9.45
2008-08-21,9.3
2008-08-22,9.7
2008-08-25,9.46
2008-08-26,9.77
2008-08-27,9.8
2008-08-28,9.79
2008-08-29,9.86
2008-09-02,9.84
2008-09-03,9.53
2008-09-04,9.25
2008-09-05,9.38
2008-09-08,9.53
2008-09-09,9.37
2008-09-10,9.38
2008-09-11,9.17
2008-09-12,9.25
2008-09-15,8.89
2008-09-16,8.98
2008-09-17,8.7
2008-09-18,9.74
2008-09-19,9.81
2008-09-22,9.2
2008-09-23,9.04
2008-09-24,8.57
2008-09-25,8.61
2008-09-26,8.4
2008-09-29,7.29
2008-09-30,7.66
2008-10-01,7.41
2008-10-02,7.26
2008-10-03,7.13
2008-10-06,6.57
2008-10-07,6.06
2008-10-08,5.94
2008-10-09,5.81
2008-10-10,5.91
2008-10-13,6.46
2008-10-14,6.34
2008-10-15,6.01
2008-10-16,5.75
2008-10-17,5.59
2008-10-20,5.49
2008-10-21,5.26
2008-10-22,4.83
2008-10-23,4.35
2008-10-24,3.96
2008-10-27,3.85
2008-10-28,4.0
2008-10-29,4.17
2008-10-30,4.25
2008-10-31,5.85
2008-11-03,4.86
2008-11-04,5.1
2008-11-05,4.68
2008-11-06,4.5
2008-11-07,4.42
2008-11-10,4.49
2008-11-11,4.46
2008-11-12,4.09
2008-11-13,4.25
2008-11-14,4.02
2008-11-17,4.3
2008-11-18,4.17
2008-11-19,4.0
2008-11-20,3.64
2008-11-21,3.82
2008-11-24,4.22
2008-11-25,4.7
2008-11-26,4.65
2008-11-28,4.55
2008-12-01,3.75
2008-12-02,4.39
2008-12-03,4.1
2008-12-04,4.33
2008-12-05,4.75
2008-12-08,4.33
2008-12-09,4.2
2008-12-10,4.56
2008-12-11,4.37
2008-12-12,4.29
2008-12-15,4.38
2008-12-16,4.51
2008-12-17,4.69
2008-12-18,4.42
2008-12-19,4.93
2008-12-22,4.83
2008-12-23,4.66
2008-12-24,4.48
2008-12-26,4.26
2008-12-29,4.61
2008-12-30,4.56
2008-12-31,4.45
2009-01-02,4.74
2009-01-05,5.0
2009-01-06,5.33
2009-01-07,4.95
2009-01-08,5.02
2009-01-09,4.76
2009-01-12,4.4
2009-01-13,4.37
2009-01-14,4.09
2009-01-15,4.27
2009-01-16,4.5
2009-01-20,4.3
2009-01-21,4.24
2009-01-22,4.21
2009-01-23,4.01
2009-01-26,4.05
2009-01-27,4.1
2009-01-28,4.35
2009-01-29,4.15
2009-01-30,4.04
2009-02-02,3.85
2009-02-03,3.91
2009-02-04,3.89
2009-02-05,4.0
2009-02-06,4.0
2009-02-09,4.05
2009-02-10,3.85
2009-02-11,3.71
2009-02-12,3.82
2009-02-13,3.89
2009-02-17,3.96
2009-02-18,3.55
2009-02-19,3.53
2009-02-20,3.33
2009-02-23,3.25
2009-02-24,3.48
2009-02-25,3.75
2009-02-26,3.7
2009-02-27,3.51
2009-03-02,3.14
2009-03-03,3.25
2009-03-04,3.57
2009-03-05,3.4
2009-03-06,3.43
2009-03-09,3.21
2009-03-10,3.6
2009-03-11,3.5
2009-03-12,3.87
2009-03-13,3.96
2009-03-16,3.81
2009-03-17,4.3
2009-03-18,4.44
2009-03-19,4.28
2009-03-20,4.5
2009-03-23,5.1
2009-03-24,4.89
2009-03-25,4.59
2009-03-26,4.65
2009-03-27,5.05
2009-03-30,4.55
2009-03-31,4.93
2009-04-01,5.36
2009-04-02,6.06
2009-04-03,6.06
2009-04-06,6.0
2009-04-07,5.85
2009-04-08,6.64
2009-04-09,7.64
2009-04-13,7.72
2009-04-14,7.36
2009-04-15,7.81
2009-04-16,7.59
2009-04-17,7.22
2009-04-20,6.86
2009-04-21,6.94
2009-04-22,7.05
2009-04-23,7.22
2009-04-24,7.59
2009-04-27,7.4
2009-04-28,7.3
2009-04-29,7.62
2009-04-30,7.71
2009-05-01,7.44
2009-05-04,7.86
2009-05-05,7.82
2009-05-06,7.69
2009-05-07,7.57
2009-05-08,7.84
2009-05-11,7.77
2009-05-12,7.84
2009-05-13,7.17
2009-05-14,7.48
2009-05-15,7.6
2009-05-18,9.07
2009-05-19,9.0
2009-05-20,8.91
2009-05-21,9.55
2009-05-22,9.61
2009-05-26,9.46
2009-05-27,9.64
2009-05-28,10.11
2009-05-29,9.68
2009-06-01,10.14
2009-06-02,10.34
2009-06-03,10.31
2009-06-04,10.34
2009-06-05,10.49
2009-06-08,10.47
2009-06-09,10.42
2009-06-10,10.5
2009-06-11,10.58
2009-06-12,10.38
2009-06-15,9.66
2009-06-16,9.53
2009-06-17,9.16
2009-06-18,9.54
2009-06-19,9.7
2009-06-22,9.13
2009-06-23,9.22
2009-06-24,9.59
2009-06-25,9.71
2009-06-26,9.74
2009-06-29,9.4
2009-06-30,8.52
2009-07-01,8.85
2009-07-02,8.6
2009-07-06,8.4
2009-07-07,8.21
2009-07-08,7.64
2009-07-09,7.92
2009-07-10,7.77
2009-07-13,7.73
2009-07-14,7.93
2009-07-15,8.59
2009-07-16,8.63
2009-07-17,8.8
2009-07-20,9.1
2009-07-21,9.16
2009-07-22,9.16
2009-07-23,9.48
2009-07-24,10.11
2009-07-27,10.49
2009-07-28,10.52
2009-07-29,10.16
2009-07-30,10.48
2009-07-31,10.55
