Date,TTM
2014-03-27,34.209998999999996
2014-03-28,34.580002
2014-03-31,35.41
2014-04-01,36.049999
2014-04-02,36.799999
2014-04-03,36.34
2014-04-04,36.02
2014-04-07,36.299999
2014-04-08,36.799999
2014-04-09,37.959998999999996
2014-04-10,37.810001
2014-04-11,37.400002
2014-04-14,38.299999
2014-04-15,36.619999
2014-04-16,37.34
2014-04-17,37.450001
2014-04-21,37.98
2014-04-22,38.02
2014-04-23,37.68
2014-04-24,37.830002
2014-04-25,37.32
2014-04-28,37.169998
2014-04-29,37.169998
2014-04-30,37.419998
2014-05-01,37.32
2014-05-02,37.419998
2014-05-05,37.32
2014-05-06,37.75
2014-05-07,38.119999
2014-05-08,38.279999
2014-05-09,38.439999
2014-05-12,40.529999
2014-05-13,39.040001000000004
2014-05-14,39.560001
2014-05-15,39.610001000000004
2014-05-16,40.68
2014-05-19,40.939999
2014-05-20,40.779999
2014-05-21,40.740002000000004
2014-05-22,39.330002
2014-05-23,40.700001
2014-05-27,39.720001
2014-05-28,38.720001
2014-05-29,37.669998
2014-05-30,37.240002000000004
2014-06-02,37.52
2014-06-03,37.639998999999996
2014-06-04,37.419998
2014-06-05,38.82
2014-06-06,39.529999
2014-06-09,39.91
2014-06-10,39.650002
2014-06-11,39.279999
2014-06-12,39.130001
2014-06-13,38.189999
2014-06-16,38.75
2014-06-17,39.389998999999996
2014-06-18,39.529999
2014-06-19,39.470001
2014-06-20,38.860001000000004
2014-06-23,39.02
2014-06-24,39.68
2014-06-25,39.380001
2014-06-26,39.139998999999996
2014-06-27,38.669998
2014-06-30,39.060001
2014-07-01,40.470001
2014-07-02,41.150002
2014-07-03,42.139998999999996
2014-07-07,41.950001
2014-07-08,41.18
2014-07-09,41.529999
2014-07-10,40.82
2014-07-11,40.599998
2014-07-14,41.029999
2014-07-15,41.580002
2014-07-16,41.689999
2014-07-17,41.639998999999996
2014-07-18,42.009997999999996
2014-07-21,41.639998999999996
2014-07-22,42.630001
2014-07-23,42.189999
2014-07-24,41.52
2014-07-25,40.52
2014-07-28,40.43
2014-07-29,40.189999
2014-07-30,39.709998999999996
2014-07-31,39.32
2014-08-01,39.110001000000004
2014-08-04,39.700001
2014-08-05,39.560001
2014-08-06,38.830002
2014-08-07,38.650002
2014-08-08,38.240002000000004
2014-08-11,41.110001000000004
2014-08-12,41.84
2014-08-13,42.200001
2014-08-14,43.82
2014-08-15,44.27
2014-08-18,45.549999
2014-08-19,46.049999
2014-08-20,46.75
2014-08-21,46.77
2014-08-22,46.790001000000004
2014-08-25,46.73
2014-08-26,47.27
2014-08-27,48.049999
2014-08-28,47.57
2014-08-29,48.189999
2014-09-02,48.32
2014-09-03,48.16
2014-09-04,48.200001
2014-09-05,47.580002
2014-09-08,47.860001000000004
2014-09-09,47.169998
2014-09-10,46.91
2014-09-11,47.18
2014-09-12,47.259997999999996
2014-09-15,46.98
2014-09-16,46.040001000000004
2014-09-17,46.16
2014-09-18,46.779999
2014-09-19,46.709998999999996
2014-09-22,47.560001
2014-09-23,45.490002000000004
2014-09-24,44.98
2014-09-25,42.880001
2014-09-26,44.68
2014-09-29,43.529999
2014-09-30,43.709998999999996
2014-10-01,44.099998
2014-10-02,44.549999
2014-10-03,45.0
2014-10-06,44.130001
2014-10-07,43.68
2014-10-08,44.900002
2014-10-09,44.07
2014-10-10,42.709998999999996
2014-10-13,42.939999
2014-10-14,43.369999
2014-10-15,43.57
2014-10-16,41.759997999999996
2014-10-17,42.5
2014-10-20,44.389998999999996
2014-10-21,45.880001
2014-10-22,45.25
2014-10-23,45.439999
2014-10-24,45.59
2014-10-27,44.860001000000004
2014-10-28,46.610001000000004
2014-10-29,45.860001000000004
2014-10-30,45.759997999999996
2014-10-31,47.099998
2014-11-03,45.880001
2014-11-04,46.200001
2014-11-05,46.790001000000004
2014-11-06,47.549999
2014-11-07,46.540001000000004
2014-11-10,46.540001000000004
2014-11-11,46.049999
2014-11-12,46.880001
2014-11-13,46.5
2014-11-14,45.290001000000004
2014-11-17,47.68
2014-11-18,47.16
2014-11-19,46.700001
2014-11-20,46.799999
2014-11-21,47.540001000000004
2014-11-24,46.470001
2014-11-25,46.09
2014-11-26,44.830002
2014-11-28,45.66
2014-12-01,45.610001000000004
2014-12-02,45.919998
2014-12-03,47.040001000000004
2014-12-04,45.389998999999996
2014-12-05,45.900002
2014-12-08,45.330002
2014-12-09,43.630001
2014-12-10,43.41
2014-12-11,43.57
2014-12-12,42.599998
2014-12-15,41.32
2014-12-16,40.049999
2014-12-17,40.57
2014-12-18,42.0
2014-12-19,41.389998999999996
2014-12-22,42.049999
2014-12-23,41.48
2014-12-24,41.130001
2014-12-26,41.369999
2014-12-29,42.349998
2014-12-30,42.669998
2014-12-31,42.279999
2015-01-02,43.84
2015-01-05,43.07
2015-01-06,40.810001
2015-01-07,42.330002
2015-01-08,44.740002000000004
2015-01-09,43.830002
2015-01-12,43.650002
2015-01-13,44.52
2015-01-14,43.59
2015-01-15,45.119999
2015-01-16,45.209998999999996
2015-01-20,46.0
2015-01-21,46.779999
2015-01-22,48.84
2015-01-23,50.720001
2015-01-26,51.439999
2015-01-27,50.66
2015-01-28,50.02
2015-01-29,51.150002
2015-01-30,49.32
2015-02-02,50.759997999999996
2015-02-03,51.470001
2015-02-04,50.540001000000004
2015-02-05,47.849998
2015-02-06,46.669998
2015-02-09,46.439999
2015-02-10,47.790001000000004
2015-02-11,47.779999
2015-02-12,47.919998
2015-02-13,48.34
2015-02-17,48.66
2015-02-18,48.919998
2015-02-19,49.220001
2015-02-20,49.560001
2015-02-23,48.970001
2015-02-24,48.279999
2015-02-25,48.43
2015-02-26,48.650002
2015-02-27,49.220001
2015-03-02,48.91
2015-03-03,47.610001000000004
2015-03-04,48.349998
2015-03-05,48.450001
2015-03-06,47.700001
2015-03-09,47.5
2015-03-10,46.93
2015-03-11,46.52
2015-03-12,47.57
2015-03-13,46.860001000000004
2015-03-16,46.91
2015-03-17,47.540001000000004
2015-03-18,47.77
2015-03-19,46.400002
2015-03-20,46.900002
2015-03-23,46.720001
2015-03-24,45.57
2015-03-25,44.150002
2015-03-26,43.34
2015-03-27,44.0
2015-03-30,44.52
2015-03-31,45.060001
2015-04-01,45.990002000000004
2015-04-02,45.59
2015-04-06,46.349998
2015-04-07,45.889998999999996
2015-04-08,45.630001
2015-04-09,45.27
2015-04-10,45.59
2015-04-13,44.209998999999996
2015-04-14,44.529999
2015-04-15,43.900002
2015-04-16,44.009997999999996
2015-04-17,43.310001
2015-04-20,42.619999
2015-04-21,42.419998
2015-04-22,42.529999
2015-04-23,41.759997999999996
2015-04-24,42.110001000000004
2015-04-27,42.41
2015-04-28,42.880001
2015-04-29,42.240002000000004
2015-04-30,41.189999
2015-05-01,41.310001
2015-05-04,41.18
2015-05-05,40.950001
2015-05-06,40.080002
2015-05-07,39.959998999999996
2015-05-08,42.630001
2015-05-11,42.040001000000004
2015-05-12,41.41
2015-05-13,41.700001
2015-05-14,42.25
2015-05-15,42.419998
2015-05-18,41.700001
2015-05-19,41.060001
2015-05-20,40.950001
2015-05-21,41.189999
2015-05-22,41.169998
2015-05-26,37.84
2015-05-27,37.900002
2015-05-28,38.599998
2015-05-29,38.299999
2015-06-01,37.91
2015-06-02,37.25
2015-06-03,36.790001000000004
2015-06-04,36.09
2015-06-05,34.970001
2015-06-08,34.639998999999996
2015-06-09,34.580002
2015-06-10,35.34
2015-06-11,34.610001000000004
2015-06-12,34.330002
2015-06-15,34.380001
2015-06-16,34.560001
2015-06-17,34.73
2015-06-18,35.369999
2015-06-19,34.77
2015-06-22,35.57
2015-06-23,35.23
2015-06-24,34.990002000000004
2015-06-25,34.98
2015-06-26,34.900002
2015-06-29,34.009997999999996
2015-06-30,34.470001
2015-07-01,34.560001
2015-07-02,34.349998
2015-07-06,33.810001
2015-07-07,33.060001
2015-07-08,30.82
2015-07-09,31.139999
2015-07-10,31.51
2015-07-13,31.66
2015-07-14,30.74
2015-07-15,30.84
2015-07-16,31.120001000000002
2015-07-17,31.1
2015-07-20,30.5
2015-07-21,30.66
2015-07-22,30.190001000000002
2015-07-23,30.49
2015-07-24,29.73
2015-07-27,28.719998999999998
2015-07-28,28.85
2015-07-29,29.209999
2015-07-30,29.440001000000002
2015-07-31,29.66
2015-08-03,29.68
2015-08-04,28.9
2015-08-05,29.26
2015-08-06,29.690001000000002
2015-08-07,29.959999
2015-08-10,30.309998999999998
2015-08-11,28.459999
2015-08-12,27.450001
2015-08-13,26.82
2015-08-14,26.889999
2015-08-17,27.01
2015-08-18,26.77
2015-08-19,26.51
2015-08-20,25.67
2015-08-21,24.459999
2015-08-24,22.49
2015-08-25,23.5
2015-08-26,24.6
2015-08-27,25.41
2015-08-28,25.65
2015-08-31,25.32
2015-09-01,24.24
2015-09-02,24.41
2015-09-03,25.059998999999998
2015-09-04,24.15
2015-09-08,24.83
2015-09-09,25.32
2015-09-10,25.99
2015-09-11,25.700001
2015-09-14,25.719998999999998
2015-09-15,25.35
2015-09-16,25.84
2015-09-17,25.790001
2015-09-18,25.0
2015-09-21,25.059998999999998
2015-09-22,23.6
2015-09-23,23.209999
2015-09-24,22.93
2015-09-25,22.879998999999998
2015-09-28,21.73
2015-09-29,21.809998999999998
2015-09-30,22.5
2015-10-01,22.33
2015-10-02,23.360001
2015-10-05,24.66
2015-10-06,25.26
2015-10-07,26.48
2015-10-08,26.67
2015-10-09,27.43
2015-10-12,27.42
2015-10-13,27.379998999999998
2015-10-14,27.360001
2015-10-15,29.42
2015-10-16,29.23
2015-10-19,29.17
2015-10-20,28.9
2015-10-21,28.780001000000002
2015-10-22,29.1
2015-10-23,29.700001
2015-10-26,29.48
2015-10-27,29.139999
2015-10-28,29.620001000000002
2015-10-29,29.58
2015-10-30,29.57
2015-11-02,29.58
2015-11-03,29.879998999999998
2015-11-04,30.360001
2015-11-05,30.129998999999998
2015-11-06,30.0
2015-11-09,30.450001
2015-11-10,30.610001
2015-11-11,31.059998999999998
2015-11-12,30.34
2015-11-13,30.01
2015-11-16,30.51
2015-11-17,30.709999
2015-11-18,30.66
2015-11-19,30.719998999999998
2015-11-20,30.48
2015-11-23,30.32
2015-11-24,30.1
2015-11-25,30.0
2015-11-27,31.030001000000002
2015-11-30,31.57
2015-12-01,30.889999
2015-12-02,30.360001
2015-12-03,29.74
2015-12-04,29.950001
2015-12-07,29.27
2015-12-08,29.780001000000002
2015-12-09,29.23
2015-12-10,29.209999
2015-12-11,27.15
2015-12-14,27.209999
2015-12-15,27.860001
2015-12-16,28.889999
2015-12-17,28.43
2015-12-18,28.639999
2015-12-21,28.629998999999998
2015-12-22,28.469998999999998
2015-12-23,28.700001
2015-12-24,28.93
2015-12-28,29.469998999999998
2015-12-29,29.52
2015-12-30,29.41
2015-12-31,29.469998999999998
2016-01-04,28.33
2016-01-05,27.67
2016-01-06,26.92
2016-01-07,25.27
2016-01-08,25.58
2016-01-11,26.450001
2016-01-12,26.799999
2016-01-13,26.639999
2016-01-14,26.08
2016-01-15,24.84
2016-01-19,25.610001
2016-01-20,24.469998999999998
2016-01-21,24.459999
2016-01-22,25.120001000000002
2016-01-25,24.49
2016-01-26,25.219998999999998
2016-01-27,24.73
2016-01-28,23.98
2016-01-29,24.98
2016-02-01,25.5
2016-02-02,24.15
2016-02-03,24.219998999999998
2016-02-04,24.690001000000002
2016-02-05,24.620001000000002
2016-02-08,23.790001
2016-02-09,22.959999
2016-02-10,22.41
2016-02-11,20.559998999999998
2016-02-12,21.540001
2016-02-16,22.129998999999998
2016-02-17,22.959999
2016-02-18,23.09
2016-02-19,23.18
2016-02-22,23.959999
2016-02-23,23.040001
2016-02-24,23.07
2016-02-25,22.290001
2016-02-26,22.35
2016-02-29,22.23
2016-03-01,23.73
2016-03-02,23.83
2016-03-03,25.709999
2016-03-04,25.76
2016-03-07,26.190001000000002
2016-03-08,25.18
2016-03-09,25.780001000000002
2016-03-10,25.76
2016-03-11,26.860001
2016-03-14,27.17
2016-03-15,26.459999
2016-03-16,27.040001
2016-03-17,27.129998999999998
2016-03-18,27.620001000000002
2016-03-21,28.08
2016-03-22,28.08
2016-03-23,27.52
2016-03-24,27.59
2016-03-28,27.309998999999998
2016-03-29,28.67
2016-03-30,29.030001000000002
2016-03-31,29.049999
2016-04-01,28.719998999999998
2016-04-04,28.950001
2016-04-05,27.82
2016-04-06,28.059998999999998
2016-04-07,27.709999
2016-04-08,28.059998999999998
2016-04-11,29.08
2016-04-12,29.700001
2016-04-13,31.059998999999998
2016-04-14,30.84
2016-04-15,31.02
2016-04-18,30.540001
2016-04-19,30.790001
2016-04-20,30.799999
2016-04-21,30.889999
2016-04-22,31.299999
2016-04-25,30.559998999999998
2016-04-26,31.549999
2016-04-27,31.370001000000002
2016-04-28,30.709999
2016-04-29,30.379998999999998
2016-05-02,30.5
2016-05-03,30.1
2016-05-04,28.379998999999998
2016-05-05,29.02
2016-05-06,29.58
2016-05-09,29.49
2016-05-10,29.049999
2016-05-11,28.15
2016-05-12,28.77
2016-05-13,28.77
2016-05-16,29.299999
2016-05-17,28.23
2016-05-18,28.59
2016-05-19,28.440001000000002
2016-05-20,28.74
2016-05-23,28.049999
2016-05-24,29.15
2016-05-25,29.82
2016-05-26,29.73
2016-05-27,29.799999
2016-05-31,33.490002000000004
2016-06-01,33.32
2016-06-02,34.169998
2016-06-03,34.279999
2016-06-06,34.919998
2016-06-07,35.25
2016-06-08,35.599998
2016-06-09,35.18
2016-06-10,34.130001
2016-06-13,33.560001
2016-06-14,33.369999
2016-06-15,33.939999
2016-06-16,34.330002
2016-06-17,34.830002
2016-06-20,35.669998
2016-06-21,35.849998
2016-06-22,35.849998
2016-06-23,36.790001000000004
2016-06-24,33.889998999999996
2016-06-27,32.220001
2016-06-28,33.369999
2016-06-29,33.66
2016-06-30,34.669998
2016-07-01,34.740002000000004
2016-07-05,33.970001
2016-07-06,34.18
2016-07-07,34.560001
2016-07-08,35.380001
2016-07-11,36.27
2016-07-12,36.32
2016-07-13,35.919998
2016-07-14,36.130001
2016-07-15,36.549999
2016-07-18,36.869999
2016-07-19,36.77
2016-07-20,36.82
2016-07-21,36.810001
2016-07-22,37.34
2016-07-25,37.080002
2016-07-26,37.529999
2016-07-27,37.630001
2016-07-28,37.5
2016-07-29,37.830002
2016-08-01,37.990002000000004
2016-08-02,36.759997999999996
2016-08-03,36.91
2016-08-04,38.130001
2016-08-05,39.0
2016-08-08,38.990002000000004
2016-08-09,38.849998
2016-08-10,37.75
2016-08-11,38.18
2016-08-12,38.689999
2016-08-15,38.459998999999996
2016-08-16,38.630001
2016-08-17,38.59
2016-08-18,38.73
2016-08-19,38.27
2016-08-22,37.950001
2016-08-23,37.77
2016-08-24,37.18
2016-08-25,37.93
2016-08-26,38.759997999999996
2016-08-29,39.799999
2016-08-30,39.830002
2016-08-31,40.77
2016-09-01,41.240002000000004
2016-09-02,42.23
2016-09-06,44.240002000000004
2016-09-07,44.290001000000004
2016-09-08,43.759997999999996
2016-09-09,42.169998
2016-09-12,42.560001
2016-09-13,41.560001
2016-09-14,41.860001000000004
2016-09-15,41.889998999999996
2016-09-16,41.32
2016-09-19,41.529999
2016-09-20,40.990002000000004
2016-09-21,41.509997999999996
2016-09-22,41.73
2016-09-23,41.029999
2016-09-26,39.880001
2016-09-27,39.98
2016-09-28,40.59
2016-09-29,39.32
2016-09-30,39.98
2016-10-03,40.990002000000004
2016-10-04,40.84
2016-10-05,42.09
2016-10-06,41.5
2016-10-07,42.18
2016-10-10,42.07
2016-10-11,41.73
2016-10-12,41.450001
2016-10-13,40.490002000000004
2016-10-14,41.27
2016-10-17,40.759997999999996
2016-10-18,41.060001
2016-10-19,41.32
2016-10-20,40.830002
2016-10-21,40.450001
2016-10-24,41.009997999999996
2016-10-25,40.610001000000004
2016-10-26,38.900002
2016-10-27,39.040001000000004
2016-10-28,39.57
2016-10-31,39.41
2016-11-01,39.060001
2016-11-02,37.860001000000004
2016-11-03,37.790001000000004
2016-11-04,37.810001
2016-11-07,39.099998
2016-11-08,40.310001
2016-11-09,39.810001
2016-11-10,39.189999
2016-11-11,37.419998
2016-11-14,35.02
2016-11-15,34.400002
2016-11-16,33.84
2016-11-17,34.220001
2016-11-18,34.09
2016-11-21,33.939999
2016-11-22,33.970001
2016-11-23,33.509997999999996
2016-11-25,33.43
2016-11-28,32.73
2016-11-29,33.169998
2016-11-30,33.07
2016-12-01,32.41
2016-12-02,32.0
2016-12-05,32.200001
2016-12-06,32.41
2016-12-07,33.330002
2016-12-08,34.380001
2016-12-09,33.98
2016-12-12,35.040001000000004
2016-12-13,34.599998
2016-12-14,34.080002
2016-12-15,34.16
2016-12-16,34.59
2016-12-19,34.560001
2016-12-20,34.549999
2016-12-21,34.759997999999996
2016-12-22,34.290001000000004
2016-12-23,34.049999
2016-12-27,34.200001
2016-12-28,33.48
2016-12-29,34.240002000000004
2016-12-30,34.389998999999996
2017-01-03,35.52
2017-01-04,35.950001
2017-01-05,36.599998
2017-01-06,36.34
2017-01-09,37.259997999999996
2017-01-10,38.150002
2017-01-11,38.509997999999996
2017-01-12,37.939999
2017-01-13,38.040001000000004
2017-01-17,38.209998999999996
2017-01-18,38.349998
2017-01-19,38.759997999999996
2017-01-20,38.419998
2017-01-23,39.049999
2017-01-24,40.009997999999996
2017-01-25,40.119999
2017-01-26,40.09
2017-01-27,39.91
2017-01-30,38.799999
2017-01-31,38.959998999999996
2017-02-01,39.580002
2017-02-02,39.189999
2017-02-03,38.860001000000004
2017-02-06,38.77
2017-02-07,37.619999
2017-02-08,38.130001
2017-02-09,38.040001000000004
2017-02-10,38.09
2017-02-13,37.419998
2017-02-14,33.41
2017-02-15,32.389998999999996
2017-02-16,33.049999
2017-02-17,33.459998999999996
2017-02-21,34.5
2017-02-22,34.529999
2017-02-23,34.389998999999996
2017-02-24,34.32
2017-02-27,34.0
2017-02-28,33.59
2017-03-01,33.84
2017-03-02,34.639998999999996
2017-03-03,34.810001
2017-03-06,34.810001
2017-03-07,34.66
2017-03-08,34.59
2017-03-09,34.73
2017-03-10,35.16
2017-03-13,36.110001000000004
2017-03-14,35.880001
2017-03-15,36.459998999999996
2017-03-16,36.700001
2017-03-17,36.400002
2017-03-20,36.619999
2017-03-21,35.759997999999996
2017-03-22,35.549999
2017-03-23,35.709998999999996
2017-03-24,35.740002000000004
2017-03-27,36.049999
2017-03-28,36.18
2017-03-29,35.77
2017-03-30,35.799999
2017-03-31,35.650002
2017-04-03,35.41
2017-04-04,35.400002
2017-04-05,35.82
2017-04-06,36.060001
2017-04-07,36.09
2017-04-10,36.59
2017-04-11,35.889998999999996
2017-04-12,35.43
2017-04-13,34.720001
2017-04-17,34.900002
2017-04-18,33.82
2017-04-19,34.0
2017-04-20,34.189999
2017-04-21,33.720001
2017-04-24,34.18
2017-04-25,34.66
2017-04-26,35.299999
2017-04-27,35.540001000000004
2017-04-28,35.669998
2017-05-01,35.169998
2017-05-02,34.810001
2017-05-03,34.700001
2017-05-04,33.919998
2017-05-05,32.73
2017-05-08,32.77
2017-05-09,32.77
2017-05-10,33.490002000000004
2017-05-11,33.450001
2017-05-12,33.759997999999996
2017-05-15,33.900002
2017-05-16,34.18
2017-05-17,34.209998999999996
2017-05-18,33.880001
2017-05-19,34.450001
2017-05-22,34.900002
2017-05-23,36.810001
2017-05-24,35.810001
2017-05-25,36.560001
2017-05-26,37.07
2017-05-30,36.849998
2017-05-31,36.830002
2017-06-01,37.119999
2017-06-02,37.310001
2017-06-05,37.0
2017-06-06,35.849998
2017-06-07,35.599998
2017-06-08,35.709998999999996
2017-06-09,35.529999
2017-06-12,35.009997999999996
2017-06-13,35.02
2017-06-14,35.119999
2017-06-15,34.810001
2017-06-16,34.880001
2017-06-19,35.169998
2017-06-20,35.619999
2017-06-21,35.02
2017-06-22,34.959998999999996
2017-06-23,34.0
2017-06-26,34.139998999999996
2017-06-27,33.970001
2017-06-28,34.130001
2017-06-29,33.330002
2017-06-30,33.009997999999996
2017-07-03,33.25
2017-07-05,33.380001
2017-07-06,33.16
2017-07-07,33.509997999999996
2017-07-10,34.439999
2017-07-11,34.889998999999996
2017-07-12,35.549999
2017-07-13,35.360001000000004
2017-07-14,35.360001000000004
2017-07-17,35.189999
2017-07-18,35.0
2017-07-19,35.900002
2017-07-20,35.439999
2017-07-21,35.689999
2017-07-24,35.610001000000004
2017-07-25,35.259997999999996
2017-07-26,35.549999
2017-07-27,34.490002000000004
2017-07-28,34.599998
2017-07-31,34.439999
2017-08-01,34.869999
2017-08-02,34.740002000000004
2017-08-03,34.459998999999996
2017-08-04,34.82
2017-08-07,33.959998999999996
2017-08-08,33.529999
2017-08-09,31.5
2017-08-10,29.389999
2017-08-11,29.4
2017-08-14,29.75
2017-08-15,29.459999
2017-08-16,30.049999
2017-08-17,29.440001000000002
2017-08-18,29.32
2017-08-21,29.030001000000002
2017-08-22,29.280001000000002
2017-08-23,29.85
2017-08-24,29.93
2017-08-25,29.99
2017-08-28,29.82
2017-08-29,29.68
2017-08-30,29.84
2017-08-31,29.860001
2017-09-01,30.540001
2017-09-05,30.15
2017-09-06,30.209999
2017-09-07,29.790001
2017-09-08,29.639999
2017-09-11,29.74
2017-09-12,30.59
2017-09-13,30.48
2017-09-14,31.139999
2017-09-15,31.280001000000002
2017-09-18,31.82
2017-09-19,32.220001
2017-09-20,31.84
2017-09-21,31.780001000000002
2017-09-22,31.75
2017-09-25,31.09
2017-09-26,31.32
2017-09-27,30.68
2017-09-28,30.530001000000002
2017-09-29,31.27
2017-10-02,31.719998999999998
2017-10-03,31.98
2017-10-04,32.209998999999996
2017-10-05,32.27
2017-10-06,32.240002000000004
2017-10-09,32.27
2017-10-10,32.27
2017-10-11,31.780001000000002
2017-10-12,32.110001000000004
2017-10-13,32.790001000000004
2017-10-16,33.279999
2017-10-17,32.82
2017-10-18,32.860001000000004
2017-10-19,32.950001
2017-10-20,32.75
2017-10-23,32.16
2017-10-24,32.189999
2017-10-25,32.119999
2017-10-26,32.279999
2017-10-27,32.759997999999996
2017-10-30,33.330002
2017-10-31,32.759997999999996
2017-11-01,32.990002000000004
2017-11-02,33.209998999999996
2017-11-03,33.82
2017-11-06,35.0
2017-11-07,33.419998
2017-11-08,33.689999
2017-11-09,33.060001
2017-11-10,32.32
2017-11-13,31.99
2017-11-14,31.620001000000002
2017-11-15,31.41
2017-11-16,31.809998999999998
2017-11-17,32.48
2017-11-20,32.360001000000004
2017-11-21,32.720001
2017-11-22,32.889998999999996
2017-11-24,32.740002000000004
2017-11-27,32.189999
2017-11-28,32.189999
2017-11-29,31.559998999999998
2017-11-30,31.190001000000002
2017-12-01,30.77
2017-12-04,31.129998999999998
2017-12-05,31.110001
2017-12-06,30.6
2017-12-07,31.09
2017-12-08,31.58
2017-12-11,31.84
2017-12-12,31.51
2017-12-13,31.24
2017-12-14,31.370001000000002
2017-12-15,31.360001
2017-12-18,31.639999
2017-12-19,32.549999
2017-12-20,32.73
2017-12-21,32.830002
2017-12-22,32.830002
2017-12-26,32.98
2017-12-27,32.630001
2017-12-28,32.32
2017-12-29,33.07
2018-01-02,34.32
2018-01-03,33.93
2018-01-04,33.689999
2018-01-05,33.869999
2018-01-08,34.049999
2018-01-09,34.240002000000004
2018-01-10,33.75
2018-01-11,34.290001000000004
2018-01-12,34.32
2018-01-16,33.110001000000004
2018-01-17,33.060001
2018-01-18,32.610001000000004
2018-01-19,33.099998
2018-01-22,32.880001
2018-01-23,32.34
2018-01-24,31.559998999999998
2018-01-25,31.040001
2018-01-26,31.370001000000002
2018-01-29,31.209999
2018-01-30,31.059998999999998
2018-01-31,30.959999
2018-02-01,30.870001000000002
2018-02-02,29.75
2018-02-05,28.16
2018-02-06,29.26
2018-02-07,29.110001
2018-02-08,28.299999
2018-02-09,28.42
2018-02-12,28.67
2018-02-13,28.629998999999998
2018-02-14,29.280001000000002
2018-02-15,29.24
2018-02-16,28.809998999999998
2018-02-20,28.620001000000002
2018-02-21,27.969998999999998
2018-02-22,27.700001
2018-02-23,28.030001000000002
2018-02-26,28.98
2018-02-27,28.379998999999998
2018-02-28,28.02
2018-03-01,27.98
2018-03-02,27.969998999999998
2018-03-05,27.280001000000002
2018-03-06,27.1
2018-03-07,26.889999
2018-03-08,26.799999
2018-03-09,26.780001000000002
2018-03-12,27.18
2018-03-13,27.35
2018-03-14,27.24
2018-03-15,27.030001000000002
2018-03-16,26.440001000000002
2018-03-19,25.77
2018-03-20,25.719998999999998
2018-03-21,25.799999
2018-03-22,25.5
2018-03-23,24.9
2018-03-26,25.4
2018-03-27,25.629998999999998
2018-03-28,25.42
2018-03-29,25.700001
2018-04-02,25.67
2018-04-03,26.25
2018-04-04,27.4
2018-04-05,27.620001000000002
2018-04-06,27.34
2018-04-09,27.24
2018-04-10,27.200001
2018-04-11,27.190001000000002
2018-04-12,27.17
2018-04-13,26.719998999999998
2018-04-16,26.15
2018-04-17,25.690001000000002
2018-04-18,25.57
2018-04-19,25.129998999999998
2018-04-20,24.85
2018-04-23,24.85
2018-04-24,24.639999
2018-04-25,24.360001
2018-04-26,24.67
2018-04-27,25.02
2018-04-30,25.120001000000002
2018-05-01,25.4
2018-05-02,25.07
2018-05-03,24.73
2018-05-04,25.059998999999998
2018-05-07,24.99
2018-05-08,24.709999
2018-05-09,25.1
2018-05-10,24.620001000000002
2018-05-11,24.299999
2018-05-14,23.76
2018-05-15,22.690001000000002
2018-05-16,22.91
2018-05-17,23.02
2018-05-18,22.32
2018-05-21,22.030001000000002
2018-05-22,22.91
2018-05-23,22.389999
2018-05-24,21.09
2018-05-25,21.309998999999998
2018-05-29,21.18
2018-05-30,21.09
2018-05-31,20.879998999999998
2018-06-01,21.42
2018-06-04,21.26
2018-06-05,21.35
2018-06-06,22.16
2018-06-07,22.33
2018-06-08,22.66
2018-06-11,22.77
2018-06-12,22.790001
2018-06-13,22.6
2018-06-14,22.32
2018-06-15,22.15
2018-06-18,22.65
2018-06-19,22.120001000000002
2018-06-20,22.370001000000002
2018-06-21,22.190001000000002
2018-06-22,22.25
2018-06-25,20.860001
2018-06-26,20.24
2018-06-27,19.6
2018-06-28,19.25
2018-06-29,19.549999
2018-07-02,19.799999
2018-07-03,19.66
2018-07-05,19.33
2018-07-06,19.889999
2018-07-09,20.08
2018-07-10,20.17
2018-07-11,19.459999
2018-07-12,19.5
2018-07-13,19.209999
2018-07-16,18.5
2018-07-17,18.870001000000002
2018-07-18,18.49
2018-07-19,18.4
2018-07-20,18.389999
2018-07-23,18.59
2018-07-24,18.780001000000002
2018-07-25,19.17
2018-07-26,18.74
2018-07-27,19.25
2018-07-30,19.389999
2018-07-31,18.200001
2018-08-01,19.040001
2018-08-02,19.0
2018-08-03,18.85
2018-08-06,18.6
2018-08-07,18.27
2018-08-08,18.49
2018-08-09,18.43
2018-08-10,17.870001000000002
2018-08-13,17.42
2018-08-14,17.43
2018-08-15,17.18
2018-08-16,17.75
2018-08-17,18.370001000000002
2018-08-20,19.1
2018-08-21,19.16
2018-08-22,18.950001
2018-08-23,18.18
2018-08-24,18.35
2018-08-27,18.67
2018-08-28,18.58
2018-08-29,18.5
2018-08-30,18.049999
2018-08-31,18.549999
2018-09-04,18.299999
2018-09-05,18.42
2018-09-06,18.450001
2018-09-07,18.84
2018-09-10,18.77
2018-09-11,18.33
2018-09-12,18.32
2018-09-13,18.25
2018-09-14,18.040001
2018-09-17,17.67
2018-09-18,17.51
2018-09-19,17.82
2018-09-20,17.83
2018-09-21,17.139999
2018-09-24,16.540001
2018-09-25,16.469998999999998
2018-09-26,16.17
2018-09-27,15.58
2018-09-28,15.36
2018-10-01,15.57
2018-10-02,15.52
2018-10-03,15.38
2018-10-04,14.93
2018-10-05,14.52
2018-10-08,14.36
