Date,HEGIF
2019-03-22,8.41
2019-03-25,8.41
2019-03-26,8.41
2019-03-27,8.41
2019-03-28,8.41
2019-03-29,8.41
2019-04-01,8.41
2019-04-02,8.41
2019-04-03,8.41
2019-04-04,8.41
2019-04-05,8.78
2019-04-08,9.06
2019-04-09,9.06
2019-04-10,9.06
2019-04-11,9.06
2019-04-12,9.06
2019-04-15,9.06
2019-04-16,9.06
2019-04-17,9.06
2019-04-18,9.06
2019-04-22,8.83
2019-04-23,9.01
2019-04-24,9.01
2019-04-25,9.01
2019-04-26,8.87
2019-04-29,8.87
2019-04-30,8.78
2019-05-01,8.78
2019-05-02,8.52
2019-05-03,8.52
2019-05-06,8.52
2019-05-07,8.52
2019-05-08,8.6
2019-05-09,8.6
2019-05-10,8.4
2019-05-13,8.4
2019-05-14,8.4
2019-05-15,8.4
2019-05-16,8.4
2019-05-17,7.92
2019-05-20,7.92
2019-05-21,7.92
2019-05-22,7.57
2019-05-23,7.57
2019-05-24,7.57
2019-05-28,7.57
2019-05-29,7.57
2019-05-30,7.57
2019-05-31,7.42
2019-06-03,7.42
2019-06-04,7.42
2019-06-05,7.42
2019-06-06,7.42
2019-06-07,7.42
2019-06-10,7.57
2019-06-11,7.57
2019-06-12,7.54
2019-06-13,7.54
2019-06-14,7.54
2019-06-17,7.54
2019-06-18,7.54
2019-06-19,7.54
2019-06-20,7.54
2019-06-21,7.54
2019-06-24,7.54
2019-06-25,7.26
2019-06-26,7.26
2019-06-27,7.26
2019-06-28,7.26
2019-07-01,7.47
2019-07-02,7.47
2019-07-03,7.47
2019-07-05,7.47
2019-07-08,7.47
2019-07-09,7.18
2019-07-10,7.18
2019-07-11,7.18
2019-07-12,7.18
2019-07-15,7.18
2019-07-16,7.18
2019-07-17,7.18
2019-07-18,7.18
2019-07-19,7.18
2019-07-22,7.18
2019-07-23,7.57
2019-07-24,7.57
2019-07-25,7.68
2019-07-26,7.68
2019-07-29,7.57
2019-07-30,7.57
2019-07-31,7.57
2019-08-01,7.5
2019-08-02,7.5
2019-08-05,7.5
2019-08-06,7.5
2019-08-07,7.5
2019-08-08,7.5
2019-08-09,7.5
2019-08-12,6.63
2019-08-13,6.63
2019-08-14,6.63
2019-08-15,6.63
2019-08-16,6.63
2019-08-19,6.93
2019-08-20,6.93
2019-08-21,6.93
2019-08-22,6.93
2019-08-23,6.56
2019-08-26,6.56
2019-08-27,6.56
2019-08-28,6.56
2019-08-29,6.56
2019-08-30,6.56
2019-09-03,6.56
2019-09-04,6.64
2019-09-05,6.64
2019-09-06,6.64
2019-09-09,6.64
2019-09-10,6.64
2019-09-11,6.64
2019-09-12,6.64
2019-09-13,6.64
2019-09-16,6.64
2019-09-17,6.64
2019-09-18,6.58
2019-09-19,6.55
2019-09-20,6.55
2019-09-23,6.55
2019-09-24,6.55
2019-09-25,6.55
2019-09-26,6.55
2019-09-27,6.55
2019-09-30,6.5
2019-10-01,6.5
2019-10-02,6.42
2019-10-03,6.42
2019-10-04,6.42
2019-10-07,6.44
2019-10-08,6.44
2019-10-09,6.44
2019-10-10,6.48
2019-10-11,6.52
2019-10-14,6.52
2019-10-15,6.52
2019-10-16,6.52
2019-10-17,6.52
2019-10-18,6.52
2019-10-21,6.52
2019-10-22,6.62
2019-10-23,6.57
2019-10-24,6.57
2019-10-25,6.7
2019-10-28,6.84
2019-10-29,6.99
2019-10-30,6.99
2019-10-31,6.95
2019-11-01,6.98
2019-11-04,7.28
2019-11-05,7.19
2019-11-06,7.19
2019-11-07,7.05
2019-11-08,7.03
2019-11-11,7.03
2019-11-12,6.58
2019-11-13,6.37
2019-11-14,6.37
2019-11-15,6.39
2019-11-18,6.39
2019-11-19,6.46
2019-11-20,6.45
2019-11-21,6.45
2019-11-22,6.45
2019-11-25,6.61
2019-11-26,6.61
2019-11-27,6.75
2019-11-29,6.75
2019-12-02,6.41
2019-12-03,6.41
2019-12-04,6.41
2019-12-05,6.44
2019-12-06,6.52
2019-12-09,6.52
2019-12-10,6.47
2019-12-11,6.55
2019-12-12,6.55
2019-12-13,6.55
2019-12-16,6.92
2019-12-17,7.02
2019-12-18,7.02
2019-12-19,7.02
2019-12-20,7.02
2019-12-23,7.35
2019-12-24,7.35
2019-12-26,7.15
2019-12-27,7.25
2019-12-30,7.18
2019-12-31,7.01
2020-01-02,7.07
2020-01-03,7.07
2020-01-06,7.07
2020-01-07,7.0
2020-01-08,7.0
2020-01-09,7.0
2020-01-10,7.69
2020-01-13,7.69
2020-01-14,7.69
2020-01-15,7.69
2020-01-16,7.69
2020-01-17,7.97
2020-01-21,7.72
2020-01-22,7.75
2020-01-23,7.75
2020-01-24,7.75
2020-01-27,7.75
2020-01-28,7.75
2020-01-29,7.75
2020-01-30,7.75
2020-01-31,7.75
2020-02-03,7.75
2020-02-04,7.75
2020-02-05,7.75
2020-02-06,7.75
2020-02-07,7.75
2020-02-10,8.05
2020-02-11,8.05
2020-02-12,8.05
2020-02-13,8.05
2020-02-14,8.05
2020-02-18,8.05
2020-02-19,8.06
2020-02-20,7.8
2020-02-21,7.8
2020-02-24,7.82
2020-02-25,7.82
2020-02-26,7.82
2020-02-27,7.82
2020-02-28,7.82
2020-03-02,7.82
2020-03-03,7.53
2020-03-04,7.53
2020-03-05,7.53
2020-03-06,7.7
2020-03-09,7.7
2020-03-10,7.57
2020-03-11,7.57
2020-03-12,7.05
2020-03-13,7.05
2020-03-16,7.05
2020-03-17,7.05
2020-03-18,7.45
2020-03-19,7.45
2020-03-20,7.45
2020-03-23,7.45
2020-03-24,7.45
2020-03-25,7.01
2020-03-26,7.01
2020-03-27,7.01
2020-03-30,7.01
2020-03-31,7.01
2020-04-01,7.01
2020-04-02,7.01
2020-04-03,7.01
2020-04-06,8.1
2020-04-07,8.1
2020-04-08,8.15
2020-04-09,8.15
2020-04-13,8.15
2020-04-14,8.15
2020-04-15,8.15
2020-04-16,8.15
2020-04-17,8.4
2020-04-20,8.4
2020-04-21,8.4
2020-04-22,8.5
2020-04-23,8.5
2020-04-24,8.5
2020-04-27,8.5
2020-04-28,8.5
2020-04-29,8.5
2020-04-30,8.9
2020-05-01,8.9
2020-05-04,8.9
2020-05-05,8.9
2020-05-06,8.9
2020-05-07,8.9
2020-05-08,8.3
