Date,FE
2000-01-24,23.125
2000-01-25,22.8125
2000-01-26,23.125
2000-01-27,23.125
2000-01-28,22.6875
2000-01-31,22.75
2000-02-01,22.9375
2000-02-02,22.875
2000-02-03,22.875
2000-02-04,22.3125
2000-02-07,22.0
2000-02-08,22.125
2000-02-09,22.3125
2000-02-10,22.0
2000-02-11,21.6875
2000-02-14,21.625
2000-02-15,21.625
2000-02-16,21.625
2000-02-17,21.0
2000-02-18,20.4375
2000-02-22,20.0625
2000-02-23,20.125
2000-02-24,19.5625
2000-02-25,19.0
2000-02-28,19.1875
2000-02-29,18.5
2000-03-01,19.0
2000-03-02,18.9375
2000-03-03,19.1875
2000-03-06,18.5
2000-03-07,18.1875
2000-03-08,18.1875
2000-03-09,18.5
2000-03-10,18.3125
2000-03-13,18.1875
2000-03-14,18.375
2000-03-15,19.0625
2000-03-16,20.125
2000-03-17,19.5
2000-03-20,19.5625
2000-03-21,19.8125
2000-03-22,19.5
2000-03-23,19.5
2000-03-24,19.9375
2000-03-27,20.0625
2000-03-28,19.8125
2000-03-29,20.125
2000-03-30,20.5625
2000-03-31,20.625
2000-04-03,21.0625
2000-04-04,21.4375
2000-04-05,22.0
2000-04-06,21.875
2000-04-07,21.625
2000-04-10,21.8125
2000-04-11,22.25
2000-04-12,23.0
2000-04-13,24.375
2000-04-14,24.1875
2000-04-17,24.8125
2000-04-18,25.1875
2000-04-19,24.6875
2000-04-20,24.4375
2000-04-24,25.75
2000-04-25,26.1875
2000-04-26,26.75
2000-04-27,25.8125
2000-04-28,25.4375
2000-05-01,25.25
2000-05-02,25.0625
2000-05-03,24.5
2000-05-04,24.375
2000-05-05,23.9375
2000-05-08,24.4375
2000-05-09,24.375
2000-05-10,24.375
2000-05-11,24.5625
2000-05-12,24.125
2000-05-15,24.6875
2000-05-16,24.5625
2000-05-17,23.75
2000-05-18,24.4375
2000-05-19,24.75
2000-05-22,25.125
2000-05-23,24.875
2000-05-24,25.0625
2000-05-25,25.0
2000-05-26,25.3125
2000-05-30,25.0625
2000-05-31,25.125
2000-06-01,25.125
2000-06-02,24.6875
2000-06-05,23.8125
2000-06-06,24.3125
2000-06-07,24.5
2000-06-08,24.5
2000-06-09,24.75
2000-06-12,24.9375
2000-06-13,25.25
2000-06-14,24.6875
2000-06-15,25.25
2000-06-16,25.3125
2000-06-19,25.0
2000-06-20,24.875
2000-06-21,24.75
2000-06-22,24.625
2000-06-23,24.4375
2000-06-26,25.0
2000-06-27,24.375
2000-06-28,25.0625
2000-06-29,24.25
2000-06-30,23.375
2000-07-03,24.0625
2000-07-05,23.875
2000-07-06,24.0
2000-07-07,24.3125
2000-07-10,24.4375
2000-07-11,24.8125
2000-07-12,24.5625
2000-07-13,24.3125
2000-07-14,24.125
2000-07-17,24.3125
2000-07-18,24.5625
2000-07-19,25.4375
2000-07-20,25.3125
2000-07-21,25.25
2000-07-24,25.0625
2000-07-25,25.1875
2000-07-26,24.875
2000-07-27,25.1875
2000-07-28,25.125
2000-07-31,25.5
2000-08-01,26.875
2000-08-02,26.875
2000-08-03,26.953125
2000-08-04,26.9375
2000-08-07,25.390625
2000-08-08,25.3125
2000-08-09,25.234375
2000-08-10,25.140625
2000-08-11,25.578125
2000-08-14,25.4375
2000-08-15,25.5625
2000-08-16,25.203125
2000-08-17,24.875
2000-08-18,24.5
2000-08-21,23.9375
2000-08-22,23.75
2000-08-23,23.875
2000-08-24,23.4375
2000-08-25,22.9375
2000-08-28,23.6875
2000-08-29,23.75
2000-08-30,23.9375
2000-08-31,24.765625
2000-09-01,24.953125
2000-09-05,25.5
2000-09-06,25.625
2000-09-07,25.6875
2000-09-08,26.46875
2000-09-11,26.828125
2000-09-12,26.8125
2000-09-13,27.5
2000-09-14,27.25
2000-09-15,27.453125
2000-09-18,27.296875
2000-09-19,26.375
2000-09-20,25.875
2000-09-21,25.9375
2000-09-22,26.375
2000-09-25,25.9375
2000-09-26,26.5
2000-09-27,26.828125
2000-09-28,27.0
2000-09-29,26.953125
2000-10-02,27.8125
2000-10-03,26.5
2000-10-04,25.8125
2000-10-05,25.25
2000-10-06,25.25
2000-10-09,25.1875
2000-10-10,25.8125
2000-10-11,25.8125
2000-10-12,25.4375
2000-10-13,25.625
2000-10-16,25.9375
2000-10-17,25.5625
2000-10-18,25.0
2000-10-19,25.3125
2000-10-20,25.4375
2000-10-23,25.4375
2000-10-24,25.625
2000-10-25,25.125
2000-10-26,24.625
2000-10-27,25.1875
2000-10-30,25.9375
2000-10-31,25.875
2000-11-01,26.0625
2000-11-02,25.875
2000-11-03,25.125
2000-11-06,25.4375
2000-11-07,25.25
2000-11-08,25.5
2000-11-09,26.0625
2000-11-10,26.125
2000-11-13,26.375
2000-11-14,26.3125
2000-11-15,26.6875
2000-11-16,27.625
2000-11-17,27.9375
2000-11-20,27.875
2000-11-21,27.75
2000-11-22,27.75
2000-11-24,27.875
2000-11-27,28.3125
2000-11-28,28.5625
2000-11-29,29.375
2000-11-30,29.5
2000-12-01,29.875
2000-12-04,30.375
2000-12-05,30.3125
2000-12-06,30.125
2000-12-07,30.125
2000-12-08,30.0625
2000-12-11,29.6875
2000-12-12,30.1875
2000-12-13,31.125
2000-12-14,30.5625
2000-12-15,29.875
2000-12-18,30.0625
2000-12-19,30.1875
2000-12-20,30.4375
2000-12-21,31.0
2000-12-22,31.0625
2000-12-26,31.875
2000-12-27,31.875
2000-12-28,31.75
2000-12-29,31.5625
2001-01-02,30.625
2001-01-03,30.0
2001-01-04,28.3125
2001-01-05,28.125
2001-01-08,28.125
2001-01-09,27.9375
2001-01-10,27.6875
2001-01-11,26.25
2001-01-12,26.875
2001-01-16,26.25
2001-01-17,25.8125
2001-01-18,27.0
2001-01-19,27.625
2001-01-22,28.6875
2001-01-23,28.5
2001-01-24,28.0625
2001-01-25,28.0
2001-01-26,27.8125
2001-01-29,28.190001000000002
2001-01-30,28.110001
2001-01-31,27.85
2001-02-01,27.950001
2001-02-02,27.790001
2001-02-05,27.799999
2001-02-06,27.379998999999998
2001-02-07,27.299999
2001-02-08,28.0
2001-02-09,28.0
2001-02-12,28.1
2001-02-13,27.959999
2001-02-14,27.93
2001-02-15,27.700001
2001-02-16,28.0
2001-02-20,27.809998999999998
2001-02-21,28.030001000000002
2001-02-22,28.01
2001-02-23,27.469998999999998
2001-02-26,27.83
2001-02-27,27.98
2001-02-28,28.17
2001-03-01,27.969998999999998
2001-03-02,27.85
2001-03-05,27.99
2001-03-06,27.73
2001-03-07,28.049999
2001-03-08,28.15
2001-03-09,27.950001
2001-03-12,27.799999
2001-03-13,27.620001000000002
2001-03-14,26.969998999999998
2001-03-15,27.41
2001-03-16,27.120001000000002
2001-03-19,26.860001
2001-03-20,26.74
2001-03-21,26.76
2001-03-22,25.889999
2001-03-23,26.0
2001-03-26,26.99
2001-03-27,27.25
2001-03-28,27.190001000000002
2001-03-29,27.51
2001-03-30,27.92
2001-04-02,28.0
2001-04-03,27.99
2001-04-04,27.799999
2001-04-05,28.0
2001-04-06,27.4
2001-04-09,27.85
2001-04-10,28.5
2001-04-11,27.889999
2001-04-12,27.99
2001-04-16,28.459999
2001-04-17,28.799999
2001-04-18,28.379998999999998
2001-04-19,28.530001000000002
2001-04-20,28.07
2001-04-23,28.610001
2001-04-24,29.43
2001-04-25,29.549999
2001-04-26,29.51
2001-04-27,30.01
2001-04-30,30.299999
2001-05-01,30.15
2001-05-02,30.0
2001-05-03,29.459999
2001-05-04,29.959999
2001-05-07,29.799999
2001-05-08,29.379998999999998
2001-05-09,29.26
2001-05-10,29.309998999999998
2001-05-11,29.719998999999998
2001-05-14,29.950001
2001-05-15,29.65
2001-05-16,29.790001
2001-05-17,29.540001
2001-05-18,29.370001000000002
2001-05-21,29.4
2001-05-22,29.43
2001-05-23,29.870001000000002
2001-05-24,30.0
2001-05-25,30.25
2001-05-29,30.25
2001-05-30,30.389999
2001-05-31,30.65
2001-06-01,30.77
2001-06-04,31.049999
2001-06-05,30.76
2001-06-06,30.200001
2001-06-07,29.24
2001-06-08,29.860001
2001-06-11,30.6
2001-06-12,31.01
2001-06-13,31.01
2001-06-14,30.280001000000002
2001-06-15,30.82
2001-06-18,31.139999
2001-06-19,31.639999
2001-06-20,31.9
2001-06-21,31.6
2001-06-22,31.48
2001-06-25,30.91
2001-06-26,31.42
2001-06-27,31.74
2001-06-28,32.130001
2001-06-29,32.16
2001-07-02,32.450001
2001-07-03,32.75
2001-07-05,32.5
2001-07-06,32.400002
2001-07-09,32.790001000000004
2001-07-10,32.5
2001-07-11,32.0
2001-07-12,31.65
2001-07-13,30.98
2001-07-16,31.15
2001-07-17,31.139999
2001-07-18,31.18
2001-07-19,31.25
2001-07-20,31.17
2001-07-23,30.75
2001-07-24,30.200001
2001-07-25,30.16
2001-07-26,30.299999
2001-07-27,30.219998999999998
2001-07-30,30.41
2001-07-31,30.34
2001-08-01,30.65
2001-08-02,30.68
2001-08-03,30.84
2001-08-06,30.059998999999998
2001-08-07,30.200001
2001-08-08,29.76
2001-08-09,29.950001
2001-08-10,30.42
2001-08-13,30.09
2001-08-14,30.040001
2001-08-15,29.870001000000002
2001-08-16,30.1
2001-08-17,30.15
2001-08-20,30.709999
2001-08-21,30.52
2001-08-22,30.5
2001-08-23,30.6
2001-08-24,30.74
2001-08-27,31.5
2001-08-28,32.099998
2001-08-29,32.349998
2001-08-30,32.669998
2001-08-31,32.889998999999996
2001-09-04,33.139998999999996
2001-09-05,33.02
2001-09-06,33.060001
2001-09-07,33.150002
2001-09-10,32.810001
2001-09-17,32.490002000000004
2001-09-18,32.299999
2001-09-19,33.25
2001-09-20,34.450001
2001-09-21,33.549999
2001-09-24,33.5
2001-09-25,34.049999
2001-09-26,33.950001
2001-09-27,34.610001000000004
2001-09-28,35.950001
2001-10-01,35.619999
2001-10-02,36.400002
2001-10-03,36.880001
2001-10-04,36.700001
2001-10-05,36.700001
2001-10-08,36.18
2001-10-09,35.360001000000004
2001-10-10,35.200001
2001-10-11,34.75
2001-10-12,34.560001
2001-10-15,34.950001
2001-10-16,35.630001
2001-10-17,35.860001000000004
2001-10-18,35.509997999999996
2001-10-19,36.290001000000004
2001-10-22,36.459998999999996
2001-10-23,36.0
2001-10-24,35.599998
2001-10-25,35.299999
2001-10-26,34.75
2001-10-29,34.279999
2001-10-30,34.0
2001-10-31,34.459998999999996
2001-11-01,35.0
2001-11-02,35.189999
2001-11-05,36.150002
2001-11-06,35.720001
2001-11-07,34.52
2001-11-08,34.630001
2001-11-09,34.950001
2001-11-12,35.009997999999996
2001-11-13,35.099998
2001-11-14,34.68
2001-11-15,34.650002
2001-11-16,34.450001
2001-11-19,33.98
2001-11-20,34.799999
2001-11-21,34.48
2001-11-23,34.450001
2001-11-26,34.48
2001-11-27,34.150002
2001-11-28,33.540001000000004
2001-11-29,33.639998999999996
2001-11-30,33.779999
2001-12-03,34.060001
2001-12-04,35.099998
2001-12-05,34.52
2001-12-06,33.889998999999996
2001-12-07,34.200001
2001-12-10,34.130001
2001-12-11,33.740002000000004
2001-12-12,33.68
2001-12-13,34.110001000000004
2001-12-14,34.27
2001-12-17,34.150002
2001-12-18,34.400002
2001-12-19,35.27
2001-12-20,35.02
2001-12-21,35.009997999999996
2001-12-24,34.950001
2001-12-26,34.98
2001-12-27,34.860001000000004
2001-12-28,35.16
2001-12-31,34.98
2002-01-02,35.119999
2002-01-03,35.0
2002-01-04,34.73
2002-01-07,34.939999
2002-01-08,34.349998
2002-01-09,34.669998
2002-01-10,34.439999
2002-01-11,34.610001000000004
2002-01-14,34.900002
2002-01-15,35.200001
2002-01-16,35.240002000000004
2002-01-17,35.740002000000004
2002-01-18,36.049999
2002-01-22,36.029999
2002-01-23,36.349998
2002-01-24,36.310001
2002-01-25,36.240002000000004
2002-01-28,36.459998999999996
2002-01-29,36.310001
2002-01-30,36.0
2002-01-31,37.200001
2002-02-01,38.0
2002-02-04,38.299999
2002-02-05,38.200001
2002-02-06,38.209998999999996
2002-02-07,38.639998999999996
2002-02-08,37.950001
2002-02-11,36.959998999999996
2002-02-12,36.900002
2002-02-13,37.490002000000004
2002-02-14,37.48
2002-02-15,37.48
2002-02-19,37.049999
2002-02-20,36.59
2002-02-21,35.889998999999996
2002-02-22,35.830002
2002-02-25,36.049999
2002-02-26,36.43
2002-02-27,36.91
2002-02-28,36.599998
2002-03-01,37.0
2002-03-04,37.82
2002-03-05,38.0
2002-03-06,38.450001
2002-03-07,38.400002
2002-03-08,38.200001
2002-03-11,38.650002
2002-03-12,36.990002000000004
2002-03-13,36.23
2002-03-14,35.75
2002-03-15,35.650002
2002-03-18,35.049999
2002-03-19,32.25
2002-03-20,31.85
2002-03-21,33.709998999999996
2002-03-22,33.599998
2002-03-25,33.630001
2002-03-26,34.200001
2002-03-27,34.259997999999996
2002-03-28,34.580002
2002-04-01,34.349998
2002-04-02,33.75
2002-04-03,34.02
2002-04-04,33.810001
2002-04-05,33.200001
2002-04-08,33.290001000000004
2002-04-09,33.349998
2002-04-10,33.990002000000004
2002-04-11,32.759997999999996
2002-04-12,33.029999
2002-04-15,32.5
2002-04-16,32.990002000000004
2002-04-17,32.91
2002-04-18,32.400002
2002-04-19,32.950001
2002-04-22,32.849998
2002-04-23,32.599998
2002-04-24,33.349998
2002-04-25,32.950001
2002-04-26,33.02
2002-04-29,33.0
2002-04-30,33.299999
2002-05-01,32.799999
2002-05-02,33.060001
2002-05-03,33.290001000000004
2002-05-06,33.549999
2002-05-07,32.73
2002-05-08,32.5
2002-05-09,32.360001000000004
2002-05-10,32.099998
2002-05-13,32.099998
2002-05-14,32.75
2002-05-15,32.990002000000004
2002-05-16,32.759997999999996
2002-05-17,32.849998
2002-05-20,33.07
2002-05-21,33.82
2002-05-22,34.310001
2002-05-23,33.950001
2002-05-24,34.509997999999996
2002-05-28,34.549999
2002-05-29,34.529999
2002-05-30,34.299999
2002-05-31,34.509997999999996
2002-06-03,33.669998
2002-06-04,34.080002
2002-06-05,34.02
2002-06-06,33.400002
2002-06-07,33.950001
2002-06-10,34.029999
2002-06-11,33.950001
2002-06-12,33.75
2002-06-13,33.950001
2002-06-14,33.700001
2002-06-17,33.869999
2002-06-18,34.349998
2002-06-19,34.950001
2002-06-20,34.040001000000004
2002-06-21,34.209998999999996
2002-06-24,33.779999
2002-06-25,33.66
2002-06-26,33.139998999999996
2002-06-27,33.25
2002-06-28,33.380001
2002-07-01,33.0
2002-07-02,32.150002
2002-07-03,31.299999
2002-07-05,31.049999
2002-07-08,30.27
2002-07-09,29.950001
2002-07-10,28.219998999999998
2002-07-11,28.959999
2002-07-12,29.9
2002-07-15,30.74
2002-07-16,29.469998999999998
2002-07-17,29.049999
2002-07-18,28.27
2002-07-19,27.299999
2002-07-22,27.4
2002-07-23,25.049999
2002-07-24,29.16
2002-07-25,29.6
2002-07-26,29.07
2002-07-29,27.530001000000002
2002-07-30,30.0
2002-07-31,30.75
2002-08-01,31.51
2002-08-02,31.459999
2002-08-05,30.700001
2002-08-06,32.25
2002-08-07,32.349998
2002-08-08,32.59
2002-08-09,32.25
2002-08-12,32.73
2002-08-13,31.799999
