Date,UTSI
2001-04-10,48.0
2001-04-11,51.599998
2001-04-12,54.09
2001-04-16,50.91
2001-04-17,55.259997999999996
2001-04-18,57.84
2001-04-19,67.5
2001-04-20,69.209999
2001-04-23,60.599998
2001-04-24,65.760002
2001-04-25,65.699997
2001-04-26,71.760002
2001-04-27,69.0
2001-04-30,74.879997
2001-05-01,73.5
2001-05-02,71.25
2001-05-03,67.199997
2001-05-04,66.120003
2001-05-07,65.970001
2001-05-08,69.0
2001-05-09,73.529999
2001-05-10,71.43
2001-05-11,68.129997
2001-05-14,67.260002
2001-05-15,69.0
2001-05-16,76.349998
2001-05-17,76.949997
2001-05-18,76.32
2001-05-21,80.160004
2001-05-22,78.089996
2001-05-23,75.870003
2001-05-24,75.41999799999999
2001-05-25,73.709999
2001-05-29,66.93
2001-05-30,64.559998
2001-05-31,70.589996
2001-06-01,70.199997
2001-06-04,72.0
2001-06-05,78.029999
2001-06-06,76.08000200000001
2001-06-07,79.5
2001-06-08,74.309998
2001-06-11,70.5
2001-06-12,67.91999799999999
2001-06-13,67.68
2001-06-14,67.139999
2001-06-15,69.540001
2001-06-18,65.82
2001-06-19,67.800003
2001-06-20,61.259997999999996
2001-06-21,61.049999
2001-06-22,61.619999
2001-06-25,61.650002
2001-06-26,61.200001
2001-06-27,61.860001000000004
2001-06-28,63.18
2001-06-29,69.900002
2001-07-02,71.82
2001-07-03,70.5
2001-07-05,71.279999
2001-07-06,68.519997
2001-07-09,68.339996
2001-07-10,67.68
2001-07-11,67.68
2001-07-12,74.970001
2001-07-13,73.769997
2001-07-16,70.019997
2001-07-17,67.889999
2001-07-18,65.309998
2001-07-19,62.880001
2001-07-20,62.82
2001-07-23,63.450001
2001-07-24,63.150002
2001-07-25,63.900002
2001-07-26,62.400002
2001-07-27,62.549999
2001-07-30,63.18
2001-07-31,62.040001000000004
2001-08-01,64.349998
2001-08-02,63.419998
2001-08-03,62.25
2001-08-06,56.790001000000004
2001-08-07,55.349998
2001-08-08,56.130001
2001-08-09,59.580002
2001-08-10,59.310001
2001-08-13,59.849998
2001-08-14,61.139998999999996
2001-08-15,59.43
2001-08-16,57.900002
2001-08-17,56.400002
2001-08-20,57.240002000000004
2001-08-21,55.799999
2001-08-22,54.299999
2001-08-23,51.0
2001-08-24,51.75
2001-08-27,51.0
2001-08-28,50.700001
2001-08-29,50.939999
2001-08-30,50.25
2001-08-31,50.25
2001-09-04,48.029999
2001-09-05,48.150002
2001-09-06,45.119999
2001-09-07,48.09
2001-09-10,49.049999
2001-09-17,45.959998999999996
2001-09-18,46.68
2001-09-19,45.75
2001-09-20,44.91
2001-09-21,40.830002
2001-09-24,43.950001
2001-09-25,45.299999
2001-09-26,45.75
2001-09-27,46.110001000000004
2001-09-28,48.75
2001-10-01,46.68
2001-10-02,49.5
2001-10-03,56.040001000000004
2001-10-04,54.0
2001-10-05,49.799999
2001-10-08,47.91
2001-10-09,51.48
2001-10-10,55.740002000000004
2001-10-11,60.720001
2001-10-12,58.290001000000004
2001-10-15,57.959998999999996
2001-10-16,57.810001
2001-10-17,57.330002
2001-10-18,59.970001
2001-10-19,60.450001
2001-10-22,62.130001
2001-10-23,61.349998
2001-10-24,67.529999
2001-10-25,67.16999799999999
2001-10-26,65.550003
2001-10-29,66.629997
2001-10-30,68.550003
2001-10-31,70.440002
2001-11-01,70.139999
2001-11-02,71.849998
2001-11-05,72.059998
2001-11-06,69.900002
2001-11-07,66.75
2001-11-08,65.099998
2001-11-09,61.439999
2001-11-12,62.009997999999996
2001-11-13,67.260002
2001-11-14,69.150002
2001-11-15,71.849998
2001-11-16,72.41999799999999
2001-11-19,71.910004
2001-11-20,70.589996
2001-11-21,68.730003
2001-11-23,67.91999799999999
2001-11-26,68.07
2001-11-27,66.209999
2001-11-28,66.150002
2001-11-29,67.650002
2001-11-30,71.82
2001-12-03,72.959999
2001-12-04,82.050003
2001-12-05,90.779999
2001-12-06,90.809998
2001-12-07,89.370003
2001-12-10,91.290001
2001-12-11,87.690002
2001-12-12,87.150002
2001-12-13,79.5
2001-12-14,84.839996
2001-12-17,84.0
2001-12-18,83.849998
2001-12-19,83.279999
2001-12-20,78.150002
2001-12-21,77.58000200000001
2001-12-24,81.0
2001-12-26,87.360001
2001-12-27,87.480003
2001-12-28,86.519997
2001-12-31,85.5
2002-01-02,87.150002
2002-01-03,93.449997
2002-01-04,97.949997
2002-01-07,94.410004
2002-01-08,101.459999
2002-01-09,101.849998
2002-01-10,95.040001
2002-01-11,93.510002
2002-01-14,87.18
2002-01-15,87.989998
2002-01-16,81.33000200000001
2002-01-17,92.400002
2002-01-18,87.660004
2002-01-22,83.400002
2002-01-23,86.730003
2002-01-24,87.059998
2002-01-25,90.360001
2002-01-28,93.959999
2002-01-29,83.970001
2002-01-30,78.360001
2002-01-31,77.760002
2002-02-01,76.949997
2002-02-04,74.550003
2002-02-05,74.790001
2002-02-06,64.139999
2002-02-07,66.599998
2002-02-08,66.150002
2002-02-11,72.029999
2002-02-12,73.349998
2002-02-13,70.260002
2002-02-14,70.019997
2002-02-15,69.599998
2002-02-19,67.68
2002-02-20,67.379997
2002-02-21,65.370003
2002-02-22,64.5
2002-02-25,66.239998
2002-02-26,65.760002
2002-02-27,62.43
2002-02-28,60.75
2002-03-01,68.790001
2002-03-04,66.900002
2002-03-05,74.099998
2002-03-06,69.239998
2002-03-07,66.93
2002-03-08,71.940002
2002-03-11,72.660004
2002-03-12,72.779999
2002-03-13,70.08000200000001
2002-03-14,70.529999
2002-03-15,72.059998
2002-03-18,71.550003
2002-03-19,71.760002
2002-03-20,69.059998
2002-03-21,72.629997
2002-03-22,71.279999
2002-03-25,71.370003
2002-03-26,72.0
2002-03-27,75.75
2002-03-28,78.690002
2002-04-01,77.220001
2002-04-02,73.050003
2002-04-03,74.099998
2002-04-04,73.589996
2002-04-05,73.349998
2002-04-08,74.940002
2002-04-09,72.0
2002-04-10,71.699997
2002-04-11,70.08000200000001
2002-04-12,71.970001
2002-04-15,74.910004
2002-04-16,81.089996
2002-04-17,78.120003
2002-04-18,80.099998
2002-04-19,79.769997
2002-04-22,78.0
2002-04-23,75.449997
2002-04-24,74.279999
2002-04-25,74.879997
2002-04-26,72.57
2002-04-29,71.910004
2002-04-30,73.5
2002-05-01,72.599998
2002-05-02,68.910004
2002-05-03,66.059998
2002-05-06,63.630001
2002-05-07,62.43
2002-05-08,66.33000200000001
2002-05-09,62.849998
2002-05-10,58.950001
2002-05-13,61.650002
2002-05-14,68.699997
2002-05-15,70.5
2002-05-16,70.83000200000001
2002-05-17,70.559998
2002-05-20,67.440002
2002-05-21,67.050003
2002-05-22,67.349998
2002-05-23,69.089996
2002-05-24,68.489998
2002-05-28,67.889999
2002-05-29,67.349998
2002-05-30,65.849998
2002-05-31,66.75
2002-06-03,62.43
2002-06-04,64.709999
2002-06-05,62.700001
2002-06-06,60.93
2002-06-07,61.59
2002-06-10,60.900002
2002-06-11,60.75
2002-06-12,61.200001
2002-06-13,60.720001
2002-06-14,59.130001
2002-06-17,61.830002
2002-06-18,61.380001
2002-06-19,60.09
2002-06-20,59.16
2002-06-21,58.470001
2002-06-24,57.419998
2002-06-25,55.740002000000004
2002-06-26,58.470001
2002-06-27,60.27
2002-06-28,60.509997999999996
2002-07-01,59.310001
2002-07-02,55.23
2002-07-03,57.209998999999996
2002-07-05,60.0
2002-07-08,57.150002
2002-07-09,57.029999
2002-07-10,56.040001000000004
2002-07-11,57.810001
2002-07-12,59.099998
2002-07-15,59.580002
2002-07-16,62.279999
2002-07-17,62.459998999999996
2002-07-18,62.009997999999996
2002-07-19,62.099998
2002-07-22,62.16
2002-07-23,55.799999
2002-07-24,52.139998999999996
2002-07-25,47.16
2002-07-26,48.150002
2002-07-29,51.240002000000004
2002-07-30,53.130001
2002-07-31,52.349998
2002-08-01,49.98
2002-08-02,48.27
2002-08-05,44.490002000000004
2002-08-06,48.029999
2002-08-07,48.630001
2002-08-08,49.799999
2002-08-09,48.57
2002-08-12,48.689999
2002-08-13,47.939999
2002-08-14,48.060001
2002-08-15,41.939999
2002-08-16,42.689999
2002-08-19,42.450001
2002-08-20,40.139998999999996
2002-08-21,44.700001
2002-08-22,45.959998999999996
2002-08-23,42.93
2002-08-26,43.5
2002-08-27,40.5
2002-08-28,37.709998999999996
2002-08-29,39.27
2002-08-30,39.599998
2002-09-03,38.52
2002-09-04,40.5
2002-09-05,39.450001
2002-09-06,39.900002
2002-09-09,40.740002000000004
2002-09-10,41.16
2002-09-11,42.299999
2002-09-12,42.869999
2002-09-13,43.23
2002-09-16,42.959998999999996
2002-09-17,43.619999
2002-09-18,43.77
2002-09-19,45.240002000000004
2002-09-20,44.790001000000004
2002-09-23,43.169998
2002-09-24,41.82
2002-09-25,43.98
2002-09-26,47.07
2002-09-27,48.75
2002-09-30,45.810001
2002-10-01,48.689999
2002-10-02,48.630001
2002-10-03,48.599998
2002-10-04,48.599998
2002-10-07,46.98
2002-10-08,48.450001
2002-10-09,47.849998
2002-10-10,51.75
2002-10-11,54.029999
2002-10-14,53.099998
2002-10-15,55.799999
2002-10-16,53.16
2002-10-17,54.599998
2002-10-18,50.099998
2002-10-21,49.290001000000004
2002-10-22,49.77
2002-10-23,48.599998
2002-10-24,48.48
2002-10-25,49.619999
2002-10-28,49.799999
2002-10-29,48.810001
2002-10-30,51.57
2002-10-31,51.240002000000004
2002-11-01,53.73
2002-11-04,54.240002000000004
2002-11-05,53.07
2002-11-06,53.099998
2002-11-07,51.84
2002-11-08,52.68
2002-11-11,50.52
2002-11-12,51.959998999999996
2002-11-13,52.68
2002-11-14,53.82
2002-11-15,54.959998999999996
2002-11-18,57.060001
2002-11-19,59.25
2002-11-20,60.0
2002-11-21,63.299999
2002-11-22,61.529999
2002-11-25,57.299999
2002-11-26,59.25
2002-11-27,61.049999
2002-11-29,61.650002
2002-12-02,61.650002
2002-12-03,59.669998
2002-12-04,57.57
2002-12-05,55.349998
2002-12-06,57.900002
2002-12-09,55.799999
2002-12-10,55.560001
2002-12-11,56.189999
2002-12-12,56.549999
2002-12-13,56.099998
2002-12-16,56.700001
2002-12-17,57.27
2002-12-18,55.77
2002-12-19,54.720001
2002-12-20,56.939999
2002-12-23,57.810001
2002-12-24,57.389998999999996
2002-12-26,57.299999
2002-12-27,57.299999
2002-12-30,58.5
2002-12-31,59.490002000000004
2003-01-02,60.509997999999996
2003-01-03,60.09
2003-01-06,63.450001
2003-01-07,65.489998
2003-01-08,65.730003
2003-01-09,63.900002
2003-01-10,65.370003
2003-01-13,67.290001
2003-01-14,70.379997
2003-01-15,71.66999799999999
2003-01-16,69.93
2003-01-17,66.449997
2003-01-21,64.800003
2003-01-22,67.529999
2003-01-23,68.489998
2003-01-24,58.950001
2003-01-27,57.599998
2003-01-28,59.580002
2003-01-29,59.130001
2003-01-30,58.889998999999996
2003-01-31,57.810001
2003-02-03,57.119999
2003-02-04,57.419998
2003-02-05,56.43
2003-02-06,55.77
2003-02-07,51.869999
2003-02-10,54.57
2003-02-11,55.049999
2003-02-12,54.689999
2003-02-13,54.959998999999996
2003-02-14,53.639998999999996
2003-02-18,53.880001
2003-02-19,55.529999
2003-02-20,54.75
2003-02-21,54.75
2003-02-24,54.599998
2003-02-25,53.639998999999996
2003-02-26,53.82
2003-02-27,54.0
2003-02-28,54.540001000000004
2003-03-03,57.66
2003-03-04,56.009997999999996
2003-03-05,54.75
2003-03-06,54.900002
2003-03-07,51.060001
2003-03-10,51.0
2003-03-11,51.959998999999996
2003-03-12,52.32
2003-03-13,54.209998999999996
2003-03-14,56.939999
2003-03-17,58.200001
2003-03-18,58.709998999999996
2003-03-19,59.16
2003-03-20,58.349998
2003-03-21,61.049999
2003-03-24,57.779999
2003-03-25,60.0
2003-03-26,61.32
2003-03-27,60.599998
2003-03-28,60.630001
2003-03-31,59.970001
2003-04-01,61.950001
2003-04-02,64.410004
2003-04-03,63.84
2003-04-04,63.09
2003-04-07,63.57
2003-04-08,62.759997999999996
2003-04-09,60.0
2003-04-10,59.279999
2003-04-11,59.34
2003-04-14,59.82
2003-04-15,60.630001
2003-04-16,59.970001
2003-04-17,65.82
2003-04-21,67.889999
2003-04-22,70.16999799999999
2003-04-23,69.75
2003-04-24,66.269997
2003-04-25,61.98
2003-04-28,61.349998
2003-04-29,64.83000200000001
2003-04-30,65.339996
2003-05-01,67.470001
2003-05-02,70.08000200000001
2003-05-05,70.949997
2003-05-06,70.739998
2003-05-07,69.33000200000001
2003-05-08,67.620003
2003-05-09,70.260002
2003-05-12,70.650002
2003-05-13,75.209999
2003-05-14,77.970001
2003-05-15,81.239998
2003-05-16,80.970001
2003-05-19,78.540001
2003-05-20,77.220001
2003-05-21,81.57
2003-05-22,81.93
2003-05-23,85.199997
2003-05-27,86.370003
2003-05-28,87.839996
2003-05-29,87.300003
2003-05-30,88.949997
2003-06-02,85.349998
2003-06-03,83.879997
2003-06-04,86.699997
2003-06-05,86.66999799999999
2003-06-06,85.650002
2003-06-09,85.650002
2003-06-10,89.82
2003-06-11,96.360001
2003-06-12,97.800003
2003-06-13,95.699997
2003-06-16,100.559998
2003-06-17,103.800003
2003-06-18,99.809998
2003-06-19,100.980003
2003-06-20,98.010002
2003-06-23,94.589996
2003-06-24,97.949997
2003-06-25,98.099998
2003-06-26,102.480003
2003-06-27,106.050003
2003-06-30,106.91999799999999
2003-07-01,106.260002
2003-07-02,109.019997
2003-07-03,109.980003
2003-07-07,117.449997
2003-07-08,119.730003
2003-07-09,122.160004
2003-07-10,118.349998
2003-07-11,116.519997
2003-07-14,122.010002
2003-07-15,123.690002
2003-07-16,119.970001
2003-07-17,113.940002
2003-07-18,119.730003
2003-07-21,125.489998
2003-07-22,125.610001
2003-07-23,129.419998
2003-07-24,129.449997
2003-07-25,130.949997
2003-07-28,134.399994
2003-07-29,130.050003
2003-07-30,126.300003
2003-07-31,127.709999
2003-08-01,126.239998
2003-08-04,127.5
2003-08-05,125.970001
2003-08-06,119.910004
2003-08-07,119.010002
2003-08-08,116.459999
2003-08-11,113.910004
2003-08-12,120.720001
2003-08-13,124.980003
2003-08-14,126.150002
2003-08-15,125.459999
2003-08-18,131.369995
2003-08-19,131.520004
2003-08-20,129.66000400000001
2003-08-21,136.080002
2003-08-22,135.630005
2003-08-25,127.589996
2003-08-26,127.139999
2003-08-27,128.279999
2003-08-28,126.959999
2003-08-29,129.059998
2003-09-02,130.619995
2003-09-03,132.83999599999999
2003-09-04,128.03999299999998
2003-09-05,127.889999
2003-09-08,115.470001
2003-09-09,111.690002
2003-09-10,106.349998
2003-09-11,107.519997
2003-09-12,112.470001
2003-09-15,112.379997
2003-09-16,113.519997
2003-09-17,110.550003
2003-09-18,108.75
2003-09-19,109.650002
2003-09-22,111.059998
2003-09-23,105.18
2003-09-24,105.239998
2003-09-25,98.970001
2003-09-26,93.720001
2003-09-29,96.839996
2003-09-30,95.400002
2003-10-01,95.730003
2003-10-02,102.779999
2003-10-03,105.510002
2003-10-06,110.879997
2003-10-07,111.41999799999999
2003-10-08,111.0
2003-10-09,110.699997
2003-10-10,107.519997
2003-10-13,109.470001
2003-10-14,108.690002
2003-10-15,107.550003
2003-10-16,106.440002
2003-10-17,101.699997
2003-10-20,99.839996
2003-10-21,102.0
2003-10-22,104.400002
2003-10-23,102.18
2003-10-24,93.599998
2003-10-27,95.940002
2003-10-28,97.5
2003-10-29,97.379997
2003-10-30,95.790001
2003-10-31,94.709999
2003-11-03,94.199997
2003-11-04,98.82
2003-11-05,103.980003
2003-11-06,102.809998
2003-11-07,103.16999799999999
2003-11-10,100.529999
2003-11-11,97.800003
2003-11-12,98.66999799999999
2003-11-13,97.349998
2003-11-14,96.839996
2003-11-17,96.449997
2003-11-18,99.239998
2003-11-19,105.41999799999999
2003-11-20,107.160004
2003-11-21,107.25
2003-11-24,111.18
2003-11-25,110.970001
2003-11-26,113.099998
2003-11-28,113.639999
2003-12-01,112.559998
2003-12-02,114.120003
2003-12-03,109.949997
2003-12-04,110.849998
2003-12-05,111.480003
2003-12-08,112.349998
2003-12-09,109.559998
2003-12-10,110.07
2003-12-11,110.309998
2003-12-12,115.349998
2003-12-15,113.699997
2003-12-16,110.58000200000001
2003-12-17,109.08000200000001
2003-12-18,111.510002
2003-12-19,111.029999
2003-12-22,111.389999
2003-12-23,112.32
2003-12-24,111.209999
2003-12-26,113.400002
2003-12-29,113.970001
2003-12-30,111.93
2003-12-31,111.209999
2004-01-02,115.08000200000001
2004-01-05,122.489998
2004-01-06,122.129997
2004-01-07,123.57
2004-01-08,124.019997
2004-01-09,112.199997
2004-01-12,116.699997
2004-01-13,114.449997
2004-01-14,112.440002
2004-01-15,110.66999799999999
2004-01-16,114.0
2004-01-20,112.379997
2004-01-21,108.779999
2004-01-22,107.790001
2004-01-23,108.959999
2004-01-26,108.599998
2004-01-27,105.540001
2004-01-28,104.129997
2004-01-29,100.08000200000001
2004-01-30,99.989998
2004-02-02,100.410004
2004-02-03,102.41999799999999
2004-02-04,102.75
2004-02-05,101.760002
2004-02-06,103.110001
2004-02-09,106.949997
2004-02-10,105.089996
2004-02-11,105.41999799999999
2004-02-12,102.870003
2004-02-13,101.190002
2004-02-17,100.349998
2004-02-18,105.120003
2004-02-19,103.559998
2004-02-20,102.41999799999999
2004-02-23,98.25
2004-02-24,97.199997
2004-02-25,96.059998
2004-02-26,97.5
2004-02-27,99.389999
2004-03-01,103.230003
2004-03-02,102.449997
2004-03-03,101.040001
2004-03-04,100.83000200000001
2004-03-05,101.129997
2004-03-08,98.879997
2004-03-09,94.889999
2004-03-10,88.949997
2004-03-11,90.779999
2004-03-12,96.150002
2004-03-15,92.279999
2004-03-16,93.269997
2004-03-17,95.190002
2004-03-18,93.720001
2004-03-19,92.43
2004-03-22,89.849998
2004-03-23,89.610001
2004-03-24,90.629997
2004-03-25,94.410004
2004-03-26,94.620003
2004-03-29,92.610001
2004-03-30,88.139999
2004-03-31,86.25
2004-04-01,87.660004
2004-04-02,88.83000200000001
2004-04-05,89.910004
2004-04-06,90.75
2004-04-07,90.029999
2004-04-08,89.550003
2004-04-12,89.699997
2004-04-13,88.529999
2004-04-14,85.16999799999999
2004-04-15,82.889999
2004-04-16,83.07
2004-04-19,83.400002
2004-04-20,80.66999799999999
2004-04-21,81.239998
2004-04-22,86.940002
2004-04-23,87.449997
2004-04-26,88.800003
2004-04-27,91.260002
2004-04-28,84.510002
2004-04-29,81.809998
2004-04-30,79.08000200000001
2004-05-03,78.93
2004-05-04,81.779999
2004-05-05,81.480003
2004-05-06,81.029999
2004-05-07,80.309998
2004-05-10,77.25
2004-05-11,78.989998
2004-05-12,81.480003
2004-05-13,83.699997
2004-05-14,80.730003
2004-05-17,79.08000200000001
2004-05-18,82.5
2004-05-19,83.639999
2004-05-20,80.160004
2004-05-21,80.129997
2004-05-24,82.199997
2004-05-25,86.519997
2004-05-26,87.0
2004-05-27,84.599998
2004-05-28,93.360001
2004-06-01,92.910004
2004-06-02,92.66999799999999
2004-06-03,92.279999
2004-06-04,91.470001
2004-06-07,94.559998
2004-06-08,94.349998
2004-06-09,91.860001
2004-06-10,91.650002
2004-06-14,89.699997
2004-06-15,89.279999
2004-06-16,88.139999
2004-06-17,87.150002
2004-06-18,89.519997
2004-06-21,86.489998
2004-06-22,86.940002
2004-06-23,90.57
2004-06-24,88.739998
2004-06-25,90.150002
2004-06-28,89.099998
2004-06-29,91.230003
2004-06-30,90.75
2004-07-01,87.660004
2004-07-02,84.900002
2004-07-06,82.139999
2004-07-07,81.120003
2004-07-08,81.059998
2004-07-09,79.440002
2004-07-12,78.900002
2004-07-13,78.989998
2004-07-14,78.059998
2004-07-15,77.309998
2004-07-16,76.529999
2004-07-19,76.110001
2004-07-20,77.489998
2004-07-21,75.389999
2004-07-22,76.32
2004-07-23,74.610001
2004-07-26,75.41999799999999
2004-07-27,75.75
2004-07-28,53.549999
2004-07-29,53.52
2004-07-30,54.75
2004-08-02,56.34
2004-08-03,56.189999
2004-08-04,55.860001000000004
2004-08-05,53.880001
2004-08-06,52.23
2004-08-09,52.200001
2004-08-10,53.849998
2004-08-11,46.110001000000004
2004-08-12,45.119999
2004-08-13,45.0
2004-08-16,45.810001
2004-08-17,46.740002000000004
2004-08-18,48.75
2004-08-19,48.57
2004-08-20,49.439999
2004-08-23,50.279999
2004-08-24,48.509997999999996
2004-08-25,49.110001000000004
2004-08-26,48.540001000000004
2004-08-27,49.02
2004-08-30,47.34
2004-08-31,46.41
2004-09-01,46.98
2004-09-02,47.310001
2004-09-03,45.48
2004-09-07,45.299999
2004-09-08,45.48
2004-09-09,47.459998999999996
2004-09-10,48.209998999999996
2004-09-13,49.59
2004-09-14,50.52
2004-09-15,48.450001
2004-09-16,48.48
2004-09-17,45.630001
2004-09-20,41.130001
2004-09-21,41.880001
2004-09-22,42.150002
2004-09-23,45.900002
2004-09-24,47.099998
2004-09-27,49.439999
2004-09-28,48.599998
2004-09-29,48.990002000000004
2004-09-30,48.330002
2004-10-01,50.220001
2004-10-04,54.900002
2004-10-05,57.299999
2004-10-06,58.889998999999996
2004-10-07,57.029999
2004-10-08,53.400002
2004-10-11,54.18
2004-10-12,52.02
2004-10-13,52.41
2004-10-14,51.720001
2004-10-15,51.93
2004-10-18,52.02
2004-10-19,52.470001
2004-10-20,52.799999
2004-10-21,51.959998999999996
2004-10-22,53.52
2004-10-25,52.41
2004-10-26,52.259997999999996
2004-10-27,52.619999
2004-10-28,51.720001
2004-10-29,51.360001000000004
2004-11-01,51.27
2004-11-02,51.299999
