Date,NWA
2014-04-09,13.45
2014-04-10,13.45
2014-04-11,13.45
2014-04-14,13.45
2014-04-15,13.45
2014-04-16,13.45
2014-04-17,13.45
2014-04-21,13.45
2014-04-22,13.45
2014-04-23,13.45
2014-04-24,13.45
2014-04-25,13.45
2014-04-28,13.45
2014-04-29,13.45
2014-04-30,13.45
2014-05-01,13.45
2014-05-02,4.8
2014-05-05,4.8
2014-05-06,4.8
2014-05-07,4.8
2014-05-08,4.8
2014-05-09,4.8
2014-05-12,4.8
2014-05-13,4.8
2014-05-14,4.8
2014-05-15,4.8
2014-05-16,4.7
2014-05-19,4.7
2014-05-20,4.7
2014-05-21,4.7
2014-05-22,4.7
2014-05-23,4.7
2014-05-27,4.42
2014-05-28,4.42
2014-05-29,4.42
2014-05-30,4.42
2014-06-02,4.42
2014-06-03,4.42
2014-06-04,4.42
2014-06-05,4.42
2014-06-06,4.42
2014-06-09,4.42
2014-06-10,4.42
2014-06-11,4.42
2014-06-12,4.42
2014-06-13,4.42
2014-06-16,4.42
2014-06-17,4.42
2014-06-18,4.42
2014-06-19,4.42
2014-06-20,4.42
2014-06-23,4.42
2014-06-24,4.42
2014-06-25,4.42
2014-06-26,4.42
2014-06-27,4.42
2014-06-30,4.42
2014-07-01,4.42
2014-07-02,4.14
2014-07-03,4.14
2014-07-07,4.14
2014-07-08,4.14
2014-07-09,4.14
2014-07-10,4.14
2014-07-11,4.14
2014-07-14,4.14
2014-07-15,4.14
2014-07-16,4.14
2014-07-17,4.14
2014-07-18,4.14
2014-07-21,4.14
2014-07-22,4.14
2014-07-23,4.14
2014-07-24,4.14
2014-07-25,3.6
2014-07-28,3.6
2014-07-29,3.6
2014-07-30,3.6
2014-07-31,3.6
2014-08-01,3.6
2014-08-04,3.6
2014-08-05,3.6
2014-08-06,3.6
2014-08-07,3.6
2014-08-08,3.6
2014-08-11,3.86
2014-08-12,4.0
2014-08-13,4.0
2014-08-14,4.0
2014-08-15,4.0
2014-08-18,4.0
2014-08-19,4.0
2014-08-20,4.2
2014-08-21,4.2
2014-08-22,4.2
2014-08-25,4.2
2014-08-26,4.2
2014-08-27,4.25
2014-08-28,4.25
2014-08-29,4.25
2014-09-02,4.46
2014-09-03,4.46
2014-09-04,4.46
2014-09-05,4.46
2014-09-08,4.46
2014-09-09,4.46
2014-09-10,4.35
2014-09-11,4.35
2014-09-12,4.35
2014-09-15,4.35
2014-09-16,4.35
2014-09-17,4.35
2014-09-18,4.35
2014-09-19,4.35
2014-09-22,4.35
2014-09-23,4.35
2014-09-24,4.35
2014-09-25,4.35
2014-09-26,4.35
2014-09-29,4.35
2014-09-30,4.35
2014-10-01,4.35
2014-10-02,4.35
2014-10-03,4.35
2014-10-06,4.35
2014-10-07,4.35
2014-10-08,4.35
2014-10-09,4.35
2014-10-10,4.35
2014-10-13,4.35
2014-10-14,4.35
2014-10-15,4.35
2014-10-16,4.35
2014-10-17,4.35
2014-10-20,4.35
2014-10-21,4.35
2014-10-22,4.35
2014-10-23,4.35
2014-10-24,4.35
2014-10-27,4.35
2014-10-28,4.35
2014-10-29,4.35
2014-10-30,4.35
2014-10-31,4.35
2014-11-03,4.35
2014-11-04,4.35
2014-11-05,4.35
2014-11-06,4.35
2014-11-07,4.35
2014-11-10,4.35
2014-11-11,4.35
2014-11-12,4.35
2014-11-13,4.35
2014-11-14,4.35
2014-11-17,4.35
2014-11-18,4.35
2014-11-19,4.35
2014-11-20,4.35
2014-11-21,4.35
2014-11-24,4.35
2014-11-25,4.35
2014-11-26,4.35
2014-11-28,4.35
2014-12-01,4.35
2014-12-02,4.35
2014-12-03,4.35
2014-12-04,4.35
2014-12-05,4.35
2014-12-08,3.85
2014-12-09,3.85
2014-12-10,3.85
2014-12-11,3.85
2014-12-12,3.85
2014-12-15,3.73
2014-12-16,3.73
2014-12-17,3.73
2014-12-18,3.73
2014-12-19,3.73
2014-12-22,3.38
2014-12-23,3.38
2014-12-24,3.38
2014-12-26,3.38
2014-12-29,3.38
2014-12-30,3.38
2014-12-31,3.38
2015-01-02,3.38
2015-01-05,3.38
2015-01-06,3.38
2015-01-07,3.38
2015-01-08,3.38
2015-01-09,3.38
2015-01-12,3.38
2015-01-13,3.38
2015-01-14,3.38
2015-01-15,3.38
2015-01-16,3.38
2015-01-20,3.38
2015-01-21,3.38
2015-01-22,3.38
2015-01-23,3.38
2015-01-26,3.38
2015-01-27,3.38
2015-01-28,3.38
2015-01-29,3.38
2015-01-30,3.38
2015-02-02,3.38
2015-02-03,3.38
2015-02-04,3.38
2015-02-05,3.38
2015-02-06,3.38
2015-02-09,3.38
2015-02-10,3.38
2015-02-11,3.38
2015-02-12,3.38
2015-02-13,3.38
2015-02-17,3.38
2015-02-18,3.38
2015-02-19,3.38
2015-02-20,3.38
2015-02-23,3.38
2015-02-24,3.38
2015-02-25,3.38
2015-02-26,3.38
2015-02-27,3.38
2015-03-02,3.38
2015-03-03,3.38
2015-03-04,3.38
2015-03-05,3.38
2015-03-06,3.38
2015-03-09,3.38
2015-03-10,3.38
2015-03-11,3.38
2015-03-12,3.38
2015-03-13,3.06
2015-03-16,3.06
2015-03-17,3.06
2015-03-18,3.06
2015-03-19,3.0
2015-03-20,2.95
2015-03-23,2.95
2015-03-24,2.95
2015-03-25,2.95
2015-03-26,2.95
2015-03-27,2.94
2015-03-30,2.94
2015-03-31,2.94
2015-04-01,2.92
2015-04-02,2.92
2015-04-06,2.92
2015-04-07,3.27
2015-04-08,2.81
2015-04-09,2.81
2015-04-10,2.81
2015-04-13,2.81
2015-04-14,2.81
2015-04-15,2.81
2015-04-16,2.81
2015-04-17,2.81
2015-04-20,2.81
2015-04-21,2.81
2015-04-22,2.81
2015-04-23,2.81
2015-04-24,2.81
2015-04-27,2.81
2015-04-28,2.81
2015-04-29,2.81
2015-04-30,2.81
2015-05-01,2.81
2015-05-04,2.53
2015-05-05,2.53
2015-05-06,2.5
2015-05-07,2.5
2015-05-08,2.4
2015-05-11,2.85
2015-05-12,2.27
2015-05-13,2.48
2015-05-14,2.48
2015-05-15,2.48
2015-05-18,2.43
2015-05-19,2.43
2015-05-20,2.43
2015-05-21,2.43
2015-05-22,2.43
2015-05-26,2.3
2015-05-27,2.3
2015-05-28,2.3
2015-05-29,2.3
2015-06-01,2.3
2015-06-02,2.21
2015-06-03,2.21
2015-06-04,2.21
2015-06-05,2.6
2015-06-08,2.6
2015-06-09,2.3
2015-06-10,2.3
2015-06-11,2.3
2015-06-12,2.3
2015-06-15,2.3
2015-06-16,2.3
2015-06-17,2.3
2015-06-18,2.3
2015-06-19,2.3
2015-06-22,2.3
2015-06-23,2.3
2015-06-24,2.3
2015-06-25,2.3
2015-06-26,2.34
2015-06-29,2.34
2015-06-30,2.34
2015-07-01,2.34
2015-07-02,2.34
2015-07-06,2.34
2015-07-07,2.34
2015-07-08,2.34
2015-07-09,2.22
2015-07-10,2.12
2015-07-13,1.87
2015-07-14,1.87
2015-07-15,1.87
2015-07-16,1.87
2015-07-17,1.97
2015-07-20,1.87
2015-07-21,1.87
2015-07-22,1.87
2015-07-23,1.9
2015-07-24,1.9
2015-07-27,1.89
2015-07-28,1.89
2015-07-29,1.89
2015-07-30,1.9
2015-07-31,1.9
2015-08-03,1.9
2015-08-04,1.9
2015-08-05,1.9
2015-08-06,1.9
2015-08-07,1.9
2015-08-10,1.9
2015-08-11,1.9
2015-08-12,1.9
2015-08-13,1.9
2015-08-14,1.9
2015-08-17,1.9
2015-08-18,2.28
2015-08-19,2.12
2015-08-20,2.11
2015-08-21,2.07
2015-08-24,2.07
2015-08-25,2.07
2015-08-26,2.07
2015-08-27,2.07
2015-08-28,2.07
2015-08-31,2.07
2015-09-01,2.05
2015-09-02,2.05
2015-09-03,2.03
2015-09-04,1.95
2015-09-08,1.95
2015-09-09,1.95
2015-09-10,1.95
2015-09-11,1.95
2015-09-14,2.0
2015-09-15,2.0
2015-09-16,2.0
2015-09-17,2.0
2015-09-18,2.0
2015-09-21,2.0
2015-09-22,2.0
2015-09-23,2.0
2015-09-24,2.1
2015-09-25,2.08
2015-09-28,2.08
2015-09-29,2.3
2015-09-30,2.3
2015-10-01,2.3
2015-10-02,2.3
2015-10-05,2.0
2015-10-06,2.0
2015-10-07,2.0
2015-10-08,2.0
2015-10-09,2.0
2015-10-12,2.0
2015-10-13,2.0
2015-10-14,1.9
2015-10-15,1.9
2015-10-16,2.0
2015-10-19,2.3
2015-10-20,2.76
2015-10-21,2.85
2015-10-22,2.85
2015-10-23,2.85
2015-10-26,2.85
2015-10-27,2.85
2015-10-28,2.85
2015-10-29,2.85
2015-10-30,2.85
2015-11-02,2.45
2015-11-03,2.45
2015-11-04,2.2
2015-11-05,2.2
2015-11-06,2.2
2015-11-09,2.2
2015-11-10,2.2
2015-11-11,2.2
2015-11-12,1.97
2015-11-13,1.97
2015-11-16,1.97
2015-11-17,1.97
2015-11-18,1.81
2015-11-19,1.81
2015-11-20,1.45
2015-11-23,1.64
2015-11-24,1.64
2015-11-25,1.6
2015-11-27,1.55
2015-11-30,1.55
2015-12-01,1.6
2015-12-02,1.6
2015-12-03,1.6
2015-12-04,1.6
2015-12-07,1.6
2015-12-08,1.6
2015-12-09,1.6
2015-12-10,1.6
2015-12-11,1.6
2015-12-14,1.72
2015-12-15,1.74
2015-12-16,1.75
2015-12-17,1.6
2015-12-18,1.6
2015-12-21,1.6
2015-12-22,1.8
2015-12-23,1.8
2015-12-24,1.8
2015-12-28,1.8
2015-12-29,1.8
2015-12-30,1.8
2015-12-31,1.8
2016-01-04,1.49
2016-01-05,1.49
2016-01-06,1.49
2016-01-07,1.49
2016-01-08,1.49
2016-01-11,1.49
2016-01-12,1.49
2016-01-13,1.49
2016-01-14,1.48
2016-01-15,1.58
2016-01-19,1.76
2016-01-20,1.6
2016-01-21,1.6
2016-01-22,1.6
2016-01-25,1.35
2016-01-26,1.35
2016-01-27,1.35
2016-01-28,1.6
2016-01-29,1.6
2016-02-01,1.6
2016-02-02,1.7
2016-02-03,2.04
2016-02-04,2.04
2016-02-05,2.04
2016-02-08,1.95
2016-02-09,1.98
2016-02-10,1.98
2016-02-11,2.04
2016-02-12,1.9
2016-02-16,1.9
2016-02-17,1.9
2016-02-18,1.9
2016-02-19,1.9
2016-02-22,1.9
2016-02-23,1.92
2016-02-24,1.92
2016-02-25,1.92
2016-02-26,1.88
2016-02-29,2.04
2016-03-01,2.03
2016-03-02,2.03
2016-03-03,2.03
2016-03-04,2.41
2016-03-07,3.27
2016-03-08,3.1
2016-03-09,3.5
2016-03-10,4.0
2016-03-11,3.48
2016-03-14,3.3
2016-03-15,3.3
2016-03-16,3.3
2016-03-17,3.3
2016-03-18,3.3
2016-03-21,2.99
2016-03-22,2.2
2016-03-23,2.27
2016-03-24,2.37
2016-03-28,2.37
2016-03-29,2.37
2016-03-30,2.85
2016-03-31,2.19
2016-04-01,2.2
2016-04-04,2.35
2016-04-05,2.46
2016-04-06,2.37
2016-04-07,2.37
2016-04-08,2.37
2016-04-11,2.45
2016-04-12,2.45
2016-04-13,2.45
2016-04-14,2.45
2016-04-15,2.28
2016-04-18,2.28
