Date,GCI
2014-11-07,18.66
2014-11-10,18.92
2014-11-11,18.92
2014-11-12,19.120001000000002
2014-11-13,19.059998999999998
2014-11-14,19.120001000000002
2014-11-17,19.0
2014-11-18,18.870001000000002
2014-11-19,18.42
2014-11-20,18.75
2014-11-21,19.959999
2014-11-24,20.309998999999998
2014-11-25,20.0
2014-11-26,20.450001
2014-11-28,20.32
2014-12-01,21.6
2014-12-02,21.440001000000002
2014-12-03,21.5
2014-12-04,21.450001
2014-12-05,22.139999
2014-12-08,22.030001000000002
2014-12-09,22.5
2014-12-10,22.799999
2014-12-11,23.41
2014-12-12,22.99
2014-12-15,22.860001
2014-12-16,23.219998999999998
2014-12-17,23.799999
2014-12-18,24.129998999999998
2014-12-19,24.33
2014-12-22,23.940001000000002
2014-12-23,23.610001
2014-12-24,24.15
2014-12-26,24.09
2014-12-29,23.59
2014-12-30,23.59
2014-12-31,23.629998999999998
2015-01-02,23.290001
2015-01-05,23.35
2015-01-06,22.1
2015-01-07,21.52
2015-01-08,22.0
2015-01-09,21.959999
2015-01-12,22.42
2015-01-13,22.33
2015-01-14,20.799999
2015-01-15,20.77
2015-01-16,21.35
2015-01-20,21.209999
2015-01-21,21.25
2015-01-22,21.450001
2015-01-23,21.83
2015-01-26,22.32
2015-01-27,22.290001
2015-01-28,22.360001
2015-01-29,23.059998999999998
2015-01-30,23.389999
2015-02-02,22.82
2015-02-03,22.959999
2015-02-04,23.360001
2015-02-05,23.799999
2015-02-06,23.24
2015-02-09,22.540001
2015-02-10,22.32
2015-02-11,22.99
2015-02-12,22.110001
2015-02-13,22.379998999999998
2015-02-17,22.469998999999998
2015-02-18,22.530001000000002
2015-02-19,22.66
2015-02-20,22.73
2015-02-23,22.549999
2015-02-24,22.940001000000002
2015-02-25,23.620001000000002
2015-02-26,25.07
2015-02-27,24.700001
2015-03-02,24.780001000000002
2015-03-03,24.049999
2015-03-04,24.15
2015-03-05,24.450001
2015-03-06,24.190001000000002
2015-03-09,24.5
2015-03-10,24.219998999999998
2015-03-11,24.620001000000002
2015-03-12,24.74
2015-03-13,24.469998999999998
2015-03-16,25.17
2015-03-17,24.99
2015-03-18,24.83
2015-03-19,25.110001
2015-03-20,25.389999
2015-03-23,24.75
2015-03-24,24.690001000000002
2015-03-25,23.940001000000002
2015-03-26,23.110001
2015-03-27,23.34
2015-03-30,23.49
2015-03-31,23.93
2015-04-01,23.75
2015-04-02,23.98
2015-04-06,23.280001000000002
2015-04-07,23.389999
2015-04-08,23.389999
2015-04-09,22.91
2015-04-10,23.1
2015-04-13,22.1
2015-04-14,22.34
2015-04-15,21.9
2015-04-16,21.93
2015-04-17,21.57
2015-04-20,21.84
2015-04-21,21.860001
2015-04-22,21.940001000000002
2015-04-23,22.27
2015-04-24,22.110001
2015-04-27,22.059998999999998
2015-04-28,22.120001000000002
2015-04-29,21.91
2015-04-30,23.129998999999998
2015-05-01,23.870001000000002
2015-05-04,23.42
2015-05-05,22.48
2015-05-06,22.17
2015-05-07,22.389999
2015-05-08,22.360001
2015-05-11,22.379998999999998
2015-05-12,22.58
2015-05-13,22.25
2015-05-14,22.34
2015-05-15,22.200001
2015-05-18,22.5
2015-05-19,22.719998999999998
2015-05-20,22.690001000000002
2015-05-21,22.440001000000002
2015-05-22,22.67
2015-05-26,22.09
2015-05-27,22.41
2015-05-28,22.200001
2015-05-29,22.02
2015-06-01,22.040001
2015-06-02,22.0
2015-06-03,22.52
2015-06-04,21.25
2015-06-05,18.719998999999998
2015-06-08,18.93
2015-06-09,19.0
2015-06-10,18.809998999999998
2015-06-11,18.700001
2015-06-12,18.030001000000002
2015-06-15,18.290001
2015-06-16,18.549999
2015-06-17,18.280001000000002
2015-06-18,18.629998999999998
2015-06-19,19.200001
2015-06-22,19.08
2015-06-23,19.27
2015-06-24,18.190001000000002
2015-06-25,18.25
2015-06-26,18.23
2015-06-29,17.5
2015-06-30,17.93
2015-07-01,17.99
2015-07-02,17.84
2015-07-06,17.5
2015-07-07,16.98
2015-07-08,16.969998999999998
2015-07-09,17.190001000000002
2015-07-10,17.48
2015-07-13,17.83
2015-07-14,18.190001000000002
2015-07-15,17.58
2015-07-16,17.9
2015-07-17,17.370001000000002
2015-07-20,17.43
2015-07-21,16.379998999999998
2015-07-22,16.700001
2015-07-23,16.4
2015-07-24,16.49
2015-07-27,16.360001
2015-07-28,16.58
2015-07-29,16.83
2015-07-30,18.01
2015-07-31,17.01
2015-08-03,15.86
2015-08-04,15.8
2015-08-05,16.26
2015-08-06,15.9
2015-08-07,15.78
2015-08-10,15.58
2015-08-11,15.53
2015-08-12,15.44
2015-08-13,15.4
2015-08-14,15.56
2015-08-17,15.93
2015-08-18,15.51
2015-08-19,15.48
2015-08-20,15.06
2015-08-21,15.05
2015-08-24,14.64
2015-08-25,14.34
2015-08-26,15.07
2015-08-27,15.34
2015-08-28,15.11
2015-08-31,14.92
2015-09-01,15.11
2015-09-02,15.23
2015-09-03,15.17
2015-09-04,15.05
2015-09-08,15.46
2015-09-09,15.5
2015-09-10,15.63
2015-09-11,15.53
2015-09-14,15.1
2015-09-15,15.56
2015-09-16,15.87
2015-09-17,16.059998999999998
2015-09-18,16.290001
2015-09-21,15.96
2015-09-22,15.6
2015-09-23,15.5
2015-09-24,15.03
2015-09-25,15.0
2015-09-28,15.01
2015-09-29,14.99
2015-09-30,15.46
2015-10-01,15.52
2015-10-02,15.83
2015-10-05,16.58
2015-10-06,16.309998999999998
2015-10-07,16.709999
2015-10-08,17.459999
2015-10-09,17.959999
2015-10-12,17.790001
2015-10-13,17.370001000000002
2015-10-14,17.360001
2015-10-15,17.49
2015-10-16,17.450001
2015-10-19,16.82
2015-10-20,17.16
2015-10-21,16.75
2015-10-22,17.040001
2015-10-23,17.27
2015-10-26,16.85
2015-10-27,16.82
2015-10-28,17.219998999999998
2015-10-29,15.81
2015-10-30,16.1
2015-11-02,17.18
2015-11-03,16.709999
2015-11-04,17.1
2015-11-05,17.41
2015-11-06,17.700001
2015-11-09,17.209999
2015-11-10,17.049999
2015-11-11,17.24
2015-11-12,16.610001
2015-11-13,16.75
2015-11-16,17.09
2015-11-17,17.02
2015-11-18,17.4
2015-11-19,17.51
2015-11-20,17.67
2015-11-23,17.98
2015-11-24,18.040001
2015-11-25,18.17
2015-11-27,18.24
2015-11-30,18.209999
2015-12-01,18.5
2015-12-02,18.18
2015-12-03,18.5
2015-12-04,19.23
2015-12-07,18.959999
2015-12-08,19.129998999999998
2015-12-09,18.799999
2015-12-10,18.98
2015-12-11,18.780001000000002
2015-12-14,19.040001
2015-12-15,19.17
2015-12-16,19.24
2015-12-17,19.93
2015-12-18,19.17
2015-12-21,19.5
2015-12-22,19.360001
2015-12-23,19.84
2015-12-24,19.73
2015-12-28,19.82
2015-12-29,19.98
2015-12-30,19.67
2015-12-31,19.459999
2016-01-04,19.01
2016-01-05,19.059998999999998
2016-01-06,18.709999
2016-01-07,18.030001000000002
2016-01-08,18.030001000000002
2016-01-11,17.75
2016-01-12,18.09
2016-01-13,16.74
2016-01-14,17.280001000000002
2016-01-15,16.629998999999998
2016-01-19,16.469998999999998
2016-01-20,16.639999
2016-01-21,16.76
2016-01-22,17.190001000000002
2016-01-25,16.469998999999998
2016-01-26,17.110001
2016-01-27,16.41
2016-01-28,16.809998999999998
2016-01-29,17.32
2016-02-01,17.01
2016-02-02,16.690001000000002
2016-02-03,16.389999
2016-02-04,16.049999
2016-02-05,15.83
2016-02-08,15.13
2016-02-09,14.91
2016-02-10,14.77
2016-02-11,14.82
2016-02-12,14.65
2016-02-16,15.06
2016-02-17,14.8
2016-02-18,14.89
2016-02-19,14.82
2016-02-22,15.28
2016-02-23,15.24
2016-02-24,15.32
2016-02-25,15.96
2016-02-26,15.26
2016-02-29,15.63
2016-03-01,15.73
2016-03-02,15.5
2016-03-03,16.17
2016-03-04,16.280001000000002
2016-03-07,16.17
2016-03-08,16.18
2016-03-09,16.15
2016-03-10,15.92
2016-03-11,16.360001
2016-03-14,16.4
2016-03-15,15.92
2016-03-16,16.5
2016-03-17,16.07
2016-03-18,16.24
2016-03-21,16.25
2016-03-22,16.43
2016-03-23,16.08
2016-03-24,16.16
2016-03-28,16.360001
2016-03-29,16.65
2016-03-30,16.33
2016-03-31,16.639999
2016-04-01,16.309998999999998
2016-04-04,16.23
2016-04-05,14.85
2016-04-06,14.6
2016-04-07,14.55
2016-04-08,14.57
2016-04-11,14.74
2016-04-12,15.11
2016-04-13,15.44
2016-04-14,15.49
2016-04-15,15.09
2016-04-18,15.31
2016-04-19,15.66
2016-04-20,15.58
2016-04-21,15.46
2016-04-22,15.62
2016-04-25,15.74
2016-04-26,16.110001
2016-04-27,16.110001
2016-04-28,16.309998999999998
2016-04-29,16.049999
2016-05-02,16.209999
2016-05-03,15.96
2016-05-04,15.89
2016-05-05,16.190001000000002
2016-05-06,16.440001000000002
2016-05-09,16.030001000000002
2016-05-10,16.129998999999998
2016-05-11,16.02
2016-05-12,15.7
2016-05-13,15.8
2016-05-16,16.1
2016-05-17,16.16
2016-05-18,16.4
2016-05-19,16.280001000000002
2016-05-20,17.059998999999998
2016-05-23,16.83
2016-05-24,16.950001
2016-05-25,16.620001000000002
2016-05-26,16.700001
2016-05-27,16.91
2016-05-31,17.43
2016-06-01,17.16
2016-06-02,17.469998999999998
2016-06-03,17.25
2016-06-06,17.389999
2016-06-07,17.51
2016-06-08,17.9
2016-06-09,17.860001
2016-06-10,17.74
2016-06-13,17.459999
2016-06-14,17.459999
2016-06-15,17.49
2016-06-16,17.559998999999998
2016-06-17,17.49
2016-06-20,17.74
2016-06-21,17.389999
2016-06-22,17.57
2016-06-23,17.99
2016-06-24,17.58
2016-06-27,16.950001
2016-06-28,17.1
2016-06-29,17.719998999999998
2016-06-30,18.07
2016-07-01,18.16
2016-07-05,18.42
2016-07-06,18.65
2016-07-07,18.93
2016-07-08,18.83
2016-07-11,19.110001
2016-07-12,19.389999
2016-07-13,19.33
2016-07-14,19.34
2016-07-15,19.48
2016-07-18,19.49
2016-07-19,19.57
2016-07-20,19.629998999999998
2016-07-21,19.65
2016-07-22,19.700001
2016-07-25,19.57
2016-07-26,19.82
2016-07-27,19.6
2016-07-28,18.02
2016-07-29,17.66
2016-08-01,17.719998999999998
2016-08-02,17.190001000000002
2016-08-03,17.17
2016-08-04,17.129998999999998
2016-08-05,17.43
2016-08-08,16.959999
2016-08-09,17.129998999999998
2016-08-10,16.799999
2016-08-11,16.84
2016-08-12,16.92
2016-08-15,16.969998999999998
2016-08-16,16.790001
2016-08-17,16.799999
2016-08-18,16.879998999999998
2016-08-19,16.82
2016-08-22,16.870001000000002
2016-08-23,16.9
2016-08-24,15.4
2016-08-25,15.64
2016-08-26,15.59
2016-08-29,15.8
2016-08-30,16.08
2016-08-31,15.98
2016-09-01,15.91
2016-09-02,16.17
2016-09-06,16.16
2016-09-07,16.52
2016-09-08,16.440001000000002
2016-09-09,15.8
2016-09-12,16.1
2016-09-13,15.94
2016-09-14,15.81
2016-09-15,16.110001
2016-09-16,15.64
2016-09-19,15.79
2016-09-20,15.79
2016-09-21,15.56
2016-09-22,15.82
2016-09-23,16.23
2016-09-26,15.83
2016-09-27,15.97
2016-09-28,16.299999
2016-09-29,15.63
2016-09-30,15.5
2016-10-03,15.48
2016-10-04,15.4
2016-10-05,15.34
2016-10-06,15.21
2016-10-07,14.72
2016-10-10,14.77
2016-10-11,14.34
2016-10-12,14.62
2016-10-13,14.72
2016-10-14,14.7
2016-10-17,14.39
2016-10-18,14.55
2016-10-19,14.68
2016-10-20,14.36
2016-10-21,14.43
2016-10-24,14.55
2016-10-25,14.41
2016-10-26,14.13
2016-10-27,15.05
2016-10-28,14.27
2016-10-31,14.4
2016-11-01,14.25
2016-11-02,14.16
2016-11-03,14.4
2016-11-04,14.84
2016-11-07,15.09
2016-11-08,15.13
2016-11-09,15.98
2016-11-10,16.33
2016-11-11,17.120001000000002
2016-11-14,16.959999
2016-11-15,16.690001000000002
2016-11-16,16.790001
2016-11-17,16.75
2016-11-18,15.68
2016-11-21,15.61
2016-11-22,15.66
2016-11-23,15.71
2016-11-25,15.72
2016-11-28,15.65
2016-11-29,15.21
2016-11-30,15.36
2016-12-01,15.31
2016-12-02,15.99
2016-12-05,15.85
2016-12-06,15.89
2016-12-07,15.99
2016-12-08,16.049999
2016-12-09,16.15
2016-12-12,16.030001000000002
2016-12-13,16.049999
2016-12-14,15.82
2016-12-15,15.8
2016-12-16,16.0
2016-12-19,16.1
2016-12-20,16.27
2016-12-21,16.08
2016-12-22,15.96
2016-12-23,15.96
2016-12-27,16.059998999999998
2016-12-28,15.83
2016-12-29,16.0
2016-12-30,15.99
2017-01-03,16.040001
2017-01-04,16.280001000000002
2017-01-05,16.129998999999998
2017-01-06,15.92
2017-01-09,15.82
2017-01-10,15.74
2017-01-11,15.89
2017-01-12,15.89
2017-01-13,16.01
2017-01-17,15.81
2017-01-18,15.58
2017-01-19,15.27
2017-01-20,15.35
2017-01-23,15.26
2017-01-24,15.23
2017-01-25,15.29
2017-01-26,15.29
2017-01-27,15.25
2017-01-30,15.19
2017-01-31,15.24
2017-02-01,16.129998999999998
2017-02-02,15.86
2017-02-03,15.93
2017-02-06,15.82
2017-02-07,15.55
2017-02-08,15.46
2017-02-09,15.59
2017-02-10,15.79
2017-02-13,15.74
2017-02-14,15.74
2017-02-15,15.89
2017-02-16,15.91
2017-02-17,15.89
2017-02-21,15.01
2017-02-22,15.22
2017-02-23,15.1
2017-02-24,15.31
2017-02-27,15.53
2017-02-28,15.43
2017-03-01,15.47
2017-03-02,15.2
2017-03-03,15.19
2017-03-06,14.78
2017-03-07,14.65
2017-03-08,14.64
2017-03-09,14.63
2017-03-10,14.71
2017-03-13,14.71
2017-03-14,14.74
2017-03-15,14.95
2017-03-16,14.75
2017-03-17,14.84
2017-03-20,14.68
2017-03-21,14.37
2017-03-22,14.17
2017-03-23,14.29
2017-03-24,14.32
2017-03-27,14.18
2017-03-28,14.2
2017-03-29,14.09
2017-03-30,14.28
2017-03-31,14.21
2017-04-03,13.84
2017-04-04,13.81
2017-04-05,13.62
2017-04-06,13.66
2017-04-07,13.66
2017-04-10,13.76
2017-04-11,14.05
2017-04-12,13.82
2017-04-13,13.66
2017-04-17,13.85
2017-04-18,13.87
2017-04-19,13.97
2017-04-20,14.41
2017-04-21,14.27
2017-04-24,14.25
2017-04-25,14.4
2017-04-26,14.65
2017-04-27,13.41
2017-04-28,13.16
2017-05-01,13.16
2017-05-02,13.5
2017-05-03,14.13
2017-05-04,13.55
2017-05-05,13.62
2017-05-08,13.3
2017-05-09,13.35
2017-05-10,12.99
2017-05-11,12.82
2017-05-12,12.6
2017-05-15,12.61
2017-05-16,12.3
2017-05-17,11.87
2017-05-18,12.41
2017-05-19,12.41
2017-05-22,12.65
2017-05-23,12.73
2017-05-24,12.83
2017-05-25,12.7
2017-05-26,12.83
2017-05-30,13.01
2017-05-31,12.93
2017-06-01,13.15
2017-06-02,12.68
2017-06-05,12.62
2017-06-06,12.66
2017-06-07,12.75
2017-06-08,12.83
2017-06-09,13.12
2017-06-12,13.31
2017-06-13,13.39
2017-06-14,13.39
2017-06-15,13.38
2017-06-16,13.52
2017-06-19,13.7
2017-06-20,13.28
2017-06-21,13.31
2017-06-22,13.39
2017-06-23,13.35
2017-06-26,13.65
2017-06-27,13.72
2017-06-28,13.9
2017-06-29,13.75
2017-06-30,13.48
2017-07-03,13.82
2017-07-05,13.61
2017-07-06,13.32
2017-07-07,13.42
2017-07-10,13.35
2017-07-11,13.37
2017-07-12,13.4
2017-07-13,13.44
2017-07-14,13.6
2017-07-17,13.7
2017-07-18,13.55
2017-07-19,13.79
2017-07-20,13.9
2017-07-21,13.58
2017-07-24,13.58
2017-07-25,13.71
2017-07-26,13.35
2017-07-27,13.75
2017-07-28,14.12
2017-07-31,13.94
2017-08-01,14.15
2017-08-02,13.42
2017-08-03,13.46
2017-08-04,13.67
2017-08-07,13.25
2017-08-08,13.22
2017-08-09,13.88
2017-08-10,13.63
2017-08-11,13.32
2017-08-14,13.7
2017-08-15,13.56
2017-08-16,13.5
2017-08-17,13.25
2017-08-18,13.5
2017-08-21,13.48
2017-08-22,13.73
2017-08-23,13.55
2017-08-24,13.63
2017-08-25,13.71
2017-08-28,13.77
2017-08-29,13.68
2017-08-30,13.79
2017-08-31,13.79
2017-09-01,14.01
2017-09-05,13.77
2017-09-06,13.82
2017-09-07,13.62
2017-09-08,13.45
2017-09-11,13.52
2017-09-12,13.72
2017-09-13,13.74
2017-09-14,13.88
2017-09-15,13.82
2017-09-18,13.83
2017-09-19,13.84
2017-09-20,14.02
2017-09-21,14.05
2017-09-22,14.21
2017-09-25,14.5
2017-09-26,14.61
2017-09-27,14.73
2017-09-28,14.82
2017-09-29,14.79
2017-10-02,14.91
2017-10-03,15.0
2017-10-04,15.31
2017-10-05,15.51
2017-10-06,15.45
2017-10-09,15.37
2017-10-10,15.45
2017-10-11,15.46
2017-10-12,15.5
2017-10-13,15.41
2017-10-16,15.51
2017-10-17,15.52
2017-10-18,15.55
2017-10-19,15.68
2017-10-20,15.63
2017-10-23,15.54
2017-10-24,15.43
2017-10-25,15.43
2017-10-26,15.45
2017-10-27,15.58
2017-10-30,15.47
2017-10-31,15.97
2017-11-01,15.38
2017-11-02,15.37
2017-11-03,15.72
2017-11-06,15.78
2017-11-07,15.36
2017-11-08,15.39
2017-11-09,15.72
2017-11-10,15.84
2017-11-13,15.94
2017-11-14,15.87
2017-11-15,15.89
2017-11-16,16.629998999999998
2017-11-17,16.74
2017-11-20,16.959999
2017-11-21,16.99
2017-11-22,17.120001000000002
2017-11-24,17.129998999999998
2017-11-27,17.059998999999998
2017-11-28,17.23
2017-11-29,17.389999
2017-11-30,17.360001
2017-12-01,17.290001
2017-12-04,17.4
2017-12-05,17.27
2017-12-06,17.23
2017-12-07,16.98
2017-12-08,16.92
2017-12-11,16.889999
2017-12-12,16.719998999999998
2017-12-13,16.799999
2017-12-14,16.799999
2017-12-15,17.030001000000002
2017-12-18,17.02
2017-12-19,17.0
2017-12-20,16.959999
2017-12-21,17.02
2017-12-22,16.950001
2017-12-26,17.1
2017-12-27,17.02
2017-12-28,16.93
2017-12-29,16.780001000000002
2018-01-02,16.940001000000002
2018-01-03,16.41
2018-01-04,16.6
2018-01-05,16.6
2018-01-08,16.440001000000002
2018-01-09,16.4
2018-01-10,16.48
2018-01-11,16.9
2018-01-12,16.91
2018-01-16,16.73
2018-01-17,17.0
2018-01-18,16.84
2018-01-19,17.01
2018-01-22,17.17
2018-01-23,17.200001
2018-01-24,16.889999
2018-01-25,17.200001
2018-01-26,17.15
2018-01-29,17.02
2018-01-30,17.1
2018-01-31,16.9
2018-02-01,16.780001000000002
2018-02-02,16.17
2018-02-05,15.29
2018-02-06,15.51
2018-02-07,15.72
2018-02-08,15.69
2018-02-09,15.78
2018-02-12,15.72
2018-02-13,15.93
2018-02-14,16.0
2018-02-15,16.15
2018-02-16,15.98
2018-02-20,15.71
2018-02-21,15.72
2018-02-22,15.83
2018-02-23,16.040001
2018-02-26,16.34
2018-02-27,16.110001
2018-02-28,17.25
2018-03-01,17.200001
2018-03-02,17.440001000000002
2018-03-05,17.370001000000002
2018-03-06,17.23
2018-03-07,17.18
2018-03-08,17.120001000000002
2018-03-09,17.33
2018-03-12,17.43
2018-03-13,17.15
2018-03-14,17.440001000000002
2018-03-15,17.459999
2018-03-16,17.6
2018-03-19,17.4
2018-03-20,17.389999
2018-03-21,17.51
2018-03-22,17.469998999999998
2018-03-23,17.35
2018-03-26,17.4
2018-03-27,17.309998999999998
2018-03-28,17.299999
2018-03-29,17.139999
2018-04-02,16.969998999999998
2018-04-03,17.110001
2018-04-04,17.35
2018-04-05,17.41
2018-04-06,16.299999
2018-04-09,16.200001
2018-04-10,16.57
2018-04-11,16.82
2018-04-12,17.139999
2018-04-13,17.1
2018-04-16,17.200001
2018-04-17,17.4
2018-04-18,17.370001000000002
2018-04-19,17.440001000000002
2018-04-20,17.120001000000002
2018-04-23,16.99
2018-04-24,16.780001000000002
2018-04-25,16.940001000000002
2018-04-26,16.860001
2018-04-27,16.67
2018-04-30,16.58
2018-05-01,16.639999
2018-05-02,16.6
2018-05-03,16.74
2018-05-04,16.690001000000002
2018-05-07,17.15
2018-05-08,17.07
2018-05-09,16.91
2018-05-10,16.83
2018-05-11,16.5
2018-05-14,16.450001
2018-05-15,16.51
2018-05-16,16.940001000000002
2018-05-17,17.07
2018-05-18,17.23
2018-05-21,17.190001000000002
2018-05-22,16.690001000000002
2018-05-23,16.77
2018-05-24,16.93
2018-05-25,16.91
2018-05-29,16.860001
2018-05-30,16.76
2018-05-31,16.700001
2018-06-01,16.780001000000002
2018-06-04,16.969998999999998
2018-06-05,17.299999
2018-06-06,17.719998999999998
2018-06-07,17.799999
2018-06-08,17.940001000000002
2018-06-11,17.950001
2018-06-12,18.02
2018-06-13,18.18
2018-06-14,18.450001
2018-06-15,18.809998999999998
2018-06-18,18.690001000000002
2018-06-19,18.620001000000002
2018-06-20,18.799999
2018-06-21,18.799999
2018-06-22,18.620001000000002
2018-06-25,18.799999
2018-06-26,18.82
2018-06-27,18.860001
2018-06-28,18.76
2018-06-29,18.48
2018-07-02,18.75
2018-07-03,18.68
2018-07-05,18.889999
2018-07-06,18.76
2018-07-09,18.799999
2018-07-10,18.959999
2018-07-11,19.01
2018-07-12,19.0
2018-07-13,18.940001000000002
2018-07-16,18.6
2018-07-17,18.5
2018-07-18,18.690001000000002
2018-07-19,18.790001
2018-07-20,18.65
2018-07-23,18.540001
2018-07-24,18.51
2018-07-25,18.5
2018-07-26,18.629998999999998
2018-07-27,18.040001
2018-07-30,17.84
2018-07-31,17.99
2018-08-01,17.66
2018-08-02,16.299999
2018-08-03,16.450001
2018-08-06,16.1
2018-08-07,15.79
2018-08-08,15.97
2018-08-09,15.92
2018-08-10,15.69
2018-08-13,15.7
2018-08-14,15.76
2018-08-15,16.02
2018-08-16,16.0
2018-08-17,15.79
2018-08-20,15.81
2018-08-21,15.99
2018-08-22,15.89
2018-08-23,15.78
2018-08-24,15.81
2018-08-27,15.74
2018-08-28,15.8
2018-08-29,15.89
2018-08-30,15.82
2018-08-31,15.9
2018-09-04,15.81
2018-09-05,15.87
2018-09-06,15.75
2018-09-07,15.69
2018-09-10,15.45
2018-09-11,15.4
2018-09-12,15.4
2018-09-13,15.56
2018-09-14,15.54
2018-09-17,15.65
2018-09-18,15.69
2018-09-19,15.62
2018-09-20,15.89
2018-09-21,15.69
2018-09-24,15.64
2018-09-25,15.53
2018-09-26,15.57
2018-09-27,15.65
2018-09-28,15.69
2018-10-01,15.59
2018-10-02,15.5
2018-10-03,15.75
2018-10-04,15.81
2018-10-05,15.77
2018-10-08,15.93
2018-10-09,15.97
2018-10-10,15.67
2018-10-11,15.58
2018-10-12,15.5
2018-10-15,15.7
2018-10-16,15.95
2018-10-17,16.110001
2018-10-18,15.96
2018-10-19,16.059998999999998
2018-10-22,16.09
2018-10-23,15.92
2018-10-24,15.52
2018-10-25,15.68
2018-10-26,15.28
2018-10-29,15.31
2018-10-30,15.63
2018-10-31,14.05
2018-11-01,14.75
2018-11-02,14.39
2018-11-05,14.31
2018-11-06,14.22
2018-11-07,14.51
2018-11-08,14.2
2018-11-09,14.16
2018-11-12,13.99
2018-11-13,13.96
2018-11-14,13.68
