Date,MAN
1990-11-26,9.625
1990-11-27,10.125
1990-11-28,10.125
1990-11-29,10.0
1990-11-30,10.0
1990-12-03,9.875
1990-12-04,9.875
1990-12-05,9.875
1990-12-06,10.0
1990-12-07,10.25
1990-12-10,10.375
1990-12-11,10.625
1990-12-12,10.75
1990-12-13,10.75
1990-12-14,10.75
1990-12-17,11.5
1990-12-18,11.5
1990-12-19,11.625
1990-12-20,10.875
1990-12-21,10.625
1990-12-24,10.5
1990-12-26,10.75
1990-12-27,10.875
1990-12-28,10.625
1990-12-31,10.625
1991-01-02,10.625
1991-01-03,10.625
1991-01-04,10.625
1991-01-07,10.5
1991-01-08,10.375
1991-01-09,10.375
1991-01-10,10.5
1991-01-11,10.5
1991-01-14,10.5
1991-01-15,10.25
1991-01-16,10.5
1991-01-17,10.625
1991-01-18,10.75
1991-01-21,10.625
1991-01-22,10.625
1991-01-23,10.5
1991-01-24,11.0
1991-01-25,11.125
1991-01-28,11.125
1991-01-29,11.25
1991-01-30,11.625
1991-01-31,11.875
1991-02-01,12.375
1991-02-04,12.875
1991-02-05,12.625
1991-02-06,12.875
1991-02-07,12.875
1991-02-08,12.875
1991-02-11,13.75
1991-02-12,13.625
1991-02-13,14.0
1991-02-14,14.125
1991-02-15,13.875
1991-02-19,13.5
1991-02-20,13.25
1991-02-21,13.625
1991-02-22,13.625
1991-02-25,13.125
1991-02-26,13.125
1991-02-27,13.25
1991-02-28,13.125
1991-03-01,12.875
1991-03-04,13.0
1991-03-05,13.5
1991-03-06,13.625
1991-03-07,13.75
1991-03-08,13.75
1991-03-11,13.875
1991-03-12,13.875
1991-03-13,13.875
1991-03-14,14.0
1991-03-15,13.75
1991-03-18,13.625
1991-03-19,13.125
1991-03-20,13.125
1991-03-21,12.875
1991-03-22,12.625
1991-03-25,12.625
1991-03-26,12.75
1991-03-27,12.5
1991-03-28,12.5
1991-04-01,12.875
1991-04-02,13.125
1991-04-03,13.5
1991-04-04,13.125
1991-04-05,13.0
1991-04-08,12.875
1991-04-09,12.75
1991-04-10,12.625
1991-04-11,12.5
1991-04-12,12.5
1991-04-15,12.75
1991-04-16,13.375
1991-04-17,13.25
1991-04-18,12.875
1991-04-19,12.75
1991-04-22,12.75
1991-04-23,12.875
1991-04-24,12.625
1991-04-25,12.625
1991-04-26,12.25
1991-04-29,12.25
1991-04-30,12.25
1991-05-01,12.375
1991-05-02,12.125
1991-05-03,12.0
1991-05-06,12.0
1991-05-07,12.375
1991-05-08,12.25
1991-05-09,12.625
1991-05-10,12.375
1991-05-13,12.25
1991-05-14,12.875
1991-05-15,12.75
1991-05-16,12.375
1991-05-17,12.75
1991-05-20,12.875
1991-05-21,12.875
1991-05-22,12.875
1991-05-23,13.5
1991-05-24,13.375
1991-05-28,13.375
1991-05-29,13.375
1991-05-30,13.75
1991-05-31,14.25
1991-06-03,14.875
1991-06-04,14.875
1991-06-05,14.5
1991-06-06,14.875
1991-06-07,14.875
1991-06-10,14.75
1991-06-11,15.0
1991-06-12,15.0
1991-06-13,15.0
1991-06-14,15.0
1991-06-17,14.875
1991-06-18,14.875
1991-06-19,14.875
1991-06-20,14.875
1991-06-21,14.5
1991-06-24,14.375
1991-06-25,14.375
1991-06-26,14.5
1991-06-27,14.375
1991-06-28,14.0
1991-07-01,13.625
1991-07-02,13.5
1991-07-03,13.75
1991-07-05,13.75
1991-07-08,13.75
1991-07-09,13.875
1991-07-10,13.875
1991-07-11,13.875
1991-07-12,13.75
1991-07-15,14.125
1991-07-16,14.0
1991-07-17,14.125
1991-07-18,14.375
1991-07-19,14.375
1991-07-22,14.25
1991-07-23,13.75
1991-07-24,14.0
1991-07-25,13.5
1991-07-26,13.5
1991-07-29,13.375
1991-07-30,13.125
1991-07-31,13.375
1991-08-01,13.25
1991-08-02,13.125
1991-08-05,13.25
1991-08-06,13.25
1991-08-07,13.125
1991-08-08,13.0
1991-08-09,13.0
1991-08-12,12.5
1991-08-13,12.625
1991-08-14,13.375
1991-08-15,13.25
1991-08-16,13.125
1991-08-19,12.75
1991-08-20,12.5
1991-08-21,12.75
1991-08-22,12.875
1991-08-23,12.75
1991-08-26,12.625
1991-08-27,12.5
1991-08-28,12.5
1991-08-29,12.625
1991-08-30,12.75
1991-09-03,12.625
1991-09-04,12.5
1991-09-05,12.625
1991-09-06,12.625
1991-09-09,12.625
1991-09-10,12.375
1991-09-11,12.25
1991-09-12,12.25
1991-09-13,12.25
1991-09-16,12.375
1991-09-17,12.5
1991-09-18,12.5
1991-09-19,12.5
1991-09-20,12.625
1991-09-23,12.875
1991-09-24,12.875
1991-09-25,12.5
1991-09-26,12.375
1991-09-27,12.25
1991-09-30,12.25
1991-10-01,12.25
1991-10-02,11.875
1991-10-03,11.875
1991-10-04,11.875
1991-10-07,11.875
1991-10-08,11.875
1991-10-09,11.875
1991-10-10,12.25
1991-10-11,12.5
1991-10-14,13.5
1991-10-15,13.875
1991-10-16,13.625
1991-10-17,13.375
1991-10-18,13.75
1991-10-21,13.5
1991-10-22,13.875
1991-10-23,13.875
1991-10-24,13.875
1991-10-25,14.0
1991-10-28,14.0
1991-10-29,14.25
1991-10-30,14.0
1991-10-31,14.375
1991-11-01,14.125
1991-11-04,14.125
1991-11-05,14.0
1991-11-06,13.75
1991-11-07,14.0
1991-11-08,14.0
1991-11-11,13.5
1991-11-12,13.5
1991-11-13,13.625
1991-11-14,13.875
1991-11-15,13.625
1991-11-18,13.0
1991-11-19,12.625
1991-11-20,13.0
1991-11-21,13.375
1991-11-22,13.5
1991-11-25,13.375
1991-11-26,13.25
1991-11-27,13.0
1991-11-29,12.875
1991-12-02,13.5
1991-12-03,13.5
1991-12-04,13.625
1991-12-05,13.75
1991-12-06,13.75
1991-12-09,14.0
1991-12-10,13.875
1991-12-11,13.625
1991-12-12,13.5
1991-12-13,13.75
1991-12-16,13.75
1991-12-17,13.5
1991-12-18,13.625
1991-12-19,13.5
1991-12-20,13.5
1991-12-23,13.375
1991-12-24,13.5
1991-12-26,13.75
1991-12-27,14.125
1991-12-30,14.5
1991-12-31,14.75
1992-01-02,14.25
1992-01-03,14.375
1992-01-06,14.0
1992-01-07,14.25
1992-01-08,14.375
1992-01-09,14.875
1992-01-10,15.0
1992-01-13,15.0
1992-01-14,15.25
1992-01-15,14.875
1992-01-16,15.125
1992-01-17,15.375
1992-01-20,15.625
1992-01-21,15.375
1992-01-22,16.0
1992-01-23,16.0
1992-01-24,16.0
1992-01-27,15.875
1992-01-28,15.5
1992-01-29,15.25
1992-01-30,15.25
1992-01-31,15.375
1992-02-03,15.5
1992-02-04,15.75
1992-02-05,15.625
1992-02-06,15.75
1992-02-07,15.875
1992-02-10,15.5
1992-02-11,15.5
1992-02-12,15.5
1992-02-13,15.375
1992-02-14,15.375
1992-02-18,15.0
1992-02-19,15.0
1992-02-20,14.875
1992-02-21,14.875
1992-02-24,15.0
1992-02-25,15.125
1992-02-26,15.5
1992-02-27,15.875
1992-02-28,15.75
1992-03-02,15.875
1992-03-03,15.625
1992-03-04,15.5
1992-03-05,15.375
1992-03-06,15.5
1992-03-09,15.375
1992-03-10,15.5
1992-03-11,16.0
1992-03-12,16.5
1992-03-13,16.375
1992-03-16,16.25
1992-03-17,16.0
1992-03-18,16.0
1992-03-19,16.0
1992-03-20,16.25
1992-03-23,16.125
1992-03-24,15.875
1992-03-25,15.75
1992-03-26,15.5
1992-03-27,15.25
1992-03-30,15.375
1992-03-31,15.375
1992-04-01,15.375
1992-04-02,14.625
1992-04-03,14.5
1992-04-06,14.5
1992-04-07,14.625
1992-04-08,14.5
1992-04-09,14.625
1992-04-10,14.75
1992-04-13,14.625
1992-04-14,14.75
1992-04-15,14.75
1992-04-16,14.625
1992-04-20,14.75
1992-04-21,14.625
1992-04-22,14.25
1992-04-23,15.0
1992-04-24,15.0
1992-04-27,14.875
1992-04-28,14.75
1992-04-29,14.875
1992-04-30,15.125
1992-05-01,15.0
1992-05-04,14.75
1992-05-05,14.75
1992-05-06,14.875
1992-05-07,15.0
1992-05-08,14.75
1992-05-11,14.75
1992-05-12,14.5
1992-05-13,14.375
1992-05-14,14.375
1992-05-15,14.375
1992-05-18,13.625
1992-05-19,14.125
1992-05-20,14.0
1992-05-21,14.0
1992-05-22,13.625
1992-05-26,13.875
1992-05-27,13.625
1992-05-28,13.5
1992-05-29,13.625
1992-06-01,13.5
1992-06-02,13.625
1992-06-03,14.0
1992-06-04,14.5
1992-06-05,14.625
1992-06-08,14.625
1992-06-09,14.25
1992-06-10,13.875
1992-06-11,14.0
1992-06-12,13.875
1992-06-15,13.625
1992-06-16,14.0
1992-06-17,13.875
1992-06-18,13.875
1992-06-19,13.75
1992-06-22,13.625
1992-06-23,13.75
1992-06-24,13.75
1992-06-25,13.625
1992-06-26,13.625
1992-06-29,13.625
1992-06-30,13.75
1992-07-01,14.0
1992-07-02,13.75
1992-07-06,14.25
1992-07-07,13.875
1992-07-08,14.125
1992-07-09,14.125
1992-07-10,14.125
1992-07-13,14.0
1992-07-14,13.75
1992-07-15,13.75
1992-07-16,14.0
1992-07-17,13.75
1992-07-20,13.75
1992-07-21,13.75
1992-07-22,13.625
1992-07-23,13.75
1992-07-24,13.5
1992-07-27,14.0
1992-07-28,14.25
1992-07-29,14.375
1992-07-30,14.375
1992-07-31,14.5
1992-08-03,14.75
1992-08-04,14.75
1992-08-05,14.625
1992-08-06,14.5
1992-08-07,14.5
1992-08-10,14.5
1992-08-11,14.375
1992-08-12,14.625
1992-08-13,14.5
1992-08-14,14.5
1992-08-17,14.375
1992-08-18,14.625
1992-08-19,14.25
1992-08-20,14.625
1992-08-21,14.375
1992-08-24,14.25
1992-08-25,14.25
1992-08-26,14.625
1992-08-27,14.5
1992-08-28,14.0
1992-08-31,14.125
1992-09-01,14.25
1992-09-02,14.375
1992-09-03,14.5
1992-09-04,14.5
1992-09-08,14.5
1992-09-09,14.25
1992-09-10,15.0
1992-09-11,14.75
1992-09-14,15.0
1992-09-15,14.75
1992-09-16,15.125
1992-09-17,16.0
1992-09-18,15.75
1992-09-21,15.625
1992-09-22,15.375
1992-09-23,15.5
1992-09-24,15.75
1992-09-25,15.75
1992-09-28,15.5
1992-09-29,15.5
1992-09-30,15.5
1992-10-01,14.875
1992-10-02,14.5
1992-10-05,14.0
1992-10-06,14.0
1992-10-07,14.125
1992-10-08,14.25
1992-10-09,14.25
1992-10-12,14.0
1992-10-13,14.25
1992-10-14,14.125
1992-10-15,14.125
1992-10-16,14.125
1992-10-19,14.375
1992-10-20,14.375
1992-10-21,14.625
1992-10-22,14.625
1992-10-23,14.75
1992-10-26,14.75
1992-10-27,15.0
1992-10-28,15.25
1992-10-29,15.25
1992-10-30,15.5
1992-11-02,15.5
1992-11-03,15.125
1992-11-04,15.125
1992-11-05,15.5
1992-11-06,15.375
1992-11-09,15.5
1992-11-10,15.375
1992-11-11,15.5
1992-11-12,14.875
1992-11-13,15.125
1992-11-16,15.0
1992-11-17,15.25
1992-11-18,15.0
1992-11-19,15.0
1992-11-20,15.125
1992-11-23,14.625
1992-11-24,14.875
1992-11-25,14.75
1992-11-27,14.75
1992-11-30,14.625
1992-12-01,14.625
1992-12-02,14.5
1992-12-03,14.625
1992-12-04,14.75
1992-12-07,14.875
1992-12-08,14.875
1992-12-09,15.0
1992-12-10,15.0
1992-12-11,15.125
1992-12-14,15.125
1992-12-15,14.75
1992-12-16,14.75
1992-12-17,14.75
1992-12-18,14.375
1992-12-21,14.0
1992-12-22,14.375
1992-12-23,14.375
1992-12-24,14.375
1992-12-28,14.375
1992-12-29,14.25
1992-12-30,14.375
1992-12-31,14.5
1993-01-04,14.375
1993-01-05,14.375
1993-01-06,14.25
1993-01-07,14.25
1993-01-08,14.125
1993-01-11,14.125
1993-01-12,13.875
1993-01-13,14.0
1993-01-14,14.0
1993-01-15,13.875
1993-01-18,14.0
1993-01-19,13.875
1993-01-20,14.0
1993-01-21,14.0
1993-01-22,14.0
1993-01-25,14.375
1993-01-26,14.125
1993-01-27,14.0
1993-01-28,14.0
1993-01-29,14.375
1993-02-01,14.375
1993-02-02,14.5
1993-02-03,15.0
1993-02-04,16.5
1993-02-05,17.25
1993-02-08,17.625
1993-02-09,16.875
1993-02-10,16.625
1993-02-11,17.25
1993-02-12,17.125
1993-02-16,17.0
1993-02-17,16.375
1993-02-18,16.5
1993-02-19,16.375
1993-02-22,16.125
1993-02-23,16.5
1993-02-24,16.875
1993-02-25,17.0
1993-02-26,16.375
1993-03-01,16.25
1993-03-02,16.75
1993-03-03,16.75
1993-03-04,16.5
1993-03-05,16.125
1993-03-08,16.375
1993-03-09,16.5
1993-03-10,16.875
1993-03-11,16.625
1993-03-12,16.375
1993-03-15,16.75
1993-03-16,16.875
1993-03-17,16.625
1993-03-18,16.75
1993-03-19,16.75
1993-03-22,16.625
1993-03-23,16.625
1993-03-24,16.375
1993-03-25,16.125
1993-03-26,15.75
1993-03-29,15.875
1993-03-30,15.375
1993-03-31,15.5
1993-04-01,15.625
1993-04-02,15.75
1993-04-05,15.75
1993-04-06,15.875
1993-04-07,15.75
1993-04-08,15.625
1993-04-12,15.375
1993-04-13,15.75
1993-04-14,15.875
1993-04-15,15.875
1993-04-16,15.875
1993-04-19,16.125
1993-04-20,16.125
1993-04-21,16.0
1993-04-22,16.0
1993-04-23,16.0
1993-04-26,16.375
1993-04-27,16.5
1993-04-28,16.375
1993-04-29,16.5
1993-04-30,16.25
1993-05-03,16.25
1993-05-04,16.125
1993-05-05,16.0
1993-05-06,16.0
1993-05-07,15.875
1993-05-10,16.0
1993-05-11,15.375
1993-05-12,15.375
1993-05-13,15.0
1993-05-14,15.0
1993-05-17,14.875
1993-05-18,14.5
1993-05-19,14.75
1993-05-20,14.75
1993-05-21,14.625
1993-05-24,14.625
1993-05-25,14.75
1993-05-26,14.875
1993-05-27,15.375
1993-05-28,15.25
1993-06-01,15.375
1993-06-02,15.875
1993-06-03,15.625
1993-06-04,15.5
1993-06-07,15.5
1993-06-08,14.875
1993-06-09,14.875
1993-06-10,15.25
1993-06-11,15.25
1993-06-14,15.25
1993-06-15,15.25
1993-06-16,15.25
1993-06-17,14.875
1993-06-18,14.875
1993-06-21,14.625
1993-06-22,14.75
1993-06-23,14.5
1993-06-24,14.625
1993-06-25,14.25
1993-06-28,14.625
1993-06-29,14.625
1993-06-30,15.25
1993-07-01,14.875
1993-07-02,15.0
1993-07-06,14.625
1993-07-07,14.625
1993-07-08,14.5
1993-07-09,14.5
1993-07-12,14.25
1993-07-13,14.0
1993-07-14,14.25
1993-07-15,14.125
1993-07-16,13.75
1993-07-19,13.75
1993-07-20,13.75
1993-07-21,13.625
1993-07-22,13.75
1993-07-23,13.875
1993-07-26,13.875
1993-07-27,13.875
1993-07-28,14.0
1993-07-29,14.5
1993-07-30,14.5
1993-08-02,14.625
1993-08-03,15.0
1993-08-04,15.125
1993-08-05,15.375
1993-08-06,15.625
1993-08-09,15.875
1993-08-10,16.125
1993-08-11,15.75
1993-08-12,15.625
1993-08-13,15.875
1993-08-16,15.875
1993-08-17,15.5
1993-08-18,15.625
1993-08-19,16.0
1993-08-20,16.25
1993-08-23,16.75
1993-08-24,16.875
1993-08-25,17.125
1993-08-26,16.75
1993-08-27,16.625
1993-08-30,16.25
1993-08-31,16.75
1993-09-01,16.75
1993-09-02,16.75
1993-09-03,16.625
1993-09-07,16.375
1993-09-08,15.5
1993-09-09,15.875
1993-09-10,16.125
1993-09-13,16.25
1993-09-14,16.0
1993-09-15,16.375
1993-09-16,16.5
1993-09-17,16.5
1993-09-20,16.25
1993-09-21,15.25
1993-09-22,15.5
1993-09-23,15.5
1993-09-24,15.625
1993-09-27,16.125
1993-09-28,16.25
1993-09-29,15.625
1993-09-30,15.625
1993-10-01,15.5
1993-10-04,15.625
1993-10-05,15.5
1993-10-06,15.625
1993-10-07,16.0
1993-10-08,15.5
1993-10-11,16.25
1993-10-12,16.25
1993-10-13,15.875
