Date,GETVF
2018-04-10,10.79
2018-04-11,10.79
2018-04-12,10.79
2018-04-13,10.79
2018-04-16,10.79
2018-04-17,10.79
2018-04-18,10.79
2018-04-19,10.79
2018-04-20,10.25
2018-04-23,10.25
2018-04-24,10.25
2018-04-25,10.25
2018-04-26,10.25
2018-04-27,10.25
2018-04-30,10.25
2018-05-01,10.25
2018-05-02,10.25
2018-05-03,10.25
2018-05-04,10.25
2018-05-07,10.25
2018-05-08,10.25
2018-05-09,10.25
2018-05-10,9.7
2018-05-11,9.7
2018-05-14,9.7
2018-05-15,9.7
2018-05-16,9.7
2018-05-17,9.7
2018-05-18,9.7
2018-05-21,9.7
2018-05-22,9.7
2018-05-23,9.7
2018-05-24,9.7
2018-05-25,9.27
2018-05-29,8.9
2018-05-30,8.85
2018-05-31,8.96
2018-06-01,8.96
2018-06-04,9.31
2018-06-05,9.31
2018-06-06,9.31
2018-06-07,9.31
2018-06-08,9.31
2018-06-11,9.31
2018-06-12,9.31
2018-06-13,9.31
2018-06-14,9.31
2018-06-15,8.9
2018-06-18,8.9
2018-06-19,8.9
2018-06-20,8.9
2018-06-21,8.9
2018-06-22,8.9
2018-06-25,8.9
2018-06-26,8.9
2018-06-27,8.9
2018-06-28,8.9
2018-06-29,8.9
2018-07-02,8.9
2018-07-03,8.9
2018-07-05,8.9
2018-07-06,8.9
2018-07-09,8.9
2018-07-10,8.9
2018-07-11,8.9
2018-07-12,8.9
2018-07-13,8.9
2018-07-16,8.9
2018-07-17,8.9
2018-07-18,8.9
2018-07-19,8.9
2018-07-20,8.9
2018-07-23,8.9
2018-07-24,8.9
2018-07-25,8.9
2018-07-26,8.9
2018-07-27,8.9
2018-07-30,8.9
2018-07-31,8.9
2018-08-01,8.9
2018-08-02,8.9
2018-08-03,8.9
2018-08-06,8.9
2018-08-07,8.9
2018-08-08,8.9
2018-08-09,8.9
2018-08-10,8.9
2018-08-13,8.9
2018-08-14,8.9
2018-08-15,8.9
2018-08-16,8.9
2018-08-17,8.9
2018-08-20,8.9
2018-08-21,7.5
2018-08-22,7.5
2018-08-23,7.5
2018-08-24,7.5
2018-08-27,7.5
2018-08-28,7.4
2018-08-29,7.4
2018-08-30,7.4
2018-08-31,7.4
2018-09-04,7.4
2018-09-05,7.4
2018-09-06,7.4
2018-09-07,7.4
2018-09-10,7.4
2018-09-11,7.4
2018-09-12,7.4
2018-09-13,7.4
2018-09-14,7.4
2018-09-17,7.4
2018-09-18,7.4
2018-09-19,7.4
2018-09-20,7.4
2018-09-21,7.7
2018-09-24,7.7
2018-09-25,7.7
2018-09-26,7.7
2018-09-27,7.7
2018-09-28,7.7
2018-10-01,7.7
2018-10-02,7.7
2018-10-03,7.25
2018-10-04,7.23
2018-10-05,7.23
2018-10-08,7.23
2018-10-09,7.23
2018-10-10,7.23
2018-10-11,7.23
2018-10-12,7.23
2018-10-15,7.23
2018-10-16,7.23
2018-10-17,7.23
2018-10-18,7.23
2018-10-19,7.23
2018-10-22,7.23
2018-10-23,7.23
2018-10-24,7.23
2018-10-25,7.23
2018-10-26,7.23
2018-10-29,7.23
2018-10-30,7.23
2018-10-31,7.23
2018-11-01,7.23
2018-11-02,7.23
2018-11-05,7.23
2018-11-06,7.23
2018-11-07,7.23
2018-11-08,7.23
2018-11-09,7.23
2018-11-12,7.23
2018-11-13,7.23
2018-11-14,7.23
2018-11-15,7.23
2018-11-16,6.82
2018-11-19,6.82
2018-11-20,6.82
2018-11-21,6.82
2018-11-23,6.82
2018-11-26,6.82
2018-11-27,6.82
2018-11-28,6.82
2018-11-29,6.82
2018-11-30,6.82
2018-12-03,6.82
2018-12-04,6.82
2018-12-06,6.4
2018-12-07,6.4
2018-12-10,6.4
2018-12-11,6.4
2018-12-12,6.4
2018-12-13,6.4
2018-12-14,6.4
2018-12-17,6.4
2018-12-18,6.15
2018-12-19,6.15
2018-12-20,6.15
2018-12-21,6.15
2018-12-24,6.15
2018-12-26,6.15
2018-12-27,6.15
2018-12-28,6.15
2018-12-31,6.15
2019-01-02,6.15
2019-01-03,6.15
2019-01-04,6.15
2019-01-07,6.15
2019-01-08,6.15
2019-01-09,6.15
2019-01-10,6.15
2019-01-11,6.15
2019-01-14,6.15
2019-01-15,6.15
2019-01-16,6.15
2019-01-17,6.15
2019-01-18,6.15
2019-01-22,6.15
2019-01-23,6.15
2019-01-24,6.15
2019-01-25,6.15
2019-01-28,6.15
2019-01-29,6.15
2019-01-30,6.15
2019-01-31,6.15
2019-02-01,6.15
2019-02-04,6.15
2019-02-05,6.15
2019-02-06,6.15
2019-02-07,6.8
2019-02-08,6.8
2019-02-11,6.8
2019-02-12,6.8
2019-02-13,6.8
2019-02-14,6.8
2019-02-15,6.8
2019-02-19,6.8
2019-02-20,6.8
2019-02-21,6.8
2019-02-22,6.8
2019-02-25,6.8
2019-02-26,6.8
2019-02-27,6.8
2019-02-28,6.8
2019-03-01,6.8
2019-03-04,6.8
2019-03-05,6.8
2019-03-06,6.8
2019-03-07,6.8
2019-03-08,6.8
2019-03-11,6.8
2019-03-12,6.8
2019-03-13,6.8
2019-03-14,6.8
2019-03-15,6.8
2019-03-18,6.8
2019-03-19,6.8
2019-03-20,6.8
2019-03-21,6.8
2019-03-22,6.8
2019-03-25,6.8
2019-03-26,6.8
2019-03-27,6.8
2019-03-28,6.8
2019-03-29,6.8
2019-04-01,6.8
2019-04-02,7.474
2019-04-03,7.474
2019-04-04,7.474
2019-04-05,7.474
2019-04-08,7.3
2019-04-09,7.3
2019-04-10,7.3
2019-04-11,7.3
2019-04-12,7.3
2019-04-15,7.3
2019-04-16,7.3
2019-04-17,7.3
2019-04-18,7.3
2019-04-22,7.3
2019-04-23,7.3
2019-04-24,7.3
2019-04-25,7.3
2019-04-26,7.3
2019-04-29,7.3
2019-04-30,7.3
2019-05-01,7.3
2019-05-02,7.3
2019-05-03,7.3
2019-05-06,7.3
2019-05-07,7.3
2019-05-08,7.3
2019-05-09,7.3
2019-05-10,7.3
2019-05-13,7.3
2019-05-14,7.3
2019-05-15,7.3
2019-05-16,7.3
2019-05-17,7.3
2019-05-20,7.3
2019-05-21,7.3
2019-05-22,7.3
2019-05-23,7.3
2019-05-24,7.3
2019-05-28,7.15
2019-05-29,7.15
2019-05-30,7.15
2019-05-31,7.15
2019-06-03,7.15
2019-06-04,7.15
2019-06-05,7.15
2019-06-06,7.15
2019-06-07,7.15
2019-06-10,7.15
2019-06-11,7.15
2019-06-12,7.15
2019-06-13,7.15
2019-06-14,7.15
2019-06-17,7.15
2019-06-18,7.15
2019-06-19,7.15
2019-06-20,7.15
2019-06-21,7.15
2019-06-24,7.15
2019-06-25,7.15
2019-06-26,7.15
2019-06-27,7.15
2019-06-28,7.15
2019-07-01,7.15
2019-07-02,7.15
2019-07-03,7.15
2019-07-05,7.15
2019-07-08,7.15
2019-07-09,7.15
2019-07-10,7.15
2019-07-11,7.15
2019-07-12,7.15
2019-07-15,7.15
2019-07-16,7.15
2019-07-17,7.15
2019-07-18,7.15
2019-07-19,7.15
2019-07-22,7.15
2019-07-23,7.15
2019-07-24,6.28
2019-07-25,6.28
2019-07-26,6.28
2019-07-29,6.28
2019-07-30,6.28
2019-07-31,6.28
2019-08-01,6.28
2019-08-02,6.28
2019-08-05,6.28
2019-08-06,6.28
2019-08-07,6.28
2019-08-08,6.28
2019-08-09,6.28
2019-08-12,6.28
2019-08-13,6.28
2019-08-14,6.28
2019-08-15,6.28
2019-08-16,6.28
2019-08-19,6.28
2019-08-20,6.28
2019-08-21,6.28
2019-08-22,7.3
2019-08-23,7.3
2019-08-26,6.28
2019-08-27,6.28
2019-08-28,6.28
2019-08-29,6.28
2019-08-30,6.28
2019-09-03,6.28
2019-09-04,6.28
2019-09-05,6.28
2019-09-06,6.28
2019-09-09,6.28
2019-09-10,6.28
2019-09-11,6.28
2019-09-12,6.28
2019-09-13,6.28
2019-09-16,6.28
2019-09-17,6.28
2019-09-18,6.28
2019-09-19,6.28
2019-09-20,6.28
2019-09-23,6.28
2019-09-24,6.28
2019-09-25,6.28
2019-09-26,6.28
2019-09-27,6.5
2019-09-30,6.5
2019-10-01,6.5
2019-10-02,6.5
2019-10-03,6.5
2019-10-04,6.5
2019-10-07,6.5
2019-10-08,6.5
2019-10-09,6.1
2019-10-10,6.1
2019-10-11,6.1
2019-10-14,6.1
2019-10-15,6.1
2019-10-16,6.1
2019-10-17,6.1
2019-10-18,6.1
2019-10-21,6.1
2019-10-22,6.1
2019-10-23,6.1
2019-10-24,6.0
2019-10-25,6.0
2019-10-28,6.0
2019-10-29,6.0
2019-10-30,6.0
2019-10-31,6.0
2019-11-01,6.0
2019-11-04,6.0
2019-11-05,6.0
2019-11-06,6.0
2019-11-07,6.0
2019-11-08,6.0
2019-11-11,6.0
2019-11-12,6.0
2019-11-13,6.0
2019-11-14,6.0
2019-11-15,6.0
2019-11-18,6.0
2019-11-19,6.0
2019-11-20,6.0
2019-11-21,6.0
2019-11-22,6.0
2019-11-25,6.0
2019-11-26,6.0
2019-11-27,6.0
2019-11-29,6.0
2019-12-02,6.0
2019-12-03,6.0
2019-12-04,6.0
2019-12-05,6.0
2019-12-06,6.0
2019-12-09,6.0
2019-12-10,6.0
2019-12-11,6.0
2019-12-12,6.0
2019-12-13,6.0
2019-12-16,6.0
2019-12-17,6.0
2019-12-18,6.0
2019-12-19,6.0
2019-12-20,6.0
2019-12-23,6.0
2019-12-24,6.0
2019-12-26,6.0
2019-12-27,6.0
2019-12-30,6.0
2019-12-31,6.0
2020-01-02,6.0
2020-01-03,6.0
2020-01-06,6.0
2020-01-07,6.3
2020-01-08,6.3
2020-01-09,6.3
2020-01-10,6.3
2020-01-13,6.3
2020-01-14,6.3
2020-01-15,6.3
2020-01-16,6.3
2020-01-17,6.3
2020-01-21,6.3
2020-01-22,6.3
2020-01-23,6.3
2020-01-24,6.3
2020-01-27,6.3
2020-01-28,6.3
2020-01-29,6.3
2020-01-30,6.3
2020-01-31,6.3
2020-02-03,6.3
2020-02-04,6.3
2020-02-05,6.3
2020-02-06,6.3
2020-02-07,6.3
2020-02-10,6.3
2020-02-11,6.3
2020-02-12,6.3
2020-02-13,6.3
2020-02-14,6.3
2020-02-18,6.3
2020-02-19,6.3
2020-02-20,6.3
2020-02-21,6.3
2020-02-24,6.3
2020-02-25,6.3
2020-02-26,6.3
2020-02-27,6.3
2020-02-28,6.3
2020-03-02,6.3
2020-03-03,4.8
2020-03-04,4.8
2020-03-05,4.8
2020-03-06,4.8
2020-03-09,4.8
2020-03-10,4.8
2020-03-11,4.8
2020-03-12,4.8
2020-03-13,4.8
2020-03-16,4.8
2020-03-17,4.8
2020-03-18,4.8
2020-03-19,4.8
2020-03-20,4.8
2020-03-23,4.8
2020-03-24,4.8
2020-03-25,4.8
2020-03-26,4.8
2020-03-27,4.8
2020-03-30,4.8
2020-03-31,4.8
2020-04-01,4.8
2020-04-02,4.8
2020-04-03,4.8
2020-04-06,4.8
2020-04-07,4.8
2020-04-08,4.8
2020-04-09,4.8
2020-04-13,4.8
2020-04-14,4.8
2020-04-15,4.8
2020-04-16,4.8
2020-04-17,4.8
2020-04-20,4.8
2020-04-21,4.8
2020-04-22,4.8
2020-04-23,4.8
2020-04-24,4.8
2020-04-27,4.8
2020-04-28,4.8
2020-04-29,4.8
2020-04-30,4.8
2020-05-01,3.5
2020-05-04,3.5
2020-05-05,3.5
2020-05-06,3.5
2020-05-07,3.5
2020-05-08,3.7
