Date,SMCI
2007-03-29,8.76
2007-03-30,8.99
2007-04-02,10.38
2007-04-03,10.58
2007-04-04,10.16
2007-04-05,9.8
2007-04-09,10.0
2007-04-10,9.8
2007-04-11,9.54
2007-04-12,9.85
2007-04-13,9.74
2007-04-16,10.15
2007-04-17,10.25
2007-04-18,10.37
2007-04-19,9.89
2007-04-20,9.86
2007-04-23,9.85
2007-04-24,9.83
2007-04-25,10.35
2007-04-26,10.19
2007-04-27,10.2
2007-04-30,10.41
2007-05-01,10.49
2007-05-02,10.4
2007-05-03,10.43
2007-05-04,10.58
2007-05-07,10.57
2007-05-08,10.5
2007-05-09,11.24
2007-05-10,10.15
2007-05-11,10.4
2007-05-14,10.43
2007-05-15,10.24
2007-05-16,10.1
2007-05-17,10.02
2007-05-18,10.02
2007-05-21,10.04
2007-05-22,10.04
2007-05-23,10.0
2007-05-24,9.99
2007-05-25,10.04
2007-05-29,10.03
2007-05-30,10.03
2007-05-31,10.06
2007-06-01,10.04
2007-06-04,10.56
2007-06-05,11.43
2007-06-06,11.2
2007-06-07,11.15
2007-06-08,10.65
2007-06-11,10.51
2007-06-12,10.73
2007-06-13,10.66
2007-06-14,10.76
2007-06-15,10.74
2007-06-18,10.75
2007-06-19,10.88
2007-06-20,10.97
2007-06-21,10.99
2007-06-22,10.53
2007-06-25,10.47
2007-06-26,10.24
2007-06-27,10.41
2007-06-28,10.08
2007-06-29,10.01
2007-07-02,10.04
2007-07-03,10.43
2007-07-05,10.27
2007-07-06,10.18
2007-07-09,10.21
2007-07-10,10.0
2007-07-11,10.0
2007-07-12,9.91
2007-07-13,9.41
2007-07-16,9.79
2007-07-17,9.85
2007-07-18,9.9
2007-07-19,9.99
2007-07-20,9.96
2007-07-23,10.0
2007-07-24,10.0
2007-07-25,10.03
2007-07-26,9.72
2007-07-27,9.34
2007-07-30,8.89
2007-07-31,8.95
2007-08-01,9.15
2007-08-02,9.17
2007-08-03,8.9
2007-08-06,8.64
2007-08-07,8.61
2007-08-08,8.75
2007-08-09,9.0
2007-08-10,8.75
2007-08-13,8.72
2007-08-14,8.74
2007-08-15,8.7
2007-08-16,8.4
2007-08-17,8.54
2007-08-20,8.55
2007-08-21,8.48
2007-08-22,8.41
2007-08-23,8.37
2007-08-24,8.37
2007-08-27,8.39
2007-08-28,8.38
2007-08-29,8.4
2007-08-30,8.35
2007-08-31,8.34
2007-09-04,8.38
2007-09-05,8.33
2007-09-06,8.37
2007-09-07,8.49
2007-09-10,8.73
2007-09-11,9.18
2007-09-12,9.35
2007-09-13,9.21
2007-09-14,9.22
2007-09-17,9.05
2007-09-18,9.49
2007-09-19,9.88
2007-09-20,9.93
2007-09-21,9.84
2007-09-24,9.58
2007-09-25,9.75
2007-09-26,10.01
2007-09-27,9.84
2007-09-28,9.76
2007-10-01,9.79
2007-10-02,9.88
2007-10-03,10.08
2007-10-04,9.7
2007-10-05,9.85
2007-10-08,10.03
2007-10-09,9.93
2007-10-10,10.0
2007-10-11,9.89
2007-10-12,9.97
2007-10-15,9.86
2007-10-16,9.98
2007-10-17,9.93
2007-10-18,9.99
2007-10-19,9.76
2007-10-22,9.68
2007-10-23,9.85
2007-10-24,9.84
2007-10-25,9.8
2007-10-26,10.03
2007-10-29,10.1
2007-10-30,9.91
2007-10-31,10.05
2007-11-01,9.32
2007-11-02,9.51
2007-11-05,8.77
2007-11-06,8.99
2007-11-07,8.95
2007-11-08,8.44
2007-11-09,8.4
2007-11-12,8.32
2007-11-13,8.94
2007-11-14,8.98
2007-11-15,8.75
2007-11-16,9.18
2007-11-19,9.26
2007-11-20,9.29
2007-11-21,8.91
2007-11-23,8.75
2007-11-26,8.86
2007-11-27,8.9
2007-11-28,8.91
2007-11-29,8.7
2007-11-30,8.26
2007-12-03,8.43
2007-12-04,8.48
2007-12-05,8.56
2007-12-06,8.95
2007-12-07,8.85
2007-12-10,8.81
2007-12-11,8.47
2007-12-12,8.46
2007-12-13,8.51
2007-12-14,8.4
2007-12-17,8.28
2007-12-18,8.27
2007-12-19,8.33
2007-12-20,8.45
2007-12-21,8.52
2007-12-24,8.59
2007-12-26,8.6
2007-12-27,8.39
2007-12-28,8.13
2007-12-31,7.67
2008-01-02,8.43
2008-01-03,8.97
2008-01-04,8.68
2008-01-07,9.07
2008-01-08,9.06
2008-01-09,9.05
2008-01-10,9.05
2008-01-11,8.81
2008-01-14,8.6
2008-01-15,8.48
2008-01-16,8.8
2008-01-17,8.21
2008-01-18,8.25
2008-01-22,8.26
2008-01-23,8.26
2008-01-24,8.09
2008-01-25,8.26
2008-01-28,8.47
2008-01-29,8.33
2008-01-30,8.3
2008-01-31,9.52
2008-02-01,9.58
2008-02-04,9.03
2008-02-05,8.83
2008-02-06,8.95
2008-02-07,8.99
2008-02-08,8.83
2008-02-11,9.05
2008-02-12,9.02
2008-02-13,8.99
2008-02-14,9.03
2008-02-15,8.93
2008-02-19,8.95
2008-02-20,8.95
2008-02-21,8.98
2008-02-22,8.98
2008-02-25,8.94
2008-02-26,8.98
2008-02-27,8.98
2008-02-28,8.92
2008-02-29,8.98
2008-03-03,9.11
2008-03-04,9.27
2008-03-05,9.49
2008-03-06,9.46
2008-03-07,9.3
2008-03-10,8.84
2008-03-11,9.22
2008-03-12,8.88
2008-03-13,9.15
2008-03-14,8.95
2008-03-17,8.9
2008-03-18,8.78
2008-03-19,8.81
2008-03-20,8.86
2008-03-24,8.8
2008-03-25,8.89
2008-03-26,8.59
2008-03-27,8.49
2008-03-28,8.3
2008-03-31,8.35
2008-04-01,8.55
2008-04-02,8.49
2008-04-03,9.0
2008-04-04,9.33
2008-04-07,9.52
2008-04-08,9.5
2008-04-09,9.43
2008-04-10,7.63
2008-04-11,7.38
2008-04-14,7.27
2008-04-15,6.78
2008-04-16,7.03
2008-04-17,7.28
2008-04-18,7.46
2008-04-21,7.37
2008-04-22,7.28
2008-04-23,7.41
2008-04-24,7.36
2008-04-25,7.37
2008-04-28,7.46
2008-04-29,7.57
2008-04-30,7.46
2008-05-01,7.46
2008-05-02,7.3
2008-05-05,7.29
2008-05-06,7.26
2008-05-07,7.38
2008-05-08,7.48
2008-05-09,7.48
2008-05-12,7.5
2008-05-13,7.4
2008-05-14,7.45
2008-05-15,7.5
2008-05-16,7.47
2008-05-19,7.45
2008-05-20,7.22
2008-05-21,7.29
2008-05-22,7.33
2008-05-23,7.3
2008-05-27,7.22
2008-05-28,7.2
2008-05-29,7.15
2008-05-30,7.18
2008-06-02,7.2
2008-06-03,7.05
2008-06-04,7.22
2008-06-05,7.32
2008-06-06,7.3
2008-06-09,7.39
2008-06-10,7.37
2008-06-11,7.5
2008-06-12,7.5
2008-06-13,7.58
2008-06-16,7.67
2008-06-17,7.64
2008-06-18,7.61
2008-06-19,7.6
2008-06-20,7.59
2008-06-23,7.59
2008-06-24,7.6
2008-06-25,7.84
2008-06-26,7.57
2008-06-27,7.3
2008-06-30,7.38
2008-07-01,7.53
2008-07-02,7.6
2008-07-03,7.6
2008-07-07,7.56
2008-07-08,7.7
2008-07-09,7.6
2008-07-10,7.65
2008-07-11,7.7
2008-07-14,7.52
2008-07-15,7.62
2008-07-16,7.7
2008-07-17,7.75
2008-07-18,7.63
2008-07-21,7.69
2008-07-22,7.77
2008-07-23,7.76
2008-07-24,7.73
2008-07-25,7.84
2008-07-28,7.8
2008-07-29,7.82
2008-07-30,7.85
2008-07-31,7.91
2008-08-01,7.91
2008-08-04,7.85
2008-08-05,7.89
2008-08-06,7.93
2008-08-07,9.0
2008-08-08,9.01
2008-08-11,8.99
2008-08-12,8.99
2008-08-13,8.98
2008-08-14,8.96
2008-08-15,8.99
2008-08-18,9.34
2008-08-19,9.54
2008-08-20,9.61
2008-08-21,9.79
2008-08-22,10.06
2008-08-25,10.15
2008-08-26,10.66
2008-08-27,10.37
2008-08-28,10.1
2008-08-29,9.97
2008-09-02,10.09
2008-09-03,10.58
2008-09-04,10.52
2008-09-05,10.48
2008-09-08,10.59
2008-09-09,10.57
2008-09-10,10.68
2008-09-11,10.75
2008-09-12,10.57
2008-09-15,9.93
2008-09-16,10.23
2008-09-17,9.75
2008-09-18,9.87
2008-09-19,10.42
2008-09-22,10.44
2008-09-23,10.34
2008-09-24,9.82
2008-09-25,9.31
2008-09-26,9.44
2008-09-29,8.51
2008-09-30,9.01
2008-10-01,9.08
2008-10-02,8.87
2008-10-03,8.8
2008-10-06,7.65
2008-10-07,7.3
2008-10-08,6.75
2008-10-09,6.65
2008-10-10,7.1
2008-10-13,7.99
2008-10-14,7.94
2008-10-15,7.15
2008-10-16,7.8
2008-10-17,7.78
2008-10-20,7.94
2008-10-21,7.57
2008-10-22,6.71
2008-10-23,6.86
2008-10-24,6.14
2008-10-27,6.01
2008-10-28,5.69
2008-10-29,5.75
2008-10-30,6.61
2008-10-31,6.28
2008-11-03,6.22
2008-11-04,6.18
2008-11-05,5.91
2008-11-06,5.44
2008-11-07,5.42
2008-11-10,5.43
2008-11-11,5.16
2008-11-12,4.25
2008-11-13,3.85
2008-11-14,4.05
2008-11-17,4.6
2008-11-18,4.75
2008-11-19,4.05
2008-11-20,4.11
2008-11-21,4.37
2008-11-24,4.76
2008-11-25,4.88
2008-11-26,5.24
2008-11-28,5.21
2008-12-01,4.6
2008-12-02,5.12
2008-12-03,5.01
2008-12-04,4.93
2008-12-05,5.7
2008-12-08,6.12
2008-12-09,5.91
2008-12-10,6.48
2008-12-11,6.31
2008-12-12,6.51
2008-12-15,6.47
2008-12-16,6.99
2008-12-17,7.13
2008-12-18,6.79
2008-12-19,6.57
2008-12-22,6.4
2008-12-23,6.73
2008-12-24,6.27
2008-12-26,6.76
2008-12-29,6.27
2008-12-30,6.59
2008-12-31,6.33
2009-01-02,6.41
2009-01-05,7.06
2009-01-06,6.32
2009-01-07,6.25
2009-01-08,6.54
2009-01-09,6.5
2009-01-12,6.5
2009-01-13,6.04
2009-01-14,5.73
2009-01-15,5.79
2009-01-16,5.71
2009-01-20,5.09
2009-01-21,5.47
2009-01-22,5.2
2009-01-23,5.33
2009-01-26,6.21
2009-01-27,5.89
2009-01-28,6.09
2009-01-29,5.55
2009-01-30,5.27
2009-02-02,5.43
2009-02-03,5.46
2009-02-04,5.25
2009-02-05,5.13
2009-02-06,5.34
2009-02-09,5.06
2009-02-10,5.01
2009-02-11,5.05
2009-02-12,5.01
2009-02-13,5.06
2009-02-17,4.67
2009-02-18,4.52
2009-02-19,4.5
2009-02-20,4.54
2009-02-23,4.39
2009-02-24,4.42
2009-02-25,4.65
2009-02-26,4.63
2009-02-27,4.53
2009-03-02,4.5
2009-03-03,4.79
2009-03-04,4.96
2009-03-05,4.72
2009-03-06,4.84
2009-03-09,4.8
2009-03-10,5.14
2009-03-11,4.89
2009-03-12,5.21
2009-03-13,5.21
2009-03-16,4.97
2009-03-17,5.33
2009-03-18,5.2
2009-03-19,4.93
2009-03-20,4.65
2009-03-23,4.93
2009-03-24,4.76
2009-03-25,4.89
2009-03-26,5.01
2009-03-27,4.56
2009-03-30,4.77
2009-03-31,4.92
2009-04-01,5.04
2009-04-02,5.1
2009-04-03,5.48
2009-04-06,5.34
2009-04-07,5.05
2009-04-08,5.27
2009-04-09,5.93
2009-04-13,5.99
2009-04-14,5.6
2009-04-15,5.56
2009-04-16,5.64
2009-04-17,6.0
2009-04-20,5.77
2009-04-21,6.36
2009-04-22,6.19
2009-04-23,5.76
2009-04-24,5.54
2009-04-27,5.34
2009-04-28,5.42
2009-04-29,5.53
2009-04-30,5.22
2009-05-01,5.58
2009-05-04,5.61
2009-05-05,5.85
2009-05-06,5.85
2009-05-07,5.8
2009-05-08,6.01
2009-05-11,5.92
2009-05-12,5.84
2009-05-13,5.65
2009-05-14,5.99
2009-05-15,6.12
2009-05-18,6.22
2009-05-19,6.32
2009-05-20,6.46
2009-05-21,6.34
2009-05-22,6.35
2009-05-26,6.43
2009-05-27,6.5
2009-05-28,6.54
2009-05-29,6.7
2009-06-01,6.98
2009-06-02,7.03
2009-06-03,7.13
2009-06-04,7.25
2009-06-05,7.4
2009-06-08,7.33
2009-06-09,7.9
2009-06-10,8.1
2009-06-11,8.2
2009-06-12,8.32
2009-06-15,8.18
2009-06-16,7.82
2009-06-17,7.95
2009-06-18,7.79
2009-06-19,7.58
2009-06-22,7.04
2009-06-23,6.89
2009-06-24,7.16
2009-06-25,7.35
2009-06-26,8.0
2009-06-29,7.88
2009-06-30,7.66
2009-07-01,7.71
2009-07-02,7.59
2009-07-06,7.67
2009-07-07,7.38
2009-07-08,7.28
2009-07-09,7.09
2009-07-10,7.2
2009-07-13,7.85
2009-07-14,7.8
2009-07-15,8.29
2009-07-16,8.08
2009-07-17,7.78
2009-07-20,7.76
2009-07-21,7.76
2009-07-22,7.75
2009-07-23,7.76
2009-07-24,7.71
2009-07-27,7.78
2009-07-28,8.01
2009-07-29,7.98
2009-07-30,8.0
2009-07-31,7.94
2009-08-03,8.0
2009-08-04,8.03
2009-08-05,7.73
2009-08-06,7.65
2009-08-07,7.68
2009-08-10,7.43
2009-08-11,7.52
2009-08-12,7.78
2009-08-13,7.77
2009-08-14,7.56
2009-08-17,7.49
2009-08-18,7.52
2009-08-19,7.64
2009-08-20,7.69
2009-08-21,7.75
2009-08-24,7.75
2009-08-25,7.85
2009-08-26,7.99
2009-08-27,8.06
2009-08-28,8.1
2009-08-31,7.97
2009-09-01,7.87
2009-09-02,7.92
2009-09-03,7.9
2009-09-04,8.02
2009-09-08,8.0
2009-09-09,8.39
2009-09-10,8.48
2009-09-11,8.46
2009-09-14,8.4
2009-09-15,8.79
2009-09-16,8.8
2009-09-17,8.69
2009-09-18,8.66
2009-09-21,8.66
2009-09-22,8.75
2009-09-23,8.6
2009-09-24,8.54
2009-09-25,8.47
2009-09-28,8.84
2009-09-29,8.74
2009-09-30,8.46
2009-10-01,7.83
2009-10-02,7.75
2009-10-05,7.56
2009-10-06,7.89
2009-10-07,8.06
2009-10-08,8.24
2009-10-09,8.48
2009-10-12,8.5
2009-10-13,8.14
2009-10-14,8.38
2009-10-15,8.61
2009-10-16,8.79
2009-10-19,8.81
2009-10-20,8.78
2009-10-21,8.76
2009-10-22,8.8
2009-10-23,8.78
2009-10-26,8.36
2009-10-27,8.42
2009-10-28,8.29
2009-10-29,8.3
2009-10-30,8.06
2009-11-02,7.9
2009-11-03,8.0
2009-11-04,7.83
2009-11-05,8.35
2009-11-06,8.87
2009-11-09,9.33
2009-11-10,9.38
2009-11-11,9.77
2009-11-12,9.34
2009-11-13,9.4
2009-11-16,9.75
2009-11-17,9.8
2009-11-18,10.07
2009-11-19,9.6
2009-11-20,9.87
2009-11-23,10.0
2009-11-24,10.08
2009-11-25,9.98
2009-11-27,9.68
2009-11-30,9.74
2009-12-01,10.08
2009-12-02,10.17
2009-12-03,10.25
2009-12-04,10.33
2009-12-07,10.46
2009-12-08,10.53
2009-12-09,10.75
2009-12-10,11.13
2009-12-11,11.26
2009-12-14,11.35
2009-12-15,11.34
2009-12-16,11.16
2009-12-17,10.8
2009-12-18,10.92
2009-12-21,11.07
2009-12-22,11.45
2009-12-23,11.33
2009-12-24,11.41
2009-12-28,11.43
2009-12-29,11.3
2009-12-30,11.3
2009-12-31,11.12
2010-01-04,11.52
2010-01-05,11.27
2010-01-06,11.49
2010-01-07,11.57
2010-01-08,11.71
2010-01-11,11.68
2010-01-12,11.55
2010-01-13,12.98
2010-01-14,12.65
2010-01-15,12.76
2010-01-19,12.99
2010-01-20,12.38
2010-01-21,11.83
2010-01-22,11.5
2010-01-25,11.81
2010-01-26,11.61
2010-01-27,13.5
2010-01-28,12.91
2010-01-29,12.39
2010-02-01,12.46
2010-02-02,12.68
2010-02-03,12.39
2010-02-04,11.94
2010-02-05,12.35
2010-02-08,12.6
2010-02-09,12.68
2010-02-10,12.9
2010-02-11,13.28
2010-02-12,13.6
2010-02-16,14.55
2010-02-17,14.66
2010-02-18,14.8
2010-02-19,14.63
2010-02-22,14.69
2010-02-23,14.34
2010-02-24,14.65
2010-02-25,14.51
2010-02-26,15.01
2010-03-01,15.94
2010-03-02,16.129998999999998
2010-03-03,16.049999
2010-03-04,15.94
2010-03-05,16.309998999999998
2010-03-08,16.360001
2010-03-09,16.5
2010-03-10,16.58
2010-03-11,16.530001000000002
2010-03-12,16.459999
2010-03-15,16.059998999999998
2010-03-16,16.18
2010-03-17,17.41
2010-03-18,16.91
2010-03-19,17.190001000000002
2010-03-22,17.549999
2010-03-23,17.84
2010-03-24,17.26
2010-03-25,16.85
2010-03-26,16.77
2010-03-29,17.049999
2010-03-30,16.93
2010-03-31,17.280001000000002
2010-04-01,17.389999
2010-04-05,17.469998999999998
2010-04-06,17.379998999999998
2010-04-07,17.35
2010-04-08,17.23
2010-04-09,17.200001
2010-04-12,17.76
2010-04-13,17.690001000000002
2010-04-14,18.280001000000002
2010-04-15,18.129998999999998
2010-04-16,17.889999
2010-04-19,17.280001000000002
2010-04-20,17.76
2010-04-21,18.120001000000002
2010-04-22,18.610001
2010-04-23,18.889999
2010-04-26,18.889999
2010-04-27,17.93
2010-04-28,15.11
2010-04-29,15.46
2010-04-30,14.18
2010-05-03,14.11
2010-05-04,13.69
2010-05-05,13.35
2010-05-06,13.13
2010-05-07,13.05
2010-05-10,13.84
2010-05-11,13.79
2010-05-12,14.77
2010-05-13,14.32
2010-05-14,14.08
2010-05-17,13.78
2010-05-18,13.32
2010-05-19,13.48
2010-05-20,12.78
2010-05-21,12.91
2010-05-24,12.63
2010-05-25,12.68
2010-05-26,12.39
2010-05-27,13.75
2010-05-28,13.75
2010-06-01,12.66
2010-06-02,12.37
2010-06-03,13.04
2010-06-04,12.2
2010-06-07,12.01
2010-06-08,12.31
2010-06-09,12.44
2010-06-10,12.76
2010-06-11,13.43
2010-06-14,13.98
2010-06-15,13.87
2010-06-16,14.43
2010-06-17,14.45
2010-06-18,14.45
2010-06-21,14.16
2010-06-22,14.56
2010-06-23,14.54
2010-06-24,13.88
2010-06-25,14.18
2010-06-28,13.96
2010-06-29,13.09
2010-06-30,13.5
2010-07-01,13.01
2010-07-02,12.86
2010-07-06,12.61
2010-07-07,13.16
2010-07-08,13.47
2010-07-09,14.25
2010-07-12,14.01
2010-07-13,14.74
2010-07-14,14.8
2010-07-15,14.38
2010-07-16,13.92
2010-07-19,13.75
2010-07-20,14.48
2010-07-21,14.39
2010-07-22,14.73
2010-07-23,14.99
2010-07-26,15.37
2010-07-27,15.48
2010-07-28,14.88
2010-07-29,14.37
2010-07-30,14.44
2010-08-02,13.61
2010-08-03,13.5
2010-08-04,10.1
2010-08-05,10.1
2010-08-06,10.06
2010-08-09,9.96
2010-08-10,9.5
2010-08-11,9.17
2010-08-12,8.83
2010-08-13,9.04
2010-08-16,8.63
2010-08-17,9.02
2010-08-18,9.43
2010-08-19,9.21
2010-08-20,9.26
2010-08-23,9.14
2010-08-24,8.89
2010-08-25,9.18
2010-08-26,9.08
2010-08-27,9.19
2010-08-30,8.97
2010-08-31,9.04
2010-09-01,9.48
2010-09-02,9.53
2010-09-03,9.9
2010-09-07,9.94
2010-09-08,9.62
2010-09-09,9.75
2010-09-10,9.78
2010-09-13,10.06
2010-09-14,9.74
2010-09-15,9.81
2010-09-16,9.39
2010-09-17,9.52
2010-09-20,9.95
2010-09-21,9.73
2010-09-22,9.56
2010-09-23,9.5
2010-09-24,9.68
2010-09-27,9.83
2010-09-28,10.49
2010-09-29,10.37
2010-09-30,10.39
2010-10-01,10.44
2010-10-04,10.42
2010-10-05,10.85
2010-10-06,10.75
2010-10-07,10.58
2010-10-08,11.01
2010-10-11,11.48
2010-10-12,11.36
2010-10-13,11.41
2010-10-14,11.47
2010-10-15,11.49
2010-10-18,11.51
2010-10-19,11.06
2010-10-20,10.72
2010-10-21,10.5
2010-10-22,10.54
2010-10-25,10.68
2010-10-26,10.29
2010-10-27,11.45
2010-10-28,11.14
2010-10-29,11.12
2010-11-01,11.0
2010-11-02,11.46
2010-11-03,11.47
2010-11-04,11.6
2010-11-05,11.4
2010-11-08,11.3
2010-11-09,11.07
2010-11-10,11.12
2010-11-11,10.85
2010-11-12,10.61
2010-11-15,10.53
2010-11-16,10.18
2010-11-17,10.28
2010-11-18,10.52
2010-11-19,10.31
2010-11-22,10.39
2010-11-23,10.39
2010-11-24,10.65
2010-11-26,10.48
2010-11-29,10.3
2010-11-30,10.3
2010-12-01,10.6
2010-12-02,10.83
2010-12-03,11.06
2010-12-06,10.96
2010-12-07,11.76
2010-12-08,11.75
2010-12-09,11.79
2010-12-10,11.98
2010-12-13,11.93
2010-12-14,11.84
2010-12-15,11.72
2010-12-16,11.63
2010-12-17,11.53
2010-12-20,11.39
2010-12-21,11.81
2010-12-22,11.81
2010-12-23,11.49
2010-12-27,11.3
2010-12-28,11.29
2010-12-29,11.5
2010-12-30,11.43
2010-12-31,11.54
2011-01-03,11.9
2011-01-04,11.65
2011-01-05,11.76
2011-01-06,11.66
2011-01-07,11.79
2011-01-10,11.89
2011-01-11,11.81
2011-01-12,12.3
2011-01-13,12.46
2011-01-14,13.19
2011-01-18,12.82
2011-01-19,12.59
2011-01-20,12.72
2011-01-21,12.7
2011-01-24,12.92
2011-01-25,13.03
2011-01-26,13.64
2011-01-27,13.85
2011-01-28,14.29
2011-01-31,14.08
2011-02-01,14.24
2011-02-02,14.59
2011-02-03,15.61
2011-02-04,15.03
2011-02-07,15.42
2011-02-08,15.54
2011-02-09,15.66
2011-02-10,15.95
2011-02-11,15.81
2011-02-14,15.91
2011-02-15,15.79
2011-02-16,15.54
2011-02-17,14.97
2011-02-18,14.99
2011-02-22,14.59
2011-02-23,14.3
2011-02-24,14.69
2011-02-25,15.2
2011-02-28,14.95
2011-03-01,15.03
2011-03-02,15.24
2011-03-03,15.8
2011-03-04,15.7
2011-03-07,15.28
2011-03-08,15.56
2011-03-09,15.44
2011-03-10,14.94
2011-03-11,14.73
2011-03-14,14.55
2011-03-15,14.1
2011-03-16,14.06
2011-03-17,14.3
2011-03-18,14.8
2011-03-21,15.21
2011-03-22,15.31
2011-03-23,15.35
2011-03-24,15.44
2011-03-25,15.69
2011-03-28,15.66
2011-03-29,15.46
2011-03-30,15.4
2011-03-31,16.040001
2011-04-01,16.200001
2011-04-04,16.469998999999998
2011-04-05,16.370001000000002
2011-04-06,16.51
2011-04-07,16.440001000000002
2011-04-08,16.110001
2011-04-11,15.5
2011-04-12,15.3
2011-04-13,15.33
2011-04-14,15.42
2011-04-15,15.71
2011-04-18,15.61
2011-04-19,15.41
2011-04-20,16.65
2011-04-21,16.950001
2011-04-25,18.59
2011-04-26,18.99
2011-04-27,17.360001
2011-04-28,17.09
2011-04-29,17.059998999999998
2011-05-02,16.610001
2011-05-03,16.190001000000002
2011-05-04,15.8
2011-05-05,16.219998999999998
2011-05-06,16.09
2011-05-09,16.440001000000002
2011-05-10,16.790001
2011-05-11,17.040001
2011-05-12,16.93
2011-05-13,16.879998999999998
2011-05-16,16.34
2011-05-17,16.290001
2011-05-18,16.6
2011-05-19,16.889999
2011-05-20,16.809998999999998
2011-05-23,16.34
2011-05-24,16.27
2011-05-25,16.219998999999998
2011-05-26,16.35
2011-05-27,16.59
2011-05-31,16.780001000000002
2011-06-01,16.26
2011-06-02,16.4
2011-06-03,16.280001000000002
2011-06-06,16.07
2011-06-07,15.91
2011-06-08,15.65
2011-06-09,15.73
2011-06-10,15.33
2011-06-13,15.5
2011-06-14,15.85
2011-06-15,15.81
2011-06-16,16.0
2011-06-17,16.01
2011-06-20,15.98
2011-06-21,16.25
2011-06-22,16.17
2011-06-23,16.58
2011-06-24,16.469998999999998
2011-06-27,15.85
2011-06-28,16.1
2011-06-29,15.93
2011-06-30,16.09
2011-07-01,16.040001
2011-07-05,16.1
2011-07-06,15.91
2011-07-07,16.299999
2011-07-08,16.35
2011-07-11,15.93
2011-07-12,15.71
2011-07-13,15.97
2011-07-14,15.98
2011-07-15,16.27
2011-07-18,15.37
2011-07-19,15.23
2011-07-20,14.83
2011-07-21,14.97
2011-07-22,15.04
2011-07-25,15.02
2011-07-26,14.82
2011-07-27,14.39
2011-07-28,14.17
2011-07-29,14.09
2011-08-01,13.67
2011-08-02,12.69
2011-08-03,14.48
2011-08-04,13.92
2011-08-05,13.62
2011-08-08,12.36
2011-08-09,13.18
2011-08-10,12.65
2011-08-11,13.63
2011-08-12,13.57
2011-08-15,14.23
2011-08-16,13.88
2011-08-17,13.99
2011-08-18,12.96
2011-08-19,13.28
2011-08-22,13.08
2011-08-23,13.94
2011-08-24,13.32
2011-08-25,12.91
2011-08-26,13.22
2011-08-29,13.92
2011-08-30,13.93
2011-08-31,13.72
2011-09-01,13.2
2011-09-02,12.67
2011-09-06,12.56
2011-09-07,13.42
2011-09-08,12.89
2011-09-09,12.41
2011-09-12,12.6
2011-09-13,12.92
2011-09-14,13.33
2011-09-15,13.55
2011-09-16,13.59
2011-09-19,13.4
2011-09-20,12.83
2011-09-21,12.6
2011-09-22,12.42
2011-09-23,12.89
2011-09-26,13.18
2011-09-27,13.36
2011-09-28,12.72
2011-09-29,12.83
2011-09-30,12.53
2011-10-03,11.59
2011-10-04,12.97
2011-10-05,13.73
2011-10-06,14.0
2011-10-07,13.65
2011-10-10,14.28
2011-10-11,14.43
2011-10-12,14.6
2011-10-13,14.85
2011-10-14,15.24
2011-10-17,14.98
2011-10-18,15.4
2011-10-19,14.75
2011-10-20,14.42
2011-10-21,14.63
2011-10-24,15.22
2011-10-25,14.44
2011-10-26,15.94
2011-10-27,16.52
2011-10-28,16.309998999999998
2011-10-31,16.0
2011-11-01,15.41
2011-11-02,15.56
2011-11-03,16.09
2011-11-04,15.93
2011-11-07,15.72
2011-11-08,15.98
2011-11-09,15.03
2011-11-10,15.16
2011-11-11,15.63
2011-11-14,15.28
2011-11-15,15.66
2011-11-16,15.15
2011-11-17,14.82
2011-11-18,14.84
2011-11-21,14.66
2011-11-22,14.2
2011-11-23,13.14
2011-11-25,12.91
2011-11-28,13.21
2011-11-29,13.16
2011-11-30,13.59
2011-12-01,13.55
2011-12-02,13.71
2011-12-05,14.24
2011-12-06,14.15
2011-12-07,14.49
2011-12-08,13.97
2011-12-09,15.08
2011-12-12,15.22
2011-12-13,14.71
2011-12-14,14.56
2011-12-15,14.78
2011-12-16,14.85
2011-12-19,14.56
2011-12-20,15.61
2011-12-21,15.8
2011-12-22,15.76
2011-12-23,15.82
2011-12-27,16.02
2011-12-28,15.58
2011-12-29,16.049999
2011-12-30,15.68
2012-01-03,15.8
2012-01-04,15.73
2012-01-05,15.97
2012-01-06,16.280001000000002
2012-01-09,16.33
2012-01-10,16.620001000000002
