Date,EROS
2014-05-14,16.190001000000002
2014-05-15,15.9
2014-05-16,15.82
2014-05-19,16.030001000000002
2014-05-20,15.59
2014-05-21,15.89
2014-05-22,15.4
2014-05-23,16.040001
2014-05-27,15.65
2014-05-28,16.07
2014-05-29,16.030001000000002
2014-05-30,15.99
2014-06-02,16.0
2014-06-03,16.17
2014-06-04,15.91
2014-06-05,15.98
2014-06-06,16.02
2014-06-09,16.08
2014-06-10,16.059998999999998
2014-06-11,16.01
2014-06-12,15.76
2014-06-13,15.71
2014-06-16,15.95
2014-06-17,16.34
2014-06-18,15.98
2014-06-19,15.8
2014-06-20,15.91
2014-06-23,15.66
2014-06-24,15.52
2014-06-25,15.54
2014-06-26,15.3
2014-06-27,15.16
2014-06-30,15.17
2014-07-01,14.8
2014-07-02,14.99
2014-07-03,15.4
2014-07-07,15.65
2014-07-08,15.69
2014-07-09,14.9
2014-07-10,14.12
2014-07-11,14.5
2014-07-14,14.73
2014-07-15,14.87
2014-07-16,14.59
2014-07-17,14.71
2014-07-18,15.23
2014-07-21,15.25
2014-07-22,15.51
2014-07-23,15.44
2014-07-24,14.98
2014-07-25,15.21
2014-07-28,15.09
2014-07-29,15.26
2014-07-30,15.04
2014-07-31,14.67
2014-08-01,13.65
2014-08-04,14.62
2014-08-05,14.81
2014-08-06,15.14
2014-08-07,14.99
2014-08-08,14.88
2014-08-11,14.83
2014-08-12,14.64
2014-08-13,14.87
2014-08-14,15.03
2014-08-15,15.19
2014-08-18,15.23
2014-08-19,15.73
2014-08-20,16.01
2014-08-21,15.35
2014-08-22,16.219998999999998
2014-08-25,16.190001000000002
2014-08-26,16.32
2014-08-27,16.27
2014-08-28,16.200001
2014-08-29,16.25
2014-09-02,16.52
2014-09-03,16.41
2014-09-04,16.35
2014-09-05,16.52
2014-09-08,16.370001000000002
2014-09-09,15.8
2014-09-10,16.07
2014-09-11,15.99
2014-09-12,15.54
2014-09-15,15.27
2014-09-16,15.12
2014-09-17,15.32
2014-09-18,16.08
2014-09-19,15.51
2014-09-22,15.68
2014-09-23,14.96
2014-09-24,14.97
2014-09-25,14.63
2014-09-26,15.06
2014-09-29,15.24
2014-09-30,14.61
2014-10-01,14.27
2014-10-02,14.35
2014-10-03,14.6
2014-10-06,14.66
2014-10-07,15.08
2014-10-08,15.23
2014-10-09,15.41
2014-10-10,15.5
2014-10-13,15.94
2014-10-14,16.68
2014-10-15,17.26
2014-10-16,17.17
2014-10-17,15.72
2014-10-20,16.190001000000002
2014-10-21,17.07
2014-10-22,16.92
2014-10-23,17.129998999999998
2014-10-24,16.719998999999998
2014-10-27,16.9
2014-10-28,17.77
2014-10-29,18.200001
2014-10-30,18.49
2014-10-31,18.459999
2014-11-03,18.4
2014-11-04,18.32
2014-11-05,18.5
2014-11-06,18.549999
2014-11-07,18.68
2014-11-10,18.799999
2014-11-11,18.879998999999998
2014-11-12,20.07
2014-11-13,20.030001000000002
2014-11-14,21.57
2014-11-17,20.59
2014-11-18,21.370001000000002
2014-11-19,21.32
2014-11-20,20.99
2014-11-21,20.99
2014-11-24,21.43
2014-11-25,21.530001000000002
2014-11-26,21.58
2014-11-28,21.549999
2014-12-01,21.709999
2014-12-02,22.440001000000002
2014-12-03,22.030001000000002
2014-12-04,21.49
2014-12-05,21.700001
2014-12-08,20.5
2014-12-09,19.98
2014-12-10,19.91
2014-12-11,19.959999
2014-12-12,19.85
2014-12-15,19.73
2014-12-16,19.17
2014-12-17,19.59
2014-12-18,20.0
2014-12-19,20.33
2014-12-22,20.76
2014-12-23,21.48
2014-12-24,21.450001
2014-12-26,21.57
2014-12-29,21.690001000000002
2014-12-30,21.32
2014-12-31,21.16
2015-01-02,21.57
2015-01-05,21.469998999999998
2015-01-06,20.18
2015-01-07,19.76
2015-01-08,20.040001
2015-01-09,19.75
2015-01-12,19.889999
2015-01-13,19.809998999999998
2015-01-14,19.870001000000002
2015-01-15,19.620001000000002
2015-01-16,20.1
2015-01-20,19.57
2015-01-21,19.389999
2015-01-22,19.18
2015-01-23,19.18
2015-01-26,19.040001
2015-01-27,19.42
2015-01-28,19.75
2015-01-29,19.780001000000002
2015-01-30,18.76
2015-02-02,18.68
2015-02-03,19.040001
2015-02-04,20.07
2015-02-05,20.1
2015-02-06,20.02
2015-02-09,19.299999
2015-02-10,19.389999
2015-02-11,19.190001000000002
2015-02-12,19.200001
2015-02-13,19.32
2015-02-17,18.98
2015-02-18,17.450001
2015-02-19,17.07
2015-02-20,15.77
2015-02-23,16.1
2015-02-24,16.530001000000002
2015-02-25,16.93
2015-02-26,17.18
2015-02-27,16.969998999999998
2015-03-02,17.030001000000002
2015-03-03,16.76
2015-03-04,17.049999
2015-03-05,17.059998999999998
2015-03-06,16.629998999999998
2015-03-09,17.0
2015-03-10,17.02
2015-03-11,16.950001
2015-03-12,16.84
2015-03-13,16.389999
2015-03-16,16.27
2015-03-17,16.280001000000002
2015-03-18,16.389999
2015-03-19,16.879998999999998
2015-03-20,17.01
2015-03-23,17.209999
2015-03-24,17.129998999999998
2015-03-25,16.559998999999998
2015-03-26,16.35
2015-03-27,16.639999
2015-03-30,17.110001
2015-03-31,17.469998999999998
2015-04-01,17.219998999999998
2015-04-02,17.1
2015-04-06,17.360001
2015-04-07,16.99
2015-04-08,17.16
2015-04-09,17.35
2015-04-10,17.360001
2015-04-13,17.16
2015-04-14,17.280001000000002
2015-04-15,17.530001000000002
2015-04-16,18.639999
2015-04-17,18.01
2015-04-20,17.33
2015-04-21,17.09
2015-04-22,17.4
2015-04-23,17.719998999999998
2015-04-24,18.129998999999998
2015-04-27,18.1
2015-04-28,18.09
2015-04-29,17.74
2015-04-30,17.690001000000002
2015-05-01,17.620001000000002
2015-05-04,17.43
2015-05-05,17.129998999999998
2015-05-06,17.18
2015-05-07,16.85
2015-05-08,16.48
2015-05-11,16.4
2015-05-12,16.299999
2015-05-13,16.290001
2015-05-14,16.85
2015-05-15,17.870001000000002
2015-05-18,18.559998999999998
2015-05-19,18.24
2015-05-20,18.299999
2015-05-21,18.530001000000002
2015-05-22,18.66
2015-05-26,18.290001
2015-05-27,19.719998999999998
2015-05-28,19.9
2015-05-29,19.950001
2015-06-01,20.32
2015-06-02,21.030001000000002
2015-06-03,22.25
2015-06-04,22.85
2015-06-05,23.030001000000002
2015-06-08,22.639999
2015-06-09,21.34
2015-06-10,21.969998999999998
2015-06-11,22.01
2015-06-12,21.77
2015-06-15,21.67
2015-06-16,21.530001000000002
2015-06-17,21.5
2015-06-18,22.200001
2015-06-19,23.440001000000002
2015-06-22,24.24
2015-06-23,24.42
2015-06-24,24.34
2015-06-25,24.18
2015-06-26,24.4
2015-06-29,23.9
2015-06-30,25.120001000000002
2015-07-01,25.440001000000002
2015-07-02,24.52
2015-07-06,24.16
2015-07-07,23.690001000000002
2015-07-08,25.540001
2015-07-09,25.719998999999998
2015-07-10,28.68
2015-07-13,28.700001
2015-07-14,29.809998999999998
2015-07-15,28.76
2015-07-16,31.08
2015-07-17,30.34
2015-07-20,32.700001
2015-07-21,33.57
2015-07-22,35.299999
2015-07-23,34.880001
2015-07-24,36.32
2015-07-27,35.790001000000004
2015-07-28,36.200001
2015-07-29,35.740002000000004
2015-07-30,35.009997999999996
2015-07-31,35.779999
2015-08-03,36.389998999999996
2015-08-04,35.880001
2015-08-05,36.740002000000004
2015-08-06,35.57
2015-08-07,35.700001
2015-08-10,34.84
2015-08-11,33.52
2015-08-12,35.16
2015-08-13,37.459998999999996
2015-08-14,36.23
2015-08-17,36.459998999999996
2015-08-18,35.560001
2015-08-19,37.599998
2015-08-20,35.849998
2015-08-21,32.490002000000004
2015-08-24,28.74
2015-08-25,30.639999
2015-08-26,31.540001
2015-08-27,31.65
2015-08-28,33.91
2015-08-31,33.119999
2015-09-01,33.34
2015-09-02,32.209998999999996
2015-09-03,33.830002
2015-09-04,33.66
2015-09-08,32.66
2015-09-09,31.85
2015-09-10,32.240002000000004
2015-09-11,31.889999
2015-09-14,31.440001000000002
2015-09-15,32.16
2015-09-16,31.860001
2015-09-17,30.74
2015-09-18,30.0
2015-09-21,29.209999
2015-09-22,27.15
2015-09-23,29.98
2015-09-24,29.27
2015-09-25,27.41
2015-09-28,27.030001000000002
2015-09-29,26.139999
2015-09-30,27.190001000000002
2015-10-01,28.26
2015-10-02,29.450001
2015-10-05,29.99
2015-10-06,28.67
2015-10-07,30.200001
2015-10-08,30.200001
2015-10-09,30.75
2015-10-12,32.18
2015-10-13,30.969998999999998
2015-10-14,24.639999
2015-10-15,26.200001
2015-10-16,26.42
2015-10-19,24.969998999999998
2015-10-20,20.25
2015-10-21,17.889999
2015-10-22,17.57
2015-10-23,14.65
2015-10-26,17.18
2015-10-27,17.07
2015-10-28,15.35
2015-10-29,12.86
2015-10-30,11.17
2015-11-02,13.62
2015-11-03,13.59
2015-11-04,13.47
2015-11-05,12.54
2015-11-06,13.0
2015-11-09,12.37
2015-11-10,12.03
2015-11-11,8.25
2015-11-12,8.9
2015-11-13,7.08
2015-11-16,7.49
2015-11-17,7.89
2015-11-18,8.61
2015-11-19,9.91
2015-11-20,9.47
2015-11-23,9.28
2015-11-24,9.18
2015-11-25,9.27
2015-11-27,9.49
2015-11-30,9.72
2015-12-01,9.51
2015-12-02,9.5
2015-12-03,9.32
2015-12-04,9.52
2015-12-07,9.53
2015-12-08,9.22
2015-12-09,9.3
2015-12-10,10.23
2015-12-11,9.1
2015-12-14,8.42
2015-12-15,9.34
2015-12-16,9.87
2015-12-17,9.34
2015-12-18,9.26
2015-12-21,9.28
2015-12-22,9.5
2015-12-23,9.44
2015-12-24,9.27
2015-12-28,9.22
2015-12-29,9.3
2015-12-30,9.46
2015-12-31,9.15
2016-01-04,8.84
2016-01-05,8.59
2016-01-06,7.94
2016-01-07,7.18
2016-01-08,6.92
2016-01-11,7.03
2016-01-12,7.0
2016-01-13,7.3
2016-01-14,8.09
2016-01-15,7.52
2016-01-19,7.4
2016-01-20,7.98
2016-01-21,8.02
2016-01-22,8.4
2016-01-25,8.01
2016-01-26,8.02
2016-01-27,8.15
2016-01-28,8.18
2016-01-29,8.79
2016-02-01,10.12
2016-02-02,8.95
2016-02-03,8.14
2016-02-04,8.04
2016-02-05,7.24
2016-02-08,7.26
2016-02-09,7.04
2016-02-10,6.95
2016-02-11,7.46
2016-02-12,7.25
2016-02-16,7.61
2016-02-17,6.81
2016-02-18,7.31
2016-02-19,7.13
2016-02-22,7.15
2016-02-23,6.98
2016-02-24,7.26
2016-02-25,7.17
2016-02-26,7.05
2016-02-29,7.99
2016-03-01,7.51
2016-03-02,7.64
2016-03-03,7.9
2016-03-04,8.88
2016-03-07,9.28
2016-03-08,9.14
2016-03-09,9.52
2016-03-10,9.31
2016-03-11,9.48
2016-03-14,9.55
2016-03-15,9.54
2016-03-16,9.82
2016-03-17,11.84
2016-03-18,11.53
2016-03-21,12.11
2016-03-22,11.6
2016-03-23,10.5
2016-03-24,11.08
2016-03-28,11.31
2016-03-29,11.5
2016-03-30,11.34
2016-03-31,11.51
2016-04-01,11.41
2016-04-04,11.11
2016-04-05,10.9
2016-04-06,10.72
2016-04-07,10.45
2016-04-08,10.97
2016-04-11,11.14
2016-04-12,11.28
2016-04-13,11.67
2016-04-14,11.17
2016-04-15,11.19
2016-04-18,11.32
2016-04-19,11.61
2016-04-20,12.29
2016-04-21,12.73
2016-04-22,12.82
2016-04-25,12.55
2016-04-26,12.96
2016-04-27,13.0
2016-04-28,13.02
2016-04-29,13.38
2016-05-02,13.55
2016-05-03,13.11
2016-05-04,13.13
2016-05-05,12.96
2016-05-06,13.19
2016-05-09,13.36
2016-05-10,14.62
2016-05-11,14.62
2016-05-12,15.3
2016-05-13,14.38
2016-05-16,14.5
2016-05-17,14.11
2016-05-18,13.71
2016-05-19,13.44
2016-05-20,13.77
2016-05-23,13.42
2016-05-24,13.92
2016-05-25,13.97
2016-05-26,14.15
2016-05-27,14.9
2016-05-31,14.7
2016-06-01,14.0
2016-06-02,13.18
2016-06-03,13.14
2016-06-06,13.84
2016-06-07,13.68
2016-06-08,13.59
2016-06-09,12.33
2016-06-10,12.18
2016-06-13,12.71
2016-06-14,12.47
2016-06-15,12.49
2016-06-16,12.95
2016-06-17,12.82
2016-06-20,13.34
2016-06-21,13.43
2016-06-22,13.38
2016-06-23,14.33
2016-06-24,13.75
2016-06-27,13.99
2016-06-28,14.68
2016-06-29,15.63
2016-06-30,16.27
2016-07-01,16.459999
2016-07-05,15.71
2016-07-06,15.6
2016-07-07,16.379998999999998
2016-07-08,17.059998999999998
2016-07-11,18.35
2016-07-12,18.68
2016-07-13,17.91
2016-07-14,18.27
2016-07-15,18.450001
2016-07-18,18.5
2016-07-19,18.0
2016-07-20,17.77
2016-07-21,17.75
2016-07-22,17.719998999999998
2016-07-25,17.73
2016-07-26,17.940001000000002
2016-07-27,17.799999
2016-07-28,17.83
2016-07-29,17.41
2016-08-01,17.99
2016-08-02,17.59
2016-08-03,17.99
2016-08-04,18.280001000000002
2016-08-05,18.940001000000002
2016-08-08,19.23
2016-08-09,18.139999
2016-08-10,18.110001
2016-08-11,17.959999
2016-08-12,18.120001000000002
2016-08-15,18.0
2016-08-16,17.870001000000002
2016-08-17,17.889999
2016-08-18,17.809998999999998
2016-08-19,17.6
2016-08-22,17.379998999999998
2016-08-23,17.379998999999998
2016-08-24,16.9
2016-08-25,16.99
2016-08-26,17.01
2016-08-29,16.85
2016-08-30,16.780001000000002
2016-08-31,16.709999
2016-09-01,16.33
2016-09-02,16.57
2016-09-06,16.5
2016-09-07,16.6
2016-09-08,16.950001
2016-09-09,15.2
2016-09-12,16.07
2016-09-13,15.92
2016-09-14,15.59
2016-09-15,15.99
2016-09-16,15.59
2016-09-19,15.98
2016-09-20,16.1
2016-09-21,16.25
2016-09-22,16.24
2016-09-23,16.219998999999998
2016-09-26,15.95
2016-09-27,16.09
2016-09-28,16.17
2016-09-29,15.68
2016-09-30,15.32
2016-10-03,15.49
2016-10-04,15.45
2016-10-05,15.98
2016-10-06,15.91
2016-10-07,15.85
2016-10-10,15.89
2016-10-11,15.63
2016-10-12,15.98
2016-10-13,15.92
2016-10-14,16.190001000000002
2016-10-17,16.0
2016-10-18,16.5
2016-10-19,16.549999
2016-10-20,17.15
2016-10-21,17.200001
2016-10-24,17.15
2016-10-25,17.15
2016-10-26,16.950001
2016-10-27,16.950001
2016-10-28,16.950001
2016-10-31,17.75
2016-11-01,17.65
2016-11-02,17.200001
2016-11-03,17.1
2016-11-04,17.049999
2016-11-07,17.75
2016-11-08,18.0
2016-11-09,18.75
2016-11-10,18.35
2016-11-11,18.0
2016-11-14,15.45
2016-11-15,15.25
2016-11-16,16.65
2016-11-17,16.200001
2016-11-18,15.95
2016-11-21,15.7
2016-11-22,15.35
2016-11-23,15.35
2016-11-25,15.7
2016-11-28,15.0
2016-11-29,14.75
2016-11-30,14.05
2016-12-01,13.05
2016-12-02,13.6
2016-12-05,13.6
2016-12-06,13.85
2016-12-07,13.8
2016-12-08,15.35
2016-12-09,15.6
2016-12-12,15.25
2016-12-13,14.9
2016-12-14,14.0
2016-12-15,14.0
2016-12-16,13.7
2016-12-19,13.55
2016-12-20,13.7
2016-12-21,13.25
2016-12-22,13.3
2016-12-23,13.15
2016-12-27,12.65
2016-12-28,13.2
2016-12-29,13.0
2016-12-30,13.05
2017-01-03,12.75
2017-01-04,12.5
2017-01-05,11.95
2017-01-06,11.9
2017-01-09,11.6
2017-01-10,11.2
2017-01-11,12.0
2017-01-12,11.45
2017-01-13,11.45
2017-01-17,11.45
2017-01-18,11.35
2017-01-19,11.55
2017-01-20,11.35
2017-01-23,11.45
2017-01-24,11.75
2017-01-25,12.1
2017-01-26,11.8
2017-01-27,12.0
2017-01-30,11.7
2017-01-31,11.9
2017-02-01,11.9
2017-02-02,12.1
2017-02-03,11.95
2017-02-06,11.75
2017-02-07,11.7
2017-02-08,11.8
2017-02-09,11.9
2017-02-10,11.9
2017-02-13,11.9
2017-02-14,13.1
2017-02-15,12.3
2017-02-16,11.9
2017-02-17,12.5
2017-02-21,11.7
2017-02-22,12.05
2017-02-23,11.85
2017-02-24,11.5
2017-02-27,11.5
2017-02-28,11.5
2017-03-01,12.0
2017-03-02,11.8
2017-03-03,11.7
2017-03-06,11.75
2017-03-07,11.05
2017-03-08,9.65
2017-03-09,9.7
2017-03-10,10.2
2017-03-13,10.4
2017-03-14,10.0
2017-03-15,10.9
2017-03-16,11.0
2017-03-17,10.7
2017-03-20,10.75
2017-03-21,10.1
2017-03-22,9.7
2017-03-23,9.75
2017-03-24,10.35
2017-03-27,10.7
2017-03-28,10.55
2017-03-29,10.25
2017-03-30,10.1
2017-03-31,10.3
2017-04-03,9.95
2017-04-04,9.7
2017-04-05,9.05
2017-04-06,8.9
2017-04-07,9.45
2017-04-10,8.95
2017-04-11,9.15
2017-04-12,9.75
2017-04-13,9.65
2017-04-17,10.05
2017-04-18,9.65
2017-04-19,9.3
2017-04-20,9.45
2017-04-21,9.5
2017-04-24,9.9
2017-04-25,10.05
2017-04-26,10.15
2017-04-27,10.05
2017-04-28,9.95
2017-05-01,10.25
2017-05-02,10.2
2017-05-03,10.75
2017-05-04,10.65
2017-05-05,10.6
2017-05-08,10.6
2017-05-09,10.95
2017-05-10,10.95
2017-05-11,10.8
2017-05-12,10.85
2017-05-15,11.05
2017-05-16,10.9
2017-05-17,10.5
2017-05-18,10.7
2017-05-19,10.9
2017-05-22,11.85
2017-05-23,11.05
2017-05-24,11.2
2017-05-25,11.1
2017-05-26,10.25
2017-05-30,9.55
2017-05-31,9.6
2017-06-01,9.65
2017-06-02,9.4
2017-06-05,9.35
2017-06-06,9.4
2017-06-07,9.0
2017-06-08,8.8
2017-06-09,8.95
2017-06-12,9.45
2017-06-13,9.85
2017-06-14,10.0
2017-06-15,10.3
2017-06-16,10.6
2017-06-19,10.8
2017-06-20,10.75
2017-06-21,10.95
2017-06-22,10.6
2017-06-23,10.65
2017-06-26,11.15
2017-06-27,11.65
2017-06-28,11.7
2017-06-29,11.7
2017-06-30,11.45
2017-07-03,11.65
2017-07-05,11.8
2017-07-06,11.55
2017-07-07,11.55
2017-07-10,11.4
2017-07-11,11.65
2017-07-12,11.65
2017-07-13,11.8
2017-07-14,11.8
2017-07-17,11.9
2017-07-18,13.05
2017-07-19,13.9
2017-07-20,13.6
2017-07-21,13.5
2017-07-24,13.45
2017-07-25,13.5
2017-07-26,13.75
2017-07-27,13.05
2017-07-28,10.85
2017-07-31,10.0
2017-08-01,9.6
2017-08-02,8.7
2017-08-03,8.85
2017-08-04,8.2
2017-08-07,9.35
2017-08-08,9.4
2017-08-09,8.95
2017-08-10,8.15
2017-08-11,7.25
2017-08-14,7.1
2017-08-15,6.85
2017-08-16,7.5
2017-08-17,7.4
2017-08-18,7.2
2017-08-21,7.0
2017-08-22,7.25
2017-08-23,7.95
2017-08-24,8.5
2017-08-25,9.15
2017-08-28,9.75
2017-08-29,9.55
2017-08-30,10.1
2017-08-31,9.75
2017-09-01,12.25
2017-09-05,11.45
2017-09-06,11.9
2017-09-07,11.6
2017-09-08,11.75
2017-09-11,12.5
2017-09-12,12.85
2017-09-13,13.3
2017-09-14,13.3
2017-09-15,13.25
2017-09-18,14.65
2017-09-19,16.1
2017-09-20,15.15
2017-09-21,14.3
2017-09-22,14.15
2017-09-25,13.55
2017-09-26,13.35
2017-09-27,13.6
2017-09-28,13.55
2017-09-29,14.3
2017-10-02,15.0
2017-10-03,14.55
2017-10-04,14.15
2017-10-05,15.25
2017-10-06,14.3
2017-10-09,14.55
2017-10-10,14.85
2017-10-11,14.8
2017-10-12,14.25
2017-10-13,14.75
2017-10-16,14.55
2017-10-17,13.65
2017-10-18,13.9
2017-10-19,13.9
2017-10-20,13.2
2017-10-23,12.55
2017-10-24,12.2
2017-10-25,12.25
2017-10-26,12.2
2017-10-27,11.9
2017-10-30,11.55
2017-10-31,12.25
2017-11-01,12.7
2017-11-02,12.8
2017-11-03,12.7
2017-11-06,12.6
2017-11-07,12.75
2017-11-08,12.75
2017-11-09,13.05
2017-11-10,12.85
2017-11-13,12.9
2017-11-14,12.75
2017-11-15,12.25
2017-11-16,13.0
2017-11-17,13.0
2017-11-20,13.35
2017-11-21,13.35
2017-11-22,13.25
2017-11-24,13.45
2017-11-27,12.9
2017-11-28,13.05
2017-11-29,12.9
2017-11-30,12.6
2017-12-01,12.75
2017-12-04,11.0
2017-12-05,11.4
2017-12-06,10.75
2017-12-07,10.6
2017-12-08,11.05
2017-12-11,10.95
2017-12-12,9.9
2017-12-13,9.65
2017-12-14,10.05
2017-12-15,10.0
2017-12-18,9.65
2017-12-19,9.4
2017-12-20,9.2
2017-12-21,9.75
2017-12-22,9.4
2017-12-26,9.7
2017-12-27,9.8
2017-12-28,9.85
2017-12-29,9.65
2018-01-02,10.45
2018-01-03,10.3
2018-01-04,10.1
2018-01-05,9.9
2018-01-08,9.6
2018-01-09,10.05
2018-01-10,10.2
2018-01-11,10.2
2018-01-12,10.35
2018-01-16,10.4
2018-01-17,10.65
2018-01-18,10.55
2018-01-19,11.0
2018-01-22,10.95
2018-01-23,10.9
2018-01-24,11.15
2018-01-25,11.0
2018-01-26,11.0
2018-01-29,11.15
2018-01-30,11.15
2018-01-31,11.4
2018-02-01,11.7
2018-02-02,11.45
2018-02-05,11.15
2018-02-06,11.4
2018-02-07,11.5
2018-02-08,11.95
2018-02-09,12.25
2018-02-12,12.3
2018-02-13,12.35
2018-02-14,12.7
2018-02-15,12.6
2018-02-16,12.7
2018-02-20,13.3
2018-02-21,13.1
2018-02-22,13.05
2018-02-23,13.2
2018-02-26,13.25
2018-02-27,13.45
2018-02-28,13.2
2018-03-01,13.15
2018-03-02,13.3
2018-03-05,13.15
2018-03-06,13.3
2018-03-07,13.2
2018-03-08,13.15
2018-03-09,13.2
2018-03-12,13.4
2018-03-13,13.25
2018-03-14,13.15
2018-03-15,13.2
2018-03-16,13.05
2018-03-19,12.7
2018-03-20,12.35
2018-03-21,12.65
2018-03-22,12.5
2018-03-23,12.2
2018-03-26,12.55
2018-03-27,11.65
2018-03-28,11.55
2018-03-29,10.9
2018-04-02,10.0
2018-04-03,10.65
2018-04-04,10.75
2018-04-05,10.95
2018-04-06,10.8
2018-04-09,10.55
2018-04-10,10.7
2018-04-11,10.65
2018-04-12,10.9
2018-04-13,10.9
2018-04-16,11.0
2018-04-17,11.6
2018-04-18,11.95
2018-04-19,11.95
2018-04-20,11.65
2018-04-23,11.65
2018-04-24,11.3
2018-04-25,10.95
2018-04-26,11.0
2018-04-27,11.05
2018-04-30,10.7
2018-05-01,10.95
2018-05-02,11.05
2018-05-03,11.05
2018-05-04,11.05
2018-05-07,11.65
2018-05-08,11.4
2018-05-09,11.4
2018-05-10,11.6
2018-05-11,11.4
2018-05-14,12.0
2018-05-15,11.9
2018-05-16,12.0
2018-05-17,12.45
2018-05-18,13.35
2018-05-21,13.5
2018-05-22,13.45
2018-05-23,13.35
2018-05-24,13.2
2018-05-25,12.85
2018-05-29,12.85
2018-05-30,13.2
2018-05-31,13.5
2018-06-01,13.8
2018-06-04,13.85
2018-06-05,14.1
2018-06-06,14.1
2018-06-07,13.35
2018-06-08,13.15
2018-06-11,13.0
2018-06-12,13.4
2018-06-13,13.35
2018-06-14,13.4
2018-06-15,13.55
2018-06-18,13.8
2018-06-19,13.65
2018-06-20,14.25
2018-06-21,14.05
2018-06-22,13.85
2018-06-25,13.5
2018-06-26,13.2
2018-06-27,14.1
2018-06-28,13.75
2018-06-29,13.0
2018-07-02,13.5
2018-07-03,13.6
2018-07-05,13.8
2018-07-06,14.1
2018-07-09,14.5
2018-07-10,14.4
2018-07-11,13.9
2018-07-12,13.95
2018-07-13,13.65
2018-07-16,13.75
2018-07-17,13.9
2018-07-18,13.7
2018-07-19,13.6
2018-07-20,13.4
2018-07-23,13.3
2018-07-24,13.45
2018-07-25,13.05
2018-07-26,13.2
2018-07-27,13.25
2018-07-30,13.3
2018-07-31,13.45
2018-08-01,13.3
2018-08-02,12.95
2018-08-03,12.95
2018-08-06,13.15
2018-08-07,13.2
2018-08-08,13.05
2018-08-09,13.4
2018-08-10,13.4
2018-08-13,13.15
2018-08-14,13.35
2018-08-15,12.9
2018-08-16,12.6
2018-08-17,12.05
2018-08-20,12.1
2018-08-21,12.3
2018-08-22,12.5
2018-08-23,13.1
2018-08-24,12.5
2018-08-27,12.95
2018-08-28,12.05
2018-08-29,12.2
2018-08-30,10.9
2018-08-31,11.3
2018-09-04,11.25
2018-09-05,11.15
2018-09-06,10.7
2018-09-07,11.05
2018-09-10,12.0
2018-09-11,13.25
2018-09-12,12.85
2018-09-13,12.65
2018-09-14,12.75
2018-09-17,12.6
2018-09-18,12.6
2018-09-19,12.3
2018-09-20,12.45
2018-09-21,12.3
2018-09-24,12.35
2018-09-25,12.75
2018-09-26,12.5
2018-09-27,12.7
2018-09-28,12.05
2018-10-01,12.49
2018-10-02,12.47
2018-10-03,12.38
2018-10-04,12.65
