Date,REGN
1993-08-09,18.625
1993-08-10,16.125
1993-08-11,15.75
1993-08-12,15.375
1993-08-13,15.5
1993-08-16,16.0
1993-08-17,16.5
1993-08-18,16.75
1993-08-19,16.5
1993-08-20,16.625
1993-08-23,15.75
1993-08-24,15.0
1993-08-25,15.0
1993-08-26,15.375
1993-08-27,15.5
1993-08-30,16.375
1993-08-31,16.0
1993-09-01,16.625
1993-09-02,17.5
1993-09-03,18.125
1993-09-07,16.75
1993-09-08,16.125
1993-09-09,16.5
1993-09-10,16.5
1993-09-13,15.375
1993-09-14,15.25
1993-09-15,15.375
1993-09-16,15.125
1993-09-17,14.625
1993-09-20,13.75
1993-09-21,14.0
1993-09-22,14.5
1993-09-23,14.75
1993-09-24,14.875
1993-09-27,15.25
1993-09-28,15.5
1993-09-29,15.875
1993-09-30,15.5
1993-10-01,15.125
1993-10-04,15.0
1993-10-05,14.875
1993-10-06,15.5
1993-10-07,16.125
1993-10-08,16.875
1993-10-11,16.875
1993-10-12,17.25
1993-10-13,17.5
1993-10-14,17.125
1993-10-15,17.625
1993-10-18,17.125
1993-10-19,15.875
1993-10-20,15.75
1993-10-21,17.125
1993-10-22,17.25
1993-10-25,17.375
1993-10-26,17.25
1993-10-27,17.5
1993-10-28,17.5
1993-10-29,18.25
1993-11-01,18.25
1993-11-02,18.0
1993-11-03,17.75
1993-11-04,17.0
1993-11-05,16.5
1993-11-08,17.125
1993-11-09,17.5
1993-11-10,17.25
1993-11-11,17.125
1993-11-12,16.625
1993-11-15,16.5
1993-11-16,16.25
1993-11-17,15.25
1993-11-18,15.25
1993-11-19,15.125
1993-11-22,14.625
1993-11-23,14.875
1993-11-24,14.625
1993-11-26,14.625
1993-11-29,14.75
1993-11-30,14.75
1993-12-01,15.5
1993-12-02,15.5
1993-12-03,15.375
1993-12-06,15.125
1993-12-07,15.125
1993-12-08,15.0
1993-12-09,14.625
1993-12-10,14.75
1993-12-13,14.625
1993-12-14,14.625
1993-12-15,14.75
1993-12-16,14.75
1993-12-17,15.625
1993-12-20,16.5
1993-12-21,16.625
1993-12-22,16.0
1993-12-23,15.5
1993-12-27,15.75
1993-12-28,15.75
1993-12-29,15.5
1993-12-30,15.75
1993-12-31,15.5
1994-01-03,15.25
1994-01-04,15.0
1994-01-05,15.625
1994-01-06,16.125
1994-01-07,16.375
1994-01-10,16.25
1994-01-11,16.375
1994-01-12,16.5
1994-01-13,17.125
1994-01-14,17.25
1994-01-17,17.0
1994-01-18,16.875
1994-01-19,15.875
1994-01-20,15.625
1994-01-21,16.0
1994-01-24,15.0
1994-01-25,15.375
1994-01-26,15.375
1994-01-27,15.875
1994-01-28,15.75
1994-01-31,15.875
1994-02-01,15.25
1994-02-02,15.375
1994-02-03,15.125
1994-02-04,14.75
1994-02-07,14.5
1994-02-08,14.375
1994-02-09,14.5
1994-02-10,14.5
1994-02-11,13.75
1994-02-14,13.625
1994-02-15,13.875
1994-02-16,14.0
1994-02-17,13.75
1994-02-18,14.125
1994-02-22,14.375
1994-02-23,14.5
1994-02-24,14.0
1994-02-25,14.0
1994-02-28,14.0
1994-03-01,13.75
1994-03-02,12.875
1994-03-03,12.875
1994-03-04,13.25
1994-03-07,13.75
1994-03-08,13.75
1994-03-09,13.875
1994-03-10,14.0
1994-03-11,13.625
1994-03-14,13.125
1994-03-15,8.75
1994-03-16,7.75
1994-03-17,8.125
1994-03-18,8.125
1994-03-21,7.0
1994-03-22,6.75
1994-03-23,7.125
1994-03-24,7.0
1994-03-25,7.0
1994-03-28,7.125
1994-03-29,6.875
1994-03-30,6.75
1994-03-31,6.875
1994-04-04,6.375
1994-04-05,6.5
1994-04-06,6.5
1994-04-07,7.875
1994-04-08,7.0625
1994-04-11,7.125
1994-04-12,7.375
1994-04-13,7.5
1994-04-14,7.875
1994-04-15,7.625
1994-04-18,7.5
1994-04-19,7.0
1994-04-20,7.125
1994-04-21,7.25
1994-04-22,7.125
1994-04-25,7.125
1994-04-26,7.125
1994-04-28,7.5
1994-04-29,7.875
1994-05-02,8.3125
1994-05-03,8.0
1994-05-04,8.0
1994-05-05,7.5
1994-05-06,7.75
1994-05-09,7.0
1994-05-10,6.75
1994-05-11,6.625
1994-05-12,6.625
1994-05-13,6.5
1994-05-16,6.125
1994-05-17,6.25
1994-05-18,6.125
1994-05-19,6.0
1994-05-20,6.625
1994-05-23,6.5
1994-05-24,6.625
1994-05-25,6.5
1994-05-26,6.5
1994-05-27,6.375
1994-05-31,6.375
1994-06-01,6.75
1994-06-02,7.0625
1994-06-03,7.5
1994-06-06,7.6875
1994-06-07,7.625
1994-06-08,7.5
1994-06-09,7.0625
1994-06-10,7.0
1994-06-13,6.5
1994-06-14,6.5625
1994-06-15,6.3125
1994-06-16,6.375
1994-06-17,6.0
1994-06-20,5.5
1994-06-21,5.625
1994-06-22,5.25
1994-06-23,4.375
1994-06-24,4.375
1994-06-27,4.625
1994-06-28,4.4375
1994-06-29,4.5
1994-06-30,4.5
1994-07-01,4.0
1994-07-05,4.0
1994-07-06,4.1875
1994-07-07,4.125
1994-07-08,4.0
1994-07-11,4.125
1994-07-12,4.0
1994-07-13,3.875
1994-07-14,3.9375
1994-07-15,3.875
1994-07-18,4.125
1994-07-19,4.0
1994-07-20,4.5
1994-07-21,4.3125
1994-07-22,4.25
1994-07-25,4.125
1994-07-26,4.375
1994-07-27,4.25
1994-07-28,3.875
1994-07-29,3.875
1994-08-01,3.625
1994-08-02,3.5625
1994-08-03,3.875
1994-08-04,3.8125
1994-08-05,3.625
1994-08-08,4.0
1994-08-09,3.75
1994-08-10,4.125
1994-08-11,4.125
1994-08-12,4.25
1994-08-15,4.0
1994-08-16,4.25
1994-08-17,4.25
1994-08-18,4.0
1994-08-19,4.0625
1994-08-22,4.0
1994-08-23,4.0
1994-08-24,3.875
1994-08-25,4.0
1994-08-26,4.125
1994-08-29,4.0
1994-08-30,4.0
1994-08-31,4.125
1994-09-01,4.0
1994-09-02,4.0
1994-09-06,4.0
1994-09-07,3.875
1994-09-08,4.375
1994-09-09,4.375
1994-09-12,4.25
1994-09-13,4.25
1994-09-14,4.0
1994-09-15,4.125
1994-09-16,4.5
1994-09-19,4.5
1994-09-20,4.125
1994-09-21,4.625
1994-09-22,4.625
1994-09-23,5.171875
1994-09-26,5.0
1994-09-27,5.125
1994-09-28,5.1875
1994-09-29,5.125
1994-09-30,4.875
1994-10-03,5.0
1994-10-04,4.625
1994-10-05,4.75
1994-10-06,4.75
1994-10-07,4.75
1994-10-10,4.6875
1994-10-11,4.75
1994-10-12,4.75
1994-10-13,4.75
1994-10-14,4.25
1994-10-17,4.375
1994-10-18,4.375
1994-10-19,4.25
1994-10-20,4.125
1994-10-21,4.25
1994-10-24,4.0
1994-10-25,3.9375
1994-10-26,3.75
1994-10-27,3.75
1994-10-28,4.0625
1994-10-31,4.0625
1994-11-01,4.25
1994-11-02,4.125
1994-11-03,4.125
1994-11-04,4.0
1994-11-07,4.125
1994-11-08,4.0
1994-11-09,3.75
1994-11-10,3.625
1994-11-11,3.75
1994-11-14,4.0
1994-11-15,3.75
1994-11-16,3.875
1994-11-17,4.0
1994-11-18,4.375
1994-11-21,4.375
1994-11-22,4.375
1994-11-23,4.5
1994-11-25,4.5
1994-11-28,4.125
1994-11-29,4.125
1994-11-30,4.25
1994-12-01,4.125
1994-12-02,3.875
1994-12-05,3.9375
1994-12-06,4.125
1994-12-07,4.0
1994-12-08,3.75
1994-12-09,4.0
1994-12-12,3.625
1994-12-13,3.375
1994-12-14,3.375
1994-12-15,3.375
1994-12-16,3.5
1994-12-19,3.5625
1994-12-20,3.375
1994-12-21,3.375
1994-12-22,3.5
1994-12-23,3.4375
1994-12-27,3.375
1994-12-28,3.125
1994-12-29,3.1875
1994-12-30,3.0
1995-01-03,3.3125
1995-01-04,3.5
1995-01-05,3.5
1995-01-06,3.5
1995-01-09,4.6875
1995-01-10,6.375
1995-01-11,6.875
1995-01-12,6.25
1995-01-13,6.125
1995-01-16,6.5
1995-01-17,6.75
1995-01-18,6.875
1995-01-19,7.0
1995-01-20,7.0
1995-01-23,7.0
1995-01-24,7.0
1995-01-25,6.875
1995-01-26,6.625
1995-01-27,6.125
1995-01-30,6.5
1995-01-31,6.625
1995-02-01,6.75
1995-02-02,6.625
1995-02-03,6.875
1995-02-06,7.0
1995-02-07,6.875
1995-02-08,7.0
1995-02-09,7.0
1995-02-10,7.0
1995-02-13,7.0
1995-02-14,7.0625
1995-02-15,7.0
1995-02-16,7.0
1995-02-17,6.75
1995-02-21,6.75
1995-02-22,6.5
1995-02-23,6.5625
1995-02-24,6.1875
1995-02-27,6.125
1995-02-28,6.25
1995-03-01,5.875
1995-03-02,5.75
1995-03-03,5.875
1995-03-06,6.0
1995-03-07,6.0
1995-03-08,6.0
1995-03-09,5.625
1995-03-10,6.0
1995-03-13,6.0
1995-03-14,5.75
1995-03-15,5.625
1995-03-16,5.75
1995-03-17,5.875
1995-03-20,5.875
1995-03-21,6.125
1995-03-22,6.25
1995-03-23,6.125
1995-03-24,6.25
1995-03-27,6.25
1995-03-28,6.0
1995-03-29,6.375
1995-03-30,6.375
1995-03-31,6.25
1995-04-03,6.375
1995-04-04,6.75
1995-04-05,7.0
1995-04-06,6.875
1995-04-07,6.75
1995-04-10,7.0
1995-04-11,7.0
1995-04-12,6.75
1995-04-13,6.75
1995-04-17,7.0
1995-04-18,6.3125
1995-04-19,6.0
1995-04-20,6.25
1995-04-21,6.125
1995-04-24,6.375
1995-04-25,6.375
1995-04-26,6.125
1995-04-27,6.375
1995-04-28,6.375
1995-05-01,6.375
1995-05-02,6.25
1995-05-03,6.25
1995-05-04,6.5
1995-05-05,6.25
1995-05-08,6.375
1995-05-09,6.25
1995-05-10,6.375
1995-05-11,6.375
1995-05-12,6.5
1995-05-15,6.25
1995-05-16,6.25
1995-05-17,6.25
1995-05-18,6.125
1995-05-19,6.125
1995-05-22,6.0
1995-05-23,6.0
1995-05-24,5.875
1995-05-25,5.875
1995-05-26,5.875
1995-05-30,6.0
1995-05-31,6.125
1995-06-01,6.125
1995-06-02,5.5
1995-06-05,5.5
1995-06-06,5.75
1995-06-07,6.875
1995-06-08,7.5
1995-06-09,8.1875
1995-06-12,8.5
1995-06-13,8.0
1995-06-14,8.25
1995-06-15,8.625
1995-06-16,8.875
1995-06-19,9.25
1995-06-20,9.375
1995-06-21,9.25
1995-06-22,9.25
1995-06-23,9.0
1995-06-26,8.875
1995-06-27,8.25
1995-06-28,9.0
1995-06-29,9.125
1995-06-30,9.0
1995-07-03,9.125
1995-07-05,9.125
1995-07-06,9.0
1995-07-07,9.0
1995-07-10,8.875
1995-07-11,9.125
1995-07-12,9.375
1995-07-13,9.5
1995-07-14,9.5
1995-07-17,9.625
1995-07-18,9.515625
1995-07-19,9.25
1995-07-20,9.0
1995-07-21,9.0
1995-07-24,9.125
1995-07-25,9.125
1995-07-26,11.25
1995-07-27,11.875
1995-07-28,11.625
1995-07-31,13.0625
1995-08-01,12.75
1995-08-02,12.25
1995-08-03,12.0
1995-08-04,12.25
1995-08-07,11.875
1995-08-08,11.625
1995-08-09,12.125
1995-08-10,13.0625
1995-08-11,13.0625
1995-08-14,13.0
1995-08-15,12.375
1995-08-16,13.125
1995-08-17,13.0
1995-08-18,12.625
1995-08-21,12.75
1995-08-22,12.875
1995-08-23,14.0625
1995-08-24,14.0625
1995-08-25,14.875
1995-08-28,14.375
1995-08-29,14.625
1995-08-30,14.5
1995-08-31,15.375
1995-09-01,15.5
1995-09-05,16.375
1995-09-06,16.5
1995-09-07,15.875
1995-09-08,15.75
1995-09-11,16.0
1995-09-12,16.0
1995-09-13,15.5
1995-09-14,14.125
1995-09-15,12.5
1995-09-18,13.75
1995-09-19,15.6875
1995-09-20,15.125
1995-09-21,15.5
1995-09-22,15.0
1995-09-25,14.875
1995-09-26,14.875
1995-09-27,15.0
1995-09-28,15.75
1995-09-29,15.625
1995-10-02,15.625
1995-10-03,15.0
1995-10-04,14.75
1995-10-05,14.625
1995-10-06,14.5
1995-10-09,13.9375
1995-10-10,13.25
1995-10-11,13.375
1995-10-12,13.625
1995-10-13,14.0
1995-10-16,13.75
1995-10-17,13.5
1995-10-18,13.25
1995-10-19,13.25
1995-10-20,13.125
1995-10-23,14.375
1995-10-24,13.5
1995-10-25,13.25
1995-10-26,13.25
1995-10-27,12.4375
1995-10-30,13.0
1995-10-31,12.875
1995-11-01,12.0625
1995-11-02,12.25
1995-11-03,12.4375
1995-11-06,12.0
1995-11-07,11.9375
1995-11-08,11.375
1995-11-09,10.25
1995-11-10,10.3125
1995-11-13,10.5
1995-11-14,10.375
1995-11-15,10.25
1995-11-16,10.0
1995-11-17,10.25
1995-11-20,10.0
1995-11-21,10.0
1995-11-22,8.875
1995-11-24,9.5
1995-11-27,10.0
1995-11-28,10.625
1995-11-29,10.75
1995-11-30,11.125
1995-12-01,11.5
1995-12-04,12.125
1995-12-05,12.75
1995-12-06,13.0
1995-12-07,13.8125
1995-12-08,13.875
1995-12-11,13.875
1995-12-12,13.875
1995-12-13,13.625
1995-12-14,12.875
1995-12-15,12.875
1995-12-18,12.875
1995-12-19,12.875
1995-12-20,12.125
1995-12-21,12.375
1995-12-22,12.5
1995-12-26,13.0
1995-12-27,13.625
1995-12-28,12.875
1995-12-29,12.75
1996-01-02,13.25
1996-01-03,12.5
1996-01-04,12.0
1996-01-05,12.875
1996-01-08,12.875
1996-01-09,12.625
1996-01-10,12.5
1996-01-11,12.625
1996-01-12,12.625
1996-01-15,11.875
1996-01-16,12.625
1996-01-17,13.0
1996-01-18,13.625
1996-01-19,13.5
1996-01-22,14.5
1996-01-23,15.8125
1996-01-24,16.125
1996-01-25,15.375
1996-01-26,14.5
1996-01-29,15.5
1996-01-30,15.25
1996-01-31,15.25
1996-02-01,14.515625
1996-02-02,14.75
1996-02-05,14.75
1996-02-06,15.25
1996-02-07,15.625
1996-02-08,14.75
1996-02-09,14.625
1996-02-12,14.625
1996-02-13,14.625
1996-02-14,14.375
1996-02-15,14.125
1996-02-16,14.125
1996-02-20,13.125
1996-02-21,13.25
1996-02-22,13.375
1996-02-23,12.5
1996-02-26,12.0
1996-02-27,12.375
1996-02-28,12.0
1996-02-29,12.0
1996-03-01,12.125
1996-03-04,13.5
1996-03-05,13.875
1996-03-06,13.875
1996-03-07,13.875
1996-03-08,12.5
1996-03-11,13.4375
1996-03-12,13.375
1996-03-13,13.375
1996-03-14,13.5
1996-03-15,13.875
1996-03-18,13.625
1996-03-19,13.625
1996-03-20,12.5
1996-03-21,13.125
1996-03-22,13.0
1996-03-25,13.0
1996-03-26,13.0625
1996-03-27,12.4375
1996-03-28,12.625
1996-03-29,12.75
1996-04-01,12.75
