Date,ACT
2020-01-07,25.134001
2020-01-08,25.325001
2020-01-09,25.406
2020-01-10,25.334999
2020-01-13,25.386999
2020-01-14,25.421
2020-01-15,25.614
2020-01-16,25.708
2020-01-17,25.743
2020-01-21,25.584999
2020-01-22,25.657
2020-01-23,25.440001000000002
2020-01-24,25.263
2020-01-27,24.997999
2020-01-28,25.087999
2020-01-29,25.084999
2020-01-30,24.815001000000002
2020-01-31,24.469998999999998
2020-02-03,24.548
2020-02-04,24.84
2020-02-05,25.034
2020-02-06,25.080999
2020-02-07,24.91
2020-02-10,25.201
2020-02-11,25.530001000000002
2020-02-12,25.677999
2020-02-13,25.801001
2020-02-14,25.768
2020-02-18,25.65
2020-02-19,25.844
2020-02-20,25.757998999999998
2020-02-21,25.613001
2020-02-24,24.969
2020-02-25,24.23
2020-02-26,24.011
2020-02-27,23.0
2020-02-28,22.52
2020-03-02,22.834999
2020-03-03,23.07
2020-03-04,23.646
2020-03-05,22.875999
2020-03-06,22.646
2020-03-09,21.033001000000002
2020-03-10,21.24
2020-03-11,20.208
2020-03-12,18.476
2020-03-13,19.01
2020-03-16,17.48
2020-03-17,18.0
2020-03-18,16.459999
2020-03-19,17.361
2020-03-20,16.849001
2020-03-23,16.16
2020-03-24,17.5
2020-03-25,18.181998999999998
2020-03-26,19.118
2020-03-27,18.570999
2020-03-30,18.962
2020-03-31,19.011999
2020-04-01,18.33
2020-04-02,18.66
2020-04-03,18.474001
2020-04-06,19.212
2020-04-07,19.389
2020-04-08,20.136
2020-04-09,20.521998999999997
2020-04-13,20.415001
2020-04-14,20.809998999999998
2020-04-15,20.528999
2020-04-16,20.719998999999998
2020-04-17,21.045
2020-04-20,20.950001
2020-04-21,20.437
2020-04-22,20.91
2020-04-23,20.76
2020-04-24,20.992001000000002
2020-04-27,21.499001
2020-04-28,21.679001
2020-04-29,22.186001
2020-04-30,21.837
2020-05-01,21.174
2020-05-04,21.229
2020-05-05,21.382998999999998
2020-05-06,21.461
2020-05-07,21.57
2020-05-08,21.92
