Date,LILA
2020-01-28,17.280001000000002
2020-01-29,17.280001000000002
2020-01-30,17.440001000000002
2020-01-31,16.68
2020-02-03,16.959999
2020-02-04,16.780001000000002
2020-02-05,16.959999
2020-02-06,17.309998999999998
2020-02-07,17.17
2020-02-10,17.16
2020-02-11,17.209999
2020-02-12,17.370001000000002
2020-02-13,17.110001
2020-02-14,17.08
2020-02-18,17.209999
2020-02-19,17.434998999999998
2020-02-20,18.98
2020-02-21,18.725
2020-02-24,18.07
2020-02-25,17.49
2020-02-26,16.940001000000002
2020-02-27,16.1
2020-02-28,15.15
2020-03-02,15.4
2020-03-03,14.94
2020-03-04,14.94
2020-03-05,14.39
2020-03-06,14.81
2020-03-09,13.18
2020-03-10,12.96
2020-03-11,11.87
2020-03-12,9.82
2020-03-13,10.42
2020-03-16,8.67
2020-03-17,11.13
2020-03-18,9.03
2020-03-19,9.8
2020-03-20,9.41
2020-03-23,10.22
2020-03-24,11.26
2020-03-25,11.13
2020-03-26,12.22
2020-03-27,11.09
2020-03-30,10.64
2020-03-31,10.52
2020-04-01,9.73
2020-04-02,10.07
2020-04-03,9.55
2020-04-06,10.32
2020-04-07,10.54
2020-04-08,10.92
2020-04-09,11.64
2020-04-13,11.44
2020-04-14,11.5
2020-04-15,10.7
2020-04-16,10.53
2020-04-17,11.22
2020-04-20,10.85
2020-04-21,10.39
2020-04-22,10.14
2020-04-23,10.39
2020-04-24,10.51
2020-04-27,10.71
2020-04-28,10.69
2020-04-29,11.43
2020-04-30,10.7
2020-05-01,10.53
2020-05-04,10.43
2020-05-05,10.0
2020-05-06,9.51
2020-05-07,9.55
2020-05-08,9.95
