Date,TA
2008-03-24,35.25
2008-03-25,36.25
2008-03-26,35.25
2008-03-27,33.150002
2008-03-28,30.6
2008-03-31,30.5
2008-04-01,17.5
2008-04-02,17.25
2008-04-03,16.25
2008-04-04,15.75
2008-04-07,17.0
2008-04-08,18.35
2008-04-09,17.5
2008-04-10,17.65
2008-04-11,17.15
2008-04-14,17.0
2008-04-15,16.5
2008-04-16,16.0
2008-04-17,15.25
2008-04-18,15.5
2008-04-21,14.55
2008-04-22,13.75
2008-04-23,13.25
2008-04-24,13.5
2008-04-25,15.15
2008-04-28,15.75
2008-04-29,15.5
2008-04-30,16.15
2008-05-01,17.5
2008-05-02,15.8
2008-05-05,15.9
2008-05-06,16.200001
2008-05-07,15.95
2008-05-08,14.55
2008-05-09,14.85
2008-05-12,15.0
2008-05-13,13.75
2008-05-14,14.05
2008-05-15,14.85
2008-05-16,14.6
2008-05-19,15.1
2008-05-20,14.4
2008-05-21,13.65
2008-05-22,13.75
2008-05-23,13.7
2008-05-27,13.0
2008-05-28,13.5
2008-05-29,13.5
2008-05-30,11.25
2008-06-02,12.9
2008-06-03,13.0
2008-06-04,13.5
2008-06-05,13.45
2008-06-06,13.2
2008-06-09,12.25
2008-06-10,12.3
2008-06-11,11.9
2008-06-12,11.1
2008-06-13,11.25
2008-06-16,12.2
2008-06-17,12.7
2008-06-18,12.7
2008-06-19,12.75
2008-06-20,12.6
2008-06-23,12.25
2008-06-24,11.75
2008-06-25,12.35
2008-06-26,12.0
2008-06-27,11.9
2008-06-30,11.35
2008-07-01,10.3
2008-07-02,10.9
2008-07-03,11.75
2008-07-07,12.5
2008-07-08,12.5
2008-07-09,13.15
2008-07-10,12.0
2008-07-11,11.4
2008-07-14,11.05
2008-07-15,11.75
2008-07-16,13.05
2008-07-17,13.8
2008-07-18,12.95
2008-07-21,12.5
2008-07-22,13.4
2008-07-23,14.1
2008-07-24,13.65
2008-07-25,13.75
2008-07-28,12.4
2008-07-29,12.7
2008-07-30,13.0
2008-07-31,13.25
2008-08-01,12.45
2008-08-04,12.25
2008-08-05,12.85
2008-08-06,13.25
2008-08-07,12.8
2008-08-08,13.75
2008-08-11,13.6
2008-08-12,14.0
2008-08-13,12.95
2008-08-14,13.15
2008-08-15,13.25
2008-08-18,13.1
2008-08-19,13.0
2008-08-20,12.8
2008-08-21,12.85
2008-08-22,13.0
2008-08-25,13.1
2008-08-26,12.55
2008-08-27,12.95
2008-08-28,14.0
2008-08-29,13.5
2008-09-02,14.25
2008-09-03,14.9
2008-09-04,16.0
2008-09-05,16.25
2008-09-08,16.4
2008-09-09,16.5
2008-09-10,15.6
2008-09-11,15.0
2008-09-12,14.5
2008-09-15,13.85
2008-09-16,14.5
2008-09-17,13.5
2008-09-18,13.1
2008-09-19,13.4
2008-09-22,13.85
2008-09-23,14.25
2008-09-24,14.3
2008-09-25,14.45
2008-09-26,14.0
2008-09-29,14.3
2008-09-30,14.25
2008-10-01,13.75
2008-10-02,13.7
2008-10-03,13.5
2008-10-06,13.25
2008-10-07,12.4
2008-10-08,11.55
2008-10-09,8.25
2008-10-10,8.75
2008-10-13,9.75
2008-10-14,10.95
2008-10-15,10.5
2008-10-16,10.0
2008-10-17,9.85
2008-10-20,9.6
2008-10-21,9.4
2008-10-22,9.0
2008-10-23,9.2
2008-10-24,7.5
2008-10-27,7.45
2008-10-28,7.65
2008-10-29,8.65
2008-10-30,8.4
2008-10-31,11.0
2008-11-03,11.4
2008-11-04,11.95
2008-11-05,12.55
2008-11-06,10.75
2008-11-07,11.65
2008-11-10,11.5
2008-11-11,11.25
2008-11-12,10.15
2008-11-13,10.4
2008-11-14,9.55
2008-11-17,8.25
2008-11-18,7.95
2008-11-19,7.1
2008-11-20,5.55
2008-11-21,6.5
2008-11-24,5.8
2008-11-25,5.6
2008-11-26,5.55
2008-11-28,6.0
2008-12-01,6.15
2008-12-02,6.25
2008-12-03,6.25
2008-12-04,6.0
2008-12-05,5.95
2008-12-08,6.55
2008-12-09,7.65
2008-12-10,8.5
2008-12-11,9.15
2008-12-12,8.3
2008-12-15,8.3
2008-12-16,8.75
2008-12-17,8.6
2008-12-18,8.85
2008-12-19,9.0
2008-12-22,9.95
2008-12-23,11.25
2008-12-24,11.9
2008-12-26,11.95
2008-12-29,12.4
2008-12-30,11.75
2008-12-31,12.0
2009-01-02,14.65
2009-01-05,13.2
2009-01-06,13.25
2009-01-07,12.65
2009-01-08,12.7
2009-01-09,12.65
2009-01-12,12.95
2009-01-13,13.35
2009-01-14,12.75
2009-01-15,12.45
2009-01-16,12.15
2009-01-20,11.15
2009-01-21,12.75
2009-01-22,12.25
2009-01-23,12.0
2009-01-26,12.0
2009-01-27,11.9
2009-01-28,12.0
2009-01-29,11.5
2009-01-30,11.5
2009-02-02,11.45
2009-02-03,10.95
2009-02-04,10.85
2009-02-05,10.4
2009-02-06,10.75
2009-02-09,10.7
2009-02-10,10.2
2009-02-11,10.0
2009-02-12,10.25
2009-02-13,9.5
2009-02-17,9.6
2009-02-18,9.7
2009-02-19,9.9
2009-02-20,9.85
2009-02-23,9.7
2009-02-24,9.85
2009-02-25,9.9
2009-02-26,9.7
2009-02-27,10.0
2009-03-02,10.1
2009-03-03,9.95
2009-03-04,10.25
2009-03-05,9.5
2009-03-06,9.1
2009-03-09,8.95
2009-03-10,9.1
2009-03-11,9.4
2009-03-12,9.5
2009-03-13,9.2
2009-03-16,9.0
2009-03-17,8.7
2009-03-18,8.75
2009-03-19,8.6
2009-03-20,10.7
2009-03-23,9.65
2009-03-24,9.5
2009-03-25,9.7
2009-03-26,9.9
2009-03-27,9.75
2009-03-30,9.25
2009-03-31,9.15
2009-04-01,9.3
2009-04-02,9.75
2009-04-03,9.7
2009-04-06,10.45
2009-04-07,10.1
2009-04-08,10.1
2009-04-09,10.3
2009-04-13,12.5
2009-04-14,12.7
2009-04-15,12.3
2009-04-16,12.25
2009-04-17,12.2
2009-04-20,11.9
2009-04-21,12.5
2009-04-22,12.35
2009-04-23,12.4
2009-04-24,12.75
2009-04-27,12.25
2009-04-28,12.15
2009-04-29,12.2
2009-04-30,12.15
2009-05-01,12.0
2009-05-04,12.95
2009-05-05,13.7
2009-05-06,13.5
2009-05-07,13.5
2009-05-08,13.5
2009-05-11,13.7
2009-05-12,13.2
2009-05-13,11.4
2009-05-14,12.0
2009-05-15,11.5
2009-05-18,11.95
2009-05-19,11.75
2009-05-20,12.2
2009-05-21,11.5
2009-05-22,11.45
2009-05-26,11.1
2009-05-27,11.95
2009-05-28,12.5
2009-05-29,12.25
2009-06-01,11.8
2009-06-02,12.35
2009-06-03,11.7
2009-06-04,11.8
2009-06-05,11.55
2009-06-08,11.7
2009-06-09,11.9
2009-06-10,11.3
2009-06-11,11.95
2009-06-12,11.6
2009-06-15,11.15
2009-06-16,11.0
2009-06-17,10.9
2009-06-18,11.1
2009-06-19,11.95
2009-06-22,11.65
2009-06-23,11.15
2009-06-24,11.45
2009-06-25,11.0
2009-06-26,10.95
2009-06-29,10.7
2009-06-30,11.0
2009-07-01,10.0
2009-07-02,10.25
2009-07-06,9.85
2009-07-07,10.2
2009-07-08,9.3
2009-07-09,10.25
2009-07-10,10.15
2009-07-13,9.75
2009-07-14,9.0
2009-07-15,10.0
2009-07-16,10.05
2009-07-17,10.2
2009-07-20,10.4
2009-07-21,10.2
2009-07-22,10.75
2009-07-23,10.5
2009-07-24,10.3
2009-07-27,10.05
2009-07-28,10.05
2009-07-29,11.2
2009-07-30,11.95
2009-07-31,12.45
2009-08-03,12.7
2009-08-04,12.5
2009-08-05,12.2
2009-08-06,12.15
2009-08-07,12.35
2009-08-10,11.55
2009-08-11,12.5
2009-08-12,12.15
2009-08-13,14.0
2009-08-14,14.65
2009-08-17,14.5
2009-08-18,14.8
2009-08-19,14.65
2009-08-20,14.4
2009-08-21,14.3
2009-08-24,14.15
2009-08-25,13.85
2009-08-26,17.25
2009-08-27,17.5
2009-08-28,17.950001
2009-08-31,17.6
2009-09-01,15.65
2009-09-02,15.95
2009-09-03,17.049999
2009-09-04,17.200001
2009-09-08,20.5
2009-09-09,23.15
2009-09-10,23.25
2009-09-11,28.75
2009-09-14,30.75
2009-09-15,30.0
2009-09-16,27.5
2009-09-17,28.35
2009-09-18,27.450001
2009-09-21,28.549999
2009-09-22,30.65
2009-09-23,29.0
2009-09-24,27.25
2009-09-25,25.799999
2009-09-28,28.0
2009-09-29,27.9
2009-09-30,27.950001
2009-10-01,26.450001
2009-10-02,26.15
2009-10-05,27.9
2009-10-06,26.799999
2009-10-07,26.85
2009-10-08,26.75
2009-10-09,28.799999
2009-10-12,29.4
2009-10-13,28.9
2009-10-14,34.549999
2009-10-15,38.0
2009-10-16,37.700001
2009-10-19,36.849998
2009-10-20,38.0
2009-10-21,40.25
2009-10-22,40.049999
2009-10-23,37.099998
2009-10-26,32.099998
2009-10-27,29.1
2009-10-28,29.299999
2009-10-29,30.75
2009-10-30,28.25
2009-11-02,26.0
2009-11-03,26.700001
2009-11-04,25.799999
2009-11-05,25.950001
2009-11-06,26.299999
2009-11-09,21.5
2009-11-10,19.799999
2009-11-11,17.799999
2009-11-12,20.25
2009-11-13,23.0
2009-11-16,24.0
2009-11-17,24.9
2009-11-18,25.5
2009-11-19,23.549999
2009-11-20,21.450001
2009-11-23,20.450001
2009-11-24,20.25
2009-11-25,20.5
2009-11-27,20.0
2009-11-30,19.1
2009-12-01,20.75
2009-12-02,20.75
2009-12-03,20.0
2009-12-04,20.299999
2009-12-07,20.5
2009-12-08,21.450001
2009-12-09,21.15
2009-12-10,21.5
2009-12-11,21.450001
2009-12-14,20.85
2009-12-15,20.25
2009-12-16,20.299999
2009-12-17,19.1
2009-12-18,17.15
2009-12-21,20.85
2009-12-22,23.0
2009-12-23,22.75
2009-12-24,22.25
2009-12-28,22.450001
2009-12-29,22.700001
2009-12-30,22.200001
2009-12-31,22.1
2010-01-04,23.0
2010-01-05,26.0
2010-01-06,27.5
2010-01-07,28.65
2010-01-08,26.450001
2010-01-11,27.549999
2010-01-12,26.450001
2010-01-13,25.6
2010-01-14,25.6
2010-01-15,28.950001
2010-01-19,28.799999
2010-01-20,27.299999
2010-01-21,25.85
2010-01-22,25.299999
2010-01-25,24.799999
2010-01-26,24.9
2010-01-27,24.5
2010-01-28,23.25
2010-01-29,23.1
2010-02-01,23.35
2010-02-02,23.5
2010-02-03,23.5
2010-02-04,22.299999
2010-02-05,21.450001
2010-02-08,22.200001
2010-02-09,23.65
2010-02-10,22.700001
2010-02-11,22.65
2010-02-12,22.9
2010-02-16,24.85
2010-02-17,24.25
2010-02-18,24.35
2010-02-19,25.25
2010-02-22,24.4
2010-02-23,23.0
2010-02-24,19.200001
2010-02-25,17.450001
2010-02-26,17.049999
2010-03-01,17.549999
2010-03-02,17.700001
2010-03-03,18.799999
2010-03-04,19.35
2010-03-05,19.5
2010-03-08,19.450001
2010-03-09,18.5
2010-03-10,18.75
2010-03-11,18.4
2010-03-12,18.200001
2010-03-15,17.75
2010-03-16,18.200001
2010-03-17,18.450001
2010-03-18,17.9
2010-03-19,17.700001
2010-03-22,17.200001
2010-03-23,17.0
2010-03-24,17.1
2010-03-25,17.15
2010-03-26,16.75
2010-03-29,17.25
2010-03-30,17.35
2010-03-31,17.700001
2010-04-01,18.950001
2010-04-05,19.15
2010-04-06,19.049999
2010-04-07,18.9
2010-04-08,19.4
2010-04-09,19.1
2010-04-12,18.950001
2010-04-13,19.25
2010-04-14,19.950001
2010-04-15,23.5
2010-04-16,24.049999
2010-04-19,23.5
2010-04-20,23.65
2010-04-21,23.6
2010-04-22,23.700001
2010-04-23,23.799999
2010-04-26,23.5
2010-04-27,22.9
2010-04-28,21.65
2010-04-29,21.6
2010-04-30,20.35
2010-05-03,20.5
2010-05-04,19.15
2010-05-05,18.65
2010-05-06,17.85
2010-05-07,17.4
2010-05-10,16.450001
2010-05-11,15.35
2010-05-12,15.95
2010-05-13,15.5
2010-05-14,15.4
2010-05-17,15.15
2010-05-18,15.25
2010-05-19,14.55
2010-05-20,13.65
2010-05-21,13.85
2010-05-24,13.75
2010-05-25,13.2
2010-05-26,13.2
2010-05-27,14.35
2010-05-28,14.55
2010-06-01,13.15
2010-06-02,13.4
2010-06-03,14.0
2010-06-04,13.4
2010-06-07,12.7
2010-06-08,12.3
2010-06-09,11.85
2010-06-10,12.15
2010-06-11,12.75
2010-06-14,13.3
2010-06-15,13.85
2010-06-16,13.75
2010-06-17,13.5
2010-06-18,13.45
2010-06-21,13.7
2010-06-22,12.75
2010-06-23,13.1
2010-06-24,12.55
2010-06-25,12.9
2010-06-28,12.5
2010-06-29,11.8
2010-06-30,11.6
2010-07-01,11.1
2010-07-02,11.2
2010-07-06,10.85
2010-07-07,10.45
2010-07-08,10.75
2010-07-09,11.4
2010-07-12,11.0
2010-07-13,10.9
2010-07-14,10.8
2010-07-15,11.35
2010-07-16,10.95
2010-07-19,10.8
2010-07-20,10.75
2010-07-21,10.85
2010-07-22,11.2
2010-07-23,11.55
2010-07-26,12.0
2010-07-27,13.35
2010-07-28,13.5
2010-07-29,14.0
2010-07-30,13.55
2010-08-02,13.5
2010-08-03,13.3
2010-08-04,13.0
2010-08-05,12.8
2010-08-06,13.2
2010-08-09,16.549999
2010-08-10,16.799999
2010-08-11,15.55
2010-08-12,16.299999
2010-08-13,16.4
2010-08-16,16.0
2010-08-17,16.0
2010-08-18,17.5
2010-08-19,17.75
2010-08-20,18.049999
2010-08-23,18.299999
2010-08-24,16.75
2010-08-25,16.049999
2010-08-26,15.3
2010-08-27,15.9
2010-08-30,15.7
2010-08-31,15.9
2010-09-01,16.299999
2010-09-02,15.9
2010-09-03,16.0
2010-09-07,15.55
2010-09-08,15.85
2010-09-09,15.75
2010-09-10,15.75
2010-09-13,16.1
2010-09-14,16.15
2010-09-15,16.1
2010-09-16,16.200001
2010-09-17,15.25
2010-09-20,16.25
2010-09-21,16.450001
2010-09-22,16.200001
2010-09-23,16.299999
2010-09-24,16.15
2010-09-27,16.6
2010-09-28,16.6
2010-09-29,17.0
2010-09-30,17.25
2010-10-01,16.799999
2010-10-04,16.450001
2010-10-05,16.5
2010-10-06,16.4
2010-10-07,16.950001
2010-10-08,17.5
2010-10-11,17.4
2010-10-12,17.0
2010-10-13,16.700001
2010-10-14,16.9
2010-10-15,16.5
2010-10-18,16.299999
2010-10-19,15.8
2010-10-20,15.5
2010-10-21,15.55
2010-10-22,15.35
2010-10-25,15.4
2010-10-26,15.05
2010-10-27,15.55
2010-10-28,15.05
2010-10-29,14.75
2010-11-01,14.8
2010-11-02,14.8
2010-11-03,14.7
2010-11-04,15.8
2010-11-05,16.25
2010-11-08,19.6
2010-11-09,18.35
2010-11-10,17.75
2010-11-11,17.25
2010-11-12,16.700001
2010-11-15,16.950001
2010-11-16,17.25
2010-11-17,17.049999
2010-11-18,16.35
2010-11-19,16.25
2010-11-22,16.049999
2010-11-23,16.049999
2010-11-24,16.200001
2010-11-26,16.200001
2010-11-29,16.5
2010-11-30,17.9
2010-12-01,17.75
2010-12-02,18.299999
2010-12-03,20.25
2010-12-06,20.049999
2010-12-07,19.4
2010-12-08,18.799999
2010-12-09,19.950001
2010-12-10,19.75
2010-12-13,20.6
2010-12-14,20.6
2010-12-15,20.1
2010-12-16,20.049999
2010-12-17,19.700001
2010-12-20,20.25
2010-12-21,19.950001
2010-12-22,19.6
2010-12-23,19.0
2010-12-27,19.4
2010-12-28,19.1
2010-12-29,19.049999
2010-12-30,18.950001
2010-12-31,18.85
2011-01-03,19.15
2011-01-04,19.75
2011-01-05,19.25
2011-01-06,18.75
2011-01-07,18.9
2011-01-10,18.9
2011-01-11,18.799999
2011-01-12,18.5
2011-01-13,18.950001
2011-01-14,19.5
2011-01-18,19.4
2011-01-19,19.549999
2011-01-20,18.799999
2011-01-21,18.799999
2011-01-24,19.15
2011-01-25,20.1
2011-01-26,20.700001
2011-01-27,20.549999
2011-01-28,20.299999
2011-01-31,21.25
2011-02-01,44.5
2011-02-02,42.849998
2011-02-03,56.75
2011-02-04,60.0
2011-02-07,60.25
2011-02-08,61.400002
2011-02-09,61.5
2011-02-10,61.799999
2011-02-11,60.349998
2011-02-14,58.349998
2011-02-15,55.75
2011-02-16,57.5
2011-02-17,55.549999
2011-02-18,46.599998
2011-02-22,43.849998
2011-02-23,41.5
2011-02-24,42.75
2011-02-25,41.150002
2011-02-28,41.700001
2011-03-01,38.599998
2011-03-02,38.099998
2011-03-03,39.599998
2011-03-04,38.849998
2011-03-07,37.5
2011-03-08,38.5
2011-03-09,37.5
2011-03-10,36.0
2011-03-11,35.099998
2011-03-14,35.200001
2011-03-15,34.5
2011-03-16,33.200001
2011-03-17,32.950001
2011-03-18,34.950001
2011-03-21,34.349998
2011-03-22,35.599998
2011-03-23,35.450001
2011-03-24,36.599998
2011-03-25,38.299999
2011-03-28,37.0
2011-03-29,37.349998
2011-03-30,37.349998
2011-03-31,37.849998
2011-04-01,36.25
2011-04-04,34.900002
2011-04-05,36.25
2011-04-06,36.099998
2011-04-07,36.150002
2011-04-08,35.5
2011-04-11,35.299999
2011-04-12,34.950001
2011-04-13,35.599998
2011-04-14,35.5
2011-04-15,35.150002
2011-04-18,35.950001
2011-04-19,36.0
2011-04-20,37.200001
2011-04-21,38.450001
2011-04-25,37.700001
2011-04-26,37.950001
2011-04-27,36.950001
2011-04-28,37.200001
2011-04-29,39.299999
2011-05-02,39.549999
2011-05-03,40.25
2011-05-04,38.799999
2011-05-05,38.450001
2011-05-06,39.200001
2011-05-09,37.950001
2011-05-10,37.599998
2011-05-11,38.150002
2011-05-12,39.5
2011-05-13,39.349998
2011-05-16,38.900002
2011-05-17,37.599998
2011-05-18,32.150002
2011-05-19,31.950001
2011-05-20,29.299999
2011-05-23,28.450001
2011-05-24,26.549999
2011-05-25,26.9
2011-05-26,26.75
2011-05-27,26.799999
2011-05-31,26.75
2011-06-01,26.25
2011-06-02,25.65
2011-06-03,26.5
2011-06-06,25.0
2011-06-07,23.799999
2011-06-08,23.15
2011-06-09,23.35
2011-06-10,23.450001
2011-06-13,23.049999
2011-06-14,23.799999
2011-06-15,23.5
2011-06-16,22.65
2011-06-17,22.5
2011-06-20,22.799999
2011-06-21,23.700001
2011-06-22,25.049999
2011-06-23,25.0
2011-06-24,24.950001
2011-06-27,25.1
2011-06-28,26.65
2011-06-29,26.65
2011-06-30,27.25
2011-07-01,28.450001
2011-07-05,28.049999
2011-07-06,28.35
2011-07-07,28.5
2011-07-08,28.0
2011-07-11,26.35
2011-07-12,26.950001
2011-07-13,28.049999
2011-07-14,27.9
2011-07-15,27.65
2011-07-18,27.200001
2011-07-19,26.9
2011-07-20,27.450001
2011-07-21,27.6
2011-07-22,28.0
2011-07-25,28.0
2011-07-26,28.0
2011-07-27,26.549999
2011-07-28,27.049999
2011-07-29,26.25
2011-08-01,25.6
2011-08-02,25.049999
2011-08-03,24.4
2011-08-04,22.5
2011-08-05,23.1
2011-08-08,20.35
2011-08-09,22.0
2011-08-10,21.049999
2011-08-11,22.25
2011-08-12,23.450001
2011-08-15,23.0
2011-08-16,22.799999
2011-08-17,22.700001
2011-08-18,20.75
2011-08-19,20.0
2011-08-22,19.0
2011-08-23,19.700001
2011-08-24,20.700001
2011-08-25,19.85
2011-08-26,20.799999
2011-08-29,22.700001
2011-08-30,23.85
2011-08-31,23.25
2011-09-01,21.700001
2011-09-02,21.049999
2011-09-06,20.25
2011-09-07,21.0
2011-09-08,22.700001
2011-09-09,22.1
2011-09-12,21.299999
2011-09-13,21.5
2011-09-14,22.1
2011-09-15,21.65
2011-09-16,21.5
2011-09-19,21.25
2011-09-20,20.5
2011-09-21,20.049999
2011-09-22,19.200001
2011-09-23,18.799999
2011-09-26,18.35
2011-09-27,18.700001
2011-09-28,18.700001
2011-09-29,18.35
2011-09-30,17.65
2011-10-03,15.05
2011-10-04,15.75
2011-10-05,16.35
2011-10-06,17.6
2011-10-07,17.1
2011-10-10,17.299999
2011-10-11,17.5
2011-10-12,18.75
2011-10-13,18.5
2011-10-14,19.049999
2011-10-17,18.9
2011-10-18,19.950001
2011-10-19,21.1
2011-10-20,21.85
2011-10-21,22.25
2011-10-24,23.25
2011-10-25,23.049999
2011-10-26,23.549999
2011-10-27,24.4
2011-10-28,24.799999
2011-10-31,24.9
2011-11-01,24.549999
2011-11-02,24.5
2011-11-03,24.75
2011-11-04,25.0
2011-11-07,25.0
2011-11-08,24.4
2011-11-09,22.9
2011-11-10,22.549999
2011-11-11,23.75
2011-11-14,23.75
2011-11-15,24.200001
2011-11-16,23.5
2011-11-17,22.700001
2011-11-18,22.5
2011-11-21,22.299999
2011-11-22,21.700001
2011-11-23,21.15
2011-11-25,21.200001
2011-11-28,21.4
2011-11-29,21.200001
2011-11-30,21.75
2011-12-01,22.0
2011-12-02,22.200001
2011-12-05,22.6
2011-12-06,22.049999
2011-12-07,22.200001
2011-12-08,21.299999
2011-12-09,21.65
2011-12-12,21.25
2011-12-13,21.0
2011-12-14,20.450001
2011-12-15,20.549999
2011-12-16,20.75
2011-12-19,20.200001
2011-12-20,20.450001
2011-12-21,20.5
2011-12-22,21.35
2011-12-23,21.299999
2011-12-27,20.85
