Date,TPH
2014-04-04,16.690001000000002
2014-04-07,16.17
2014-04-08,16.200001
2014-04-09,16.4
2014-04-10,15.97
2014-04-11,15.82
2014-04-14,15.72
2014-04-15,15.85
2014-04-16,15.95
2014-04-17,15.88
2014-04-21,15.73
2014-04-22,16.379998999999998
2014-04-23,16.4
2014-04-24,16.440001000000002
2014-04-25,15.98
2014-04-28,15.8
2014-04-29,16.040001
2014-04-30,16.07
2014-05-01,16.32
2014-05-02,16.51
2014-05-05,16.440001000000002
2014-05-06,16.309998999999998
2014-05-07,16.02
2014-05-08,16.67
2014-05-09,16.6
2014-05-12,16.98
2014-05-13,17.110001
2014-05-14,16.6
2014-05-15,16.18
2014-05-16,16.9
2014-05-19,16.959999
2014-05-20,16.9
2014-05-21,16.5
2014-05-22,15.49
2014-05-23,15.01
2014-05-27,14.98
2014-05-28,15.15
2014-05-29,15.3
2014-05-30,15.25
2014-06-02,15.46
2014-06-03,15.26
2014-06-04,15.32
2014-06-05,15.62
2014-06-06,15.87
2014-06-09,16.360001
2014-06-10,16.549999
2014-06-11,16.540001
2014-06-12,16.530001000000002
2014-06-13,16.549999
2014-06-16,16.440001000000002
2014-06-17,16.690001000000002
2014-06-18,16.799999
2014-06-19,16.780001000000002
2014-06-20,16.09
2014-06-23,16.280001000000002
2014-06-24,16.4
2014-06-25,15.95
2014-06-26,15.53
2014-06-27,15.33
2014-06-30,15.72
2014-07-01,15.85
2014-07-02,15.46
2014-07-03,15.76
2014-07-07,15.85
2014-07-08,16.049999
2014-07-09,15.77
2014-07-10,15.17
2014-07-11,14.81
2014-07-14,15.23
2014-07-15,14.85
2014-07-16,15.0
2014-07-17,14.58
2014-07-18,14.68
2014-07-21,14.56
2014-07-22,14.71
2014-07-23,14.83
2014-07-24,14.48
2014-07-25,14.2
2014-07-28,13.91
2014-07-29,13.84
2014-07-30,13.73
2014-07-31,13.51
2014-08-01,13.28
2014-08-04,13.5
2014-08-05,13.34
2014-08-06,13.31
2014-08-07,13.48
2014-08-08,13.15
2014-08-11,13.03
2014-08-12,12.91
2014-08-13,13.31
2014-08-14,13.7
2014-08-15,13.74
2014-08-18,14.24
2014-08-19,14.45
2014-08-20,14.34
2014-08-21,14.36
2014-08-22,14.36
2014-08-25,14.31
2014-08-26,14.52
2014-08-27,14.58
2014-08-28,14.79
2014-08-29,14.8
2014-09-02,14.8
2014-09-03,14.44
2014-09-04,14.34
2014-09-05,14.2
2014-09-08,14.12
2014-09-09,13.89
2014-09-10,13.93
2014-09-11,14.18
2014-09-12,14.08
2014-09-15,14.16
2014-09-16,14.04
2014-09-17,14.3
2014-09-18,14.5
2014-09-19,14.17
2014-09-22,13.48
2014-09-23,13.42
2014-09-24,13.45
2014-09-25,13.32
2014-09-26,13.3
2014-09-29,13.01
2014-09-30,12.94
2014-10-01,12.75
2014-10-02,13.39
2014-10-03,13.51
2014-10-06,13.61
2014-10-07,13.42
2014-10-08,13.79
2014-10-09,13.2
2014-10-10,12.81
2014-10-13,12.73
2014-10-14,12.92
2014-10-15,13.35
2014-10-16,13.21
2014-10-17,13.49
2014-10-20,13.82
2014-10-21,13.85
2014-10-22,13.52
2014-10-23,13.81
2014-10-24,13.78
2014-10-27,13.74
2014-10-28,14.05
2014-10-29,13.57
2014-10-30,13.81
2014-10-31,13.69
2014-11-03,13.62
2014-11-04,13.44
2014-11-05,13.61
2014-11-06,14.08
2014-11-07,14.3
2014-11-10,14.78
2014-11-11,15.07
2014-11-12,14.94
2014-11-13,14.78
2014-11-14,14.87
2014-11-17,14.75
2014-11-18,14.62
2014-11-19,14.41
2014-11-20,14.87
2014-11-21,14.98
2014-11-24,15.21
2014-11-25,15.3
2014-11-26,15.34
2014-11-28,15.26
2014-12-01,15.08
2014-12-02,15.1
2014-12-03,15.11
2014-12-04,15.06
2014-12-05,15.18
2014-12-08,15.1
2014-12-09,15.11
2014-12-10,14.56
2014-12-11,14.4
2014-12-12,14.15
2014-12-15,13.84
2014-12-16,13.82
2014-12-17,14.41
2014-12-18,14.62
2014-12-19,14.49
2014-12-22,14.5
2014-12-23,14.54
2014-12-24,14.61
2014-12-26,14.65
2014-12-29,14.89
2014-12-30,15.0
2014-12-31,15.25
2015-01-02,15.12
2015-01-05,15.05
2015-01-06,15.01
2015-01-07,15.69
2015-01-08,15.89
2015-01-09,15.97
2015-01-12,16.030001000000002
2015-01-13,15.31
2015-01-14,15.23
2015-01-15,14.06
2015-01-16,14.34
2015-01-20,13.59
2015-01-21,13.74
2015-01-22,13.73
2015-01-23,13.65
2015-01-26,14.15
2015-01-27,14.19
2015-01-28,14.23
2015-01-29,14.59
2015-01-30,14.33
2015-02-02,14.41
2015-02-03,14.73
2015-02-04,15.1
2015-02-05,14.99
2015-02-06,15.07
2015-02-09,15.15
2015-02-10,15.21
2015-02-11,15.1
2015-02-12,15.49
2015-02-13,15.64
2015-02-17,15.8
2015-02-18,15.9
2015-02-19,15.84
2015-02-20,15.67
2015-02-23,15.52
2015-02-24,15.87
2015-02-25,15.91
2015-02-26,15.8
2015-02-27,15.88
2015-03-02,15.91
2015-03-03,14.99
2015-03-04,15.11
2015-03-05,14.97
2015-03-06,14.66
2015-03-09,14.57
2015-03-10,14.38
2015-03-11,14.57
2015-03-12,14.94
2015-03-13,14.7
2015-03-16,14.83
2015-03-17,14.59
2015-03-18,14.98
2015-03-19,15.03
2015-03-20,15.21
2015-03-23,15.08
2015-03-24,15.43
2015-03-25,14.93
2015-03-26,14.8
2015-03-27,15.02
2015-03-30,15.47
2015-03-31,15.43
2015-04-01,15.15
2015-04-02,15.48
2015-04-06,15.29
2015-04-07,15.11
2015-04-08,15.3
2015-04-09,15.0
2015-04-10,15.09
2015-04-13,15.03
2015-04-14,15.16
2015-04-15,15.21
2015-04-16,14.89
2015-04-17,14.97
2015-04-20,14.99
2015-04-21,15.08
2015-04-22,15.03
2015-04-23,14.58
2015-04-24,14.78
2015-04-27,14.65
2015-04-28,14.77
2015-04-29,14.47
2015-04-30,14.28
2015-05-01,14.41
2015-05-04,14.44
2015-05-05,14.43
2015-05-06,14.35
2015-05-07,14.56
2015-05-08,14.73
2015-05-11,14.37
2015-05-12,14.23
2015-05-13,14.13
2015-05-14,14.26
2015-05-15,14.51
2015-05-18,14.69
2015-05-19,14.74
2015-05-20,14.9
2015-05-21,14.87
2015-05-22,14.59
2015-05-26,14.53
2015-05-27,14.63
2015-05-28,14.71
2015-05-29,14.42
2015-06-01,14.69
2015-06-02,14.69
2015-06-03,14.88
2015-06-04,14.58
2015-06-05,14.58
2015-06-08,14.54
2015-06-09,14.41
2015-06-10,14.61
2015-06-11,14.88
2015-06-12,14.98
2015-06-15,14.95
2015-06-16,14.88
2015-06-17,14.84
2015-06-18,15.07
2015-06-19,15.32
2015-06-22,15.5
2015-06-23,15.63
2015-06-24,15.99
2015-06-25,16.049999
2015-06-26,15.84
2015-06-29,15.5
2015-06-30,15.3
2015-07-01,15.26
2015-07-02,15.0
2015-07-06,14.9
2015-07-07,15.28
2015-07-08,15.07
2015-07-09,15.13
2015-07-10,15.22
2015-07-13,15.29
2015-07-14,15.28
2015-07-15,15.28
2015-07-16,15.13
2015-07-17,14.99
2015-07-20,14.76
2015-07-21,14.78
2015-07-22,14.98
2015-07-23,14.74
2015-07-24,14.49
2015-07-27,14.49
2015-07-28,14.59
2015-07-29,14.74
2015-07-30,14.65
2015-07-31,14.8
2015-08-03,14.81
2015-08-04,14.5
2015-08-05,14.36
2015-08-06,14.23
2015-08-07,14.8
2015-08-10,14.86
2015-08-11,14.82
2015-08-12,14.49
2015-08-13,14.69
2015-08-14,14.77
2015-08-17,15.15
2015-08-18,15.49
2015-08-19,15.67
2015-08-20,15.2
2015-08-21,14.82
2015-08-24,13.85
2015-08-25,13.31
2015-08-26,13.64
2015-08-27,13.88
2015-08-28,13.72
2015-08-31,13.88
2015-09-01,13.52
2015-09-02,13.98
2015-09-03,14.08
2015-09-04,13.83
2015-09-08,14.31
2015-09-09,14.21
2015-09-10,14.07
2015-09-11,14.27
2015-09-14,14.17
2015-09-15,14.25
2015-09-16,14.44
2015-09-17,14.56
2015-09-18,14.33
2015-09-21,14.08
2015-09-22,13.82
2015-09-23,13.71
2015-09-24,13.82
2015-09-25,14.02
2015-09-28,13.35
2015-09-29,13.03
2015-09-30,13.09
2015-10-01,13.3
2015-10-02,13.53
2015-10-05,14.21
2015-10-06,13.8
2015-10-07,14.23
2015-10-08,14.43
2015-10-09,14.38
2015-10-12,14.28
2015-10-13,13.95
2015-10-14,13.54
2015-10-15,13.76
2015-10-16,13.61
2015-10-19,13.68
2015-10-20,13.98
2015-10-21,13.9
2015-10-22,13.61
2015-10-23,13.73
2015-10-26,13.6
2015-10-27,13.14
2015-10-28,13.43
2015-10-29,13.13
2015-10-30,12.98
2015-11-02,13.09
2015-11-03,13.0
2015-11-04,12.81
2015-11-05,12.59
2015-11-06,13.29
2015-11-09,12.94
2015-11-10,13.4
2015-11-11,13.67
2015-11-12,12.97
2015-11-13,12.81
2015-11-16,13.22
2015-11-17,13.21
2015-11-18,13.47
2015-11-19,13.56
2015-11-20,13.65
2015-11-23,13.77
2015-11-24,13.98
2015-11-25,14.3
2015-11-27,14.12
2015-11-30,13.95
2015-12-01,14.2
2015-12-02,13.77
2015-12-03,13.68
2015-12-04,13.74
2015-12-07,13.51
2015-12-08,13.1
2015-12-09,12.78
2015-12-10,13.08
2015-12-11,12.56
2015-12-14,12.58
2015-12-15,12.77
2015-12-16,13.19
2015-12-17,12.73
2015-12-18,12.5
2015-12-21,12.78
2015-12-22,12.93
2015-12-23,13.03
2015-12-24,13.0
2015-12-28,12.83
2015-12-29,12.91
2015-12-30,12.76
2015-12-31,12.67
2016-01-04,12.17
2016-01-05,12.1
2016-01-06,11.7
2016-01-07,11.17
2016-01-08,10.67
2016-01-11,10.76
2016-01-12,10.65
2016-01-13,10.26
2016-01-14,10.57
2016-01-15,10.43
2016-01-19,10.08
2016-01-20,9.84
2016-01-21,9.92
2016-01-22,10.26
2016-01-25,9.86
2016-01-26,10.19
2016-01-27,10.11
2016-01-28,10.07
2016-01-29,10.54
2016-02-01,10.5
2016-02-02,9.93
2016-02-03,10.13
2016-02-04,10.11
2016-02-05,9.55
2016-02-08,9.2
2016-02-09,9.29
2016-02-10,9.48
2016-02-11,9.05
2016-02-12,9.44
2016-02-16,9.68
2016-02-17,9.57
2016-02-18,9.42
2016-02-19,9.46
2016-02-22,9.82
2016-02-23,9.87
2016-02-24,10.07
2016-02-25,10.26
2016-02-26,10.26
2016-02-29,10.31
2016-03-01,10.49
2016-03-02,10.71
2016-03-03,10.96
2016-03-04,10.68
2016-03-07,10.96
2016-03-08,10.54
2016-03-09,10.83
2016-03-10,10.79
2016-03-11,11.4
2016-03-14,11.29
2016-03-15,11.15
2016-03-16,11.41
2016-03-17,11.81
2016-03-18,11.89
2016-03-21,11.79
2016-03-22,11.67
2016-03-23,11.28
2016-03-24,11.31
2016-03-28,11.37
2016-03-29,11.68
2016-03-30,11.58
2016-03-31,11.78
2016-04-01,11.68
2016-04-04,11.47
2016-04-05,11.51
2016-04-06,11.78
2016-04-07,11.63
2016-04-08,11.66
2016-04-11,11.72
2016-04-12,11.86
2016-04-13,12.24
2016-04-14,12.32
2016-04-15,12.42
2016-04-18,12.46
2016-04-19,12.26
2016-04-20,12.29
2016-04-21,12.29
2016-04-22,12.35
2016-04-25,12.34
2016-04-26,12.46
2016-04-27,12.64
2016-04-28,11.8
2016-04-29,11.6
2016-05-02,11.79
2016-05-03,11.45
2016-05-04,11.28
2016-05-05,11.22
2016-05-06,11.23
2016-05-09,11.3
2016-05-10,11.38
2016-05-11,11.07
2016-05-12,10.88
2016-05-13,10.72
2016-05-16,10.82
2016-05-17,10.85
2016-05-18,10.75
2016-05-19,10.69
2016-05-20,11.07
2016-05-23,11.01
2016-05-24,11.71
2016-05-25,11.7
2016-05-26,11.72
2016-05-27,11.77
2016-05-31,11.66
2016-06-01,11.84
2016-06-02,11.54
2016-06-03,11.62
2016-06-06,11.75
2016-06-07,12.12
2016-06-08,12.29
2016-06-09,12.28
2016-06-10,11.96
2016-06-13,11.62
2016-06-14,11.52
2016-06-15,11.84
2016-06-16,11.74
2016-06-17,12.0
2016-06-20,12.06
2016-06-21,11.99
2016-06-22,12.07
2016-06-23,12.37
2016-06-24,11.69
2016-06-27,11.17
2016-06-28,11.4
2016-06-29,11.68
2016-06-30,11.82
2016-07-01,12.04
2016-07-05,11.8
2016-07-06,11.99
2016-07-07,12.3
2016-07-08,12.75
2016-07-11,12.89
2016-07-12,13.06
2016-07-13,13.1
2016-07-14,13.07
2016-07-15,13.17
2016-07-18,13.28
2016-07-19,13.18
2016-07-20,13.27
2016-07-21,13.33
2016-07-22,13.35
2016-07-25,13.35
2016-07-26,13.43
2016-07-27,13.99
2016-07-28,13.93
2016-07-29,13.45
2016-08-01,13.51
2016-08-02,13.22
2016-08-03,13.41
2016-08-04,13.47
2016-08-05,13.73
2016-08-08,13.6
2016-08-09,13.59
2016-08-10,13.52
2016-08-11,13.65
2016-08-12,13.61
2016-08-15,13.85
2016-08-16,13.68
2016-08-17,13.42
2016-08-18,13.6
2016-08-19,13.72
2016-08-22,13.69
2016-08-23,14.07
2016-08-24,13.8
2016-08-25,13.8
2016-08-26,13.74
2016-08-29,13.61
2016-08-30,13.7
2016-08-31,13.56
2016-09-01,13.37
2016-09-02,13.44
2016-09-06,13.48
2016-09-07,13.67
2016-09-08,13.46
2016-09-09,12.81
2016-09-12,13.03
2016-09-13,12.55
2016-09-14,12.54
2016-09-15,12.55
2016-09-16,12.38
2016-09-19,12.55
2016-09-20,12.38
2016-09-21,12.53
2016-09-22,12.83
2016-09-23,12.75
2016-09-26,12.76
2016-09-27,12.93
2016-09-28,13.24
2016-09-29,13.01
2016-09-30,13.18
2016-10-03,12.93
2016-10-04,12.94
2016-10-05,13.05
2016-10-06,13.14
2016-10-07,12.86
2016-10-10,13.11
2016-10-11,12.81
2016-10-12,12.71
2016-10-13,12.51
2016-10-14,12.62
2016-10-17,12.68
2016-10-18,12.71
2016-10-19,12.74
2016-10-20,12.51
2016-10-21,12.38
2016-10-24,12.56
2016-10-25,12.24
2016-10-26,12.0
2016-10-27,11.1
2016-10-28,10.92
2016-10-31,10.83
2016-11-01,10.65
2016-11-02,10.52
2016-11-03,10.55
2016-11-04,10.79
2016-11-07,10.73
2016-11-08,10.68
2016-11-09,11.1
2016-11-10,11.25
2016-11-11,11.34
2016-11-14,11.5
2016-11-15,11.4
2016-11-16,11.17
2016-11-17,11.42
2016-11-18,11.6
2016-11-21,11.54
2016-11-22,11.57
2016-11-23,11.77
2016-11-25,11.89
2016-11-28,11.7
2016-11-29,11.87
2016-11-30,11.62
2016-12-01,11.37
2016-12-02,11.45
2016-12-05,11.72
2016-12-06,12.15
2016-12-07,12.7
2016-12-08,13.11
2016-12-09,12.8
2016-12-12,12.74
2016-12-13,12.55
2016-12-14,12.17
2016-12-15,11.91
2016-12-16,12.05
2016-12-19,12.25
2016-12-20,12.13
2016-12-21,12.22
2016-12-22,12.06
2016-12-23,12.16
2016-12-27,12.18
2016-12-28,11.89
2016-12-29,11.75
2016-12-30,11.48
2017-01-03,11.63
2017-01-04,11.84
2017-01-05,11.88
2017-01-06,11.55
2017-01-09,11.37
2017-01-10,11.48
2017-01-11,11.67
2017-01-12,11.8
2017-01-13,11.91
2017-01-17,11.95
2017-01-18,11.94
2017-01-19,11.76
2017-01-20,11.87
2017-01-23,11.92
2017-01-24,12.56
2017-01-25,12.71
2017-01-26,12.75
2017-01-27,12.54
2017-01-30,12.41
2017-01-31,12.27
2017-02-01,12.3
2017-02-02,12.2
2017-02-03,12.33
2017-02-06,12.24
2017-02-07,12.09
2017-02-08,11.94
2017-02-09,11.93
2017-02-10,12.28
2017-02-13,12.32
2017-02-14,12.13
2017-02-15,12.34
2017-02-16,12.18
2017-02-17,12.07
2017-02-21,12.17
2017-02-22,12.32
2017-02-23,12.11
2017-02-24,12.21
2017-02-27,12.1
2017-02-28,11.94
2017-03-01,12.31
2017-03-02,12.09
2017-03-03,12.27
2017-03-06,12.2
2017-03-07,12.34
2017-03-08,12.65
2017-03-09,12.55
2017-03-10,12.96
2017-03-13,12.61
2017-03-14,12.5
2017-03-15,12.76
2017-03-16,13.31
2017-03-17,12.73
2017-03-20,12.86
2017-03-21,12.51
2017-03-22,12.5
2017-03-23,12.52
2017-03-24,12.59
2017-03-27,12.6
2017-03-28,12.85
2017-03-29,12.95
2017-03-30,12.86
2017-03-31,12.54
2017-04-03,12.39
2017-04-04,12.36
2017-04-05,12.23
2017-04-06,12.27
2017-04-07,12.14
2017-04-10,12.28
2017-04-11,12.33
2017-04-12,12.14
2017-04-13,12.1
2017-04-17,12.33
2017-04-18,12.49
2017-04-19,12.4
2017-04-20,12.22
2017-04-21,12.16
2017-04-24,12.3
2017-04-25,12.33
2017-04-26,12.64
2017-04-27,12.66
2017-04-28,12.45
2017-05-01,12.42
2017-05-02,12.32
2017-05-03,12.09
2017-05-04,12.17
2017-05-05,12.31
2017-05-08,12.25
2017-05-09,12.52
2017-05-10,12.52
2017-05-11,12.49
2017-05-12,12.47
2017-05-15,12.63
2017-05-16,12.68
2017-05-17,12.33
2017-05-18,12.59
2017-05-19,12.74
2017-05-22,12.7
2017-05-23,12.75
2017-05-24,12.8
2017-05-25,12.56
2017-05-26,12.49
2017-05-30,12.53
2017-05-31,12.37
2017-06-01,12.5
2017-06-02,12.61
2017-06-05,12.53
2017-06-06,12.43
2017-06-07,12.31
2017-06-08,12.21
2017-06-09,12.25
2017-06-12,12.35
2017-06-13,12.5
2017-06-14,12.72
2017-06-15,12.45
2017-06-16,12.48
2017-06-19,12.65
2017-06-20,12.55
2017-06-21,12.49
2017-06-22,12.46
2017-06-23,12.57
2017-06-26,12.85
2017-06-27,12.74
2017-06-28,13.06
2017-06-29,13.05
2017-06-30,13.19
2017-07-03,13.14
2017-07-05,13.21
2017-07-06,13.09
2017-07-07,13.47
2017-07-10,13.5
2017-07-11,13.4
2017-07-12,13.38
2017-07-13,13.48
2017-07-14,13.59
2017-07-17,13.66
2017-07-18,13.66
2017-07-19,13.89
2017-07-20,13.91
2017-07-21,13.98
2017-07-24,13.95
2017-07-25,14.08
2017-07-26,14.02
2017-07-27,13.67
2017-07-28,13.38
2017-07-31,13.3
2017-08-01,13.51
2017-08-02,13.42
2017-08-03,13.48
2017-08-04,13.62
2017-08-07,13.68
2017-08-08,13.77
2017-08-09,13.88
2017-08-10,13.71
2017-08-11,13.78
2017-08-14,13.81
2017-08-15,13.76
2017-08-16,13.7
2017-08-17,13.32
2017-08-18,13.06
2017-08-21,13.06
2017-08-22,13.09
2017-08-23,12.87
2017-08-24,12.83
2017-08-25,12.8
2017-08-28,12.77
2017-08-29,12.5
2017-08-30,12.47
2017-08-31,12.74
2017-09-01,12.76
2017-09-05,12.62
2017-09-06,12.55
2017-09-07,12.37
2017-09-08,12.61
2017-09-11,12.91
2017-09-12,13.2
2017-09-13,12.93
2017-09-14,13.0
2017-09-15,12.89
2017-09-18,13.05
2017-09-19,13.11
2017-09-20,12.98
2017-09-21,13.01
2017-09-22,13.06
2017-09-25,13.15
2017-09-26,13.3
2017-09-27,13.32
2017-09-28,13.47
2017-09-29,13.81
2017-10-02,13.99
2017-10-03,14.11
2017-10-04,14.23
2017-10-05,14.33
2017-10-06,14.3
2017-10-09,14.32
2017-10-10,14.43
2017-10-11,14.49
2017-10-12,14.61
2017-10-13,14.64
2017-10-16,14.71
2017-10-17,14.79
2017-10-18,14.99
2017-10-19,15.28
2017-10-20,15.54
2017-10-23,15.49
2017-10-24,15.57
2017-10-25,16.540001
2017-10-26,16.969998999999998
2017-10-27,17.23
2017-10-30,17.379998999999998
2017-10-31,17.690001000000002
2017-11-01,17.700001
2017-11-02,16.93
2017-11-03,17.139999
2017-11-06,17.52
2017-11-07,17.5
2017-11-08,17.6
2017-11-09,17.6
2017-11-10,17.610001
2017-11-13,17.629998999999998
2017-11-14,17.860001
2017-11-15,17.530001000000002
2017-11-16,17.57
2017-11-17,17.809998999999998
2017-11-20,17.780001000000002
2017-11-21,17.950001
2017-11-22,17.93
2017-11-24,18.049999
2017-11-27,17.809998999999998
2017-11-28,18.24
2017-11-29,18.23
2017-11-30,18.120001000000002
2017-12-01,17.65
2017-12-04,17.68
2017-12-05,17.18
2017-12-06,16.870001000000002
2017-12-07,17.290001
2017-12-08,17.559998999999998
2017-12-11,17.66
2017-12-12,17.42
2017-12-13,17.4
2017-12-14,17.43
2017-12-15,17.82
2017-12-18,18.440001000000002
2017-12-19,17.84
2017-12-20,17.93
2017-12-21,18.17
2017-12-22,17.82
2017-12-26,17.870001000000002
2017-12-27,17.77
2017-12-28,18.02
2017-12-29,17.92
2018-01-02,18.049999
