Date,CME
2003-07-14,15.47
2003-07-15,15.566
2003-07-16,15.3
2003-07-17,14.89
2003-07-18,14.96
2003-07-21,14.724
2003-07-22,15.544
2003-07-23,15.796
2003-07-24,15.182
2003-07-25,15.698
2003-07-28,15.58
2003-07-29,15.27
2003-07-30,15.076
2003-07-31,14.73
2003-08-01,14.37
2003-08-04,14.63
2003-08-05,14.936
2003-08-06,14.996
2003-08-07,15.01
2003-08-08,15.01
2003-08-11,15.03
2003-08-12,15.1
2003-08-13,15.396
2003-08-14,15.642
2003-08-15,15.7
2003-08-18,15.584
2003-08-19,14.32
2003-08-20,14.68
2003-08-21,14.38
2003-08-22,13.65
2003-08-25,13.282
2003-08-26,14.062
2003-08-27,14.57
2003-08-28,14.286
2003-08-29,14.078
2003-09-02,13.92
2003-09-03,14.196
2003-09-04,14.188
2003-09-05,14.07
2003-09-08,14.432
2003-09-09,14.416
2003-09-10,14.322
2003-09-11,14.29
2003-09-12,14.316
2003-09-15,14.26
2003-09-16,14.3
2003-09-17,14.472
2003-09-18,14.75
2003-09-19,14.67
2003-09-22,14.496
2003-09-23,14.05
2003-09-24,13.936
2003-09-25,13.696
2003-09-26,13.296
2003-09-29,13.294
2003-09-30,13.762
2003-10-01,13.81
2003-10-02,14.204
2003-10-03,14.35
2003-10-06,14.582
2003-10-07,14.58
2003-10-08,14.67
2003-10-09,14.51
2003-10-10,14.522
2003-10-13,14.94
2003-10-14,14.91
2003-10-15,14.87
2003-10-16,14.686
2003-10-17,14.12
2003-10-20,13.784
2003-10-21,14.002
2003-10-22,13.444
2003-10-23,13.074
2003-10-24,13.55
2003-10-27,13.6
2003-10-28,13.6
2003-10-29,13.796
2003-10-30,13.468
2003-10-31,13.59
2003-11-03,13.6
2003-11-04,13.2
2003-11-05,13.26
2003-11-06,13.27
2003-11-07,13.484
2003-11-10,13.51
2003-11-11,13.65
2003-11-12,13.864
2003-11-13,13.454
2003-11-14,13.53
2003-11-17,13.17
2003-11-18,13.27
2003-11-19,13.642
2003-11-20,13.58
2003-11-21,13.576
2003-11-24,13.728
2003-11-25,13.69
2003-11-26,13.7
2003-11-28,13.694
2003-12-01,13.796
2003-12-02,13.86
2003-12-03,13.67
2003-12-04,13.8
2003-12-05,14.126
2003-12-08,14.0
2003-12-09,13.866
2003-12-10,13.566
2003-12-11,13.72
2003-12-12,13.65
2003-12-15,13.59
2003-12-16,13.734
2003-12-17,13.754
2003-12-18,14.068
2003-12-19,14.394
2003-12-22,14.44
2003-12-23,14.48
2003-12-24,14.392
2003-12-26,14.302
2003-12-29,14.48
2003-12-30,14.536
2003-12-31,14.472
2004-01-02,14.58
2004-01-05,15.622
2004-01-06,15.168
2004-01-07,15.0
2004-01-08,14.888
2004-01-09,15.06
2004-01-12,14.996
2004-01-13,14.798
2004-01-14,14.688
2004-01-15,14.982
2004-01-16,15.94
2004-01-20,16.4
2004-01-21,16.444
2004-01-22,17.360001
2004-01-23,17.122
2004-01-26,17.09
2004-01-27,17.15
2004-01-28,17.002001
2004-01-29,16.997999
2004-01-30,17.483999
2004-02-02,17.459999
2004-02-03,17.200001
2004-02-04,16.874001
2004-02-05,17.032
2004-02-06,17.120001000000002
2004-02-09,17.299999
2004-02-10,17.1
2004-02-11,17.0
2004-02-12,16.889999
2004-02-13,16.620001000000002
2004-02-17,17.072001
2004-02-18,17.059998999999998
2004-02-19,17.118
2004-02-20,16.997999
2004-02-23,17.370001000000002
2004-02-24,17.299999
2004-02-25,17.52
2004-02-26,18.290001
2004-02-27,18.65
2004-03-01,18.972
2004-03-02,18.879998999999998
2004-03-03,18.65
2004-03-04,19.0
2004-03-05,19.438
2004-03-08,19.09
2004-03-09,19.389999
2004-03-10,19.200001
2004-03-11,18.85
2004-03-12,19.024
2004-03-15,18.700001
2004-03-16,18.285999
2004-03-17,18.82
2004-03-18,18.694
2004-03-19,18.754
2004-03-22,18.416
2004-03-23,18.576
2004-03-24,18.450001
2004-03-25,18.610001
2004-03-26,18.936001
2004-03-29,19.334
2004-03-30,19.860001
2004-03-31,19.348
2004-04-01,20.1
2004-04-02,20.6
2004-04-05,21.482
2004-04-06,21.6
2004-04-07,21.98
2004-04-08,21.91
2004-04-12,22.004
2004-04-13,21.066
2004-04-14,21.212
2004-04-15,21.76
2004-04-16,21.996
2004-04-19,22.952
2004-04-20,23.222
2004-04-21,22.903999
2004-04-22,23.440001000000002
2004-04-23,23.77
2004-04-26,23.462
2004-04-27,24.198
2004-04-28,23.700001
2004-04-29,23.4
2004-04-30,23.459999
2004-05-03,23.656
2004-05-04,24.26
2004-05-05,24.468
2004-05-06,23.591998999999998
2004-05-07,23.302
2004-05-10,23.362
2004-05-11,23.558001
2004-05-12,23.370001000000002
2004-05-13,23.58
2004-05-14,23.73
2004-05-17,23.392
2004-05-18,24.558001
2004-05-19,24.813999
2004-05-20,24.743999
2004-05-21,24.912001
2004-05-24,25.252001
2004-05-25,25.525999
2004-05-26,25.997999
2004-05-27,26.059998999999998
2004-05-28,25.84
2004-06-01,24.402
2004-06-02,24.639999
2004-06-03,23.690001000000002
2004-06-04,24.122
2004-06-07,24.870001000000002
2004-06-08,24.938
2004-06-09,24.416
2004-06-10,25.4
2004-06-14,25.360001
2004-06-15,25.176001
2004-06-16,25.464001
2004-06-17,25.440001000000002
2004-06-18,25.809998999999998
2004-06-21,26.004
2004-06-22,25.799999
2004-06-23,26.709999
2004-06-24,27.002001
2004-06-25,27.68
2004-06-28,28.188
2004-06-29,28.139999
2004-06-30,28.874001
2004-07-01,29.466
2004-07-02,28.653999
2004-07-06,28.332001
2004-07-07,28.826
2004-07-08,28.34
2004-07-09,27.746
2004-07-12,26.964001
2004-07-13,26.76
2004-07-14,26.18
2004-07-15,24.530001000000002
2004-07-16,23.441999
2004-07-19,23.85
2004-07-20,25.16
2004-07-21,24.158001000000002
2004-07-22,25.030001000000002
2004-07-23,24.85
2004-07-26,24.548
2004-07-27,25.024
2004-07-28,24.945999
2004-07-29,25.290001
2004-07-30,25.1
2004-08-02,25.08
2004-08-03,25.268
2004-08-04,25.040001
2004-08-05,24.25
2004-08-06,25.976
2004-08-09,27.084
2004-08-10,27.5
2004-08-11,27.462
2004-08-12,26.639999
2004-08-13,26.601999
2004-08-16,27.0
2004-08-17,26.986
2004-08-18,26.98
2004-08-19,26.754
2004-08-20,26.988001
2004-08-23,27.478001000000003
2004-08-24,27.282
2004-08-25,27.266001
2004-08-26,27.653999
2004-08-27,27.299999
2004-08-30,26.634001
2004-08-31,26.625999
2004-09-01,26.459999
2004-09-02,27.540001
2004-09-03,27.4
2004-09-07,28.902
2004-09-08,28.708
2004-09-09,28.924
2004-09-10,28.83
2004-09-13,28.299999
2004-09-14,28.778
2004-09-15,28.266001
2004-09-16,28.16
2004-09-17,28.66
2004-09-20,29.218
2004-09-21,30.233999
2004-09-22,30.412001
2004-09-23,30.608
2004-09-24,31.524
2004-09-27,31.434
2004-09-28,31.860001
2004-09-29,31.691999
2004-09-30,32.259997999999996
2004-10-01,33.139998999999996
2004-10-04,33.689999
2004-10-05,33.740002000000004
2004-10-06,33.720001
2004-10-07,33.428001
2004-10-08,33.181999
2004-10-11,33.25
2004-10-12,33.029999
2004-10-13,33.450001
2004-10-14,34.338001
2004-10-15,34.23
2004-10-18,34.141998
2004-10-19,33.948002
2004-10-20,33.400002
2004-10-21,33.692001
2004-10-22,33.618
2004-10-25,33.869999
2004-10-26,33.139998999999996
2004-10-27,34.054001
2004-10-28,34.75
2004-10-29,35.146
2004-11-01,35.16
2004-11-02,35.959998999999996
2004-11-03,37.403999
2004-11-04,37.389998999999996
2004-11-05,36.066002000000005
2004-11-08,37.478001
2004-11-09,38.222
2004-11-10,39.712002000000005
2004-11-11,39.880001
2004-11-12,40.931999
2004-11-15,42.080002
2004-11-16,40.202
2004-11-17,40.514
2004-11-18,40.709998999999996
2004-11-19,40.203998999999996
2004-11-22,40.534
2004-11-23,41.02
2004-11-24,39.737999
2004-11-26,39.566002000000005
2004-11-29,39.66
2004-11-30,39.141998
2004-12-01,41.521999
2004-12-02,41.936001
2004-12-03,42.798
2004-12-06,43.296001000000004
2004-12-07,43.029999
2004-12-08,43.042
2004-12-09,43.933997999999995
2004-12-10,44.481998
2004-12-13,45.139998999999996
2004-12-14,44.798
2004-12-15,44.818001
2004-12-16,44.5
2004-12-17,44.112
2004-12-20,43.556
2004-12-21,44.049999
2004-12-22,44.259997999999996
2004-12-23,44.299999
2004-12-27,43.720001
2004-12-28,45.032001
2004-12-29,45.584
2004-12-30,45.605999
2004-12-31,45.740002000000004
2005-01-03,43.582001
2005-01-04,42.900002
2005-01-05,43.5
2005-01-06,44.299999
2005-01-07,43.52
2005-01-10,43.09
2005-01-11,42.487999
2005-01-12,41.419998
2005-01-13,41.492001
2005-01-14,41.546001000000004
2005-01-18,41.271999
2005-01-19,40.849998
2005-01-20,39.41
2005-01-21,38.445999
2005-01-24,37.007999
2005-01-25,37.150002
2005-01-26,39.419998
2005-01-27,41.98
2005-01-28,41.897999
2005-01-31,42.900002
2005-02-01,38.299999
2005-02-02,38.874001
2005-02-03,39.042
2005-02-04,40.990002000000004
2005-02-07,41.731998
2005-02-08,42.080002
2005-02-09,40.602001
2005-02-10,41.243999
2005-02-11,41.900002
2005-02-14,42.25
2005-02-15,42.419998
2005-02-16,43.222
2005-02-17,42.608002
2005-02-18,42.903999
2005-02-22,41.981998
2005-02-23,41.568001
2005-02-24,42.001999
2005-02-25,42.23
2005-02-28,41.324001
2005-03-01,44.0
2005-03-02,39.799999
2005-03-03,38.731998
2005-03-04,39.403999
2005-03-07,38.945999
2005-03-08,38.905998
2005-03-09,38.360001000000004
2005-03-10,39.580002
2005-03-11,39.459998999999996
2005-03-14,39.366001000000004
2005-03-15,39.700001
2005-03-16,39.383998999999996
2005-03-17,38.759997999999996
2005-03-18,38.678001
2005-03-21,39.716
2005-03-22,38.759997999999996
2005-03-23,38.110001000000004
2005-03-24,38.650002
2005-03-28,39.004002
2005-03-29,37.928001
2005-03-30,38.708
2005-03-31,38.806
2005-04-01,36.700001
2005-04-04,37.771999
2005-04-05,37.762001
2005-04-06,37.939999
2005-04-07,37.577999
2005-04-08,37.273998
2005-04-11,37.042
2005-04-12,37.099998
2005-04-13,37.150002
2005-04-14,35.798
2005-04-15,34.209998999999996
2005-04-18,34.540001000000004
2005-04-19,34.970001
2005-04-20,34.245998
2005-04-21,33.992001
2005-04-22,34.200001
2005-04-25,35.602001
2005-04-26,37.880001
2005-04-27,39.619999
2005-04-28,38.964001
2005-04-29,39.104
2005-05-02,38.59
2005-05-03,38.352001
2005-05-04,39.568001
2005-05-05,39.584
2005-05-06,39.675999
2005-05-09,39.860001000000004
2005-05-10,39.256001
2005-05-11,39.049999
2005-05-12,37.900002
2005-05-13,38.23
2005-05-16,39.604
2005-05-17,40.220001
2005-05-18,40.877998
2005-05-19,40.98
2005-05-20,41.804001
2005-05-23,42.362
2005-05-24,42.669998
2005-05-25,42.119999
2005-05-26,42.462002000000005
2005-05-27,42.560001
2005-05-31,43.237999
2005-06-01,42.799999
2005-06-02,46.400002
2005-06-03,49.237999
2005-06-06,50.360001000000004
2005-06-07,48.970001
2005-06-08,48.698002
2005-06-09,49.799999
2005-06-10,49.459998999999996
2005-06-13,50.481998
2005-06-14,50.389998999999996
2005-06-15,51.636002000000005
2005-06-16,51.18
2005-06-17,51.018002
2005-06-20,50.032001
2005-06-21,50.75
2005-06-22,52.834
2005-06-23,50.888
2005-06-24,50.787997999999995
2005-06-27,51.099998
2005-06-28,54.200001
2005-06-29,61.189999
2005-06-30,59.099998
2005-07-01,58.830002
2005-07-05,59.799999
2005-07-06,58.835999
2005-07-07,58.674
2005-07-08,58.108002
2005-07-11,58.290001000000004
2005-07-12,59.73
2005-07-13,60.299999
2005-07-14,60.321999
2005-07-15,60.998001
2005-07-18,60.549999
2005-07-19,61.599998
2005-07-20,60.959998999999996
2005-07-21,61.400002
2005-07-22,60.661999
2005-07-25,59.400002
2005-07-26,60.700001
2005-07-27,59.074001
2005-07-28,60.099998
2005-07-29,60.209998999999996
2005-08-01,60.669998
2005-08-02,61.773998
2005-08-03,61.014
2005-08-04,60.362
2005-08-05,59.237999
2005-08-08,58.026001
2005-08-09,58.619999
2005-08-10,57.917999
2005-08-11,58.102001
2005-08-12,58.632
2005-08-15,54.84
2005-08-16,54.799999
2005-08-17,53.172001
2005-08-18,53.354
2005-08-19,54.700001
2005-08-22,54.740002000000004
2005-08-23,55.104
2005-08-24,55.014
2005-08-25,54.152
2005-08-26,53.799999
2005-08-29,53.810001
2005-08-30,54.599998
2005-08-31,55.52
2005-09-01,60.226002
2005-09-02,59.742001
2005-09-06,59.580002
2005-09-07,60.02
2005-09-08,60.742001
2005-09-09,60.84
2005-09-12,60.73
2005-09-13,60.380001
2005-09-14,60.259997999999996
2005-09-15,60.099998
2005-09-16,62.099998
2005-09-19,61.200001
2005-09-20,63.779999
2005-09-21,64.02600100000001
2005-09-22,66.199997
2005-09-23,65.32
2005-09-26,66.720001
2005-09-27,65.699997
2005-09-28,65.066002
2005-09-29,66.610001
2005-09-30,67.459999
2005-10-03,68.666
2005-10-04,68.129997
2005-10-05,67.199997
2005-10-06,67.03600300000001
2005-10-07,67.110001
2005-10-10,65.980003
2005-10-11,66.344002
2005-10-12,63.799999
2005-10-13,62.080002
2005-10-14,63.439999
2005-10-17,64.519997
2005-10-18,66.190002
2005-10-19,66.639999
2005-10-20,66.800003
2005-10-21,69.599998
2005-10-24,71.07
2005-10-25,71.804001
2005-10-26,72.334
2005-10-27,70.643997
2005-10-28,72.5
2005-10-31,73.029999
2005-11-01,72.0
2005-11-02,74.550003
2005-11-03,74.800003
2005-11-04,76.379997
2005-11-07,77.634003
2005-11-08,77.599998
2005-11-09,76.11799599999999
2005-11-10,78.363998
2005-11-11,77.360001
2005-11-14,76.82599599999999
2005-11-15,77.379997
2005-11-16,75.587997
2005-11-17,75.650002
2005-11-18,75.18
2005-11-21,76.681999
2005-11-22,76.38200400000001
2005-11-23,77.334
2005-11-25,79.379997
2005-11-28,74.260002
2005-11-29,74.019997
2005-11-30,70.83000200000001
2005-12-01,73.699997
2005-12-02,73.959999
2005-12-05,72.400002
2005-12-06,71.940002
2005-12-07,69.400002
2005-12-08,71.612
2005-12-09,71.989998
2005-12-12,73.480003
2005-12-13,73.849998
2005-12-14,73.870003
2005-12-15,73.624001
2005-12-16,73.802002
2005-12-19,73.43
2005-12-20,74.342003
2005-12-21,74.809998
2005-12-22,75.241997
2005-12-23,75.949997
2005-12-27,75.739998
2005-12-28,74.797997
2005-12-29,73.601997
2005-12-30,73.498001
2006-01-03,72.606003
2006-01-04,71.559998
2006-01-05,72.800003
2006-01-06,74.989998
2006-01-09,76.199997
2006-01-10,75.907997
2006-01-11,77.199997
2006-01-12,76.029999
2006-01-13,76.447998
2006-01-17,76.400002
2006-01-18,75.314003
2006-01-19,76.396004
2006-01-20,75.32800300000001
2006-01-23,76.893997
2006-01-24,81.683998
2006-01-25,80.449997
2006-01-26,81.736
2006-01-27,80.32800300000001
2006-01-30,80.800003
2006-01-31,84.650002
2006-02-01,82.83000200000001
2006-02-02,83.23200200000001
2006-02-03,83.204002
2006-02-06,83.557999
2006-02-07,80.0
2006-02-08,80.779999
2006-02-09,79.730003
2006-02-10,80.050003
2006-02-13,80.57599599999999
2006-02-14,82.33000200000001
2006-02-15,82.400002
2006-02-16,82.199997
2006-02-17,82.800003
2006-02-21,82.43
2006-02-22,84.514
2006-02-23,83.433998
2006-02-24,84.529999
2006-02-27,87.0
2006-02-28,85.120003
2006-03-01,86.279999
2006-03-02,86.697998
2006-03-03,86.849998
2006-03-06,85.638
2006-03-07,84.599998
2006-03-08,83.947998
2006-03-09,83.332001
2006-03-10,85.68
2006-03-13,84.779999
2006-03-14,86.094002
2006-03-15,86.501999
2006-03-16,85.58000200000001
2006-03-17,84.889999
2006-03-20,85.804001
2006-03-21,84.353996
2006-03-22,85.120003
2006-03-23,85.940002
2006-03-24,87.050003
2006-03-27,89.475998
2006-03-28,88.874001
2006-03-29,89.615997
2006-03-30,89.589996
2006-03-31,89.5
2006-04-03,87.730003
2006-04-04,88.989998
2006-04-05,88.769997
2006-04-06,91.082001
2006-04-07,96.099998
2006-04-10,96.844002
2006-04-11,96.501999
2006-04-12,97.980003
2006-04-13,98.031998
2006-04-17,98.458
2006-04-18,99.056
2006-04-19,99.68
2006-04-20,98.980003
2006-04-21,100.022003
2006-04-24,98.699997
2006-04-25,95.050003
2006-04-26,93.75
2006-04-27,93.508003
2006-04-28,91.599998
2006-05-01,90.702003
2006-05-02,92.199997
2006-05-03,90.211998
2006-05-04,95.43
2006-05-05,97.199997
2006-05-08,96.699997
2006-05-09,96.23200200000001
2006-05-10,95.996002
2006-05-11,92.550003
2006-05-12,92.300003
2006-05-15,91.362
2006-05-16,92.092003
2006-05-17,88.93
2006-05-18,88.599998
2006-05-19,89.92400400000001
2006-05-22,87.129997
2006-05-23,87.400002
2006-05-24,86.629997
2006-05-25,88.793999
2006-05-26,89.709999
2006-05-30,87.379997
2006-05-31,88.260002
2006-06-01,91.239998
2006-06-02,91.160004
2006-06-05,88.809998
2006-06-06,88.094002
2006-06-07,89.008003
2006-06-08,90.0
2006-06-09,90.655998
2006-06-12,89.199997
2006-06-13,88.22399899999999
2006-06-14,88.129997
2006-06-15,89.699997
2006-06-16,90.849998
2006-06-19,88.949997
2006-06-20,89.984001
2006-06-21,95.601997
2006-06-22,94.143997
2006-06-23,95.559998
2006-06-26,96.860001
2006-06-27,94.709999
2006-06-28,94.501999
2006-06-29,97.543999
2006-06-30,98.230003
2006-07-03,99.370003
2006-07-05,100.522003
2006-07-06,100.148003
2006-07-07,99.012001
2006-07-10,97.699997
2006-07-11,96.127998
2006-07-12,94.68
2006-07-13,93.16999799999999
2006-07-14,92.832001
2006-07-17,92.292
2006-07-18,92.197998
2006-07-19,94.199997
2006-07-20,92.599998
2006-07-21,90.400002
2006-07-24,93.0
2006-07-25,91.050003
2006-07-26,90.0
2006-07-27,89.068001
2006-07-28,90.699997
2006-07-31,92.239998
2006-08-01,92.272003
2006-08-02,91.019997
2006-08-03,91.613998
2006-08-04,97.143997
2006-08-07,97.360001
2006-08-08,98.0
2006-08-09,97.040001
2006-08-10,95.300003
2006-08-11,92.98200200000001
2006-08-14,92.279999
2006-08-15,93.400002
2006-08-16,93.550003
2006-08-17,93.0
2006-08-18,92.269997
2006-08-21,91.029999
2006-08-22,90.279999
2006-08-23,89.120003
2006-08-24,89.099998
2006-08-25,89.695999
2006-08-28,87.449997
2006-08-29,87.489998
2006-08-30,86.849998
2006-08-31,88.0
2006-09-01,88.417999
2006-09-05,88.877998
2006-09-06,88.879997
2006-09-07,88.202003
2006-09-08,88.739998
2006-09-11,88.587997
2006-09-12,90.900002
2006-09-13,91.400002
2006-09-14,90.75
2006-09-15,94.449997
2006-09-18,94.620003
2006-09-19,93.531998
2006-09-20,92.015999
2006-09-21,92.809998
2006-09-22,92.32599599999999
2006-09-25,93.851997
2006-09-26,94.110001
2006-09-27,95.870003
2006-09-28,95.339996
2006-09-29,95.650002
2006-10-02,93.370003
2006-10-03,95.199997
2006-10-04,97.853996
2006-10-05,98.349998
2006-10-06,98.160004
2006-10-09,104.297997
2006-10-10,100.598
2006-10-11,99.800003
2006-10-12,99.998001
2006-10-13,100.178001
2006-10-16,100.650002
2006-10-17,103.300003
2006-10-18,101.449997
2006-10-19,100.199997
2006-10-20,98.03600300000001
2006-10-23,100.650002
2006-10-24,101.0
2006-10-25,99.300003
2006-10-26,99.889999
2006-10-27,101.059998
2006-10-30,99.996002
2006-10-31,100.199997
2006-11-01,100.265999
2006-11-02,100.230003
2006-11-03,100.209999
2006-11-06,102.36799599999999
2006-11-07,101.93
2006-11-08,100.944
2006-11-09,99.057999
2006-11-10,99.164001
2006-11-13,99.795998
2006-11-14,102.744003
2006-11-15,106.501999
2006-11-16,108.010002
2006-11-17,107.0
2006-11-20,108.32
2006-11-21,110.400002
2006-11-22,110.772003
2006-11-24,110.648003
2006-11-27,106.554001
2006-11-28,107.398003
2006-11-29,107.807999
2006-11-30,107.120003
2006-12-01,106.279999
2006-12-04,106.620003
2006-12-05,108.362
2006-12-06,108.290001
2006-12-07,107.730003
2006-12-08,109.227997
2006-12-11,108.627998
2006-12-12,108.351997
2006-12-13,106.384003
2006-12-14,105.900002
2006-12-15,106.599998
2006-12-18,105.400002
2006-12-19,106.991997
2006-12-20,104.900002
2006-12-21,102.806
2006-12-22,102.199997
2006-12-26,101.634003
2006-12-27,102.157997
2006-12-28,102.589996
2006-12-29,101.949997
2007-01-03,104.599998
2007-01-04,105.360001
2007-01-05,105.853996
2007-01-08,106.980003
2007-01-09,107.598
2007-01-10,110.67400400000001
2007-01-11,111.334
2007-01-12,114.800003
2007-01-16,113.949997
2007-01-17,116.400002
2007-01-18,115.5
2007-01-19,115.466003
2007-01-22,114.0
2007-01-23,116.870003
2007-01-24,118.307999
2007-01-25,115.800003
2007-01-26,117.772003
2007-01-29,115.16999799999999
2007-01-30,113.650002
2007-01-31,112.660004
2007-02-01,115.564003
2007-02-02,115.779999
2007-02-05,115.519997
2007-02-06,115.816002
2007-02-07,117.470001
2007-02-08,116.837997
2007-02-09,114.650002
2007-02-12,112.800003
2007-02-13,114.400002
2007-02-14,114.599998
2007-02-15,114.51799799999999
2007-02-16,114.952003
2007-02-20,115.400002
2007-02-21,113.454002
2007-02-22,110.0
2007-02-23,108.970001
2007-02-26,107.318001
2007-02-27,102.197998
2007-02-28,107.83000200000001
2007-03-01,109.045998
2007-03-02,108.050003
2007-03-05,110.879997
2007-03-06,112.910004
2007-03-07,112.206001
2007-03-08,113.538002
2007-03-09,113.592003
2007-03-12,113.5
2007-03-13,110.089996
2007-03-14,112.793999
2007-03-15,106.57599599999999
2007-03-16,105.400002
2007-03-19,106.050003
2007-03-20,106.489998
2007-03-21,108.099998
2007-03-22,108.82599599999999
2007-03-23,108.167999
2007-03-26,107.639999
2007-03-27,107.48200200000001
2007-03-28,105.849998
2007-03-29,106.222
2007-03-30,106.491997
2007-04-02,108.77600100000001
2007-04-03,110.18
2007-04-04,111.41999799999999
2007-04-05,110.699997
2007-04-09,110.099998
2007-04-10,110.099998
2007-04-11,110.099998
2007-04-12,110.66999799999999
2007-04-13,110.297997
2007-04-16,111.748001
2007-04-17,111.639999
2007-04-18,111.720001
2007-04-19,110.769997
2007-04-20,111.178001
2007-04-23,109.480003
2007-04-24,106.260002
2007-04-25,106.139999
2007-04-26,103.75
2007-04-27,104.398003
2007-04-30,103.349998
2007-05-01,102.519997
2007-05-02,103.059998
2007-05-03,104.199997
2007-05-04,102.980003
2007-05-07,101.589996
2007-05-08,101.75
2007-05-09,101.389999
2007-05-10,99.589996
2007-05-11,107.260002
2007-05-14,105.898003
2007-05-15,104.68
2007-05-16,104.309998
2007-05-17,104.760002
2007-05-18,103.980003
2007-05-21,103.0
2007-05-22,104.431999
2007-05-23,103.877998
2007-05-24,102.449997
2007-05-25,102.699997
2007-05-29,105.204002
2007-05-30,105.57
2007-05-31,106.199997
2007-06-01,107.400002
2007-06-04,107.050003
2007-06-05,107.853996
2007-06-06,108.480003
2007-06-07,107.893997
2007-06-08,109.92600300000001
2007-06-11,111.414001
2007-06-12,109.699997
2007-06-13,110.25
2007-06-14,109.498001
2007-06-15,110.540001
2007-06-18,109.197998
2007-06-19,109.255997
2007-06-20,108.779999
2007-06-21,109.849998
2007-06-22,107.989998
2007-06-25,106.68
2007-06-26,106.18
2007-06-27,108.431999
2007-06-28,108.096001
2007-06-29,106.872002
2007-07-02,106.5
2007-07-03,107.870003
2007-07-05,111.138
2007-07-06,114.959999
2007-07-09,114.115997
2007-07-10,112.160004
2007-07-11,116.010002
2007-07-12,117.559998
2007-07-13,116.900002
2007-07-16,117.260002
2007-07-17,116.75
2007-07-18,115.528
2007-07-19,114.400002
2007-07-20,112.400002
2007-07-23,111.91999799999999
2007-07-24,109.800003
2007-07-25,109.503998
2007-07-26,107.5
2007-07-27,111.300003
2007-07-30,114.309998
2007-07-31,110.5
2007-08-01,112.274002
2007-08-02,111.195999
2007-08-03,111.58000200000001
2007-08-06,114.844002
2007-08-07,115.800003
2007-08-08,121.0
2007-08-09,118.75
2007-08-10,118.849998
2007-08-13,116.21399699999999
2007-08-14,112.459999
2007-08-15,107.980003
2007-08-16,105.900002
2007-08-17,108.769997
2007-08-20,107.524002
2007-08-21,110.800003
