Date,KERX
2013-09-30,10.09
2013-10-01,10.39
2013-10-02,10.42
2013-10-03,10.21
2013-10-04,10.34
2013-10-07,10.04
2013-10-08,9.38
2013-10-09,9.25
2013-10-10,9.39
2013-10-11,9.339
2013-10-14,9.01
2013-10-15,8.76
2013-10-16,10.49
2013-10-17,11.59
2013-10-18,11.26
2013-10-21,10.87
2013-10-22,10.98
2013-10-23,10.72
2013-10-24,10.79
2013-10-25,10.81
2013-10-28,10.88
2013-10-29,10.79
2013-10-30,10.32
2013-10-31,10.35
2013-11-01,10.64
2013-11-04,11.1
2013-11-05,13.179
2013-11-06,14.28
2013-11-07,13.195
2013-11-08,12.99
2013-11-11,12.48
2013-11-12,13.07
2013-11-13,12.69
2013-11-14,12.6
2013-11-15,12.76
2013-11-18,12.22
2013-11-19,12.4
2013-11-20,12.32
2013-11-21,12.81
2013-11-22,12.85
2013-11-25,12.76
2013-11-26,13.32
2013-11-27,13.28
2013-11-29,13.89
2013-12-02,14.59
2013-12-03,14.47
2013-12-04,14.68
2013-12-05,12.94
2013-12-06,12.75
2013-12-09,12.59
2013-12-10,12.76
2013-12-11,12.11
2013-12-12,12.23
2013-12-13,12.17
2013-12-16,12.5
2013-12-17,12.46
2013-12-18,12.99
2013-12-19,13.36
2013-12-20,13.02
2013-12-23,12.98
2013-12-24,13.01
2013-12-26,13.11
2013-12-27,12.66
2013-12-30,12.77
2013-12-31,12.95
2014-01-02,12.63
2014-01-03,12.83
2014-01-06,12.16
2014-01-07,12.47
2014-01-08,12.43
2014-01-09,12.63
2014-01-10,13.98
2014-01-13,13.09
2014-01-14,13.6
2014-01-15,13.61
2014-01-16,14.24
2014-01-17,15.22
2014-01-21,15.38
2014-01-22,14.6
2014-01-23,15.45
2014-01-24,15.7
2014-01-27,15.1
2014-01-28,15.87
2014-01-29,15.38
2014-01-30,15.81
2014-01-31,15.38
2014-02-03,14.43
2014-02-04,15.05
2014-02-05,14.76
2014-02-06,14.47
2014-02-07,15.21
2014-02-10,15.3
2014-02-11,15.33
2014-02-12,15.39
2014-02-13,15.54
2014-02-14,15.27
2014-02-18,15.6
2014-02-19,15.37
2014-02-20,16.07
2014-02-21,16.360001
2014-02-24,16.49
2014-02-25,16.799999
2014-02-26,16.559998999999998
2014-02-27,16.620001000000002
2014-02-28,16.049999
2014-03-03,16.1
2014-03-04,16.65
2014-03-05,16.5
2014-03-06,15.9
2014-03-07,15.27
2014-03-10,14.99
2014-03-11,14.785
2014-03-12,14.81
2014-03-13,15.19
2014-03-14,15.11
2014-03-17,14.99
2014-03-18,15.45
2014-03-19,15.23
2014-03-20,15.01
2014-03-21,14.84
2014-03-24,14.11
2014-03-25,14.09
2014-03-26,16.540001
2014-03-27,16.879998999999998
2014-03-28,16.610001
2014-03-31,17.040001
2014-04-01,16.780001000000002
2014-04-02,17.030001000000002
2014-04-03,16.6
2014-04-04,15.92
2014-04-07,15.8
2014-04-08,15.48
2014-04-09,15.51
2014-04-10,14.71
2014-04-11,14.26
2014-04-14,14.06
2014-04-15,13.91
2014-04-16,13.92
2014-04-17,13.46
2014-04-21,13.86
2014-04-22,14.23
2014-04-23,13.79
2014-04-24,14.025
2014-04-25,13.85
2014-04-28,14.04
2014-04-29,14.35
2014-04-30,14.77
2014-05-01,14.67
2014-05-02,14.5
2014-05-05,14.49
2014-05-06,14.33
2014-05-07,14.21
2014-05-08,12.26
2014-05-09,12.11
2014-05-12,12.74
2014-05-13,12.92
2014-05-14,12.84
2014-05-15,12.81
2014-05-16,12.79
2014-05-19,13.16
2014-05-20,13.08
2014-05-21,13.07
2014-05-22,13.17
2014-05-23,12.92
2014-05-27,13.18
2014-05-28,13.14
2014-05-29,13.16
2014-05-30,13.2
2014-06-02,13.08
2014-06-03,13.24
2014-06-04,13.49
2014-06-05,13.66
2014-06-06,13.69
2014-06-09,14.52
2014-06-10,14.62
2014-06-11,14.37
2014-06-12,14.2
2014-06-13,14.23
2014-06-16,14.28
2014-06-17,14.28
2014-06-18,14.62
2014-06-19,14.84
2014-06-20,14.99
2014-06-23,14.89
2014-06-24,15.04
2014-06-25,15.5
2014-06-26,15.48
2014-06-27,15.51
2014-06-30,15.38
2014-07-01,16.0
2014-07-02,16.059998999999998
2014-07-03,16.1
2014-07-07,15.61
2014-07-08,15.0475
2014-07-09,15.28
2014-07-10,15.19
2014-07-11,14.84
2014-07-14,15.11
2014-07-15,14.24
2014-07-16,13.96
2014-07-17,13.62
2014-07-18,14.06
2014-07-21,13.91
2014-07-22,14.21
2014-07-23,14.68
2014-07-24,14.86
2014-07-25,15.15
2014-07-28,15.0
2014-07-29,15.27
2014-07-30,15.35
2014-07-31,15.05
2014-08-01,15.06
2014-08-04,15.45
2014-08-05,15.66
2014-08-06,15.6
2014-08-07,15.8
2014-08-08,15.73
2014-08-11,16.43
2014-08-12,16.5
2014-08-13,16.76
2014-08-14,16.74
2014-08-15,16.74
2014-08-18,16.52
2014-08-19,16.219998999999998
2014-08-20,16.18
2014-08-21,15.63
2014-08-22,15.89
2014-08-25,17.23
2014-08-26,17.889999
2014-08-27,18.18
2014-08-28,17.809998999999998
2014-08-29,18.190001000000002
2014-09-02,18.0
2014-09-03,18.08
2014-09-04,17.99
2014-09-05,17.01
2014-09-08,15.11
2014-09-09,14.63
2014-09-10,14.4
2014-09-11,14.65
2014-09-12,14.34
2014-09-15,13.84
2014-09-16,13.55
2014-09-17,13.69
2014-09-18,13.68
2014-09-19,13.48
2014-09-22,12.99
2014-09-23,12.71
2014-09-24,13.07
2014-09-25,13.15
2014-09-26,13.08
2014-09-29,13.7
2014-09-30,13.75
2014-10-01,14.39
2014-10-02,15.63
2014-10-03,16.1
2014-10-06,16.33
2014-10-07,15.68
2014-10-08,16.49
2014-10-09,15.82
2014-10-10,14.98
2014-10-13,15.3
2014-10-14,15.19
2014-10-15,15.54
2014-10-16,16.02
2014-10-17,15.37
2014-10-20,15.52
2014-10-21,15.92
2014-10-22,16.01
2014-10-23,16.559998999999998
2014-10-24,16.73
2014-10-27,16.49
2014-10-28,16.32
2014-10-29,16.360001
2014-10-30,16.57
2014-10-31,16.85
2014-11-03,16.450001
2014-11-04,16.299999
2014-11-05,15.37
2014-11-06,17.200001
2014-11-07,16.73
2014-11-10,16.43
2014-11-11,15.94
2014-11-12,15.59
2014-11-13,15.48
2014-11-14,15.21
2014-11-17,15.18
2014-11-18,15.54
2014-11-19,15.16
2014-11-20,15.53
2014-11-21,15.7
2014-11-24,15.93
2014-11-25,15.83
2014-11-26,15.89
2014-11-28,15.9
2014-12-01,15.37
2014-12-02,15.42
2014-12-03,15.49
2014-12-04,15.37
2014-12-05,16.15
2014-12-08,15.82
2014-12-09,16.07
2014-12-10,15.08
2014-12-11,15.12
2014-12-12,14.5
2014-12-15,13.73
2014-12-16,13.57
2014-12-17,14.09
2014-12-18,14.665
2014-12-19,14.79
2014-12-22,14.7
2014-12-23,13.8
2014-12-24,14.0
2014-12-26,14.23
2014-12-29,13.98
2014-12-30,14.115
2014-12-31,14.15
2015-01-02,14.34
2015-01-05,13.65
2015-01-06,13.11
2015-01-07,13.68
2015-01-08,14.37
2015-01-09,14.68
2015-01-12,14.3
2015-01-13,13.67
2015-01-14,13.36
2015-01-15,13.37
2015-01-16,14.22
2015-01-20,13.81
2015-01-21,12.87
2015-01-22,13.34
2015-01-23,13.23
2015-01-26,13.45
2015-01-27,13.07
2015-01-28,12.61
2015-01-29,12.66
2015-01-30,12.16
2015-02-02,12.03
2015-02-03,12.13
2015-02-04,11.76
2015-02-05,12.09
2015-02-06,11.32
2015-02-09,10.87
2015-02-10,11.26
2015-02-11,11.3
2015-02-12,12.23
2015-02-13,11.63
2015-02-17,11.91
2015-02-18,12.35
2015-02-19,12.45
2015-02-20,12.07
2015-02-23,12.34
2015-02-24,11.94
2015-02-25,11.8
2015-02-26,11.93
2015-02-27,12.16
2015-03-02,12.41
2015-03-03,13.04
2015-03-04,13.26
2015-03-05,13.19
2015-03-06,12.56
2015-03-09,12.62
2015-03-10,12.69
2015-03-11,13.12
2015-03-12,13.2
2015-03-13,13.0
2015-03-16,13.17
2015-03-17,12.97
2015-03-18,13.12
2015-03-19,13.63
2015-03-20,14.31
2015-03-23,14.02
2015-03-24,13.84
2015-03-25,13.26
2015-03-26,12.78
2015-03-27,12.7
2015-03-30,13.04
2015-03-31,12.73
2015-04-01,12.37
2015-04-02,11.91
2015-04-06,11.84
2015-04-07,12.13
2015-04-08,12.38
2015-04-09,12.33
2015-04-10,12.42
2015-04-13,12.51
2015-04-14,12.38
2015-04-15,12.34
2015-04-16,12.28
2015-04-17,11.45
2015-04-20,11.58
2015-04-21,11.67
2015-04-22,11.52
2015-04-23,11.73
2015-04-24,11.41
2015-04-27,11.02
2015-04-28,11.11
2015-04-29,11.24
2015-04-30,10.66
2015-05-01,10.9
2015-05-04,10.48
2015-05-05,10.295
2015-05-06,9.96
2015-05-07,9.73
2015-05-08,9.32
2015-05-11,10.7
2015-05-12,10.29
2015-05-13,10.18
2015-05-14,10.22
2015-05-15,10.33
2015-05-18,10.5
2015-05-19,10.67
2015-05-20,10.67
2015-05-21,10.66
2015-05-22,10.33
2015-05-26,10.29
2015-05-27,10.4
2015-05-28,10.19
2015-05-29,10.4
2015-06-01,10.13
2015-06-02,10.19
2015-06-03,10.55
2015-06-04,10.23
2015-06-05,10.18
2015-06-08,10.22
2015-06-09,10.05
2015-06-10,10.25
2015-06-11,10.09
2015-06-12,9.63
2015-06-15,9.68
2015-06-16,9.88
2015-06-17,9.95
2015-06-18,10.21
2015-06-19,10.03
2015-06-22,10.27
2015-06-23,10.06
2015-06-24,10.01
2015-06-25,9.96
2015-06-26,9.83
2015-06-29,9.37
2015-06-30,9.98
2015-07-01,9.84
2015-07-02,9.67
2015-07-06,9.68
2015-07-07,9.89
2015-07-08,9.57
2015-07-09,9.7
2015-07-10,9.81
2015-07-13,9.81
2015-07-14,10.01
2015-07-15,9.92
2015-07-16,10.31
2015-07-17,9.7
2015-07-20,9.47
2015-07-21,9.4
2015-07-22,9.54
2015-07-23,9.26
2015-07-24,7.84
2015-07-27,7.66
2015-07-28,8.09
2015-07-29,7.72
2015-07-30,7.75
2015-07-31,7.98
2015-08-03,7.5
2015-08-04,7.34
2015-08-05,7.51
2015-08-06,6.84
2015-08-07,6.265
2015-08-10,6.34
2015-08-11,6.23
2015-08-12,6.46
2015-08-13,6.08
2015-08-14,6.05
2015-08-17,6.46
2015-08-18,6.21
2015-08-19,6.01
2015-08-20,5.54
2015-08-21,5.75
2015-08-24,5.59
2015-08-25,5.61
2015-08-26,5.87
2015-08-27,6.2
2015-08-28,6.42
2015-08-31,6.18
2015-09-01,5.85
2015-09-02,6.03
2015-09-03,5.06
2015-09-04,4.76
2015-09-08,4.75
2015-09-09,4.61
2015-09-10,4.64
2015-09-11,4.69
2015-09-14,4.66
2015-09-15,4.76
2015-09-16,4.79
2015-09-17,4.64
2015-09-18,4.39
2015-09-21,3.98
2015-09-22,
2015-09-23,3.92
2015-09-24,3.98
2015-09-25,3.63
2015-09-28,3.375
2015-09-29,3.54
2015-09-30,3.52
2015-10-01,3.19
2015-10-02,3.2
2015-10-05,3.23
2015-10-06,3.47
2015-10-07,3.71
2015-10-08,4.02
2015-10-09,4.25
2015-10-12,4.09
2015-10-13,3.7
2015-10-14,3.74
2015-10-15,3.98
2015-10-16,4.32
2015-10-19,4.85
2015-10-20,4.6
2015-10-21,4.62
2015-10-22,4.67
2015-10-23,4.47
2015-10-26,4.12
2015-10-27,4.02
2015-10-28,4.0
2015-10-29,4.51
2015-10-30,4.48
2015-11-02,4.87
2015-11-03,5.4
2015-11-04,5.39
2015-11-05,5.06
2015-11-06,5.22
2015-11-09,5.47
2015-11-10,5.37
2015-11-11,5.17
2015-11-12,4.89
2015-11-13,5.07
2015-11-16,5.11
2015-11-17,5.02
2015-11-18,5.29
2015-11-19,5.21
2015-11-20,5.03
2015-11-23,5.06
2015-11-24,5.21
2015-11-25,5.49
2015-11-27,5.59
2015-11-30,5.77
2015-12-01,5.72
2015-12-02,5.77
2015-12-03,5.22
2015-12-04,5.2
2015-12-07,4.57
2015-12-08,4.65
2015-12-09,4.5
2015-12-10,4.73
2015-12-11,4.3
2015-12-14,3.98
2015-12-15,4.26
2015-12-16,4.64
2015-12-17,4.85
2015-12-18,5.38
2015-12-21,5.81
2015-12-22,5.41
2015-12-23,5.39
2015-12-24,5.38
2015-12-28,5.215
2015-12-29,5.19
2015-12-30,4.92
2015-12-31,5.05
2016-01-04,4.82
2016-01-05,4.8
2016-01-06,4.42
2016-01-07,4.04
2016-01-08,3.88
2016-01-11,3.51
2016-01-12,3.64
2016-01-13,3.31
2016-01-14,3.46
2016-01-15,3.29
2016-01-19,3.17
2016-01-20,3.475
2016-01-21,3.37
2016-01-22,3.44
2016-01-25,3.36
2016-01-26,3.7
2016-01-27,3.52
2016-01-28,3.35
2016-01-29,3.53
2016-02-01,3.39
2016-02-02,3.44
2016-02-03,3.45
2016-02-04,3.64
2016-02-05,3.55
2016-02-08,3.31
2016-02-09,3.19
2016-02-10,3.23
2016-02-11,3.24
2016-02-12,3.425
2016-02-16,3.7
2016-02-17,3.89
2016-02-18,3.49
2016-02-19,3.64
2016-02-22,3.58
2016-02-23,3.31
2016-02-24,3.5
2016-02-25,3.34
2016-02-26,3.64
2016-02-29,4.02
2016-03-01,4.3
2016-03-02,4.77
2016-03-03,5.08
2016-03-04,5.18
2016-03-07,5.38
2016-03-08,4.79
2016-03-09,4.75
2016-03-10,4.72
2016-03-11,4.81
2016-03-14,4.81
2016-03-15,4.41
2016-03-16,4.14
2016-03-17,4.27
2016-03-18,4.7
2016-03-21,4.72
2016-03-22,4.69
2016-03-23,4.43
2016-03-24,4.57
2016-03-28,4.55
2016-03-29,4.94
2016-03-30,4.71
2016-03-31,4.67
2016-04-01,4.6
2016-04-04,4.54
2016-04-05,4.7
2016-04-06,5.03
2016-04-07,5.08
2016-04-08,4.93
2016-04-11,4.69
2016-04-12,4.85
2016-04-13,5.12
2016-04-14,5.09
2016-04-15,5.06
2016-04-18,5.04
2016-04-19,5.13
2016-04-20,5.19
2016-04-21,5.24
2016-04-22,5.15
2016-04-25,5.26
2016-04-26,5.06
2016-04-27,5.08
2016-04-28,5.26
2016-04-29,5.44
2016-05-02,5.96
2016-05-03,5.64
2016-05-04,5.21
2016-05-05,5.29
2016-05-06,5.37
2016-05-09,5.47
2016-05-10,5.42
2016-05-11,5.25
2016-05-12,5.185
2016-05-13,5.36
2016-05-16,5.54
2016-05-17,5.46
2016-05-18,5.55
2016-05-19,5.53
2016-05-20,5.74
2016-05-23,5.81
2016-05-24,5.91
2016-05-25,5.7
2016-05-26,5.71
2016-05-27,5.86
2016-05-31,6.01
2016-06-01,5.98
2016-06-02,6.69
2016-06-03,6.28
2016-06-06,6.5
2016-06-07,6.33
2016-06-08,6.33
2016-06-09,6.05
2016-06-10,5.93
2016-06-13,5.86
2016-06-14,5.88
2016-06-15,5.8
2016-06-16,6.0
2016-06-17,6.05
2016-06-20,6.13
2016-06-21,6.05
2016-06-22,6.01
2016-06-23,6.2
2016-06-24,5.86
2016-06-27,5.78
2016-06-28,6.22
2016-06-29,6.76
2016-06-30,6.62
2016-07-01,6.8
2016-07-05,6.81
2016-07-06,6.89
2016-07-07,6.9
2016-07-08,7.25
2016-07-11,7.14
2016-07-12,7.16
2016-07-13,7.04
2016-07-14,7.01
2016-07-15,7.09
2016-07-18,7.29
2016-07-19,7.3
2016-07-20,7.47
2016-07-21,7.51
2016-07-22,7.42
2016-07-25,7.42
2016-07-26,7.53
2016-07-27,7.46
2016-07-28,7.36
2016-07-29,7.36
2016-08-01,4.72
2016-08-02,4.3
2016-08-03,4.29
2016-08-04,4.21
2016-08-05,4.49
2016-08-08,4.21
2016-08-09,4.3
2016-08-10,4.17
2016-08-11,4.27
2016-08-12,4.29
2016-08-15,4.47
2016-08-16,4.38
2016-08-17,4.49
2016-08-18,4.46
2016-08-19,4.37
2016-08-22,4.42
2016-08-23,4.69
2016-08-24,4.72
2016-08-25,4.63
2016-08-26,4.57
2016-08-29,4.32
2016-08-30,4.25
2016-08-31,4.1
2016-09-01,4.13
2016-09-02,4.15
2016-09-06,4.2
2016-09-07,4.49
2016-09-08,4.57
2016-09-09,4.32
2016-09-12,4.63
2016-09-13,4.57
2016-09-14,4.61
2016-09-15,4.61
2016-09-16,4.7
2016-09-19,4.74
2016-09-20,4.71
2016-09-21,4.93
2016-09-22,5.17
2016-09-23,5.25
2016-09-26,5.1
2016-09-27,5.17
2016-09-28,5.25
2016-09-29,5.15
2016-09-30,5.31
2016-10-03,5.5
2016-10-04,5.38
2016-10-05,5.44
2016-10-06,5.48
2016-10-07,5.42
2016-10-10,5.54
2016-10-11,5.42
2016-10-12,4.96
2016-10-13,5.01
2016-10-14,4.97
2016-10-17,4.63
2016-10-18,4.51
2016-10-19,4.4
2016-10-20,4.64
2016-10-21,4.69
2016-10-24,4.71
2016-10-25,4.71
2016-10-26,4.66
2016-10-27,4.51
2016-10-28,4.52
2016-10-31,4.51
2016-11-01,4.53
2016-11-02,4.42
2016-11-03,4.16
2016-11-04,4.61
2016-11-07,4.79
2016-11-08,4.79
2016-11-09,5.43
2016-11-10,5.62
2016-11-11,6.39
2016-11-14,6.29
2016-11-15,6.41
2016-11-16,6.05
2016-11-17,6.28
2016-11-18,6.38
2016-11-21,6.19
2016-11-22,5.85
2016-11-23,6.03
2016-11-25,6.23
2016-11-28,5.96
2016-11-29,5.96
2016-11-30,5.8
2016-12-01,5.52
2016-12-02,5.67
2016-12-05,5.8
2016-12-06,5.9
2016-12-07,6.04
2016-12-08,5.96
2016-12-09,6.01
2016-12-12,5.74
2016-12-13,5.73
2016-12-14,5.63
2016-12-15,5.795
2016-12-16,5.86
2016-12-19,5.7
2016-12-20,5.76
2016-12-21,5.68
2016-12-22,5.85
2016-12-23,6.07
2016-12-27,6.0
2016-12-28,5.86
2016-12-29,6.02
2016-12-30,5.86
2017-01-03,6.08
2017-01-04,6.22
2017-01-05,6.08
2017-01-06,6.06
2017-01-09,6.16
2017-01-10,6.2
2017-01-11,6.4
2017-01-12,6.23
2017-01-13,6.26
2017-01-17,6.02
2017-01-18,6.03
2017-01-19,5.64
2017-01-20,5.43
2017-01-23,5.23
2017-01-24,4.895
2017-01-25,4.88
2017-01-26,4.73
2017-01-27,4.8
2017-01-30,4.59
2017-01-31,4.99
2017-02-01,4.78
2017-02-02,5.48
2017-02-03,5.45
2017-02-06,5.41
2017-02-07,5.35
2017-02-08,5.42
2017-02-09,5.58
2017-02-10,5.45
2017-02-13,5.54
2017-02-14,5.53
2017-02-15,5.52
2017-02-16,5.08
2017-02-17,5.06
2017-02-21,4.99
2017-02-22,4.77
2017-02-23,4.88
2017-02-24,5.02
2017-02-27,5.25
2017-02-28,5.03
2017-03-01,4.84
2017-03-02,4.79
2017-03-03,4.82
2017-03-06,5.03
2017-03-07,5.08
2017-03-08,5.15
2017-03-09,5.35
2017-03-10,5.42
2017-03-13,5.56
2017-03-14,5.41
2017-03-15,5.71
2017-03-16,5.53
2017-03-17,5.83
2017-03-20,6.29
2017-03-21,5.68
2017-03-22,5.45
2017-03-23,5.52
2017-03-24,5.65
2017-03-27,5.98
2017-03-28,5.93
2017-03-29,5.9
2017-03-30,6.1
2017-03-31,6.16
2017-04-03,5.78
2017-04-04,5.76
2017-04-05,5.66
2017-04-06,5.55
2017-04-07,5.72
2017-04-10,5.63
2017-04-11,5.73
2017-04-12,5.76
2017-04-13,5.79
2017-04-17,5.88
2017-04-18,5.8
2017-04-19,5.73
2017-04-20,5.86
2017-04-21,5.69
2017-04-24,5.83
2017-04-25,5.9
2017-04-26,5.97
2017-04-27,5.9
2017-04-28,5.92
2017-05-01,5.95
2017-05-02,5.82
2017-05-03,5.79
2017-05-04,6.17
2017-05-05,6.5
2017-05-08,6.84
2017-05-09,6.98
2017-05-10,6.75
2017-05-11,6.45
2017-05-12,6.54
2017-05-15,6.55
2017-05-16,6.47
2017-05-17,6.14
2017-05-18,6.28
2017-05-19,6.28
2017-05-22,6.32
2017-05-23,6.37
2017-05-24,6.48
2017-05-25,6.42
2017-05-26,6.46
2017-05-30,6.29
2017-05-31,6.39
2017-06-01,6.48
2017-06-02,6.51
2017-06-05,6.5
2017-06-06,6.49
2017-06-07,6.44
2017-06-08,6.47
2017-06-09,6.56
2017-06-12,6.62
2017-06-13,6.61
2017-06-14,6.59
2017-06-15,6.06
2017-06-16,5.83
2017-06-19,6.01
2017-06-20,6.09
2017-06-21,6.33
2017-06-22,6.39
2017-06-23,6.75
2017-06-26,6.95
2017-06-27,6.68
2017-06-28,6.92
