Date,CHL
1998-08-26,6.6875
1998-08-27,6.546875
1998-08-28,6.484375
1998-08-31,5.75
1998-09-01,6.28125
1998-09-02,6.71875
1998-09-03,6.515625
1998-09-04,6.921875
1998-09-08,7.78125
1998-09-09,7.515625
1998-09-10,7.359375
1998-09-11,7.359375
1998-09-14,7.59375
1998-09-15,7.765625
1998-09-16,7.875
1998-09-17,7.6875
1998-09-18,7.78125
1998-09-21,7.578125
1998-09-22,7.625
1998-09-23,7.765625
1998-09-24,7.65625
1998-09-25,7.859375
1998-09-28,7.96875
1998-09-29,7.75
1998-09-30,7.5
1998-10-01,7.3125
1998-10-02,7.25
1998-10-05,7.1875
1998-10-06,7.3125
1998-10-07,7.5625
1998-10-08,8.03125
1998-10-09,8.8125
1998-10-12,9.15625
1998-10-13,8.75
1998-10-14,8.8125
1998-10-15,9.3125
1998-10-16,9.296875
1998-10-19,9.28125
1998-10-20,8.953125
1998-10-21,9.0625
1998-10-22,8.890625
1998-10-23,9.015625
1998-10-26,9.140625
1998-10-27,9.265625
1998-10-28,9.265625
1998-10-29,9.5
1998-10-30,9.53125
1998-11-02,9.578125
1998-11-03,9.90625
1998-11-04,10.0
1998-11-05,9.609375
1998-11-06,9.609375
1998-11-09,9.453125
1998-11-10,9.421875
1998-11-11,9.703125
1998-11-12,9.765625
1998-11-13,9.765625
1998-11-16,10.046875
1998-11-17,9.96875
1998-11-18,9.8125
1998-11-19,10.03125
1998-11-20,10.03125
1998-11-23,10.125
1998-11-24,10.125
1998-11-25,10.140625
1998-11-27,10.234375
1998-11-30,9.890625
1998-12-01,9.625
1998-12-02,9.5625
1998-12-03,9.125
1998-12-04,9.25
1998-12-07,9.84375
1998-12-08,9.671875
1998-12-09,9.640625
1998-12-10,9.625
1998-12-11,9.421875
1998-12-14,9.21875
1998-12-15,9.375
1998-12-16,9.328125
1998-12-17,9.359375
1998-12-18,9.5
1998-12-21,9.734375
1998-12-22,9.046875
1998-12-23,8.71875
1998-12-24,8.75
1998-12-28,8.703125
1998-12-29,8.875
1998-12-30,8.6875
1998-12-31,8.6875
1999-01-04,8.5
1999-01-05,9.0
1999-01-06,9.671875
1999-01-07,10.0
1999-01-08,10.0
1999-01-11,9.671875
1999-01-12,9.53125
1999-01-13,9.15625
1999-01-14,9.15625
1999-01-15,9.46875
1999-01-19,9.25
1999-01-20,9.53125
1999-01-21,9.15625
1999-01-22,8.875
1999-01-25,8.984375
1999-01-26,9.0
1999-01-27,9.09375
1999-01-28,8.765625
1999-01-29,8.9375
1999-02-01,8.921875
1999-02-02,8.734375
1999-02-03,8.78125
1999-02-04,8.75
1999-02-05,8.578125
1999-02-08,8.625
1999-02-09,8.84375
1999-02-10,9.0625
1999-02-11,9.234375
1999-02-12,9.21875
1999-02-16,9.078125
1999-02-17,8.984375
1999-02-18,9.0
1999-02-19,8.71875
1999-02-22,8.8125
1999-02-23,8.734375
1999-02-24,8.796875
1999-02-25,8.796875
1999-02-26,8.8125
1999-03-01,8.671875
1999-03-02,8.765625
1999-03-03,8.71875
1999-03-04,8.6875
1999-03-05,9.234375
1999-03-08,9.015625
1999-03-09,8.984375
1999-03-10,9.3125
1999-03-11,9.328125
1999-03-12,9.265625
1999-03-15,9.171875
1999-03-16,9.0
1999-03-17,8.640625
1999-03-18,8.5
1999-03-19,8.734375
1999-03-22,8.765625
1999-03-23,8.4375
1999-03-24,8.34375
1999-03-25,8.421875
1999-03-26,8.328125
1999-03-29,8.296875
1999-03-30,8.09375
1999-03-31,8.34375
1999-04-01,8.546875
1999-04-05,8.5625
1999-04-06,8.5625
1999-04-07,8.8125
1999-04-08,9.03125
1999-04-09,9.015625
1999-04-12,9.0625
1999-04-13,9.0
1999-04-14,8.96875
1999-04-15,9.09375
1999-04-16,9.859375
1999-04-19,9.640625
1999-04-20,9.6875
1999-04-21,9.84375
1999-04-22,10.09375
1999-04-23,10.265625
1999-04-26,10.765625
1999-04-27,11.296875
1999-04-28,10.9375
1999-04-29,11.21875
1999-04-30,11.4375
1999-05-03,11.71875
1999-05-04,11.328125
1999-05-05,11.5625
1999-05-06,11.34375
1999-05-07,11.109375
1999-05-10,11.0625
1999-05-11,11.015625
1999-05-12,11.171875
1999-05-13,11.234375
1999-05-14,10.875
1999-05-17,10.84375
1999-05-18,10.890625
1999-05-19,10.875
1999-05-20,10.921875
1999-05-21,10.9375
1999-05-24,10.84375
1999-05-25,10.8125
1999-05-26,11.28125
1999-05-27,10.8125
1999-05-28,10.71875
1999-06-01,10.75
1999-06-02,10.78125
1999-06-03,11.078125
1999-06-04,11.359375
1999-06-07,11.890625
1999-06-08,11.6875
1999-06-09,11.703125
1999-06-10,11.828125
1999-06-11,11.78125
1999-06-14,11.8125
1999-06-15,11.75
1999-06-16,12.0625
1999-06-17,12.59375
1999-06-18,12.5625
1999-06-21,14.234375
1999-06-22,14.03125
1999-06-23,13.921875
1999-06-24,13.578125
1999-06-25,13.78125
1999-06-28,14.296875
1999-06-29,14.390625
1999-06-30,14.25
1999-07-01,14.59375
1999-07-02,15.359375
1999-07-06,16.25
1999-07-07,16.125
1999-07-08,16.25
1999-07-09,16.53125
1999-07-12,16.34375
1999-07-13,15.671875
1999-07-14,15.21875
1999-07-15,15.8125
1999-07-16,15.328125
1999-07-19,14.5625
1999-07-20,14.90625
1999-07-21,14.96875
1999-07-22,14.640625
1999-07-23,14.21875
1999-07-26,14.03125
1999-07-27,14.71875
1999-07-28,14.765625
1999-07-29,14.59375
1999-07-30,14.8125
1999-08-02,14.828125
1999-08-03,14.96875
1999-08-04,15.171875
1999-08-05,14.859375
1999-08-06,14.59375
1999-08-09,14.25
1999-08-10,13.5625
1999-08-11,13.890625
1999-08-12,14.125
1999-08-13,14.15625
1999-08-16,14.4375
1999-08-17,14.4375
1999-08-18,14.40625
1999-08-19,15.140625
1999-08-20,15.75
1999-08-23,15.9375
1999-08-24,15.640625
1999-08-25,15.4375
1999-08-26,15.25
1999-08-27,15.140625
1999-08-30,15.1875
1999-08-31,15.546875
1999-09-01,15.78125
1999-09-02,15.265625
1999-09-03,15.40625
1999-09-07,15.359375
1999-09-08,15.265625
1999-09-09,16.34375
1999-09-10,16.625
1999-09-13,16.84375
1999-09-14,16.8125
1999-09-15,15.90625
1999-09-16,15.890625
1999-09-17,16.96875
1999-09-20,17.15625
1999-09-21,16.78125
1999-09-22,16.421875
1999-09-23,16.171875
1999-09-24,15.71875
1999-09-27,15.359375
1999-09-28,15.203125
1999-09-29,15.359375
1999-09-30,15.453125
1999-10-01,15.375
1999-10-04,15.859375
1999-10-05,16.40625
1999-10-06,16.6875
1999-10-07,16.78125
1999-10-08,16.78125
1999-10-11,16.8125
1999-10-12,16.578125
1999-10-13,16.140625
1999-10-14,16.25
1999-10-15,15.734375
1999-10-18,15.6875
1999-10-19,15.8125
1999-10-20,15.59375
1999-10-21,15.390625
1999-10-22,15.984375
1999-10-25,16.28125
1999-10-26,16.25
1999-10-27,15.921875
1999-10-28,15.65625
1999-10-29,16.875
1999-11-01,17.828125
1999-11-02,18.4375
1999-11-03,18.453125
1999-11-04,19.875
1999-11-05,19.3125
1999-11-08,18.3125
1999-11-09,19.5625
1999-11-10,20.46875
1999-11-11,21.328125
1999-11-12,21.21875
1999-11-15,23.03125
1999-11-16,23.125
1999-11-17,21.640625
1999-11-18,22.140625
1999-11-19,23.0
1999-11-22,24.984375
1999-11-23,24.984375
1999-11-24,24.484375
1999-11-26,24.75
1999-11-29,26.890625
1999-11-30,26.28125
1999-12-01,25.875
1999-12-02,25.609375
1999-12-03,26.53125
1999-12-06,27.546875
1999-12-07,26.75
1999-12-08,26.0625
1999-12-09,26.84375
1999-12-10,26.796875
1999-12-13,25.5
1999-12-14,25.0
1999-12-15,24.71875
1999-12-16,24.234375
1999-12-17,25.46875
1999-12-20,26.125
1999-12-21,26.78125
1999-12-22,26.4375
1999-12-23,27.078125
1999-12-27,29.625
1999-12-28,31.515625
1999-12-29,30.609375
1999-12-30,31.28125
1999-12-31,32.15625
2000-01-03,34.75
2000-01-04,32.21875
2000-01-05,29.8125
2000-01-06,27.40625
2000-01-07,28.859375
2000-01-10,30.71875
2000-01-11,29.5625
2000-01-12,30.0
2000-01-13,29.5
2000-01-14,28.390625
2000-01-18,30.171875
2000-01-19,29.328125
2000-01-20,28.3125
2000-01-21,28.703125
2000-01-24,28.015625
2000-01-25,29.34375
2000-01-26,30.359375
2000-01-27,32.8125
2000-01-28,32.234375
2000-01-31,31.34375
2000-02-01,31.796875
2000-02-02,32.9375
2000-02-03,34.875
2000-02-04,37.625
2000-02-07,36.5
2000-02-08,42.0
2000-02-09,41.46875
2000-02-10,43.890625
2000-02-11,42.34375
2000-02-14,42.5
2000-02-15,41.46875
2000-02-16,39.875
2000-02-17,39.15625
2000-02-18,37.5625
2000-02-22,38.65625
2000-02-23,40.765625
2000-02-24,44.5
2000-02-25,50.203125
2000-02-28,46.390625
2000-02-29,46.46875
2000-03-01,47.75
2000-03-02,46.890625
2000-03-03,50.734375
2000-03-06,50.171875
2000-03-07,48.8125
2000-03-08,49.6875
2000-03-09,48.765625
2000-03-10,48.296875
2000-03-13,44.46875
2000-03-14,42.34375
2000-03-15,42.46875
2000-03-16,41.421875
2000-03-17,44.1875
2000-03-20,45.875
2000-03-21,48.484375
2000-03-22,49.25
2000-03-23,48.03125
2000-03-24,46.375
2000-03-27,48.609375
2000-03-28,48.71875
2000-03-29,47.25
2000-03-30,42.15625
2000-03-31,44.3125
2000-04-03,41.75
2000-04-04,38.828125
2000-04-05,39.5
2000-04-06,40.6875
2000-04-07,45.125
2000-04-10,42.015625
2000-04-11,39.96875
2000-04-12,38.96875
2000-04-13,40.25
2000-04-14,35.0
2000-04-17,36.140625
2000-04-18,38.359375
2000-04-19,36.796875
2000-04-20,37.9375
2000-04-24,36.25
2000-04-25,37.375
2000-04-26,34.6875
2000-04-27,34.71875
2000-04-28,36.671875
2000-05-01,37.25
2000-05-02,38.9375
2000-05-03,37.09375
2000-05-04,38.40625
2000-05-05,38.625
2000-05-08,36.0
2000-05-09,35.328125
2000-05-10,33.109375
2000-05-11,34.0625
2000-05-12,37.203125
2000-05-15,36.390625
2000-05-16,37.609375
2000-05-17,34.671875
2000-05-18,32.4375
2000-05-19,31.65625
2000-05-22,30.796875
2000-05-23,31.8125
2000-05-24,32.03125
2000-05-25,30.90625
2000-05-26,31.40625
2000-05-30,36.21875
2000-05-31,36.75
2000-06-01,38.96875
2000-06-02,41.25
2000-06-05,41.125
2000-06-06,41.375
2000-06-07,41.125
2000-06-08,41.25
2000-06-09,42.796875
2000-06-12,41.28125
2000-06-13,40.71875
2000-06-14,39.03125
2000-06-15,40.546875
2000-06-16,41.234375
2000-06-19,42.390625
2000-06-20,40.96875
2000-06-21,42.59375
2000-06-22,41.234375
2000-06-23,40.859375
2000-06-26,44.53125
2000-06-27,45.03125
2000-06-28,46.90625
2000-06-29,44.890625
2000-06-30,44.453125
2000-07-03,44.484375
2000-07-05,43.375
2000-07-06,45.8125
2000-07-07,46.4375
2000-07-10,47.1875
2000-07-11,46.9375
2000-07-12,47.1875
2000-07-13,46.9375
2000-07-14,48.625
2000-07-17,48.9375
2000-07-18,46.8125
2000-07-19,46.8125
2000-07-20,47.1875
2000-07-21,45.75
2000-07-24,42.9375
2000-07-25,43.25
2000-07-26,42.5625
2000-07-27,41.0
2000-07-28,40.375
2000-07-31,41.6875
2000-08-01,41.1875
2000-08-02,42.1875
2000-08-03,41.6875
2000-08-04,42.875
2000-08-07,43.3125
2000-08-08,40.0
2000-08-09,39.6875
2000-08-10,40.0625
2000-08-11,40.375
2000-08-14,38.5625
2000-08-15,40.125
2000-08-16,41.375
2000-08-17,41.9375
2000-08-18,40.4375
2000-08-21,39.6875
2000-08-22,39.8125
2000-08-23,38.625
2000-08-24,38.25
2000-08-25,37.75
2000-08-28,38.6875
2000-08-29,38.9375
2000-08-30,37.5
2000-08-31,38.5625
2000-09-01,38.375
2000-09-05,39.0625
2000-09-06,39.8125
2000-09-07,39.8125
2000-09-08,38.75
2000-09-11,37.875
2000-09-12,37.0625
2000-09-13,36.125
2000-09-14,36.1875
2000-09-15,35.0
2000-09-18,32.9375
2000-09-19,34.8125
2000-09-20,33.25
2000-09-21,31.625
2000-09-22,31.75
2000-09-25,32.5
2000-09-26,32.25
2000-09-27,32.4375
2000-09-28,33.5
2000-09-29,32.4375
2000-10-02,31.875
2000-10-03,32.0
2000-10-04,37.0625
2000-10-05,37.375
2000-10-06,37.0
2000-10-09,35.625
2000-10-10,35.0
2000-10-11,33.75
2000-10-12,32.3125
2000-10-13,34.0625
2000-10-16,32.6875
2000-10-17,31.375
2000-10-18,30.75
2000-10-19,33.875
2000-10-20,34.75
2000-10-23,33.4375
2000-10-24,32.875
2000-10-25,32.375
2000-10-26,33.5
2000-10-27,34.1875
2000-10-30,32.125
2000-10-31,30.625
2000-11-01,31.0625
2000-11-02,32.5625
2000-11-03,32.4375
2000-11-06,33.875
2000-11-07,34.0625
2000-11-08,32.625
2000-11-09,32.3125
2000-11-10,32.1875
2000-11-13,31.125
2000-11-14,33.3125
2000-11-15,32.5
2000-11-16,32.3125
2000-11-17,32.25
2000-11-20,31.9375
2000-11-21,31.8125
2000-11-22,27.75
2000-11-24,27.625
2000-11-27,26.5625
2000-11-28,26.5
2000-11-29,25.9375
2000-11-30,26.5
2000-12-01,29.8125
2000-12-04,30.0625
2000-12-05,31.25
2000-12-06,29.4375
2000-12-07,29.125
2000-12-08,30.6875
2000-12-11,31.125
2000-12-12,29.9375
2000-12-13,30.1875
2000-12-14,29.875
2000-12-15,29.4375
2000-12-18,29.5625
2000-12-19,28.6875
2000-12-20,27.125
2000-12-21,26.5
2000-12-22,27.25
2000-12-26,26.875
2000-12-27,26.75
2000-12-28,26.25
2000-12-29,27.125
2001-01-02,26.25
2001-01-03,29.125
2001-01-04,27.1875
2001-01-05,27.125
2001-01-08,28.4375
2001-01-09,28.75
2001-01-10,29.0625
2001-01-11,28.625
2001-01-12,29.125
2001-01-16,30.125
2001-01-17,29.8125
2001-01-18,31.0625
2001-01-19,31.4375
2001-01-22,31.6875
2001-01-23,32.625
2001-01-24,33.0
2001-01-25,32.125
2001-01-26,31.875
2001-01-29,32.869999
2001-01-30,31.629998999999998
2001-01-31,31.860001
2001-02-01,32.599998
2001-02-02,31.83
2001-02-05,31.190001000000002
2001-02-06,31.540001
2001-02-07,31.709999
2001-02-08,31.280001000000002
2001-02-09,30.91
2001-02-12,30.85
2001-02-13,30.23
2001-02-14,30.700001
2001-02-15,30.620001000000002
2001-02-16,29.299999
2001-02-20,28.65
2001-02-21,27.34
2001-02-22,26.889999
2001-02-23,27.48
2001-02-26,27.02
2001-02-27,26.58
2001-02-28,26.65
2001-03-01,23.309998999999998
2001-03-02,22.51
2001-03-05,24.219998999999998
2001-03-06,24.65
2001-03-07,23.719998999999998
2001-03-08,24.1
2001-03-09,23.52
2001-03-12,22.99
2001-03-13,23.950001
2001-03-14,22.530001000000002
2001-03-15,24.07
2001-03-16,24.27
2001-03-19,24.68
2001-03-20,23.030001000000002
2001-03-21,23.24
2001-03-22,21.6
2001-03-23,21.450001
2001-03-26,22.9
2001-03-27,22.469998999999998
2001-03-28,21.92
2001-03-29,21.959999
2001-03-30,22.01
2001-04-02,21.5
2001-04-03,20.35
2001-04-04,19.5
2001-04-05,21.200001
2001-04-06,20.85
2001-04-09,20.780001000000002
2001-04-10,22.66
2001-04-11,23.549999
2001-04-12,23.75
2001-04-16,23.200001
2001-04-17,22.33
2001-04-18,25.35
2001-04-19,25.280001000000002
2001-04-20,24.09
2001-04-23,23.51
2001-04-24,23.51
2001-04-25,24.049999
2001-04-26,24.209999
2001-04-27,25.299999
2001-04-30,25.32
2001-05-01,25.620001000000002
2001-05-02,26.51
2001-05-03,25.75
2001-05-04,25.379998999999998
2001-05-07,25.299999
2001-05-08,25.34
2001-05-09,25.370001000000002
2001-05-10,24.799999
2001-05-11,24.73
2001-05-14,23.799999
2001-05-15,23.5
2001-05-16,24.75
2001-05-17,25.120001000000002
2001-05-18,24.950001
2001-05-21,26.0
2001-05-22,26.35
2001-05-23,25.559998999999998
2001-05-24,25.799999
2001-05-25,25.530001000000002
2001-05-29,25.110001
2001-05-30,23.93
2001-05-31,24.35
2001-06-01,24.4
2001-06-04,24.4
2001-06-05,25.35
2001-06-06,25.26
2001-06-07,26.370001000000002
2001-06-08,26.219998999999998
2001-06-11,26.49
2001-06-12,26.25
2001-06-13,27.450001
2001-06-14,25.950001
2001-06-15,25.83
2001-06-18,25.0
2001-06-19,25.799999
2001-06-20,25.790001
2001-06-21,26.559998999999998
2001-06-22,26.389999
2001-06-25,26.469998999999998
2001-06-26,25.879998999999998
2001-06-27,25.9
2001-06-28,26.25
2001-06-29,26.790001
2001-07-02,26.65
2001-07-03,26.99
2001-07-05,25.940001000000002
2001-07-06,25.15
2001-07-09,25.0
2001-07-10,24.309998999999998
2001-07-11,24.120001000000002
2001-07-12,25.25
2001-07-13,24.67
2001-07-16,24.17
2001-07-17,24.08
2001-07-18,23.5
2001-07-19,22.690001000000002
2001-07-20,22.4
2001-07-23,21.9
2001-07-24,21.690001000000002
2001-07-25,21.93
2001-07-26,22.26
2001-07-27,22.34
2001-07-30,21.92
2001-07-31,22.16
2001-08-01,22.99
2001-08-02,22.82
2001-08-03,21.790001
2001-08-06,21.24
2001-08-07,20.959999
2001-08-08,20.559998999999998
2001-08-09,20.98
2001-08-10,20.57
2001-08-13,20.879998999999998
2001-08-14,21.91
2001-08-15,22.01
2001-08-16,18.799999
2001-08-17,17.65
2001-08-20,17.65
2001-08-21,16.940001000000002
2001-08-22,16.35
2001-08-23,16.440001000000002
2001-08-24,16.049999
2001-08-27,15.92
2001-08-28,16.040001
2001-08-29,15.55
2001-08-30,15.56
2001-08-31,15.69
2001-09-04,14.9
2001-09-05,14.5
2001-09-06,13.58
2001-09-07,13.19
2001-09-10,13.24
2001-09-17,14.58
2001-09-18,14.2
2001-09-19,14.61
2001-09-20,14.26
2001-09-21,14.8
2001-09-24,15.85
2001-09-25,14.74
2001-09-26,14.69
2001-09-27,15.49
2001-09-28,16.049999
2001-10-01,15.59
2001-10-02,15.79
2001-10-03,16.530001000000002
2001-10-04,16.809998999999998
2001-10-05,16.1
2001-10-08,15.24
2001-10-09,15.89
2001-10-10,16.799999
2001-10-11,16.709999
2001-10-12,14.85
2001-10-15,14.93
2001-10-16,14.5
2001-10-17,13.98
2001-10-18,13.76
2001-10-19,13.95
2001-10-22,14.31
2001-10-23,15.19
2001-10-24,15.32
2001-10-25,15.55
2001-10-26,15.8
2001-10-29,14.94
2001-10-30,14.62
2001-10-31,15.22
2001-11-01,15.8
2001-11-02,15.4
2001-11-05,16.450001
2001-11-06,15.91
2001-11-07,15.29
2001-11-08,16.0
2001-11-09,16.200001
2001-11-12,15.78
2001-11-13,16.870001000000002
2001-11-14,16.98
2001-11-15,17.6
2001-11-16,18.290001
2001-11-19,18.4
2001-11-20,17.15
2001-11-21,16.85
2001-11-23,17.58
2001-11-26,17.969998999999998
2001-11-27,17.67
2001-11-28,16.9
2001-11-29,17.4
2001-11-30,17.66
2001-12-03,17.299999
2001-12-04,18.09
2001-12-05,18.440001000000002
2001-12-06,18.219998999999998
2001-12-07,18.129998999999998
2001-12-10,18.299999
2001-12-11,18.65
2001-12-12,19.030001000000002
2001-12-13,17.870001000000002
2001-12-14,18.0
2001-12-17,18.110001
2001-12-18,18.0
2001-12-19,17.76
2001-12-20,17.9
2001-12-21,17.549999
2001-12-24,17.35
2001-12-26,17.25
2001-12-27,17.450001
2001-12-28,17.51
2001-12-31,17.48
2002-01-02,17.33
2002-01-03,17.620001000000002
2002-01-04,17.82
2002-01-07,17.870001000000002
2002-01-08,17.33
2002-01-09,16.0
2002-01-10,15.52
2002-01-11,15.49
2002-01-14,15.44
2002-01-15,15.55
2002-01-16,15.3
2002-01-17,15.86
2002-01-18,15.43
2002-01-22,14.35
2002-01-23,14.39
2002-01-24,14.4
2002-01-25,13.6
2002-01-28,13.93
2002-01-29,14.6
2002-01-30,14.43
2002-01-31,14.36
2002-02-01,14.18
2002-02-04,14.0
2002-02-05,13.93
2002-02-06,13.94
2002-02-07,13.8
2002-02-08,14.12
2002-02-11,14.9
2002-02-12,14.91
2002-02-13,14.86
2002-02-14,15.28
2002-02-15,14.8
2002-02-19,14.74
2002-02-20,14.9
2002-02-21,14.42
2002-02-22,14.61
2002-02-25,14.73
2002-02-26,14.63
2002-02-27,14.88
2002-02-28,14.42
2002-03-01,14.75
2002-03-04,15.25
2002-03-05,14.91
2002-03-06,15.86
2002-03-07,16.049999
2002-03-08,16.049999
2002-03-11,16.35
2002-03-12,15.76
2002-03-13,15.69
2002-03-14,16.120001000000002
2002-03-15,16.040001
2002-03-18,15.87
2002-03-19,15.43
2002-03-20,15.05
2002-03-21,15.0
2002-03-22,14.84
2002-03-25,14.6
2002-03-26,14.68
2002-03-27,15.02
2002-03-28,15.45
2002-04-01,15.49
2002-04-02,14.88
2002-04-03,14.92
2002-04-04,15.01
2002-04-05,15.08
2002-04-08,14.9
2002-04-09,14.83
2002-04-10,14.79
2002-04-11,14.54
2002-04-12,14.73
2002-04-15,14.9
2002-04-16,15.34
2002-04-17,15.64
2002-04-18,15.54
2002-04-19,15.6
2002-04-22,15.1
2002-04-23,15.85
2002-04-24,16.110001
2002-04-25,16.27
2002-04-26,15.96
2002-04-29,16.0
2002-04-30,16.610001
2002-05-01,16.65
2002-05-02,17.4
2002-05-03,16.59
2002-05-06,16.299999
2002-05-07,16.940001000000002
2002-05-08,17.469998999999998
2002-05-09,16.610001
2002-05-10,16.280001000000002
2002-05-13,16.65
2002-05-14,16.65
2002-05-15,16.73
2002-05-16,17.08
2002-05-17,17.610001
2002-05-20,17.299999
2002-05-21,16.91
2002-05-22,17.040001
2002-05-23,16.559998999999998
2002-05-24,16.540001
2002-05-28,16.32
2002-05-29,16.129998999999998
2002-05-30,16.08
2002-05-31,15.75
2002-06-03,15.52
2002-06-04,15.62
2002-06-05,16.0
2002-06-06,15.71
2002-06-07,15.55
2002-06-10,15.82
2002-06-11,15.55
2002-06-12,15.35
2002-06-13,15.22
2002-06-14,15.17
2002-06-17,15.35
2002-06-18,15.08
2002-06-19,14.7
2002-06-20,14.75
2002-06-21,14.46
2002-06-24,14.52
2002-06-25,14.56
2002-06-26,14.25
2002-06-27,14.7
2002-06-28,14.62
2002-07-01,14.65
2002-07-02,14.3
2002-07-03,14.5
2002-07-05,15.25
2002-07-08,14.76
2002-07-09,14.9
2002-07-10,14.67
2002-07-11,15.02
2002-07-12,14.7
2002-07-15,14.6
2002-07-16,14.45
2002-07-17,14.53
2002-07-18,14.45
2002-07-19,14.0
2002-07-22,13.54
