Date,EGLE
2006-09-18,22899.859375
2006-09-19,22608.697266
2006-09-20,22565.023438
2006-09-21,22550.466797
2006-09-22,22623.255859
2006-09-25,22739.720703
2006-09-26,23132.789063
2006-09-27,22899.859375
2006-09-28,23191.021484
2006-09-29,23409.392578
2006-10-02,23423.951172
2006-10-03,23715.113281
2006-10-04,24384.783203
2006-10-05,24457.574219
2006-10-06,24341.109375
2006-10-09,24210.087891
2006-10-10,24603.154297
2006-10-11,24355.667969
2006-10-12,24515.806641
2006-10-13,24748.736328
2006-10-16,24821.527344
2006-10-17,25141.804688
2006-10-18,25170.919922
2006-10-19,25025.339844
2006-10-20,25185.478516
2006-10-23,25578.546875
2006-10-24,25913.382813
2006-10-25,25913.382813
2006-10-26,25069.013672
2006-10-27,24544.923828
2006-10-30,24981.666016
2006-10-31,25010.78125
2006-11-01,24413.900391
2006-11-02,23860.693359
2006-11-03,24574.039063
2006-11-06,24894.316406
2006-11-07,24894.316406
2006-11-08,24937.990234
2006-11-09,24632.271484
2006-11-10,24530.365234
2006-11-13,23860.693359
2006-11-14,23001.765625
2006-11-15,24020.832031
2006-11-16,23787.902344
2006-11-17,23744.228516
2006-11-20,23656.880859
2006-11-21,23715.113281
2006-11-22,23554.972656
2006-11-24,24195.529297
2006-11-27,23948.041016
2006-11-28,24064.505859
2006-11-29,24224.644531
2006-11-30,24297.435547
2006-12-01,24457.574219
2006-12-04,24413.900391
2006-12-05,24355.667969
2006-12-06,24006.273438
2006-12-07,24079.064453
2006-12-08,23991.716797
2006-12-11,24006.273438
2006-12-12,23773.34375
2006-12-13,23933.484375
2006-12-14,23817.019531
2006-12-15,23933.484375
2006-12-18,23802.460938
2006-12-19,24224.644531
2006-12-20,24705.0625
2006-12-21,25083.572266
2006-12-22,24734.177734
2006-12-26,25258.269531
2006-12-27,25156.361328
2006-12-28,25374.734375
2006-12-29,25243.710938
2007-01-03,25360.175781
2007-01-04,26364.683594
2007-01-05,26248.21875
2007-01-08,27136.261719
2007-01-09,27354.632813
2007-01-10,25272.826172
2007-01-11,25927.941406
2007-01-12,25913.382813
2007-01-16,25767.800781
2007-01-17,25331.058594
2007-01-18,25476.640625
2007-01-19,25374.734375
2007-01-22,25316.501953
2007-01-23,25622.220703
2007-01-24,25869.708984
2007-01-25,26117.195313
2007-01-26,25927.941406
2007-01-29,26233.660156
2007-01-30,26277.333984
2007-01-31,26422.916016
2007-02-01,27238.167969
2007-02-02,27310.958983999997
2007-02-05,27805.933594
2007-02-06,27674.910156
2007-02-07,27980.628906
2007-02-08,27776.816406
2007-02-09,28271.791016000003
2007-02-12,28606.626952999995
2007-02-13,28985.136719
2007-02-14,28970.580077999995
2007-02-15,29057.927733999997
2007-02-16,29698.482422000005
2007-02-20,30295.365233999997
2007-02-21,31285.314452999995
2007-02-22,31503.685547000005
2007-02-23,31008.710938
2007-02-26,29873.179688
2007-02-27,27660.351563
2007-02-28,29116.160156
2007-03-01,27776.816406
2007-03-02,27733.142577999995
2007-03-05,27529.330077999995
2007-03-06,28111.652344
2007-03-07,28111.652344
2007-03-08,28359.140625
2007-03-09,28242.675781
2007-03-12,28533.835938
2007-03-13,27805.933594
2007-03-14,27543.886719
2007-03-15,27543.886719
2007-03-16,27849.607422000005
2007-03-19,27791.375
2007-03-20,28024.304688
2007-03-21,28388.255858999997
2007-03-22,28839.556641000003
2007-03-23,29014.253906
2007-03-26,29494.669922000005
2007-03-27,29319.972656
2007-03-28,29101.601563
2007-03-29,28082.537108999997
2007-03-30,28228.117188
2007-04-02,28606.626952999995
2007-04-03,28868.671875
2007-04-04,29305.416016000003
2007-04-05,29669.367188
2007-04-09,29844.064452999995
2007-04-10,29844.064452999995
2007-04-11,29450.996094
2007-04-12,29829.505858999997
2007-04-13,30426.386719
2007-04-16,30673.875
2007-04-17,30615.642577999995
2007-04-18,31649.265625
2007-04-19,31460.011719
2007-04-20,31591.033202999995
2007-04-23,32362.611327999995
2007-04-24,32741.121094
2007-04-25,33105.074219
2007-04-26,33046.839844
2007-04-27,33454.46875
2007-04-30,32784.796875
2007-05-01,31227.082031
2007-05-02,31736.615233999997
2007-05-03,32086.007813
2007-05-04,32843.027344
2007-05-07,33338.003906
2007-05-08,32755.679688
2007-05-09,32246.146483999997
2007-05-10,31925.869141000003
2007-05-11,32813.914063
2007-05-14,32610.099608999997
2007-05-15,32610.099608999997
2007-05-16,32755.679688
2007-05-17,32479.076172000005
2007-05-18,31896.753906
2007-05-21,32231.589844
2007-05-22,32304.378906
2007-05-23,31853.078125
2007-05-24,30950.478516000003
2007-05-25,31299.871094
2007-05-29,31547.359375
2007-05-30,31853.078125
2007-05-31,32435.402344
2007-06-01,32668.332031
2007-06-04,32959.492188
2007-06-05,32959.492188
2007-06-06,32697.447266000003
2007-06-07,30149.783202999995
2007-06-08,30673.875
2007-06-11,31285.314452999995
2007-06-12,30426.386719
2007-06-13,31125.175781
2007-06-14,31285.314452999995
2007-06-15,31794.847656
2007-06-18,32304.378906
2007-06-19,32217.03125
2007-06-20,31692.939452999995
2007-06-21,31882.195313
2007-06-22,32042.333983999997
2007-06-25,31998.660156
2007-06-26,31809.404297000005
2007-06-27,32391.728516000003
2007-06-28,32741.121094
2007-06-29,32624.658202999995
2007-07-02,33367.121094
2007-07-03,33760.1875
2007-07-05,34444.417969
2007-07-06,34196.929688
2007-07-09,34313.394531
2007-07-10,34007.675781
2007-07-11,36264.175781
2007-07-12,36104.039063
2007-07-13,36424.316406
2007-07-16,35740.085938
2007-07-17,37050.3125
2007-07-18,36846.5
2007-07-19,36904.734375
2007-07-20,36031.246094
2007-07-23,34968.507813
2007-07-24,34051.347656
2007-07-25,39321.375
2007-07-26,37851.007813
2007-07-27,37734.542969
2007-07-30,37880.125
2007-07-31,38316.867188
2007-08-01,37807.332031
2007-08-02,37370.589844
2007-08-03,35740.085938
2007-08-06,34342.511719
2007-08-07,36162.269531
2007-08-08,36861.058594
2007-08-09,37356.035156
2007-08-10,36351.527344
2007-08-13,37647.195313
2007-08-14,35929.339844
2007-08-15,34706.460938
2007-08-16,33920.328125
2007-08-17,34386.183594
2007-08-20,35681.855469
2007-08-21,36205.945313
2007-08-22,38054.820313
2007-08-23,37210.453125
2007-08-24,37996.589844
2007-08-27,38316.867188
2007-08-28,36686.363281
2007-08-29,38083.9375
2007-08-30,37719.984375
2007-08-31,38375.097656
2007-09-04,38695.375
2007-09-05,39088.445313
2007-09-06,39219.46875
2007-09-07,38229.519531
2007-09-10,37487.054688
2007-09-11,39277.699219
2007-09-12,38316.867188
2007-09-13,38608.027344
2007-09-14,37967.472656
2007-09-17,37181.335938
2007-09-18,39132.117188
2007-09-19,37559.847656
2007-09-20,37428.824219
2007-09-21,37705.425781
2007-09-24,37763.660156
2007-09-25,37690.867188
2007-09-26,37472.496094
2007-09-27,37501.613281
2007-09-28,37472.496094
2007-10-01,38986.539063
2007-10-02,39452.398438
2007-10-03,39365.046875
2007-10-04,38680.820313
2007-10-05,39132.117188
2007-10-08,40515.136719
2007-10-09,42465.917969
2007-10-10,44038.191406
2007-10-11,43324.847656
2007-10-12,44329.355469
2007-10-15,44897.117188
2007-10-16,45974.417969
2007-10-17,46018.089844
2007-10-18,46440.273438
2007-10-19,43703.355469
2007-10-22,43412.195313
2007-10-23,44722.421875
2007-10-24,44023.632813
2007-10-25,47328.316406
2007-10-26,49249.984375
2007-10-29,51375.464844
2007-10-30,46731.4375
2007-10-31,49628.496094
2007-11-01,48492.964844
2007-11-02,47066.273438
2007-11-05,43965.402344
2007-11-06,45348.417969
2007-11-07,41432.296875
2007-11-08,41956.386719
2007-11-09,39889.140625
2007-11-12,38564.355469
2007-11-13,41243.039063
2007-11-14,41970.945313
2007-11-15,40908.203125
2007-11-16,40122.070313
2007-11-19,37880.125
2007-11-20,38083.9375
2007-11-21,37618.078125
2007-11-23,37865.566406
2007-11-26,36002.132813
2007-11-27,36642.6875
2007-11-28,39365.046875
2007-11-29,40529.695313
2007-11-30,41636.109375
2007-12-03,40762.625
2007-12-04,39306.816406
2007-12-05,39918.253906
2007-12-06,39860.023438
2007-12-07,41010.113281
2007-12-10,41432.296875
2007-12-11,39801.789063
2007-12-12,40442.347656
2007-12-13,39365.046875
2007-12-14,38447.890625
2007-12-17,37079.429688
2007-12-18,38185.84375
2007-12-19,37457.941406
2007-12-20,36773.710938
2007-12-21,37894.683594
2007-12-24,39612.535156
2007-12-26,39758.117188
2007-12-27,39306.816406
2007-12-28,39161.234375
2007-12-31,38651.703125
2008-01-02,37588.960938
2008-01-03,37836.449219
2008-01-04,36424.316406
2008-01-07,35478.039063
2008-01-08,35434.367188
2008-01-09,33148.75
2008-01-10,31882.195313
2008-01-11,30994.152344
2008-01-14,30528.292969
2008-01-15,29523.787108999997
2008-01-16,28446.488281
2008-01-17,27893.28125
2008-01-18,29116.160156
2008-01-22,28446.488281
2008-01-23,29552.902344
2008-01-24,30950.478516000003
2008-01-25,31576.474608999997
2008-01-28,32202.472656
2008-01-29,33847.535156
2008-01-30,35317.902344
2008-01-31,35987.574219
2008-02-01,36628.128906
2008-02-04,35347.019531
2008-02-05,34255.164063
2008-02-06,34095.023438
2008-02-07,34852.042969
2008-02-08,35274.226563
2008-02-11,36322.410156
2008-02-12,35667.296875
2008-02-13,37064.871094
2008-02-14,36846.5
2008-02-15,37312.359375
2008-02-19,38244.074219
2008-02-20,37792.777344
2008-02-21,38127.613281
2008-02-22,38113.054688
2008-02-25,38986.539063
2008-02-26,39641.652344
2008-02-27,40471.460938
2008-02-28,39889.140625
2008-02-29,38768.167969
2008-03-03,37050.3125
2008-03-04,37545.289063
2008-03-05,38433.332031
2008-03-06,37603.519531
2008-03-07,37079.429688
2008-03-10,34590.0
2008-03-11,36453.433594
2008-03-12,34721.019531
2008-03-13,35769.203125
2008-03-14,34313.394531
2008-03-17,32377.169922000005
2008-03-18,34502.648438
2008-03-19,33046.839844
2008-03-20,36307.851563
2008-03-24,38375.097656
2008-03-25,38171.285156
2008-03-26,36773.710938
2008-03-27,37341.476563
2008-03-28,37428.824219
2008-03-31,37501.613281
2008-04-01,38651.703125
2008-04-02,38608.027344
2008-04-03,39030.210938
2008-04-04,38520.679688
2008-04-07,39219.46875
2008-04-08,39379.605469
2008-04-09,38462.449219
2008-04-10,38986.539063
2008-04-11,37545.289063
2008-04-14,38040.261719
2008-04-15,38418.773438
2008-04-16,39991.046875
2008-04-17,41184.808594
2008-04-18,41403.179688
2008-04-21,42291.222656
2008-04-22,43033.683594
2008-04-23,43397.636719
2008-04-24,42815.3125
2008-04-25,43455.867188
2008-04-28,43543.21875
2008-04-29,42757.082031
2008-04-30,42844.429688
2008-05-01,44373.027344
2008-05-02,46061.765625
2008-05-05,45639.582031
2008-05-06,44620.515625
2008-05-07,50108.910156
2008-05-08,47692.269531
2008-05-09,48463.847656
2008-05-12,50589.328125
2008-05-13,50269.050781
2008-05-14,50225.375
2008-05-15,51011.511719
2008-05-16,51957.789063
2008-05-19,50007.003906
2008-05-20,47837.851563
2008-05-21,47255.527344
2008-05-22,46644.089844
2008-05-23,47022.597656
2008-05-27,46323.8125
2008-05-28,48886.03125
2008-05-29,48871.472656
2008-05-30,48536.640625
2008-06-02,47415.667969
2008-06-03,47750.503906
2008-06-04,48813.242188
2008-06-05,49628.496094
2008-06-06,48201.804688
2008-06-09,47386.550781
2008-06-10,42800.753906
2008-06-11,41534.203125
2008-06-12,38069.378906
2008-06-13,39277.699219
2008-06-16,40427.789063
2008-06-17,42990.011719
2008-06-18,41213.925781
2008-06-19,42364.011719
2008-06-20,40675.277344
2008-06-23,39729.0
2008-06-24,39437.839844
2008-06-25,42655.175781
2008-06-26,41679.78125
2008-06-27,42364.011719
2008-06-30,43048.242188
2008-07-01,41592.433594
2008-07-02,37588.960938
2008-07-03,37603.519531
2008-07-07,37399.707031
2008-07-08,40995.554688
2008-07-09,40267.648438
2008-07-10,40806.296875
2008-07-11,41112.019531
2008-07-14,39903.699219
2008-07-15,40806.296875
2008-07-16,42946.335938
2008-07-17,42640.617188
2008-07-18,41941.828125
2008-07-21,40617.042969
2008-07-22,42189.316406
2008-07-23,43717.914063
2008-07-24,41199.367188
2008-07-25,42495.035156
2008-07-28,41985.503906
2008-07-29,43150.148438
2008-07-30,42582.382813
2008-07-31,42276.664063
2008-08-01,41359.503906
2008-08-04,39161.234375
2008-08-05,38899.191406
2008-08-06,40194.859375
2008-08-07,37792.777344
2008-08-08,38840.957031
2008-08-11,38142.167969
2008-08-12,37894.683594
2008-08-13,38855.515625
2008-08-14,42291.222656
2008-08-15,41490.527344
2008-08-18,41257.597656
2008-08-19,39365.046875
2008-08-20,38535.238281
2008-08-21,38491.5625
2008-08-22,38185.84375
2008-08-25,37719.984375
2008-08-26,37443.382813
2008-08-27,37763.660156
2008-08-28,38724.492188
2008-08-29,38535.238281
2008-09-02,36511.664063
2008-09-03,34255.164063
2008-09-04,32828.46875
2008-09-05,32974.050781
2008-09-08,32013.21875
2008-09-09,28985.136719
2008-09-10,30135.226563
2008-09-11,31197.964844
2008-09-12,32158.798827999995
2008-09-15,30106.109375
2008-09-16,32246.146483999997
2008-09-17,30237.132813
2008-09-18,31649.265625
2008-09-19,33862.09375
2008-09-22,31430.894531
2008-09-23,27587.5625
2008-09-24,27500.212891000003
2008-09-25,25593.105469
2008-09-26,23278.369141
2008-09-29,19245.78125
2008-09-30,20293.962891
2008-10-01,18940.0625
2008-10-02,16960.164063
2008-10-03,16931.046875
2008-10-06,14761.893555
2008-10-07,13087.713867
2008-10-08,12913.016602
2008-10-09,10904.001953
2008-10-10,9914.052734
2008-10-13,13014.923828
2008-10-14,14514.405272999998
2008-10-15,11733.8125
2008-10-16,12825.668945
2008-10-17,13728.269531
2008-10-20,14412.499022999998
2008-10-21,14514.405272999998
2008-10-22,12185.113281
2008-10-23,12010.416016
2008-10-24,11282.511719
2008-10-27,10248.888672
2008-10-28,10700.188477
2008-10-29,11500.882813
2008-10-30,12621.855469
2008-10-31,14514.405272999998
2008-11-03,14980.264647999998
2008-11-04,15984.771484
2008-11-05,14616.3125
2008-11-06,12010.416016
2008-11-07,14310.592772999998
2008-11-10,15751.842772999998
2008-11-11,14659.986328
2008-11-12,12330.693359
2008-11-13,13699.15332
2008-11-14,12680.087891
2008-11-17,12956.691406
2008-11-18,10904.001953
2008-11-19,9389.961914
2008-11-20,6230.858397999999
2008-11-21,4804.166504
2008-11-24,5255.466797
2008-11-25,5386.489746
2008-11-26,5706.767578
2008-11-28,6303.648438
2008-12-01,5255.466797
2008-12-02,5153.560547
2008-12-03,4935.188965
2008-12-04,4760.492188
2008-12-05,5473.837890999999
2008-12-08,6347.322754
2008-12-09,8603.825195
2008-12-10,10554.608398
2008-12-11,8734.847656
2008-12-12,9826.704102
2008-12-15,10685.630859
2008-12-16,11748.370117
2008-12-17,12927.575195
2008-12-18,13000.365234
2008-12-19,10933.118164
2008-12-22,10234.330078
2008-12-23,9608.333008
2008-12-24,9171.59082
2008-12-26,8734.847656
2008-12-29,7541.085448999999
2008-12-30,8268.989258
2008-12-31,9928.610352
2009-01-02,10700.188477
2009-01-05,11326.186523
2009-01-06,12447.158203
2009-01-07,11151.489258
2009-01-08,11398.976563
2009-01-09,11195.163086
2009-01-12,10045.075195
2009-01-13,10452.701172
2009-01-14,9652.006836
2009-01-15,9317.170898
2009-01-16,8865.871094
2009-01-20,7322.714355
2009-01-21,8283.547852
2009-01-22,7453.736816
2009-01-23,7279.040039
2009-01-26,7599.317870999999
2009-01-27,7628.434081999999
2009-01-28,9171.59082
2009-01-29,8268.989258
2009-01-30,7774.014648
2009-02-02,7133.458984000001
2009-02-03,7977.827637
2009-02-04,10467.259766
2009-02-05,10569.166016
2009-02-06,11457.208984
2009-02-09,12185.113281
2009-02-10,10569.166016
2009-02-11,9797.587891
2009-02-12,9229.822266
2009-02-13,7817.688965
2009-02-17,6347.322754
2009-02-18,5779.557617
2009-02-19,5633.977051
2009-02-20,5182.67627
2009-02-23,4265.517578
2009-02-24,6405.555176
2009-02-25,6158.067871
2009-02-26,5735.883301
2009-02-27,5473.837890999999
2009-03-02,4585.79541
2009-03-03,4309.191895
2009-03-04,6536.578125
2009-03-05,5648.535156
2009-03-06,6609.368164
2009-03-09,7351.830566
2009-03-10,7613.875977
2009-03-11,6667.600586
2009-03-12,7104.343262
2009-03-13,6827.739745999999
2009-03-16,6682.158691
2009-03-17,6609.368164
2009-03-18,6420.113281
2009-03-19,7002.436523
2009-03-20,5837.790039
2009-03-23,6099.835449
2009-03-24,6478.345703
2009-03-25,6361.880859000001
2009-03-26,6507.461914
2009-03-27,6871.413573999999
2009-03-30,6128.95166
2009-03-31,6187.184082
2009-04-01,6303.648438
2009-04-02,6682.158691
2009-04-03,6754.949219
2009-04-06,6653.04248
2009-04-07,6114.393555
2009-04-08,6289.090332
2009-04-09,6623.92627
2009-04-13,7075.227051000001
2009-04-14,8443.686523
2009-04-15,8341.780273
2009-04-16,8924.103516
2009-04-17,10030.517578
2009-04-20,8356.337891
2009-04-21,9419.078125
2009-04-22,9273.49707
2009-04-23,9157.032227
2009-04-24,9433.635742
2009-04-27,8545.592773
2009-04-28,8298.105469
2009-04-29,8909.544922
2009-04-30,9491.868164
2009-05-01,10510.933594
2009-05-04,12388.925781
2009-05-05,12126.880859
2009-05-06,13364.317383
2009-05-07,11093.256836
2009-05-08,11209.72168
2009-05-11,10641.956055
2009-05-12,10176.097656
2009-05-13,8982.334961
2009-05-14,9389.961914
2009-05-15,9593.774414
2009-05-18,9841.261719
2009-05-19,10656.514648
2009-05-20,10496.375977
2009-05-21,9943.168945
2009-05-22,9695.681641
2009-05-26,9986.842773
2009-05-27,10321.678711
2009-05-28,10714.74707
2009-05-29,11326.186523
2009-06-01,10729.304688
2009-06-02,10831.211914
2009-06-03,9739.355469
2009-06-04,9477.310547
2009-06-05,9244.380859
2009-06-08,8793.080078
2009-06-09,9579.216797
2009-06-10,9593.774414
2009-06-11,9215.264648
2009-06-12,9026.009766
2009-06-15,8618.383789
2009-06-16,8268.989258
2009-06-17,7774.014648
2009-06-18,7715.782227
2009-06-19,7642.992187999999
2009-06-22,6798.623535
2009-06-23,6565.693848
2009-06-24,6973.320312999999
2009-06-25,7016.994629000001
2009-06-26,7570.20166
2009-06-29,7075.227051000001
2009-06-30,6856.855469
2009-07-01,6594.810059
2009-07-02,6376.438965
2009-07-06,6216.300293
2009-07-07,6099.835449
2009-07-08,5968.812988000001
2009-07-09,6172.625977000001
2009-07-10,6376.438965
2009-07-13,6405.555176
2009-07-14,7104.343262
2009-07-15,7934.153809
2009-07-16,7875.921387
2009-07-17,7657.550293000001
2009-07-20,7890.479492
2009-07-21,8312.664063
2009-07-22,8152.524901999999
2009-07-23,8749.40625
2009-07-24,8720.290039
2009-07-27,9186.148438
2009-07-28,8865.871094
2009-07-29,8312.664063
2009-07-30,8545.592773
2009-07-31,8370.896484
2009-08-03,8778.522461
2009-08-04,8822.196289
2009-08-05,8836.754883
2009-08-06,8006.943848000001
2009-08-07,7977.827637
2009-08-10,7890.479492
2009-08-11,7293.598145
2009-08-12,7337.272461
2009-08-13,7613.875977
2009-08-14,7759.456543000001
2009-08-17,7264.481934
2009-08-18,7118.900879000001
2009-08-19,7162.575195
2009-08-20,7104.343262
2009-08-21,7264.481934
2009-08-24,7322.714355
2009-08-25,7220.807617
2009-08-26,7308.15625
2009-08-27,7672.108398
2009-08-28,7642.992187999999
2009-08-31,7322.714355
2009-09-01,6929.645995999999
2009-09-02,6929.645995999999
2009-09-03,7060.668945
2009-09-04,7148.01709
2009-09-08,7177.133301000001
2009-09-09,7424.620605
2009-09-10,7715.782227
2009-09-11,7919.595703
2009-09-14,8225.31543
2009-09-15,8065.17627
2009-09-16,8385.454102
2009-09-17,8268.989258
2009-09-18,8239.873047
