Date,AKR
1993-11-03,16.125
1993-11-04,15.75
1993-11-05,15.75
1993-11-08,15.875
1993-11-09,16.25
1993-11-10,15.875
1993-11-11,16.0
1993-11-12,15.875
1993-11-15,15.875
1993-11-16,15.5
1993-11-17,15.375
1993-11-18,15.375
1993-11-19,15.25
1993-11-22,14.75
1993-11-23,14.75
1993-11-24,14.625
1993-11-26,14.75
1993-11-29,15.25
1993-11-30,15.625
1993-12-01,15.5
1993-12-02,15.75
1993-12-03,15.75
1993-12-06,15.625
1993-12-07,15.5
1993-12-08,15.625
1993-12-09,15.5
1993-12-10,15.625
1993-12-13,15.375
1993-12-14,14.75
1993-12-15,14.5
1993-12-16,14.875
1993-12-17,15.125
1993-12-20,15.0
1993-12-21,14.5
1993-12-22,14.375
1993-12-23,14.375
1993-12-27,14.5
1993-12-28,14.625
1993-12-29,14.5
1993-12-30,14.625
1993-12-31,14.5
1994-01-03,15.0
1994-01-04,15.0
1994-01-05,14.875
1994-01-06,14.875
1994-01-07,14.75
1994-01-10,14.625
1994-01-11,14.625
1994-01-12,14.625
1994-01-13,14.25
1994-01-14,14.125
1994-01-17,14.125
1994-01-18,14.125
1994-01-19,14.25
1994-01-20,14.125
1994-01-21,14.0
1994-01-24,14.25
1994-01-25,14.875
1994-01-26,15.0
1994-01-27,14.625
1994-01-28,14.5
1994-01-31,14.875
1994-02-01,15.0
1994-02-02,15.0
1994-02-03,14.75
1994-02-04,14.875
1994-02-07,14.875
1994-02-08,14.875
1994-02-09,14.75
1994-02-10,14.75
1994-02-11,14.75
1994-02-14,14.75
1994-02-15,14.5
1994-02-16,14.5
1994-02-17,14.625
1994-02-18,14.625
1994-02-22,14.625
1994-02-23,14.625
1994-02-24,14.875
1994-02-25,14.875
1994-02-28,14.875
1994-03-01,14.875
1994-03-02,14.875
1994-03-03,14.75
1994-03-04,14.75
1994-03-07,14.875
1994-03-08,14.875
1994-03-09,14.75
1994-03-10,14.5
1994-03-11,14.375
1994-03-14,14.5
1994-03-15,14.375
1994-03-16,14.375
1994-03-17,14.625
1994-03-18,15.0
1994-03-21,15.25
1994-03-22,15.5
1994-03-23,15.75
1994-03-24,15.5
1994-03-25,15.75
1994-03-28,15.75
1994-03-29,15.625
1994-03-30,15.5
1994-03-31,15.625
1994-04-04,15.5
1994-04-05,15.75
1994-04-06,15.625
1994-04-07,15.75
1994-04-08,15.875
1994-04-11,15.625
1994-04-12,15.5
1994-04-13,15.5
1994-04-14,15.625
1994-04-15,15.375
1994-04-18,15.25
1994-04-19,15.125
1994-04-20,14.875
1994-04-21,14.875
1994-04-22,14.75
1994-04-25,14.875
1994-04-26,14.875
1994-04-28,14.875
1994-04-29,14.75
1994-05-02,14.875
1994-05-03,14.875
1994-05-04,14.875
1994-05-05,15.0
1994-05-06,15.0
1994-05-09,15.0
1994-05-10,15.0
1994-05-11,15.0
1994-05-12,15.0
1994-05-13,15.0
1994-05-16,14.5
1994-05-17,14.625
1994-05-18,14.75
1994-05-19,14.75
1994-05-20,14.75
1994-05-23,14.875
1994-05-24,15.125
1994-05-25,15.0
1994-05-26,15.0
1994-05-27,14.875
1994-05-31,14.875
1994-06-01,14.875
1994-06-02,14.875
1994-06-03,14.75
1994-06-06,14.875
1994-06-07,14.875
1994-06-08,14.625
1994-06-09,14.875
1994-06-10,14.75
1994-06-13,14.625
1994-06-14,14.875
1994-06-15,14.75
1994-06-16,14.75
1994-06-17,14.625
1994-06-20,14.5
1994-06-21,14.5
1994-06-22,14.375
1994-06-23,14.5
1994-06-24,14.375
1994-06-27,14.5
1994-06-28,14.125
1994-06-29,14.0
1994-06-30,14.375
1994-07-01,14.375
1994-07-05,14.375
1994-07-06,14.5
1994-07-07,14.625
1994-07-08,14.75
1994-07-11,14.625
1994-07-12,14.625
1994-07-13,14.25
1994-07-14,14.375
1994-07-15,14.75
1994-07-18,14.5
1994-07-19,14.5
1994-07-20,14.5
1994-07-21,14.5
1994-07-22,14.25
1994-07-25,14.25
1994-07-26,14.125
1994-07-27,14.0
1994-07-28,13.875
1994-07-29,14.0
1994-08-01,13.875
1994-08-02,14.0
1994-08-03,14.0
1994-08-04,14.0
1994-08-05,14.0
1994-08-08,13.875
1994-08-09,14.0
1994-08-10,13.875
1994-08-11,13.875
1994-08-12,13.625
1994-08-15,13.5
1994-08-16,13.125
1994-08-17,13.25
1994-08-18,13.25
1994-08-19,13.125
1994-08-22,13.5
1994-08-23,13.5
1994-08-24,13.375
1994-08-25,13.375
1994-08-26,13.375
1994-08-29,13.5
1994-08-30,13.25
1994-08-31,13.5
1994-09-01,13.375
1994-09-02,13.375
1994-09-06,13.25
1994-09-07,13.375
1994-09-08,13.375
1994-09-09,13.25
1994-09-12,13.25
1994-09-13,13.25
1994-09-14,13.375
1994-09-15,13.375
1994-09-16,13.5
1994-09-19,13.375
1994-09-20,13.5
1994-09-21,13.25
1994-09-22,13.125
1994-09-23,13.0
1994-09-26,12.875
1994-09-27,12.875
1994-09-28,12.5
1994-09-29,12.875
1994-09-30,13.0
1994-10-03,13.125
1994-10-04,13.0
1994-10-05,13.125
1994-10-06,12.875
1994-10-07,13.0
1994-10-10,13.125
1994-10-11,12.625
1994-10-12,12.625
1994-10-13,12.5
1994-10-14,12.625
1994-10-17,13.0
1994-10-18,13.0
1994-10-19,12.875
1994-10-20,13.0
1994-10-21,13.0
1994-10-24,13.0
1994-10-25,13.0
1994-10-26,12.75
1994-10-27,12.75
1994-10-28,13.0
1994-10-31,13.0
1994-11-01,12.75
1994-11-02,12.625
1994-11-03,12.75
1994-11-04,12.625
1994-11-07,12.75
1994-11-08,12.625
1994-11-09,12.5
1994-11-10,12.875
1994-11-11,12.625
1994-11-14,12.75
1994-11-15,12.875
1994-11-16,12.75
1994-11-17,13.0
1994-11-18,13.125
1994-11-21,12.875
1994-11-22,13.125
1994-11-23,13.0
1994-11-25,13.0
1994-11-28,12.875
1994-11-29,13.0
1994-11-30,13.125
1994-12-01,12.875
1994-12-02,13.0
1994-12-05,13.125
1994-12-06,13.0
1994-12-07,13.0
1994-12-08,13.0
1994-12-09,12.875
1994-12-12,12.375
1994-12-13,12.5
1994-12-14,12.375
1994-12-15,12.5
1994-12-16,12.375
1994-12-19,12.375
1994-12-20,12.375
1994-12-21,12.5
1994-12-22,12.5
1994-12-23,12.75
1994-12-27,12.875
1994-12-28,13.0
1994-12-29,12.75
1994-12-30,13.0
1995-01-03,13.0
1995-01-04,12.75
1995-01-05,12.5
1995-01-06,13.125
1995-01-09,13.25
1995-01-10,13.25
1995-01-11,13.25
1995-01-12,13.125
1995-01-13,13.0
1995-01-16,12.75
1995-01-17,13.125
1995-01-18,13.0
1995-01-19,13.25
1995-01-20,13.25
1995-01-23,13.0
1995-01-24,12.875
1995-01-25,12.625
1995-01-26,12.625
1995-01-27,12.625
1995-01-30,12.625
1995-01-31,12.5
1995-02-01,12.875
1995-02-02,12.875
1995-02-03,13.0
1995-02-06,13.125
1995-02-07,13.0
1995-02-08,13.125
1995-02-09,13.5
1995-02-10,13.375
1995-02-13,13.125
1995-02-14,13.0
1995-02-15,13.0
1995-02-16,12.75
1995-02-17,12.75
1995-02-21,12.625
1995-02-22,12.625
1995-02-23,12.625
1995-02-24,12.625
1995-02-27,12.625
1995-02-28,12.625
1995-03-01,12.625
1995-03-02,12.625
1995-03-03,12.5
1995-03-06,12.5
1995-03-07,12.625
1995-03-08,12.625
1995-03-09,12.625
1995-03-10,12.5
1995-03-13,12.75
1995-03-14,12.5625
1995-03-15,12.625
1995-03-16,12.625
1995-03-17,12.75
1995-03-20,12.75
1995-03-21,12.75
1995-03-22,12.75
1995-03-23,12.5
1995-03-24,12.5
1995-03-27,12.625
1995-03-28,12.625
1995-03-29,12.625
1995-03-30,12.625
1995-03-31,12.75
1995-04-03,12.625
1995-04-04,12.625
1995-04-05,12.625
1995-04-06,12.625
1995-04-07,12.25
1995-04-10,12.625
1995-04-11,12.625
1995-04-12,12.625
1995-04-13,12.625
1995-04-17,12.5
1995-04-18,12.625
1995-04-19,12.5
1995-04-20,12.625
1995-04-21,12.5
1995-04-24,12.5
1995-04-25,12.5
1995-04-26,12.625
1995-04-27,12.625
1995-04-28,12.625
1995-05-01,12.625
1995-05-02,12.625
1995-05-03,12.625
1995-05-04,12.625
1995-05-05,12.625
1995-05-08,12.625
1995-05-09,12.75
1995-05-10,12.75
1995-05-11,13.25
1995-05-12,13.875
1995-05-15,13.75
1995-05-16,13.125
1995-05-17,13.25
1995-05-18,13.125
1995-05-19,13.5
1995-05-22,13.375
1995-05-23,13.375
1995-05-24,13.875
1995-05-25,13.625
1995-05-26,14.0
1995-05-30,13.875
1995-05-31,13.75
1995-06-01,14.0
1995-06-02,14.0
1995-06-05,14.0
1995-06-06,14.125
1995-06-07,14.0
1995-06-08,13.625
1995-06-09,13.5
1995-06-12,13.5
1995-06-13,13.5
1995-06-14,13.75
1995-06-15,13.625
1995-06-16,13.5
1995-06-19,13.5
1995-06-20,13.375
1995-06-21,13.125
1995-06-22,13.125
1995-06-23,12.875
1995-06-26,13.0
1995-06-27,12.75
1995-06-28,13.125
1995-06-29,13.0
1995-06-30,13.0
1995-07-03,13.125
1995-07-05,13.0
1995-07-06,13.0
1995-07-07,13.25
1995-07-10,13.5
1995-07-11,13.375
1995-07-12,13.375
1995-07-13,13.375
1995-07-14,13.25
1995-07-17,13.375
1995-07-18,13.25
1995-07-19,13.25
1995-07-20,13.25
1995-07-21,13.25
1995-07-24,13.375
1995-07-25,13.25
1995-07-26,13.125
1995-07-27,13.375
1995-07-28,13.375
1995-07-31,13.375
1995-08-01,13.375
1995-08-02,13.25
1995-08-03,13.25
1995-08-04,13.375
1995-08-07,13.375
1995-08-08,13.25
1995-08-09,13.25
1995-08-10,13.125
1995-08-11,13.0
1995-08-14,12.875
1995-08-15,13.0
1995-08-16,13.0
1995-08-17,12.625
1995-08-18,12.625
1995-08-21,12.625
1995-08-22,12.5
1995-08-23,12.375
1995-08-24,12.375
1995-08-25,12.375
1995-08-28,12.0
1995-08-29,12.375
1995-08-30,12.375
1995-08-31,12.375
1995-09-01,12.375
1995-09-05,12.25
1995-09-06,12.375
1995-09-07,12.25
1995-09-08,12.375
1995-09-11,12.25
1995-09-12,12.25
1995-09-13,12.125
1995-09-14,12.125
1995-09-15,12.0
1995-09-18,12.0
1995-09-19,11.75
1995-09-20,12.125
1995-09-21,12.0
1995-09-22,12.125
1995-09-25,12.125
1995-09-26,12.125
1995-09-27,12.0
1995-09-28,12.0
1995-09-29,12.25
1995-10-02,12.0
1995-10-03,12.125
1995-10-04,12.25
1995-10-05,12.375
1995-10-06,12.75
1995-10-09,12.625
1995-10-10,12.5
1995-10-11,12.25
1995-10-12,12.5
1995-10-13,12.375
1995-10-16,12.375
1995-10-17,12.125
1995-10-18,12.125
1995-10-19,12.0
1995-10-20,10.875
1995-10-23,11.125
1995-10-24,11.0
1995-10-25,10.875
1995-10-26,11.0
1995-10-27,10.75
1995-10-30,10.75
1995-10-31,10.75
1995-11-01,10.75
1995-11-02,10.75
1995-11-03,10.75
1995-11-06,10.625
1995-11-07,10.875
1995-11-08,10.75
1995-11-09,10.875
1995-11-10,11.125
1995-11-13,11.0
1995-11-14,11.125
1995-11-15,11.125
1995-11-16,10.625
1995-11-17,10.625
1995-11-20,10.625
1995-11-21,10.375
1995-11-22,10.5
1995-11-24,10.625
1995-11-27,10.625
1995-11-28,10.75
1995-11-29,10.75
1995-11-30,10.375
1995-12-01,10.0
1995-12-04,9.75
1995-12-05,10.0
1995-12-06,10.125
1995-12-07,10.0
1995-12-08,10.5
1995-12-11,10.25
1995-12-12,10.375
1995-12-13,10.375
1995-12-14,10.375
1995-12-15,10.25
1995-12-18,10.0
1995-12-19,10.0
1995-12-20,10.25
1995-12-21,10.625
1995-12-22,11.125
1995-12-26,11.25
1995-12-27,11.125
1995-12-28,11.125
1995-12-29,11.375
1996-01-02,11.625
1996-01-03,11.75
1996-01-04,11.75
1996-01-05,11.75
1996-01-08,11.625
1996-01-09,11.75
1996-01-10,11.875
1996-01-11,11.5
1996-01-12,11.625
1996-01-15,11.75
1996-01-16,11.75
1996-01-17,11.375
1996-01-18,11.5
1996-01-19,11.625
1996-01-22,11.75
1996-01-23,11.75
1996-01-24,12.0
1996-01-25,12.125
1996-01-26,12.0
1996-01-29,12.0
1996-01-30,12.0
1996-01-31,11.875
1996-02-01,11.75
1996-02-02,11.75
1996-02-05,12.0
1996-02-06,12.125
1996-02-07,12.375
1996-02-08,12.375
1996-02-09,12.25
1996-02-12,12.375
1996-02-13,12.375
1996-02-14,12.375
1996-02-15,12.25
1996-02-16,12.5
1996-02-20,12.5
1996-02-21,12.75
1996-02-22,12.375
1996-02-23,12.375
1996-02-26,12.375
1996-02-27,12.25
1996-02-28,12.375
1996-02-29,12.375
1996-03-01,12.25
1996-03-04,12.375
1996-03-05,12.375
1996-03-06,12.125
1996-03-07,11.875
1996-03-08,11.5
1996-03-11,11.75
1996-03-12,11.625
1996-03-13,11.75
1996-03-14,11.5
1996-03-15,11.5
1996-03-18,11.375
1996-03-19,11.5
1996-03-20,11.5
1996-03-21,11.25
1996-03-22,11.25
1996-03-25,11.125
1996-03-26,11.125
1996-03-27,10.75
1996-03-28,10.75
1996-03-29,10.875
1996-04-01,10.625
1996-04-02,10.375
1996-04-03,10.5
1996-04-04,10.25
1996-04-08,10.0
1996-04-09,10.0
1996-04-10,10.0
1996-04-11,10.0
1996-04-12,10.0
1996-04-15,10.0
1996-04-16,10.0
1996-04-17,10.0
1996-04-18,10.0
1996-04-19,10.0
1996-04-22,10.0
1996-04-23,10.25
1996-04-24,10.0
1996-04-25,10.375
1996-04-26,10.375
1996-04-29,10.5
1996-04-30,10.75
1996-05-01,10.875
1996-05-02,10.75
1996-05-03,11.0
1996-05-06,11.0
1996-05-07,11.0
1996-05-08,11.0
1996-05-09,10.75
1996-05-10,10.875
1996-05-13,11.0
1996-05-14,10.875
1996-05-15,10.875
1996-05-16,10.875
1996-05-17,10.875
1996-05-20,10.5
1996-05-21,10.625
1996-05-22,10.875
1996-05-23,10.875
1996-05-24,10.875
1996-05-28,10.625
1996-05-29,10.75
1996-05-30,10.875
1996-05-31,10.75
1996-06-03,10.5
1996-06-04,10.5
1996-06-05,10.375
1996-06-06,10.625
1996-06-07,10.5
1996-06-10,10.5
1996-06-11,10.375
1996-06-12,10.375
1996-06-13,10.5
1996-06-14,10.375
1996-06-17,10.375
1996-06-18,10.375
1996-06-19,10.25
1996-06-20,10.125
1996-06-21,10.125
1996-06-24,10.25
1996-06-25,10.125
1996-06-26,10.25
1996-06-27,10.125
1996-06-28,10.375
1996-07-01,10.375
1996-07-02,10.75
1996-07-03,10.625
1996-07-05,10.625
1996-07-08,10.75
1996-07-09,10.75
1996-07-10,10.875
1996-07-11,10.875
1996-07-12,10.875
1996-07-15,10.875
1996-07-16,10.875
1996-07-17,10.75
1996-07-18,10.875
1996-07-19,10.625
1996-07-22,10.5
1996-07-23,10.125
1996-07-24,10.125
1996-07-25,9.875
1996-07-26,10.125
1996-07-29,10.125
1996-07-30,10.25
1996-07-31,10.125
1996-08-01,10.25
1996-08-02,11.0
1996-08-05,11.375
1996-08-06,11.625
1996-08-07,11.5
1996-08-08,11.75
1996-08-09,11.5
1996-08-12,11.5
1996-08-13,11.375
1996-08-14,11.375
1996-08-15,11.25
1996-08-16,11.375
1996-08-19,11.375
1996-08-20,11.375
1996-08-21,11.375
1996-08-22,11.0
1996-08-23,10.875
1996-08-26,11.0
1996-08-27,11.0
1996-08-28,11.0
1996-08-29,11.0
1996-08-30,10.875
1996-09-03,11.0
1996-09-04,11.0
1996-09-05,11.0
1996-09-06,10.875
1996-09-09,11.0
1996-09-10,11.0
1996-09-11,11.0
1996-09-12,11.0
1996-09-13,10.875
1996-09-16,10.875
1996-09-17,11.0
1996-09-18,10.875
1996-09-19,11.0
1996-09-20,10.875
1996-09-23,11.0
1996-09-24,11.0
1996-09-25,11.0
1996-09-26,10.875
1996-09-27,10.875
1996-09-30,10.875
1996-10-01,10.875
1996-10-02,11.0
1996-10-03,11.125
1996-10-04,11.125
1996-10-07,11.0
1996-10-08,10.875
1996-10-09,11.0
1996-10-10,11.0
1996-10-11,11.0
1996-10-14,11.125
1996-10-15,11.125
1996-10-16,11.125
1996-10-17,11.125
1996-10-18,11.125
1996-10-21,11.125
1996-10-22,11.125
1996-10-23,11.125
1996-10-24,11.125
1996-10-25,11.125
1996-10-28,11.0
1996-10-29,11.125
1996-10-30,11.125
1996-10-31,11.125
1996-11-01,11.125
1996-11-04,11.125
1996-11-05,11.0
1996-11-06,10.75
1996-11-07,10.625
1996-11-08,10.75
1996-11-11,10.75
1996-11-12,11.25
1996-11-13,10.5
1996-11-14,10.5
1996-11-15,10.5
1996-11-18,10.5
1996-11-19,10.5
1996-11-20,10.5
1996-11-21,10.5
1996-11-22,10.25
1996-11-25,10.25
1996-11-26,10.125
1996-11-27,10.25
1996-11-29,10.125
1996-12-02,10.25
1996-12-03,10.25
1996-12-04,10.125
1996-12-05,10.0
1996-12-06,10.0
1996-12-09,10.125
1996-12-10,10.125
1996-12-11,10.125
1996-12-12,10.125
1996-12-13,10.375
1996-12-16,10.25
1996-12-17,10.125
1996-12-18,10.125
1996-12-19,10.375
1996-12-20,10.375
1996-12-23,10.25
1996-12-24,10.375
1996-12-26,10.375
1996-12-27,10.375
1996-12-30,10.25
1996-12-31,10.125
1997-01-02,10.375
1997-01-03,10.375
1997-01-06,10.375
1997-01-07,10.25
1997-01-08,10.25
1997-01-09,10.5
1997-01-10,10.375
1997-01-13,10.625
1997-01-14,11.0
1997-01-15,10.875
1997-01-16,11.25
1997-01-17,11.5
1997-01-20,11.5
1997-01-21,11.5
1997-01-22,11.75
1997-01-23,11.375
1997-01-24,11.25
1997-01-27,11.375
1997-01-28,11.375
1997-01-29,11.5
1997-01-30,11.375
1997-01-31,11.375
1997-02-03,11.5
1997-02-04,11.125
1997-02-05,10.875
1997-02-06,10.875
1997-02-07,10.875
1997-02-10,10.75
1997-02-11,10.625
1997-02-12,10.75
1997-02-13,10.875
1997-02-14,10.75
1997-02-18,11.125
1997-02-19,11.0
1997-02-20,11.25
1997-02-21,11.25
1997-02-24,11.25
1997-02-25,11.25
1997-02-26,11.25
1997-02-27,11.25
1997-02-28,11.375
1997-03-03,11.0
1997-03-04,11.25
1997-03-05,11.125
1997-03-06,11.125
1997-03-07,11.0
1997-03-10,11.125
1997-03-11,11.25
1997-03-12,11.25
1997-03-13,11.125
1997-03-14,11.125
1997-03-17,11.25
1997-03-18,11.75
1997-03-19,11.25
1997-03-20,11.25
1997-03-21,11.375
1997-03-24,11.25
1997-03-25,11.0
1997-03-26,11.125
1997-03-27,11.0
1997-03-31,10.875
1997-04-01,10.75
1997-04-02,10.75
1997-04-03,10.75
1997-04-04,10.625
1997-04-07,10.625
1997-04-08,10.5
1997-04-09,10.75
1997-04-10,10.75
1997-04-11,10.75
1997-04-14,10.5
1997-04-15,10.375
1997-04-16,10.5
1997-04-17,10.5
1997-04-18,10.375
1997-04-21,10.375
1997-04-22,10.5
1997-04-23,10.375
1997-04-24,10.375
1997-04-25,10.375
1997-04-28,10.25
1997-04-29,10.25
1997-04-30,10.25
1997-05-01,10.375
1997-05-02,10.5
1997-05-05,10.625
1997-05-06,10.75
1997-05-07,10.625
1997-05-08,10.625
1997-05-09,10.625
1997-05-12,10.625
1997-05-13,10.5
1997-05-14,10.625
1997-05-15,10.375
1997-05-16,10.375
1997-05-19,10.125
1997-05-20,10.125
1997-05-21,10.125
1997-05-22,10.0
1997-05-23,10.0
1997-05-27,10.0
1997-05-28,9.875
1997-05-29,10.0
1997-05-30,9.875
1997-06-02,9.625
1997-06-03,9.625
1997-06-04,9.25
1997-06-05,9.125
1997-06-06,9.25
1997-06-09,9.125
1997-06-10,9.25
1997-06-11,9.125
1997-06-12,9.0
1997-06-13,9.125
1997-06-16,9.125
1997-06-17,9.375
1997-06-18,9.375
1997-06-19,9.625
1997-06-20,9.625
1997-06-23,9.75
1997-06-24,9.6875
1997-06-25,9.625
1997-06-26,9.125
1997-06-27,9.25
1997-06-30,9.625
1997-07-01,9.375
1997-07-02,9.25
1997-07-03,9.375
1997-07-07,9.375
1997-07-08,9.5
1997-07-09,9.1875
1997-07-10,9.3125
1997-07-11,9.3125
1997-07-14,9.3125
1997-07-15,9.25
1997-07-16,9.125
1997-07-17,9.0625
1997-07-18,9.0625
1997-07-21,9.0625
1997-07-22,9.0
1997-07-23,9.0625
1997-07-24,9.0625
1997-07-25,9.25
1997-07-28,9.25
1997-07-29,9.25
1997-07-30,9.375
1997-07-31,9.375
1997-08-01,9.4375
1997-08-04,9.375
1997-08-05,9.0
1997-08-06,9.1875
1997-08-07,9.25
1997-08-08,9.125
1997-08-11,9.0
1997-08-12,9.0625
1997-08-13,9.1875
1997-08-14,9.1875
1997-08-15,9.125
1997-08-18,9.125
1997-08-19,9.125
1997-08-20,9.1875
1997-08-21,9.1875
1997-08-22,9.1875
1997-08-25,9.25
1997-08-26,9.25
1997-08-27,9.3125
1997-08-28,9.1875
1997-08-29,9.3125
1997-09-02,9.3125
1997-09-03,9.375
1997-09-04,9.375
1997-09-05,9.375
1997-09-08,9.375
1997-09-09,9.375
1997-09-10,9.375
1997-09-11,9.375
1997-09-12,9.4375
1997-09-15,9.5
1997-09-16,9.375
1997-09-17,9.4375
1997-09-18,9.4375
1997-09-19,9.4375
1997-09-22,9.4375
1997-09-23,9.4375
1997-09-24,9.3125
1997-09-25,9.4375
1997-09-26,9.4375
1997-09-29,9.375
1997-09-30,9.4375
1997-10-01,9.375
1997-10-02,9.375
1997-10-03,9.3125
1997-10-06,9.375
1997-10-07,9.375
1997-10-08,9.25
1997-10-09,9.25
1997-10-10,9.3125
1997-10-13,9.3125
1997-10-14,9.25
1997-10-15,9.1875
1997-10-16,9.3125
1997-10-17,9.0625
1997-10-20,9.25
1997-10-21,9.375
1997-10-22,9.25
1997-10-23,9.25
1997-10-24,9.3125
1997-10-27,9.25
1997-10-28,9.375
1997-10-29,9.125
1997-10-30,8.9375
1997-10-31,8.9375
1997-11-03,9.0
1997-11-04,9.0
1997-11-05,9.0
1997-11-06,8.9375
1997-11-07,8.75
1997-11-10,9.0
1997-11-11,8.875
1997-11-12,8.75
1997-11-13,8.875
1997-11-14,9.0
1997-11-17,8.875
1997-11-18,8.9375
1997-11-19,8.875
1997-11-20,9.0
1997-11-21,8.9375
1997-11-24,9.0
1997-11-25,9.0
1997-11-26,8.875
1997-11-28,9.0
1997-12-01,8.875
1997-12-02,9.0
1997-12-03,8.875
1997-12-04,9.0
1997-12-05,9.0
1997-12-08,9.0
1997-12-09,9.0
1997-12-10,9.0
1997-12-11,9.0
1997-12-12,9.0625
1997-12-15,8.9375
1997-12-16,8.875
1997-12-17,9.0
1997-12-18,8.875
1997-12-19,9.0
1997-12-22,8.875
1997-12-23,8.9375
1997-12-24,8.875
1997-12-26,8.875
1997-12-29,8.875
1997-12-30,8.8125
1997-12-31,9.0
1998-01-02,8.9375
1998-01-05,8.9375
1998-01-06,9.0
1998-01-07,8.9375
1998-01-08,9.0
1998-01-09,8.875
1998-01-12,8.8125
1998-01-13,8.9375
1998-01-14,9.0
1998-01-15,8.875
1998-01-16,8.8125
1998-01-20,8.8125
1998-01-21,8.9375
1998-01-22,8.875
1998-01-23,8.9375
1998-01-26,8.875
1998-01-27,8.75
1998-01-28,8.6875
1998-01-29,8.75
1998-01-30,8.9375
1998-02-02,8.8125
1998-02-03,8.875
1998-02-04,8.875
1998-02-05,9.0
1998-02-06,8.9375
1998-02-09,8.9375
1998-02-10,8.8125
1998-02-11,8.875
1998-02-12,8.75
1998-02-13,8.9375
1998-02-17,8.9375
1998-02-18,8.875
1998-02-19,8.9375
1998-02-20,8.875
1998-02-23,8.875
1998-02-24,9.0
1998-02-25,8.9375
1998-02-26,9.0
1998-02-27,9.0
1998-03-02,9.0625
1998-03-03,8.9375
1998-03-04,9.0625
1998-03-05,9.0625
1998-03-06,9.125
1998-03-09,9.1875
1998-03-10,9.0625
1998-03-11,9.125
1998-03-12,9.0
1998-03-13,9.0
1998-03-16,9.0
1998-03-17,9.125
1998-03-18,8.9375
1998-03-19,8.9375
1998-03-20,9.0625
1998-03-23,9.0
1998-03-24,8.9375
1998-03-25,8.9375
1998-03-26,8.9375
1998-03-27,8.875
1998-03-30,8.875
1998-03-31,8.9375
1998-04-01,8.875
1998-04-02,8.75
1998-04-03,8.8125
1998-04-06,8.875
1998-04-07,8.6875
1998-04-08,8.75
1998-04-09,8.75
1998-04-13,8.625
1998-04-14,8.75
1998-04-15,8.5
1998-04-16,7.75
1998-04-17,8.0
1998-04-20,7.875
1998-04-21,7.75
1998-04-22,7.75
1998-04-23,7.75
1998-04-24,7.75
1998-04-27,7.75
1998-04-28,8.0
1998-04-29,8.0
1998-04-30,8.125
1998-05-01,8.125
1998-05-04,7.9375
1998-05-05,7.875
1998-05-06,7.8125
1998-05-07,7.875
1998-05-08,7.875
1998-05-11,7.75
1998-05-12,7.75
1998-05-13,7.75
1998-05-14,7.75
1998-05-15,7.625
1998-05-18,7.6875
1998-05-19,7.75
1998-05-20,7.625
1998-05-21,7.75
1998-05-22,7.75
1998-05-26,7.75
1998-05-27,7.75
