Date,SPWH
2015-08-25,11.54
2015-08-26,11.98
2015-08-27,11.86
2015-08-28,12.92
2015-08-31,12.92
2015-09-01,12.75
2015-09-02,13.21
2015-09-03,13.19
2015-09-04,13.09
2015-09-08,13.25
2015-09-09,13.57
2015-09-10,13.86
2015-09-11,13.86
2015-09-14,14.06
2015-09-15,14.14
2015-09-16,14.16
2015-09-17,14.26
2015-09-18,14.04
2015-09-21,13.99
2015-09-22,13.35
2015-09-23,13.3
2015-09-24,12.54
2015-09-25,12.04
2015-09-28,12.09
2015-09-29,12.29
2015-09-30,12.32
2015-10-01,12.17
2015-10-02,11.92
2015-10-05,12.27
2015-10-06,12.08
2015-10-07,12.55
2015-10-08,12.32
2015-10-09,12.22
2015-10-12,12.12
2015-10-13,12.25
2015-10-14,11.92
2015-10-15,11.95
2015-10-16,12.1
2015-10-19,12.13
2015-10-20,12.11
2015-10-21,12.1
2015-10-22,11.36
2015-10-23,10.55
2015-10-26,10.6
2015-10-27,10.31
2015-10-28,10.77
2015-10-29,10.7
2015-10-30,10.76
2015-11-02,10.74
2015-11-03,10.95
2015-11-04,10.85
2015-11-05,11.29
2015-11-06,11.76
2015-11-09,11.57
2015-11-10,11.64
2015-11-11,11.51
2015-11-12,11.39
2015-11-13,10.51
2015-11-16,10.38
2015-11-17,9.6
2015-11-18,9.61
2015-11-19,9.34
2015-11-20,11.42
2015-11-23,11.45
2015-11-24,11.6
2015-11-25,11.64
2015-11-27,11.48
2015-11-30,11.45
2015-12-01,11.22
2015-12-02,11.42
2015-12-03,11.62
2015-12-04,11.98
2015-12-07,11.79
2015-12-08,11.73
2015-12-09,11.33
2015-12-10,11.53
2015-12-11,11.5
2015-12-14,11.6
2015-12-15,11.43
2015-12-16,12.01
2015-12-17,12.12
2015-12-18,11.96
2015-12-21,12.75
2015-12-22,12.63
2015-12-23,12.82
2015-12-24,12.84
2015-12-28,13.07
2015-12-29,13.02
2015-12-30,12.94
2015-12-31,12.9
2016-01-04,12.85
2016-01-05,13.25
2016-01-06,13.26
2016-01-07,13.34
2016-01-08,12.81
2016-01-11,12.87
2016-01-12,13.6
2016-01-13,13.2
2016-01-14,12.77
2016-01-15,12.73
2016-01-19,12.7
2016-01-20,12.35
2016-01-21,12.59
2016-01-22,12.74
2016-01-25,12.71
2016-01-26,12.78
2016-01-27,12.42
2016-01-28,12.28
2016-01-29,13.11
2016-02-01,12.77
2016-02-02,12.86
2016-02-03,13.04
2016-02-04,12.37
2016-02-05,11.77
2016-02-08,11.25
2016-02-09,11.35
2016-02-10,11.48
2016-02-11,11.4
2016-02-12,11.81
2016-02-16,12.35
2016-02-17,12.25
2016-02-18,12.29
2016-02-19,12.2
2016-02-22,12.29
2016-02-23,12.24
2016-02-24,12.78
2016-02-25,12.76
2016-02-26,12.8
2016-02-29,12.97
2016-03-01,13.11
2016-03-02,12.92
2016-03-03,13.0
2016-03-04,13.42
2016-03-07,13.32
2016-03-08,13.22
2016-03-09,13.15
2016-03-10,13.185
2016-03-11,13.34
2016-03-14,13.11
2016-03-15,12.93
2016-03-16,12.98
2016-03-17,13.33
2016-03-18,13.32
2016-03-21,13.46
2016-03-22,13.97
2016-03-23,13.79
2016-03-24,12.23
2016-03-28,12.28
2016-03-29,12.63
2016-03-30,12.47
2016-03-31,12.6
2016-04-01,12.1
2016-04-04,11.62
2016-04-05,11.95
2016-04-06,12.22
2016-04-07,12.11
2016-04-08,12.26
2016-04-11,12.21
2016-04-12,11.67
2016-04-13,11.3
2016-04-14,11.26
2016-04-15,11.25
2016-04-18,11.33
2016-04-19,11.62
2016-04-20,11.67
2016-04-21,11.33
2016-04-22,11.15
2016-04-25,11.2
2016-04-26,11.31
2016-04-27,11.18
2016-04-28,11.26
2016-04-29,11.38
2016-05-02,11.205
2016-05-03,11.5
2016-05-04,11.37
2016-05-05,11.2
2016-05-06,11.2
2016-05-09,11.465
2016-05-10,11.4
2016-05-11,10.81
2016-05-12,10.55
2016-05-13,10.47
2016-05-16,10.51
2016-05-17,10.1
2016-05-18,9.75
2016-05-19,9.81
2016-05-20,9.96
2016-05-23,10.01
2016-05-24,9.8
2016-05-25,8.73
2016-05-26,8.79
2016-05-27,8.8
2016-05-31,8.64
2016-06-01,8.39
2016-06-02,8.51
2016-06-03,8.28
2016-06-06,8.1
2016-06-07,8.21
2016-06-08,8.47
2016-06-09,8.34
2016-06-10,8.25
2016-06-13,8.04
2016-06-14,7.83
2016-06-15,7.98
2016-06-16,8.01
2016-06-17,8.06
2016-06-20,8.17
2016-06-21,8.16
2016-06-22,8.03
2016-06-23,8.07
2016-06-24,7.99
2016-06-27,7.77
2016-06-28,7.86
2016-06-29,8.08
2016-06-30,8.06
2016-07-01,8.29
2016-07-05,8.32
2016-07-06,8.87
2016-07-07,8.88
2016-07-08,9.54
2016-07-11,9.6
2016-07-12,9.41
2016-07-13,9.23
2016-07-14,9.4
2016-07-15,9.41
2016-07-18,9.53
2016-07-19,9.36
2016-07-20,9.6
2016-07-21,9.51
2016-07-22,9.7
2016-07-25,10.18
2016-07-26,10.4
2016-07-27,10.5
2016-07-28,10.46
2016-07-29,10.18
2016-08-01,10.06
2016-08-02,9.9
2016-08-03,10.19
2016-08-04,10.21
2016-08-05,10.55
2016-08-08,10.38
2016-08-09,10.25
2016-08-10,10.34
2016-08-11,10.68
2016-08-12,10.73
2016-08-15,10.77
2016-08-16,10.78
2016-08-17,10.54
2016-08-18,10.99
2016-08-19,10.94
2016-08-22,10.87
2016-08-23,11.14
2016-08-24,11.0
2016-08-25,10.6
2016-08-26,10.6
2016-08-29,10.62
2016-08-30,10.42
2016-08-31,10.25
2016-09-01,10.48
2016-09-02,10.44
2016-09-06,10.45
2016-09-07,10.39
2016-09-08,10.21
2016-09-09,9.77
2016-09-12,9.74
2016-09-13,9.61
2016-09-14,9.6
2016-09-15,9.67
2016-09-16,9.77
2016-09-19,9.78
2016-09-20,9.64
2016-09-21,9.82
2016-09-22,10.07
2016-09-23,10.36
2016-09-26,10.35
2016-09-27,10.46
2016-09-28,10.47
2016-09-29,10.34
2016-09-30,10.52
2016-10-03,10.85
2016-10-04,10.92
2016-10-05,10.76
2016-10-06,10.8
2016-10-07,10.75
2016-10-10,10.75
2016-10-11,10.61
2016-10-12,10.59
2016-10-13,10.56
2016-10-14,10.38
2016-10-17,10.16
2016-10-18,10.15
2016-10-19,10.13
2016-10-20,10.17
2016-10-21,9.96
2016-10-24,10.14
2016-10-25,9.77
2016-10-26,9.49
2016-10-27,9.14
2016-10-28,9.09
2016-10-31,9.2
2016-11-01,9.14
2016-11-02,9.2
2016-11-03,9.08
2016-11-04,9.06
2016-11-07,9.43
2016-11-08,9.41
2016-11-09,9.03
2016-11-10,8.81
2016-11-11,7.91
2016-11-14,8.15
2016-11-15,8.19
2016-11-16,8.19
2016-11-17,8.22
2016-11-18,8.58
2016-11-21,8.79
2016-11-22,9.14
2016-11-23,8.93
2016-11-25,8.86
2016-11-28,9.1
2016-11-29,9.25
2016-11-30,9.0
2016-12-01,9.08
2016-12-02,9.02
2016-12-05,9.27
2016-12-06,9.39
2016-12-07,9.44
2016-12-08,9.53
2016-12-09,9.59
2016-12-12,9.24
2016-12-13,9.15
2016-12-14,9.27
2016-12-15,9.43
2016-12-16,9.62
2016-12-19,9.68
2016-12-20,9.83
2016-12-21,9.75
2016-12-22,9.39
2016-12-23,9.44
2016-12-27,9.46
2016-12-28,9.33
2016-12-29,9.41
2016-12-30,9.39
2017-01-03,9.54
2017-01-04,9.44
2017-01-05,9.31
2017-01-06,9.0
2017-01-09,8.99
2017-01-10,9.04
2017-01-11,8.76
2017-01-12,8.61
2017-01-13,8.37
2017-01-17,8.51
2017-01-18,8.43
2017-01-19,8.24
2017-01-20,8.09
2017-01-23,7.97
2017-01-24,8.08
2017-01-25,8.19
2017-01-26,8.01
2017-01-27,7.89
2017-01-30,7.51
2017-01-31,7.44
2017-02-01,7.34
2017-02-02,7.21
2017-02-03,6.85
2017-02-06,6.43
2017-02-07,6.4
2017-02-08,6.63
2017-02-09,5.98
2017-02-10,6.11
2017-02-13,5.57
2017-02-14,5.73
2017-02-15,5.55
2017-02-16,5.2
2017-02-17,5.26
2017-02-21,5.42
2017-02-22,5.28
2017-02-23,5.11
2017-02-24,5.09
2017-02-27,5.14
2017-02-28,4.85
2017-03-01,4.71
2017-03-02,4.84
2017-03-03,4.64
2017-03-06,4.49
2017-03-07,4.24
2017-03-08,4.49
2017-03-09,4.24
2017-03-10,4.29
2017-03-13,4.39
2017-03-14,4.34
2017-03-15,4.48
2017-03-16,4.63
2017-03-17,4.56
2017-03-20,4.87
2017-03-21,4.67
2017-03-22,4.66
2017-03-23,5.03
2017-03-24,4.64
2017-03-27,4.44
2017-03-28,4.4
2017-03-29,4.68
2017-03-30,4.84
2017-03-31,4.78
2017-04-03,4.86
2017-04-04,4.69
2017-04-05,4.7
2017-04-06,4.79
2017-04-07,4.64
2017-04-10,4.68
2017-04-11,4.87
2017-04-12,4.58
2017-04-13,4.62
2017-04-17,4.39
2017-04-18,4.48
2017-04-19,4.41
2017-04-20,4.41
2017-04-21,4.47
2017-04-24,4.49
2017-04-25,4.23
2017-04-26,4.21
2017-04-27,4.16
2017-04-28,4.09
2017-05-01,4.15
2017-05-02,4.31
2017-05-03,4.17
2017-05-04,4.1
2017-05-05,4.12
2017-05-08,4.32
2017-05-09,4.69
2017-05-10,4.74
2017-05-11,4.78
2017-05-12,5.17
2017-05-15,4.78
2017-05-16,4.64
2017-05-17,4.85
2017-05-18,4.73
2017-05-19,5.7
2017-05-22,5.65
2017-05-23,5.42
2017-05-24,5.55
2017-05-25,5.75
2017-05-26,5.81
2017-05-30,5.77
2017-05-31,5.83
2017-06-01,6.27
2017-06-02,5.89
2017-06-05,5.55
2017-06-06,5.46
2017-06-07,5.33
2017-06-08,5.39
2017-06-09,5.74
2017-06-12,5.86
2017-06-13,5.84
2017-06-14,5.85
2017-06-15,5.7
2017-06-16,5.66
2017-06-19,5.44
2017-06-20,5.42
2017-06-21,5.27
2017-06-22,5.26
2017-06-23,5.37
2017-06-26,5.42
2017-06-27,5.43
2017-06-28,5.45
2017-06-29,5.47
2017-06-30,5.4
2017-07-03,5.45
2017-07-05,5.33
2017-07-06,5.33
2017-07-07,5.31
2017-07-10,5.14
2017-07-11,5.11
2017-07-12,4.96
2017-07-13,5.04
2017-07-14,5.08
2017-07-17,5.07
2017-07-18,4.88
2017-07-19,4.64
2017-07-20,4.55
2017-07-21,4.44
2017-07-24,4.23
2017-07-25,4.34
2017-07-26,4.27
2017-07-27,4.64
2017-07-28,4.47
2017-07-31,4.53
2017-08-01,4.55
2017-08-02,4.47
2017-08-03,4.51
2017-08-04,4.25
2017-08-07,4.31
2017-08-08,4.18
2017-08-09,4.24
2017-08-10,4.14
2017-08-11,4.22
2017-08-14,4.2
2017-08-15,3.52
2017-08-16,3.58
2017-08-17,3.46
2017-08-18,4.34
2017-08-21,4.04
2017-08-22,4.08
2017-08-23,4.09
2017-08-24,4.06
2017-08-25,4.26
2017-08-28,4.06
2017-08-29,4.0
2017-08-30,4.14
2017-08-31,4.15
2017-09-01,4.21
2017-09-05,4.23
2017-09-06,4.25
2017-09-07,4.35
2017-09-08,4.22
2017-09-11,4.36
2017-09-12,4.42
2017-09-13,4.49
2017-09-14,4.41
2017-09-15,4.42
2017-09-18,4.3
2017-09-19,4.3
2017-09-20,4.34
2017-09-21,4.4
2017-09-22,4.41
2017-09-25,4.49
2017-09-26,4.5
2017-09-27,4.45
2017-09-28,4.52
2017-09-29,4.51
2017-10-02,4.42
2017-10-03,4.5
2017-10-04,4.42
2017-10-05,4.36
2017-10-06,4.4
2017-10-09,4.35
2017-10-10,4.36
2017-10-11,4.36
2017-10-12,4.3
2017-10-13,4.32
2017-10-16,4.35
2017-10-17,4.42
2017-10-18,4.55
2017-10-19,4.3
2017-10-20,4.26
2017-10-23,4.28
2017-10-24,4.27
2017-10-25,4.19
2017-10-26,4.23
2017-10-27,4.09
2017-10-30,4.11
2017-10-31,4.1
2017-11-01,4.13
2017-11-02,4.18
2017-11-03,4.08
2017-11-06,4.02
2017-11-07,4.0
2017-11-08,3.99
2017-11-09,3.88
2017-11-10,3.9
2017-11-13,3.8
2017-11-14,3.88
2017-11-15,3.96
2017-11-16,3.98
2017-11-17,4.68
2017-11-20,4.63
2017-11-21,4.6
2017-11-22,4.52
2017-11-24,4.61
2017-11-27,4.64
2017-11-28,5.07
2017-11-29,5.18
2017-11-30,5.04
2017-12-01,5.22
2017-12-04,5.42
2017-12-05,5.21
2017-12-06,5.17
2017-12-07,5.27
2017-12-08,5.45
2017-12-11,5.41
2017-12-12,5.44
2017-12-13,5.73
2017-12-14,5.68
2017-12-15,5.83
2017-12-18,5.84
2017-12-19,5.89
2017-12-20,6.1
2017-12-21,6.17
2017-12-22,6.14
2017-12-26,6.39
2017-12-27,6.57
2017-12-28,6.69
2017-12-29,6.61
2018-01-02,6.74
2018-01-03,6.43
2018-01-04,6.1
2018-01-05,5.77
2018-01-08,5.71
2018-01-09,5.33
2018-01-10,5.27
2018-01-11,5.41
2018-01-12,5.36
2018-01-16,5.31
2018-01-17,5.36
2018-01-18,5.41
2018-01-19,5.51
2018-01-22,5.59
2018-01-23,5.39
2018-01-24,5.36
2018-01-25,5.11
2018-01-26,5.2
2018-01-29,5.23
2018-01-30,5.17
2018-01-31,5.07
2018-02-01,4.91
2018-02-02,4.91
2018-02-05,4.89
2018-02-06,4.92
2018-02-07,5.0
2018-02-08,5.0
2018-02-09,5.09
2018-02-12,4.8
2018-02-13,4.84
2018-02-14,4.97
2018-02-15,5.01
2018-02-16,5.25
2018-02-20,5.15
2018-02-21,5.15
2018-02-22,5.08
2018-02-23,5.05
2018-02-26,5.13
2018-02-27,5.08
2018-02-28,4.85
2018-03-01,5.01
2018-03-02,5.03
2018-03-05,5.1
2018-03-06,5.02
2018-03-07,5.09
2018-03-08,4.86
2018-03-09,4.76
2018-03-12,4.75
2018-03-13,4.85
2018-03-14,4.75
2018-03-15,4.01
2018-03-16,4.04
2018-03-19,3.92
2018-03-20,3.83
2018-03-21,3.82
2018-03-22,3.83
2018-03-23,3.71
2018-03-26,3.77
2018-03-27,3.81
2018-03-28,4.14
2018-03-29,4.08
2018-04-02,3.99
2018-04-03,4.24
2018-04-04,4.59
2018-04-05,4.8
2018-04-06,4.99
2018-04-09,4.91
2018-04-10,4.89
2018-04-11,4.9
2018-04-12,5.09
2018-04-13,4.99
2018-04-16,4.99
2018-04-17,4.89
2018-04-18,4.93
2018-04-19,4.88
2018-04-20,4.96
2018-04-23,5.14
2018-04-24,5.19
2018-04-25,5.04
2018-04-26,5.23
2018-04-27,5.13
2018-04-30,4.99
2018-05-01,5.1
2018-05-02,5.13
2018-05-03,4.87
2018-05-04,4.95
2018-05-07,4.65
2018-05-08,4.41
2018-05-09,4.58
2018-05-10,4.5
2018-05-11,4.63
2018-05-14,4.61
2018-05-15,4.6
2018-05-16,4.75
2018-05-17,4.89
2018-05-18,4.68
2018-05-21,4.65
2018-05-22,4.5
2018-05-23,4.7
2018-05-24,5.1
2018-05-25,5.15
2018-05-29,5.27
2018-05-30,5.4
2018-05-31,5.18
2018-06-01,5.08
2018-06-04,5.25
2018-06-05,5.24
2018-06-06,5.26
2018-06-07,5.31
2018-06-08,5.14
2018-06-11,5.33
2018-06-12,5.22
2018-06-13,5.38
2018-06-14,5.41
2018-06-15,5.5
2018-06-18,5.48
2018-06-19,5.51
2018-06-20,5.64
2018-06-21,5.7
2018-06-22,5.75
2018-06-25,5.73
2018-06-26,5.77
2018-06-27,5.67
2018-06-28,5.29
2018-06-29,5.12
2018-07-02,4.99
2018-07-03,5.14
2018-07-05,4.93
2018-07-06,5.16
2018-07-09,5.17
2018-07-10,5.22
2018-07-11,5.1
2018-07-12,5.15
2018-07-13,5.27
2018-07-16,5.28
2018-07-17,5.38
2018-07-18,5.22
2018-07-19,5.16
2018-07-20,5.38
2018-07-23,5.07
2018-07-24,5.15
2018-07-25,5.3
2018-07-26,5.28
2018-07-27,5.09
2018-07-30,5.12
2018-07-31,5.09
2018-08-01,4.9
2018-08-02,4.88
2018-08-03,4.93
2018-08-06,4.9
2018-08-07,4.65
2018-08-08,4.69
2018-08-09,4.86
2018-08-10,4.9
2018-08-13,4.97
2018-08-14,5.02
2018-08-15,5.05
2018-08-16,5.21
2018-08-17,5.28
2018-08-20,5.13
2018-08-21,5.295
2018-08-22,5.41
2018-08-23,5.97
2018-08-24,6.12
2018-08-27,5.73
2018-08-28,5.74
2018-08-29,5.83
2018-08-30,5.55
2018-08-31,5.71
2018-09-04,5.79
2018-09-05,5.9
2018-09-06,5.86
2018-09-07,5.75
2018-09-10,5.87
2018-09-11,5.76
2018-09-12,5.85
2018-09-13,5.94
2018-09-14,6.15
2018-09-17,6.18
2018-09-18,6.14
2018-09-19,6.29
2018-09-20,6.26
2018-09-21,6.1
2018-09-24,5.95
2018-09-25,5.96
2018-09-26,5.85
2018-09-27,5.89
2018-09-28,5.85
2018-10-01,5.62
2018-10-02,5.36
2018-10-03,5.46
2018-10-04,5.32
2018-10-05,5.23
2018-10-08,5.3
2018-10-09,5.33
2018-10-10,5.31
2018-10-11,5.32
2018-10-12,5.2
2018-10-15,5.29
2018-10-16,5.25
2018-10-17,5.08
2018-10-18,5.17
2018-10-19,5.04
2018-10-22,5.12
2018-10-23,5.12
2018-10-24,5.22
2018-10-25,5.09
2018-10-26,5.26
2018-10-29,5.17
2018-10-30,5.44
2018-10-31,5.03
2018-11-01,5.21
2018-11-02,5.4
2018-11-05,5.33
2018-11-06,5.09
2018-11-07,5.06
2018-11-08,5.1
2018-11-09,5.0
2018-11-12,4.93
2018-11-13,4.98
2018-11-14,4.86
2018-11-15,4.75
2018-11-16,4.63
2018-11-19,4.58
2018-11-20,4.6
2018-11-21,4.57
2018-11-23,4.55
2018-11-26,4.59
2018-11-27,4.72
2018-11-28,4.95
2018-11-29,4.7
2018-11-30,4.5
2018-12-03,4.53
2018-12-04,4.3
2018-12-06,4.54
2018-12-07,4.45
2018-12-10,4.56
2018-12-11,4.56
2018-12-12,4.58
2018-12-13,4.51
2018-12-14,4.47
2018-12-17,4.3
2018-12-18,4.39
2018-12-19,4.37
2018-12-20,4.31
2018-12-21,4.27
2018-12-24,4.12
2018-12-26,4.29
2018-12-27,4.23
2018-12-28,4.21
2018-12-31,4.38
2019-01-02,4.45
2019-01-03,4.36
2019-01-04,4.46
2019-01-07,4.53
2019-01-08,4.57
2019-01-09,4.69
2019-01-10,4.72
2019-01-11,4.96
2019-01-14,4.88
2019-01-15,5.1
2019-01-16,4.88
2019-01-17,4.9
2019-01-18,5.02
2019-01-22,5.08
2019-01-23,5.23
2019-01-24,5.19
2019-01-25,5.26
2019-01-28,5.23
2019-01-29,5.15
2019-01-30,5.14
2019-01-31,5.14
2019-02-01,5.12
2019-02-04,5.23
2019-02-05,5.27
2019-02-06,5.34
2019-02-07,5.3
2019-02-08,5.46
2019-02-11,5.49
2019-02-12,5.67
2019-02-13,5.7
2019-02-14,5.79
2019-02-15,5.87
2019-02-19,6.17
2019-02-20,6.22
2019-02-21,6.23
2019-02-22,6.26
2019-02-25,6.51
2019-02-26,6.59
2019-02-27,6.36
2019-02-28,6.29
2019-03-01,6.18
2019-03-04,5.87
2019-03-05,5.78
2019-03-06,5.57
2019-03-07,5.66
2019-03-08,5.59
2019-03-11,5.73
2019-03-12,5.57
2019-03-13,5.68
2019-03-14,5.5
2019-03-15,5.22
2019-03-18,5.35
2019-03-19,5.44
2019-03-20,5.36
2019-03-21,5.25
2019-03-22,5.15
2019-03-25,5.38
2019-03-26,5.35
2019-03-27,5.43
2019-03-28,4.91
2019-03-29,4.8
2019-04-01,4.85
2019-04-02,4.91
2019-04-03,4.99
2019-04-04,5.18
2019-04-05,5.21
2019-04-08,5.09
2019-04-09,5.03
2019-04-10,5.06
2019-04-11,5.02
2019-04-12,4.91
2019-04-15,4.87
2019-04-16,4.86
2019-04-17,4.9
2019-04-18,4.89
2019-04-22,4.72
2019-04-23,4.71
2019-04-24,4.67
2019-04-25,4.71
2019-04-26,4.66
2019-04-29,4.63
2019-04-30,4.46
2019-05-01,4.39
2019-05-02,4.41
2019-05-03,4.54
2019-05-06,4.42
