Date,WBT
2017-03-23,19.24
2017-03-24,19.049999
2017-03-27,19.110001
2017-03-28,19.219998999999998
2017-03-29,19.450001
2017-03-30,19.59
2017-03-31,19.629998999999998
2017-04-03,19.08
2017-04-04,19.049999
2017-04-05,19.02
2017-04-06,19.16
2017-04-07,19.32
2017-04-10,19.389999
2017-04-11,19.15
2017-04-12,19.0
2017-04-13,18.790001
2017-04-17,19.049999
2017-04-18,19.139999
2017-04-19,19.23
2017-04-20,19.75
2017-04-21,19.879998999999998
2017-04-24,20.33
2017-04-25,20.68
2017-04-26,20.889999
2017-04-27,20.67
2017-04-28,20.5
2017-05-01,20.440001000000002
2017-05-02,20.719998999999998
2017-05-03,20.52
2017-05-04,20.67
2017-05-05,21.02
2017-05-08,20.26
2017-05-09,20.059998999999998
2017-05-10,20.24
2017-05-11,19.98
2017-05-12,19.77
2017-05-15,19.91
2017-05-16,19.77
2017-05-17,18.83
2017-05-18,19.059998999999998
2017-05-19,19.540001
2017-05-22,19.950001
2017-05-23,19.83
2017-05-24,19.889999
2017-05-25,19.799999
2017-05-26,19.790001
2017-05-30,19.6
2017-05-31,19.34
2017-06-01,19.139999
2017-06-02,19.459999
2017-06-05,19.379998999999998
2017-06-06,19.25
2017-06-07,19.360001
2017-06-08,19.540001
2017-06-09,19.559998999999998
2017-06-12,19.34
2017-06-13,19.370001000000002
2017-06-14,19.24
2017-06-15,19.110001
2017-06-16,18.889999
2017-06-19,19.139999
2017-06-20,18.91
2017-06-21,18.780001000000002
2017-06-22,18.879998999999998
2017-06-23,18.809998999999998
2017-06-26,18.9
2017-06-27,18.549999
2017-06-28,18.93
2017-06-29,18.639999
2017-06-30,18.85
2017-07-03,18.68
2017-07-05,19.23
2017-07-06,19.02
2017-07-07,19.15
2017-07-10,19.299999
2017-07-11,19.34
2017-07-12,19.309998999999998
2017-07-13,19.23
2017-07-14,19.389999
2017-07-17,19.51
2017-07-18,19.49
2017-07-19,19.540001
2017-07-20,19.43
2017-07-21,19.51
2017-07-24,19.4
2017-07-25,19.440001000000002
2017-07-26,19.48
2017-07-27,19.469998999999998
2017-07-28,19.48
2017-07-31,19.49
2017-08-01,19.25
2017-08-02,19.43
2017-08-03,19.450001
2017-08-04,19.4
2017-08-07,19.49
2017-08-08,19.370001000000002
2017-08-09,19.51
2017-08-10,19.41
2017-08-11,19.540001
2017-08-14,20.1
2017-08-15,19.639999
2017-08-16,19.889999
2017-08-17,19.690001000000002
2017-08-18,19.67
2017-08-21,19.48
2017-08-22,19.68
2017-08-23,19.67
2017-08-24,19.49
2017-08-25,19.459999
2017-08-28,19.790001
2017-08-29,19.860001
2017-08-30,19.959999
2017-08-31,19.9
2017-09-01,20.110001
2017-09-05,20.0
2017-09-06,19.959999
2017-09-07,19.92
2017-09-08,20.0
2017-09-11,20.34
2017-09-12,20.93
2017-09-13,22.360001
2017-09-14,21.940001000000002
2017-09-15,22.450001
2017-09-18,22.84
2017-09-19,23.030001000000002
2017-09-20,22.77
2017-09-21,22.5
2017-09-22,22.51
2017-09-25,22.65
2017-09-26,22.74
2017-09-27,22.99
2017-09-28,23.09
2017-09-29,23.049999
2017-10-02,23.0
2017-10-03,23.0
2017-10-04,22.719998999999998
2017-10-05,22.67
2017-10-06,22.58
2017-10-09,22.299999
2017-10-10,22.200001
2017-10-11,22.139999
2017-10-12,22.120001000000002
2017-10-13,22.280001000000002
2017-10-16,21.959999
2017-10-17,22.040001
2017-10-18,21.780001000000002
2017-10-19,21.540001
2017-10-20,21.5
2017-10-23,20.92
2017-10-24,21.629998999999998
2017-10-25,21.35
2017-10-26,21.92
2017-10-27,21.91
2017-10-30,21.73
2017-10-31,22.059998999999998
2017-11-01,21.799999
2017-11-02,21.690001000000002
2017-11-03,21.99
2017-11-06,21.0
2017-11-07,21.290001
2017-11-08,21.02
2017-11-09,20.9
2017-11-10,21.040001
2017-11-13,21.309998999999998
2017-11-14,21.360001
2017-11-15,21.299999
2017-11-16,21.370001000000002
2017-11-17,21.610001
2017-11-20,21.809998999999998
2017-11-21,21.879998999999998
2017-11-22,22.219998999999998
2017-11-24,21.950001
2017-11-27,21.950001
2017-11-28,22.08
2017-11-29,22.049999
2017-11-30,22.440001000000002
2017-12-01,22.08
2017-12-04,22.16
2017-12-05,21.809998999999998
2017-12-06,21.99
2017-12-07,22.25
2017-12-08,22.25
2017-12-11,22.290001
2017-12-12,22.290001
2017-12-13,22.190001000000002
2017-12-14,22.08
2017-12-15,22.35
2017-12-18,22.370001000000002
2017-12-19,22.6
2017-12-20,22.450001
2017-12-21,22.719998999999998
2017-12-22,22.91
2017-12-26,23.110001
2017-12-27,23.26
2017-12-28,23.51
2017-12-29,23.51
2018-01-02,23.360001
2018-01-03,23.4
2018-01-04,23.6
2018-01-05,23.209999
2018-01-08,23.25
2018-01-09,22.91
2018-01-10,22.74
2018-01-11,23.16
2018-01-12,23.129998999999998
2018-01-16,22.870001000000002
2018-01-17,22.940001000000002
2018-01-18,22.73
2018-01-19,22.93
2018-01-22,22.76
2018-01-23,22.91
2018-01-24,22.84
2018-01-25,22.92
2018-01-26,22.92
2018-01-29,22.82
2018-01-30,22.66
2018-01-31,22.299999
2018-02-01,22.33
2018-02-02,22.1
2018-02-05,21.17
2018-02-06,21.25
2018-02-07,20.959999
2018-02-08,20.68
2018-02-09,20.75
2018-02-12,21.01
2018-02-13,20.76
2018-02-14,21.26
2018-02-15,21.58
2018-02-16,21.940001000000002
2018-02-20,21.879998999999998
2018-02-21,21.77
2018-02-22,21.780001000000002
2018-02-23,22.01
2018-02-26,20.91
2018-02-27,19.950001
2018-02-28,19.809998999999998
2018-03-01,19.5
2018-03-02,19.43
2018-03-05,19.43
2018-03-06,19.43
2018-03-07,19.469998999999998
2018-03-08,19.719998999999998
2018-03-09,20.15
2018-03-12,20.139999
2018-03-13,20.17
2018-03-14,20.219998999999998
2018-03-15,20.4
2018-03-16,20.65
2018-03-19,20.25
2018-03-20,20.41
2018-03-21,20.379998999999998
2018-03-22,19.67
2018-03-23,19.35
2018-03-26,19.639999
2018-03-27,19.200001
2018-03-28,19.25
2018-03-29,19.450001
2018-04-02,18.959999
2018-04-03,19.01
2018-04-04,19.24
2018-04-05,19.67
2018-04-06,19.1
2018-04-09,18.9
2018-04-10,19.09
2018-04-11,18.870001000000002
2018-04-12,18.99
2018-04-13,18.93
2018-04-16,18.959999
2018-04-17,19.059998999999998
2018-04-18,19.41
2018-04-19,19.559998999999998
2018-04-20,19.4
2018-04-23,18.98
2018-04-24,18.870001000000002
2018-04-25,19.030001000000002
2018-04-26,19.24
2018-04-27,19.4
2018-04-30,19.16
2018-05-01,19.23
2018-05-02,18.780001000000002
2018-05-03,18.57
2018-05-04,18.85
2018-05-07,19.49
2018-05-08,19.040001
2018-05-09,19.01
2018-05-10,19.030001000000002
2018-05-11,18.969998999999998
2018-05-14,19.139999
2018-05-15,19.15
2018-05-16,19.309998999999998
2018-05-17,19.49
2018-05-18,19.57
2018-05-21,19.610001
2018-05-22,19.690001000000002
2018-05-23,19.82
2018-05-24,20.15
2018-05-25,20.299999
2018-05-29,19.969998999999998
2018-05-30,19.92
2018-05-31,19.469998999999998
2018-06-01,19.809998999999998
2018-06-04,19.91
2018-06-05,20.299999
2018-06-06,20.5
2018-06-07,21.09
2018-06-08,21.26
2018-06-11,21.34
2018-06-12,21.75
2018-06-13,21.540001
2018-06-14,21.77
2018-06-15,21.91
2018-06-18,21.91
2018-06-19,21.549999
2018-06-20,21.389999
2018-06-21,21.65
2018-06-22,22.299999
2018-06-25,21.92
2018-06-26,22.040001
2018-06-27,22.139999
2018-06-28,22.33
2018-06-29,22.309998999999998
2018-07-02,22.18
2018-07-03,22.18
2018-07-05,22.74
2018-07-06,22.9
2018-07-09,22.74
2018-07-10,22.530001000000002
2018-07-11,22.870001000000002
2018-07-12,23.59
2018-07-13,23.450001
2018-07-16,22.559998999999998
2018-07-17,22.67
2018-07-18,22.540001
2018-07-19,22.700001
2018-07-20,23.299999
2018-07-23,22.93
2018-07-24,22.85
2018-07-25,22.790001
2018-07-26,22.879998999999998
2018-07-27,22.84
2018-07-30,22.799999
2018-07-31,22.799999
2018-08-01,22.51
2018-08-02,22.440001000000002
2018-08-03,22.379998999999998
2018-08-06,22.49
2018-08-07,22.42
2018-08-08,22.879998999999998
2018-08-09,20.77
2018-08-10,20.370001000000002
2018-08-13,20.110001
2018-08-14,20.34
2018-08-15,20.76
2018-08-16,21.16
2018-08-17,21.5
2018-08-20,21.860001
2018-08-21,22.02
2018-08-22,21.82
2018-08-23,21.309998999999998
2018-08-24,21.5
2018-08-27,21.709999
2018-08-28,22.01
2018-08-29,22.18
2018-08-30,21.99
2018-08-31,22.129998999999998
2018-09-04,21.870001000000002
2018-09-05,22.030001000000002
2018-09-06,21.83
2018-09-07,21.73
2018-09-10,21.42
2018-09-11,21.129998999999998
2018-09-12,21.360001
2018-09-13,21.530001000000002
2018-09-14,21.51
2018-09-17,21.66
2018-09-18,21.84
2018-09-19,21.780001000000002
2018-09-20,21.91
2018-09-21,22.02
2018-09-24,21.76
2018-09-25,21.59
2018-09-26,21.42
2018-09-27,21.1
2018-09-28,20.879998999999998
2018-10-01,20.34
2018-10-02,20.290001
2018-10-03,20.49
2018-10-04,19.860001
2018-10-05,19.459999
2018-10-08,19.290001
2018-10-09,18.93
2018-10-10,18.610001
2018-10-11,19.02
2018-10-12,18.549999
2018-10-15,18.790001
2018-10-16,19.49
2018-10-17,19.98
2018-10-18,19.639999
2018-10-19,19.4
2018-10-22,19.219998999999998
2018-10-23,18.65
2018-10-24,18.49
2018-10-25,19.0
2018-10-26,19.02
2018-10-29,18.58
2018-10-30,18.620001000000002
2018-10-31,18.719998999999998
2018-11-01,19.02
2018-11-02,19.32
2018-11-05,14.26
2018-11-06,14.0
2018-11-07,14.62
2018-11-08,14.28
2018-11-09,14.18
2018-11-12,13.39
2018-11-13,13.54
2018-11-14,13.17
2018-11-15,13.29
2018-11-16,13.26
2018-11-19,13.15
2018-11-20,13.05
2018-11-21,13.34
2018-11-23,13.74
2018-11-26,14.11
2018-11-27,13.83
2018-11-28,13.99
2018-11-29,13.93
2018-11-30,13.82
2018-12-03,13.66
2018-12-04,13.01
2018-12-06,13.15
2018-12-07,12.98
2018-12-10,13.0
2018-12-11,12.95
2018-12-12,12.44
2018-12-13,12.39
2018-12-14,12.26
2018-12-17,11.86
2018-12-18,11.94
2018-12-19,11.89
2018-12-20,11.53
2018-12-21,11.31
2018-12-24,10.82
2018-12-26,11.41
2018-12-27,11.4
2018-12-28,11.19
2018-12-31,11.11
2019-01-02,11.25
2019-01-03,10.99
2019-01-04,11.59
2019-01-07,12.05
2019-01-08,12.48
2019-01-09,12.77
2019-01-10,12.71
2019-01-11,12.39
2019-01-14,12.62
2019-01-15,12.57
2019-01-16,12.74
2019-01-17,12.94
2019-01-18,13.28
2019-01-22,13.21
2019-01-23,13.16
2019-01-24,13.31
2019-01-25,13.65
2019-01-28,13.56
2019-01-29,13.7
2019-01-30,13.82
2019-01-31,14.02
2019-02-01,14.15
2019-02-04,14.34
2019-02-05,14.56
2019-02-06,14.7
2019-02-07,14.49
2019-02-08,14.71
2019-02-11,14.44
2019-02-12,14.95
2019-02-13,14.81
2019-02-14,14.99
2019-02-15,15.23
2019-02-19,15.85
2019-02-20,16.07
2019-02-21,15.85
2019-02-22,15.98
2019-02-25,15.9
2019-02-26,16.049999
2019-02-27,15.93
2019-02-28,15.97
2019-03-01,15.96
2019-03-04,15.95
2019-03-05,15.86
2019-03-06,15.62
2019-03-07,15.45
2019-03-08,15.34
2019-03-11,15.4
2019-03-12,15.44
2019-03-13,15.45
2019-03-14,15.53
2019-03-15,15.7
2019-03-18,15.98
2019-03-19,16.32
2019-03-20,16.049999
2019-03-21,16.32
2019-03-22,15.7
2019-03-25,15.61
2019-03-26,16.01
2019-03-27,16.0
2019-03-28,16.200001
2019-03-29,16.379998999999998
2019-04-01,16.549999
2019-04-02,16.469998999999998
2019-04-03,16.48
2019-04-04,16.870001000000002
2019-04-05,16.99
2019-04-08,16.709999
2019-04-09,16.4
2019-04-10,16.559998999999998
2019-04-11,16.52
2019-04-12,16.76
2019-04-15,16.99
2019-04-16,17.049999
2019-04-17,17.200001
2019-04-18,17.209999
2019-04-22,17.040001
2019-04-23,17.190001000000002
2019-04-24,17.24
2019-04-25,16.6
2019-04-26,16.9
2019-04-29,16.85
2019-04-30,16.83
2019-05-01,16.549999
2019-05-02,16.610001
2019-05-03,17.110001
2019-05-06,17.27
2019-05-07,16.530001000000002
2019-05-08,16.360001
2019-05-09,16.389999
2019-05-10,16.059998999999998
2019-05-13,15.97
2019-05-14,16.18
2019-05-15,16.790001
2019-05-16,16.719998999999998
2019-05-17,16.450001
2019-05-20,16.440001000000002
2019-05-21,16.629998999999998
2019-05-22,16.48
2019-05-23,15.93
2019-05-24,16.01
2019-05-28,15.6
2019-05-29,15.77
2019-05-30,15.8
2019-05-31,15.43
2019-06-03,15.27
2019-06-04,15.8
2019-06-05,15.87
2019-06-06,15.7
2019-06-07,15.93
2019-06-10,15.67
2019-06-11,15.8
2019-06-12,15.69
2019-06-13,16.129998999999998
2019-06-14,16.0
2019-06-17,15.82
2019-06-18,15.72
2019-06-19,15.45
2019-06-20,15.82
2019-06-21,15.78
2019-06-24,16.0
2019-06-25,16.08
2019-06-26,15.97
2019-06-27,16.4
2019-06-28,16.700001
2019-07-01,17.0
2019-07-02,16.27
2019-07-03,16.299999
2019-07-05,16.24
2019-07-08,15.95
2019-07-09,15.94
2019-07-10,16.0
2019-07-11,16.27
2019-07-12,16.82
2019-07-15,16.959999
2019-07-16,16.959999
2019-07-17,16.540001
2019-07-18,16.52
2019-07-19,16.709999
2019-07-22,16.559998999999998
2019-07-23,16.52
2019-07-24,16.51
2019-07-25,15.99
2019-07-26,15.9
2019-07-29,16.02
2019-07-30,16.51
2019-07-31,16.42
2019-08-01,16.040001
2019-08-02,16.1
2019-08-05,15.55
2019-08-06,16.379998999999998
2019-08-07,16.33
2019-08-08,16.35
2019-08-09,16.15
2019-08-12,15.9
2019-08-13,15.97
2019-08-14,15.27
2019-08-15,15.45
2019-08-16,15.8
2019-08-19,15.78
2019-08-20,15.7
2019-08-21,15.75
2019-08-22,15.52
2019-08-23,15.0
2019-08-26,14.72
2019-08-27,14.73
2019-08-28,14.79
2019-08-29,15.14
2019-08-30,15.74
2019-09-03,15.32
2019-09-04,15.72
2019-09-05,16.0
2019-09-06,15.9
2019-09-09,16.040001
2019-09-10,16.459999
2019-09-11,16.99
2019-09-12,16.92
2019-09-13,17.17
2019-09-16,17.200001
2019-09-17,17.200001
2019-09-18,17.309998999999998
2019-09-19,17.24
2019-09-20,16.870001000000002
2019-09-23,17.08
2019-09-24,17.0
2019-09-25,16.940001000000002
2019-09-26,16.98
2019-09-27,16.719998999999998
2019-09-30,16.860001
2019-10-01,16.6
2019-10-02,16.49
2019-10-03,16.629998999999998
2019-10-04,16.66
2019-10-07,16.6
2019-10-08,16.309998999999998
2019-10-09,16.360001
2019-10-10,16.51
2019-10-11,17.040001
2019-10-14,17.110001
2019-10-15,17.4
2019-10-16,17.639999
2019-10-17,17.959999
2019-10-18,18.02
2019-10-21,18.18
2019-10-22,18.280001000000002
2019-10-23,18.16
2019-10-24,18.0
2019-10-25,18.360001
2019-10-28,18.639999
2019-10-29,18.92
2019-10-30,18.84
2019-10-31,18.959999
2019-11-01,19.35
2019-11-04,19.790001
2019-11-05,17.459999
2019-11-06,18.379998999999998
2019-11-07,18.280001000000002
2019-11-08,18.16
2019-11-11,18.440001000000002
2019-11-12,18.209999
2019-11-13,17.860001
2019-11-14,17.530001000000002
2019-11-15,17.549999
2019-11-18,17.559998999999998
2019-11-19,17.200001
2019-11-20,16.98
2019-11-21,16.719998999999998
2019-11-22,16.790001
2019-11-25,17.059998999999998
2019-11-26,17.25
2019-11-27,16.950001
2019-11-29,16.690001000000002
2019-12-02,16.66
2019-12-03,16.42
2019-12-04,16.07
2019-12-05,16.43
2019-12-06,16.52
2019-12-09,16.440001000000002
2019-12-10,16.32
2019-12-11,16.200001
2019-12-12,16.02
2019-12-13,16.030001000000002
2019-12-16,15.96
2019-12-17,15.94
2019-12-18,15.85
2019-12-19,15.91
2019-12-20,15.98
2019-12-23,15.9
2019-12-24,15.98
2019-12-26,15.88
2019-12-27,15.84
2019-12-30,15.63
2019-12-31,15.61
2020-01-02,15.39
2020-01-03,15.52
2020-01-06,15.41
2020-01-07,15.11
2020-01-08,15.11
2020-01-09,15.18
2020-01-10,15.36
2020-01-13,15.36
2020-01-14,15.34
2020-01-15,15.26
2020-01-16,15.45
2020-01-17,15.51
2020-01-21,15.28
2020-01-22,15.32
2020-01-23,15.69
2020-01-24,15.17
2020-01-27,15.27
2020-01-28,15.2
2020-01-29,15.22
2020-01-30,15.38
2020-01-31,15.09
2020-02-03,14.55
2020-02-04,14.7
2020-02-05,15.19
2020-02-06,15.07
2020-02-07,14.68
2020-02-10,14.82
2020-02-11,14.52
2020-02-12,14.32
2020-02-13,14.19
2020-02-14,14.06
2020-02-18,13.78
2020-02-19,13.63
2020-02-20,14.0
2020-02-21,14.01
2020-02-24,13.4
2020-02-25,13.25
2020-02-26,13.25
2020-02-27,12.97
2020-02-28,13.22
2020-03-02,13.07
2020-03-03,12.76
2020-03-04,12.68
2020-03-05,11.57
2020-03-06,11.37
2020-03-09,9.87
2020-03-10,9.52
2020-03-11,8.48
2020-03-12,6.62
2020-03-13,6.82
2020-03-16,4.55
2020-03-17,4.13
2020-03-18,3.5
2020-03-19,4.26
2020-03-20,4.41
2020-03-23,4.25
2020-03-24,4.79
2020-03-25,4.58
2020-03-26,4.75
2020-03-27,4.86
2020-03-30,4.69
2020-03-31,5.13
2020-04-01,4.51
2020-04-02,4.15
2020-04-03,3.99
2020-04-06,4.55
2020-04-07,4.51
2020-04-08,4.52
2020-04-09,5.15
2020-04-13,4.48
2020-04-14,4.93
2020-04-15,4.32
2020-04-16,4.24
2020-04-17,4.27
2020-04-20,4.36
2020-04-21,3.96
2020-04-22,4.0
2020-04-23,4.14
2020-04-24,4.1
2020-04-27,4.1
2020-04-28,4.39
2020-04-29,5.26
2020-04-30,4.93
2020-05-01,4.69
2020-05-04,4.76
2020-05-05,4.98
2020-05-06,4.46
2020-05-07,5.0
2020-05-08,5.35
