Date,VEON
1997-07-11,2.233333
1997-07-14,2.275
1997-07-15,2.291667
1997-07-16,2.333333
1997-07-17,2.370833
1997-07-18,2.325
1997-07-21,2.2625
1997-07-22,2.3041669999999996
1997-07-23,2.2833330000000003
1997-07-24,2.295833
1997-07-25,2.333333
1997-07-28,2.316667
1997-07-29,2.2
1997-07-30,2.2625
1997-07-31,2.316667
1997-08-01,2.2791669999999997
1997-08-04,2.2833330000000003
1997-08-05,2.2833330000000003
1997-08-06,2.4125
1997-08-07,2.5958330000000003
1997-08-08,2.558333
1997-08-11,2.520833
1997-08-12,2.5
1997-08-13,2.479167
1997-08-14,2.4875
1997-08-15,2.458333
1997-08-18,2.4
1997-08-19,2.4
1997-08-20,2.4
1997-08-21,2.425
1997-08-22,2.441667
1997-08-25,2.483333
1997-08-26,2.4
1997-08-27,2.354167
1997-08-28,2.316667
1997-08-29,2.2833330000000003
1997-09-02,2.375
1997-09-03,2.3666669999999996
1997-09-04,2.354167
1997-09-05,2.333333
1997-09-08,2.3666669999999996
1997-09-09,2.4041669999999997
1997-09-10,2.416667
1997-09-11,2.4125
1997-09-12,2.45
1997-09-15,2.475
1997-09-16,2.575
1997-09-17,2.516667
1997-09-18,2.433333
1997-09-19,2.441667
1997-09-22,2.479167
1997-09-23,2.5
1997-09-24,2.5375
1997-09-25,2.5333330000000003
1997-09-26,2.5375
1997-09-29,2.5333330000000003
1997-09-30,2.7833330000000003
1997-10-01,2.8
1997-10-02,2.7583330000000004
1997-10-03,2.85
1997-10-06,2.9666669999999997
1997-10-07,2.816667
1997-10-08,2.7791669999999997
1997-10-09,2.7833330000000003
1997-10-10,2.8125
1997-10-13,2.9083330000000003
1997-10-14,2.85
1997-10-15,2.816667
1997-10-16,2.8
1997-10-17,2.75
1997-10-20,2.7
1997-10-21,2.729167
1997-10-22,2.704167
1997-10-23,2.6
1997-10-24,2.583333
1997-10-27,2.35
1997-10-28,2.333333
1997-10-29,2.316667
1997-10-30,2.2416669999999996
1997-10-31,2.183333
1997-11-03,2.3458330000000003
1997-11-04,2.358333
1997-11-05,2.35
1997-11-06,2.3208330000000004
1997-11-07,2.225
1997-11-10,2.2208330000000003
1997-11-11,2.1583330000000003
1997-11-12,1.95
1997-11-13,1.916667
1997-11-14,1.9666669999999997
1997-11-17,2.0291669999999997
1997-11-18,2.0291669999999997
1997-11-19,2.025
1997-11-20,2.05
1997-11-21,2.204167
1997-11-24,2.0291669999999997
1997-11-25,1.9916669999999999
1997-11-26,2.0958330000000003
1997-11-28,2.025
1997-12-01,2.0
1997-12-02,2.041667
1997-12-03,2.15
1997-12-04,2.3
1997-12-05,2.329167
1997-12-08,2.475
1997-12-09,2.475
1997-12-10,2.2375
1997-12-11,2.266667
1997-12-12,2.2416669999999996
1997-12-15,2.275
1997-12-16,2.333333
1997-12-17,2.333333
1997-12-18,2.333333
1997-12-19,2.2625
1997-12-22,2.266667
1997-12-23,2.2875
1997-12-24,2.2791669999999997
1997-12-26,2.266667
1997-12-29,2.354167
1997-12-30,2.3458330000000003
1997-12-31,2.375
1998-01-02,2.3375
1998-01-05,2.3833330000000004
1998-01-06,2.3416669999999997
1998-01-07,2.325
1998-01-08,2.316667
1998-01-09,2.3041669999999996
1998-01-12,2.25
1998-01-13,2.270833
1998-01-14,2.2416669999999996
1998-01-15,2.2416669999999996
1998-01-16,2.266667
1998-01-20,2.2791669999999997
1998-01-21,2.2583330000000004
1998-01-22,2.208333
1998-01-23,2.075
1998-01-26,2.0125
1998-01-27,2.0291669999999997
1998-01-28,1.9875
1998-01-29,1.9958330000000002
1998-01-30,2.0625
1998-02-02,2.129167
1998-02-03,2.05
1998-02-04,2.025
1998-02-05,2.125
1998-02-06,2.166667
1998-02-09,2.2166669999999997
1998-02-10,2.275
1998-02-11,2.325
1998-02-12,2.3
1998-02-13,2.208333
1998-02-17,2.2833330000000003
1998-02-18,2.308333
1998-02-19,2.2875
1998-02-20,2.2875
1998-02-23,2.391667
1998-02-24,2.504167
1998-02-25,2.583333
1998-02-26,2.6625
1998-02-27,2.65
1998-03-02,2.475
1998-03-03,2.5083330000000004
1998-03-04,2.583333
1998-03-05,2.566667
1998-03-06,2.6
1998-03-09,2.558333
1998-03-10,2.608333
1998-03-11,2.6
1998-03-12,2.6166669999999996
1998-03-13,2.6125
1998-03-16,2.5916669999999997
1998-03-17,2.5291669999999997
1998-03-18,2.545833
1998-03-19,2.55
1998-03-20,2.558333
1998-03-23,2.6375
1998-03-24,2.645833
1998-03-25,2.625
1998-03-26,2.670833
1998-03-27,2.7166669999999997
1998-03-30,2.816667
1998-03-31,2.9666669999999997
1998-04-01,2.9083330000000003
1998-04-02,2.766667
1998-04-03,2.854167
1998-04-06,2.8666669999999996
1998-04-07,2.933333
1998-04-08,2.933333
1998-04-09,2.941667
1998-04-13,2.9041669999999997
1998-04-14,2.975
1998-04-15,3.0625
1998-04-16,3.183333
1998-04-17,3.3875
1998-04-20,3.420833
1998-04-21,3.5
1998-04-22,3.583333
1998-04-23,3.575
1998-04-24,3.4458330000000004
1998-04-27,3.225
1998-04-28,3.3041669999999996
1998-04-29,3.495833
1998-04-30,3.6
1998-05-01,3.6875
1998-05-04,3.891667
1998-05-05,3.9041669999999997
1998-05-06,3.941667
1998-05-07,3.8666669999999996
1998-05-08,3.85
1998-05-11,3.854167
1998-05-12,3.729167
1998-05-13,3.5
1998-05-14,3.4875
1998-05-15,3.541667
1998-05-18,3.316667
1998-05-19,3.4666669999999997
1998-05-20,3.3833330000000004
1998-05-21,3.354167
1998-05-22,3.35
1998-05-26,3.225
1998-05-27,3.0625
1998-05-28,3.15
1998-05-29,3.229167
1998-06-01,2.933333
1998-06-02,3.325
1998-06-03,3.475
1998-06-04,3.708333
1998-06-05,3.620833
1998-06-08,3.541667
1998-06-09,3.3
1998-06-10,3.3208330000000004
1998-06-11,3.170833
1998-06-12,3.325
1998-06-15,3.0541669999999996
1998-06-16,3.2833330000000003
1998-06-17,3.329167
1998-06-18,3.233333
1998-06-19,3.266667
1998-06-22,3.229167
1998-06-23,3.233333
1998-06-24,3.0375
1998-06-25,3.0708330000000004
1998-06-26,2.8833330000000004
1998-06-29,2.8375
1998-06-30,2.983333
1998-07-01,3.004167
1998-07-02,3.229167
1998-07-06,3.066667
1998-07-07,2.854167
1998-07-08,2.8208330000000004
1998-07-09,2.7416669999999996
1998-07-10,2.983333
1998-07-13,3.1375
1998-07-14,3.316667
1998-07-15,3.3875
1998-07-16,3.2416669999999996
1998-07-17,3.2833330000000003
1998-07-20,3.275
1998-07-21,3.1333330000000004
1998-07-22,3.0708330000000004
1998-07-23,2.979167
1998-07-24,2.9625
1998-07-27,2.858333
1998-07-28,2.895833
1998-07-29,2.8625
1998-07-30,2.816667
1998-07-31,2.8
1998-08-03,2.708333
1998-08-04,2.625
1998-08-05,2.55
1998-08-06,2.433333
1998-08-07,2.4125
1998-08-10,2.175
1998-08-11,1.9916669999999999
1998-08-12,1.6541669999999997
1998-08-13,1.7833330000000003
1998-08-14,1.8708330000000002
1998-08-17,1.7375
1998-08-18,1.6625
1998-08-19,1.416667
1998-08-20,1.325
1998-08-21,1.254167
1998-08-24,1.35
1998-08-25,1.333333
1998-08-26,1.029167
1998-08-27,0.6625
1998-08-28,0.733333
1998-08-31,0.533333
1998-09-01,0.625
1998-09-02,0.5625
1998-09-03,0.545833
1998-09-04,0.6
1998-09-08,0.583333
1998-09-09,0.5375
1998-09-10,0.6125
1998-09-11,0.595833
1998-09-14,0.591667
1998-09-15,0.575
1998-09-16,0.533333
1998-09-17,0.475
1998-09-18,0.391667
1998-09-21,0.383333
1998-09-22,0.366667
1998-09-23,0.395833
1998-09-24,0.37916700000000003
1998-09-25,0.391667
1998-09-28,0.3875
1998-09-29,0.375
1998-09-30,0.35
1998-10-01,0.291667
1998-10-02,0.3
1998-10-05,0.320833
1998-10-06,0.3875
1998-10-07,0.408333
1998-10-08,0.395833
1998-10-09,0.570833
1998-10-12,0.6
1998-10-13,0.5625
1998-10-14,0.620833
1998-10-15,0.8
1998-10-16,0.7
1998-10-19,0.6625
1998-10-20,0.691667
1998-10-21,0.766667
1998-10-22,0.925
1998-10-23,0.925
1998-10-26,0.883333
1998-10-27,0.833333
1998-10-28,0.779167
1998-10-29,0.808333
1998-10-30,0.783333
1998-11-02,0.8
1998-11-03,0.841667
1998-11-04,0.966667
1998-11-05,0.920833
1998-11-06,0.933333
1998-11-09,0.8875
1998-11-10,0.925
1998-11-11,0.925
1998-11-12,0.9
1998-11-13,0.8875
1998-11-16,0.895833
1998-11-17,0.916667
1998-11-18,0.908333
1998-11-19,0.920833
1998-11-20,1.179167
1998-11-23,1.2125
1998-11-24,1.141667
1998-11-25,1.225
1998-11-27,1.366667
1998-11-30,1.208333
1998-12-01,1.208333
1998-12-02,0.95
1998-12-03,0.916667
1998-12-04,0.8625
1998-12-07,0.841667
1998-12-08,0.820833
1998-12-09,0.804167
1998-12-10,0.8375
1998-12-11,0.825
1998-12-14,0.770833
1998-12-15,0.866667
1998-12-16,0.866667
1998-12-17,0.8625
1998-12-18,0.858333
1998-12-21,0.858333
1998-12-22,0.866667
1998-12-23,0.875
1998-12-24,0.883333
1998-12-28,0.854167
1998-12-29,0.8625
1998-12-30,0.85
1998-12-31,0.8625
1999-01-04,0.85
1999-01-05,0.9
1999-01-06,1.1
1999-01-07,1.033333
1999-01-08,0.966667
1999-01-11,0.916667
1999-01-12,0.904167
1999-01-13,0.841667
1999-01-14,0.845833
1999-01-15,0.875
1999-01-19,0.925
1999-01-20,0.933333
1999-01-21,0.941667
1999-01-22,0.9375
1999-01-25,0.933333
1999-01-26,0.933333
1999-01-27,0.933333
1999-01-28,0.970833
1999-01-29,0.9625
1999-02-01,0.975
1999-02-02,0.970833
1999-02-03,0.95
1999-02-04,0.925
1999-02-05,0.925
1999-02-08,0.925
1999-02-09,0.9
1999-02-10,0.933333
1999-02-11,0.9
1999-02-12,0.904167
1999-02-16,0.895833
1999-02-17,0.8875
1999-02-18,0.879167
1999-02-19,1.066667
1999-02-22,1.129167
1999-02-23,1.025
1999-02-24,1.0625
1999-02-25,1.0
1999-02-26,1.0
1999-03-01,0.958333
1999-03-02,0.9625
1999-03-03,0.933333
1999-03-04,0.920833
1999-03-05,0.920833
1999-03-08,0.95
1999-03-09,0.991667
1999-03-10,1.0625
1999-03-11,1.075
1999-03-12,1.075
1999-03-15,1.116667
1999-03-16,1.2
1999-03-17,1.1875
1999-03-18,1.208333
1999-03-19,1.195833
1999-03-22,1.108333
1999-03-23,1.070833
1999-03-24,0.995833
1999-03-25,1.0
1999-03-26,0.991667
1999-03-29,1.066667
1999-03-30,1.041667
1999-03-31,1.033333
1999-04-01,0.995833
1999-04-05,0.995833
1999-04-06,1.008333
1999-04-07,0.991667
1999-04-08,0.9875
1999-04-09,0.954167
1999-04-12,0.9125
1999-04-13,0.933333
1999-04-14,1.041667
1999-04-15,1.008333
1999-04-16,0.991667
1999-04-19,1.045833
1999-04-20,0.995833
1999-04-21,1.008333
1999-04-22,1.029167
1999-04-23,1.075
1999-04-26,1.083333
1999-04-27,1.083333
1999-04-28,1.058333
1999-04-29,1.066667
1999-04-30,1.1
1999-05-03,1.316667
1999-05-04,1.25
1999-05-05,1.316667
1999-05-06,1.354167
1999-05-07,1.529167
1999-05-10,1.591667
1999-05-11,1.570833
1999-05-12,1.358333
1999-05-13,1.266667
1999-05-14,1.183333
1999-05-17,1.391667
1999-05-18,1.454167
1999-05-19,1.441667
1999-05-20,1.445833
1999-05-21,1.5375
1999-05-24,1.533333
1999-05-25,1.408333
1999-05-26,1.520833
1999-05-27,1.445833
1999-05-28,1.408333
1999-06-01,1.395833
1999-06-02,1.341667
1999-06-03,1.308333
1999-06-04,1.375
1999-06-07,1.395833
1999-06-08,1.408333
1999-06-09,1.470833
1999-06-10,1.5375
1999-06-11,1.633333
1999-06-14,1.6625
1999-06-15,1.6375
1999-06-16,1.6625
1999-06-17,1.633333
1999-06-18,1.6416669999999998
1999-06-21,1.6416669999999998
1999-06-22,1.604167
1999-06-23,1.545833
1999-06-24,1.541667
1999-06-25,1.541667
1999-06-28,1.554167
1999-06-29,1.5375
1999-06-30,1.545833
1999-07-01,1.566667
1999-07-02,1.483333
1999-07-06,1.558333
1999-07-07,1.591667
1999-07-08,1.558333
1999-07-09,1.541667
1999-07-12,1.504167
1999-07-13,1.379167
1999-07-14,1.445833
1999-07-15,1.4875
1999-07-16,1.504167
1999-07-19,1.5125
1999-07-20,1.425
1999-07-21,1.408333
1999-07-22,1.341667
1999-07-23,1.279167
1999-07-26,1.2125
1999-07-27,1.216667
1999-07-28,1.270833
1999-07-29,1.1875
1999-07-30,1.225
1999-08-02,1.2125
1999-08-03,1.15
1999-08-04,1.1625
1999-08-05,1.1625
1999-08-06,1.129167
1999-08-09,1.141667
1999-08-10,1.145833
1999-08-11,1.15
1999-08-12,1.183333
1999-08-13,1.225
1999-08-16,1.208333
1999-08-17,1.2
1999-08-18,1.183333
1999-08-19,1.1625
1999-08-20,1.145833
1999-08-23,1.233333
1999-08-24,1.2
1999-08-25,1.2
1999-08-26,1.208333
1999-08-27,1.166667
1999-08-30,1.133333
1999-08-31,1.0375
1999-09-01,1.033333
1999-09-02,1.020833
1999-09-03,1.0125
1999-09-07,1.0625
1999-09-08,1.020833
1999-09-09,1.045833
1999-09-10,1.029167
1999-09-13,0.991667
1999-09-14,1.004167
1999-09-15,0.9875
1999-09-16,0.9375
1999-09-17,0.958333
1999-09-20,0.895833
1999-09-21,0.8625
1999-09-22,0.8625
1999-09-23,0.858333
1999-09-24,0.841667
1999-09-27,0.858333
1999-09-28,0.825
1999-09-29,0.854167
1999-09-30,0.85
1999-10-01,0.970833
1999-10-04,0.941667
1999-10-05,0.983333
1999-10-06,0.983333
1999-10-07,0.995833
1999-10-08,1.095833
1999-10-11,1.208333
1999-10-12,1.041667
1999-10-13,1.0875
1999-10-14,1.066667
1999-10-15,1.058333
1999-10-18,1.016667
1999-10-19,1.0625
1999-10-20,1.091667
1999-10-21,1.095833
1999-10-22,1.083333
1999-10-25,1.066667
1999-10-26,1.058333
1999-10-27,1.141667
1999-10-28,1.116667
1999-10-29,1.125
1999-11-01,1.120833
1999-11-02,1.079167
1999-11-03,1.045833
1999-11-04,1.004167
1999-11-05,1.033333
1999-11-08,1.016667
1999-11-09,1.0625
1999-11-10,1.266667
1999-11-11,1.195833
1999-11-12,1.195833
1999-11-15,1.183333
1999-11-16,1.279167
1999-11-17,1.233333
1999-11-18,1.220833
1999-11-19,1.208333
1999-11-22,1.354167
1999-11-23,1.425
1999-11-24,1.4375
1999-11-26,1.3375
1999-11-29,1.2625
1999-11-30,1.225
1999-12-01,1.308333
1999-12-02,1.295833
1999-12-03,1.266667
1999-12-06,1.391667
1999-12-07,1.254167
1999-12-08,1.254167
1999-12-09,1.25
1999-12-10,1.216667
1999-12-13,1.233333
1999-12-14,1.3125
1999-12-15,1.479167
1999-12-16,1.504167
1999-12-17,1.516667
1999-12-20,1.7666669999999998
1999-12-21,2.2
1999-12-22,2.0708330000000004
1999-12-23,1.7791669999999997
1999-12-27,2.2166669999999997
1999-12-28,2.291667
1999-12-29,2.066667
1999-12-30,2.2416669999999996
1999-12-31,2.975
2000-01-03,2.733333
2000-01-04,2.375
2000-01-05,2.629167
2000-01-06,2.4666669999999997
2000-01-07,2.6875
2000-01-10,2.766667
2000-01-11,2.495833
2000-01-12,2.8
2000-01-13,2.629167
2000-01-14,2.4916669999999996
2000-01-18,2.4083330000000003
2000-01-19,2.254167
2000-01-20,2.55
2000-01-21,2.45
2000-01-24,2.233333
2000-01-25,2.229167
2000-01-26,2.333333
2000-01-27,2.4
2000-01-28,2.516667
2000-01-31,2.566667
2000-02-01,2.4916669999999996
2000-02-02,2.475
2000-02-03,2.575
2000-02-04,2.641667
2000-02-07,2.666667
2000-02-08,3.191667
2000-02-09,2.8666669999999996
2000-02-10,3.016667
2000-02-11,2.9666669999999997
2000-02-14,3.0083330000000004
2000-02-15,2.95
2000-02-16,2.9875
2000-02-17,3.0375
2000-02-18,2.9875
2000-02-22,2.958333
2000-02-23,2.9291669999999996
2000-02-24,2.8
2000-02-25,2.6625
2000-02-28,2.608333
2000-02-29,2.8625
2000-03-01,2.8041669999999996
2000-03-02,2.8041669999999996
2000-03-03,2.75
2000-03-06,2.7833330000000003
2000-03-07,2.925
2000-03-08,2.95
2000-03-09,3.041667
2000-03-10,2.8666669999999996
2000-03-13,2.729167
2000-03-14,2.858333
2000-03-15,2.795833
2000-03-16,2.75
2000-03-17,2.7
2000-03-20,2.733333
2000-03-21,2.8041669999999996
2000-03-22,2.8625
2000-03-23,3.2166669999999997
2000-03-24,3.375
2000-03-27,3.229167
2000-03-28,2.9625
2000-03-29,2.975
2000-03-30,2.7208330000000003
2000-03-31,2.8208330000000004
2000-04-03,2.625
2000-04-04,2.3666669999999996
2000-04-05,2.458333
2000-04-06,2.416667
2000-04-07,2.4041669999999997
2000-04-10,2.4041669999999997
2000-04-11,2.2625
2000-04-12,2.166667
2000-04-13,2.166667
2000-04-14,2.016667
2000-04-17,2.0625
2000-04-18,2.333333
2000-04-19,2.183333
2000-04-20,2.166667
2000-04-24,2.108333
2000-04-25,2.15
2000-04-26,2.208333
2000-04-27,2.2583330000000004
2000-04-28,2.233333
2000-05-01,2.245833
2000-05-02,2.208333
2000-05-03,2.0625
2000-05-04,2.0625
2000-05-05,2.1333330000000004
2000-05-08,2.2166669999999997
2000-05-09,2.266667
2000-05-10,2.079167
2000-05-11,1.9916669999999999
2000-05-12,2.0
2000-05-15,1.9625
2000-05-16,2.0333330000000003
2000-05-17,1.9458330000000001
2000-05-18,1.9541669999999998
2000-05-19,1.7166669999999997
2000-05-22,1.491667
2000-05-23,1.483333
2000-05-24,1.533333
2000-05-25,1.6916669999999998
2000-05-26,1.65
2000-05-30,1.7958330000000002
2000-05-31,1.729167
2000-06-01,1.7541669999999998
2000-06-02,1.825
2000-06-05,1.9333330000000002
2000-06-06,1.8666669999999999
2000-06-07,1.875
2000-06-08,1.9416669999999998
2000-06-09,1.95
2000-06-12,1.8875
2000-06-13,1.7666669999999998
2000-06-14,1.8625
2000-06-15,1.8833330000000001
2000-06-16,1.875
2000-06-19,1.8416669999999997
2000-06-20,1.729167
2000-06-21,1.7958330000000002
2000-06-22,1.7125
2000-06-23,1.6583330000000003
2000-06-26,1.55
2000-06-27,1.4625
2000-06-28,1.454167
2000-06-29,1.383333
2000-06-30,1.4
2000-07-03,1.466667
2000-07-05,1.465625
2000-07-06,1.45
2000-07-07,1.566667
2000-07-10,1.566667
2000-07-11,1.579167
2000-07-12,1.583333
2000-07-13,1.5875
2000-07-14,1.583333
2000-07-17,1.533333
2000-07-18,1.475
2000-07-19,1.433333
2000-07-20,1.470833
2000-07-21,1.416667
2000-07-24,1.441667
2000-07-25,1.5375
2000-07-26,1.558333
2000-07-27,1.6
2000-07-28,1.6541669999999997
2000-07-31,1.775
2000-08-01,1.75
2000-08-02,1.8625
2000-08-03,1.791667
2000-08-04,1.8708330000000002
2000-08-07,1.8666669999999999
2000-08-08,1.8166669999999998
2000-08-09,1.9416669999999998
2000-08-10,1.9333330000000002
2000-08-11,2.0
2000-08-14,2.1375
2000-08-15,1.9833330000000002
2000-08-16,2.0541669999999996
2000-08-17,2.0916669999999997
2000-08-18,1.9916669999999999
2000-08-21,1.8875
2000-08-22,1.916667
2000-08-23,1.895833
2000-08-24,2.05
2000-08-25,2.05
2000-08-28,1.9833330000000002
2000-08-29,1.9958330000000002
2000-08-30,1.9458330000000001
2000-08-31,1.8916669999999998
2000-09-01,1.9916669999999999
2000-09-05,1.8666669999999999
2000-09-06,1.9291669999999999
2000-09-07,1.85
2000-09-08,1.833333
2000-09-11,1.7375
2000-09-12,1.666667
2000-09-13,1.4
2000-09-14,1.4875
2000-09-15,1.391667
2000-09-18,1.245833
2000-09-19,1.25
2000-09-20,1.204167
2000-09-21,1.125
2000-09-22,1.1625
2000-09-25,1.254167
2000-09-26,1.141667
2000-09-27,1.2
2000-09-28,1.291667
2000-09-29,1.2875
2000-10-02,1.2875
2000-10-03,1.304167
2000-10-04,1.245833
2000-10-05,1.1875
2000-10-06,1.191667
2000-10-09,1.158333
2000-10-10,1.258333
2000-10-11,1.166667
2000-10-12,1.091667
2000-10-13,1.1625
2000-10-16,1.133333
2000-10-17,1.1
2000-10-18,1.0375
2000-10-19,1.133333
2000-10-20,1.254167
2000-10-23,1.2125
2000-10-24,1.275
2000-10-25,1.1875
2000-10-26,1.195833
2000-10-27,1.320833
2000-10-30,1.291667
2000-10-31,1.3
2000-11-01,1.204167
2000-11-02,1.3
2000-11-03,1.25
2000-11-06,1.266667
2000-11-07,1.270833
2000-11-08,1.279167
2000-11-09,1.229167
2000-11-10,1.216667
2000-11-13,1.145833
2000-11-14,1.2
2000-11-15,1.2
2000-11-16,1.195833
2000-11-17,1.183333
2000-11-20,1.120833
2000-11-21,1.066667
2000-11-22,1.0375
2000-11-24,1.05
2000-11-27,1.066667
2000-11-28,1.0
2000-11-29,0.9875
2000-11-30,0.804167
2000-12-01,0.841667
2000-12-04,0.8375
2000-12-05,0.991667
2000-12-06,0.979167
2000-12-07,0.970833
2000-12-08,1.066667
2000-12-11,1.1125
2000-12-12,1.1
2000-12-13,1.116667
2000-12-14,1.066667
2000-12-15,1.004167
2000-12-18,1.0375
2000-12-19,1.05
2000-12-20,1.004167
2000-12-21,1.008333
2000-12-22,1.008333
2000-12-26,1.004167
2000-12-27,0.916667
2000-12-28,0.9375
2000-12-29,0.991667
2001-01-02,0.970833
2001-01-03,1.004167
2001-01-04,1.045833
2001-01-05,1.05
2001-01-08,1.05
2001-01-09,1.1125
2001-01-10,1.183333
2001-01-11,1.216667
2001-01-12,1.225
2001-01-16,1.179167
2001-01-17,1.220833
2001-01-18,1.208333
2001-01-19,1.191667
2001-01-22,1.1625
2001-01-23,1.2
2001-01-24,1.2
2001-01-25,1.2
2001-01-26,1.245833
2001-01-29,1.225333
2001-01-30,1.167333
2001-01-31,1.176667
2001-02-01,1.212
2001-02-02,1.177333
2001-02-05,1.12
2001-02-06,1.14
2001-02-07,1.168
2001-02-08,1.209333
2001-02-09,1.200667
2001-02-12,1.241333
2001-02-13,1.274667
2001-02-14,1.23
2001-02-15,1.25
2001-02-16,1.172667
2001-02-20,1.158
2001-02-21,1.133333
2001-02-22,1.104
2001-02-23,1.051333
2001-02-26,1.046667
2001-02-27,1.020667
2001-02-28,1.028
2001-03-01,1.033333
2001-03-02,1.024
2001-03-05,1.070667
2001-03-06,1.22
2001-03-07,1.211333
2001-03-08,1.1566670000000001
2001-03-09,1.14
2001-03-12,1.063333
2001-03-13,1.154667
2001-03-14,1.083333
2001-03-15,1.102667
2001-03-16,1.083333
2001-03-19,1.128
2001-03-20,1.125333
2001-03-21,1.065333
2001-03-22,1.032667
2001-03-23,1.04
2001-03-26,1.008667
2001-03-27,1.004
2001-03-28,0.983333
2001-03-29,0.958667
2001-03-30,0.914
2001-04-02,0.8993329999999999
2001-04-03,0.88
2001-04-04,0.854667
2001-04-05,0.89
2001-04-06,0.863333
2001-04-09,0.862667
2001-04-10,0.864667
2001-04-11,0.939333
2001-04-12,0.994
2001-04-16,0.983333
2001-04-17,0.943333
2001-04-18,0.993333
2001-04-19,0.996667
2001-04-20,0.97
2001-04-23,0.943333
2001-04-24,0.953333
2001-04-25,1.031333
2001-04-26,1.0
2001-04-27,1.01
2001-04-30,1.04
2001-05-01,1.044
2001-05-02,1.08
