Date,RDN
1994-09-27,6.9375
1994-09-28,6.84375
1994-09-29,6.71875
1994-09-30,6.59375
1994-10-03,6.5
1994-10-04,6.40625
1994-10-05,6.5
1994-10-06,6.5625
1994-10-07,6.5
1994-10-10,6.46875
1994-10-11,6.40625
1994-10-12,6.375
1994-10-13,6.4375
1994-10-14,6.4375
1994-10-17,6.40625
1994-10-18,6.40625
1994-10-19,6.3125
1994-10-20,6.3125
1994-10-21,6.21875
1994-10-24,6.28125
1994-10-25,6.28125
1994-10-26,6.34375
1994-10-27,6.40625
1994-10-28,6.84375
1994-10-31,6.875
1994-11-01,6.90625
1994-11-02,6.90625
1994-11-03,7.03125
1994-11-04,6.9375
1994-11-07,7.0625
1994-11-08,7.0625
1994-11-09,7.09375
1994-11-10,6.9375
1994-11-11,6.875
1994-11-14,6.9375
1994-11-15,7.03125
1994-11-16,6.96875
1994-11-17,6.90625
1994-11-18,6.96875
1994-11-21,6.9375
1994-11-22,6.84375
1994-11-23,6.8125
1994-11-25,6.84375
1994-11-28,6.84375
1994-11-29,6.875
1994-11-30,6.875
1994-12-01,6.84375
1994-12-02,6.84375
1994-12-05,6.71875
1994-12-06,6.78125
1994-12-07,6.78125
1994-12-08,6.625
1994-12-09,6.46875
1994-12-12,6.3125
1994-12-13,6.46875
1994-12-14,6.65625
1994-12-15,7.0625
1994-12-16,7.28125
1994-12-19,7.3125
1994-12-20,7.53125
1994-12-21,7.5625
1994-12-22,7.4375
1994-12-23,7.34375
1994-12-27,7.3125
1994-12-28,7.34375
1994-12-29,7.3125
1994-12-30,7.21875
1995-01-03,7.3125
1995-01-04,7.40625
1995-01-05,7.4375
1995-01-06,7.40625
1995-01-09,7.46875
1995-01-10,7.59375
1995-01-11,7.78125
1995-01-12,7.96875
1995-01-13,7.96875
1995-01-16,8.0
1995-01-17,8.03125
1995-01-18,8.15625
1995-01-19,8.3125
1995-01-20,8.25
1995-01-23,8.28125
1995-01-24,8.3125
1995-01-25,8.34375
1995-01-26,8.46875
1995-01-27,7.90625
1995-01-30,8.0
1995-01-31,7.90625
1995-02-01,8.0
1995-02-02,7.9375
1995-02-03,8.21875
1995-02-06,8.15625
1995-02-07,8.21875
1995-02-08,8.15625
1995-02-09,8.15625
1995-02-10,8.21875
1995-02-13,8.25
1995-02-14,8.21875
1995-02-15,8.25
1995-02-16,8.25
1995-02-17,8.25
1995-02-21,8.375
1995-02-22,8.4375
1995-02-23,8.46875
1995-02-24,8.46875
1995-02-27,8.5625
1995-02-28,8.53125
1995-03-01,8.4375
1995-03-02,8.53125
1995-03-03,8.5
1995-03-06,8.53125
1995-03-07,8.46875
1995-03-08,8.4375
1995-03-09,8.40625
1995-03-10,8.4375
1995-03-13,8.40625
1995-03-14,8.46875
1995-03-15,8.46875
1995-03-16,8.65625
1995-03-17,8.6875
1995-03-20,8.6875
1995-03-21,8.71875
1995-03-22,8.75
1995-03-23,8.75
1995-03-24,8.90625
1995-03-27,9.03125
1995-03-28,9.25
1995-03-29,9.28125
1995-03-30,9.25
1995-03-31,9.4375
1995-04-03,9.5
1995-04-04,9.375
1995-04-05,9.21875
1995-04-06,9.25
1995-04-07,9.40625
1995-04-10,9.53125
1995-04-11,9.40625
1995-04-12,9.625
1995-04-13,9.75
1995-04-17,10.0
1995-04-18,9.84375
1995-04-19,9.6875
1995-04-20,9.75
1995-04-21,9.65625
1995-04-24,9.75
1995-04-25,9.625
1995-04-26,9.1875
1995-04-27,9.3125
1995-04-28,9.25
1995-05-01,9.375
1995-05-02,9.25
1995-05-03,9.0
1995-05-04,9.09375
1995-05-05,9.21875
1995-05-08,9.75
1995-05-09,9.8125
1995-05-10,10.25
1995-05-11,10.34375
1995-05-12,10.375
1995-05-15,10.375
1995-05-16,10.53125
1995-05-17,10.46875
1995-05-18,10.25
1995-05-19,10.0
1995-05-22,10.15625
1995-05-23,10.3125
1995-05-24,10.3125
1995-05-25,10.3125
1995-05-26,10.25
1995-05-30,10.375
1995-05-31,10.375
1995-06-01,10.3125
1995-06-02,10.71875
1995-06-05,11.03125
1995-06-06,11.15625
1995-06-07,10.96875
1995-06-08,10.6875
1995-06-09,10.4375
1995-06-12,10.59375
1995-06-13,10.6875
1995-06-14,10.75
1995-06-15,11.03125
1995-06-16,10.96875
1995-06-19,11.0
1995-06-20,11.0
1995-06-21,11.1875
1995-06-22,11.3125
1995-06-23,11.28125
1995-06-26,11.3125
1995-06-27,11.1875
1995-06-28,11.125
1995-06-29,10.9375
1995-06-30,10.84375
1995-07-03,10.6875
1995-07-05,10.625
1995-07-06,10.78125
1995-07-07,11.0625
1995-07-10,11.25
1995-07-11,11.375
1995-07-12,11.65625
1995-07-13,11.90625
1995-07-14,12.03125
1995-07-17,11.96875
1995-07-18,12.1875
1995-07-19,12.0
1995-07-20,11.875
1995-07-21,11.75
1995-07-24,11.84375
1995-07-25,11.65625
1995-07-26,11.71875
1995-07-27,12.28125
1995-07-28,12.28125
1995-07-31,12.28125
1995-08-01,12.25
1995-08-02,12.40625
1995-08-03,12.25
1995-08-04,12.125
1995-08-07,12.21875
1995-08-08,12.28125
1995-08-09,12.1875
1995-08-10,12.15625
1995-08-11,12.125
1995-08-14,12.21875
1995-08-15,12.3125
1995-08-16,12.625
1995-08-17,12.5
1995-08-18,12.46875
1995-08-21,12.625
1995-08-22,12.40625
1995-08-23,12.34375
1995-08-24,12.375
1995-08-25,12.40625
1995-08-28,12.53125
1995-08-29,12.5625
1995-08-30,12.59375
1995-08-31,12.625
1995-09-01,12.625
1995-09-05,12.5625
1995-09-06,12.90625
1995-09-07,13.09375
1995-09-08,13.15625
1995-09-11,13.40625
1995-09-12,13.65625
1995-09-13,13.875
1995-09-14,13.75
1995-09-15,13.75
1995-09-18,13.78125
1995-09-19,13.65625
1995-09-20,13.65625
1995-09-21,13.8125
1995-09-22,13.40625
1995-09-25,13.0
1995-09-26,12.75
1995-09-27,12.75
1995-09-28,12.84375
1995-09-29,13.15625
1995-10-02,13.1875
1995-10-03,13.125
1995-10-04,13.125
1995-10-05,12.75
1995-10-06,12.8125
1995-10-09,12.65625
1995-10-10,12.65625
1995-10-11,12.78125
1995-10-12,12.84375
1995-10-13,13.1875
1995-10-16,13.4375
1995-10-17,13.625
1995-10-18,13.5625
1995-10-19,13.625
1995-10-20,13.3125
1995-10-23,13.15625
1995-10-24,13.0
1995-10-25,12.5625
1995-10-26,12.34375
1995-10-27,12.0625
1995-10-30,11.6875
1995-10-31,11.875
1995-11-01,12.0625
1995-11-02,12.375
1995-11-03,12.375
1995-11-06,12.1875
1995-11-07,12.125
1995-11-08,12.03125
1995-11-09,12.0625
1995-11-10,11.96875
1995-11-13,11.84375
1995-11-14,11.6875
1995-11-15,11.375
1995-11-16,11.5
1995-11-17,11.5
1995-11-20,11.375
1995-11-21,11.125
1995-11-22,11.0
1995-11-24,11.0
1995-11-27,11.25
1995-11-28,11.25
1995-11-29,11.03125
1995-11-30,11.6875
1995-12-01,12.34375
1995-12-04,12.5625
1995-12-05,12.40625
1995-12-06,12.5625
1995-12-07,12.625
1995-12-08,12.5
1995-12-11,12.375
1995-12-12,12.28125
1995-12-13,12.125
1995-12-14,11.59375
1995-12-15,11.40625
1995-12-18,11.21875
1995-12-19,11.25
1995-12-20,11.15625
1995-12-21,11.21875
1995-12-22,11.0625
1995-12-26,10.9375
1995-12-27,10.9375
1995-12-28,10.90625
1995-12-29,11.0
1996-01-02,11.15625
1996-01-03,11.125
1996-01-04,11.34375
1996-01-05,12.0625
1996-01-08,12.0
1996-01-09,11.8125
1996-01-10,11.625
1996-01-11,11.6875
1996-01-12,12.1875
1996-01-15,12.09375
1996-01-16,11.875
1996-01-17,12.0
1996-01-18,12.0
1996-01-19,12.15625
1996-01-22,12.34375
1996-01-23,12.375
1996-01-24,12.4375
1996-01-25,12.75
1996-01-26,13.0
1996-01-29,13.1875
1996-01-30,13.8125
1996-01-31,14.375
1996-02-01,14.25
1996-02-02,13.75
1996-02-05,13.84375
1996-02-06,14.03125
1996-02-07,13.875
1996-02-08,13.90625
1996-02-09,13.5
1996-02-12,13.3125
1996-02-13,13.03125
1996-02-14,12.90625
1996-02-15,13.0
1996-02-16,13.5
1996-02-20,13.5
1996-02-21,13.40625
1996-02-22,13.4375
1996-02-23,13.5625
1996-02-26,13.6875
1996-02-27,13.75
1996-02-28,13.84375
1996-02-29,13.71875
1996-03-01,13.75
1996-03-04,14.125
1996-03-05,14.25
1996-03-06,13.9375
1996-03-07,13.90625
1996-03-08,13.34375
1996-03-11,13.34375
1996-03-12,13.40625
1996-03-13,13.46875
1996-03-14,13.53125
1996-03-15,13.6875
1996-03-18,14.0
1996-03-19,14.125
1996-03-20,14.28125
1996-03-21,14.3125
1996-03-22,14.375
1996-03-25,14.65625
1996-03-26,14.625
1996-03-27,14.375
1996-03-28,14.25
1996-03-29,14.125
1996-04-01,14.3125
1996-04-02,14.25
1996-04-03,14.375
1996-04-04,13.9375
1996-04-08,13.625
1996-04-09,13.5
1996-04-10,13.375
1996-04-11,13.125
1996-04-12,13.28125
1996-04-15,13.40625
1996-04-16,13.4375
1996-04-17,13.28125
1996-04-18,13.53125
1996-04-19,13.84375
1996-04-22,13.84375
1996-04-23,13.9375
1996-04-24,14.21875
1996-04-25,14.25
1996-04-26,14.3125
1996-04-29,14.25
1996-04-30,14.0
1996-05-01,14.0
1996-05-02,13.8125
1996-05-03,13.6875
1996-05-06,13.5
1996-05-07,13.09375
1996-05-08,13.0625
1996-05-09,13.0625
1996-05-10,13.125
1996-05-13,13.03125
1996-05-14,13.1875
1996-05-15,13.15625
1996-05-16,13.0
1996-05-17,13.09375
1996-05-20,13.34375
1996-05-21,13.46875
1996-05-22,13.5
1996-05-23,13.5625
1996-05-24,13.71875
1996-05-28,13.84375
1996-05-29,13.65625
1996-05-30,13.6875
1996-05-31,13.625
1996-06-03,13.59375
1996-06-04,13.53125
1996-06-05,13.59375
1996-06-06,13.6875
1996-06-07,13.53125
1996-06-10,13.78125
1996-06-11,13.375
1996-06-12,13.5
1996-06-13,13.5625
1996-06-14,13.375
1996-06-17,13.625
1996-06-18,13.875
1996-06-19,13.75
1996-06-20,13.75
1996-06-21,13.65625
1996-06-24,13.625
1996-06-25,13.875
1996-06-26,13.875
1996-06-27,14.15625
1996-06-28,14.28125
1996-07-01,14.28125
1996-07-02,14.75
1996-07-03,14.65625
1996-07-05,14.65625
1996-07-08,14.28125
1996-07-09,14.0625
1996-07-10,14.09375
1996-07-11,14.03125
1996-07-12,14.15625
1996-07-15,13.9375
1996-07-16,13.59375
1996-07-17,14.0
1996-07-18,14.3125
1996-07-19,14.4375
1996-07-22,14.5
1996-07-23,14.375
1996-07-24,14.375
1996-07-25,14.46875
1996-07-26,14.5
1996-07-29,14.4375
1996-07-30,14.28125
1996-07-31,14.34375
1996-08-01,14.5
1996-08-02,14.75
1996-08-05,15.15625
1996-08-06,15.4375
1996-08-07,15.28125
1996-08-08,15.15625
1996-08-09,15.25
1996-08-12,15.25
1996-08-13,15.03125
1996-08-14,15.0
1996-08-15,14.96875
1996-08-16,15.0625
1996-08-19,15.375
1996-08-20,15.34375
1996-08-21,15.34375
1996-08-22,15.625
1996-08-23,15.53125
1996-08-26,15.40625
1996-08-27,15.375
1996-08-28,15.53125
1996-08-29,15.34375
1996-08-30,15.625
1996-09-03,15.3125
1996-09-04,15.3125
1996-09-05,15.4375
1996-09-06,15.53125
1996-09-09,15.59375
1996-09-10,15.75
1996-09-11,15.78125
1996-09-12,15.65625
1996-09-13,15.71875
1996-09-16,15.65625
1996-09-17,15.53125
1996-09-18,15.8125
1996-09-19,15.75
1996-09-20,15.8125
1996-09-23,15.96875
1996-09-24,15.96875
1996-09-25,15.875
1996-09-26,15.9375
1996-09-27,15.96875
1996-09-30,15.875
1996-10-01,15.75
1996-10-02,15.71875
1996-10-03,15.25
1996-10-04,15.4375
1996-10-07,15.53125
1996-10-08,15.53125
1996-10-09,15.53125
1996-10-10,15.5625
1996-10-11,15.75
1996-10-14,15.6875
1996-10-15,15.71875
1996-10-16,15.6875
1996-10-17,16.0625
1996-10-18,16.46875
1996-10-21,17.09375
1996-10-22,16.875
1996-10-23,16.71875
1996-10-24,16.78125
1996-10-25,16.75
1996-10-28,16.96875
1996-10-29,17.125
1996-10-30,17.25
1996-10-31,17.28125
1996-11-01,17.5625
1996-11-04,17.84375
1996-11-05,17.75
1996-11-06,17.65625
1996-11-07,17.78125
1996-11-08,17.71875
1996-11-11,17.71875
1996-11-12,17.71875
1996-11-13,17.78125
1996-11-14,17.75
1996-11-15,17.875
1996-11-18,18.03125
1996-11-19,18.25
1996-11-20,18.5625
1996-11-21,18.5
1996-11-22,18.4375
1996-11-25,18.78125
1996-11-26,18.75
1996-11-27,18.96875
1996-11-29,19.0625
1996-12-02,19.0
1996-12-03,19.09375
1996-12-04,19.1875
1996-12-05,19.125
1996-12-06,18.875
1996-12-09,18.8125
1996-12-10,18.625
1996-12-11,18.375
1996-12-12,18.4375
1996-12-13,18.125
1996-12-16,17.5
1996-12-17,17.5
1996-12-18,16.9375
1996-12-19,17.75
1996-12-20,18.125
1996-12-23,18.25
1996-12-24,18.3125
1996-12-26,18.625
1996-12-27,18.4375
1996-12-30,18.4375
1996-12-31,18.375
1997-01-02,18.125
1997-01-03,18.0
1997-01-06,18.1875
1997-01-07,17.9375
1997-01-08,18.0
1997-01-09,18.125
1997-01-10,18.0625
1997-01-13,17.875
1997-01-14,17.875
1997-01-15,17.875
1997-01-16,16.3125
1997-01-17,16.5
1997-01-20,16.25
1997-01-21,16.6875
1997-01-22,16.375
1997-01-23,17.625
1997-01-24,17.3125
1997-01-27,17.0625
1997-01-28,17.1875
1997-01-29,17.5
1997-01-30,17.5
1997-01-31,17.375
1997-02-03,16.8125
1997-02-04,17.125
1997-02-05,16.9375
1997-02-06,16.9375
1997-02-07,16.9375
1997-02-10,16.8125
1997-02-11,17.0
1997-02-12,17.0
1997-02-13,16.1875
1997-02-14,17.125
1997-02-18,17.5625
1997-02-19,17.625
1997-02-20,17.625
1997-02-21,17.5
1997-02-24,17.625
1997-02-25,17.5
1997-02-26,17.25
1997-02-27,17.25
1997-02-28,17.5
1997-03-03,17.4375
1997-03-04,18.0625
1997-03-05,18.4375
1997-03-06,18.1875
1997-03-07,18.625
1997-03-10,18.5
1997-03-11,18.6875
1997-03-12,18.5625
1997-03-13,18.0
1997-03-14,17.875
1997-03-17,17.75
1997-03-18,17.6875
1997-03-19,17.1875
1997-03-20,17.0
1997-03-21,17.4375
1997-03-24,17.375
1997-03-25,17.4375
1997-03-26,17.4375
1997-03-27,17.0625
1997-03-31,16.6875
1997-04-01,16.875
1997-04-02,16.75
1997-04-03,16.625
1997-04-04,16.9375
1997-04-07,17.375
1997-04-08,18.0
1997-04-09,17.875
1997-04-10,17.75
1997-04-11,17.4375
1997-04-14,17.5
1997-04-15,17.75
1997-04-16,17.75
1997-04-17,18.0625
1997-04-18,17.8125
1997-04-21,18.0
1997-04-22,17.9375
1997-04-23,18.1875
1997-04-24,18.5
1997-04-25,18.375
1997-04-28,18.5
1997-04-29,18.5625
1997-04-30,19.0
1997-05-01,18.9375
1997-05-02,19.0625
1997-05-05,19.625
1997-05-06,19.5
1997-05-07,19.4375
1997-05-08,19.3125
1997-05-09,19.5
1997-05-12,19.6875
1997-05-13,19.5
1997-05-14,19.75
1997-05-15,19.5625
1997-05-16,19.9375
1997-05-19,20.0
1997-05-20,20.1875
1997-05-21,19.9375
1997-05-22,20.0
1997-05-23,19.9375
1997-05-27,19.8125
1997-05-28,20.125
1997-05-29,20.4375
1997-05-30,20.8125
1997-06-02,21.0625
1997-06-03,20.75
1997-06-04,21.0
1997-06-05,21.0625
1997-06-06,21.0
1997-06-09,21.375
1997-06-10,21.625
1997-06-11,21.125
1997-06-12,21.5
1997-06-13,22.75
1997-06-16,22.5625
1997-06-17,22.625
1997-06-18,22.875
1997-06-19,23.3125
1997-06-20,23.1875
1997-06-23,23.0625
1997-06-24,23.375
1997-06-25,23.9375
1997-06-26,23.34375
1997-06-27,23.375
1997-06-30,23.875
1997-07-01,23.6875
1997-07-02,23.78125
1997-07-03,24.3125
1997-07-07,24.03125
1997-07-08,23.875
1997-07-09,24.3125
1997-07-10,24.15625
1997-07-11,24.0
1997-07-14,24.0
1997-07-15,23.8125
1997-07-16,24.15625
1997-07-17,24.3125
1997-07-18,23.96875
1997-07-21,23.34375
1997-07-22,23.0
1997-07-23,23.875
1997-07-24,23.75
1997-07-25,23.6875
1997-07-28,23.5625
1997-07-29,23.46875
