Date,TRMB
1992-01-22,2.791667
1992-01-23,2.875
1992-01-24,2.916667
1992-01-27,2.8125
1992-01-28,2.875
1992-01-29,2.666667
1992-01-30,2.5
1992-01-31,2.416667
1992-02-03,2.479167
1992-02-04,2.520833
1992-02-05,2.5
1992-02-06,2.625
1992-02-07,2.625
1992-02-10,2.625
1992-02-11,2.625
1992-02-12,2.625
1992-02-13,2.541667
1992-02-14,2.416667
1992-02-18,2.3125
1992-02-19,2.375
1992-02-20,2.25
1992-02-21,2.3125
1992-02-24,2.291667
1992-02-25,2.104167
1992-02-26,2.125
1992-02-27,2.125
1992-02-28,2.0
1992-03-02,2.0
1992-03-03,2.0
1992-03-04,2.125
1992-03-05,2.125
1992-03-06,2.0625
1992-03-09,2.041667
1992-03-10,1.958333
1992-03-11,1.916667
1992-03-12,1.916667
1992-03-13,1.75
1992-03-16,1.8125
1992-03-17,1.875
1992-03-18,1.916667
1992-03-19,1.916667
1992-03-20,1.916667
1992-03-23,1.833333
1992-03-24,1.875
1992-03-25,1.875
1992-03-26,1.833333
1992-03-27,1.75
1992-03-30,1.75
1992-03-31,1.833333
1992-04-01,1.791667
1992-04-02,1.770833
1992-04-03,1.75
1992-04-06,1.791667
1992-04-07,1.75
1992-04-08,1.666667
1992-04-09,1.75
1992-04-10,1.625
1992-04-13,1.958333
1992-04-14,2.041667
1992-04-15,2.104167
1992-04-16,1.958333
1992-04-20,1.875
1992-04-21,1.916667
1992-04-22,1.958333
1992-04-23,1.9375
1992-04-24,1.875
1992-04-27,1.791667
1992-04-28,1.791667
1992-04-29,1.791667
1992-04-30,1.833333
1992-05-01,1.791667
1992-05-04,1.833333
1992-05-05,1.75
1992-05-06,1.791667
1992-05-07,1.729167
1992-05-08,1.729167
1992-05-11,1.791667
1992-05-12,1.770833
1992-05-13,1.75
1992-05-14,1.666667
1992-05-15,1.666667
1992-05-18,1.708333
1992-05-19,1.645833
1992-05-20,1.666667
1992-05-21,1.625
1992-05-22,1.625
1992-05-26,1.541667
1992-05-27,1.541667
1992-05-28,1.604167
1992-05-29,1.625
1992-06-01,1.625
1992-06-02,1.583333
1992-06-03,1.458333
1992-06-04,1.416667
1992-06-05,1.458333
1992-06-08,1.625
1992-06-09,1.604167
1992-06-10,1.625
1992-06-11,1.541667
1992-06-12,1.583333
1992-06-15,1.5
1992-06-16,1.5
1992-06-17,1.354167
1992-06-18,1.4375
1992-06-19,1.5
1992-06-22,1.541667
1992-06-23,1.583333
1992-06-24,1.458333
1992-06-25,1.458333
1992-06-26,1.5
1992-06-29,1.458333
1992-06-30,1.458333
1992-07-01,1.4375
1992-07-02,1.416667
1992-07-06,1.479167
1992-07-07,1.458333
1992-07-08,1.416667
1992-07-09,1.458333
1992-07-10,1.5
1992-07-13,1.5
1992-07-14,1.458333
1992-07-15,1.416667
1992-07-16,1.520833
1992-07-17,1.479167
1992-07-20,1.416667
1992-07-21,1.416667
1992-07-22,1.375
1992-07-23,1.375
1992-07-24,1.291667
1992-07-27,1.458333
1992-07-28,1.583333
1992-07-29,1.5
1992-07-30,1.458333
1992-07-31,1.375
1992-08-03,1.375
1992-08-04,1.416667
1992-08-05,1.416667
1992-08-06,1.5
1992-08-07,1.458333
1992-08-10,1.479167
1992-08-11,1.458333
1992-08-12,1.5
1992-08-13,1.395833
1992-08-14,1.4375
1992-08-17,1.375
1992-08-18,1.458333
1992-08-19,1.416667
1992-08-20,1.416667
1992-08-21,1.375
1992-08-24,1.291667
1992-08-25,1.270833
1992-08-26,1.291667
1992-08-27,1.270833
1992-08-28,1.291667
1992-08-31,1.25
1992-09-01,1.208333
1992-09-02,1.25
1992-09-03,1.208333
1992-09-04,1.208333
1992-09-08,1.25
1992-09-09,1.208333
1992-09-10,1.25
1992-09-11,1.25
1992-09-14,1.3125
1992-09-15,1.25
1992-09-16,1.291667
1992-09-17,1.25
1992-09-18,1.166667
1992-09-21,1.125
1992-09-22,1.145833
1992-09-23,1.125
1992-09-24,1.1875
1992-09-25,1.25
1992-09-28,1.166667
1992-09-29,1.166667
1992-09-30,1.208333
1992-10-01,1.125
1992-10-02,1.208333
1992-10-05,1.1875
1992-10-06,1.166667
1992-10-07,1.166667
1992-10-08,1.166667
1992-10-09,1.125
1992-10-12,1.145833
1992-10-13,1.166667
1992-10-14,1.125
1992-10-15,1.145833
1992-10-16,1.166667
1992-10-19,1.208333
1992-10-20,1.145833
1992-10-21,1.166667
1992-10-22,1.125
1992-10-23,1.166667
1992-10-26,1.125
1992-10-27,1.291667
1992-10-28,1.291667
1992-10-29,1.333333
1992-10-30,1.333333
1992-11-02,1.333333
1992-11-03,1.333333
1992-11-04,1.416667
1992-11-05,1.479167
1992-11-06,1.625
1992-11-09,1.854167
1992-11-10,1.708333
1992-11-11,1.666667
1992-11-12,1.583333
1992-11-13,1.666667
1992-11-16,1.666667
1992-11-17,1.583333
1992-11-18,1.708333
1992-11-19,1.583333
1992-11-20,1.666667
1992-11-23,1.583333
1992-11-24,1.5
1992-11-25,1.583333
1992-11-27,1.5
1992-11-30,1.5625
1992-12-01,1.583333
1992-12-02,1.5
1992-12-03,1.5625
1992-12-04,1.5
1992-12-07,1.5
1992-12-08,1.625
1992-12-09,1.5
1992-12-10,1.5
1992-12-11,1.583333
1992-12-14,1.583333
1992-12-15,1.5625
1992-12-16,1.479167
1992-12-17,1.541667
1992-12-18,1.5
1992-12-21,1.458333
1992-12-22,1.416667
1992-12-23,1.4375
1992-12-24,1.458333
1992-12-28,1.5
1992-12-29,1.458333
1992-12-30,1.375
1992-12-31,1.416667
1993-01-04,1.375
1993-01-05,1.5
1993-01-06,1.833333
1993-01-07,1.833333
1993-01-08,1.770833
1993-01-11,1.791667
1993-01-12,1.875
1993-01-13,1.916667
1993-01-14,1.708333
1993-01-15,1.6875
1993-01-18,1.75
1993-01-19,1.791667
1993-01-20,1.791667
1993-01-21,1.875
1993-01-22,1.708333
1993-01-25,1.666667
1993-01-26,1.666667
1993-01-27,1.625
1993-01-28,1.604167
1993-01-29,1.583333
1993-02-01,1.666667
1993-02-02,1.583333
1993-02-03,1.6875
1993-02-04,1.666667
1993-02-05,1.5
1993-02-08,1.583333
1993-02-09,1.458333
1993-02-10,1.375
1993-02-11,1.416667
1993-02-12,1.458333
1993-02-16,1.458333
1993-02-17,1.375
1993-02-18,1.291667
1993-02-19,1.333333
1993-02-22,1.354167
1993-02-23,1.416667
1993-02-24,1.354167
1993-02-25,1.375
1993-02-26,1.333333
1993-03-01,1.458333
1993-03-02,1.416667
1993-03-03,1.5
1993-03-04,1.583333
1993-03-05,1.375
1993-03-08,1.25
1993-03-09,1.375
1993-03-10,1.25
1993-03-11,1.291667
1993-03-12,1.291667
1993-03-15,1.416667
1993-03-16,1.291667
1993-03-17,1.291667
1993-03-18,1.375
1993-03-19,1.270833
1993-03-22,1.291667
1993-03-23,1.291667
1993-03-24,1.229167
1993-03-25,1.291667
1993-03-26,1.416667
1993-03-29,1.395833
1993-03-30,1.375
1993-03-31,1.333333
1993-04-01,1.333333
1993-04-02,1.291667
1993-04-05,1.291667
1993-04-06,1.354167
1993-04-07,1.375
1993-04-08,1.333333
1993-04-12,1.333333
1993-04-13,1.333333
1993-04-14,1.416667
1993-04-15,1.333333
1993-04-16,1.375
1993-04-19,1.375
1993-04-20,1.333333
1993-04-21,1.333333
1993-04-22,1.375
1993-04-23,1.333333
1993-04-26,1.333333
1993-04-27,1.416667
1993-04-28,1.416667
1993-04-29,1.375
1993-04-30,1.458333
1993-05-03,1.416667
1993-05-04,1.541667
1993-05-05,1.541667
1993-05-06,1.583333
1993-05-07,1.458333
1993-05-10,1.416667
1993-05-11,1.375
1993-05-12,1.375
1993-05-13,1.375
1993-05-14,1.416667
1993-05-17,1.333333
1993-05-18,1.375
1993-05-19,1.354167
1993-05-20,1.354167
1993-05-21,1.354167
1993-05-24,1.375
1993-05-25,1.395833
1993-05-26,1.5
1993-05-27,1.416667
1993-05-28,1.416667
1993-06-01,1.395833
1993-06-02,1.375
1993-06-03,1.416667
1993-06-04,1.375
1993-06-07,1.375
1993-06-08,1.416667
1993-06-09,1.375
1993-06-10,1.416667
1993-06-11,1.4375
1993-06-14,1.416667
1993-06-15,1.458333
1993-06-16,1.416667
1993-06-17,1.416667
1993-06-18,1.333333
1993-06-21,1.416667
1993-06-22,1.375
1993-06-23,1.354167
1993-06-24,1.458333
1993-06-25,1.5625
1993-06-28,1.666667
1993-06-29,1.645833
1993-06-30,1.666667
1993-07-01,1.6875
1993-07-02,1.791667
1993-07-06,1.875
1993-07-07,1.958333
1993-07-08,2.041667
1993-07-09,2.083333
1993-07-12,2.166667
1993-07-13,2.083333
1993-07-14,2.041667
1993-07-15,2.083333
1993-07-16,2.083333
1993-07-19,2.041667
1993-07-20,2.0
1993-07-21,1.833333
1993-07-22,1.916667
1993-07-23,1.875
1993-07-26,1.875
1993-07-27,1.916667
1993-07-28,1.916667
1993-07-29,2.020833
1993-07-30,1.916667
1993-08-02,1.875
1993-08-03,1.958333
1993-08-04,1.958333
1993-08-05,2.041667
1993-08-06,2.041667
1993-08-09,2.041667
1993-08-10,2.166667
1993-08-11,2.125
1993-08-12,2.0625
1993-08-13,2.166667
1993-08-16,2.125
1993-08-17,2.083333
1993-08-18,2.083333
1993-08-19,2.083333
1993-08-20,2.0625
1993-08-23,2.0625
1993-08-24,2.104167
1993-08-25,2.125
1993-08-26,2.166667
1993-08-27,2.145833
1993-08-30,2.125
1993-08-31,2.125
1993-09-01,2.104167
1993-09-02,2.145833
1993-09-03,2.104167
1993-09-07,2.0625
1993-09-08,2.208333
1993-09-09,2.25
1993-09-10,2.083333
1993-09-13,2.104167
1993-09-14,2.083333
1993-09-15,2.0625
1993-09-16,2.0
1993-09-17,1.958333
1993-09-20,1.916667
1993-09-21,1.833333
1993-09-22,1.875
1993-09-23,1.833333
1993-09-24,1.833333
1993-09-27,1.875
1993-09-28,1.875
1993-09-29,2.020833
1993-09-30,2.020833
1993-10-01,1.958333
1993-10-04,1.854167
1993-10-05,1.9375
1993-10-06,1.895833
1993-10-07,1.979167
1993-10-08,1.979167
1993-10-11,2.0
1993-10-12,2.020833
1993-10-13,1.895833
1993-10-14,1.9375
1993-10-15,1.854167
1993-10-18,1.875
1993-10-19,1.833333
1993-10-20,1.854167
1993-10-21,1.854167
1993-10-22,1.6875
1993-10-25,1.6875
1993-10-26,1.666667
1993-10-27,1.6875
1993-10-28,1.6875
1993-10-29,1.770833
1993-11-01,1.708333
1993-11-02,1.708333
1993-11-03,1.645833
1993-11-04,1.666667
1993-11-05,1.645833
1993-11-08,1.6875
1993-11-09,1.729167
1993-11-10,1.833333
1993-11-11,1.8125
1993-11-12,1.875
1993-11-15,1.854167
1993-11-16,1.791667
1993-11-17,1.833333
1993-11-18,1.8125
1993-11-19,1.854167
1993-11-22,1.833333
1993-11-23,1.854167
1993-11-24,1.791667
1993-11-26,1.791667
1993-11-29,1.770833
1993-11-30,1.833333
1993-12-01,1.8125
1993-12-02,1.791667
1993-12-03,1.770833
1993-12-06,1.75
1993-12-07,1.770833
1993-12-08,1.729167
1993-12-09,1.729167
1993-12-10,1.729167
1993-12-13,1.625
1993-12-14,1.479167
1993-12-15,1.5625
1993-12-16,1.541667
1993-12-17,1.541667
1993-12-20,1.541667
1993-12-21,1.520833
1993-12-22,1.5
1993-12-23,1.541667
1993-12-27,1.479167
1993-12-28,1.458333
1993-12-29,1.479167
1993-12-30,1.479167
1993-12-31,1.479167
1994-01-03,1.479167
1994-01-04,1.5
1994-01-05,1.541667
1994-01-06,1.604167
1994-01-07,1.666667
1994-01-10,1.75
1994-01-11,1.645833
1994-01-12,1.645833
1994-01-13,1.5625
1994-01-14,1.541667
1994-01-17,1.583333
1994-01-18,1.666667
1994-01-19,1.625
1994-01-20,1.604167
1994-01-21,1.625
1994-01-24,1.645833
1994-01-25,1.583333
1994-01-26,1.583333
1994-01-27,1.583333
1994-01-28,1.604167
1994-01-31,1.604167
1994-02-01,1.604167
1994-02-02,1.583333
1994-02-03,1.75
1994-02-04,1.666667
1994-02-07,1.645833
1994-02-08,1.6875
1994-02-09,1.729167
1994-02-10,1.833333
1994-02-11,1.8125
1994-02-14,1.791667
1994-02-15,1.833333
1994-02-16,1.833333
1994-02-17,1.8125
1994-02-18,1.75
1994-02-22,1.833333
1994-02-23,1.791667
1994-02-24,1.729167
1994-02-25,1.6875
1994-02-28,1.666667
1994-03-01,1.6875
1994-03-02,1.666667
1994-03-03,1.666667
1994-03-04,1.666667
1994-03-07,1.604167
1994-03-08,1.666667
1994-03-09,1.6875
1994-03-10,1.645833
1994-03-11,1.708333
1994-03-14,1.645833
1994-03-15,1.625
1994-03-16,1.6875
1994-03-17,1.645833
1994-03-18,1.6875
1994-03-21,1.625
1994-03-22,1.6875
1994-03-23,1.666667
1994-03-24,1.625
1994-03-25,1.645833
1994-03-28,1.666667
1994-03-29,1.604167
1994-03-30,1.5625
1994-03-31,1.541667
1994-04-04,1.520833
1994-04-05,1.604167
1994-04-06,1.666667
1994-04-07,1.6875
1994-04-08,1.666667
1994-04-11,1.666667
1994-04-12,1.583333
1994-04-13,1.541667
1994-04-14,1.583333
1994-04-15,1.541667
1994-04-18,1.5625
1994-04-19,1.5
1994-04-20,1.5
1994-04-21,1.5
1994-04-22,1.479167
1994-04-25,1.5
1994-04-26,1.541667
1994-04-28,1.583333
1994-04-29,1.6875
1994-05-02,1.708333
1994-05-03,1.770833
1994-05-04,1.75
1994-05-05,1.75
1994-05-06,1.645833
1994-05-09,1.5625
1994-05-10,1.604167
1994-05-11,1.541667
1994-05-12,1.541667
1994-05-13,1.541667
1994-05-16,1.5
1994-05-17,1.479167
1994-05-18,1.520833
1994-05-19,1.520833
1994-05-20,1.479167
1994-05-23,1.520833
1994-05-24,1.520833
1994-05-25,1.541667
1994-05-26,1.541667
1994-05-27,1.520833
1994-05-31,1.552083
1994-06-01,1.625
1994-06-02,1.708333
1994-06-03,1.6875
1994-06-06,1.677083
1994-06-07,1.65625
1994-06-08,1.645833
1994-06-09,1.6875
1994-06-10,1.666667
1994-06-13,1.708333
1994-06-14,1.645833
1994-06-15,1.666667
1994-06-16,1.729167
1994-06-17,1.666667
1994-06-20,1.677083
1994-06-21,1.666667
1994-06-22,1.708333
1994-06-23,1.645833
1994-06-24,1.604167
1994-06-27,1.583333
1994-06-28,1.583333
1994-06-29,1.625
1994-06-30,1.5625
1994-07-01,1.625
1994-07-05,1.666667
1994-07-06,1.6875
1994-07-07,1.729167
1994-07-08,1.6875
1994-07-11,1.708333
1994-07-12,1.666667
1994-07-13,1.708333
1994-07-14,1.708333
1994-07-15,1.6875
1994-07-18,1.625
1994-07-19,1.666667
1994-07-20,1.770833
1994-07-21,1.75
1994-07-22,1.8125
1994-07-25,1.802083
1994-07-26,1.791667
1994-07-27,1.791667
1994-07-28,1.854167
1994-07-29,1.979167
1994-08-01,1.9375
1994-08-02,1.916667
1994-08-03,1.875
1994-08-04,1.916667
1994-08-05,1.895833
1994-08-08,1.916667
1994-08-09,1.916667
1994-08-10,1.895833
1994-08-11,1.916667
1994-08-12,1.895833
1994-08-15,1.875
1994-08-16,1.979167
1994-08-17,1.958333
1994-08-18,2.020833
1994-08-19,2.083333
1994-08-22,2.114583
1994-08-23,2.072917
1994-08-24,2.125
1994-08-25,2.09375
1994-08-26,2.125
1994-08-29,2.0625
1994-08-30,2.104167
1994-08-31,2.166667
1994-09-01,2.166667
1994-09-02,2.1875
1994-09-06,2.145833
1994-09-07,2.25
1994-09-08,2.291667
1994-09-09,2.354167
1994-09-12,2.395833
1994-09-13,2.541667
1994-09-14,2.4375
1994-09-15,2.395833
1994-09-16,2.34375
1994-09-19,2.333333
1994-09-20,2.291667
1994-09-21,2.208333
1994-09-22,2.229167
1994-09-23,2.229167
1994-09-26,2.25
1994-09-27,2.1875
1994-09-28,2.229167
1994-09-29,2.270833
1994-09-30,2.375
1994-10-03,2.458333
1994-10-04,2.4375
1994-10-05,2.34375
1994-10-06,2.354167
1994-10-07,2.416667
1994-10-10,2.40625
1994-10-11,2.40625
1994-10-12,2.4375
1994-10-13,2.395833
1994-10-14,2.375
1994-10-17,2.354167
1994-10-18,2.3125
1994-10-19,2.395833
1994-10-20,2.395833
1994-10-21,2.5625
1994-10-24,2.5
1994-10-25,2.375
1994-10-26,2.416667
1994-10-27,2.395833
1994-10-28,2.395833
1994-10-31,2.354167
1994-11-01,2.3125
1994-11-02,2.270833
1994-11-03,2.34375
1994-11-04,2.375
1994-11-07,2.375
1994-11-08,2.395833
1994-11-09,2.3125
1994-11-10,2.322917
1994-11-11,2.3125
1994-11-14,2.3125
1994-11-15,2.291667
1994-11-16,2.3125
1994-11-17,2.333333
1994-11-18,2.333333
1994-11-21,2.3125
1994-11-22,2.302083
1994-11-23,2.1875
1994-11-25,2.1875
1994-11-28,2.1875
1994-11-29,2.125
1994-11-30,2.229167
1994-12-01,2.291667
1994-12-02,2.291667
1994-12-05,2.270833
1994-12-06,2.354167
1994-12-07,2.333333
1994-12-08,2.291667
1994-12-09,2.354167
1994-12-12,2.416667
1994-12-13,2.458333
1994-12-14,2.5
1994-12-15,2.5625
1994-12-16,2.541667
1994-12-19,2.520833
1994-12-20,2.5625
1994-12-21,2.708333
1994-12-22,2.6875
1994-12-23,2.723958
1994-12-27,2.729167
1994-12-28,2.666667
1994-12-29,2.708333
1994-12-30,2.75
1995-01-03,2.666667
1995-01-04,2.619792
1995-01-05,2.75
1995-01-06,2.854167
1995-01-09,2.875
1995-01-10,2.9375
1995-01-11,2.979167
1995-01-12,2.916667
1995-01-13,2.895833
1995-01-16,3.0
1995-01-17,2.979167
1995-01-18,2.916667
1995-01-19,2.916667
1995-01-20,2.8125
1995-01-23,2.916667
1995-01-24,2.979167
1995-01-25,3.020833
1995-01-26,3.041667
1995-01-27,3.0
1995-01-30,2.885417
1995-01-31,2.927083
1995-02-01,3.020833
1995-02-02,3.083333
1995-02-03,3.104167
1995-02-06,3.166667
1995-02-07,3.020833
1995-02-08,2.958333
1995-02-09,3.0
1995-02-10,2.979167
1995-02-13,3.041667
1995-02-14,3.0
1995-02-15,3.020833
1995-02-16,2.979167
1995-02-17,3.020833
1995-02-21,3.03125
1995-02-22,3.0625
1995-02-23,3.041667
1995-02-24,3.020833
1995-02-27,2.989583
1995-02-28,2.958333
1995-03-01,2.895833
1995-03-02,2.875
1995-03-03,2.875
1995-03-06,2.916667
1995-03-07,2.916667
1995-03-08,2.9375
1995-03-09,2.90625
1995-03-10,2.895833
1995-03-13,2.90625
1995-03-14,3.208333
1995-03-15,3.25
1995-03-16,3.208333
1995-03-17,3.166667
1995-03-20,3.125
1995-03-21,3.104167
1995-03-22,3.083333
1995-03-23,3.1875
1995-03-24,3.145833
1995-03-27,3.1875
1995-03-28,3.125
1995-03-29,3.145833
1995-03-30,3.145833
1995-03-31,3.166667
