Date,ITRN
2007-05-04,14.23
2007-05-07,14.39
2007-05-08,14.44
2007-05-09,14.5
2007-05-10,14.34
2007-05-11,14.57
2007-05-14,14.75
2007-05-15,15.08
2007-05-16,15.14
2007-05-17,14.83
2007-05-18,14.75
2007-05-21,14.33
2007-05-22,14.69
2007-05-23,14.54
2007-05-24,14.1
2007-05-25,13.99
2007-05-29,14.08
2007-05-30,13.75
2007-05-31,13.93
2007-06-01,13.91
2007-06-04,13.73
2007-06-05,13.8
2007-06-06,13.71
2007-06-07,13.5
2007-06-08,13.44
2007-06-11,13.2
2007-06-12,13.09
2007-06-13,13.08
2007-06-14,12.95
2007-06-15,12.97
2007-06-18,12.77
2007-06-19,12.87
2007-06-20,12.61
2007-06-21,12.63
2007-06-22,12.66
2007-06-25,12.65
2007-06-26,12.64
2007-06-27,12.47
2007-06-28,12.48
2007-06-29,12.51
2007-07-02,12.24
2007-07-03,12.3
2007-07-05,12.2
2007-07-06,12.07
2007-07-09,12.05
2007-07-10,12.7
2007-07-11,13.23
2007-07-12,13.17
2007-07-13,13.33
2007-07-16,13.34
2007-07-17,13.43
2007-07-18,13.22
2007-07-19,13.58
2007-07-20,13.54
2007-07-23,13.51
2007-07-24,13.54
2007-07-25,13.6
2007-07-26,13.43
2007-07-27,13.28
2007-07-30,13.27
2007-07-31,13.1
2007-08-01,13.19
2007-08-02,13.34
2007-08-03,13.04
2007-08-06,13.24
2007-08-07,13.32
2007-08-08,13.37
2007-08-09,13.1
2007-08-10,13.1
2007-08-13,13.38
2007-08-14,13.3
2007-08-15,13.1
2007-08-16,12.48
2007-08-17,12.0
2007-08-20,11.46
2007-08-21,11.79
2007-08-22,11.82
2007-08-23,11.39
2007-08-24,11.6
2007-08-27,11.32
2007-08-28,11.43
2007-08-29,11.59
2007-08-30,11.63
2007-08-31,11.66
2007-09-04,11.7
2007-09-05,11.62
2007-09-06,11.62
2007-09-07,11.5
2007-09-10,11.54
2007-09-11,11.68
2007-09-12,11.7
2007-09-13,11.69
2007-09-14,11.66
2007-09-17,11.72
2007-09-18,12.2
2007-09-19,12.15
2007-09-20,12.02
2007-09-21,12.18
2007-09-24,11.75
2007-09-25,11.82
2007-09-26,11.83
2007-09-27,11.74
2007-09-28,12.05
2007-10-01,12.17
2007-10-02,12.2
2007-10-03,12.17
2007-10-04,11.93
2007-10-05,12.06
2007-10-08,11.87
2007-10-09,11.75
2007-10-10,11.7
2007-10-11,11.69
2007-10-12,11.59
2007-10-15,11.32
2007-10-16,11.35
2007-10-17,11.86
2007-10-18,11.8
2007-10-19,11.88
2007-10-22,11.54
2007-10-23,11.71
2007-10-24,11.43
2007-10-25,11.5
2007-10-26,11.52
2007-10-29,11.47
2007-10-30,11.4
2007-10-31,11.58
2007-11-01,11.51
2007-11-02,11.35
2007-11-05,11.5
2007-11-06,11.35
2007-11-07,11.07
2007-11-08,10.76
2007-11-09,10.75
2007-11-12,10.12
2007-11-13,10.68
2007-11-14,10.54
2007-11-15,10.73
2007-11-16,10.74
2007-11-19,10.98
2007-11-20,10.5
2007-11-21,10.15
2007-11-23,9.96
2007-11-26,9.75
2007-11-27,9.93
2007-11-28,10.02
2007-11-29,9.96
2007-11-30,10.3
2007-12-03,10.26
2007-12-04,10.0
2007-12-05,10.23
2007-12-06,10.23
2007-12-07,10.45
2007-12-10,10.51
2007-12-11,10.5
2007-12-12,10.48
2007-12-13,10.49
2007-12-14,10.41
2007-12-17,10.0
2007-12-18,10.25
2007-12-19,10.2
2007-12-20,10.09
2007-12-21,10.12
2007-12-24,10.11
2007-12-26,10.5
2007-12-27,10.69
2007-12-28,11.0
2007-12-31,11.07
2008-01-02,10.93
2008-01-03,11.07
2008-01-04,10.79
2008-01-07,11.03
2008-01-08,11.05
2008-01-09,11.02
2008-01-10,10.58
2008-01-11,10.78
2008-01-14,10.81
2008-01-15,10.6
2008-01-16,10.68
2008-01-17,10.49
2008-01-18,10.45
2008-01-22,10.15
2008-01-23,10.05
2008-01-24,10.71
2008-01-25,10.92
2008-01-28,11.11
2008-01-29,10.95
2008-01-30,11.28
2008-01-31,11.79
2008-02-01,11.81
2008-02-04,11.73
2008-02-05,11.46
2008-02-06,11.26
2008-02-07,11.02
2008-02-08,11.03
2008-02-11,11.01
2008-02-12,11.18
2008-02-13,11.26
2008-02-14,11.28
2008-02-15,11.25
2008-02-19,11.1
2008-02-20,10.97
2008-02-21,11.6
2008-02-22,11.5
2008-02-25,11.55
2008-02-26,11.5
2008-02-27,11.14
2008-02-28,11.08
2008-02-29,10.74
2008-03-03,10.74
2008-03-04,10.67
2008-03-05,10.59
2008-03-06,10.6
2008-03-07,10.5
2008-03-10,10.0
2008-03-11,10.29
2008-03-12,10.38
2008-03-13,10.25
2008-03-14,10.75
2008-03-17,10.3
2008-03-18,10.43
2008-03-19,10.4
2008-03-20,11.27
2008-03-24,10.29
2008-03-25,10.2
2008-03-26,10.41
2008-03-27,10.28
2008-03-28,10.22
2008-03-31,10.1
2008-04-01,10.34
2008-04-02,10.19
2008-04-03,10.48
2008-04-04,10.32
2008-04-07,10.37
2008-04-08,10.51
2008-04-09,10.36
2008-04-10,10.71
2008-04-11,10.71
2008-04-14,10.99
2008-04-15,11.14
2008-04-16,11.77
2008-04-17,11.26
2008-04-18,11.8
2008-04-21,11.65
2008-04-22,11.55
2008-04-23,11.71
2008-04-24,11.78
2008-04-25,11.6
2008-04-28,11.17
2008-04-29,10.95
2008-04-30,10.68
2008-05-01,11.0
2008-05-02,10.99
2008-05-05,11.14
2008-05-06,11.17
2008-05-07,11.5
2008-05-08,11.25
2008-05-09,11.14
2008-05-12,11.42
2008-05-13,11.8
2008-05-14,12.15
2008-05-15,12.55
2008-05-16,12.18
2008-05-19,12.32
2008-05-20,12.68
2008-05-21,12.75
2008-05-22,13.0
2008-05-23,13.11
2008-05-27,13.47
2008-05-28,12.96
2008-05-29,13.62
2008-05-30,13.32
2008-06-02,12.78
2008-06-03,12.98
2008-06-04,12.8
2008-06-05,13.24
2008-06-06,12.95
2008-06-09,12.65
2008-06-10,12.88
2008-06-11,12.87
2008-06-12,12.92
2008-06-13,12.98
2008-06-16,12.89
2008-06-17,13.12
2008-06-18,13.0
2008-06-19,13.07
2008-06-20,13.07
2008-06-23,12.69
2008-06-24,11.97
2008-06-25,12.2
2008-06-26,12.05
2008-06-27,12.15
2008-06-30,12.0
2008-07-01,12.1
2008-07-02,11.76
2008-07-03,11.62
2008-07-07,11.31
2008-07-08,11.61
2008-07-09,11.27
2008-07-10,11.42
2008-07-11,11.1
2008-07-14,11.27
2008-07-15,11.22
2008-07-16,11.28
2008-07-17,11.34
2008-07-18,11.33
2008-07-21,11.43
2008-07-22,11.63
2008-07-23,12.02
2008-07-24,11.82
2008-07-25,12.06
2008-07-28,11.76
2008-07-29,12.02
2008-07-30,11.75
2008-07-31,11.59
2008-08-01,11.57
2008-08-04,11.53
2008-08-05,11.38
2008-08-06,11.71
2008-08-07,11.48
2008-08-08,11.61
2008-08-11,11.84
2008-08-12,11.89
2008-08-13,11.92
2008-08-14,12.13
2008-08-15,12.1
2008-08-18,12.14
2008-08-19,12.01
2008-08-20,12.05
2008-08-21,11.88
2008-08-22,12.18
2008-08-25,11.9
2008-08-26,11.77
2008-08-27,11.88
2008-08-28,11.99
2008-08-29,11.89
2008-09-02,11.86
2008-09-03,11.91
2008-09-04,12.02
2008-09-05,11.87
2008-09-08,11.91
2008-09-09,11.85
2008-09-10,12.0
2008-09-11,11.78
2008-09-12,11.77
2008-09-15,11.01
2008-09-16,10.84
2008-09-17,10.5
2008-09-18,10.82
2008-09-19,11.09
2008-09-22,11.03
2008-09-23,11.12
2008-09-24,11.12
2008-09-25,11.07
2008-09-26,10.95
2008-09-29,10.63
2008-09-30,10.79
2008-10-01,10.65
2008-10-02,10.56
2008-10-03,10.16
2008-10-06,9.18
2008-10-07,9.24
2008-10-08,8.75
2008-10-09,8.46
2008-10-10,7.91
2008-10-13,8.71
2008-10-14,8.52
2008-10-15,8.31
2008-10-16,8.87
2008-10-17,8.72
2008-10-20,9.83
2008-10-21,9.65
2008-10-22,9.34
2008-10-23,8.76
2008-10-24,8.89
2008-10-27,8.53
2008-10-28,7.88
2008-10-29,7.18
2008-10-30,7.31
2008-10-31,7.48
2008-11-03,7.53
2008-11-04,7.7
2008-11-05,7.36
2008-11-06,7.35
2008-11-07,7.26
2008-11-10,7.45
2008-11-11,7.18
2008-11-12,7.05
2008-11-13,7.23
2008-11-14,7.0
2008-11-17,6.56
2008-11-18,6.6
2008-11-19,6.5
2008-11-20,6.21
2008-11-21,6.2
2008-11-24,7.14
2008-11-25,6.92
2008-11-26,7.24
2008-11-28,7.96
2008-12-01,7.33
2008-12-02,7.67
2008-12-03,7.91
2008-12-04,7.84
2008-12-05,7.83
2008-12-08,7.9
2008-12-09,7.78
2008-12-10,7.98
2008-12-11,7.84
2008-12-12,8.1
2008-12-15,8.35
2008-12-16,8.93
2008-12-17,8.74
2008-12-18,8.61
2008-12-19,8.41
2008-12-22,8.0
2008-12-23,7.95
2008-12-24,7.67
2008-12-26,7.78
2008-12-29,7.42
2008-12-30,7.59
2008-12-31,7.31
2009-01-02,8.45
2009-01-05,7.98
2009-01-06,8.26
2009-01-07,8.1
2009-01-08,8.4
2009-01-09,8.25
2009-01-12,8.26
2009-01-13,8.19
2009-01-14,8.06
2009-01-15,7.91
2009-01-16,7.97
2009-01-20,7.93
2009-01-21,8.47
2009-01-22,8.24
2009-01-23,8.28
2009-01-26,8.65
2009-01-27,8.51
2009-01-28,8.55
2009-01-29,8.67
2009-01-30,8.62
2009-02-02,8.55
2009-02-03,8.56
2009-02-04,8.54
2009-02-05,8.5
2009-02-06,8.61
2009-02-09,8.56
2009-02-10,8.29
2009-02-11,8.15
2009-02-12,8.19
2009-02-13,8.17
2009-02-17,8.04
2009-02-18,7.95
2009-02-19,7.77
2009-02-20,7.42
2009-02-23,6.44
2009-02-24,6.42
2009-02-25,6.32
2009-02-26,6.37
2009-02-27,6.49
2009-03-02,6.0
2009-03-03,6.11
2009-03-04,6.35
2009-03-05,6.11
2009-03-06,6.02
2009-03-09,6.03
2009-03-10,6.13
2009-03-11,6.18
2009-03-12,6.4
2009-03-13,6.51
2009-03-16,6.6
2009-03-17,6.9
2009-03-18,6.95
2009-03-19,7.23
2009-03-20,6.94
2009-03-23,7.6
2009-03-24,7.53
2009-03-25,7.88
2009-03-26,8.57
2009-03-27,8.27
2009-03-30,7.56
2009-03-31,7.59
2009-04-01,7.72
2009-04-02,8.25
2009-04-03,8.11
2009-04-06,7.88
2009-04-07,7.42
2009-04-08,7.3
2009-04-09,7.61
2009-04-13,7.36
2009-04-14,7.24
2009-04-15,7.43
2009-04-16,7.53
2009-04-17,7.41
2009-04-20,6.67
2009-04-21,6.85
2009-04-22,6.8
2009-04-23,6.81
2009-04-24,6.98
2009-04-27,7.47
2009-04-28,7.5
2009-04-29,7.71
2009-04-30,7.84
2009-05-01,7.93
2009-05-04,7.9
2009-05-05,7.72
2009-05-06,7.72
2009-05-07,7.51
2009-05-08,7.7
2009-05-11,7.7
2009-05-12,7.62
2009-05-13,7.49
2009-05-14,7.47
2009-05-15,7.5
2009-05-18,7.75
2009-05-19,8.39
2009-05-20,8.81
2009-05-21,8.5
2009-05-22,8.78
2009-05-26,8.83
2009-05-27,8.51
2009-05-28,8.69
2009-05-29,8.88
2009-06-01,9.0
2009-06-02,8.96
2009-06-03,8.91
2009-06-04,8.9
2009-06-05,8.86
2009-06-08,8.85
2009-06-09,9.0
2009-06-10,9.09
2009-06-11,9.1
2009-06-12,9.24
2009-06-15,8.5
2009-06-16,8.33
2009-06-17,8.21
2009-06-18,8.25
2009-06-19,8.16
2009-06-22,8.4
2009-06-23,8.53
2009-06-24,8.55
2009-06-25,8.95
2009-06-26,8.5
2009-06-29,8.58
2009-06-30,8.25
2009-07-01,8.74
2009-07-02,8.59
2009-07-06,8.21
2009-07-07,8.34
2009-07-08,8.26
2009-07-09,8.2
2009-07-10,8.26
2009-07-13,8.37
2009-07-14,8.37
2009-07-15,8.7
2009-07-16,8.9
2009-07-17,8.8
2009-07-20,8.97
2009-07-21,8.88
2009-07-22,9.0
2009-07-23,9.26
2009-07-24,9.43
2009-07-27,9.98
2009-07-28,9.97
2009-07-29,9.84
2009-07-30,9.75
2009-07-31,9.8
2009-08-03,9.82
2009-08-04,9.39
2009-08-05,9.57
2009-08-06,9.56
2009-08-07,9.72
2009-08-10,9.7
2009-08-11,9.38
2009-08-12,9.06
2009-08-13,9.18
2009-08-14,9.14
2009-08-17,9.2
2009-08-18,9.3
2009-08-19,9.5
2009-08-20,9.44
2009-08-21,9.63
2009-08-24,9.43
2009-08-25,9.58
2009-08-26,9.66
2009-08-27,9.55
2009-08-28,9.52
2009-08-31,9.4
2009-09-01,9.22
2009-09-02,9.25
2009-09-03,9.19
2009-09-04,9.38
2009-09-08,9.48
2009-09-09,9.4
2009-09-10,9.35
2009-09-11,9.37
2009-09-14,9.24
2009-09-15,9.28
2009-09-16,9.47
2009-09-17,9.4
2009-09-18,9.58
2009-09-21,9.59
2009-09-22,9.73
2009-09-23,9.87
2009-09-24,10.2
2009-09-25,9.92
2009-09-28,10.05
2009-09-29,10.49
2009-09-30,10.32
2009-10-01,10.19
2009-10-02,10.11
2009-10-05,10.49
2009-10-06,10.64
2009-10-07,10.63
2009-10-08,10.73
2009-10-09,10.75
2009-10-12,11.99
2009-10-13,11.73
2009-10-14,12.47
2009-10-15,12.06
2009-10-16,12.01
2009-10-19,12.36
2009-10-20,12.6
2009-10-21,12.43
2009-10-22,12.7
2009-10-23,12.52
2009-10-26,12.5
2009-10-27,12.07
2009-10-28,12.19
2009-10-29,12.3
2009-10-30,12.36
2009-11-02,12.35
2009-11-03,12.24
2009-11-04,12.45
2009-11-05,13.0
2009-11-06,12.6
2009-11-09,13.13
2009-11-10,12.81
2009-11-11,12.69
2009-11-12,12.35
2009-11-13,12.65
2009-11-16,12.6
2009-11-17,13.19
2009-11-18,12.85
2009-11-19,12.87
2009-11-20,12.79
2009-11-23,13.36
2009-11-24,13.17
2009-11-25,13.28
2009-11-27,13.0
2009-11-30,12.92
2009-12-01,13.2
2009-12-02,13.28
2009-12-03,13.18
2009-12-04,12.93
2009-12-07,12.97
2009-12-08,12.7
2009-12-09,13.02
2009-12-10,13.6
2009-12-11,13.57
2009-12-14,13.44
2009-12-15,13.19
2009-12-16,13.09
2009-12-17,13.19
2009-12-18,13.06
2009-12-21,13.0
2009-12-22,13.35
2009-12-23,12.96
2009-12-24,13.24
2009-12-28,13.05
2009-12-29,13.15
2009-12-30,12.9
2009-12-31,12.82
2010-01-04,13.16
2010-01-05,13.49
2010-01-06,13.45
2010-01-07,13.66
2010-01-08,13.55
2010-01-11,14.34
2010-01-12,14.24
2010-01-13,14.08
2010-01-14,14.14
2010-01-15,13.8
2010-01-19,14.64
2010-01-20,14.37
2010-01-21,14.45
2010-01-22,14.3
2010-01-25,13.87
2010-01-26,13.75
2010-01-27,13.46
2010-01-28,12.99
2010-01-29,12.9
2010-02-01,13.27
2010-02-02,13.57
2010-02-03,13.99
2010-02-04,13.33
2010-02-05,13.44
2010-02-08,13.41
2010-02-09,13.56
2010-02-10,13.52
2010-02-11,13.49
2010-02-12,13.75
2010-02-16,14.39
2010-02-17,14.91
2010-02-18,15.49
2010-02-19,15.66
2010-02-22,15.76
2010-02-23,15.62
2010-02-24,15.69
2010-02-25,15.46
2010-02-26,15.42
2010-03-01,15.22
2010-03-02,15.39
2010-03-03,15.49
2010-03-04,15.4
2010-03-05,15.55
2010-03-08,15.75
2010-03-09,15.79
2010-03-10,16.0
2010-03-11,16.0
2010-03-12,16.01
2010-03-15,16.309998999999998
2010-03-16,16.200001
2010-03-17,16.5
2010-03-18,16.889999
2010-03-19,15.26
2010-03-22,14.41
2010-03-23,14.81
2010-03-24,14.87
2010-03-25,14.93
2010-03-26,15.25
2010-03-29,16.0
2010-03-30,16.049999
2010-03-31,15.92
2010-04-01,15.71
2010-04-05,15.9
2010-04-06,16.190001000000002
2010-04-07,16.049999
2010-04-08,15.78
2010-04-09,15.72
2010-04-12,15.8
2010-04-13,15.75
2010-04-14,16.059998999999998
2010-04-15,15.89
2010-04-16,15.51
2010-04-19,15.3
2010-04-20,15.41
2010-04-21,15.4
2010-04-22,15.21
2010-04-23,15.35
2010-04-26,15.7
2010-04-27,15.26
2010-04-28,15.04
2010-04-29,15.2
2010-04-30,14.91
2010-05-03,15.22
2010-05-04,15.0
2010-05-05,14.67
2010-05-06,13.98
2010-05-07,13.72
2010-05-10,15.11
2010-05-11,14.87
2010-05-12,15.02
2010-05-13,14.79
2010-05-14,14.84
2010-05-17,14.49
2010-05-18,14.04
2010-05-19,13.82
2010-05-20,13.27
2010-05-21,13.49
2010-05-24,13.25
2010-05-25,13.25
2010-05-26,13.37
2010-05-27,14.1
2010-05-28,14.02
2010-06-01,14.62
2010-06-02,15.35
2010-06-03,15.09
2010-06-04,14.93
2010-06-07,14.57
2010-06-08,14.39
2010-06-09,14.42
2010-06-10,14.58
2010-06-11,14.78
2010-06-14,15.12
2010-06-15,15.7
2010-06-16,15.85
2010-06-17,15.78
2010-06-18,15.86
2010-06-21,15.59
2010-06-22,16.040001
2010-06-23,15.86
2010-06-24,15.82
2010-06-25,15.92
2010-06-28,16.1
2010-06-29,15.77
2010-06-30,15.08
2010-07-01,14.7
2010-07-02,14.83
2010-07-06,14.98
2010-07-07,15.05
2010-07-08,14.87
2010-07-09,15.02
2010-07-12,14.9
2010-07-13,15.23
2010-07-14,15.22
2010-07-15,15.19
2010-07-16,14.91
2010-07-19,14.09
2010-07-20,13.97
2010-07-21,13.79
2010-07-22,13.7
2010-07-23,13.7
2010-07-26,13.87
2010-07-27,13.97
2010-07-28,13.97
2010-07-29,13.9
2010-07-30,14.44
2010-08-02,14.06
2010-08-03,13.6
2010-08-04,13.57
2010-08-05,13.69
2010-08-06,13.66
2010-08-09,13.65
2010-08-10,13.45
2010-08-11,13.04
2010-08-12,13.0
2010-08-13,13.06
2010-08-16,13.07
2010-08-17,13.71
2010-08-18,13.84
2010-08-19,13.55
2010-08-20,13.65
2010-08-23,13.02
2010-08-24,13.24
2010-08-25,13.22
2010-08-26,13.19
2010-08-27,13.34
2010-08-30,13.63
2010-08-31,13.45
2010-09-01,13.51
2010-09-02,13.65
2010-09-03,13.88
2010-09-07,14.12
2010-09-08,14.22
2010-09-09,14.34
2010-09-10,14.28
2010-09-13,14.27
2010-09-14,14.05
2010-09-15,14.14
2010-09-16,14.3
2010-09-17,14.37
2010-09-20,14.79
2010-09-21,14.66
2010-09-22,14.65
2010-09-23,14.56
2010-09-24,14.61
2010-09-27,14.29
