Date,CHPXF
2011-09-19,3.5
2011-09-20,3.5
2011-09-21,3.5
2011-09-22,3.25
2011-09-23,3.25
2011-09-26,2.95
2011-09-27,2.95
2011-09-28,2.95
2011-09-29,3.02
2011-09-30,3.02
2011-10-03,2.75
2011-10-04,2.75
2011-10-05,2.58
2011-10-06,2.58
2011-10-07,2.58
2011-10-10,2.58
2011-10-11,3.1
2011-10-12,3.1
2011-10-13,3.25
2011-10-14,3.25
2011-10-17,3.25
2011-10-18,2.97
2011-10-19,2.8
2011-10-20,2.8
2011-10-21,2.8
2011-10-24,2.8
2011-10-25,2.8
2011-10-26,2.8
2011-10-27,2.8
2011-10-28,2.8
2011-10-31,2.8
2011-11-01,2.8
2011-11-02,2.8
2011-11-03,2.8
2011-11-04,2.8
2011-11-07,2.8
2011-11-08,2.8
2011-11-09,2.8
2011-11-10,2.8
2011-11-11,2.8
2011-11-14,2.8
2011-11-15,2.8
2011-11-16,2.8
2011-11-17,3.05
2011-11-18,3.05
2011-11-21,3.05
2011-11-22,2.99
2011-11-23,2.99
2011-11-25,2.99
2011-11-28,2.8
2011-11-29,2.8
2011-11-30,2.8
2011-12-01,2.85
2011-12-02,2.99
2011-12-05,2.99
2011-12-06,2.99
2011-12-07,2.99
2011-12-08,2.87
2011-12-09,2.87
2011-12-12,2.87
2011-12-13,2.87
2011-12-14,2.62
2011-12-15,2.67
2011-12-16,2.67
2011-12-19,2.67
2011-12-20,2.67
2011-12-21,2.67
2011-12-22,2.67
2011-12-23,2.67
2011-12-27,2.67
2011-12-28,2.91
2011-12-29,2.91
2011-12-30,2.74
2012-01-03,2.74
2012-01-04,2.7
2012-01-05,2.7
2012-01-06,2.74
2012-01-09,2.74
2012-01-10,2.74
2012-01-11,2.74
2012-01-12,3.04
2012-01-13,3.04
2012-01-17,3.04
2012-01-18,2.9
2012-01-19,2.9
2012-01-20,2.9
2012-01-23,3.2
2012-01-24,3.14
2012-01-25,3.14
2012-01-26,3.14
2012-01-27,3.14
2012-01-30,3.14
2012-01-31,3.14
2012-02-01,3.14
2012-02-02,3.14
2012-02-03,3.14
2012-02-06,3.14
2012-02-07,3.14
2012-02-08,3.14
2012-02-09,3.14
2012-02-10,3.14
2012-02-13,3.14
2012-02-14,3.14
2012-02-15,3.14
2012-02-16,3.14
2012-02-17,3.14
2012-02-21,3.14
2012-02-22,3.14
2012-02-23,3.14
2012-02-24,3.6
2012-02-27,3.6
2012-02-28,3.6
2012-02-29,3.6
2012-03-01,3.6
2012-03-02,3.6
2012-03-05,3.6
2012-03-06,3.6
2012-03-07,3.6
2012-03-08,3.6
2012-03-09,3.6
2012-03-12,3.6
2012-03-13,3.6
2012-03-14,3.6
2012-03-15,3.6
2012-03-16,3.6
2012-03-19,3.6
2012-03-20,3.6
2012-03-21,3.6
2012-03-22,3.6
2012-03-23,3.6
2012-03-26,3.6
2012-03-27,3.6
2012-03-28,3.6
2012-03-29,3.6
2012-03-30,3.6
2012-04-02,3.6
2012-04-03,3.6
2012-04-04,3.6
2012-04-05,3.6
2012-04-09,3.6
2012-04-10,3.6
2012-04-11,3.6
2012-04-12,3.6
2012-04-13,3.6
2012-04-16,3.6
2012-04-17,3.6
2012-04-18,3.6
2012-04-19,3.6
2012-04-20,3.6
2012-04-23,3.6
2012-04-24,3.6
2012-04-25,3.6
2012-04-26,3.6
2012-04-27,3.6
2012-04-30,3.6
2012-05-01,3.6
2012-05-02,3.6
2012-05-03,3.6
2012-05-04,3.6
2012-05-07,3.15
2012-05-08,3.15
2012-05-09,3.15
2012-05-10,3.15
2012-05-11,3.15
2012-05-14,3.15
2012-05-15,3.15
2012-05-16,3.15
2012-05-17,3.15
2012-05-18,2.76
2012-05-21,2.76
2012-05-22,2.76
2012-05-23,2.76
2012-05-24,2.76
2012-05-25,2.76
2012-05-29,2.76
2012-05-30,2.76
2012-05-31,2.76
2012-06-01,2.76
2012-06-04,2.76
2012-06-05,2.76
2012-06-06,2.76
2012-06-07,2.76
2012-06-08,2.76
2012-06-11,2.76
2012-06-12,2.76
2012-06-13,2.76
2012-06-14,2.76
2012-06-15,2.76
2012-06-18,2.76
2012-06-19,2.76
2012-06-20,2.76
2012-06-21,2.76
2012-06-22,2.76
2012-06-25,2.76
2012-06-26,2.76
2012-06-27,2.76
2012-06-28,2.76
2012-06-29,3.19
2012-07-02,3.19
2012-07-03,3.19
2012-07-05,3.19
2012-07-06,3.19
2012-07-09,3.19
2012-07-10,3.19
2012-07-11,3.19
2012-07-12,3.19
2012-07-13,3.19
2012-07-16,3.19
2012-07-17,3.19
2012-07-18,3.19
2012-07-19,3.19
2012-07-20,3.19
2012-07-23,3.19
2012-07-24,3.19
2012-07-25,3.19
2012-07-26,3.19
2012-07-27,3.19
2012-07-30,3.19
2012-07-31,3.19
2012-08-01,3.19
2012-08-02,3.19
2012-08-03,3.19
2012-08-06,3.19
2012-08-07,3.19
2012-08-08,3.19
2012-08-09,3.19
2012-08-10,3.19
2012-08-13,3.19
2012-08-14,3.19
2012-08-15,3.19
2012-08-16,3.19
2012-08-17,3.19
2012-08-20,3.19
2012-08-21,3.19
2012-08-22,3.19
2012-08-23,3.05
2012-08-24,3.05
2012-08-27,3.05
2012-08-28,3.05
2012-08-29,3.05
2012-08-30,3.05
2012-08-31,3.05
2012-09-04,3.05
2012-09-05,3.05
2012-09-06,3.05
2012-09-07,3.05
2012-09-10,3.05
2012-09-11,3.05
2012-09-12,3.05
2012-09-13,3.05
2012-09-14,3.05
2012-09-17,3.05
2012-09-18,3.05
2012-09-19,3.05
2012-09-20,3.05
2012-09-21,3.05
2012-09-24,3.05
2012-09-25,3.05
2012-09-26,3.05
2012-09-27,3.05
2012-09-28,3.05
2012-10-01,3.05
2012-10-02,3.05
2012-10-03,3.05
2012-10-04,3.05
2012-10-05,3.05
2012-10-08,3.05
2012-10-09,3.05
2012-10-10,3.05
2012-10-11,3.05
2012-10-12,3.05
2012-10-15,3.1
2012-10-16,3.1
2012-10-17,3.1
2012-10-18,3.15
2012-10-19,3.15
2012-10-22,3.15
2012-10-23,3.15
2012-10-24,3.15
2012-10-25,3.26
2012-10-26,3.26
2012-10-31,3.26
2012-11-01,3.26
2012-11-02,3.26
2012-11-05,3.26
2012-11-06,3.26
2012-11-07,3.26
2012-11-08,3.26
2012-11-09,3.26
2012-11-12,3.26
2012-11-13,3.26
2012-11-14,3.26
2012-11-15,3.05
2012-11-16,3.05
2012-11-19,3.05
2012-11-20,3.05
2012-11-21,3.05
2012-11-23,3.05
2012-11-26,3.05
2012-11-27,3.05
2012-11-28,3.05
2012-11-29,3.05
2012-11-30,3.05
2012-12-03,3.05
2012-12-04,3.05
2012-12-05,3.05
2012-12-06,3.05
2012-12-07,3.05
2012-12-10,3.05
2012-12-11,3.05
2012-12-12,3.3
2012-12-13,3.3
2012-12-14,3.3
2012-12-17,3.3
2012-12-18,3.3
2012-12-19,3.3
2012-12-20,3.3
2012-12-21,3.3
2012-12-24,3.3
2012-12-26,3.3
2012-12-27,3.3
2012-12-28,3.3
2012-12-31,3.3
2013-01-02,3.3
2013-01-03,3.3
2013-01-04,3.3
2013-01-07,3.3
2013-01-08,3.3
2013-01-09,3.95
2013-01-10,3.95
2013-01-11,3.95
2013-01-14,4.02
2013-01-15,4.02
2013-01-16,4.02
2013-01-17,4.02
2013-01-18,4.02
2013-01-22,4.02
2013-01-23,4.02
2013-01-24,4.02
2013-01-25,4.02
2013-01-28,4.02
2013-01-29,4.02
2013-01-30,4.02
2013-01-31,3.85
2013-02-01,3.85
2013-02-04,3.85
2013-02-05,3.85
2013-02-06,3.85
2013-02-07,3.85
2013-02-08,3.85
2013-02-11,3.85
2013-02-12,3.85
2013-02-13,3.85
2013-02-14,3.85
2013-02-15,3.85
2013-02-19,3.85
2013-02-20,3.85
2013-02-21,3.85
2013-02-22,3.85
2013-02-25,3.85
2013-02-26,3.85
2013-02-27,3.85
2013-02-28,3.85
2013-03-01,3.85
2013-03-04,3.85
2013-03-05,3.85
2013-03-06,3.85
2013-03-07,3.85
2013-03-08,3.85
2013-03-11,3.85
2013-03-12,3.85
2013-03-13,3.85
2013-03-14,3.85
2013-03-15,3.4
2013-03-18,3.4
2013-03-19,3.4
2013-03-20,3.4
2013-03-21,3.4
2013-03-22,3.4
2013-03-25,3.4
2013-03-26,3.4
2013-03-27,3.4
2013-03-28,3.4
2013-04-01,3.4
2013-04-02,3.4
2013-04-03,3.4
2013-04-04,3.4
2013-04-05,3.4
2013-04-08,3.4
2013-04-09,3.4
2013-04-10,3.4
2013-04-11,3.4
2013-04-12,3.47
2013-04-15,3.47
2013-04-16,3.47
2013-04-17,3.47
2013-04-18,3.47
2013-04-19,3.47
2013-04-22,3.47
2013-04-23,3.47
2013-04-24,3.47
2013-04-25,3.47
2013-04-26,3.47
2013-04-29,3.47
2013-04-30,3.47
2013-05-01,3.47
2013-05-02,3.47
2013-05-03,3.47
2013-05-06,3.47
2013-05-07,3.47
2013-05-08,3.47
2013-05-09,3.47
2013-05-10,3.69
2013-05-13,3.69
2013-05-14,3.69
2013-05-15,3.69
2013-05-16,3.69
2013-05-17,3.69
2013-05-20,3.69
2013-05-21,3.69
2013-05-22,3.69
2013-05-23,3.69
2013-05-24,3.69
2013-05-28,3.69
2013-05-29,3.69
2013-05-30,3.69
2013-05-31,3.69
2013-06-03,3.69
2013-06-04,3.69
2013-06-05,3.39
2013-06-06,3.39
2013-06-07,3.39
2013-06-10,3.2
2013-06-11,3.2
2013-06-12,3.2
2013-06-13,3.2
2013-06-14,3.2
2013-06-17,3.2
2013-06-18,3.2
2013-06-19,3.2
2013-06-20,3.2
2013-06-21,3.2
2013-06-24,3.2
2013-06-25,3.2
2013-06-26,3.2
2013-06-27,3.2
2013-06-28,3.2
2013-07-01,3.2
2013-07-02,3.14
2013-07-03,3.14
2013-07-05,3.14
2013-07-08,3.14
2013-07-09,3.14
2013-07-10,3.14
2013-07-11,3.14
2013-07-12,3.14
2013-07-15,3.14
2013-07-16,3.14
2013-07-17,3.28
2013-07-18,3.28
2013-07-19,3.28
2013-07-22,3.28
2013-07-23,3.28
2013-07-24,3.28
2013-07-25,3.28
2013-07-26,3.28
2013-07-29,3.28
2013-07-30,3.28
2013-07-31,3.28
2013-08-01,3.28
2013-08-02,3.28
2013-08-05,3.28
2013-08-06,3.28
2013-08-07,3.28
2013-08-08,3.28
2013-08-09,3.28
2013-08-12,3.28
2013-08-13,3.28
2013-08-14,3.28
2013-08-15,3.28
2013-08-16,3.28
2013-08-19,3.28
2013-08-20,3.28
2013-08-21,3.28
2013-08-22,3.28
2013-08-23,3.28
2013-08-26,3.28
2013-08-27,3.28
2013-08-28,3.28
2013-08-29,3.28
2013-08-30,3.28
2013-09-03,3.28
2013-09-04,3.28
2013-09-05,3.28
2013-09-06,3.28
2013-09-09,3.28
2013-09-10,3.7
2013-09-11,3.7
2013-09-12,3.7
2013-09-13,3.7
2013-09-16,3.7
2013-09-17,3.7
2013-09-18,3.7
2013-09-19,3.7
2013-09-20,3.7
2013-09-23,3.7
2013-09-24,3.7
2013-09-25,3.7
2013-09-26,3.7
2013-09-27,3.7
2013-09-30,3.7
2013-10-01,3.7
2013-10-02,3.7
2013-10-03,3.7
2013-10-04,3.7
2013-10-07,3.7
2013-10-08,3.7
2013-10-09,3.7
2013-10-10,3.7
2013-10-11,3.7
2013-10-14,3.7
2013-10-15,3.7
2013-10-16,3.7
2013-10-17,3.7
2013-10-18,3.7
2013-10-21,3.7
2013-10-22,3.7
2013-10-23,3.7
2013-10-24,3.7
2013-10-25,3.4
2013-10-28,3.42
2013-10-29,3.42
2013-10-30,3.42
2013-10-31,3.42
2013-11-01,3.42
2013-11-04,3.42
2013-11-05,3.42
2013-11-06,3.42
2013-11-07,3.42
2013-11-08,3.42
2013-11-11,3.42
2013-11-12,3.59
2013-11-13,3.59
2013-11-14,3.59
2013-11-15,3.59
2013-11-18,3.59
2013-11-19,3.59
2013-11-20,3.59
2013-11-21,3.59
2013-11-22,3.59
2013-11-25,3.59
2013-11-26,3.59
2013-11-27,3.59
2013-11-29,3.59
2013-12-02,3.59
2013-12-03,3.59
2013-12-04,3.59
2013-12-05,3.59
2013-12-06,3.59
2013-12-09,3.59
2013-12-10,3.59
2013-12-11,3.59
2013-12-12,3.59
2013-12-13,3.59
2013-12-16,3.59
2013-12-17,3.59
2013-12-18,3.59
2013-12-19,3.59
2013-12-20,3.59
2013-12-23,3.59
2013-12-24,3.59
2013-12-26,3.59
2013-12-27,3.59
2013-12-30,3.59
2013-12-31,3.59
2014-01-02,3.59
2014-01-03,3.59
2014-01-06,3.59
2014-01-07,3.59
2014-01-08,3.59
2014-01-09,3.59
2014-01-10,3.59
2014-01-13,3.59
2014-01-14,3.59
2014-01-15,3.59
2014-01-16,3.59
2014-01-17,3.59
2014-01-21,3.59
2014-01-22,3.59
2014-01-23,3.59
2014-01-24,3.59
2014-01-27,3.59
2014-01-28,3.59
2014-01-29,3.59
2014-01-30,3.59
2014-01-31,3.59
2014-02-03,3.59
2014-02-04,3.51
2014-02-05,3.51
2014-02-06,3.51
2014-02-07,3.51
2014-02-10,3.51
2014-02-11,3.51
2014-02-12,3.51
2014-02-13,3.51
2014-02-14,3.53
2014-02-18,3.51
2014-02-19,3.53
2014-02-20,3.53
2014-02-21,3.53
2014-02-24,3.53
2014-02-25,3.53
2014-02-26,3.53
2014-02-27,3.53
2014-02-28,3.53
2014-03-03,3.53
2014-03-04,3.53
2014-03-05,3.53
2014-03-06,3.53
2014-03-07,3.53
2014-03-10,3.53
2014-03-11,3.53
2014-03-12,3.53
2014-03-13,3.53
2014-03-14,3.53
2014-03-17,3.53
2014-03-18,3.53
2014-03-19,3.53
2014-03-20,3.53
2014-03-21,3.53
2014-03-24,3.53
2014-03-25,3.53
2014-03-26,3.53
2014-03-27,3.53
2014-03-28,3.53
2014-03-31,3.53
2014-04-01,3.53
2014-04-02,3.53
2014-04-03,3.53
2014-04-04,3.53
2014-04-07,3.53
2014-04-08,3.53
2014-04-09,3.53
2014-04-10,3.53
2014-04-11,3.53
2014-04-14,3.53
2014-04-15,3.53
2014-04-16,3.53
2014-04-17,3.53
2014-04-21,3.53
2014-04-22,3.53
2014-04-23,3.53
2014-04-24,3.53
2014-04-25,3.53
2014-04-28,3.53
2014-04-29,3.53
2014-04-30,3.53
2014-05-01,3.53
2014-05-02,3.53
2014-05-05,3.53
2014-05-06,3.53
2014-05-07,3.53
2014-05-08,3.53
2014-05-09,3.53
2014-05-12,3.53
2014-05-13,3.53
2014-05-14,3.53
2014-05-15,3.53
2014-05-16,3.53
2014-05-19,3.53
2014-05-20,3.53
2014-05-21,3.53
2014-05-22,3.53
2014-05-23,3.53
2014-05-27,3.53
2014-05-28,3.53
2014-05-29,3.53
2014-05-30,3.53
2014-06-02,3.53
2014-06-03,3.53
2014-06-04,3.53
2014-06-05,3.53
2014-06-06,3.53
2014-06-09,3.53
2014-06-10,3.53
2014-06-11,3.53
2014-06-12,3.53
2014-06-13,3.53
2014-06-16,3.53
2014-06-17,3.53
2014-06-18,3.53
2014-06-19,3.53
2014-06-20,3.53
2014-06-23,3.53
2014-06-24,3.59
2014-06-25,3.59
2014-06-26,3.59
2014-06-27,3.59
2014-06-30,3.59
2014-07-01,3.59
2014-07-02,3.59
2014-07-03,3.59
2014-07-07,3.59
2014-07-08,3.59
2014-07-09,3.59
2014-07-10,3.59
2014-07-11,3.59
2014-07-14,3.59
2014-07-15,3.59
2014-07-16,3.59
2014-07-17,3.59
2014-07-18,3.59
2014-07-21,3.59
2014-07-22,3.59
2014-07-23,3.59
2014-07-24,3.59
2014-07-25,3.59
2014-07-28,3.59
2014-07-29,3.59
2014-07-30,3.59
2014-07-31,3.59
2014-08-01,3.59
2014-08-04,3.59
2014-08-05,3.59
2014-08-06,3.59
2014-08-07,3.59
2014-08-08,3.59
2014-08-11,3.59
2014-08-12,3.59
2014-08-13,3.59
2014-08-14,3.59
2014-08-15,3.59
2014-08-18,3.59
2014-08-19,3.59
2014-08-20,3.59
2014-08-21,3.59
2014-08-22,3.59
2014-08-25,3.91
2014-08-26,3.91
2014-08-27,3.91
2014-08-28,3.91
2014-08-29,3.91
2014-09-02,3.91
2014-09-03,3.91
2014-09-04,3.91
2014-09-05,3.91
2014-09-08,3.91
2014-09-09,3.91
2014-09-10,3.91
2014-09-11,3.91
2014-09-12,3.91
2014-09-15,3.76
2014-09-16,3.68
2014-09-17,3.68
2014-09-18,3.68
2014-09-19,3.6
2014-09-22,3.6
2014-09-23,3.6
2014-09-24,3.6
2014-09-25,3.6
2014-09-26,3.6
2014-09-29,3.6
2014-09-30,3.6
2014-10-01,3.6
2014-10-02,3.6
2014-10-03,3.6
2014-10-06,3.6
2014-10-07,3.6
2014-10-08,3.6
2014-10-09,3.6
2014-10-10,3.6
2014-10-13,3.6
2014-10-14,3.6
2014-10-15,3.6
2014-10-16,3.6
2014-10-17,3.6
2014-10-20,3.6
2014-10-21,3.6
2014-10-22,3.6
2014-10-23,3.6
2014-10-24,3.6
2014-10-27,3.6
2014-10-28,3.6
2014-10-29,3.6
2014-10-30,3.6
2014-10-31,3.6
2014-11-03,3.6
2014-11-04,3.6
2014-11-05,3.6
2014-11-06,3.6
2014-11-07,3.6
2014-11-10,3.6
2014-11-11,3.6
2014-11-12,3.6
2014-11-13,3.6
2014-11-14,3.6
2014-11-17,3.6
2014-11-18,3.6
2014-11-19,3.6
2014-11-20,3.6
2014-11-21,3.6
2014-11-24,3.6
2014-11-25,3.6
2014-11-26,3.6
2014-11-28,3.6
2014-12-01,3.6
2014-12-02,3.6
2014-12-03,3.6
2014-12-04,3.6
2014-12-05,3.6
2014-12-08,3.6
2014-12-09,3.6
2014-12-10,3.6
2014-12-11,3.6
2014-12-12,3.6
2014-12-15,3.6
2014-12-16,3.6
2014-12-17,3.6
2014-12-18,3.6
2014-12-19,3.6
2014-12-22,3.6
2014-12-23,3.6
2014-12-24,3.6
2014-12-26,3.6
2014-12-29,3.6
2014-12-30,3.6
2014-12-31,3.6
2015-01-02,3.6
2015-01-05,3.6
2015-01-06,3.6
2015-01-07,3.6
2015-01-08,3.6
2015-01-09,3.6
2015-01-12,3.6
2015-01-13,3.6
2015-01-14,3.6
2015-01-15,3.6
2015-01-16,3.6
2015-01-20,3.6
2015-01-21,3.6
2015-01-22,3.6
2015-01-23,3.6
2015-01-26,3.6
2015-01-27,3.6
2015-01-28,3.6
2015-01-29,3.6
2015-01-30,3.6
2015-02-02,3.6
2015-02-03,3.6
2015-02-04,3.6
2015-02-05,3.6
2015-02-06,3.6
2015-02-09,3.6
2015-02-10,3.6
2015-02-11,3.6
2015-02-12,3.6
2015-02-13,3.6
2015-02-17,3.6
2015-02-18,3.6
2015-02-19,3.6
2015-02-20,3.6
2015-02-23,3.6
2015-02-24,3.6
2015-02-25,4.9
2015-02-26,4.9
2015-02-27,4.9
2015-03-02,4.9
2015-03-03,4.9
2015-03-04,4.9
2015-03-05,4.9
2015-03-06,4.9
2015-03-09,4.9
2015-03-10,4.9
2015-03-11,4.9
2015-03-12,4.9
2015-03-13,4.9
2015-03-16,4.9
2015-03-17,4.9
2015-03-18,4.9
2015-03-19,4.9
2015-03-20,4.9
2015-03-23,4.9
2015-03-24,4.9
2015-03-25,4.9
2015-03-26,4.9
2015-03-27,4.9
2015-03-30,4.9
2015-03-31,4.9
2015-04-01,4.9
2015-04-02,4.9
2015-04-06,4.9
2015-04-07,4.9
2015-04-08,4.9
2015-04-09,4.9
2015-04-10,4.9
2015-04-13,4.9
2015-04-14,4.9
2015-04-15,4.9
2015-04-16,4.9
2015-04-17,4.9
2015-04-20,4.9
2015-04-21,5.29
2015-04-22,5.29
2015-04-23,5.29
2015-04-24,5.29
2015-04-27,5.29
2015-04-28,5.29
2015-04-29,5.29
2015-04-30,5.29
2015-05-01,5.29
2015-05-04,5.29
2015-05-05,5.29
2015-05-06,5.29
2015-05-07,5.29
2015-05-08,5.29
2015-05-11,5.29
2015-05-12,5.29
2015-05-13,5.29
2015-05-14,5.29
2015-05-15,5.29
2015-05-18,5.29
2015-05-19,5.29
2015-05-20,5.29
2015-05-21,5.29
2015-05-22,5.29
2015-05-26,5.29
2015-05-27,5.29
2015-05-28,5.29
2015-05-29,5.29
2015-06-01,5.29
2015-06-02,5.29
2015-06-03,5.29
2015-06-04,5.29
2015-06-05,5.29
2015-06-08,5.29
2015-06-09,5.29
2015-06-10,5.29
2015-06-11,5.29
2015-06-12,5.29
2015-06-15,5.29
2015-06-16,5.29
2015-06-17,5.29
2015-06-18,5.29
2015-06-19,5.29
2015-06-22,5.29
2015-06-23,5.29
2015-06-24,5.29
2015-06-25,5.29
2015-06-26,5.29
2015-06-29,5.29
2015-06-30,5.29
2015-07-01,5.29
2015-07-02,5.29
2015-07-06,5.29
2015-07-07,5.29
2015-07-08,5.29
2015-07-09,5.29
2015-07-10,5.29
2015-07-13,5.29
2015-07-14,5.29
2015-07-15,5.29
2015-07-16,5.29
2015-07-17,5.29
2015-07-20,5.29
2015-07-21,5.29
2015-07-22,5.29
2015-07-23,5.29
2015-07-24,5.29
2015-07-27,5.29
2015-07-28,5.29
2015-07-29,5.29
2015-07-30,5.29
2015-07-31,5.29
2015-08-03,5.29
2015-08-04,5.29
2015-08-05,5.29
2015-08-06,5.29
2015-08-07,5.29
2015-08-10,5.29
2015-08-11,5.29
2015-08-12,5.29
2015-08-13,5.29
2015-08-14,4.19
2015-08-17,4.19
2015-08-18,4.19
2015-08-19,4.19
2015-08-20,4.19
2015-08-21,4.19
2015-08-24,3.4
2015-08-25,3.4
2015-08-26,3.4
2015-08-27,3.4
2015-08-28,3.4
2015-08-31,3.4
2015-09-01,3.4
2015-09-02,3.4
2015-09-03,3.4
2015-09-04,3.4
2015-09-08,3.4
2015-09-09,3.83
2015-09-10,3.83
2015-09-11,3.83
2015-09-14,3.83
2015-09-15,3.83
2015-09-16,3.83
2015-09-17,3.83
2015-09-18,3.83
2015-09-21,3.83
2015-09-22,3.83
2015-09-23,3.83
2015-09-24,3.83
2015-09-25,3.83
2015-09-28,3.83
2015-09-29,3.83
2015-09-30,3.83
2015-10-01,3.83
2015-10-02,3.83
2015-10-05,3.83
2015-10-06,3.83
2015-10-07,3.83
2015-10-08,3.9
2015-10-09,3.9
2015-10-12,3.9
2015-10-13,4.1
2015-10-14,4.1
2015-10-15,4.1
2015-10-16,4.1
2015-10-19,4.1
2015-10-20,4.1
2015-10-21,4.1
2015-10-22,4.2
2015-10-23,4.2
2015-10-26,4.2
2015-10-27,4.2
2015-10-28,4.2
2015-10-29,4.2
2015-10-30,4.2
2015-11-02,4.2
2015-11-03,4.2
2015-11-04,4.2
2015-11-05,4.2
2015-11-06,4.2
2015-11-09,4.2
2015-11-10,4.2
2015-11-11,4.2
2015-11-12,4.2
2015-11-13,4.2
2015-11-16,4.2
2015-11-17,4.2
2015-11-18,4.2
2015-11-19,4.2
2015-11-20,4.2
2015-11-23,4.2
2015-11-24,4.2
2015-11-25,4.2
2015-11-27,4.2
2015-11-30,4.2
2015-12-01,4.2
2015-12-02,4.2
2015-12-03,4.2
2015-12-04,4.2
2015-12-07,4.2
2015-12-08,4.2
2015-12-09,4.2
2015-12-10,4.2
2015-12-11,4.2
2015-12-14,4.2
2015-12-15,4.2
2015-12-16,4.2
2015-12-17,4.2
2015-12-18,4.2
2015-12-21,4.2
2015-12-22,4.2
2015-12-23,4.2
2015-12-24,4.2
2015-12-28,4.2
2015-12-29,4.2
2015-12-30,4.2
2015-12-31,4.2
2016-01-04,4.2
2016-01-05,4.2
2016-01-06,4.2
2016-01-07,4.2
2016-01-08,4.2
2016-01-11,4.2
2016-01-12,4.2
2016-01-13,4.2
2016-01-14,4.2
2016-01-15,3.19
2016-01-19,3.19
2016-01-20,3.19
2016-01-21,3.19
2016-01-22,3.19
2016-01-25,3.19
2016-01-26,3.19
2016-01-27,3.19
2016-01-28,3.19
2016-01-29,3.19
2016-02-01,3.19
2016-02-02,3.19
2016-02-03,3.19
2016-02-04,3.19
2016-02-05,3.19
2016-02-08,3.19
2016-02-09,3.19
2016-02-10,3.19
2016-02-11,3.19
2016-02-12,3.19
2016-02-16,3.19
2016-02-17,3.19
2016-02-18,3.19
2016-02-19,3.19
2016-02-22,3.19
2016-02-23,3.19
2016-02-24,3.19
2016-02-25,3.19
2016-02-26,3.19
2016-02-29,3.19
2016-03-01,3.19
2016-03-02,3.19
2016-03-03,3.19
2016-03-04,3.19
2016-03-07,3.19
2016-03-08,3.19
2016-03-09,3.19
2016-03-10,3.19
2016-03-11,3.19
2016-03-14,3.19
2016-03-15,3.19
2016-03-16,3.19
2016-03-17,3.19
2016-03-18,3.19
2016-03-21,3.19
2016-03-22,3.19
2016-03-23,3.19
2016-03-24,3.19
2016-03-28,3.19
2016-03-29,3.19
2016-03-30,3.19
2016-03-31,3.19
2016-04-01,3.19
2016-04-04,3.19
2016-04-05,3.19
2016-04-06,3.19
2016-04-07,3.19
2016-04-08,3.19
2016-04-11,3.19
2016-04-12,3.19
2016-04-13,3.19
2016-04-14,3.19
2016-04-15,3.19
2016-04-18,3.19
2016-04-19,3.19
2016-04-20,3.19
2016-04-21,3.19
2016-04-22,3.19
2016-04-25,3.19
2016-04-26,3.19
2016-04-27,3.19
2016-04-28,3.19
2016-04-29,3.19
2016-05-02,3.19
2016-05-03,3.19
2016-05-04,3.19
2016-05-05,3.19
2016-05-06,3.19
2016-05-09,3.19
2016-05-10,3.22
