Date,INXN
2011-12-14,12.9
2011-12-15,12.86
2011-12-16,12.9
2011-12-19,12.7
2011-12-20,12.63
2011-12-21,12.44
2011-12-22,12.2
2011-12-23,12.66
2011-12-27,12.74
2011-12-28,12.96
2011-12-29,12.9
2011-12-30,13.45
2012-01-03,13.67
2012-01-04,13.57
2012-01-05,13.73
2012-01-06,13.71
2012-01-09,13.79
2012-01-10,13.8
2012-01-11,13.84
2012-01-12,14.0
2012-01-13,14.0
2012-01-17,14.15
2012-01-18,14.06
2012-01-19,13.61
2012-01-20,13.92
2012-01-23,14.02
2012-01-24,14.09
2012-01-25,13.99
2012-01-26,14.26
2012-01-27,14.26
2012-01-30,14.07
2012-01-31,14.09
2012-02-01,14.39
2012-02-02,14.43
2012-02-03,14.46
2012-02-06,14.54
2012-02-07,14.76
2012-02-08,14.52
2012-02-09,14.65
2012-02-10,14.65
2012-02-13,14.68
2012-02-14,14.8
2012-02-15,15.0
2012-02-16,15.11
2012-02-17,15.05
2012-02-21,15.02
2012-02-22,15.03
2012-02-23,15.07
2012-02-24,15.38
2012-02-27,15.35
2012-02-28,15.27
2012-02-29,15.78
2012-03-01,16.610001
2012-03-02,16.5
2012-03-05,16.299999
2012-03-06,15.89
2012-03-07,16.0
2012-03-08,16.43
2012-03-09,16.77
2012-03-12,16.4
2012-03-13,16.440001000000002
2012-03-14,16.27
2012-03-15,15.53
2012-03-16,15.9
2012-03-19,15.49
2012-03-20,15.79
2012-03-21,16.74
2012-03-22,16.959999
2012-03-23,18.1
2012-03-26,17.74
2012-03-27,17.6
2012-03-28,18.030001000000002
2012-03-29,17.74
2012-03-30,17.950001
2012-04-02,18.219998999999998
2012-04-03,18.030001000000002
2012-04-04,18.120001000000002
2012-04-05,18.51
2012-04-09,18.35
2012-04-10,17.75
2012-04-11,18.1
2012-04-12,18.299999
2012-04-13,18.33
2012-04-16,18.5
2012-04-17,18.76
2012-04-18,18.98
2012-04-19,18.92
2012-04-20,19.02
2012-04-23,18.610001
2012-04-24,18.469998999999998
2012-04-25,18.99
2012-04-26,19.84
2012-04-27,20.280001000000002
2012-04-30,20.07
2012-05-01,20.16
2012-05-02,20.07
2012-05-03,19.68
2012-05-04,19.190001000000002
2012-05-07,18.99
2012-05-08,18.59
2012-05-09,18.540001
2012-05-10,19.059998999999998
2012-05-11,18.65
2012-05-14,18.35
2012-05-15,18.1
2012-05-16,18.15
2012-05-17,18.049999
2012-05-18,16.799999
2012-05-21,17.27
2012-05-22,17.23
2012-05-23,17.0
2012-05-24,17.1
2012-05-25,17.01
2012-05-29,17.360001
2012-05-30,16.77
2012-05-31,16.559998999999998
2012-06-01,16.08
2012-06-04,15.9
2012-06-05,15.89
2012-06-06,16.059998999999998
2012-06-07,16.790001
2012-06-08,16.540001
2012-06-11,16.469998999999998
2012-06-12,16.0
2012-06-13,15.91
2012-06-14,15.82
2012-06-15,16.58
2012-06-18,17.17
2012-06-19,17.18
2012-06-20,17.35
2012-06-21,17.200001
2012-06-22,17.280001000000002
2012-06-25,17.139999
2012-06-26,17.290001
2012-06-27,18.01
2012-06-28,17.540001
2012-06-29,18.110001
2012-07-02,18.32
2012-07-03,18.75
2012-07-05,18.860001
2012-07-06,18.32
2012-07-09,17.9
2012-07-10,17.780001000000002
2012-07-11,17.59
2012-07-12,17.57
2012-07-13,17.620001000000002
2012-07-16,17.49
2012-07-17,18.0
2012-07-18,17.84
2012-07-19,18.790001
2012-07-20,18.559998999999998
2012-07-23,17.99
2012-07-24,17.559998999999998
2012-07-25,17.879998999999998
2012-07-26,18.879998999999998
2012-07-27,19.35
2012-07-30,19.059998999999998
2012-07-31,19.25
2012-08-01,18.99
2012-08-02,18.5
2012-08-03,18.700001
2012-08-06,19.25
2012-08-07,19.389999
2012-08-08,19.030001000000002
2012-08-09,19.0
2012-08-10,18.91
2012-08-13,19.15
2012-08-14,19.219998999999998
2012-08-15,19.17
2012-08-16,19.889999
2012-08-17,19.450001
2012-08-20,19.24
2012-08-21,19.290001
2012-08-22,19.25
2012-08-23,19.110001
2012-08-24,19.1
2012-08-27,19.17
2012-08-28,19.18
2012-08-29,19.15
2012-08-30,19.120001000000002
2012-08-31,19.09
2012-09-04,19.4
2012-09-05,19.299999
2012-09-06,19.790001
2012-09-07,19.940001000000002
2012-09-10,19.450001
2012-09-11,19.27
2012-09-12,19.35
2012-09-13,19.99
2012-09-14,20.17
2012-09-17,20.5
2012-09-18,21.41
2012-09-19,21.360001
2012-09-20,21.440001000000002
2012-09-21,22.15
2012-09-24,22.120001000000002
2012-09-25,22.370001000000002
2012-09-26,22.290001
2012-09-27,22.610001
2012-09-28,22.719998999999998
2012-10-01,22.639999
2012-10-02,22.43
2012-10-03,22.959999
2012-10-04,23.0
2012-10-05,23.08
2012-10-08,22.639999
2012-10-09,22.709999
2012-10-10,22.549999
2012-10-11,22.67
2012-10-12,22.65
2012-10-15,22.66
2012-10-16,22.790001
2012-10-17,22.690001000000002
2012-10-18,22.26
2012-10-19,21.9
2012-10-22,22.27
2012-10-23,22.26
2012-10-24,21.879998999999998
2012-10-25,21.370001000000002
2012-10-26,21.059998999999998
2012-10-31,21.370001000000002
2012-11-01,21.620001000000002
2012-11-02,22.49
2012-11-05,21.879998999999998
2012-11-06,21.82
2012-11-07,21.190001000000002
2012-11-08,22.02
2012-11-09,21.860001
2012-11-12,21.129998999999998
2012-11-13,20.790001
2012-11-14,20.309998999999998
2012-11-15,20.26
2012-11-16,20.969998999999998
2012-11-19,20.68
2012-11-20,20.5
2012-11-21,20.389999
2012-11-23,20.809998999999998
2012-11-26,21.32
2012-11-27,21.18
2012-11-28,21.280001000000002
2012-11-29,21.67
2012-11-30,21.709999
2012-12-03,21.620001000000002
2012-12-04,21.57
2012-12-05,21.35
2012-12-06,21.719998999999998
2012-12-07,21.889999
2012-12-10,21.889999
2012-12-11,22.08
2012-12-12,22.6
2012-12-13,22.07
2012-12-14,22.73
2012-12-17,22.48
2012-12-18,23.23
2012-12-19,23.309998999999998
2012-12-20,23.129998999999998
2012-12-21,23.139999
2012-12-24,23.200001
2012-12-26,23.549999
2012-12-27,23.51
2012-12-28,23.58
2012-12-31,23.76
2013-01-02,24.290001
2013-01-03,24.18
2013-01-04,24.379998999999998
2013-01-07,24.969998999999998
2013-01-08,24.030001000000002
2013-01-09,23.709999
2013-01-10,23.440001000000002
2013-01-11,23.5
2013-01-14,23.389999
2013-01-15,23.440001000000002
2013-01-16,23.41
2013-01-17,23.629998999999998
2013-01-18,23.870001000000002
2013-01-22,23.75
2013-01-23,23.450001
2013-01-24,23.790001
2013-01-25,23.639999
2013-01-28,23.629998999999998
2013-01-29,22.860001
2013-01-30,22.719998999999998
2013-01-31,22.99
2013-02-01,23.469998999999998
2013-02-04,23.450001
2013-02-05,23.610001
2013-02-06,23.67
2013-02-07,22.98
2013-02-08,22.809998999999998
2013-02-11,22.559998999999998
2013-02-12,22.860001
2013-02-13,22.99
2013-02-14,23.85
2013-02-15,24.620001000000002
2013-02-19,24.18
2013-02-20,23.41
2013-02-21,22.959999
2013-02-22,22.809998999999998
2013-02-25,22.610001
2013-02-26,22.6
2013-02-27,24.040001
2013-02-28,24.73
2013-03-01,24.379998999999998
2013-03-04,25.01
2013-03-05,26.190001000000002
2013-03-06,25.860001
2013-03-07,25.860001
2013-03-08,26.040001
2013-03-11,26.280001000000002
2013-03-12,25.84
2013-03-13,25.67
2013-03-14,25.92
2013-03-15,25.610001
2013-03-18,24.950001
2013-03-19,24.299999
2013-03-20,25.1
2013-03-21,24.76
2013-03-22,24.780001000000002
2013-03-25,24.200001
2013-03-26,24.549999
2013-03-27,24.07
2013-03-28,24.219998999999998
2013-04-01,24.17
2013-04-02,24.15
2013-04-03,23.389999
2013-04-04,23.33
2013-04-05,22.73
2013-04-08,23.66
2013-04-09,23.65
2013-04-10,24.200001
2013-04-11,24.5
2013-04-12,24.35
2013-04-15,23.639999
2013-04-16,24.07
2013-04-17,23.66
2013-04-18,23.370001000000002
2013-04-19,23.469998999999998
2013-04-22,23.389999
2013-04-23,23.9
2013-04-24,23.379998999999998
2013-04-25,24.49
2013-04-26,24.379998999999998
2013-04-29,24.969998999999998
2013-04-30,25.030001000000002
2013-05-01,25.08
2013-05-02,24.98
2013-05-03,25.41
2013-05-06,25.860001
2013-05-07,25.51
2013-05-08,25.82
2013-05-09,25.040001
2013-05-10,25.48
2013-05-13,24.93
2013-05-14,25.610001
2013-05-15,25.559998999999998
2013-05-16,27.67
2013-05-17,27.27
2013-05-20,27.469998999999998
2013-05-21,27.469998999999998
2013-05-22,26.84
2013-05-23,26.59
2013-05-24,26.75
2013-05-28,27.0
2013-05-29,27.17
2013-05-30,27.25
2013-05-31,27.450001
2013-06-03,27.33
2013-06-04,26.459999
2013-06-05,26.49
2013-06-06,26.959999
2013-06-07,27.280001000000002
2013-06-10,26.83
2013-06-11,26.67
2013-06-12,26.870001000000002
2013-06-13,26.370001000000002
2013-06-14,26.23
2013-06-17,26.540001
2013-06-18,26.75
2013-06-19,26.370001000000002
2013-06-20,25.049999
2013-06-21,24.690001000000002
2013-06-24,24.299999
2013-06-25,24.799999
2013-06-26,25.41
2013-06-27,26.33
2013-06-28,26.129998999999998
2013-07-01,26.450001
2013-07-02,26.110001
2013-07-03,26.0
2013-07-05,26.309998999999998
2013-07-08,26.450001
2013-07-09,26.200001
2013-07-10,26.639999
2013-07-11,27.0
2013-07-12,27.32
2013-07-15,27.290001
2013-07-16,27.290001
2013-07-17,27.030001000000002
2013-07-18,27.110001
2013-07-19,27.15
2013-07-22,26.860001
2013-07-23,26.9
2013-07-24,26.6
2013-07-25,26.09
2013-07-26,26.23
2013-07-29,25.73
2013-07-30,25.5
2013-07-31,25.17
2013-08-01,25.93
2013-08-02,25.51
2013-08-05,25.27
2013-08-06,25.030001000000002
2013-08-07,24.15
2013-08-08,23.299999
2013-08-09,23.43
2013-08-12,23.969998999999998
2013-08-13,24.26
2013-08-14,23.940001000000002
2013-08-15,23.469998999999998
2013-08-16,23.5
2013-08-19,23.9
2013-08-20,23.98
2013-08-21,24.02
2013-08-22,24.16
2013-08-23,24.43
2013-08-26,24.1
2013-08-27,23.82
2013-08-28,23.790001
2013-08-29,23.93
2013-08-30,23.93
2013-09-03,23.940001000000002
2013-09-04,23.4
2013-09-05,23.51
2013-09-06,22.389999
2013-09-09,22.41
2013-09-10,23.200001
2013-09-11,23.09
2013-09-12,22.99
2013-09-13,23.15
2013-09-16,23.52
2013-09-17,23.77
2013-09-18,23.92
2013-09-19,23.790001
2013-09-20,23.780001000000002
2013-09-23,23.719998999999998
2013-09-24,23.52
2013-09-25,22.9
2013-09-26,22.469998999999998
2013-09-27,22.49
2013-09-30,22.24
2013-10-01,22.26
2013-10-02,22.940001000000002
2013-10-03,22.52
2013-10-04,22.76
2013-10-07,23.16
2013-10-08,23.139999
2013-10-09,23.209999
2013-10-10,23.459999
2013-10-11,23.16
2013-10-14,23.34
2013-10-15,22.99
2013-10-16,23.370001000000002
2013-10-17,23.15
2013-10-18,23.25
2013-10-21,23.48
2013-10-22,23.309998999999998
2013-10-23,22.85
2013-10-24,23.15
2013-10-25,22.959999
2013-10-28,22.780001000000002
2013-10-29,22.75
2013-10-30,22.610001
2013-10-31,22.459999
2013-11-01,22.459999
2013-11-04,22.4
2013-11-05,22.040001
2013-11-06,22.75
2013-11-07,23.299999
2013-11-08,23.309998999999998
2013-11-11,23.610001
2013-11-12,23.25
2013-11-13,22.76
2013-11-14,22.879998999999998
2013-11-15,22.43
2013-11-18,23.09
2013-11-19,23.200001
2013-11-20,23.219998999999998
2013-11-21,23.450001
2013-11-22,22.5
2013-11-25,22.360001
2013-11-26,22.139999
2013-11-27,21.98
2013-11-29,22.51
2013-12-02,22.309998999999998
2013-12-03,21.75
2013-12-04,21.57
2013-12-05,21.290001
2013-12-06,21.200001
2013-12-09,20.83
2013-12-10,21.4
2013-12-11,20.99
2013-12-12,20.67
2013-12-13,21.459999
2013-12-16,22.02
2013-12-17,22.059998999999998
2013-12-18,22.299999
2013-12-19,21.959999
2013-12-20,22.379998999999998
2013-12-23,22.32
2013-12-24,22.549999
2013-12-26,22.709999
2013-12-27,22.799999
2013-12-30,23.18
2013-12-31,23.610001
2014-01-02,23.92
2014-01-03,24.049999
2014-01-06,24.02
2014-01-07,24.35
2014-01-08,25.059998999999998
2014-01-09,24.799999
2014-01-10,24.629998999999998
2014-01-13,24.01
2014-01-14,24.200001
2014-01-15,24.530001000000002
2014-01-16,24.139999
2014-01-17,24.549999
2014-01-21,25.549999
2014-01-22,25.809998999999998
2014-01-23,25.530001000000002
2014-01-24,25.02
2014-01-27,24.49
2014-01-28,24.98
2014-01-29,24.459999
2014-01-30,24.82
2014-01-31,24.620001000000002
2014-02-03,24.280001000000002
2014-02-04,24.17
2014-02-05,24.139999
2014-02-06,24.65
2014-02-07,24.67
2014-02-10,24.93
2014-02-11,24.700001
2014-02-12,24.389999
2014-02-13,24.32
2014-02-14,24.709999
2014-02-18,24.75
2014-02-19,24.52
2014-02-20,25.120001000000002
2014-02-21,24.83
2014-02-24,24.790001
2014-02-25,24.49
2014-02-26,24.49
2014-02-27,24.780001000000002
2014-02-28,23.99
2014-03-03,23.25
2014-03-04,23.969998999999998
2014-03-05,23.32
2014-03-06,23.5
2014-03-07,23.6
2014-03-10,23.51
2014-03-11,23.450001
2014-03-12,23.559998999999998
2014-03-13,23.549999
2014-03-14,23.6
2014-03-17,23.59
2014-03-18,23.5
2014-03-19,23.58
2014-03-20,23.57
2014-03-21,23.52
2014-03-24,23.6
2014-03-25,23.709999
2014-03-26,23.57
2014-03-27,23.540001
2014-03-28,23.719998999999998
2014-03-31,23.98
2014-04-01,24.15
2014-04-02,24.469998999999998
2014-04-03,24.58
2014-04-04,23.690001000000002
2014-04-07,23.639999
2014-04-08,24.860001
2014-04-09,25.25
2014-04-10,24.77
2014-04-11,24.73
2014-04-14,25.24
2014-04-15,25.32
2014-04-16,25.549999
2014-04-17,25.41
2014-04-21,26.719998999999998
2014-04-22,26.459999
2014-04-23,26.25
2014-04-24,26.15
2014-04-25,25.83
2014-04-28,25.969998999999998
2014-04-29,25.860001
2014-04-30,25.85
2014-05-01,26.09
2014-05-02,25.91
2014-05-05,26.24
2014-05-06,26.18
2014-05-07,26.01
2014-05-08,25.969998999999998
2014-05-09,26.07
2014-05-12,26.360001
2014-05-13,26.4
2014-05-14,26.01
2014-05-15,25.98
2014-05-16,26.08
2014-05-19,26.309998999999998
2014-05-20,25.98
2014-05-21,25.93
2014-05-22,25.9
2014-05-23,25.84
2014-05-27,26.219998999999998
2014-05-28,26.17
2014-05-29,26.379998999999998
2014-05-30,26.290001
2014-06-02,26.360001
2014-06-03,26.299999
2014-06-04,26.23
2014-06-05,26.27
2014-06-06,26.299999
2014-06-09,26.48
2014-06-10,26.950001
2014-06-11,27.0
2014-06-12,27.08
2014-06-13,26.379998999999998
2014-06-16,26.25
2014-06-17,26.32
2014-06-18,26.700001
2014-06-19,26.950001
2014-06-20,27.049999
2014-06-23,26.93
2014-06-24,27.08
2014-06-25,27.0
2014-06-26,27.110001
2014-06-27,27.59
2014-06-30,27.379998999999998
2014-07-01,27.48
2014-07-02,27.35
2014-07-03,27.559998999999998
2014-07-07,27.370001000000002
2014-07-08,27.25
2014-07-09,27.200001
2014-07-10,27.17
2014-07-11,27.209999
2014-07-14,27.360001
2014-07-15,27.690001000000002
2014-07-16,27.290001
2014-07-17,27.24
2014-07-18,27.219998999999998
2014-07-21,27.389999
2014-07-22,27.969998999999998
2014-07-23,27.540001
2014-07-24,27.969998999999998
2014-07-25,27.700001
2014-07-28,27.85
2014-07-29,27.77
2014-07-30,27.76
2014-07-31,27.200001
2014-08-01,26.9
2014-08-04,26.860001
2014-08-05,27.059998999999998
2014-08-06,27.200001
2014-08-07,26.58
2014-08-08,27.18
2014-08-11,27.379998999999998
2014-08-12,27.379998999999998
2014-08-13,27.110001
2014-08-14,27.26
2014-08-15,27.040001
2014-08-18,27.08
2014-08-19,27.139999
2014-08-20,27.440001000000002
2014-08-21,27.719998999999998
2014-08-22,28.040001
2014-08-25,27.51
2014-08-26,27.27
2014-08-27,27.65
2014-08-28,27.52
2014-08-29,27.59
2014-09-02,27.9
2014-09-03,28.24
2014-09-04,28.549999
2014-09-05,28.799999
2014-09-08,29.01
2014-09-09,28.35
2014-09-10,28.5
2014-09-11,28.33
2014-09-12,28.299999
2014-09-15,28.309998999999998
2014-09-16,28.309998999999998
2014-09-17,27.809998999999998
2014-09-18,28.18
2014-09-19,28.200001
2014-09-22,27.440001000000002
2014-09-23,27.540001
2014-09-24,27.51
2014-09-25,27.07
2014-09-26,27.200001
2014-09-29,27.450001
2014-09-30,27.690001000000002
2014-10-01,27.290001
2014-10-02,27.450001
2014-10-03,27.52
2014-10-06,27.5
2014-10-07,27.25
2014-10-08,27.129998999999998
2014-10-09,26.9
2014-10-10,25.879998999999998
2014-10-13,25.41
2014-10-14,24.969998999999998
2014-10-15,25.530001000000002
2014-10-16,25.15
2014-10-17,25.76
2014-10-20,25.74
2014-10-21,26.389999
2014-10-22,25.84
2014-10-23,26.01
2014-10-24,26.049999
2014-10-27,25.99
2014-10-28,26.32
2014-10-29,27.0
2014-10-30,27.33
2014-10-31,27.34
2014-11-03,27.209999
2014-11-04,27.73
2014-11-05,28.290001
2014-11-06,27.84
2014-11-07,28.040001
2014-11-10,28.049999
2014-11-11,28.209999
2014-11-12,28.6
2014-11-13,28.6
2014-11-14,28.280001000000002
2014-11-17,28.280001000000002
2014-11-18,28.35
2014-11-19,27.219998999999998
2014-11-20,27.41
2014-11-21,27.68
2014-11-24,27.85
2014-11-25,27.85
2014-11-26,28.08
2014-11-28,27.870001000000002
2014-12-01,27.809998999999998
2014-12-02,27.75
2014-12-03,27.52
2014-12-04,27.530001000000002
2014-12-05,27.139999
2014-12-08,26.540001
2014-12-09,26.780001000000002
2014-12-10,26.57
2014-12-11,26.809998999999998
2014-12-12,26.719998999999998
2014-12-15,26.5
2014-12-16,25.98
2014-12-17,26.41
2014-12-18,26.889999
2014-12-19,27.16
2014-12-22,27.02
2014-12-23,27.42
2014-12-24,27.15
2014-12-26,26.969998999999998
2014-12-29,26.85
2014-12-30,27.33
2014-12-31,27.34
2015-01-02,27.32
2015-01-05,27.57
2015-01-06,28.1
2015-01-07,28.040001
2015-01-08,28.030001000000002
2015-01-09,27.93
2015-01-12,28.190001000000002
2015-01-13,28.18
2015-01-14,28.049999
2015-01-15,27.84
2015-01-16,28.24
2015-01-20,28.040001
2015-01-21,28.110001
2015-01-22,28.0
2015-01-23,28.110001
2015-01-26,28.209999
2015-01-27,28.23
2015-01-28,27.799999
2015-01-29,27.700001
2015-01-30,27.290001
2015-02-02,27.24
2015-02-03,27.629998999999998
2015-02-04,27.299999
2015-02-05,27.23
2015-02-06,26.969998999999998
2015-02-09,26.469998999999998
2015-02-10,28.0
2015-02-11,31.799999
2015-02-12,31.9
2015-02-13,32.040001000000004
2015-02-17,31.620001000000002
2015-02-18,32.0
2015-02-19,32.5
2015-02-20,32.200001
2015-02-23,32.18
2015-02-24,31.93
2015-02-25,31.9
2015-02-26,31.91
2015-02-27,31.870001000000002
2015-03-02,31.1
2015-03-03,31.120001000000002
2015-03-04,30.23
2015-03-05,30.08
2015-03-06,29.870001000000002
2015-03-09,30.27
2015-03-10,29.82
2015-03-11,29.74
2015-03-12,30.049999
2015-03-13,29.799999
2015-03-16,30.049999
2015-03-17,29.77
2015-03-18,29.65
2015-03-19,29.41
2015-03-20,30.01
2015-03-23,30.059998999999998
2015-03-24,29.83
2015-03-25,29.530001000000002
2015-03-26,28.67
2015-03-27,28.93
2015-03-30,28.059998999999998
2015-03-31,28.200001
2015-04-01,28.59
2015-04-02,28.940001000000002
2015-04-06,28.67
2015-04-07,29.26
2015-04-08,29.65
2015-04-09,29.82
2015-04-10,29.620001000000002
2015-04-13,29.690001000000002
2015-04-14,30.059998999999998
2015-04-15,30.41
2015-04-16,30.559998999999998
2015-04-17,30.73
2015-04-20,30.860001
2015-04-21,30.98
2015-04-22,31.49
2015-04-23,31.49
2015-04-24,31.780001000000002
2015-04-27,31.43
2015-04-28,31.360001
2015-04-29,30.91
2015-04-30,30.450001
2015-05-01,30.690001000000002
2015-05-04,30.77
2015-05-05,30.83
2015-05-06,30.93
2015-05-07,29.6
2015-05-08,29.549999
2015-05-11,29.190001000000002
2015-05-12,29.43
2015-05-13,29.940001000000002
2015-05-14,29.530001000000002
2015-05-15,29.370001000000002
2015-05-18,29.5
2015-05-19,29.540001
2015-05-20,29.610001
2015-05-21,29.709999
2015-05-22,29.719998999999998
2015-05-26,30.58
2015-05-27,30.85
2015-05-28,31.209999
2015-05-29,30.690001000000002
2015-06-01,30.91
2015-06-02,30.9
2015-06-03,29.09
2015-06-04,28.9
2015-06-05,28.389999
2015-06-08,27.879998999999998
2015-06-09,27.68
2015-06-10,28.190001000000002
2015-06-11,28.879998999999998
2015-06-12,28.370001000000002
2015-06-15,28.32
2015-06-16,28.690001000000002
2015-06-17,28.700001
2015-06-18,29.27
2015-06-19,28.959999
2015-06-22,29.01
2015-06-23,29.26
2015-06-24,28.209999
2015-06-25,28.139999
2015-06-26,27.959999
2015-06-29,27.549999
2015-06-30,27.65
2015-07-01,27.91
2015-07-02,27.950001
2015-07-06,28.209999
2015-07-07,28.0
2015-07-08,27.780001000000002
2015-07-09,27.860001
2015-07-10,27.969998999999998
2015-07-13,28.0
2015-07-14,28.440001000000002
2015-07-15,28.02
2015-07-16,27.99
2015-07-17,27.879998999999998
2015-07-20,27.92
2015-07-21,27.879998999999998
2015-07-22,27.719998999999998
2015-07-23,27.709999
2015-07-24,27.76
2015-07-27,27.139999
2015-07-28,27.639999
2015-07-29,27.52
2015-07-30,27.58
2015-07-31,27.620001000000002
2015-08-03,27.559998999999998
2015-08-04,27.77
2015-08-05,28.059998999999998
2015-08-06,28.639999
2015-08-07,28.969998999999998
2015-08-10,28.92
2015-08-11,28.77
2015-08-12,28.92
2015-08-13,28.51
2015-08-14,28.620001000000002
2015-08-17,28.719998999999998
2015-08-18,28.879998999999998
2015-08-19,28.75
2015-08-20,28.059998999999998
2015-08-21,27.33
2015-08-24,26.110001
2015-08-25,26.23
2015-08-26,27.01
2015-08-27,27.379998999999998
2015-08-28,27.73
2015-08-31,27.440001000000002
2015-09-01,26.9
2015-09-02,27.4
2015-09-03,27.5
2015-09-04,27.07
2015-09-08,27.25
2015-09-09,27.389999
2015-09-10,27.4
2015-09-11,27.59
2015-09-14,27.309998999999998
2015-09-15,27.41
2015-09-16,27.610001
2015-09-17,27.67
2015-09-18,27.610001
2015-09-21,27.67
2015-09-22,27.49
2015-09-23,27.23
2015-09-24,26.82
2015-09-25,26.92
2015-09-28,26.290001
2015-09-29,26.379998999999998
2015-09-30,27.08
2015-10-01,26.73
2015-10-02,27.01
