Date,HTV
2009-12-07,1.15
2009-12-08,1.15
2009-12-09,1.15
2009-12-10,1.15
2009-12-11,1.15
2009-12-14,1.15
2009-12-15,1.15
2009-12-16,1.15
2009-12-17,1.15
2009-12-18,1.15
2009-12-21,1.15
2009-12-22,1.15
2009-12-23,1.15
2009-12-24,
2009-12-28,1.15
2009-12-29,
2009-12-30,
2009-12-31,
2010-01-04,1.15
2010-01-05,1.15
2010-01-06,1.15
2010-01-07,1.15
2010-01-08,1.15
2010-01-11,1.15
2010-01-12,1.15
2010-01-13,1.15
2010-01-14,1.15
2010-01-15,1.15
2010-01-19,1.15
2010-01-20,1.15
2010-01-21,1.15
2010-01-22,1.15
2010-01-25,1.15
2010-01-26,1.15
2010-01-27,1.15
2010-01-28,1.15
2010-01-29,1.15
2010-02-01,1.15
2010-02-02,1.15
2010-02-03,1.15
2010-02-04,1.15
2010-02-05,1.15
2010-02-08,1.17
2010-02-09,1.17
2010-02-10,1.17
2010-02-11,1.17
2010-02-12,1.17
2010-02-16,1.17
2010-02-17,1.17
2010-02-18,1.17
2010-02-19,1.17
2010-02-22,13538.5
2010-02-23,13461.5
2010-02-24,1.17
2010-02-25,1.17
2010-02-26,1.17
2010-03-01,13307.700195
2010-03-02,1.17
2010-03-03,13692.299805
2010-03-04,1.17
2010-03-05,13153.799805
2010-03-08,1.17
2010-03-09,13923.099609
2010-03-10,14615.400391
2010-03-11,1.17
2010-03-12,15307.700195
2010-03-15,1.17
2010-03-16,14000.0
2010-03-17,1.17
2010-03-18,1.17
2010-03-19,1.17
2010-03-22,13538.5
2010-03-23,13692.299805
2010-03-24,1.17
2010-03-25,1.17
2010-03-26,13461.5
2010-03-29,1.17
2010-03-30,13461.5
2010-03-31,1.17
2010-04-01,13461.5
2010-04-05,13769.200195
2010-04-06,13615.400391
2010-04-07,13615.400391
2010-04-08,1.999
2010-04-09,14230.799805
2010-04-12,14846.200195
2010-04-13,14461.5
2010-04-14,13615.400391
2010-04-15,14230.799805
2010-04-16,14384.599609
2010-04-19,14307.700195
2010-04-20,14153.799805
2010-04-21,14384.599609
2010-04-22,13769.200195
2010-04-23,
2010-04-26,13615.400391
2010-04-27,13538.5
2010-04-28,13615.400391
2010-04-29,14230.799805
2010-04-30,
2010-05-03,
2010-05-04,14923.099609
2010-05-05,14846.200195
2010-05-06,15307.700195
2010-05-07,14615.400391
2010-05-10,13923.099609
2010-05-11,13846.200195
2010-05-12,13615.400391
2010-05-13,13076.900391
2010-05-14,13076.900391
2010-05-17,12923.099609
2010-05-18,12692.299805
2010-05-19,12076.900391
2010-05-20,12384.599609
2010-05-21,11923.099609
2010-05-24,12230.799805
2010-05-25,
2010-05-26,12230.799805
2010-05-27,12307.700195
2010-05-28,12923.099609
2010-06-01,12692.299805
2010-06-02,12769.200195
2010-06-03,13076.900391
2010-06-04,12615.400391
2010-06-07,12230.799805
2010-06-08,12307.700195
2010-06-09,12307.700195
2010-06-10,12153.799805
2010-06-11,12461.5
2010-06-14,12538.5
2010-06-15,
2010-06-16,12384.599609
2010-06-17,12923.099609
2010-06-18,13538.5
2010-06-21,14153.799805
2010-06-22,13461.5
2010-06-23,13923.099609
2010-06-24,14615.400391
2010-06-25,13923.099609
2010-06-28,13461.5
2010-06-29,14076.900391
2010-06-30,14769.200195
2010-07-01,15461.5
2010-07-02,16230.799805
2010-07-06,17846.199219
2010-07-07,18461.5
2010-07-08,17538.5
2010-07-09,16692.300781
2010-07-12,16692.300781
2010-07-13,17461.5
2010-07-14,16615.400391
2010-07-15,17384.599609
2010-07-16,18230.800781
2010-07-19,19076.900391
2010-07-20,20000.0
2010-07-21,21000.0
2010-07-22,22000.0
2010-07-23,22000.0
2010-07-26,
2010-07-27,23153.800781
2010-07-28,23153.800781
2010-07-29,23846.199219
2010-07-30,24846.199219
2010-08-02,24846.199219
2010-08-03,24846.199219
2010-08-04,25000.0
2010-08-05,26230.800781
2010-08-06,25000.0
2010-08-09,26230.800781
2010-08-10,26923.099608999997
2010-08-11,28230.800781
2010-08-12,29461.5
2010-08-13,29461.5
2010-08-16,29538.5
2010-08-17,29384.599608999997
2010-08-18,27923.099608999997
2010-08-19,27923.099608999997
2010-08-20,28846.199219
2010-08-23,28846.199219
2010-08-24,28769.199219
2010-08-25,30153.800781
2010-08-26,28846.199219
2010-08-27,30230.800781
2010-08-30,31692.300781
2010-08-31,33230.800781
2010-09-01,34769.199219
2010-09-02,
2010-09-03,
2010-09-07,34692.300781
2010-09-08,33076.898438
2010-09-09,34384.601563
2010-09-10,34384.601563
2010-09-13,36076.898438
2010-09-14,35384.601563
2010-09-15,34615.398438
2010-09-16,32923.101563
2010-09-17,32692.300781
2010-09-20,33384.601563
2010-09-21,31769.199219
2010-09-22,33076.898438
2010-09-23,
2010-09-24,31153.800781
2010-09-27,31846.199219
2010-09-28,32230.800781
2010-09-29,32615.400391000003
2010-09-30,32615.400391000003
2010-10-01,31000.0
2010-10-04,29461.5
2010-10-05,28000.0
2010-10-06,26615.400391
2010-10-07,25307.699219
2010-10-08,24076.900391
2010-10-11,22923.099609
2010-10-12,21846.199219
2010-10-13,20769.199219
2010-10-14,19769.199219
2010-10-15,18846.199219
2010-10-18,17923.099609
2010-10-19,17076.900391
2010-10-20,16230.799805
2010-10-21,15461.5
2010-10-22,14692.299805
2010-10-25,14000.0
2010-10-26,14153.799805
2010-10-27,13846.200195
2010-10-28,13769.200195
2010-10-29,13153.799805
2010-11-01,12538.5
2010-11-02,11923.099609
2010-11-03,11846.200195
2010-11-04,11846.200195
2010-11-05,12000.0
2010-11-08,11615.400391
2010-11-09,11076.900391
2010-11-10,11076.900391
2010-11-11,10692.299805
2010-11-12,10615.400391
2010-11-15,10153.799805
2010-11-16,9769.230469
2010-11-17,10230.799805
2010-11-18,10692.299805
2010-11-19,11153.799805
2010-11-22,11000.0
2010-11-23,11153.799805
2010-11-24,11076.900391
2010-11-26,11769.200195
2010-11-29,12307.700195
2010-11-30,12923.099609
2010-12-01,13076.900391
2010-12-02,13692.299805
2010-12-03,14307.700195
2010-12-06,14076.900391
2010-12-07,13384.599609
2010-12-08,12769.200195
2010-12-09,12846.200195
2010-12-10,12923.099609
2010-12-13,13307.700195
2010-12-14,12692.299805
2010-12-15,12076.900391
2010-12-16,11692.299805
2010-12-17,12230.799805
2010-12-20,11846.200195
2010-12-21,11846.200195
2010-12-22,11769.200195
2010-12-23,
2010-12-27,11692.299805
2010-12-28,11923.099609
2010-12-29,11923.099609
2010-12-30,11846.200195
2010-12-31,11692.299805
2011-01-03,
2011-01-04,11692.299805
2011-01-05,11538.5
2011-01-06,11461.5
2011-01-07,11307.700195
2011-01-10,
2011-01-11,10769.200195
2011-01-12,10769.200195
2011-01-13,10846.200195
2011-01-14,11000.0
2011-01-18,11000.0
2011-01-19,11000.0
2011-01-20,11000.0
2011-01-21,11000.0
2011-01-24,10923.099609
2011-01-25,10769.200195
2011-01-26,10846.200195
2011-01-27,11076.900391
2011-01-28,11076.900391
2011-01-31,
2011-02-01,
2011-02-02,
2011-02-03,
2011-02-04,
2011-02-07,
2011-02-08,11153.799805
2011-02-09,11153.799805
2011-02-10,11230.799805
2011-02-11,10923.099609
2011-02-14,11076.900391
2011-02-15,11076.900391
2011-02-16,10692.299805
2011-02-17,10307.700195
2011-02-18,9846.150391
2011-02-22,9153.849609
2011-02-23,9538.459961
2011-02-24,9615.379883
2011-02-25,9615.379883
2011-02-28,9538.459961
2011-03-01,9153.849609
2011-03-02,8846.150391
2011-03-03,8769.230469
2011-03-04,8846.150391
2011-03-07,9153.849609
2011-03-08,9307.69043
2011-03-09,9230.769531
2011-03-10,9538.459961
2011-03-11,9923.080078
2011-03-14,9461.540039
2011-03-15,9615.379883
2011-03-16,9230.769531
2011-03-17,9615.379883
2011-03-18,9384.620117
2011-03-21,9461.540039
2011-03-22,9230.769531
2011-03-23,9307.69043
2011-03-24,9461.540039
2011-03-25,9538.459961
2011-03-28,9538.459961
2011-03-29,9538.459961
2011-03-30,9538.459961
2011-03-31,9307.69043
2011-04-01,9230.769531
2011-04-04,9230.769531
2011-04-05,9153.849609
2011-04-06,9307.69043
2011-04-07,9230.769531
2011-04-08,9230.769531
2011-04-11,
2011-04-12,
2011-04-13,9153.849609
2011-04-14,8923.080078
2011-04-15,9153.849609
2011-04-18,8769.230469
2011-04-19,8538.459961
2011-04-20,8384.620117
2011-04-21,8384.620117
2011-04-25,8384.620117
2011-04-26,8307.69043
2011-04-27,8307.69043
2011-04-28,8307.69043
2011-04-29,8307.69043
2011-05-02,
2011-05-03,
2011-05-04,8076.919922
2011-05-05,8076.919922
2011-05-06,8076.919922
2011-05-09,8076.919922
2011-05-10,8076.919922
2011-05-11,8153.850098000001
2011-05-12,8076.919922
2011-05-13,8384.620117
2011-05-16,8230.769531
2011-05-17,8153.850098000001
2011-05-18,8076.919922
2011-05-19,7692.310059
2011-05-20,7692.310059
2011-05-23,7384.620117
2011-05-24,7076.919922
2011-05-25,6769.22998
2011-05-26,7000.0
2011-05-27,7307.689941
2011-05-31,7076.919922
2011-06-01,7076.919922
2011-06-02,7384.620117
2011-06-03,7076.919922
2011-06-06,7076.919922
2011-06-07,7384.620117
2011-06-08,7230.77002
2011-06-09,7384.620117
2011-06-10,7461.540039
2011-06-13,7461.540039
2011-06-14,7692.310059
2011-06-15,7461.540039
2011-06-16,7384.620117
2011-06-17,7538.459961
2011-06-20,7461.540039
2011-06-21,7384.620117
2011-06-22,7538.459961
2011-06-23,7307.689941
2011-06-24,7461.540039
2011-06-27,7615.379883
2011-06-28,7384.620117
2011-06-29,7307.689941
2011-06-30,7230.77002
2011-07-01,7307.689941
2011-07-05,7384.620117
2011-07-06,7461.540039
2011-07-07,7461.540039
2011-07-08,7307.689941
2011-07-11,7307.689941
2011-07-12,7230.77002
2011-07-13,7230.77002
2011-07-14,7230.77002
2011-07-15,7230.77002
2011-07-18,7230.77002
2011-07-19,7153.850098000001
2011-07-20,
2011-07-21,7153.850098000001
2011-07-22,7230.77002
2011-07-25,7230.77002
2011-07-26,7153.850098000001
2011-07-27,7230.77002
2011-07-28,7153.850098000001
2011-07-29,7230.77002
2011-08-01,7153.850098000001
2011-08-02,7307.689941
2011-08-03,
2011-08-04,7538.459961
2011-08-05,7692.310059
2011-08-08,7307.689941
2011-08-09,7000.0
2011-08-10,7153.850098000001
2011-08-11,7153.850098000001
2011-08-12,7307.689941
2011-08-15,7230.77002
2011-08-16,7153.850098000001
2011-08-17,7230.77002
2011-08-18,7230.77002
2011-08-19,7230.77002
2011-08-22,7384.620117
2011-08-23,7461.540039
2011-08-24,7461.540039
2011-08-25,7461.540039
2011-08-26,7384.620117
2011-08-29,7384.620117
2011-08-30,7384.620117
2011-08-31,7230.77002
2011-09-01,7384.620117
2011-09-02,
2011-09-06,7769.22998
2011-09-07,8153.850098000001
2011-09-08,8538.459961
2011-09-09,8461.540039
2011-09-12,8615.379883
2011-09-13,8076.919922
2011-09-14,8384.620117
2011-09-15,8000.0
2011-09-16,7615.379883
2011-09-19,7615.379883
2011-09-20,7307.689941
2011-09-21,7307.689941
2011-09-22,7461.540039
2011-09-23,7307.689941
2011-09-26,7153.850098000001
2011-09-27,7000.0
2011-09-28,7076.919922
2011-09-29,6769.22998
2011-09-30,6846.149901999999
2011-10-03,6846.149901999999
2011-10-04,6692.310059
2011-10-05,6769.22998
2011-10-06,6923.080078
2011-10-07,6923.080078
2011-10-10,6846.149901999999
2011-10-11,6846.149901999999
2011-10-12,6769.22998
2011-10-13,6846.149901999999
2011-10-14,6846.149901999999
2011-10-17,6692.310059
2011-10-18,6615.379883
2011-10-19,6538.459961
2011-10-20,6615.379883
2011-10-21,6692.310059
2011-10-24,6846.149901999999
2011-10-25,6846.149901999999
2011-10-26,6615.379883
2011-10-27,6769.22998
2011-10-28,6846.149901999999
2011-10-31,6692.310059
2011-11-01,6769.22998
2011-11-02,6538.459961
2011-11-03,6461.540039
2011-11-04,6538.459961
2011-11-07,6307.689941
2011-11-08,6307.689941
2011-11-09,6384.620117
2011-11-10,6384.620117
2011-11-11,6153.850098
2011-11-14,6153.850098
2011-11-15,6153.850098
2011-11-16,6307.689941
2011-11-17,6076.919922
2011-11-18,6076.919922
2011-11-21,6000.0
2011-11-22,6076.919922
2011-11-23,1.999
2011-11-25,5923.080078
2011-11-28,1.999
2011-11-29,1.999
2011-11-30,1.999
2011-12-01,5769.22998
2011-12-02,1.999
2011-12-05,1.999
2011-12-06,5846.149902
2011-12-07,5615.379883
2011-12-08,5538.459961
2011-12-09,1.999
2011-12-12,1.999
2011-12-13,5076.919922
2011-12-14,4923.080078
2011-12-15,4846.149902
2011-12-16,4923.080078
2011-12-19,4769.22998
2011-12-20,4538.459961
2011-12-21,4692.310059
2011-12-22,4461.540039
2011-12-23,1.999
2011-12-27,1.999
2011-12-28,4692.310059
2011-12-29,4769.22998
2011-12-30,4846.149902
2012-01-03,4769.22998
2012-01-04,4769.22998
2012-01-05,4769.22998
2012-01-06,4692.310059
2012-01-09,4769.22998
2012-01-10,1.999
2012-01-11,4923.080078
2012-01-12,5000.0
2012-01-13,1.999
2012-01-17,1.999
2012-01-18,5230.77002
2012-01-19,1.999
2012-01-20,5384.620117
2012-01-23,1.999
2012-01-24,1.999
2012-01-25,
2012-01-26,1.999
2012-01-27,1.999
2012-01-30,1.999
2012-01-31,5384.620117
2012-02-01,1.999
2012-02-02,1.999
2012-02-03,1.999
2012-02-06,1.999
2012-02-07,5692.310059
2012-02-08,5769.22998
2012-02-09,1.999
2012-02-10,5538.459961
2012-02-13,1.999
2012-02-14,1.999
2012-02-15,1.999
2012-02-16,5615.379883
2012-02-17,1.999
2012-02-21,6076.919922
2012-02-22,6230.77002
2012-02-23,1.999
2012-02-24,1.999
2012-02-27,6769.22998
2012-02-28,6846.149901999999
2012-02-29,6846.149901999999
2012-03-01,1.999
2012-03-02,1.999
2012-03-05,1.999
2012-03-06,1.999
2012-03-07,1.999
2012-03-08,7692.310059
2012-03-09,1.999
2012-03-12,1.999
2012-03-13,7153.850098000001
2012-03-14,7307.689941
2012-03-15,1.999
2012-03-16,1.999
2012-03-19,1.999
2012-03-20,1.999
2012-03-21,7846.149901999999
2012-03-22,7923.080078
2012-03-23,1.999
2012-03-26,8076.919922
2012-03-27,1.999
2012-03-28,8000.0
2012-03-29,7846.149901999999
2012-03-30,1.999
2012-04-02,1.999
2012-04-03,7692.310059
2012-04-04,7692.310059
2012-04-05,1.999
2012-04-09,7692.310059
2012-04-10,7923.080078
2012-04-11,8307.69043
2012-04-12,1.999
2012-04-13,9000.0
2012-04-16,9384.620117
2012-04-17,1.999
2012-04-18,1.999
2012-04-19,9230.769531
2012-04-20,1.999
2012-04-23,1.999
2012-04-24,1.999
2012-04-25,9230.769531
2012-04-26,9615.379883
2012-04-27,10076.900391
2012-04-30,1.999
2012-05-01,1.999
2012-05-02,10538.5
2012-05-03,10769.200195
2012-05-04,11000.0
2012-05-07,11538.5
2012-05-08,11769.200195
2012-05-09,11692.299805
2012-05-10,12230.799805
2012-05-11,1.999
2012-05-14,11153.799805
2012-05-15,1.999
2012-05-16,10153.799805
2012-05-17,1.999
2012-05-18,10000.0
2012-05-21,10307.700195
2012-05-22,1.999
2012-05-23,10307.700195
2012-05-24,9846.150391
2012-05-25,9846.150391
2012-05-29,9461.540039
2012-05-30,9923.080078
2012-05-31,10000.0
2012-06-01,9538.459961
2012-06-04,9153.849609
2012-06-05,1.999
2012-06-06,1.999
2012-06-07,9230.769531
2012-06-08,1.999
2012-06-11,9692.30957
2012-06-12,10000.0
2012-06-13,1.999
2012-06-14,9846.150391
2012-06-15,9923.080078
2012-06-18,10384.599609
2012-06-19,9923.080078
2012-06-20,10000.0
2012-06-21,10000.0
2012-06-22,9538.459961
2012-06-25,9076.919922
2012-06-26,9153.849609
2012-06-27,9153.849609
2012-06-28,9153.849609
2012-06-29,9153.849609
2012-07-02,8923.080078
2012-07-03,9307.69043
2012-07-05,9538.459961
2012-07-06,9615.379883
2012-07-09,9153.849609
2012-07-10,9230.769531
2012-07-11,9153.849609
2012-07-12,9461.540039
2012-07-13,9230.769531
2012-07-16,9384.620117
2012-07-17,9615.379883
2012-07-18,9615.379883
2012-07-19,10000.0
2012-07-20,10000.0
2012-07-23,10461.5
2012-07-24,10461.5
2012-07-25,10461.5
2012-07-26,10615.400391
2012-07-27,10538.5
2012-07-30,10538.5
2012-07-31,10615.400391
2012-08-01,10538.5
2012-08-02,10615.400391
2012-08-03,10538.5
2012-08-06,10615.400391
2012-08-07,10692.299805
2012-08-08,10769.200195
2012-08-09,10846.200195
2012-08-10,11384.599609
2012-08-13,11153.799805
2012-08-14,11461.5
2012-08-15,11076.900391
2012-08-16,10538.5
2012-08-17,10615.400391
2012-08-20,10692.299805
2012-08-21,10384.599609
2012-08-22,9769.230469
2012-08-23,9384.620117
2012-08-24,9615.379883
2012-08-27,9230.769531
2012-08-28,9230.769531
2012-08-29,9461.540039
2012-08-30,9615.379883
2012-08-31,9615.379883
2012-09-04,9384.620117
2012-09-05,9384.620117
2012-09-06,9384.620117
2012-09-07,9384.620117
2012-09-10,9307.69043
2012-09-11,9230.769531
2012-09-12,9076.919922
2012-09-13,9076.919922
2012-09-14,9384.620117
2012-09-17,9230.769531
2012-09-18,9230.769531
2012-09-19,9153.849609
2012-09-20,9076.919922
2012-09-21,8923.080078
2012-09-24,9000.0
2012-09-25,9076.919922
2012-09-26,9076.919922
2012-09-27,9000.0
2012-09-28,9000.0
2012-10-01,8923.080078
2012-10-02,8846.150391
2012-10-03,8846.150391
2012-10-04,8846.150391
2012-10-05,8692.30957
2012-10-08,8846.150391
2012-10-09,8769.230469
2012-10-10,9153.849609
2012-10-11,9153.849609
2012-10-12,9153.849609
2012-10-15,9153.849609
2012-10-16,9153.849609
2012-10-17,9076.919922
2012-10-18,9153.849609
2012-10-19,9153.849609
2012-10-22,9076.919922
2012-10-23,9076.919922
2012-10-24,9076.919922
2012-10-25,9076.919922
2012-10-26,9076.919922
2012-10-31,9461.540039
2012-11-01,9076.919922
2012-11-02,8846.150391
2012-11-05,8846.150391
2012-11-06,8846.150391
2012-11-07,8846.150391
2012-11-08,8923.080078
2012-11-09,8923.080078
2012-11-12,9153.849609
2012-11-13,9307.69043
2012-11-14,9461.540039
2012-11-15,9307.69043
2012-11-16,9153.849609
2012-11-19,9230.769531
2012-11-20,9384.620117
2012-11-21,9384.620117
2012-11-23,9384.620117
2012-11-26,9230.769531
2012-11-27,9230.769531
2012-11-28,9307.69043
2012-11-29,9307.69043
2012-11-30,9307.69043
2012-12-03,9307.69043
2012-12-04,9384.620117
2012-12-05,9538.459961
2012-12-06,9615.379883
2012-12-07,9615.379883
2012-12-10,9769.230469
2012-12-11,9769.230469
2012-12-12,9923.080078
2012-12-13,9615.379883
2012-12-14,9615.379883
2012-12-17,9769.230469
2012-12-18,9615.379883
2012-12-19,9692.30957
2012-12-20,9692.30957
2012-12-21,9615.379883
2012-12-24,9538.459961
2012-12-26,9615.379883
2012-12-27,9846.150391
2012-12-28,9846.150391
2012-12-31,9846.150391
2013-01-02,9923.080078
2013-01-03,9923.080078
2013-01-04,10000.0
2013-01-07,10000.0
2013-01-08,10000.0
2013-01-09,9846.150391
2013-01-10,9923.080078
2013-01-11,9769.230469
2013-01-14,9846.150391
2013-01-15,9846.150391
2013-01-16,10153.799805
2013-01-17,10307.700195
2013-01-18,10000.0
2013-01-22,9769.230469
2013-01-23,10000.0
2013-01-24,10153.799805
2013-01-25,10230.799805
2013-01-28,10384.599609
2013-01-29,10461.5
2013-01-30,10230.799805
2013-01-31,10076.900391
2013-02-01,10000.0
2013-02-04,10384.599609
2013-02-05,10000.0
2013-02-06,10384.599609
2013-02-07,10153.799805
2013-02-08,10230.799805
2013-02-11,10230.799805
2013-02-12,10230.799805
2013-02-13,10230.799805
2013-02-14,10230.799805
2013-02-15,10230.799805
2013-02-19,10307.700195
2013-02-20,10307.700195
2013-02-21,10000.0
2013-02-22,10000.0
2013-02-25,10230.799805
2013-02-26,9846.150391
2013-02-27,10307.700195
2013-02-28,10307.700195
2013-03-01,10461.5
2013-03-04,10076.900391
