Date,CCS
2019-03-08,23.76
2019-03-11,24.48
2019-03-12,24.09
2019-03-13,23.76
2019-03-14,23.5
2019-03-15,23.459999
2019-03-18,23.629998999999998
2019-03-19,22.84
2019-03-20,22.93
2019-03-21,23.49
2019-03-22,23.34
2019-03-25,24.08
2019-03-26,23.870001000000002
2019-03-27,24.5
2019-03-28,24.540001
2019-03-29,23.969998999999998
2019-04-01,23.879998999999998
2019-04-02,23.4
2019-04-03,23.52
2019-04-04,24.530001000000002
2019-04-05,26.040001
2019-04-08,25.950001
2019-04-09,25.59
2019-04-10,25.700001
2019-04-11,26.0
2019-04-12,25.75
2019-04-15,25.620001000000002
2019-04-16,25.5
2019-04-17,25.450001
2019-04-18,25.459999
2019-04-22,24.549999
2019-04-23,25.17
2019-04-24,25.540001
2019-04-25,24.82
2019-04-26,24.969998999999998
2019-04-29,25.23
2019-04-30,25.43
2019-05-01,25.139999
2019-05-02,25.35
2019-05-03,28.219998999999998
2019-05-06,28.299999
2019-05-07,27.91
2019-05-08,27.309998999999998
2019-05-09,27.35
2019-05-10,27.450001
2019-05-13,27.4
2019-05-14,28.110001
2019-05-15,27.809998999999998
2019-05-16,27.950001
2019-05-17,27.530001000000002
2019-05-20,27.25
2019-05-21,27.379998999999998
2019-05-22,26.92
2019-05-23,26.83
2019-05-24,27.5
2019-05-28,27.34
2019-05-29,26.709999
2019-05-30,26.58
2019-05-31,26.700001
2019-06-03,26.629998999999998
2019-06-04,27.4
2019-06-05,27.59
2019-06-06,27.639999
2019-06-07,27.92
2019-06-10,27.92
2019-06-11,27.48
2019-06-12,27.459999
2019-06-13,27.889999
2019-06-14,27.940001000000002
2019-06-17,27.25
2019-06-18,27.360001
2019-06-19,26.9
2019-06-20,27.139999
2019-06-21,26.33
2019-06-24,26.48
2019-06-25,25.200001
2019-06-26,25.26
2019-06-27,26.25
2019-06-28,26.58
2019-07-01,26.43
2019-07-02,26.860001
2019-07-03,27.18
2019-07-05,26.440001000000002
2019-07-08,26.969998999999998
2019-07-09,26.540001
2019-07-10,26.860001
2019-07-11,26.790001
2019-07-12,27.49
2019-07-15,27.26
2019-07-16,27.65
2019-07-17,27.34
2019-07-18,26.690001000000002
2019-07-19,26.33
2019-07-22,25.719998999999998
2019-07-23,25.5
2019-07-24,25.950001
2019-07-25,27.309998999999998
2019-07-26,27.530001000000002
2019-07-29,26.790001
2019-07-30,27.77
2019-07-31,27.57
2019-08-01,27.59
2019-08-02,27.200001
2019-08-05,25.940001000000002
2019-08-06,26.16
2019-08-07,26.82
2019-08-08,27.57
2019-08-09,27.5
2019-08-12,26.91
2019-08-13,27.67
2019-08-14,26.83
2019-08-15,26.91
2019-08-16,27.26
2019-08-19,27.790001
2019-08-20,28.280001000000002
2019-08-21,29.02
2019-08-22,29.030001000000002
2019-08-23,27.68
2019-08-26,27.860001
2019-08-27,27.379998999999998
2019-08-28,27.58
2019-08-29,27.67
2019-08-30,28.18
2019-09-03,27.280001000000002
2019-09-04,27.74
2019-09-05,27.18
2019-09-06,27.58
2019-09-09,27.76
2019-09-10,27.799999
2019-09-11,29.030001000000002
2019-09-12,29.92
2019-09-13,29.85
2019-09-16,29.889999
2019-09-17,29.940001000000002
2019-09-18,30.32
2019-09-19,30.26
2019-09-20,29.99
2019-09-23,29.73
2019-09-24,29.82
2019-09-25,30.4
2019-09-26,31.0
2019-09-27,30.5
2019-09-30,30.629998999999998
2019-10-01,30.17
2019-10-02,30.120001000000002
2019-10-03,30.030001000000002
2019-10-04,30.559998999999998
2019-10-07,31.059998999999998
2019-10-08,30.709999
2019-10-09,30.66
2019-10-10,30.459999
2019-10-11,30.09
2019-10-14,30.299999
2019-10-15,31.01
2019-10-16,32.490002000000004
2019-10-17,32.77
2019-10-18,32.830002
2019-10-21,32.73
2019-10-22,33.189999
2019-10-23,33.93
2019-10-24,34.009997999999996
2019-10-25,33.970001
2019-10-28,32.849998
2019-10-29,31.9
2019-10-30,30.370001000000002
2019-10-31,30.17
2019-11-01,30.209999
2019-11-04,29.35
2019-11-05,27.92
2019-11-06,28.41
2019-11-07,26.93
2019-11-08,26.83
2019-11-11,27.41
2019-11-12,27.9
2019-11-13,27.870001000000002
2019-11-14,28.110001
2019-11-15,28.15
2019-11-18,28.26
2019-11-19,28.030001000000002
2019-11-20,27.84
2019-11-21,27.309998999999998
2019-11-22,27.16
2019-11-25,27.99
2019-11-26,28.74
2019-11-27,28.67
2019-11-29,28.5
2019-12-02,27.73
2019-12-03,27.85
2019-12-04,28.01
2019-12-05,28.290001
2019-12-06,28.290001
2019-12-09,28.66
2019-12-10,28.629998999999998
2019-12-11,29.07
2019-12-12,28.379998999999998
2019-12-13,28.540001
2019-12-16,27.709999
2019-12-17,27.209999
2019-12-18,27.49
2019-12-19,27.5
2019-12-20,27.65
2019-12-23,27.42
2019-12-24,27.700001
2019-12-26,27.280001000000002
2019-12-27,27.27
2019-12-30,27.15
2019-12-31,27.35
2020-01-02,27.43
2020-01-03,27.809998999999998
2020-01-06,28.15
2020-01-07,28.01
2020-01-08,28.49
2020-01-09,28.57
2020-01-10,28.360001
2020-01-13,28.24
2020-01-14,28.35
2020-01-15,29.6
2020-01-16,29.48
2020-01-17,29.360001
2020-01-21,30.25
2020-01-22,30.24
2020-01-23,31.15
2020-01-24,30.58
2020-01-27,30.370001000000002
2020-01-28,31.290001
2020-01-29,30.67
2020-01-30,30.33
2020-01-31,29.67
2020-02-03,31.02
2020-02-04,31.190001000000002
2020-02-05,32.0
2020-02-06,31.84
2020-02-07,35.639998999999996
2020-02-10,36.82
2020-02-11,37.939999
2020-02-12,37.810001
2020-02-13,37.369999
2020-02-14,37.349998
2020-02-18,37.509997999999996
2020-02-19,38.029999
2020-02-20,38.810001
2020-02-21,38.299999
2020-02-24,37.279999
2020-02-25,35.18
2020-02-26,33.860001000000004
2020-02-27,33.330002
2020-02-28,33.330002
2020-03-02,34.540001000000004
2020-03-03,34.619999
2020-03-04,36.119999
2020-03-05,34.810001
2020-03-06,33.650002
2020-03-09,29.889999
2020-03-10,30.139999
2020-03-11,27.809998999999998
2020-03-12,24.07
2020-03-13,23.98
2020-03-16,15.95
2020-03-17,14.45
2020-03-18,10.35
2020-03-19,12.0
2020-03-20,12.02
2020-03-23,11.8
2020-03-24,14.67
2020-03-25,17.280001000000002
2020-03-26,17.5
2020-03-27,15.77
2020-03-30,15.58
2020-03-31,14.51
2020-04-01,12.34
2020-04-02,12.13
2020-04-03,11.27
2020-04-06,13.83
2020-04-07,15.15
2020-04-08,17.299999
2020-04-09,18.959999
2020-04-13,16.01
2020-04-14,16.559998999999998
2020-04-15,15.03
2020-04-16,15.38
2020-04-17,16.16
2020-04-20,15.04
2020-04-21,15.01
2020-04-22,14.69
2020-04-23,15.09
2020-04-24,15.65
2020-04-27,17.049999
2020-04-28,19.16
2020-04-29,20.709999
2020-04-30,21.42
2020-05-01,20.309998999999998
2020-05-04,21.209999
2020-05-05,21.59
2020-05-06,21.34
2020-05-07,22.25
2020-05-08,23.76
