Date,FAF
2019-08-13,57.139998999999996
2019-08-14,56.07
2019-08-15,57.189999
2019-08-16,57.849998
2019-08-19,57.82
2019-08-20,58.049999
2019-08-21,58.43
2019-08-22,58.189999
2019-08-23,57.669998
2019-08-26,57.939999
2019-08-27,58.029999
2019-08-28,58.18
2019-08-29,58.52
2019-08-30,58.450001
2019-09-03,59.009997999999996
2019-09-04,59.32
2019-09-05,59.220001
2019-09-06,59.509997999999996
2019-09-09,60.330002
2019-09-10,59.18
2019-09-11,58.959998999999996
2019-09-12,58.66
2019-09-13,57.310001
2019-09-16,57.939999
2019-09-17,57.759997999999996
2019-09-18,57.939999
2019-09-19,58.419998
2019-09-20,58.700001
2019-09-23,59.09
2019-09-24,59.110001000000004
2019-09-25,59.259997999999996
2019-09-26,59.360001000000004
2019-09-27,58.98
2019-09-30,59.009997999999996
2019-10-01,58.709998999999996
2019-10-02,57.84
2019-10-03,58.419998
2019-10-04,59.630001
2019-10-07,58.93
2019-10-08,58.009997999999996
2019-10-09,58.049999
2019-10-10,58.549999
2019-10-11,59.07
2019-10-14,59.540001000000004
2019-10-15,59.41
2019-10-16,59.290001000000004
2019-10-17,59.75
2019-10-18,59.880001
2019-10-21,60.419998
2019-10-22,60.349998
2019-10-23,60.450001
2019-10-24,61.880001
2019-10-25,62.220001
2019-10-28,61.32
2019-10-29,61.32
2019-10-30,61.98
2019-10-31,61.779999
2019-11-01,61.98
2019-11-04,61.73
2019-11-05,61.959998999999996
2019-11-06,62.57
2019-11-07,62.290001000000004
2019-11-08,62.740002000000004
2019-11-11,62.400002
2019-11-12,62.970001
2019-11-13,63.189999
2019-11-14,63.810001
2019-11-15,63.900002
2019-11-18,63.5
2019-11-19,64.190002
2019-11-20,63.52
2019-11-21,62.720001
2019-11-22,62.610001000000004
2019-11-25,62.91
2019-11-26,63.73
2019-11-27,63.82
2019-11-29,63.619999
2019-12-02,63.310001
2019-12-03,63.0
2019-12-04,63.080002
2019-12-05,63.880001
2019-12-06,63.040001000000004
2019-12-09,62.380001
2019-12-10,62.369999
2019-12-11,62.009997999999996
2019-12-12,61.509997999999996
2019-12-13,60.75
2019-12-16,61.0
2019-12-17,61.43
2019-12-18,60.389998999999996
2019-12-19,58.950001
2019-12-20,58.919998
2019-12-23,58.279999
2019-12-24,57.84
2019-12-26,57.75
2019-12-27,57.830002
2019-12-30,58.18
2019-12-31,58.32
2020-01-02,57.939999
2020-01-03,58.189999
2020-01-06,59.189999
2020-01-07,58.459998999999996
2020-01-08,58.27
2020-01-09,58.959998999999996
2020-01-10,58.700001
2020-01-13,59.009997999999996
2020-01-14,58.630001
2020-01-15,59.080002
2020-01-16,59.529999
2020-01-17,60.02
2020-01-21,59.860001000000004
2020-01-22,60.18
2020-01-23,61.209998999999996
2020-01-24,62.02
2020-01-27,62.439999
2020-01-28,62.169998
2020-01-29,62.759997999999996
2020-01-30,63.02
2020-01-31,61.98
2020-02-03,62.650002
2020-02-04,61.82
2020-02-05,62.790001000000004
2020-02-06,61.709998999999996
2020-02-07,60.919998
2020-02-10,61.080002
2020-02-11,62.200001
2020-02-12,62.400002
2020-02-13,65.33000200000001
2020-02-14,65.489998
2020-02-18,65.779999
2020-02-19,65.260002
2020-02-20,65.029999
2020-02-21,65.010002
2020-02-24,63.790001000000004
2020-02-25,61.849998
2020-02-26,60.990002000000004
2020-02-27,59.330002
2020-02-28,57.099998
2020-03-02,61.400002
2020-03-03,61.389998999999996
2020-03-04,64.32
2020-03-05,65.629997
2020-03-06,66.489998
2020-03-09,59.43
2020-03-10,60.23
2020-03-11,57.610001000000004
2020-03-12,54.139998999999996
2020-03-13,53.709998999999996
2020-03-16,44.650002
2020-03-17,41.98
2020-03-18,33.16
2020-03-19,37.43
2020-03-20,34.779999
2020-03-23,34.73
2020-03-24,39.220001
2020-03-25,43.25
2020-03-26,44.740002000000004
2020-03-27,43.82
2020-03-30,44.150002
2020-03-31,42.41
2020-04-01,40.990002000000004
2020-04-02,41.060001
2020-04-03,39.810001
2020-04-06,41.990002000000004
2020-04-07,42.25
2020-04-08,45.23
2020-04-09,47.169998
2020-04-13,45.380001
2020-04-14,45.52
2020-04-15,42.73
2020-04-16,41.75
2020-04-17,44.709998999999996
2020-04-20,41.220001
2020-04-21,40.119999
2020-04-22,40.610001000000004
2020-04-23,42.259997999999996
2020-04-24,44.919998
2020-04-27,46.950001
2020-04-28,47.57
2020-04-29,48.650002
2020-04-30,46.119999
2020-05-01,44.860001000000004
2020-05-04,45.099998
2020-05-05,45.57
2020-05-06,44.389998999999996
2020-05-07,45.66
2020-05-08,47.049999
