Date,FAF
2010-12-01,14.92
2010-12-02,15.0
2010-12-03,14.93
2010-12-06,14.73
2010-12-07,14.87
2010-12-08,14.82
2010-12-09,14.98
2010-12-10,14.93
2010-12-13,14.96
2010-12-14,14.97
2010-12-15,14.85
2010-12-16,14.96
2010-12-17,14.99
2010-12-20,14.97
2010-12-21,15.04
2010-12-22,15.17
2010-12-23,15.06
2010-12-27,15.07
2010-12-28,14.98
2010-12-29,14.97
2010-12-30,14.94
2010-12-31,14.94
2011-01-03,15.03
2011-01-04,14.94
2011-01-05,14.99
2011-01-06,14.95
2011-01-07,14.73
2011-01-10,14.92
2011-01-11,14.98
2011-01-12,14.98
2011-01-13,14.96
2011-01-14,15.02
2011-01-18,15.25
2011-01-19,15.17
2011-01-20,15.38
2011-01-21,15.55
2011-01-24,15.34
2011-01-25,15.75
2011-01-26,16.459999
2011-01-27,16.52
2011-01-28,16.139999
2011-01-31,15.51
2011-02-01,16.129998999999998
2011-02-02,16.1
2011-02-03,16.26
2011-02-04,15.72
2011-02-07,15.66
2011-02-08,15.78
2011-02-09,15.84
2011-02-10,15.66
2011-02-11,15.65
2011-02-14,15.55
2011-02-15,15.7
2011-02-16,15.96
2011-02-17,16.440001000000002
2011-02-18,16.459999
2011-02-22,15.98
2011-02-23,15.61
2011-02-24,15.32
2011-02-25,15.52
2011-02-28,15.76
2011-03-01,15.51
2011-03-02,15.61
2011-03-03,15.97
2011-03-04,15.93
2011-03-07,15.96
2011-03-08,16.24
2011-03-09,16.370001000000002
2011-03-10,16.08
2011-03-11,16.18
2011-03-14,16.15
2011-03-15,15.97
2011-03-16,16.120001000000002
2011-03-17,16.76
2011-03-18,16.790001
2011-03-21,17.059998999999998
2011-03-22,16.73
2011-03-23,16.559998999999998
2011-03-24,16.52
2011-03-25,16.629998999999998
2011-03-28,16.610001
2011-03-29,16.58
2011-03-30,16.57
2011-03-31,16.5
2011-04-01,16.42
2011-04-04,16.26
2011-04-05,16.25
2011-04-06,16.35
2011-04-07,16.139999
2011-04-08,15.88
2011-04-11,15.49
2011-04-12,15.42
2011-04-13,15.44
2011-04-14,15.5
2011-04-15,15.91
2011-04-18,15.8
2011-04-19,15.86
2011-04-20,15.98
2011-04-21,16.0
2011-04-25,16.0
2011-04-26,15.94
2011-04-27,15.98
2011-04-28,15.87
2011-04-29,15.6
2011-05-02,15.47
2011-05-03,15.35
2011-05-04,15.14
2011-05-05,15.24
2011-05-06,15.4
2011-05-09,15.63
2011-05-10,15.92
2011-05-11,15.78
2011-05-12,15.96
2011-05-13,15.9
2011-05-16,15.54
2011-05-17,15.6
2011-05-18,15.92
2011-05-19,15.99
2011-05-20,15.94
2011-05-23,15.99
2011-05-24,15.93
2011-05-25,15.82
2011-05-26,15.9
2011-05-27,16.040001
2011-05-31,16.08
2011-06-01,15.45
2011-06-02,15.43
2011-06-03,14.8
2011-06-06,14.99
2011-06-07,15.25
2011-06-08,15.3
2011-06-09,15.29
2011-06-10,14.95
2011-06-13,14.95
2011-06-14,15.21
2011-06-15,14.66
2011-06-16,14.83
2011-06-17,14.52
2011-06-20,14.83
2011-06-21,15.1
2011-06-22,15.04
2011-06-23,15.08
2011-06-24,15.35
2011-06-27,15.56
2011-06-28,15.68
2011-06-29,15.87
2011-06-30,15.65
2011-07-01,15.9
2011-07-05,15.79
2011-07-06,15.9
2011-07-07,15.75
2011-07-08,15.69
2011-07-11,15.28
2011-07-12,15.24
2011-07-13,15.38
2011-07-14,15.13
2011-07-15,15.23
2011-07-18,14.84
2011-07-19,15.37
2011-07-20,15.39
2011-07-21,15.84
2011-07-22,15.75
2011-07-25,15.54
2011-07-26,16.01
2011-07-27,15.32
2011-07-28,15.97
2011-07-29,15.99
2011-08-01,16.02
2011-08-02,15.43
2011-08-03,15.43
2011-08-04,14.66
2011-08-05,14.24
2011-08-08,12.72
2011-08-09,14.17
2011-08-10,13.33
2011-08-11,13.79
2011-08-12,13.37
2011-08-15,13.89
2011-08-16,13.92
2011-08-17,14.37
2011-08-18,14.23
2011-08-19,14.2
2011-08-22,14.19
2011-08-23,14.6
2011-08-24,14.93
2011-08-25,14.44
2011-08-26,14.52
2011-08-29,15.3
2011-08-30,15.42
2011-08-31,15.25
2011-09-01,15.3
2011-09-02,14.64
2011-09-06,14.44
2011-09-07,15.0
2011-09-08,14.86
2011-09-09,14.11
2011-09-12,14.15
2011-09-13,14.05
2011-09-14,14.46
2011-09-15,14.75
2011-09-16,14.81
2011-09-19,14.16
2011-09-20,13.79
2011-09-21,13.21
2011-09-22,13.12
2011-09-23,13.12
2011-09-26,13.31
2011-09-27,13.38
2011-09-28,12.92
2011-09-29,13.27
2011-09-30,12.8
2011-10-03,12.05
2011-10-04,12.05
2011-10-05,12.35
2011-10-06,12.63
2011-10-07,11.87
2011-10-10,12.23
2011-10-11,12.29
2011-10-12,12.77
2011-10-13,12.81
2011-10-14,12.88
2011-10-17,12.6
2011-10-18,13.2
2011-10-19,13.26
2011-10-20,13.32
2011-10-21,13.42
2011-10-24,13.7
2011-10-25,12.93
2011-10-26,13.0
2011-10-27,12.81
2011-10-28,12.23
2011-10-31,12.0
2011-11-01,11.26
2011-11-02,11.69
2011-11-03,11.74
2011-11-04,11.69
2011-11-07,11.63
2011-11-08,11.69
2011-11-09,11.4
2011-11-10,11.59
2011-11-11,11.94
2011-11-14,11.45
2011-11-15,11.83
2011-11-16,11.64
2011-11-17,11.33
2011-11-18,11.46
2011-11-21,11.16
2011-11-22,11.34
2011-11-23,10.66
2011-11-25,10.51
2011-11-28,10.78
2011-11-29,10.65
2011-11-30,11.6
2011-12-01,11.2
2011-12-02,11.28
2011-12-05,11.4
2011-12-06,12.34
2011-12-07,12.43
2011-12-08,12.26
2011-12-09,12.65
2011-12-12,12.5
2011-12-13,12.45
2011-12-14,12.13
2011-12-15,12.35
2011-12-16,12.35
2011-12-19,12.23
2011-12-20,12.57
2011-12-21,12.83
2011-12-22,12.91
2011-12-23,12.82
2011-12-27,13.04
2011-12-28,12.62
2011-12-29,12.7
2011-12-30,12.67
2012-01-03,12.99
2012-01-04,12.75
2012-01-05,13.02
2012-01-06,13.01
2012-01-09,13.09
2012-01-10,13.3
2012-01-11,13.23
2012-01-12,13.0
2012-01-13,13.09
2012-01-17,13.23
2012-01-18,13.48
2012-01-19,13.58
2012-01-20,14.0
2012-01-23,14.09
2012-01-24,14.09
2012-01-25,14.77
2012-01-26,14.97
2012-01-27,14.98
2012-01-30,14.76
2012-01-31,14.82
2012-02-01,15.05
2012-02-02,14.9
2012-02-03,15.23
2012-02-06,14.96
2012-02-07,14.81
2012-02-08,14.74
2012-02-09,14.7
2012-02-10,14.67
2012-02-13,14.69
2012-02-14,14.69
2012-02-15,14.57
2012-02-16,14.95
2012-02-17,14.96
2012-02-21,14.99
2012-02-22,14.76
2012-02-23,15.23
2012-02-24,15.3
2012-02-27,15.63
2012-02-28,15.81
2012-02-29,15.4
2012-03-01,15.85
2012-03-02,16.1
2012-03-05,15.94
2012-03-06,15.31
2012-03-07,15.62
2012-03-08,15.83
2012-03-09,16.139999
2012-03-12,16.07
2012-03-13,16.65
2012-03-14,16.15
2012-03-15,16.030001000000002
2012-03-16,15.59
2012-03-19,15.65
2012-03-20,15.6
2012-03-21,15.56
2012-03-22,15.51
2012-03-23,15.81
2012-03-26,15.94
2012-03-27,15.9
2012-03-28,16.07
2012-03-29,16.82
2012-03-30,16.629998999999998
2012-04-02,16.799999
2012-04-03,16.799999
2012-04-04,16.690001000000002
2012-04-05,16.700001
2012-04-09,16.549999
2012-04-10,16.299999
2012-04-11,16.440001000000002
2012-04-12,16.870001000000002
2012-04-13,16.92
2012-04-16,17.16
2012-04-17,17.23
2012-04-18,17.15
2012-04-19,17.190001000000002
2012-04-20,17.379998999999998
2012-04-23,17.02
2012-04-24,17.379998999999998
2012-04-25,17.52
2012-04-26,16.98
2012-04-27,16.77
2012-04-30,16.75
2012-05-01,16.889999
2012-05-02,17.02
2012-05-03,16.870001000000002
2012-05-04,16.360001
2012-05-07,16.620001000000002
2012-05-08,16.799999
2012-05-09,16.690001000000002
2012-05-10,16.620001000000002
2012-05-11,16.4
2012-05-14,16.08
2012-05-15,15.99
2012-05-16,15.83
2012-05-17,15.58
2012-05-18,15.45
2012-05-21,15.5
2012-05-22,15.49
2012-05-23,15.46
2012-05-24,15.54
2012-05-25,15.49
2012-05-29,15.73
2012-05-30,15.53
2012-05-31,15.76
2012-06-01,15.7
2012-06-04,15.93
2012-06-05,16.290001
2012-06-06,16.719998999999998
2012-06-07,16.450001
2012-06-08,16.559998999999998
2012-06-11,16.209999
2012-06-12,16.49
2012-06-13,16.360001
2012-06-14,16.959999
2012-06-15,16.76
2012-06-18,16.9
2012-06-19,17.110001
2012-06-20,17.1
2012-06-21,16.85
2012-06-22,17.110001
2012-06-25,16.530001000000002
2012-06-26,16.24
2012-06-27,16.73
2012-06-28,16.83
2012-06-29,16.959999
2012-07-02,17.1
2012-07-03,17.24
2012-07-05,17.219998999999998
2012-07-06,17.139999
2012-07-09,17.299999
2012-07-10,17.1
2012-07-11,17.030001000000002
2012-07-12,16.98
2012-07-13,17.200001
2012-07-16,17.02
2012-07-17,17.02
2012-07-18,17.33
2012-07-19,16.889999
2012-07-20,16.809998999999998
2012-07-23,16.879998999999998
2012-07-24,16.459999
2012-07-25,16.66
2012-07-26,17.040001
2012-07-27,17.57
2012-07-30,18.209999
2012-07-31,18.32
2012-08-01,17.93
2012-08-02,18.01
2012-08-03,18.25
2012-08-06,18.17
2012-08-07,18.549999
2012-08-08,18.48
2012-08-09,18.73
2012-08-10,18.629998999999998
2012-08-13,18.77
2012-08-14,18.799999
2012-08-15,19.27
2012-08-16,19.5
2012-08-17,19.370001000000002
2012-08-20,19.35
2012-08-21,19.34
2012-08-22,19.23
2012-08-23,19.120001000000002
2012-08-24,19.08
2012-08-27,19.08
2012-08-28,19.200001
2012-08-29,19.42
2012-08-30,19.190001000000002
2012-08-31,19.27
2012-09-04,19.6
2012-09-05,19.51
2012-09-06,19.790001
2012-09-07,19.52
2012-09-10,19.9
2012-09-11,19.93
2012-09-12,20.360001
2012-09-13,20.780001000000002
2012-09-14,21.030001000000002
2012-09-17,21.26
2012-09-18,21.26
2012-09-19,21.549999
2012-09-20,21.809998999999998
2012-09-21,22.0
2012-09-24,22.309998999999998
2012-09-25,22.25
2012-09-26,22.01
2012-09-27,21.76
2012-09-28,21.67
2012-10-01,21.629998999999998
2012-10-02,22.290001
2012-10-03,22.040001
2012-10-04,22.620001000000002
2012-10-05,22.58
2012-10-08,22.52
2012-10-09,22.799999
2012-10-10,23.26
2012-10-11,23.209999
2012-10-12,23.030001000000002
2012-10-15,23.42
2012-10-16,24.1
2012-10-17,24.690001000000002
2012-10-18,24.690001000000002
2012-10-19,23.809998999999998
2012-10-22,24.209999
2012-10-23,23.799999
2012-10-24,24.309998999999998
2012-10-25,23.15
2012-10-26,22.25
2012-10-31,22.75
2012-11-01,23.139999
2012-11-02,22.82
2012-11-05,23.059998999999998
2012-11-06,23.16
2012-11-07,23.110001
2012-11-08,23.049999
2012-11-09,23.18
2012-11-12,23.280001000000002
2012-11-13,23.209999
2012-11-14,22.92
2012-11-15,22.379998999999998
2012-11-16,22.889999
2012-11-19,23.200001
2012-11-20,23.09
2012-11-21,23.360001
2012-11-23,23.540001
2012-11-26,23.42
2012-11-27,23.49
2012-11-28,23.18
2012-11-29,23.690001000000002
2012-11-30,23.799999
2012-12-03,23.6
2012-12-04,24.25
2012-12-05,24.49
2012-12-06,24.040001
2012-12-07,23.84
2012-12-10,24.190001000000002
2012-12-11,24.59
2012-12-12,23.98
2012-12-13,23.450001
2012-12-14,23.440001000000002
2012-12-17,23.41
2012-12-18,23.530001000000002
2012-12-19,23.799999
2012-12-20,24.309998999999998
2012-12-21,24.35
2012-12-24,23.9
2012-12-26,23.99
2012-12-27,23.68
2012-12-28,23.549999
2012-12-31,24.09
2013-01-02,24.889999
2013-01-03,24.93
2013-01-04,25.110001
2013-01-07,24.879998999999998
2013-01-08,25.1
2013-01-09,25.299999
2013-01-10,25.1
2013-01-11,25.0
2013-01-14,24.91
2013-01-15,24.799999
2013-01-16,24.57
2013-01-17,25.25
2013-01-18,24.83
2013-01-22,25.15
2013-01-23,25.35
2013-01-24,24.620001000000002
2013-01-25,23.65
2013-01-28,23.4
2013-01-29,23.01
2013-01-30,23.49
2013-01-31,23.889999
2013-02-01,24.08
2013-02-04,23.66
2013-02-05,23.889999
2013-02-06,24.290001
2013-02-07,24.25
2013-02-08,24.700001
2013-02-11,24.6
2013-02-12,24.58
2013-02-13,24.360001
2013-02-14,24.35
2013-02-15,24.58
2013-02-19,24.530001000000002
2013-02-20,24.540001
2013-02-21,24.66
2013-02-22,24.35
2013-02-25,23.950001
2013-02-26,23.82
2013-02-27,24.18
2013-02-28,24.290001
2013-03-01,24.370001000000002
2013-03-04,24.370001000000002
2013-03-05,24.780001000000002
2013-03-06,24.77
2013-03-07,24.65
2013-03-08,24.59
2013-03-11,24.309998999999998
2013-03-12,24.52
2013-03-13,24.65
2013-03-14,25.110001
2013-03-15,25.24
2013-03-18,24.860001
2013-03-19,24.66
2013-03-20,24.889999
2013-03-21,24.48
2013-03-22,24.4
2013-03-25,24.08
2013-03-26,24.27
2013-03-27,24.98
2013-03-28,25.57
2013-04-01,25.389999
2013-04-02,25.66
2013-04-03,25.26
2013-04-04,25.52
2013-04-05,26.4
2013-04-08,26.440001000000002
2013-04-09,26.33
2013-04-10,26.57
2013-04-11,27.34
2013-04-12,26.799999
2013-04-15,25.780001000000002
2013-04-16,26.040001
2013-04-17,25.610001
2013-04-18,25.52
2013-04-19,25.85
2013-04-22,25.559998999999998
2013-04-23,25.9
2013-04-24,26.309998999999998
2013-04-25,26.35
2013-04-26,26.65
2013-04-29,26.76
2013-04-30,26.77
2013-05-01,26.120001000000002
2013-05-02,25.940001000000002
2013-05-03,25.889999
2013-05-06,26.18
2013-05-07,26.889999
2013-05-08,26.84
2013-05-09,26.639999
2013-05-10,26.58
2013-05-13,25.639999
2013-05-14,25.540001
2013-05-15,25.440001000000002
2013-05-16,25.49
2013-05-17,25.83
2013-05-20,25.58
2013-05-21,25.27
2013-05-22,24.709999
2013-05-23,24.629998999999998
2013-05-24,24.799999
2013-05-28,24.26
2013-05-29,23.4
2013-05-30,24.33
2013-05-31,23.879998999999998
2013-06-03,23.700001
2013-06-04,23.17
2013-06-05,22.49
2013-06-06,22.639999
2013-06-07,22.74
2013-06-10,22.66
2013-06-11,22.33
2013-06-12,22.110001
2013-06-13,22.76
2013-06-14,22.969998999999998
2013-06-17,22.75
2013-06-18,22.610001
2013-06-19,22.01
2013-06-20,21.530001000000002
2013-06-21,21.33
2013-06-24,20.530001000000002
2013-06-25,20.82
2013-06-26,21.379998999999998
2013-06-27,21.889999
2013-06-28,22.040001
2013-07-01,22.120001000000002
2013-07-02,21.549999
2013-07-03,21.790001
2013-07-05,21.6
2013-07-08,21.99
2013-07-09,22.35
2013-07-10,21.59
2013-07-11,22.08
2013-07-12,22.33
2013-07-15,22.389999
2013-07-16,22.389999
2013-07-17,22.73
2013-07-18,22.67
2013-07-19,22.629998999999998
2013-07-22,22.51
2013-07-23,22.379998999999998
2013-07-24,22.01
2013-07-25,22.0
2013-07-26,22.440001000000002
2013-07-29,22.49
2013-07-30,22.48
2013-07-31,22.73
2013-08-01,22.950001
2013-08-02,22.66
2013-08-05,22.629998999999998
2013-08-06,22.16
2013-08-07,21.940001000000002
2013-08-08,22.09
2013-08-09,22.059998999999998
2013-08-12,22.030001000000002
2013-08-13,21.879998999999998
2013-08-14,22.16
2013-08-15,22.059998999999998
2013-08-16,22.110001
2013-08-19,21.709999
2013-08-20,21.780001000000002
2013-08-21,21.540001
2013-08-22,21.360001
2013-08-23,21.6
2013-08-26,21.639999
2013-08-27,21.48
2013-08-28,21.440001000000002
2013-08-29,21.27
2013-08-30,20.9
2013-09-03,21.620001000000002
2013-09-04,21.709999
2013-09-05,21.6
2013-09-06,21.75
2013-09-09,22.440001000000002
2013-09-10,22.25
2013-09-11,21.9
2013-09-12,21.74
2013-09-13,21.889999
2013-09-16,22.1
2013-09-17,22.48
2013-09-18,23.25
2013-09-19,23.25
2013-09-20,23.25
2013-09-23,23.4
2013-09-24,23.809998999999998
2013-09-25,24.52
2013-09-26,24.610001
2013-09-27,24.459999
2013-09-30,24.35
2013-10-01,24.530001000000002
2013-10-02,24.49
2013-10-03,24.66
2013-10-04,24.360001
2013-10-07,24.16
2013-10-08,23.940001000000002
2013-10-09,23.620001000000002
2013-10-10,23.870001000000002
2013-10-11,24.049999
2013-10-14,24.219998999999998
2013-10-15,24.049999
2013-10-16,24.530001000000002
2013-10-17,24.82
2013-10-18,25.48
2013-10-21,25.75
2013-10-22,26.33
2013-10-23,25.34
2013-10-24,25.76
2013-10-25,25.48
2013-10-28,25.74
2013-10-29,25.860001
2013-10-30,25.9
2013-10-31,25.860001
2013-11-01,25.48
2013-11-04,25.74
2013-11-05,25.25
2013-11-06,25.49
2013-11-07,25.0
2013-11-08,25.190001000000002
2013-11-11,25.030001000000002
2013-11-12,25.01
2013-11-13,25.34
2013-11-14,25.450001
2013-11-15,25.41
2013-11-18,25.219998999999998
2013-11-19,25.24
2013-11-20,25.42
2013-11-21,25.57
2013-11-22,25.780001000000002
2013-11-25,26.219998999999998
2013-11-26,26.49
2013-11-27,26.75
2013-11-29,26.459999
2013-12-02,26.66
2013-12-03,26.709999
2013-12-04,26.68
2013-12-05,26.65
2013-12-06,27.309998999999998
2013-12-09,27.5
2013-12-10,27.5
2013-12-11,27.02
2013-12-12,27.139999
2013-12-13,27.370001000000002
2013-12-16,27.27
2013-12-17,27.25
2013-12-18,27.75
2013-12-19,27.43
2013-12-20,27.66
2013-12-23,28.15
2013-12-24,28.26
2013-12-26,27.98
2013-12-27,27.950001
2013-12-30,28.09
2013-12-31,28.200001
2014-01-02,27.82
2014-01-03,27.549999
2014-01-06,27.459999
2014-01-07,27.549999
2014-01-08,27.49
2014-01-09,27.299999
2014-01-10,27.17
2014-01-13,26.67
2014-01-14,26.530001000000002
2014-01-15,26.450001
2014-01-16,26.559998999999998
2014-01-17,26.57
2014-01-21,26.030001000000002
2014-01-22,26.040001
2014-01-23,25.99
2014-01-24,25.9
2014-01-27,26.02
2014-01-28,25.92
2014-01-29,25.58
2014-01-30,25.870001000000002
2014-01-31,25.92
2014-02-03,25.299999
2014-02-04,25.049999
2014-02-05,24.92
2014-02-06,25.059998999999998
2014-02-07,25.540001
2014-02-10,25.620001000000002
2014-02-11,26.09
2014-02-12,26.08
2014-02-13,26.629998999999998
2014-02-14,26.709999
2014-02-18,26.77
2014-02-19,26.75
2014-02-20,27.049999
2014-02-21,27.26
2014-02-24,26.76
2014-02-25,26.59
2014-02-26,26.6
2014-02-27,26.74
2014-02-28,26.940001000000002
2014-03-03,26.139999
2014-03-04,26.57
2014-03-05,26.629998999999998
2014-03-06,26.790001
2014-03-07,26.469998999999998
2014-03-10,26.370001000000002
2014-03-11,26.219998999999998
2014-03-12,27.860001
2014-03-13,27.360001
2014-03-14,27.32
2014-03-17,27.209999
2014-03-18,27.530001000000002
2014-03-19,27.459999
2014-03-20,27.139999
2014-03-21,26.93
2014-03-24,26.469998999999998
2014-03-25,26.57
2014-03-26,26.24
2014-03-27,25.879998999999998
2014-03-28,25.950001
2014-03-31,26.549999
2014-04-01,27.08
2014-04-02,27.049999
2014-04-03,27.030001000000002
2014-04-04,26.139999
2014-04-07,26.1
2014-04-08,26.15
2014-04-09,26.040001
2014-04-10,25.83
2014-04-11,25.719998999999998
2014-04-14,25.719998999999998
2014-04-15,26.299999
2014-04-16,26.299999
2014-04-17,25.92
2014-04-21,25.6
2014-04-22,26.01
2014-04-23,26.129998999999998
2014-04-24,27.389999
2014-04-25,27.02
2014-04-28,26.65
2014-04-29,26.389999
2014-04-30,26.6
2014-05-01,26.610001
2014-05-02,27.040001
2014-05-05,27.049999
2014-05-06,26.99
2014-05-07,27.219998999999998
2014-05-08,27.139999
2014-05-09,27.34
2014-05-12,27.799999
2014-05-13,27.57
2014-05-14,27.51
2014-05-15,27.559998999999998
2014-05-16,27.719998999999998
2014-05-19,27.620001000000002
2014-05-20,27.639999
2014-05-21,27.5
2014-05-22,27.51
2014-05-23,27.5
2014-05-27,27.700001
2014-05-28,28.01
2014-05-29,28.209999
2014-05-30,28.02
2014-06-02,27.639999
2014-06-03,27.26
2014-06-04,27.629998999999998
2014-06-05,27.790001
2014-06-06,28.040001
2014-06-09,28.08
2014-06-10,28.059998999999998
2014-06-11,27.9
2014-06-12,28.110001
2014-06-13,28.120001000000002
2014-06-16,28.200001
2014-06-17,28.620001000000002
2014-06-18,28.58
2014-06-19,28.280001000000002
2014-06-20,28.120001000000002
2014-06-23,28.23
2014-06-24,27.98
2014-06-25,27.9
2014-06-26,27.610001
2014-06-27,27.6
2014-06-30,27.790001
2014-07-01,28.389999
2014-07-02,28.200001
2014-07-03,28.41
2014-07-07,27.93
2014-07-08,27.99
2014-07-09,27.879998999999998
2014-07-10,27.58
2014-07-11,27.790001
2014-07-14,27.959999
2014-07-15,27.83
2014-07-16,27.6
2014-07-17,26.969998999999998
2014-07-18,27.639999
2014-07-21,27.780001000000002
2014-07-22,28.23
2014-07-23,28.17
2014-07-24,27.690001000000002
2014-07-25,27.559998999999998
2014-07-28,27.4
2014-07-29,27.870001000000002
2014-07-30,27.709999
2014-07-31,27.139999
2014-08-01,27.370001000000002
2014-08-04,27.4
2014-08-05,27.0
2014-08-06,27.129998999999998
2014-08-07,26.98
2014-08-08,27.209999
2014-08-11,27.559998999999998
2014-08-12,27.549999
2014-08-13,27.84
2014-08-14,28.0
2014-08-15,27.98
2014-08-18,28.27
2014-08-19,28.48
2014-08-20,28.08
2014-08-21,27.98
2014-08-22,28.16
2014-08-25,28.26
2014-08-26,28.27
2014-08-27,28.34
2014-08-28,28.08
2014-08-29,28.35
2014-09-02,28.43
2014-09-03,28.309998999999998
2014-09-04,27.809998999999998
2014-09-05,27.690001000000002
2014-09-08,27.77
2014-09-09,27.440001000000002
2014-09-10,27.889999
2014-09-11,28.049999
2014-09-12,27.99
2014-09-15,27.969998999999998
2014-09-16,28.01
2014-09-17,28.51
2014-09-18,28.43
2014-09-19,28.190001000000002
2014-09-22,27.76
2014-09-23,27.33
2014-09-24,27.83
2014-09-25,27.6
2014-09-26,27.9
2014-09-29,27.709999
2014-09-30,27.120001000000002
2014-10-01,26.870001000000002
2014-10-02,26.9
2014-10-03,27.200001
2014-10-06,26.879998999999998
2014-10-07,26.5
2014-10-08,27.0
2014-10-09,26.450001
2014-10-10,26.280001000000002
2014-10-13,26.4
2014-10-14,26.83
2014-10-15,27.27
2014-10-16,27.700001
2014-10-17,28.33
2014-10-20,28.309998999999998
2014-10-21,28.75
2014-10-22,28.42
2014-10-23,28.91
2014-10-24,29.68
2014-10-27,29.76
2014-10-28,29.940001000000002
2014-10-29,30.08
2014-10-30,30.459999
2014-10-31,30.32
2014-11-03,30.290001
2014-11-04,30.4
2014-11-05,30.33
2014-11-06,30.1
2014-11-07,30.299999
2014-11-10,30.42
2014-11-11,30.32
2014-11-12,30.860001
2014-11-13,30.66
2014-11-14,30.809998999999998
2014-11-17,30.75
2014-11-18,31.030001000000002
2014-11-19,30.98
2014-11-20,31.440001000000002
2014-11-21,31.549999
2014-11-24,31.65
2014-11-25,31.9
2014-11-26,32.150002
2014-11-28,32.009997999999996
2014-12-01,32.209998999999996
2014-12-02,32.740002000000004
2014-12-03,32.950001
2014-12-04,32.91
2014-12-05,32.810001
2014-12-08,32.790001000000004
2014-12-09,32.970001
2014-12-10,32.799999
2014-12-11,32.959998999999996
2014-12-12,32.5
2014-12-15,32.549999
2014-12-16,32.240002000000004
2014-12-17,32.389998999999996
2014-12-18,33.029999
2014-12-19,33.09
2014-12-22,33.240002000000004
2014-12-23,33.669998
2014-12-24,34.299999
2014-12-26,34.150002
2014-12-29,34.259997999999996
2014-12-30,34.220001
2014-12-31,33.900002
2015-01-02,33.73
2015-01-05,33.34
2015-01-06,32.650002
2015-01-07,33.150002
2015-01-08,33.869999
2015-01-09,33.529999
2015-01-12,33.650002
2015-01-13,34.119999
2015-01-14,34.130001
2015-01-15,34.189999
2015-01-16,34.220001
2015-01-20,34.279999
2015-01-21,34.130001
2015-01-22,34.639998999999996
2015-01-23,34.5
2015-01-26,34.849998
2015-01-27,34.889998999999996
2015-01-28,34.310001
2015-01-29,34.66
2015-01-30,34.02
2015-02-02,34.400002
2015-02-03,34.849998
2015-02-04,34.82
2015-02-05,34.849998
2015-02-06,34.939999
2015-02-09,34.32
2015-02-10,34.720001
2015-02-11,35.049999
2015-02-12,36.900002
2015-02-13,37.0
2015-02-17,37.049999
2015-02-18,36.169998
2015-02-19,36.0
2015-02-20,35.990002000000004
2015-02-23,35.709998999999996
