Date,ATMI
2012-11-20,0.296
2012-11-21,0.297
2012-11-23,
2012-11-26,0.298
2012-11-27,0.296
2012-11-28,0.296
2012-11-29,0.296
2012-11-30,0.296
2012-12-03,0.295
2012-12-04,0.296
2012-12-05,0.296
2012-12-06,0.297
2012-12-07,0.297
2012-12-10,0.297
2012-12-11,0.297
2012-12-12,0.299
2012-12-13,0.301
2012-12-14,0.301
2012-12-17,0.3
2012-12-18,0.301
2012-12-19,0.303
2012-12-20,0.303
2012-12-21,0.303
2012-12-24,0.302
2012-12-26,0.3
2012-12-27,0.304
2012-12-28,0.304
2012-12-31,0.307
2013-01-02,0.306
2013-01-03,0.31
2013-01-04,0.31
2013-01-07,0.31
2013-01-08,0.31
2013-01-09,0.31
2013-01-10,0.311
2013-01-11,0.311
2013-01-14,0.311
2013-01-15,0.311
2013-01-16,0.311
2013-01-17,0.317
2013-01-18,0.317
2013-01-22,0.317
2013-01-23,0.317
2013-01-24,0.317
2013-01-25,0.317
2013-01-28,0.318
2013-01-29,0.318
2013-01-30,0.31
2013-01-31,0.307
2013-02-01,0.307
2013-02-04,0.303
2013-02-05,0.3
2013-02-06,0.3
2013-02-07,0.303
2013-02-08,0.303
2013-02-11,0.3
2013-02-12,0.3
2013-02-13,0.296
2013-02-14,0.296
2013-02-15,0.296
2013-02-19,0.305
2013-02-20,0.305
2013-02-21,0.306
2013-02-22,
2013-02-25,0.301
2013-02-26,0.3
2013-02-27,0.3
2013-02-28,0.301
2013-03-01,
2013-03-04,0.305
2013-03-05,0.305
2013-03-06,0.305
2013-03-07,0.304
2013-03-08,
2013-03-11,0.305
2013-03-12,0.309
2013-03-13,0.308
2013-03-14,0.309
2013-03-15,
2013-03-18,0.31
2013-03-19,0.31
2013-03-20,0.31
2013-03-21,0.314
2013-03-22,
2013-03-25,0.312
2013-03-26,0.299
2013-03-27,0.297
2013-03-28,0.296
2013-04-01,0.296
2013-04-02,0.296
2013-04-03,0.309
2013-04-04,0.314
2013-04-05,
2013-04-08,0.306
2013-04-09,0.31
2013-04-10,0.312
2013-04-11,0.312
2013-04-12,
2013-04-15,0.308
2013-04-16,0.308
2013-04-17,0.308
2013-04-18,0.305
2013-04-19,
2013-04-22,0.303
2013-04-23,0.304
2013-04-24,0.304
2013-04-25,0.307
2013-04-26,
2013-04-29,0.31
2013-04-30,0.308
2013-05-01,0.308
2013-05-02,0.308
2013-05-03,
2013-05-06,0.305
2013-05-07,0.305
2013-05-08,0.305
2013-05-09,0.305
2013-05-10,
2013-05-13,0.304
2013-05-14,0.304
2013-05-15,0.305
2013-05-16,0.305
2013-05-17,
2013-05-20,0.302
2013-05-21,0.302
2013-05-22,0.298
2013-05-23,0.302
2013-05-24,
2013-05-28,0.3
2013-05-29,0.3
2013-05-30,0.299
2013-05-31,
2013-06-03,0.3
2013-06-04,0.3
2013-06-05,0.294
2013-06-06,0.294
2013-06-07,
2013-06-10,0.298
2013-06-11,0.297
2013-06-12,0.295
2013-06-13,0.295
2013-06-14,
2013-06-17,0.293
2013-06-18,0.293
2013-06-19,0.29
2013-06-20,0.291
2013-06-21,
2013-06-24,0.29
2013-06-25,0.29
2013-06-26,0.285
2013-06-27,0.285
2013-06-28,
2013-07-01,0.285
2013-07-02,0.285
2013-07-03,0.285
2013-07-05,
2013-07-08,0.29
2013-07-09,0.293
2013-07-10,0.288
2013-07-11,0.286
2013-07-12,
2013-07-15,0.285
2013-07-16,0.285
2013-07-17,0.285
2013-07-18,0.287
2013-07-19,
2013-07-22,0.289
2013-07-23,0.289
2013-07-24,0.29
2013-07-25,0.29
2013-07-26,
2013-07-29,0.291
2013-07-30,0.291
2013-07-31,0.289
2013-08-01,0.289
2013-08-02,
2013-08-05,0.29
2013-08-06,0.29
2013-08-07,0.29
2013-08-08,0.29
2013-08-09,
2013-08-12,0.29
2013-08-13,0.289
2013-08-14,0.289
2013-08-15,0.289
2013-08-16,
2013-08-19,0.289
2013-08-20,0.292
2013-08-21,0.293
2013-08-22,0.293
2013-08-23,
2013-08-26,0.297
2013-08-27,0.292
2013-08-28,0.287
2013-08-29,0.298
2013-08-30,
2013-09-03,0.301
2013-09-04,0.3
2013-09-05,0.294
2013-09-06,
2013-09-09,0.291
2013-09-10,0.305
2013-09-11,0.306
2013-09-12,0.3
2013-09-13,
2013-09-16,0.302
2013-09-17,0.302
2013-09-18,0.298
2013-09-19,0.3
2013-09-20,
2013-09-23,0.3
2013-09-24,0.3
2013-09-25,0.3
2013-09-26,0.302
2013-09-27,
2013-09-30,0.3
2013-10-01,0.3
2013-10-02,0.304
2013-10-03,0.3
2013-10-04,
2013-10-07,0.304
2013-10-08,0.304
2013-10-09,0.304
2013-10-10,0.306
2013-10-11,
2013-10-14,0.31
2013-10-15,0.31
2013-10-16,0.31
2013-10-17,0.31
2013-10-18,
2013-10-21,0.31
2013-10-22,0.31
2013-10-23,0.31
2013-10-24,0.312
2013-10-25,
2013-10-28,0.306
2013-10-29,0.306
2013-10-30,0.312
2013-10-31,0.314
2013-11-01,
2013-11-04,0.312
2013-11-05,0.314
2013-11-06,0.31
2013-11-07,0.31
2013-11-08,
2013-11-11,0.31
2013-11-12,0.31
2013-11-13,0.31
2013-11-14,0.31
2013-11-15,
2013-11-18,0.31
2013-11-19,0.31
2013-11-20,0.31
2013-11-21,0.314
2013-11-22,
2013-11-25,0.324
2013-11-26,0.332
2013-11-27,0.332
2013-11-29,
2013-12-02,0.35
2013-12-03,0.35
2013-12-04,0.35
2013-12-05,0.35
2013-12-06,
2013-12-09,0.342
2013-12-10,0.342
2013-12-11,0.342
2013-12-12,0.342
2013-12-13,
2013-12-16,0.34
2013-12-17,0.338
2013-12-18,0.338
2013-12-19,0.338
2013-12-20,
2013-12-23,0.33
2013-12-24,0.332
2013-12-26,0.338
2013-12-27,
2013-12-30,0.338
2013-12-31,0.338
2014-01-02,0.354
2014-01-03,
2014-01-06,0.362
2014-01-07,0.378
2014-01-08,0.386
2014-01-09,0.382
2014-01-10,
2014-01-13,0.39
2014-01-14,0.39
2014-01-15,0.39
2014-01-16,0.39
2014-01-17,
2014-01-21,0.384
2014-01-22,0.384
2014-01-23,0.384
2014-01-24,
2014-01-27,0.382
2014-01-28,0.39
2014-01-29,0.39
2014-01-30,0.394
2014-01-31,
2014-02-03,0.396
2014-02-04,0.394
2014-02-05,0.394
2014-02-06,0.392
2014-02-07,
2014-02-10,0.394
2014-02-11,0.394
2014-02-12,0.394
2014-02-13,0.394
2014-02-14,
2014-02-18,0.39
2014-02-19,0.39
2014-02-20,0.39
2014-02-21,
2014-02-24,0.39
2014-02-25,0.394
2014-02-26,0.396
2014-02-27,0.396
2014-02-28,
2014-03-03,0.41
2014-03-04,0.418
2014-03-05,0.418
2014-03-06,0.422
2014-03-07,
2014-03-10,0.428
2014-03-11,0.44
2014-03-12,0.442
2014-03-13,0.442
2014-03-14,
2014-03-17,0.436
2014-03-18,0.44
2014-03-19,0.438
2014-03-20,0.44
2014-03-21,
2014-03-24,0.44
2014-03-25,0.44
2014-03-26,0.44
2014-03-27,0.42
2014-03-28,
2014-03-31,0.396
2014-04-01,0.396
2014-04-02,0.4
2014-04-03,0.396
2014-04-04,
2014-04-07,0.396
2014-04-08,0.406
2014-04-09,0.406
2014-04-10,0.412
2014-04-11,
2014-04-14,0.412
2014-04-15,0.412
2014-04-16,0.42
2014-04-17,0.426
2014-04-21,0.426
2014-04-22,0.426
2014-04-23,0.542
2014-04-24,0.542
2014-04-25,
2014-04-28,0.432
2014-04-29,0.452
2014-04-30,0.454
2014-05-01,0.452
2014-05-02,
2014-05-05,0.45
2014-05-06,0.45
2014-05-07,0.542
2014-05-08,0.452
2014-05-09,
2014-05-12,0.45
2014-05-13,0.45
2014-05-14,0.454
2014-05-15,0.454
2014-05-16,
2014-05-19,0.454
2014-05-20,0.464
2014-05-21,0.456
2014-05-22,0.456
2014-05-23,
2014-05-27,0.456
2014-05-28,0.456
2014-05-29,0.456
2014-05-30,
2014-06-02,0.438
2014-06-03,0.42
2014-06-04,0.42
2014-06-05,0.448
2014-06-06,
2014-06-09,0.45
2014-06-10,0.446
2014-06-11,0.45
2014-06-12,0.45
2014-06-13,
2014-06-16,0.45
2014-06-17,0.45
2014-06-18,0.442
2014-06-19,0.45
2014-06-20,
2014-06-23,0.45
2014-06-24,0.43
2014-06-25,0.438
2014-06-26,0.438
2014-06-27,
2014-06-30,0.44
2014-07-01,0.438
2014-07-02,0.438
2014-07-03,0.434
2014-07-07,0.43
2014-07-08,0.426
2014-07-09,0.418
2014-07-10,0.418
2014-07-11,
2014-07-14,0.426
2014-07-15,0.426
2014-07-16,0.426
2014-07-17,0.426
2014-07-18,
2014-07-21,0.42
2014-07-22,0.418
2014-07-23,0.418
2014-07-24,0.418
2014-07-25,
2014-07-28,0.418
2014-07-29,0.418
2014-07-30,0.418
2014-07-31,0.418
2014-08-01,
2014-08-04,0.438
2014-08-05,0.438
2014-08-06,0.438
2014-08-07,0.438
2014-08-08,
2014-08-11,0.438
2014-08-12,0.44
2014-08-13,0.456
2014-08-14,0.46
2014-08-15,
2014-08-18,0.458
2014-08-19,0.458
2014-08-20,0.454
2014-08-21,0.454
2014-08-22,
2014-08-25,0.478
2014-08-26,0.466
2014-08-27,0.468
2014-08-28,0.47
2014-08-29,
2014-09-02,0.474
2014-09-03,0.474
2014-09-04,0.47
2014-09-05,
2014-09-08,0.47
2014-09-09,0.47
2014-09-10,0.47
2014-09-11,0.47
2014-09-12,
2014-09-15,0.468
2014-09-16,0.47
2014-09-17,0.47
2014-09-18,0.47
2014-09-19,
2014-09-22,0.47
2014-09-23,0.46
2014-09-24,0.464
2014-09-25,0.464
2014-09-26,
2014-09-29,0.47
2014-09-30,0.47
2014-10-01,0.48
2014-10-02,0.48
2014-10-03,
2014-10-06,0.48
2014-10-07,0.48
2014-10-08,0.48
2014-10-09,0.48
2014-10-10,
2014-10-13,0.48
2014-10-14,0.476
2014-10-15,0.472
2014-10-16,0.472
2014-10-17,
2014-10-20,0.462
2014-10-21,0.462
2014-10-22,0.462
2014-10-23,0.454
2014-10-24,
2014-10-27,0.454
2014-10-28,0.462
2014-10-29,0.464
2014-10-30,0.464
2014-10-31,
2014-11-03,0.46
2014-11-04,0.46
2014-11-05,0.46
2014-11-06,0.46
2014-11-07,
2014-11-10,0.46
2014-11-11,0.46
2014-11-12,0.46
2014-11-13,0.46
2014-11-14,
2014-11-17,0.46
2014-11-18,0.46
2014-11-19,0.46
2014-11-20,0.458
2014-11-21,
2014-11-24,0.458
2014-11-25,0.458
2014-11-26,0.458
2014-11-28,
2014-12-01,0.458
2014-12-02,0.458
2014-12-03,0.458
2014-12-04,0.458
2014-12-05,
2014-12-08,0.458
2014-12-09,0.458
2014-12-10,0.458
2014-12-11,0.414
2014-12-12,
2014-12-15,0.374
2014-12-16,0.34
2014-12-17,0.31
2014-12-18,0.32
2014-12-19,
2014-12-22,0.34
2014-12-23,0.358
2014-12-24,0.358
2014-12-26,
2014-12-29,0.358
2014-12-30,0.332
2014-12-31,0.332
2015-01-02,
2015-01-05,0.332
2015-01-06,0.336
2015-01-07,0.336
2015-01-08,0.336
2015-01-09,
2015-01-12,0.328
2015-01-13,0.322
2015-01-14,0.328
2015-01-15,0.328
2015-01-16,
2015-01-20,0.33
2015-01-21,0.33
2015-01-22,0.33
2015-01-23,
2015-01-26,0.33
2015-01-27,0.33
2015-01-28,0.342
2015-01-29,0.342
2015-01-30,
2015-02-02,0.342
2015-02-03,0.344
2015-02-04,0.354
2015-02-05,0.354
2015-02-06,
2015-02-09,0.35
2015-02-10,0.32
2015-02-11,0.348
2015-02-12,0.348
2015-02-13,
2015-02-17,0.356
2015-02-18,0.356
2015-02-19,0.36
2015-02-20,
2015-02-23,0.36
2015-02-24,0.356
2015-02-25,0.358
2015-02-26,0.358
2015-02-27,
2015-03-02,0.356
2015-03-03,0.352
2015-03-04,0.352
2015-03-05,0.35
2015-03-06,
2015-03-09,0.346
2015-03-10,0.336
2015-03-11,0.326
2015-03-12,0.328
2015-03-13,
2015-03-16,0.32
2015-03-17,0.302
2015-03-18,0.314
2015-03-19,0.295
2015-03-20,
2015-03-23,0.299
2015-03-24,0.299
2015-03-25,0.299
2015-03-26,0.299
2015-03-27,
2015-03-30,0.299
2015-03-31,0.299
2015-04-01,0.299
2015-04-02,0.299
2015-04-06,0.299
2015-04-07,0.299
2015-04-08,0.302
2015-04-09,0.302
2015-04-10,
2015-04-13,0.302
2015-04-14,0.302
2015-04-15,0.284
2015-04-16,0.284
2015-04-17,
2015-04-20,0.284
2015-04-21,0.284
2015-04-22,0.284
2015-04-23,0.279
2015-04-24,
2015-04-27,0.279
2015-04-28,0.279
2015-04-29,0.265
2015-04-30,0.265
2015-05-01,
2015-05-04,0.265
2015-05-05,0.265
2015-05-06,0.265
2015-05-07,0.265
2015-05-08,
2015-05-11,0.26
2015-05-12,0.261
2015-05-13,0.261
2015-05-14,0.261
2015-05-15,
2015-05-18,0.261
2015-05-19,0.261
2015-05-20,0.261
2015-05-21,0.261
2015-05-22,
2015-05-26,0.25
2015-05-27,0.249
2015-05-28,0.249
2015-05-29,
2015-06-01,0.255
2015-06-02,0.247
2015-06-03,0.247
2015-06-04,0.247
2015-06-05,
2015-06-08,0.247
2015-06-09,0.247
2015-06-10,0.247
2015-06-11,0.247
2015-06-12,
2015-06-15,0.247
2015-06-16,0.247
2015-06-17,0.247
2015-06-18,0.245
2015-06-19,
2015-06-22,0.245
2015-06-23,0.245
2015-06-24,0.245
2015-06-25,0.24
2015-06-26,
2015-06-29,0.24
2015-06-30,0.24
2015-07-01,0.24
2015-07-02,0.24
2015-07-06,0.24
2015-07-07,0.24
2015-07-08,0.24
2015-07-09,0.24
2015-07-10,
2015-07-13,0.24
2015-07-14,0.24
2015-07-15,0.236
2015-07-16,0.24
2015-07-17,
2015-07-20,0.24
2015-07-21,0.24
2015-07-22,0.24
2015-07-23,0.236
2015-07-24,
2015-07-27,0.24
2015-07-28,0.24
2015-07-29,0.24
2015-07-30,0.24
2015-07-31,
2015-08-03,0.24
2015-08-04,0.24
2015-08-05,0.24
2015-08-06,0.24
2015-08-07,
2015-08-10,0.24
2015-08-11,0.24
2015-08-12,0.24
2015-08-13,0.24
2015-08-14,
2015-08-17,0.24
2015-08-18,0.22
2015-08-19,0.22
2015-08-20,0.21
2015-08-21,
2015-08-24,0.21
2015-08-25,0.21
2015-08-26,0.21
2015-08-27,0.21
2015-08-28,
2015-08-31,0.21
2015-09-01,0.209
2015-09-02,0.209
2015-09-03,0.209
2015-09-04,
2015-09-08,0.208
2015-09-09,0.208
2015-09-10,0.207
2015-09-11,
2015-09-14,0.207
2015-09-15,0.2
2015-09-16,0.2
2015-09-17,0.2
2015-09-18,
2015-09-21,0.2
2015-09-22,0.2
2015-09-23,0.2
2015-09-24,0.2
2015-09-25,
2015-09-28,
2015-09-29,0.2
2015-09-30,0.2
2015-10-01,0.2
2015-10-02,
2015-10-05,0.195
2015-10-06,0.195
2015-10-07,0.195
2015-10-08,0.195
2015-10-09,
2015-10-12,0.195
2015-10-13,0.195
2015-10-14,0.195
2015-10-15,
2015-10-16,
2015-10-19,0.19
2015-10-20,0.19
2015-10-21,0.19
2015-10-22,0.188
2015-10-23,
2015-10-26,0.19
2015-10-27,0.19
2015-10-28,0.19
2015-10-29,0.19
2015-10-30,
2015-11-02,0.19
2015-11-03,0.176
2015-11-04,0.176
2015-11-05,0.176
2015-11-06,
2015-11-09,0.175
2015-11-10,0.175
2015-11-11,0.175
2015-11-12,0.17
2015-11-13,
2015-11-16,0.154
2015-11-17,0.154
2015-11-18,0.154
2015-11-19,0.154
2015-11-20,
2015-11-23,0.154
2015-11-24,0.154
2015-11-25,0.139
2015-11-27,
2015-11-30,0.13
2015-12-01,0.128
2015-12-02,
2015-12-03,0.128
2015-12-04,
2015-12-07,0.123
2015-12-08,0.128
2015-12-09,0.135
2015-12-10,0.133
2015-12-11,
2015-12-14,0.129
2015-12-15,0.133
2015-12-16,0.135
2015-12-17,0.148
2015-12-18,
2015-12-21,0.15
2015-12-22,0.147
2015-12-23,0.145
2015-12-24,0.145
2015-12-28,0.14
2015-12-29,0.136
2015-12-30,0.135
2015-12-31,0.136
2016-01-04,0.144
2016-01-05,0.14
2016-01-06,0.144
2016-01-07,0.144
2016-01-08,
2016-01-11,0.144
2016-01-12,0.137
2016-01-13,0.145
2016-01-14,0.152
2016-01-15,
2016-01-19,0.137
2016-01-20,0.138
2016-01-21,0.138
2016-01-22,
2016-01-25,0.15
2016-01-26,0.15
2016-01-27,0.149
2016-01-28,0.149
2016-01-29,
2016-02-01,0.167
2016-02-02,0.161
2016-02-03,0.161
2016-02-04,0.164
2016-02-05,
2016-02-08,0.157
2016-02-09,0.157
2016-02-10,0.15
2016-02-11,0.145
2016-02-12,
2016-02-16,0.141
2016-02-17,0.141
2016-02-18,0.144
2016-02-19,
2016-02-22,0.146
2016-02-23,0.149
2016-02-24,0.145
2016-02-25,0.145
2016-02-26,
2016-02-29,0.143
2016-03-01,0.145
2016-03-02,0.142
2016-03-03,0.14
2016-03-04,
2016-03-07,0.14
2016-03-08,0.139
2016-03-09,0.136
2016-03-10,0.136
2016-03-11,
2016-03-14,0.135
2016-03-15,0.133
2016-03-16,0.133
2016-03-17,0.137
2016-03-18,
2016-03-21,0.136
2016-03-22,0.139
2016-03-23,0.143
2016-03-24,0.144
2016-03-28,0.143
2016-03-29,0.144
2016-03-30,0.142
2016-03-31,0.141
2016-04-01,
2016-04-04,0.142
2016-04-05,0.142
2016-04-06,0.142
2016-04-07,0.15
2016-04-08,
2016-04-11,0.165
2016-04-12,0.17
2016-04-13,0.166
2016-04-14,0.166
2016-04-15,
2016-04-18,0.165
2016-04-19,0.172
2016-04-20,0.17
2016-04-21,
2016-04-22,
2016-04-25,0.194
2016-04-26,0.192
2016-04-27,0.19
2016-04-28,0.195
2016-04-29,
2016-05-02,0.197
2016-05-03,0.197
2016-05-04,0.194
2016-05-05,0.194
2016-05-06,
2016-05-09,0.193
2016-05-10,0.191
2016-05-11,0.194
2016-05-12,0.196
2016-05-13,
2016-05-16,0.221
2016-05-17,0.223
2016-05-18,0.216
2016-05-19,0.208
2016-05-20,
2016-05-23,0.209
2016-05-24,0.214
2016-05-25,0.212
2016-05-26,0.21
2016-05-27,
2016-05-31,0.205
2016-06-01,0.205
2016-06-02,0.204
2016-06-03,
2016-06-06,0.204
2016-06-07,0.204
2016-06-08,0.21
2016-06-09,0.211
2016-06-10,
2016-06-13,0.205
2016-06-14,0.205
2016-06-15,0.205
2016-06-16,0.206
2016-06-17,
2016-06-20,0.205
2016-06-21,0.2
2016-06-22,0.198
2016-06-23,0.197
2016-06-24,
2016-06-27,0.195
2016-06-28,0.197
2016-06-29,0.203
2016-06-30,0.208
2016-07-01,
2016-07-05,0.225
2016-07-06,0.225
2016-07-07,0.225
2016-07-08,
2016-07-11,0.224
2016-07-12,0.225
2016-07-13,0.225
2016-07-14,0.222
2016-07-15,
2016-07-18,0.248
2016-07-19,0.243
2016-07-20,0.24
2016-07-21,0.244
2016-07-22,
2016-07-25,0.248
2016-07-26,0.25
2016-07-27,0.249
2016-07-28,0.265
2016-07-29,
2016-08-01,0.269
2016-08-02,0.265
2016-08-03,0.26
2016-08-04,0.265
2016-08-05,
2016-08-08,0.268
2016-08-09,0.268
2016-08-10,0.267
2016-08-11,0.267
2016-08-12,
2016-08-15,0.268
2016-08-16,0.268
2016-08-17,0.268
2016-08-18,0.265
2016-08-19,
2016-08-22,0.26
2016-08-23,0.242
2016-08-24,0.243
2016-08-25,0.242
2016-08-26,
2016-08-29,0.239
2016-08-30,0.234
2016-08-31,0.237
2016-09-01,0.232
2016-09-02,
2016-09-06,0.241
2016-09-07,0.241
2016-09-08,0.239
2016-09-09,
2016-09-12,0.239
2016-09-13,0.239
2016-09-14,0.239
2016-09-15,
2016-09-16,
2016-09-19,
2016-09-20,0.231
2016-09-21,0.231
2016-09-22,0.231
2016-09-23,
2016-09-26,
2016-09-27,0.237
2016-09-28,0.237
2016-09-29,0.238
2016-09-30,
2016-10-03,0.238
2016-10-04,0.238
2016-10-05,0.238
2016-10-06,0.241
2016-10-07,
2016-10-10,0.242
2016-10-11,0.242
2016-10-12,0.239
2016-10-13,0.233
2016-10-14,
2016-10-17,0.233
2016-10-18,0.23
2016-10-19,0.23
2016-10-20,0.225
2016-10-21,
2016-10-24,0.224
2016-10-25,0.224
2016-10-26,0.224
2016-10-27,0.224
2016-10-28,
2016-10-31,0.224
2016-11-01,0.224
2016-11-02,0.229
2016-11-03,0.229
2016-11-04,
2016-11-07,0.229
2016-11-08,0.229
2016-11-09,0.229
2016-11-10,0.229
2016-11-11,
2016-11-14,0.229
2016-11-15,0.227
2016-11-16,0.225
2016-11-17,0.225
2016-11-18,
2016-11-21,0.22
2016-11-22,0.221
2016-11-23,
2016-11-25,
2016-11-28,0.221
2016-11-29,0.221
2016-11-30,0.22
2016-12-01,0.225
2016-12-02,
2016-12-05,
2016-12-06,0.245
2016-12-07,0.25
2016-12-08,0.25
2016-12-09,
2016-12-12,0.247
2016-12-13,0.247
2016-12-14,0.249
2016-12-15,0.245
2016-12-16,
2016-12-19,0.245
2016-12-20,0.245
2016-12-21,0.244
2016-12-22,0.243
2016-12-23,
2016-12-27,0.243
2016-12-28,0.243
2016-12-29,0.246
2016-12-30,
2017-01-03,0.245
2017-01-04,0.253
2017-01-05,0.256
2017-01-06,
2017-01-09,0.255
2017-01-10,0.255
2017-01-11,0.255
2017-01-12,0.255
2017-01-13,
2017-01-17,0.269
2017-01-18,0.268
2017-01-19,0.267
2017-01-20,
2017-01-23,0.263
2017-01-24,0.264
2017-01-25,0.267
2017-01-26,0.268
2017-01-27,
2017-01-30,0.265
2017-01-31,0.266
2017-02-01,0.268
2017-02-02,0.268
2017-02-03,
2017-02-06,0.27
2017-02-07,0.27
2017-02-08,0.27
2017-02-09,0.27
2017-02-10,
2017-02-13,0.269
2017-02-14,0.268
2017-02-15,0.268
2017-02-16,0.268
2017-02-17,
2017-02-21,0.254
2017-02-22,0.253
2017-02-23,0.253
2017-02-24,
2017-02-27,0.251
2017-02-28,0.251
2017-03-01,0.251
2017-03-02,0.251
2017-03-03,
2017-03-06,0.251
2017-03-07,0.251
2017-03-08,0.245
2017-03-09,0.245
2017-03-10,
2017-03-13,0.242
2017-03-14,0.242
2017-03-15,0.237
2017-03-16,0.23
2017-03-17,
2017-03-20,0.23
2017-03-21,0.22
2017-03-22,0.22
2017-03-23,0.217
2017-03-24,
2017-03-27,0.208
2017-03-28,0.208
2017-03-29,0.216
2017-03-30,0.224
2017-03-31,
2017-04-03,0.229
2017-04-04,0.235
2017-04-05,0.235
2017-04-06,0.237
2017-04-07,
2017-04-10,0.24
2017-04-11,0.24
2017-04-12,0.237
2017-04-13,0.232
2017-04-17,0.236
2017-04-18,0.236
2017-04-19,0.236
2017-04-20,0.237
2017-04-21,
2017-04-24,0.237
2017-04-25,
2017-04-26,0.254
2017-04-27,0.261
2017-04-28,
2017-05-01,0.26
2017-05-02,0.269
2017-05-03,0.271
2017-05-04,0.269
2017-05-05,
2017-05-08,0.267
2017-05-09,0.267
2017-05-10,0.267
2017-05-11,0.267
2017-05-12,
2017-05-15,0.267
2017-05-16,0.267
2017-05-17,0.267
2017-05-18,0.267
2017-05-19,
2017-05-22,0.267
2017-05-23,0.267
2017-05-24,0.255
2017-05-25,0.255
2017-05-26,
2017-05-30,0.255
2017-05-31,0.255
2017-06-01,0.255
2017-06-02,
2017-06-05,0.255
2017-06-06,0.255
2017-06-07,0.253
2017-06-08,0.24
2017-06-09,
2017-06-12,0.244
2017-06-13,0.236
2017-06-14,0.236
2017-06-15,0.241
2017-06-16,
2017-06-19,0.241
2017-06-20,0.241
2017-06-21,0.246
2017-06-22,0.25
2017-06-23,
2017-06-26,
2017-06-27,
2017-06-28,
2017-06-29,
2017-06-30,
2017-07-03,0.25
2017-07-05,0.25
2017-07-06,0.25
2017-07-07,
2017-07-10,0.248
2017-07-11,0.248
2017-07-12,0.248
2017-07-13,0.248
2017-07-14,
2017-07-17,0.248
2017-07-18,0.238
2017-07-19,0.238
2017-07-20,0.238
2017-07-21,
2017-07-24,0.239
2017-07-25,0.238
2017-07-26,0.238
2017-07-27,0.238
2017-07-28,
2017-07-31,0.244
2017-08-01,0.244
2017-08-02,0.247
2017-08-03,0.247
2017-08-04,
2017-08-07,0.25
2017-08-08,0.25
2017-08-09,0.25
2017-08-10,0.25
2017-08-11,
2017-08-14,0.25
2017-08-15,0.25
2017-08-16,0.25
2017-08-17,0.25
2017-08-18,
2017-08-21,0.25
2017-08-22,0.25
2017-08-23,0.25
2017-08-24,0.25
2017-08-25,
2017-08-28,0.25
2017-08-29,0.25
2017-08-30,0.25
2017-08-31,0.25
2017-09-01,
2017-09-05,0.25
2017-09-06,0.25
2017-09-07,0.25
2017-09-08,
2017-09-11,0.24
2017-09-12,0.237
2017-09-13,0.24
2017-09-14,0.245
2017-09-15,
2017-09-18,0.245
2017-09-19,0.245
2017-09-20,0.245
2017-09-21,0.245
2017-09-22,
2017-09-25,0.245
2017-09-26,0.259
2017-09-27,0.262
2017-09-28,0.267
2017-09-29,
2017-10-02,0.267
2017-10-03,0.265
2017-10-04,0.265
2017-10-05,0.267
2017-10-06,
2017-10-09,0.267
2017-10-10,0.267
2017-10-11,0.267
2017-10-12,0.26
2017-10-13,
2017-10-16,0.26
2017-10-17,0.26
2017-10-18,0.26
2017-10-19,0.26
