Date,BSBR
2010-08-17,13.29
2010-08-18,13.22
2010-08-19,13.13
2010-08-20,12.98
2010-08-23,12.97
2010-08-24,12.79
2010-08-25,12.6
2010-08-26,12.23
2010-08-27,12.39
2010-08-30,12.35
2010-08-31,12.58
2010-09-01,12.81
2010-09-02,12.71
2010-09-03,12.6
2010-09-07,12.18
2010-09-08,12.7
2010-09-09,12.67
2010-09-10,12.65
2010-09-13,12.96
2010-09-14,12.76
2010-09-15,12.49
2010-09-16,12.76
2010-09-17,12.86
2010-09-20,12.95
2010-09-21,12.86
2010-09-22,12.72
2010-09-23,12.69
2010-09-24,12.81
2010-09-27,12.79
2010-09-28,12.97
2010-09-29,13.15
2010-09-30,13.77
2010-10-01,14.06
2010-10-04,14.08
2010-10-05,14.63
2010-10-06,14.4
2010-10-07,14.64
2010-10-08,15.04
2010-10-11,14.88
2010-10-12,15.11
2010-10-13,15.35
2010-10-14,15.01
2010-10-15,15.05
2010-10-18,14.89
2010-10-19,14.59
2010-10-20,14.52
2010-10-21,14.38
2010-10-22,14.37
2010-10-25,14.71
2010-10-26,14.84
2010-10-27,14.65
2010-10-28,14.68
2010-10-29,14.39
2010-11-01,14.37
2010-11-02,14.39
2010-11-03,14.86
2010-11-04,15.55
2010-11-05,15.3
2010-11-08,15.57
2010-11-09,14.53
2010-11-10,14.58
2010-11-11,14.31
2010-11-12,14.17
2010-11-15,14.26
2010-11-16,13.64
2010-11-17,13.67
2010-11-18,14.2
2010-11-19,13.95
2010-11-22,13.66
2010-11-23,13.35
2010-11-24,13.66
2010-11-26,13.1
2010-11-29,13.1
2010-11-30,13.05
2010-12-01,13.66
2010-12-02,13.8
2010-12-03,13.32
2010-12-06,13.21
2010-12-07,13.09
2010-12-08,13.09
2010-12-09,13.27
2010-12-10,13.43
2010-12-13,13.45
2010-12-14,13.24
2010-12-15,12.86
2010-12-16,12.99
2010-12-17,12.97
2010-12-20,12.72
2010-12-21,13.02
2010-12-22,13.2
2010-12-23,13.39
2010-12-27,13.15
2010-12-28,13.2
2010-12-29,13.46
2010-12-30,13.57
2010-12-31,13.6
2011-01-03,13.69
2011-01-04,13.57
2011-01-05,13.37
2011-01-06,13.08
2011-01-07,12.93
2011-01-10,13.0
2011-01-11,13.12
2011-01-12,13.39
2011-01-13,13.37
2011-01-14,13.39
2011-01-18,13.32
2011-01-19,12.79
2011-01-20,12.3
2011-01-21,12.58
2011-01-24,12.62
2011-01-25,12.38
2011-01-26,12.24
2011-01-27,12.09
2011-01-28,11.63
2011-01-31,11.6
2011-02-01,11.99
2011-02-02,11.51
2011-02-03,11.28
2011-02-04,11.17
2011-02-07,11.28
2011-02-08,11.53
2011-02-09,11.3
2011-02-10,11.6
2011-02-11,11.81
2011-02-14,11.85
2011-02-15,12.24
2011-02-16,12.41
2011-02-17,12.35
2011-02-18,12.52
2011-02-22,11.89
2011-02-23,11.89
2011-02-24,11.99
2011-02-25,12.0
2011-02-28,12.18
2011-03-01,11.92
2011-03-02,11.91
2011-03-03,12.17
2011-03-04,12.11
2011-03-07,12.02
2011-03-08,11.91
2011-03-09,11.98
2011-03-10,11.63
2011-03-11,11.63
2011-03-14,11.81
2011-03-15,11.78
2011-03-16,11.61
2011-03-17,11.4
2011-03-18,11.5
2011-03-21,11.7
2011-03-22,11.98
2011-03-23,12.1
2011-03-24,12.07
2011-03-25,11.86
2011-03-28,11.78
2011-03-29,11.74
2011-03-30,12.12
2011-03-31,12.26
2011-04-01,12.35
2011-04-04,12.05
2011-04-05,11.95
2011-04-06,11.94
2011-04-07,12.11
2011-04-08,11.82
2011-04-11,11.57
2011-04-12,11.53
2011-04-13,11.54
2011-04-14,11.42
2011-04-15,11.61
2011-04-18,11.54
2011-04-19,11.49
2011-04-20,11.5
2011-04-21,11.61
2011-04-25,11.41
2011-04-26,11.5
2011-04-27,12.05
2011-04-28,11.5
2011-04-29,11.6
2011-05-02,11.48
2011-05-03,11.16
2011-05-04,11.08
2011-05-05,11.19
2011-05-06,11.42
2011-05-09,11.41
2011-05-10,11.52
2011-05-11,11.44
2011-05-12,11.38
2011-05-13,11.19
2011-05-16,11.09
2011-05-17,11.04
2011-05-18,10.91
2011-05-19,10.85
2011-05-20,10.84
2011-05-23,10.82
2011-05-24,10.89
2011-05-25,10.81
2011-05-26,11.07
2011-05-27,11.2
2011-05-31,11.36
2011-06-01,11.06
2011-06-02,11.16
2011-06-03,11.27
2011-06-06,10.89
2011-06-07,11.0
2011-06-08,10.81
2011-06-09,10.76
2011-06-10,10.65
2011-06-13,10.87
2011-06-14,11.0
2011-06-15,11.0
2011-06-16,10.98
2011-06-17,11.19
2011-06-20,11.25
2011-06-21,11.15
2011-06-22,11.15
2011-06-23,10.96
2011-06-24,10.92
2011-06-27,10.91
2011-06-28,11.24
2011-06-29,11.61
2011-06-30,11.71
2011-07-01,11.7
2011-07-05,11.58
2011-07-06,11.44
2011-07-07,11.35
2011-07-08,11.13
2011-07-11,10.61
2011-07-12,10.47
2011-07-13,10.46
2011-07-14,10.06
2011-07-15,10.09
2011-07-18,9.66
2011-07-19,9.77
2011-07-20,9.85
2011-07-21,10.1
2011-07-22,10.25
2011-07-25,10.21
2011-07-26,10.26
2011-07-27,9.48
2011-07-28,9.16
2011-07-29,9.28
2011-08-01,9.31
2011-08-02,9.12
2011-08-03,9.12
2011-08-04,8.82
2011-08-05,9.0
2011-08-08,8.15
2011-08-09,8.81
2011-08-10,8.17
2011-08-11,8.59
2011-08-12,8.86
2011-08-15,9.2
2011-08-16,9.22
2011-08-17,9.56
2011-08-18,8.98
2011-08-19,8.77
2011-08-22,8.8
2011-08-23,8.71
2011-08-24,8.62
2011-08-25,8.74
2011-08-26,8.85
2011-08-29,9.18
2011-08-30,9.51
2011-08-31,9.62
2011-09-01,9.94
2011-09-02,9.65
2011-09-06,9.13
2011-09-07,9.52
2011-09-08,9.48
2011-09-09,8.91
2011-09-12,8.69
2011-09-13,8.65
2011-09-14,8.83
2011-09-15,9.0
2011-09-16,9.03
2011-09-19,8.51
2011-09-20,8.44
2011-09-21,8.07
2011-09-22,7.57
2011-09-23,7.68
2011-09-26,7.87
2011-09-27,8.09
2011-09-28,7.76
2011-09-29,7.85
2011-09-30,7.32
2011-10-03,7.08
2011-10-04,7.04
2011-10-05,7.07
2011-10-06,7.53
2011-10-07,7.36
2011-10-10,7.64
2011-10-11,7.72
2011-10-12,8.18
2011-10-13,8.02
2011-10-14,8.22
2011-10-17,7.89
2011-10-18,8.21
2011-10-19,8.27
2011-10-20,8.23
2011-10-21,8.51
2011-10-24,8.89
2011-10-25,8.39
2011-10-26,8.69
2011-10-27,9.38
2011-10-28,9.56
2011-10-31,9.1
2011-11-01,8.64
2011-11-02,8.75
2011-11-03,8.88
2011-11-04,8.69
2011-11-07,8.68
2011-11-08,8.74
2011-11-09,8.35
2011-11-10,8.34
2011-11-11,8.57
2011-11-14,8.39
2011-11-15,8.33
2011-11-16,8.01
2011-11-17,7.75
2011-11-18,7.49
2011-11-21,7.46
2011-11-22,7.08
2011-11-23,6.9
2011-11-25,6.9
2011-11-28,7.13
2011-11-29,7.21
2011-11-30,7.72
2011-12-01,7.98
2011-12-02,8.06
2011-12-05,8.26
2011-12-06,8.18
2011-12-07,8.29
2011-12-08,8.07
2011-12-09,8.21
2011-12-12,8.05
2011-12-13,7.82
2011-12-14,7.76
2011-12-15,7.69
2011-12-16,7.57
2011-12-19,7.49
2011-12-20,7.8
2011-12-21,7.91
2011-12-22,8.18
2011-12-23,8.22
2011-12-27,8.3
2011-12-28,7.94
2011-12-29,8.08
2011-12-30,8.14
2012-01-03,8.48
2012-01-04,8.44
2012-01-05,8.19
2012-01-06,8.13
2012-01-09,8.26
2012-01-10,8.6
2012-01-11,8.67
2012-01-12,8.8
2012-01-13,8.7
2012-01-17,8.82
2012-01-18,9.0
2012-01-19,9.25
2012-01-20,9.32
2012-01-23,9.38
2012-01-24,9.3
2012-01-25,9.44
2012-01-26,9.48
2012-01-27,9.65
2012-01-30,9.35
2012-01-31,9.12
2012-02-01,9.62
2012-02-02,9.76
2012-02-03,10.09
2012-02-06,9.94
2012-02-07,9.89
2012-02-08,10.19
2012-02-09,10.32
2012-02-10,10.19
2012-02-13,10.41
2012-02-14,10.46
2012-02-15,10.6
2012-02-16,10.69
2012-02-17,10.69
2012-02-21,10.69
2012-02-22,10.76
2012-02-23,10.54
2012-02-24,10.52
2012-02-27,10.53
2012-02-28,10.85
2012-02-29,10.68
2012-03-01,10.99
2012-03-02,11.14
2012-03-05,10.73
2012-03-06,10.29
2012-03-07,10.4
2012-03-08,10.6
2012-03-09,10.43
2012-03-12,10.25
2012-03-13,10.44
2012-03-14,10.34
2012-03-15,10.28
2012-03-16,10.31
2012-03-19,10.16
2012-03-20,9.99
2012-03-21,9.79
2012-03-22,9.58
2012-03-23,9.61
2012-03-26,9.69
2012-03-27,9.62
2012-03-28,9.43
2012-03-29,9.39
2012-03-30,9.17
2012-04-02,9.25
2012-04-03,9.17
2012-04-04,8.96
2012-04-05,8.71
2012-04-09,8.56
2012-04-10,8.48
2012-04-11,8.55
2012-04-12,9.03
2012-04-13,8.5
2012-04-16,8.31
2012-04-17,8.55
2012-04-18,8.51
2012-04-19,8.44
2012-04-20,8.49
2012-04-23,8.23
2012-04-24,8.36
2012-04-25,8.32
2012-04-26,8.2
2012-04-27,8.23
2012-04-30,8.08
2012-05-01,8.12
2012-05-02,8.02
2012-05-03,8.07
2012-05-04,7.99
2012-05-07,8.17
2012-05-08,8.2
2012-05-09,8.18
2012-05-10,8.5
2012-05-11,8.25
2012-05-14,7.98
2012-05-15,8.08
2012-05-16,7.96
2012-05-17,7.69
2012-05-18,7.69
2012-05-21,7.95
2012-05-22,7.89
2012-05-23,8.14
2012-05-24,7.82
2012-05-25,7.9
2012-05-29,8.06
2012-05-30,7.89
2012-05-31,7.95
2012-06-01,7.84
2012-06-04,7.67
2012-06-05,7.73
2012-06-06,7.94
2012-06-07,8.06
2012-06-08,7.76
2012-06-11,7.76
2012-06-12,8.0
2012-06-13,7.9
2012-06-14,7.91
2012-06-15,7.82
2012-06-18,7.73
2012-06-19,7.86
2012-06-20,7.9
2012-06-21,7.59
2012-06-22,7.64
2012-06-25,7.53
2012-06-26,7.39
2012-06-27,7.44
2012-06-28,7.34
2012-06-29,7.75
2012-07-02,7.89
2012-07-03,7.85
2012-07-05,7.76
2012-07-06,7.6
2012-07-09,7.46
2012-07-10,6.92
2012-07-11,6.96
2012-07-12,6.87
2012-07-13,6.95
2012-07-16,6.95
2012-07-17,7.0
2012-07-18,7.17
2012-07-19,7.15
2012-07-20,7.07
2012-07-23,6.96
2012-07-24,6.92
2012-07-25,6.92
2012-07-26,7.15
2012-07-27,7.7
2012-07-30,7.74
2012-07-31,7.63
2012-08-01,7.66
2012-08-02,7.39
2012-08-03,7.82
2012-08-06,7.97
2012-08-07,7.87
2012-08-08,7.97
2012-08-09,7.84
2012-08-10,7.75
2012-08-13,7.74
2012-08-14,7.62
2012-08-15,7.87
2012-08-16,7.98
2012-08-17,8.14
2012-08-20,8.14
2012-08-21,8.2
2012-08-22,8.14
2012-08-23,8.02
2012-08-24,7.9
2012-08-27,7.85
2012-08-28,7.74
2012-08-29,7.51
2012-08-30,7.42
2012-08-31,7.58
2012-09-04,7.35
2012-09-05,7.34
2012-09-06,7.74
2012-09-07,7.88
2012-09-10,7.72
2012-09-11,7.95
2012-09-12,8.0
2012-09-13,8.12
2012-09-14,8.32
2012-09-17,8.34
2012-09-18,8.2
2012-09-19,8.24
2012-09-20,8.16
2012-09-21,8.09
2012-09-24,7.99
2012-09-25,7.6
2012-09-26,7.55
2012-09-27,7.55
2012-09-28,7.37
2012-10-01,7.6
2012-10-02,7.48
2012-10-03,7.4
2012-10-04,7.34
2012-10-05,7.3
2012-10-08,7.39
2012-10-09,7.23
2012-10-10,7.2
2012-10-11,7.31
2012-10-12,7.32
2012-10-15,7.32
2012-10-16,7.36
2012-10-17,7.35
2012-10-18,7.34
2012-10-19,7.18
2012-10-22,7.2
2012-10-23,6.94
2012-10-24,6.98
2012-10-25,7.0
2012-10-26,6.79
2012-10-31,6.8
2012-11-01,7.0
2012-11-02,7.01
2012-11-05,7.0
2012-11-06,7.02
2012-11-07,6.9
2012-11-08,6.86
2012-11-09,6.82
2012-11-12,6.81
2012-11-13,6.86
2012-11-14,6.6
2012-11-15,6.67
2012-11-16,6.63
2012-11-19,6.82
2012-11-20,6.83
2012-11-21,6.85
2012-11-23,6.96
2012-11-26,6.95
2012-11-27,6.74
2012-11-28,6.73
2012-11-29,6.85
2012-11-30,6.69
2012-12-03,6.7
2012-12-04,6.67
2012-12-05,6.8
2012-12-06,6.88
2012-12-07,6.94
2012-12-10,6.94
2012-12-11,6.93
2012-12-12,7.0
2012-12-13,7.03
2012-12-14,7.06
2012-12-17,7.01
2012-12-18,7.04
2012-12-19,7.15
2012-12-20,7.29
2012-12-21,7.3
2012-12-24,7.21
2012-12-26,7.26
2012-12-27,7.18
2012-12-28,7.23
2012-12-31,7.28
2013-01-02,7.15
2013-01-03,7.41
2013-01-04,7.31
2013-01-07,7.27
2013-01-08,7.31
2013-01-09,7.81
2013-01-10,7.81
2013-01-11,7.66
2013-01-14,7.7
2013-01-15,7.64
2013-01-16,7.54
2013-01-17,7.6
2013-01-18,7.55
2013-01-22,7.37
2013-01-23,7.26
2013-01-24,7.25
2013-01-25,7.33
2013-01-28,7.33
2013-01-29,7.29
2013-01-30,7.29
2013-01-31,7.42
2013-02-01,7.48
2013-02-04,7.42
2013-02-05,7.35
2013-02-06,7.34
2013-02-07,7.2
2013-02-08,7.21
2013-02-11,7.17
2013-02-12,7.2
2013-02-13,7.21
2013-02-14,7.33
2013-02-15,7.46
2013-02-19,7.35
2013-02-20,7.23
2013-02-21,7.1
2013-02-22,7.22
2013-02-25,7.1
2013-02-26,7.15
2013-02-27,7.22
2013-02-28,7.31
2013-03-01,7.33
2013-03-04,7.26
2013-03-05,7.36
2013-03-06,7.64
2013-03-07,7.73
2013-03-08,8.1
2013-03-11,7.84
2013-03-12,7.64
2013-03-13,7.61
2013-03-14,7.59
2013-03-15,7.65
2013-03-18,7.58
2013-03-19,7.55
2013-03-20,7.56
2013-03-21,7.43
2013-03-22,7.31
2013-03-25,7.13
2013-03-26,7.09
2013-03-27,7.17
2013-03-28,7.26
2013-04-01,7.23
2013-04-02,7.08
2013-04-03,7.08
2013-04-04,6.98
2013-04-05,7.06
2013-04-08,7.04
2013-04-09,7.25
2013-04-10,7.3
2013-04-11,7.29
2013-04-12,7.35
2013-04-15,7.25
2013-04-16,7.33
2013-04-17,7.11
2013-04-18,7.11
2013-04-19,7.21
2013-04-22,7.22
2013-04-23,7.26
2013-04-24,7.23
2013-04-25,7.16
2013-04-26,7.09
2013-04-29,7.24
2013-04-30,7.42
2013-05-01,7.3
2013-05-02,7.29
2013-05-03,7.14
2013-05-06,7.12
2013-05-07,7.32
2013-05-08,7.36
2013-05-09,7.23
2013-05-10,7.21
2013-05-13,7.2
2013-05-14,7.13
2013-05-15,7.1
2013-05-16,7.31
2013-05-17,7.32
2013-05-20,7.33
2013-05-21,7.36
2013-05-22,7.42
2013-05-23,7.39
2013-05-24,7.42
2013-05-28,7.46
2013-05-29,7.31
2013-05-30,7.27
2013-05-31,7.13
2013-06-03,7.21
2013-06-04,7.12
2013-06-05,6.98
2013-06-06,7.07
2013-06-07,6.94
2013-06-10,6.91
2013-06-11,6.79
2013-06-12,6.73
2013-06-13,6.84
2013-06-14,6.87
2013-06-17,6.89
2013-06-18,6.67
2013-06-19,6.57
2013-06-20,6.26
2013-06-21,6.27
2013-06-24,6.18
2013-06-25,6.14
2013-06-26,6.26
2013-06-27,6.24
2013-06-28,6.22
2013-07-01,6.21
2013-07-02,6.03
2013-07-03,5.88
2013-07-05,5.82
2013-07-08,5.78
2013-07-09,5.79
2013-07-10,5.75
2013-07-11,5.9
2013-07-12,5.8
2013-07-15,5.98
2013-07-16,5.94
2013-07-17,5.97
2013-07-18,5.92
2013-07-19,5.92
2013-07-22,6.11
2013-07-23,6.41
2013-07-24,6.42
2013-07-25,6.24
2013-07-26,6.1
2013-07-29,6.08
2013-07-30,6.18
2013-07-31,6.02
2013-08-01,6.12
2013-08-02,6.04
2013-08-05,5.96
2013-08-06,5.88
2013-08-07,5.87
2013-08-08,6.02
2013-08-09,6.13
2013-08-12,6.22
2013-08-13,6.12
2013-08-14,5.95
2013-08-15,5.86
2013-08-16,5.84
2013-08-19,5.78
2013-08-20,5.81
2013-08-21,5.57
2013-08-22,5.79
2013-08-23,5.94
2013-08-26,5.83
2013-08-27,5.67
2013-08-28,5.69
2013-08-29,5.7
2013-08-30,5.77
2013-09-03,5.81
2013-09-04,5.81
2013-09-05,5.98
2013-09-06,6.05
2013-09-09,6.31
2013-09-10,6.35
2013-09-11,6.3
2013-09-12,6.27
2013-09-13,6.34
2013-09-16,6.33
2013-09-17,6.38
2013-09-18,6.67
2013-09-19,6.66
2013-09-20,6.51
2013-09-23,6.67
2013-09-24,6.66
2013-09-25,6.59
2013-09-26,6.55
2013-09-27,7.01
2013-09-30,6.95
2013-10-01,6.91
2013-10-02,7.07
2013-10-03,6.91
2013-10-04,6.9
2013-10-07,6.95
2013-10-08,6.9
2013-10-09,7.03
2013-10-10,7.04
2013-10-11,7.07
2013-10-14,7.17
2013-10-15,7.11
2013-10-16,7.16
2013-10-17,7.15
2013-10-18,7.18
2013-10-21,7.24
2013-10-22,7.18
2013-10-23,7.03
2013-10-24,6.88
2013-10-25,7.02
2013-10-28,6.99
2013-10-29,7.05
2013-10-30,7.13
2013-10-31,6.93
2013-11-01,6.9
2013-11-04,6.97
2013-11-05,6.8
2013-11-06,6.79
2013-11-07,6.64
2013-11-08,6.54
2013-11-11,6.56
2013-11-12,6.39
2013-11-13,6.54
2013-11-14,6.6
2013-11-15,6.65
2013-11-18,6.72
2013-11-19,6.57
2013-11-20,6.5
2013-11-21,6.41
2013-11-22,6.45
2013-11-25,6.38
2013-11-26,6.39
2013-11-27,6.45
2013-11-29,6.46
2013-12-02,6.24
2013-12-03,6.13
2013-12-04,6.04
2013-12-05,6.07
2013-12-06,6.18
2013-12-09,6.14
2013-12-10,6.13
2013-12-11,5.95
2013-12-12,6.02
2013-12-13,5.97
2013-12-16,6.01
2013-12-17,5.98
2013-12-18,6.07
2013-12-19,6.06
2013-12-20,5.93
2013-12-23,5.95
2013-12-24,5.97
2013-12-26,5.97
2013-12-27,6.03
2013-12-30,6.02
2013-12-31,6.1
2014-01-02,5.94
2014-01-03,5.85
2014-01-06,5.89
2014-01-07,5.88
2014-01-08,5.85
2014-01-09,5.84
2014-01-10,5.25
2014-01-13,5.32
2014-01-14,5.42
2014-01-15,5.43
2014-01-16,5.41
2014-01-17,5.32
2014-01-21,5.24
2014-01-22,5.21
2014-01-23,5.19
2014-01-24,5.06
2014-01-27,4.92
2014-01-28,4.95
2014-01-29,4.85
2014-01-30,4.71
2014-01-31,4.57
2014-02-03,4.49
2014-02-04,4.7
2014-02-05,4.6
2014-02-06,4.78
2014-02-07,4.87
2014-02-10,4.83
2014-02-11,4.92
2014-02-12,4.93
2014-02-13,4.91
2014-02-14,4.97
2014-02-18,4.89
2014-02-19,4.84
2014-02-20,4.87
2014-02-21,4.95
2014-02-24,4.99
2014-02-25,5.03
2014-02-26,4.96
2014-02-27,5.08
2014-02-28,4.96
2014-03-03,4.86
2014-03-04,4.95
2014-03-05,4.93
2014-03-06,5.03
2014-03-07,4.95
2014-03-10,4.95
2014-03-11,4.9
2014-03-12,4.87
2014-03-13,4.78
2014-03-14,4.7
2014-03-17,4.75
2014-03-18,4.91
2014-03-19,5.01
2014-03-20,5.05
2014-03-21,5.05
2014-03-24,5.2
2014-03-25,5.27
2014-03-26,5.36
2014-03-27,5.44
2014-03-28,5.37
2014-03-31,5.57
2014-04-01,5.55
2014-04-02,5.71
2014-04-03,5.6
2014-04-04,5.68
2014-04-07,5.91
2014-04-08,5.69
2014-04-09,5.65
2014-04-10,5.66
2014-04-11,5.7
2014-04-14,5.7
2014-04-15,5.57
2014-04-16,5.64
2014-04-17,5.71
2014-04-21,5.67
2014-04-22,5.75
2014-04-23,5.78
2014-04-24,5.81
2014-04-25,5.73
2014-04-28,5.78
2014-04-29,6.58
2014-04-30,6.65
2014-05-01,6.67
2014-05-02,6.67
2014-05-05,6.66
2014-05-06,6.6
2014-05-07,6.67
2014-05-08,6.76
2014-05-09,6.69
2014-05-12,6.73
2014-05-13,6.76
2014-05-14,6.78
2014-05-15,6.7
2014-05-16,6.76
2014-05-19,6.69
2014-05-20,6.69
2014-05-21,6.72
2014-05-22,6.7
2014-05-23,6.68
2014-05-27,6.71
2014-05-28,6.83
2014-05-29,6.73
2014-05-30,6.76
2014-06-02,6.79
2014-06-03,6.78
2014-06-04,6.68
2014-06-05,6.84
2014-06-06,6.97
2014-06-09,7.13
2014-06-10,7.13
2014-06-11,6.97
2014-06-12,7.02
2014-06-13,7.07
2014-06-16,7.0
2014-06-17,6.99
2014-06-18,7.02
2014-06-19,7.08
2014-06-20,7.0
2014-06-23,7.01
2014-06-24,6.97
2014-06-25,6.93
2014-06-26,6.92
2014-06-27,6.87
2014-06-30,6.92
2014-07-01,7.02
2014-07-02,6.92
2014-07-03,7.01
2014-07-07,6.87
2014-07-08,6.7
2014-07-09,6.89
2014-07-10,6.75
2014-07-11,6.72
2014-07-14,6.84
2014-07-15,6.76
2014-07-16,6.81
2014-07-17,6.69
2014-07-18,6.77
2014-07-21,6.76
2014-07-22,6.82
2014-07-23,6.78
2014-07-24,6.89
2014-07-25,6.91
2014-07-28,6.87
2014-07-29,6.89
2014-07-30,7.0
2014-07-31,6.72
2014-08-01,6.77
2014-08-04,6.83
2014-08-05,6.58
2014-08-06,6.61
2014-08-07,6.48
2014-08-08,6.64
2014-08-11,6.62
2014-08-12,6.65
2014-08-13,6.66
2014-08-14,6.67
2014-08-15,6.72
2014-08-18,6.75
2014-08-19,6.73
2014-08-20,6.71
2014-08-21,6.83
2014-08-22,6.75
2014-08-25,6.86
2014-08-26,6.93
2014-08-27,6.98
2014-08-28,6.9
2014-08-29,6.87
2014-09-02,6.93
2014-09-03,6.98
2014-09-04,7.01
2014-09-05,7.09
2014-09-08,6.98
2014-09-09,6.93
2014-09-10,6.86
2014-09-11,6.83
2014-09-12,6.83
2014-09-15,6.81
2014-09-16,6.82
2014-09-17,6.82
2014-09-18,6.91
2014-09-19,6.87
2014-09-22,6.82
2014-09-23,6.71
2014-09-24,6.76
2014-09-25,6.7
2014-09-26,6.73
2014-09-29,6.53
2014-09-30,6.54
2014-10-01,6.48
2014-10-02,6.35
2014-10-03,6.35
2014-10-06,6.45
2014-10-07,6.32
2014-10-08,6.42
2014-10-09,6.2
2014-10-10,6.12
2014-10-13,6.2
2014-10-14,6.24
2014-10-15,6.03
2014-10-16,5.9
2014-10-17,6.16
2014-10-20,6.16
2014-10-21,6.25
2014-10-22,6.16
2014-10-23,6.23
