Date,OABC
2012-03-05,17.950001
2012-03-06,17.75
2012-03-07,17.959999
2012-03-08,18.23
2012-03-09,18.5
2012-03-12,18.93
2012-03-13,18.959999
2012-03-14,18.73
2012-03-15,18.959999
2012-03-16,18.950001
2012-03-19,19.309998999999998
2012-03-20,19.120001000000002
2012-03-21,19.1
2012-03-22,19.01
2012-03-23,19.280001000000002
2012-03-26,19.9
2012-03-27,19.959999
2012-03-28,19.93
2012-03-29,19.629998999999998
2012-03-30,19.360001
2012-04-02,19.59
2012-04-03,19.389999
2012-04-04,19.18
2012-04-05,19.15
2012-04-09,19.110001
2012-04-10,18.98
2012-04-11,19.209999
2012-04-12,19.309998999999998
2012-04-13,19.25
2012-04-16,19.559998999999998
2012-04-17,19.700001
2012-04-18,19.65
2012-04-19,19.465
2012-04-20,19.43
2012-04-23,19.34
2012-04-24,19.889999
2012-04-25,19.889999
2012-04-26,19.950001
2012-04-27,20.26
2012-04-30,20.049999
2012-05-01,20.01
2012-05-02,20.139999
2012-05-03,20.120001000000002
2012-05-04,20.1
2012-05-07,20.33
2012-05-08,20.120001000000002
2012-05-09,20.25
2012-05-10,20.5
2012-05-11,20.309998999999998
2012-05-14,20.17
2012-05-15,20.32
2012-05-16,20.43
2012-05-17,20.360001
2012-05-18,20.059998999999998
2012-05-21,20.24
2012-05-22,19.690001000000002
2012-05-23,19.799999
2012-05-24,19.93
2012-05-25,19.77
2012-05-29,19.98
2012-05-30,19.73
2012-05-31,19.780001000000002
2012-06-01,19.25
2012-06-04,19.6
2012-06-05,19.629998999999998
2012-06-06,20.0
2012-06-07,19.98
2012-06-08,20.0
2012-06-11,19.83
2012-06-12,20.07
2012-06-13,19.969998999999998
2012-06-14,20.24
2012-06-15,20.34
2012-06-18,20.190001000000002
2012-06-19,20.629998999999998
2012-06-20,20.65
2012-06-21,20.379998999999998
2012-06-22,20.99
2012-06-25,20.75
2012-06-26,21.299999
2012-06-27,21.299999
2012-06-28,21.34
2012-06-29,21.43
2012-07-02,21.49
2012-07-03,21.4
2012-07-05,21.15
2012-07-06,20.889999
2012-07-09,21.049999
2012-07-10,21.049999
2012-07-11,21.370001000000002
2012-07-12,21.610001
2012-07-13,22.0
2012-07-16,21.969998999999998
2012-07-17,21.889999
2012-07-18,22.040001
2012-07-19,21.85
2012-07-20,21.67
2012-07-23,21.139999
2012-07-24,20.629998999999998
2012-07-25,20.959999
2012-07-26,21.1
2012-07-27,21.129998999999998
2012-07-30,20.92
2012-07-31,20.99
2012-08-01,20.76
2012-08-02,21.139999
2012-08-03,21.389999
2012-08-06,21.57
2012-08-07,21.75
2012-08-08,21.49
2012-08-09,21.15
2012-08-10,20.93
2012-08-13,20.75
2012-08-14,20.6
2012-08-15,21.190001000000002
2012-08-16,21.74
2012-08-17,22.0
2012-08-20,22.049999
2012-08-21,21.879998999999998
2012-08-22,21.84
2012-08-23,21.58
2012-08-24,21.4
2012-08-27,21.440001000000002
2012-08-28,21.5
2012-08-29,21.91
2012-08-30,21.91
2012-08-31,21.99
2012-09-04,22.049999
2012-09-05,22.02
2012-09-06,21.950001
2012-09-07,21.889999
2012-09-10,21.940001000000002
2012-09-11,22.049999
2012-09-12,22.110001
2012-09-13,22.700001
2012-09-14,22.92
2012-09-17,22.889999
2012-09-18,22.52
2012-09-19,22.860001
2012-09-20,22.799999
2012-09-21,22.700001
2012-09-24,22.65
2012-09-25,22.67
2012-09-26,22.68
2012-09-27,23.059998999999998
2012-09-28,22.73
2012-10-01,23.049999
2012-10-02,22.99
2012-10-03,22.92
2012-10-04,22.93
2012-10-05,22.85
2012-10-08,22.92
2012-10-09,22.76
2012-10-10,22.85
2012-10-11,22.75
2012-10-12,22.67
2012-10-15,22.77
2012-10-16,22.83
2012-10-17,22.98
2012-10-18,22.219998999999998
2012-10-19,22.280001000000002
2012-10-22,22.42
2012-10-23,22.48
2012-10-24,22.41
2012-10-25,22.84
2012-10-26,22.780001000000002
2012-10-31,22.889999
2012-11-01,23.0
2012-11-02,22.809998999999998
2012-11-05,22.9
2012-11-06,22.99
2012-11-07,22.190001000000002
2012-11-08,21.700001
2012-11-09,22.049999
2012-11-12,22.450001
2012-11-13,22.42
2012-11-14,22.57
2012-11-15,22.51
2012-11-16,22.52
2012-11-19,22.610001
2012-11-20,22.25
2012-11-21,22.43
2012-11-23,22.67
2012-11-26,22.690001000000002
2012-11-27,22.6
2012-11-28,22.48
2012-11-29,22.5
2012-11-30,22.74
2012-12-03,22.99
2012-12-04,22.85
2012-12-05,23.040001
2012-12-06,23.049999
2012-12-07,23.030001000000002
2012-12-10,23.040001
2012-12-11,22.99
2012-12-12,22.950001
2012-12-13,23.040001
2012-12-14,23.17
2012-12-17,23.35
2012-12-18,23.5
2012-12-19,23.5
2012-12-20,23.450001
2012-12-21,23.49
2012-12-24,23.309998999999998
2012-12-26,23.4
2012-12-27,23.379998999999998
2012-12-28,23.26
2012-12-31,23.129998999999998
2013-01-02,23.559998999999998
2013-01-03,23.639999
2013-01-04,23.639999
2013-01-07,23.75
2013-01-08,23.93
2013-01-09,23.99
2013-01-10,24.09
2013-01-11,24.450001
2013-01-14,24.66
2013-01-15,24.9
2013-01-16,24.809998999999998
2013-01-17,25.24
2013-01-18,25.07
2013-01-22,25.01
2013-01-23,24.74
2013-01-24,24.65
2013-01-25,24.540001
2013-01-28,24.950001
2013-01-29,24.74
2013-01-30,24.690001000000002
2013-01-31,24.809998999999998
2013-02-01,25.23
2013-02-04,25.35
2013-02-05,25.549999
2013-02-06,25.700001
2013-02-07,25.75
2013-02-08,25.93
2013-02-11,25.85
2013-02-12,26.0
2013-02-13,26.049999
2013-02-14,26.07
2013-02-15,26.450001
2013-02-19,26.450001
2013-02-20,26.379998999999998
2013-02-21,26.17
2013-02-22,26.48
2013-02-25,26.110001
2013-02-26,26.469998999999998
2013-02-27,26.43
2013-02-28,26.059998999999998
2013-03-01,26.01
2013-03-04,26.0
2013-03-05,25.92
2013-03-06,25.969998999999998
2013-03-07,25.84
2013-03-08,26.0
2013-03-11,26.120001000000002
2013-03-12,26.0
2013-03-13,26.290001
2013-03-14,26.190001000000002
2013-03-15,26.0
2013-03-18,25.77
2013-03-19,25.5
2013-03-20,25.540001
2013-03-21,25.24
2013-03-22,25.6
2013-03-25,25.77
2013-03-26,25.82
2013-03-27,25.23
2013-03-28,25.280001000000002
2013-04-01,25.02
2013-04-02,24.700001
2013-04-03,24.75
2013-04-04,24.610001
2013-04-05,24.459999
2013-04-08,24.59
2013-04-09,24.41
2013-04-10,24.74
2013-04-11,24.75
2013-04-12,24.690001000000002
2013-04-15,24.26
2013-04-16,24.76
2013-04-17,24.5
2013-04-18,24.42
2013-04-19,25.049999
2013-04-22,24.9
2013-04-23,24.870001000000002
2013-04-24,25.23
2013-04-25,25.370001000000002
2013-04-26,25.18
2013-04-29,24.93
2013-04-30,24.9
2013-05-01,24.25
2013-05-02,24.360001
2013-05-03,24.450001
2013-05-06,24.469998999999998
2013-05-07,24.4
2013-05-08,24.440001000000002
2013-05-09,24.370001000000002
2013-05-10,24.4
2013-05-13,24.379998999999998
2013-05-14,24.200001
2013-05-15,24.1
2013-05-16,24.120001000000002
2013-05-17,24.07
2013-05-20,24.24
2013-05-21,24.219998999999998
2013-05-22,24.049999
2013-05-23,23.74
2013-05-24,23.1
2013-05-28,23.0
2013-05-29,22.77
2013-05-30,22.469998999999998
2013-05-31,22.27
2013-06-03,22.690001000000002
2013-06-04,22.700001
2013-06-05,22.309998999999998
2013-06-06,22.08
2013-06-07,22.0
2013-06-10,22.0
2013-06-11,21.92
2013-06-12,21.76
2013-06-13,22.15
2013-06-14,21.969998999999998
2013-06-17,22.040001
2013-06-18,22.17
2013-06-19,22.07
2013-06-20,21.91
2013-06-21,22.1
2013-06-24,21.809998999999998
2013-06-25,21.969998999999998
2013-06-26,21.799999
2013-06-27,22.01
2013-06-28,22.030001000000002
2013-07-01,22.1
2013-07-02,22.190001000000002
2013-07-03,23.0
2013-07-05,23.9
2013-07-08,23.780001000000002
2013-07-09,23.91
2013-07-10,23.9
2013-07-11,23.85
2013-07-12,23.76
2013-07-15,23.799999
2013-07-16,23.879998999999998
2013-07-17,23.84
2013-07-18,23.889999
2013-07-19,24.1
2013-07-22,24.049999
2013-07-23,24.07
2013-07-24,23.99
2013-07-25,24.0
2013-07-26,23.950001
2013-07-29,23.889999
2013-07-30,23.99
2013-07-31,23.639999
2013-08-01,23.83
2013-08-02,23.549999
2013-08-05,23.530001000000002
2013-08-06,23.51
2013-08-07,23.5
2013-08-08,23.370001000000002
2013-08-09,23.17
2013-08-12,23.25
2013-08-13,23.01
2013-08-14,22.950001
2013-08-15,23.07
2013-08-16,23.0
2013-08-19,23.01
2013-08-20,23.17
2013-08-21,23.549999
2013-08-22,23.639999
2013-08-23,23.559998999999998
2013-08-26,23.34
2013-08-27,22.75
2013-08-28,22.75
2013-08-29,22.809998999999998
2013-08-30,22.75
2013-09-03,22.780001000000002
2013-09-04,23.4
2013-09-05,23.219998999999998
2013-09-06,23.15
2013-09-09,23.059998999999998
2013-09-10,23.02
2013-09-11,23.0
2013-09-12,23.030001000000002
2013-09-13,23.26
2013-09-16,23.1
2013-09-17,23.290001
2013-09-18,23.629998999999998
2013-09-19,23.4
2013-09-20,23.870001000000002
2013-09-23,24.32
2013-09-24,24.450001
2013-09-25,24.25
2013-09-26,24.290001
2013-09-27,24.59
2013-09-30,24.459999
2013-10-01,23.889999
2013-10-02,24.15
2013-10-03,23.75
2013-10-04,23.610001
2013-10-07,23.360001
2013-10-08,23.280001000000002
2013-10-09,23.49
2013-10-10,22.714001
2013-10-11,22.35
2013-10-14,22.1
2013-10-15,21.950001
2013-10-16,21.950001
2013-10-17,21.969998999999998
2013-10-18,21.959999
2013-10-21,21.950001
2013-10-22,21.93
2013-10-23,21.83
2013-10-24,21.93
2013-10-25,22.629998999999998
2013-10-28,22.49
2013-10-29,22.389999
2013-10-30,22.18
2013-10-31,21.92
2013-11-01,21.950001
2013-11-04,22.190001000000002
2013-11-05,22.049999
2013-11-06,21.99
2013-11-07,21.690001000000002
2013-11-08,21.950001
2013-11-11,21.92
2013-11-12,22.0
2013-11-13,22.0
2013-11-14,21.99
2013-11-15,21.99
2013-11-18,21.860001
2013-11-19,21.91
2013-11-20,21.860001
2013-11-21,22.0
2013-11-22,22.0
2013-11-25,21.93
2013-11-26,22.0
2013-11-27,22.049999
2013-11-29,22.030001000000002
2013-12-02,21.959999
2013-12-03,21.98
2013-12-04,21.99
2013-12-05,22.07
2013-12-06,22.09
2013-12-09,22.0
2013-12-10,22.0
2013-12-11,21.42
2013-12-12,21.41
2013-12-13,21.799999
2013-12-16,21.5
2013-12-17,21.66
2013-12-18,21.73
2013-12-19,21.48
2013-12-20,21.389999
2013-12-23,21.73
2013-12-24,21.719998999999998
2013-12-26,21.91
2013-12-27,21.799999
2013-12-30,21.52
2013-12-31,21.379998999999998
2014-01-02,21.290001
2014-01-03,21.1
2014-01-06,21.110001
2014-01-07,20.9
2014-01-08,20.77
2014-01-09,20.969998999999998
2014-01-10,21.129998999999998
2014-01-13,20.959999
2014-01-14,21.389999
2014-01-15,21.709999
2014-01-16,21.799999
2014-01-17,22.09
2014-01-21,22.299999
2014-01-22,22.459999
2014-01-23,22.34
2014-01-24,22.040001
2014-01-27,22.0
2014-01-28,22.15
2014-01-29,22.25
2014-01-30,22.85
2014-01-31,22.42
2014-02-03,22.35
2014-02-04,22.25
2014-02-05,22.110001
2014-02-06,22.299999
2014-02-07,21.91
2014-02-10,21.719998999999998
2014-02-11,22.24
2014-02-12,22.040001
2014-02-13,22.219998999999998
2014-02-14,22.209999
2014-02-18,22.059998999999998
2014-02-19,21.5
2014-02-20,21.959999
2014-02-21,21.83
2014-02-24,21.969998999999998
2014-02-25,21.889999
2014-02-26,22.0
2014-02-27,21.870001000000002
2014-02-28,21.77
2014-03-03,20.940001000000002
2014-03-04,21.09
2014-03-05,20.870001000000002
2014-03-06,20.75
2014-03-07,20.83
2014-03-10,21.209999
2014-03-11,21.27
2014-03-12,21.34
2014-03-13,21.280001000000002
2014-03-14,21.32
2014-03-17,21.91
2014-03-18,22.370001000000002
2014-03-19,22.48
2014-03-20,22.809998999999998
2014-03-21,22.85
2014-03-24,22.940001000000002
2014-03-25,23.280001000000002
2014-03-26,22.620001000000002
2014-03-27,22.5
2014-03-28,22.75
2014-03-31,22.790001
2014-04-01,22.950001
2014-04-02,22.73
2014-04-03,22.790001
2014-04-04,23.0
2014-04-07,23.01
2014-04-08,23.15
2014-04-09,23.01
2014-04-10,23.07
2014-04-11,22.98
2014-04-14,22.469998999999998
2014-04-15,22.629998999999998
2014-04-16,22.91
2014-04-17,22.84
2014-04-21,22.76
2014-04-22,22.870001000000002
2014-04-23,22.77
2014-04-24,22.780001000000002
2014-04-25,22.75
2014-04-28,22.93
2014-04-29,24.99
2014-04-30,24.860001
2014-05-01,24.6
2014-05-02,24.280001000000002
2014-05-05,
2014-05-06,
2014-05-07,
2014-05-08,24.49
2014-05-09,
2014-05-12,24.780001000000002
2014-05-13,24.51
2014-05-14,24.110001
2014-05-15,23.889999
2014-05-16,24.15
2014-05-19,24.200001
2014-05-20,
2014-05-21,
2014-05-22,
2014-05-23,
2014-05-27,
2014-05-28,
2014-05-29,23.959999
2014-05-30,
2014-06-02,
2014-06-03,
2014-06-04,
2014-06-05,
2014-06-06,
2014-06-09,
2014-06-10,
2014-06-11,
2014-06-12,24.690001000000002
2014-06-13,
2014-06-16,24.68
2014-06-17,24.83
2014-06-18,24.91
2014-06-19,25.0
2014-06-20,24.969998999999998
2014-06-23,24.959999
2014-06-24,24.969998999999998
2014-06-25,25.08
2014-06-26,25.1
2014-06-27,25.200001
2014-06-30,25.0
2014-07-01,24.93
2014-07-02,24.99
2014-07-03,25.059998999999998
2014-07-07,25.07
2014-07-08,24.969998999999998
2014-07-09,24.790001
2014-07-10,24.65
2014-07-11,24.469998999999998
2014-07-14,24.440001000000002
2014-07-15,24.309998999999998
2014-07-16,
2014-07-17,
2014-07-18,24.23
2014-07-21,24.42
2014-07-22,24.82
2014-07-23,24.959999
2014-07-24,24.84
2014-07-25,24.9
2014-07-28,
2014-07-29,24.690001000000002
2014-07-30,24.84
2014-07-31,24.709999
2014-08-01,24.549999
2014-08-04,24.5
2014-08-05,24.34
2014-08-06,24.370001000000002
2014-08-07,
2014-08-08,24.52
2014-08-11,24.719998999999998
2014-08-12,
2014-08-13,
2014-08-14,
2014-08-15,
2014-08-18,
2014-08-19,
2014-08-20,
2014-08-21,25.139999
2014-08-22,25.33
2014-08-25,
2014-08-26,25.98
2014-08-27,
2014-08-28,25.889999
2014-08-29,
2014-09-02,26.059998999999998
2014-09-03,
2014-09-04,25.25
2014-09-05,25.59
2014-09-08,
2014-09-09,25.49
2014-09-10,
2014-09-11,25.85
2014-09-12,
2014-09-15,
2014-09-16,
2014-09-17,
2014-09-18,
2014-09-19,
2014-09-22,26.01
2014-09-23,
2014-09-24,
2014-09-25,26.049999
2014-09-26,
2014-09-29,
2014-09-30,
2014-10-01,25.9
2014-10-02,
2014-10-03,
2014-10-06,26.83
2014-10-07,
2014-10-08,
2014-10-09,
2014-10-10,26.42
2014-10-13,
2014-10-14,26.6
2014-10-15,26.559998999999998
2014-10-16,26.76
2014-10-17,26.65
2014-10-20,26.9
2014-10-21,27.0
2014-10-22,
2014-10-23,26.68
2014-10-24,26.93
2014-10-27,26.120001000000002
2014-10-28,26.82
2014-10-29,26.77
2014-10-30,26.959999
2014-10-31,27.040001
2014-11-03,26.92
2014-11-04,
2014-11-05,27.08
2014-11-06,27.040001
2014-11-07,
2014-11-10,
2014-11-11,27.0
2014-11-12,
2014-11-13,
2014-11-14,
2014-11-17,27.33
2014-11-18,
2014-11-19,
2014-11-20,
2014-11-21,26.790001
2014-11-24,
2014-11-25,
2014-11-26,27.15
2014-11-28,
2014-12-01,
2014-12-02,
2014-12-03,
2014-12-04,26.530001000000002
2014-12-05,26.700001
