Date,GSKY
2019-01-23,11.09
2019-01-24,11.14
2019-01-25,11.33
2019-01-28,11.0
2019-01-29,10.97
2019-01-30,10.95
2019-01-31,11.0
2019-02-01,10.97
2019-02-04,11.12
2019-02-05,11.21
2019-02-06,11.2
2019-02-07,10.8
2019-02-08,11.05
2019-02-11,11.36
2019-02-12,10.29
2019-02-13,10.49
2019-02-14,10.47
2019-02-15,10.43
2019-02-19,10.45
2019-02-20,10.48
2019-02-21,10.37
2019-02-22,10.5
2019-02-25,10.41
2019-02-26,10.71
2019-02-27,10.68
2019-02-28,11.3
2019-03-01,11.61
2019-03-04,11.37
2019-03-05,12.14
2019-03-06,13.17
2019-03-07,12.55
2019-03-08,12.81
2019-03-11,13.17
2019-03-12,13.0
2019-03-13,12.96
2019-03-14,12.83
2019-03-15,13.32
2019-03-18,13.15
2019-03-19,13.31
2019-03-20,13.09
2019-03-21,13.53
2019-03-22,12.86
2019-03-25,12.53
2019-03-26,12.74
2019-03-27,12.72
2019-03-28,12.91
2019-03-29,12.94
2019-04-01,13.21
2019-04-02,13.15
2019-04-03,13.09
2019-04-04,12.87
2019-04-05,13.04
2019-04-08,13.08
2019-04-09,13.38
2019-04-10,13.56
2019-04-11,14.06
2019-04-12,14.01
2019-04-15,14.34
2019-04-16,14.92
2019-04-17,14.96
2019-04-18,15.23
2019-04-22,15.41
2019-04-23,15.47
2019-04-24,15.45
2019-04-25,15.39
2019-04-26,15.72
2019-04-29,16.059998999999998
2019-04-30,15.98
2019-05-01,15.83
2019-05-02,15.2
2019-05-03,14.89
2019-05-06,14.88
2019-05-07,14.17
2019-05-08,13.78
2019-05-09,13.02
2019-05-10,13.43
2019-05-13,12.69
2019-05-14,12.95
2019-05-15,11.56
2019-05-16,11.22
2019-05-17,11.34
2019-05-20,11.28
2019-05-21,11.41
2019-05-22,11.0
2019-05-23,10.74
2019-05-24,10.9
2019-05-28,10.99
2019-05-29,10.89
2019-05-30,11.48
2019-05-31,11.08
2019-06-03,11.03
2019-06-04,11.66
2019-06-05,11.87
2019-06-06,11.81
2019-06-07,12.21
2019-06-10,12.48
2019-06-11,12.6
2019-06-12,12.54
2019-06-13,12.89
2019-06-14,12.8
2019-06-17,12.65
2019-06-18,12.77
2019-06-19,12.89
2019-06-20,13.18
2019-06-21,13.14
2019-06-24,12.95
2019-06-25,12.12
2019-06-26,12.16
2019-06-27,11.49
2019-06-28,12.29
2019-07-01,11.25
2019-07-02,11.32
2019-07-03,11.31
2019-07-05,11.34
2019-07-08,11.35
2019-07-09,11.5
2019-07-10,11.42
2019-07-11,11.61
2019-07-12,11.78
2019-07-15,11.38
2019-07-16,11.82
2019-07-17,12.42
2019-07-18,12.38
2019-07-19,12.32
2019-07-22,12.73
2019-07-23,12.98
2019-07-24,12.86
2019-07-25,12.33
2019-07-26,12.1
2019-07-29,11.74
2019-07-30,11.82
2019-07-31,11.43
2019-08-01,11.13
2019-08-02,10.78
2019-08-05,10.38
2019-08-06,6.81
2019-08-07,6.91
2019-08-08,7.6
2019-08-09,7.57
2019-08-12,7.23
2019-08-13,7.58
2019-08-14,7.37
2019-08-15,7.16
2019-08-16,7.12
2019-08-19,7.24
2019-08-20,7.25
2019-08-21,7.25
2019-08-22,7.3
2019-08-23,7.05
2019-08-26,7.0
2019-08-27,6.83
2019-08-28,6.82
2019-08-29,6.76
2019-08-30,6.8
2019-09-03,6.67
2019-09-04,6.96
2019-09-05,7.13
2019-09-06,6.83
2019-09-09,7.17
2019-09-10,7.19
2019-09-11,6.88
2019-09-12,7.12
2019-09-13,7.42
2019-09-16,8.0
2019-09-17,7.59
2019-09-18,7.47
2019-09-19,7.55
2019-09-20,7.2
2019-09-23,6.99
2019-09-24,6.67
2019-09-25,6.73
2019-09-26,6.42
2019-09-27,6.415
2019-09-30,6.845
2019-10-01,6.58
2019-10-02,6.675
2019-10-03,6.56
2019-10-04,6.91
2019-10-07,6.94
2019-10-08,6.655
2019-10-09,6.755
2019-10-10,6.77
2019-10-11,7.3
2019-10-14,7.05
2019-10-15,7.39
2019-10-16,7.37
2019-10-17,7.37
2019-10-18,7.54
2019-10-21,7.6
2019-10-22,7.12
2019-10-23,7.28
2019-10-24,7.41
2019-10-25,7.67
2019-10-28,7.865
2019-10-29,7.81
2019-10-30,7.75
2019-10-31,7.65
2019-11-01,7.695
2019-11-04,7.7
2019-11-05,7.15
2019-11-06,7.23
2019-11-07,7.805
2019-11-08,7.8
2019-11-11,7.53
2019-11-12,7.47
2019-11-13,7.62
2019-11-14,7.74
2019-11-15,7.27
2019-11-18,7.42
2019-11-19,7.45
2019-11-20,7.11
2019-11-21,7.24
2019-11-22,7.43
2019-11-25,7.47
2019-11-26,7.48
2019-11-27,7.43
2019-11-29,7.44
2019-12-02,7.27
2019-12-03,7.28
2019-12-04,7.24
2019-12-05,6.97
2019-12-06,6.97
2019-12-09,7.07
2019-12-10,6.93
2019-12-11,6.82
2019-12-12,7.0
2019-12-13,7.2
2019-12-16,7.28
2019-12-17,7.42
2019-12-18,7.7
2019-12-19,8.57
2019-12-20,9.12
2019-12-23,9.2
2019-12-24,9.03
2019-12-26,9.205
2019-12-27,9.12
2019-12-30,9.09
2019-12-31,8.9
2020-01-02,8.83
2020-01-03,8.56
2020-01-06,8.32
2020-01-07,8.0
2020-01-08,7.92
2020-01-09,8.05
2020-01-10,8.01
2020-01-13,8.25
2020-01-14,8.46
2020-01-15,8.74
2020-01-16,9.14
2020-01-17,8.98
2020-01-21,8.56
2020-01-22,9.61
2020-01-23,9.15
2020-01-24,9.04
2020-01-27,8.67
2020-01-28,8.95
2020-01-29,9.31
2020-01-30,9.4
2020-01-31,9.25
2020-02-03,9.58
2020-02-04,9.61
2020-02-05,9.19
2020-02-06,9.17
2020-02-07,8.97
2020-02-10,8.71
2020-02-11,8.895
2020-02-12,8.96
2020-02-13,8.94
2020-02-14,8.98
2020-02-18,8.88
2020-02-19,8.85
2020-02-20,8.85
2020-02-21,8.76
2020-02-24,8.38
2020-02-25,8.06
2020-02-26,7.79
2020-02-27,7.66
2020-02-28,7.98
2020-03-02,7.87
2020-03-03,6.18
2020-03-04,6.49
2020-03-05,6.04
2020-03-06,6.11
2020-03-09,5.8
2020-03-10,6.0
2020-03-11,5.75
2020-03-12,5.15
2020-03-13,5.25
2020-03-16,5.09
2020-03-17,5.05
2020-03-18,4.3
2020-03-19,4.01
2020-03-20,3.81
2020-03-23,3.4
2020-03-24,4.12
2020-03-25,4.08
2020-03-26,4.36
2020-03-27,3.86
2020-03-30,4.16
2020-03-31,3.82
2020-04-01,3.64
2020-04-02,3.51
2020-04-03,3.1
2020-04-06,3.34
2020-04-07,3.2
2020-04-08,3.7
2020-04-09,4.03
2020-04-13,3.81
2020-04-14,3.9
2020-04-15,3.44
2020-04-16,3.32
2020-04-17,3.35
2020-04-20,3.31
2020-04-21,3.23
2020-04-22,3.15
2020-04-23,3.45
2020-04-24,3.29
2020-04-27,3.64
2020-04-28,3.86
2020-04-29,4.28
2020-04-30,4.34
2020-05-01,4.29
2020-05-04,4.15
2020-05-05,4.4
2020-05-06,4.21
2020-05-07,4.3
2020-05-08,4.37
