Date,MXL
2011-11-25,4.75
2011-11-28,4.82
2011-11-29,4.46
2011-11-30,4.82
2011-12-01,4.8
2011-12-02,5.04
2011-12-05,4.95
2011-12-06,5.02
2011-12-07,4.9
2011-12-08,4.67
2011-12-09,4.99
2011-12-12,4.76
2011-12-13,4.49
2011-12-14,4.57
2011-12-15,4.54
2011-12-16,4.42
2011-12-19,4.21
2011-12-20,4.27
2011-12-21,4.14
2011-12-22,4.31
2011-12-23,4.48
2011-12-27,4.5
2011-12-28,4.44
2011-12-29,4.53
2011-12-30,4.75
2012-01-03,4.93
2012-01-04,4.9
2012-01-05,5.01
2012-01-06,4.92
2012-01-09,4.93
2012-01-10,5.09
2012-01-11,5.25
2012-01-12,5.23
2012-01-13,5.18
2012-01-17,5.14
2012-01-18,5.55
2012-01-19,6.12
2012-01-20,6.31
2012-01-23,6.18
2012-01-24,6.3
2012-01-25,6.33
2012-01-26,5.99
2012-01-27,5.95
2012-01-30,5.94
2012-01-31,5.97
2012-02-01,6.03
2012-02-02,5.99
2012-02-03,6.1
2012-02-06,6.23
2012-02-07,6.27
2012-02-08,6.0
2012-02-09,5.8
2012-02-10,5.77
2012-02-13,5.78
2012-02-14,5.7
2012-02-15,5.58
2012-02-16,5.51
2012-02-17,5.53
2012-02-21,5.43
2012-02-22,5.29
2012-02-23,5.53
2012-02-24,5.57
2012-02-27,5.72
2012-02-28,5.74
2012-02-29,5.5
2012-03-01,5.78
2012-03-02,5.69
2012-03-05,5.5
2012-03-06,5.63
2012-03-07,5.67
2012-03-08,5.56
2012-03-09,5.98
2012-03-12,5.97
2012-03-13,6.0
2012-03-14,6.05
2012-03-15,5.99
2012-03-16,5.85
2012-03-19,5.96
2012-03-20,5.83
2012-03-21,5.78
2012-03-22,5.6
2012-03-23,5.57
2012-03-26,5.7
2012-03-27,5.58
2012-03-28,5.59
2012-03-29,5.53
2012-03-30,5.57
2012-04-02,5.46
2012-04-03,5.31
2012-04-04,5.32
2012-04-05,5.38
2012-04-09,5.26
2012-04-10,5.07
2012-04-11,4.98
2012-04-12,5.14
2012-04-13,5.0
2012-04-16,5.12
2012-04-17,5.01
2012-04-18,5.0
2012-04-19,4.97
2012-04-20,5.01
2012-04-23,4.95
2012-04-24,5.0
2012-04-25,5.0
2012-04-26,4.98
2012-04-27,4.99
2012-04-30,4.85
2012-05-01,4.7
2012-05-02,4.71
2012-05-03,4.98
2012-05-04,4.95
2012-05-07,4.92
2012-05-08,4.95
2012-05-09,4.92
2012-05-10,4.81
2012-05-11,4.73
2012-05-14,4.6
2012-05-15,4.55
2012-05-16,4.3
2012-05-17,4.26
2012-05-18,4.16
2012-05-21,4.13
2012-05-22,4.12
2012-05-23,4.13
2012-05-24,4.16
2012-05-25,4.2
2012-05-29,4.22
2012-05-30,4.24
2012-05-31,4.48
2012-06-01,4.31
2012-06-04,4.23
2012-06-05,4.37
2012-06-06,4.47
2012-06-07,4.48
2012-06-08,4.53
2012-06-11,4.58
2012-06-12,4.67
2012-06-13,4.55
2012-06-14,4.73
2012-06-15,4.82
2012-06-18,4.95
2012-06-19,4.95
2012-06-20,4.98
2012-06-21,4.9
2012-06-22,5.01
2012-06-25,4.91
2012-06-26,4.95
2012-06-27,4.95
2012-06-28,4.89
2012-06-29,4.96
2012-07-02,5.07
2012-07-03,5.02
2012-07-05,5.0
2012-07-06,4.94
2012-07-09,4.99
2012-07-10,5.04
2012-07-11,5.05
2012-07-12,5.01
2012-07-13,4.96
2012-07-16,4.65
2012-07-17,4.78
2012-07-18,4.64
2012-07-19,4.37
2012-07-20,4.24
2012-07-23,4.2
2012-07-24,4.03
2012-07-25,4.15
2012-07-26,4.25
2012-07-27,4.63
2012-07-30,4.63
2012-07-31,4.72
2012-08-01,4.52
2012-08-02,4.59
2012-08-03,5.61
2012-08-06,5.7
2012-08-07,5.7
2012-08-08,5.66
2012-08-09,5.64
2012-08-10,5.66
2012-08-13,5.49
2012-08-14,5.57
2012-08-15,5.6
2012-08-16,5.6
2012-08-17,5.66
2012-08-20,5.61
2012-08-21,5.59
2012-08-22,5.66
2012-08-23,5.91
2012-08-24,5.83
2012-08-27,5.84
2012-08-28,5.94
2012-08-29,5.91
2012-08-30,5.68
2012-08-31,5.71
2012-09-04,6.07
2012-09-05,6.15
2012-09-06,6.64
2012-09-07,6.8
2012-09-10,6.8
2012-09-11,7.02
2012-09-12,7.08
2012-09-13,7.14
2012-09-14,7.1
2012-09-17,7.18
2012-09-18,7.17
2012-09-19,7.15
2012-09-20,7.2
2012-09-21,7.06
2012-09-24,7.03
2012-09-25,6.4
2012-09-26,6.62
2012-09-27,6.94
2012-09-28,6.69
2012-10-01,6.75
2012-10-02,6.87
2012-10-03,6.72
2012-10-04,6.83
2012-10-05,6.74
2012-10-08,6.59
2012-10-09,6.46
2012-10-10,6.03
2012-10-11,6.02
2012-10-12,5.91
2012-10-15,5.88
2012-10-16,6.29
2012-10-17,6.37
2012-10-18,6.36
2012-10-19,6.18
2012-10-22,6.13
2012-10-23,6.21
2012-10-24,6.2
2012-10-25,6.03
2012-10-26,6.26
2012-10-31,5.68
2012-11-01,5.87
2012-11-02,5.4
2012-11-05,5.54
2012-11-06,5.53
2012-11-07,5.05
2012-11-08,4.95
2012-11-09,5.07
2012-11-12,4.91
2012-11-13,4.71
2012-11-14,4.72
2012-11-15,4.64
2012-11-16,4.65
2012-11-19,5.03
2012-11-20,5.0
2012-11-21,5.0
2012-11-23,5.14
2012-11-26,5.08
2012-11-27,5.07
2012-11-28,5.27
2012-11-29,5.32
2012-11-30,5.37
2012-12-03,5.15
2012-12-04,5.28
2012-12-05,5.15
2012-12-06,5.01
2012-12-07,5.09
2012-12-10,5.03
2012-12-11,5.26
2012-12-12,5.39
2012-12-13,5.24
2012-12-14,5.18
2012-12-17,5.46
2012-12-18,5.45
2012-12-19,5.29
2012-12-20,5.41
2012-12-21,5.25
2012-12-24,5.08
2012-12-26,5.06
2012-12-27,5.04
2012-12-28,5.05
2012-12-31,5.02
2013-01-02,5.13
2013-01-03,5.16
2013-01-04,5.26
2013-01-07,5.15
2013-01-08,5.15
2013-01-09,5.22
2013-01-10,5.21
2013-01-11,5.25
2013-01-14,5.28
2013-01-15,5.25
2013-01-16,5.2
2013-01-17,5.28
2013-01-18,5.23
2013-01-22,5.3
2013-01-23,5.28
2013-01-24,5.27
2013-01-25,5.2
2013-01-28,5.18
2013-01-29,5.2
2013-01-30,5.2
2013-01-31,5.18
2013-02-01,5.24
2013-02-04,5.1
2013-02-05,5.39
2013-02-06,6.0
2013-02-07,5.87
2013-02-08,5.92
2013-02-11,5.97
2013-02-12,5.82
2013-02-13,5.92
2013-02-14,5.95
2013-02-15,5.98
2013-02-19,6.02
2013-02-20,6.0
2013-02-21,5.76
2013-02-22,5.62
2013-02-25,5.53
2013-02-26,5.8
2013-02-27,5.94
2013-02-28,5.88
2013-03-01,6.14
2013-03-04,6.35
2013-03-05,6.38
2013-03-06,6.4
2013-03-07,6.27
2013-03-08,6.04
2013-03-11,5.72
2013-03-12,5.74
2013-03-13,5.73
2013-03-14,5.77
2013-03-15,5.95
2013-03-18,5.83
2013-03-19,5.96
2013-03-20,6.09
2013-03-21,6.11
2013-03-22,6.18
2013-03-25,6.12
2013-03-26,6.01
2013-03-27,6.07
2013-03-28,6.2
2013-04-01,5.95
2013-04-02,6.01
2013-04-03,5.72
2013-04-04,5.69
2013-04-05,5.62
2013-04-08,5.75
2013-04-09,5.73
2013-04-10,6.04
2013-04-11,6.01
2013-04-12,5.99
2013-04-15,5.72
2013-04-16,5.7
2013-04-17,5.65
2013-04-18,5.65
2013-04-19,5.71
2013-04-22,5.75
2013-04-23,5.96
2013-04-24,6.03
2013-04-25,5.98
2013-04-26,6.01
2013-04-29,6.22
2013-04-30,6.23
2013-05-01,6.22
2013-05-02,6.08
2013-05-03,6.36
2013-05-06,6.2
2013-05-07,6.19
2013-05-08,6.18
2013-05-09,6.13
2013-05-10,6.33
2013-05-13,6.32
2013-05-14,6.93
2013-05-15,6.94
2013-05-16,6.57
2013-05-17,6.79
2013-05-20,6.78
2013-05-21,6.7
2013-05-22,6.47
2013-05-23,6.43
2013-05-24,6.43
2013-05-28,6.5
2013-05-29,6.47
2013-05-30,6.48
2013-05-31,6.31
2013-06-03,6.56
2013-06-04,6.6
2013-06-05,6.48
2013-06-06,6.54
2013-06-07,6.56
2013-06-10,6.64
2013-06-11,6.5
2013-06-12,6.44
2013-06-13,6.6
2013-06-14,6.46
2013-06-17,6.58
2013-06-18,6.75
2013-06-19,6.76
2013-06-20,6.39
2013-06-21,6.77
2013-06-24,6.69
2013-06-25,6.82
2013-06-26,6.8
2013-06-27,6.95
2013-06-28,7.0
2013-07-01,6.95
2013-07-02,6.96
2013-07-03,6.84
2013-07-05,7.15
2013-07-08,7.14
2013-07-09,7.08
2013-07-10,7.1
2013-07-11,7.09
2013-07-12,7.01
2013-07-15,7.0
2013-07-16,6.94
2013-07-17,7.1
2013-07-18,7.12
2013-07-19,7.07
2013-07-22,7.09
2013-07-23,7.0
2013-07-24,7.24
2013-07-25,7.19
2013-07-26,7.11
2013-07-29,7.05
2013-07-30,7.03
2013-07-31,6.93
2013-08-01,6.71
2013-08-02,8.01
2013-08-05,8.02
2013-08-06,8.1
2013-08-07,8.05
2013-08-08,8.02
2013-08-09,8.11
2013-08-12,8.29
2013-08-13,7.99
2013-08-14,8.04
2013-08-15,7.93
2013-08-16,8.01
2013-08-19,7.9
2013-08-20,7.9
2013-08-21,7.85
2013-08-22,7.84
2013-08-23,7.84
2013-08-26,8.0
2013-08-27,7.69
2013-08-28,7.98
2013-08-29,8.1
2013-08-30,8.42
2013-09-03,8.38
2013-09-04,8.64
2013-09-05,8.41
2013-09-06,8.55
2013-09-09,8.7
2013-09-10,8.63
2013-09-11,8.51
2013-09-12,8.62
2013-09-13,8.7
2013-09-16,8.45
2013-09-17,8.69
2013-09-18,8.5
2013-09-19,8.45
2013-09-20,8.31
2013-09-23,8.17
2013-09-24,8.26
2013-09-25,8.27
2013-09-26,8.2
2013-09-27,8.17
2013-09-30,8.29
2013-10-01,8.04
2013-10-02,7.83
2013-10-03,7.73
2013-10-04,7.65
2013-10-07,7.92
2013-10-08,7.88
2013-10-09,7.83
2013-10-10,8.16
2013-10-11,8.13
2013-10-14,8.25
2013-10-15,8.57
2013-10-16,8.5
2013-10-17,8.72
2013-10-18,8.88
2013-10-21,8.98
2013-10-22,9.02
2013-10-23,8.9
2013-10-24,8.97
2013-10-25,8.89
2013-10-28,8.89
2013-10-29,8.94
2013-10-30,8.87
2013-10-31,8.66
2013-11-01,8.41
2013-11-04,8.38
2013-11-05,8.08
2013-11-06,8.17
2013-11-07,8.09
2013-11-08,8.23
2013-11-11,8.18
2013-11-12,8.12
2013-11-13,8.09
2013-11-14,8.04
2013-11-15,8.03
2013-11-18,8.03
2013-11-19,8.05
2013-11-20,8.09
2013-11-21,8.19
2013-11-22,8.09
2013-11-25,8.19
2013-11-26,8.27
2013-11-27,8.28
2013-11-29,8.5
2013-12-02,8.34
2013-12-03,8.47
2013-12-04,8.26
2013-12-05,8.46
2013-12-06,8.68
2013-12-09,8.85
2013-12-10,8.85
2013-12-11,8.91
2013-12-12,8.99
2013-12-13,9.17
2013-12-16,8.77
2013-12-17,8.66
2013-12-18,9.05
2013-12-19,9.23
2013-12-20,9.71
2013-12-23,9.66
2013-12-24,9.79
2013-12-26,9.79
2013-12-27,10.37
2013-12-30,10.33
2013-12-31,10.43
2014-01-02,10.21
2014-01-03,10.37
2014-01-06,10.46
2014-01-07,10.09
2014-01-08,10.32
2014-01-09,10.32
2014-01-10,10.61
2014-01-13,10.61
2014-01-14,11.2
2014-01-15,10.78
2014-01-16,10.89
2014-01-17,10.69
2014-01-21,10.85
2014-01-22,10.71
2014-01-23,10.74
2014-01-24,10.68
2014-01-27,10.4
2014-01-28,10.57
2014-01-29,10.31
2014-01-30,10.61
2014-01-31,10.26
2014-02-03,9.83
2014-02-04,9.95
2014-02-05,9.9
2014-02-06,10.34
2014-02-07,9.56
2014-02-10,9.44
2014-02-11,9.62
2014-02-12,10.04
2014-02-13,9.92
2014-02-14,9.91
2014-02-18,9.56
2014-02-19,9.65
2014-02-20,9.98
2014-02-21,9.66
2014-02-24,9.44
2014-02-25,9.39
2014-02-26,9.55
2014-02-27,9.59
2014-02-28,9.35
2014-03-03,9.35
2014-03-04,9.58
2014-03-05,9.7
2014-03-06,9.7
2014-03-07,9.85
2014-03-10,9.58
2014-03-11,9.34
2014-03-12,9.58
2014-03-13,9.64
2014-03-14,9.45
2014-03-17,9.71
2014-03-18,10.03
2014-03-19,9.8
2014-03-20,9.82
2014-03-21,9.85
2014-03-24,9.74
2014-03-25,9.71
2014-03-26,9.32
2014-03-27,9.56
2014-03-28,9.36
2014-03-31,9.48
2014-04-01,9.53
2014-04-02,9.67
2014-04-03,9.47
2014-04-04,8.98
2014-04-07,8.56
2014-04-08,8.9
2014-04-09,9.12
2014-04-10,9.0
2014-04-11,9.0
2014-04-14,8.98
2014-04-15,8.8
2014-04-16,8.92
2014-04-17,8.9
2014-04-21,8.97
2014-04-22,8.98
2014-04-23,8.88
2014-04-24,8.98
2014-04-25,8.61
2014-04-28,8.39
2014-04-29,8.37
2014-04-30,7.87
2014-05-01,9.43
2014-05-02,9.04
2014-05-05,9.14
2014-05-06,8.89
2014-05-07,8.65
2014-05-08,8.58
2014-05-09,8.75
2014-05-12,9.18
2014-05-13,8.8
2014-05-14,8.71
2014-05-15,8.69
2014-05-16,8.57
2014-05-19,8.8
2014-05-20,8.32
2014-05-21,8.69
2014-05-22,8.53
2014-05-23,8.68
2014-05-27,8.4
2014-05-28,8.92
2014-05-29,9.27
2014-05-30,9.46
2014-06-02,9.23
2014-06-03,9.2
2014-06-04,9.32
2014-06-05,9.35
2014-06-06,9.25
2014-06-09,9.43
2014-06-10,9.55
2014-06-11,9.99
2014-06-12,9.86
2014-06-13,9.99
2014-06-16,10.12
2014-06-17,10.04
2014-06-18,10.05
2014-06-19,9.91
2014-06-20,10.09
2014-06-23,10.12
2014-06-24,9.84
2014-06-25,10.05
2014-06-26,10.03
2014-06-27,9.91
2014-06-30,10.07
2014-07-01,10.31
2014-07-02,10.12
2014-07-03,10.47
2014-07-07,10.0
2014-07-08,10.27
2014-07-09,10.67
2014-07-10,10.32
2014-07-11,10.58
2014-07-14,10.41
2014-07-15,10.31
2014-07-16,10.08
2014-07-17,9.7
2014-07-18,9.9
2014-07-21,9.98
2014-07-22,9.95
2014-07-23,9.62
2014-07-24,9.34
2014-07-25,9.34
2014-07-28,9.45
2014-07-29,9.65
2014-07-30,9.7
2014-07-31,9.48
2014-08-01,8.6
2014-08-04,8.59
2014-08-05,8.71
2014-08-06,8.94
2014-08-07,9.21
2014-08-08,9.51
2014-08-11,9.52
2014-08-12,9.5
2014-08-13,9.57
2014-08-14,9.65
2014-08-15,9.57
2014-08-18,9.83
2014-08-19,9.86
2014-08-20,9.83
2014-08-21,9.78
2014-08-22,9.73
2014-08-25,9.62
2014-08-26,9.5
2014-08-27,9.3
2014-08-28,9.18
2014-08-29,9.27
2014-09-02,9.11
2014-09-03,8.93
2014-09-04,8.96
2014-09-05,8.8
2014-09-08,8.77
2014-09-09,7.26
2014-09-10,6.92
2014-09-11,6.81
2014-09-12,7.07
2014-09-15,7.04
2014-09-16,7.45
2014-09-17,7.49
2014-09-18,7.52
2014-09-19,7.36
2014-09-22,7.27
2014-09-23,7.3
2014-09-24,7.25
2014-09-25,7.15
2014-09-26,7.15
2014-09-29,7.06
2014-09-30,6.88
2014-10-01,6.91
2014-10-02,6.98
2014-10-03,6.98
2014-10-06,7.0
2014-10-07,6.74
2014-10-08,7.0
2014-10-09,6.75
2014-10-10,6.38
2014-10-13,6.31
2014-10-14,6.42
2014-10-15,6.49
2014-10-16,6.63
2014-10-17,6.43
2014-10-20,6.41
2014-10-21,6.57
2014-10-22,6.5
2014-10-23,6.7
2014-10-24,6.83
2014-10-27,6.57
2014-10-28,6.91
2014-10-29,6.98
2014-10-30,6.98
2014-10-31,7.09
2014-11-03,7.1
2014-11-04,7.26
2014-11-05,7.49
2014-11-06,7.49
2014-11-07,7.43
2014-11-10,7.45
2014-11-11,7.33
2014-11-12,7.27
2014-11-13,7.34
2014-11-14,7.25
2014-11-17,7.2
2014-11-18,7.25
2014-11-19,7.19
2014-11-20,7.29
2014-11-21,7.26
2014-11-24,7.26
2014-11-25,7.17
2014-11-26,7.35
2014-11-28,7.3
2014-12-01,7.15
2014-12-02,7.27
2014-12-03,7.44
2014-12-04,7.47
2014-12-05,7.82
2014-12-08,7.54
2014-12-09,7.98
2014-12-10,7.9
2014-12-11,7.78
2014-12-12,7.32
2014-12-15,7.27
2014-12-16,7.27
2014-12-17,7.61
2014-12-18,7.5
2014-12-19,7.4
2014-12-22,7.5
2014-12-23,7.4
2014-12-24,7.33
2014-12-26,7.37
2014-12-29,7.18
2014-12-30,7.13
2014-12-31,7.41
2015-01-02,7.46
2015-01-05,7.59
2015-01-06,7.27
2015-01-07,7.38
2015-01-08,7.72
2015-01-09,7.98
2015-01-12,8.19
2015-01-13,8.21
2015-01-14,8.2
2015-01-15,7.98
2015-01-16,8.08
2015-01-20,8.24
2015-01-21,8.42
2015-01-22,8.52
2015-01-23,8.38
2015-01-26,8.4
2015-01-27,8.38
2015-01-28,8.28
2015-01-29,8.34
2015-01-30,8.05
2015-02-02,8.24
2015-02-03,8.52
2015-02-04,8.82
2015-02-05,8.75
2015-02-06,8.5
2015-02-09,8.26
2015-02-10,8.3
2015-02-11,8.35
2015-02-12,8.28
2015-02-13,8.37
2015-02-17,8.32
2015-02-18,8.58
2015-02-19,8.68
2015-02-20,8.37
2015-02-23,8.27
2015-02-24,8.51
2015-02-25,8.45
2015-02-26,8.25
2015-02-27,8.3
2015-03-02,8.51
2015-03-03,8.3
2015-03-04,8.35
2015-03-05,8.29
2015-03-06,8.32
2015-03-09,8.38
2015-03-10,8.13
2015-03-11,8.27
2015-03-12,8.2
2015-03-13,8.25
2015-03-16,8.16
2015-03-17,8.22
2015-03-18,8.25
2015-03-19,8.19
2015-03-20,8.24
2015-03-23,8.31
2015-03-24,8.26
2015-03-25,7.94
2015-03-26,7.93
2015-03-27,7.97
2015-03-30,8.09
2015-03-31,8.13
2015-04-01,8.15
2015-04-02,8.13
2015-04-06,8.19
