Date,MXL
2019-11-14,20.0
2019-11-15,20.049999
2019-11-18,19.84
2019-11-19,20.0
2019-11-20,19.99
2019-11-21,19.77
2019-11-22,19.92
2019-11-25,20.57
2019-11-26,20.08
2019-11-27,20.17
2019-11-29,19.870001000000002
2019-12-02,19.34
2019-12-03,18.98
2019-12-04,19.24
2019-12-05,19.379998999999998
2019-12-06,20.02
2019-12-09,19.719998999999998
2019-12-10,19.809998999999998
2019-12-11,20.16
2019-12-12,21.02
2019-12-13,20.67
2019-12-16,20.99
2019-12-17,21.49
2019-12-18,21.1
2019-12-19,21.09
2019-12-20,21.110001
2019-12-23,21.41
2019-12-24,21.4
2019-12-26,21.540001
2019-12-27,21.43
2019-12-30,21.32
2019-12-31,21.219998999999998
2020-01-02,21.549999
2020-01-03,21.08
2020-01-06,20.709999
2020-01-07,21.040001
2020-01-08,21.18
2020-01-09,20.530001000000002
2020-01-10,20.879998999999998
2020-01-13,21.16
2020-01-14,21.34
2020-01-15,20.620001000000002
2020-01-16,21.24
2020-01-17,21.540001
2020-01-21,21.33
2020-01-22,21.540001
2020-01-23,21.65
2020-01-24,21.51
2020-01-27,20.879998999999998
2020-01-28,21.200001
2020-01-29,20.700001
2020-01-30,20.49
2020-01-31,19.49
2020-02-03,19.34
2020-02-04,19.030001000000002
2020-02-05,19.85
2020-02-06,18.209999
2020-02-07,18.1
2020-02-10,18.280001000000002
2020-02-11,18.690001000000002
2020-02-12,18.709999
2020-02-13,18.52
2020-02-14,18.35
2020-02-18,18.690001000000002
2020-02-19,18.73
2020-02-20,18.66
2020-02-21,17.950001
2020-02-24,16.809998999999998
2020-02-25,16.309998999999998
2020-02-26,16.370001000000002
2020-02-27,15.54
2020-02-28,15.46
2020-03-02,15.28
2020-03-03,14.95
2020-03-04,15.62
2020-03-05,14.45
2020-03-06,14.23
2020-03-09,12.42
2020-03-10,12.8
2020-03-11,12.2
2020-03-12,10.69
2020-03-13,11.65
2020-03-16,10.17
2020-03-17,11.2
2020-03-18,8.13
2020-03-19,9.09
2020-03-20,9.15
2020-03-23,8.99
2020-03-24,10.4
2020-03-25,10.23
2020-03-26,10.63
2020-03-27,10.44
2020-03-30,11.4
2020-03-31,11.67
2020-04-01,10.43
2020-04-02,10.9
2020-04-03,10.72
2020-04-06,14.1
2020-04-07,14.97
2020-04-08,15.02
2020-04-09,14.82
2020-04-13,14.84
2020-04-14,15.46
2020-04-15,15.11
2020-04-16,14.79
2020-04-17,15.21
2020-04-20,14.86
2020-04-21,14.73
2020-04-22,15.48
2020-04-23,15.86
2020-04-24,16.18
2020-04-27,17.16
2020-04-28,16.469998999999998
2020-04-29,18.959999
2020-04-30,16.49
2020-05-01,15.71
2020-05-04,15.66
2020-05-05,16.01
2020-05-06,16.139999
2020-05-07,16.129998999999998
2020-05-08,16.799999
