Date,PANL
2014-09-24,9.93
2014-09-25,9.88
2014-09-26,9.959
2014-09-29,9.9
2014-09-30,9.58
2014-10-01,9.4
2014-10-02,9.17
2014-10-03,9.15
2014-10-06,7.78
2014-10-07,7.37
2014-10-08,7.06
2014-10-09,6.5
2014-10-10,6.26
2014-10-13,6.25
2014-10-14,6.52
2014-10-15,6.69
2014-10-16,6.73
2014-10-17,6.72
2014-10-20,6.64
2014-10-21,6.8
2014-10-22,6.75
2014-10-23,6.75
2014-10-24,6.65
2014-10-27,6.55
2014-10-28,6.7
2014-10-29,6.6
2014-10-30,6.5
2014-10-31,6.4
2014-11-03,6.16
2014-11-04,6.15
2014-11-05,5.9
2014-11-06,5.68
2014-11-07,5.3
2014-11-10,5.12
2014-11-11,5.01
2014-11-12,5.71
2014-11-13,5.58
2014-11-14,5.75
2014-11-17,4.64
2014-11-18,4.65
2014-11-19,4.65
2014-11-20,4.87
2014-11-21,4.92
2014-11-24,5.09
2014-11-25,5.09
2014-11-26,5.25
2014-11-28,5.237
2014-12-01,5.23
2014-12-02,5.27
2014-12-03,5.03
2014-12-04,5.1
2014-12-05,5.44
2014-12-08,5.195
2014-12-09,5.48
2014-12-10,5.29
2014-12-11,5.16
2014-12-12,5.0
2014-12-15,5.02
2014-12-16,4.99
2014-12-17,5.03
2014-12-18,5.15
2014-12-19,4.61
2014-12-22,4.74
2014-12-23,4.74
2014-12-24,4.66
2014-12-26,4.62
2014-12-29,4.7
2014-12-30,4.89
2014-12-31,4.75
2015-01-02,4.7
2015-01-05,4.58
2015-01-06,4.62
2015-01-07,4.56
2015-01-08,4.45
2015-01-09,4.211
2015-01-12,4.11
2015-01-13,4.01
2015-01-14,4.01
2015-01-15,3.89
2015-01-16,3.83
2015-01-20,3.71
2015-01-21,3.73
2015-01-22,3.68
2015-01-23,3.73
2015-01-26,3.99
2015-01-27,3.8
2015-01-28,3.72
2015-01-29,3.64
2015-01-30,3.99
2015-02-02,3.67
2015-02-03,3.47
2015-02-04,3.23
2015-02-05,3.37
2015-02-06,3.26
2015-02-09,3.24
2015-02-10,3.26
2015-02-11,3.15
2015-02-12,3.04
2015-02-13,2.63
2015-02-17,2.62
2015-02-18,2.51
2015-02-19,2.49
2015-02-20,2.629
2015-02-23,2.67
2015-02-24,2.8
2015-02-25,2.75
2015-02-26,2.768
2015-02-27,2.84
2015-03-02,2.99
2015-03-03,2.85
2015-03-04,3.08
2015-03-05,3.0
2015-03-06,3.03
2015-03-09,2.89
2015-03-10,2.75
2015-03-11,2.76
2015-03-12,2.87
2015-03-13,2.81
2015-03-16,2.848
2015-03-17,2.849
2015-03-18,2.75
2015-03-19,2.75
2015-03-20,2.787
2015-03-23,2.84
2015-03-24,2.82
2015-03-25,2.7
2015-03-26,2.7
2015-03-27,2.79
2015-03-30,2.75
2015-03-31,2.736
2015-04-01,2.67
2015-04-02,2.68
2015-04-06,2.61
2015-04-07,2.58
2015-04-08,2.42
2015-04-09,2.5
2015-04-10,2.52
2015-04-13,2.52
2015-04-14,2.59
2015-04-15,2.57
2015-04-16,2.55
2015-04-17,2.5
2015-04-20,2.44
2015-04-21,2.44
2015-04-22,2.37
2015-04-23,2.35
2015-04-24,2.38
2015-04-27,2.35
2015-04-28,2.396
2015-04-29,2.4
2015-04-30,2.35
2015-05-01,2.22
2015-05-04,2.35
2015-05-05,2.26
2015-05-06,2.26
2015-05-07,2.23
2015-05-08,2.25
2015-05-11,2.37
2015-05-12,2.41
2015-05-13,2.58
2015-05-14,2.63
2015-05-15,3.7
2015-05-18,3.602
2015-05-19,3.54
2015-05-20,3.77
2015-05-21,3.63
2015-05-22,3.66
2015-05-26,3.47
2015-05-27,3.465
2015-05-28,3.479
2015-05-29,3.4
2015-06-01,3.63
2015-06-02,3.4
2015-06-03,3.45
2015-06-04,3.41
2015-06-05,3.5
2015-06-08,3.4
2015-06-09,3.37
2015-06-10,3.662
2015-06-11,3.51
2015-06-12,3.48
2015-06-15,3.48
2015-06-16,3.5
2015-06-17,3.65
2015-06-18,3.62
2015-06-19,3.61
2015-06-22,3.5
2015-06-23,3.54
2015-06-24,3.31
2015-06-25,3.31
2015-06-26,3.34
2015-06-29,3.38
2015-06-30,3.23
2015-07-01,3.25
2015-07-02,3.15
2015-07-06,2.98
2015-07-07,3.021
2015-07-08,3.11
2015-07-09,3.11
2015-07-10,3.11
2015-07-13,3.11
2015-07-14,3.3
2015-07-15,3.13
2015-07-16,3.27
2015-07-17,3.2
2015-07-20,3.19
2015-07-21,3.25
2015-07-22,3.25
2015-07-23,3.19
2015-07-24,3.17
2015-07-27,3.29
2015-07-28,3.29
2015-07-29,3.35
2015-07-30,3.35
2015-07-31,3.35
2015-08-03,3.34
2015-08-04,3.31
2015-08-05,3.31
2015-08-06,3.3
2015-08-07,3.25
2015-08-10,3.25
2015-08-11,3.04
2015-08-12,3.295
2015-08-13,3.37
2015-08-14,3.22
2015-08-17,3.261
2015-08-18,3.284
2015-08-19,3.31
2015-08-20,3.36
2015-08-21,3.21
2015-08-24,3.1
2015-08-25,3.0
2015-08-26,2.95
2015-08-27,3.17
2015-08-28,3.21
2015-08-31,3.2
2015-09-01,3.16
2015-09-02,3.23
2015-09-03,3.4
2015-09-04,3.14
2015-09-08,3.3
2015-09-09,3.3
2015-09-10,3.29
2015-09-11,3.56
2015-09-14,3.53
2015-09-15,3.6
2015-09-16,3.54
2015-09-17,3.55
2015-09-18,3.23
2015-09-21,3.39
2015-09-22,3.45
2015-09-23,3.44
2015-09-24,3.31
2015-09-25,3.25
2015-09-28,3.25
2015-09-29,3.28
2015-09-30,3.1
2015-10-01,3.046
2015-10-02,3.02
2015-10-05,3.12
2015-10-06,3.31
2015-10-07,3.59
2015-10-08,3.52
2015-10-09,3.4
2015-10-12,3.27
2015-10-13,3.31
2015-10-14,3.23
2015-10-15,3.3
2015-10-16,3.3
2015-10-19,3.22
2015-10-20,3.3
2015-10-21,3.21
2015-10-22,3.15
2015-10-23,3.15
2015-10-26,3.08
2015-10-27,3.13
2015-10-28,3.08
2015-10-29,2.97
2015-10-30,3.03
2015-11-02,3.11
2015-11-03,3.1
2015-11-04,3.07
2015-11-05,3.04
2015-11-06,3.0
2015-11-09,3.01
2015-11-10,3.01
2015-11-11,2.98
2015-11-12,3.1
2015-11-13,3.0
2015-11-16,3.0
2015-11-17,3.06
2015-11-18,2.89
2015-11-19,2.89
2015-11-20,2.85
2015-11-23,2.913
2015-11-24,2.81
2015-11-25,3.01
2015-11-27,3.01
2015-11-30,2.94
2015-12-01,2.85
2015-12-02,2.82
2015-12-03,2.85
2015-12-04,2.81
2015-12-07,2.78
2015-12-08,2.74
2015-12-09,2.74
2015-12-10,2.87
2015-12-11,2.82
2015-12-14,2.73
2015-12-15,2.83
2015-12-16,2.86
2015-12-17,2.75
2015-12-18,2.74
2015-12-21,2.83
2015-12-22,2.77
2015-12-23,2.77
2015-12-24,2.77
2015-12-28,2.59
2015-12-29,2.57
2015-12-30,2.61
2015-12-31,2.64
2016-01-04,2.69
2016-01-05,2.65
2016-01-06,2.65
2016-01-07,2.65
2016-01-08,2.65
2016-01-11,2.6
2016-01-12,2.6
2016-01-13,2.5
2016-01-14,2.5
2016-01-15,2.53
2016-01-19,2.5
2016-01-20,2.5
2016-01-21,2.41
2016-01-22,2.41
2016-01-25,2.33
2016-01-26,2.33
2016-01-27,2.21
2016-01-28,2.31
2016-01-29,2.34
2016-02-01,2.35
2016-02-02,2.35
2016-02-03,2.4
2016-02-04,2.5
2016-02-05,2.41
2016-02-08,2.41
2016-02-09,2.39
2016-02-10,2.39
2016-02-11,2.3
2016-02-12,2.33
2016-02-16,2.26
2016-02-17,2.28
2016-02-18,2.28
2016-02-19,2.26
2016-02-22,2.23
2016-02-23,2.16
2016-02-24,2.16
2016-02-25,2.16
2016-02-26,2.16
2016-02-29,2.21
2016-03-01,2.16
2016-03-02,2.16
2016-03-03,2.12
2016-03-04,2.14
2016-03-07,2.15
2016-03-08,2.3
2016-03-09,2.31
2016-03-10,2.25
2016-03-11,2.22
2016-03-14,2.33
2016-03-15,2.27
2016-03-16,2.27
2016-03-17,2.33
2016-03-18,2.32
2016-03-21,2.22
2016-03-22,2.31
2016-03-23,2.32
2016-03-24,2.27
2016-03-28,2.26
2016-03-29,2.3
2016-03-30,2.3
2016-03-31,2.3
2016-04-01,2.29
2016-04-04,2.29
2016-04-05,2.35
2016-04-06,2.395
2016-04-07,2.37
2016-04-08,2.58
2016-04-11,2.61
2016-04-12,2.68
2016-04-13,2.7
2016-04-14,2.52
2016-04-15,2.45
2016-04-18,2.52
2016-04-19,2.47
2016-04-20,2.55
2016-04-21,2.42
2016-04-22,2.42
2016-04-25,2.45
2016-04-26,2.46
2016-04-27,2.63
2016-04-28,2.8
2016-04-29,2.8
2016-05-02,2.91
2016-05-03,2.92
2016-05-04,2.86
2016-05-05,2.85
2016-05-06,2.87
2016-05-09,2.87
2016-05-10,2.71
2016-05-11,2.7
2016-05-12,2.7
2016-05-13,2.71
2016-05-16,2.72
2016-05-17,2.7
2016-05-18,2.56
2016-05-19,2.36
2016-05-20,2.4
2016-05-23,2.4
2016-05-24,2.45
2016-05-25,2.45
2016-05-26,2.25
2016-05-27,2.25
2016-05-31,2.29
2016-06-01,2.25
2016-06-02,2.25
2016-06-03,2.42
2016-06-06,2.3
2016-06-07,2.454
2016-06-08,2.454
2016-06-09,2.408
2016-06-10,2.77
2016-06-13,2.67
2016-06-14,2.42
2016-06-15,2.41
2016-06-16,2.5
2016-06-17,2.51
2016-06-20,2.4
2016-06-21,2.41
2016-06-22,2.41
2016-06-23,2.62
2016-06-24,2.41
2016-06-27,2.352
2016-06-28,2.33
2016-06-29,2.35
2016-06-30,2.38
2016-07-01,2.4
2016-07-05,2.4
2016-07-06,2.35
2016-07-07,2.36
2016-07-08,2.36
2016-07-11,2.34
2016-07-12,2.33
2016-07-13,2.35
2016-07-14,2.35
2016-07-15,2.35
2016-07-18,2.35
2016-07-19,2.35
2016-07-20,2.35
2016-07-21,2.35
2016-07-22,2.35
2016-07-25,2.38
2016-07-26,2.34
2016-07-27,2.4
2016-07-28,2.4
2016-07-29,2.4
2016-08-01,2.49
2016-08-02,2.4
2016-08-03,2.37
2016-08-04,2.39
2016-08-05,2.42
2016-08-08,2.38
2016-08-09,2.551
2016-08-10,2.551
2016-08-11,2.328
2016-08-12,2.29
2016-08-15,2.31
2016-08-16,2.33
2016-08-17,2.35
2016-08-18,2.32
2016-08-19,2.32
2016-08-22,2.43
2016-08-23,2.43
2016-08-24,2.46
2016-08-25,2.7
2016-08-26,2.538
2016-08-29,2.56
2016-08-30,2.74
2016-08-31,2.6
2016-09-01,2.54
2016-09-02,2.52
2016-09-06,2.39
2016-09-07,2.35
2016-09-08,2.35
2016-09-09,2.3
2016-09-12,2.31
2016-09-13,2.3
2016-09-14,2.32
2016-09-15,2.47
2016-09-16,2.56
2016-09-19,2.48
2016-09-20,2.53
2016-09-21,2.55
2016-09-22,2.64
2016-09-23,2.56
2016-09-26,2.65
2016-09-27,2.54
2016-09-28,2.55
2016-09-29,2.625
2016-09-30,2.5
2016-10-03,2.55
2016-10-04,2.56
2016-10-05,2.55
2016-10-06,2.54
2016-10-07,2.61
2016-10-10,2.61
2016-10-11,2.61
2016-10-12,2.62
2016-10-13,2.54
2016-10-14,2.55
2016-10-17,2.52
2016-10-18,2.54
2016-10-19,2.54
2016-10-20,2.52
2016-10-21,2.6
2016-10-24,2.65
2016-10-25,2.55
2016-10-26,2.57
2016-10-27,2.55
2016-10-28,2.57
2016-10-31,2.56
2016-11-01,2.56
2016-11-02,2.58
2016-11-03,2.53
2016-11-04,2.5
2016-11-07,2.48
2016-11-08,2.48
2016-11-09,2.55
2016-11-10,2.49
2016-11-11,2.55
2016-11-14,2.48
2016-11-15,3.0
2016-11-16,3.24
2016-11-17,3.4
2016-11-18,3.16
2016-11-21,3.3
2016-11-22,3.37
2016-11-23,3.4
2016-11-25,3.48
2016-11-28,3.38
2016-11-29,3.25
2016-11-30,3.23
2016-12-01,3.07
2016-12-02,3.49
2016-12-05,3.53
2016-12-06,3.31
2016-12-07,3.19
2016-12-08,3.19
2016-12-09,3.16
2016-12-12,3.13
2016-12-13,3.01
2016-12-14,2.8
2016-12-15,2.6
2016-12-16,2.64
2016-12-19,2.46
2016-12-20,2.65
2016-12-21,2.6
2016-12-22,2.62
2016-12-23,2.67
2016-12-27,3.35
2016-12-28,3.4
2016-12-29,3.37
2016-12-30,3.4
2017-01-03,3.17
2017-01-04,3.34
2017-01-05,3.34
2017-01-06,3.33
2017-01-09,3.35
2017-01-10,3.28
2017-01-11,3.39
2017-01-12,3.22
2017-01-13,3.33
2017-01-17,3.28
2017-01-18,3.38
2017-01-19,3.389
2017-01-20,3.26
2017-01-23,3.16
2017-01-24,3.29
2017-01-25,3.32
2017-01-26,3.35
2017-01-27,3.282
2017-01-30,3.34
2017-01-31,3.152
2017-02-01,3.08
2017-02-02,2.95
2017-02-03,2.92
2017-02-06,2.87
2017-02-07,2.93
2017-02-08,2.93
2017-02-09,2.87
2017-02-10,3.03
2017-02-13,3.11
2017-02-14,3.12
2017-02-15,3.08
2017-02-16,3.06
2017-02-17,3.1
2017-02-21,3.27
2017-02-22,3.22
2017-02-23,3.13
2017-02-24,3.28
2017-02-27,3.35
2017-02-28,3.1
2017-03-01,3.22
2017-03-02,3.25
2017-03-03,3.22
2017-03-06,3.2
2017-03-07,3.2
2017-03-08,3.3
2017-03-09,3.38
2017-03-10,3.25
2017-03-13,3.34
2017-03-14,3.39
2017-03-15,3.34
2017-03-16,3.43
2017-03-17,3.36
2017-03-20,3.41
2017-03-21,3.41
2017-03-22,3.4
2017-03-23,3.34
2017-03-24,3.43
2017-03-27,3.35
2017-03-28,3.34
2017-03-29,3.37
2017-03-30,3.35
2017-03-31,3.41
2017-04-03,3.34
2017-04-04,3.36
2017-04-05,3.41
2017-04-06,3.4
2017-04-07,3.4
2017-04-10,3.38
2017-04-11,3.4
2017-04-12,3.37
2017-04-13,3.43
2017-04-17,3.39
2017-04-18,3.27
2017-04-19,3.3
2017-04-20,3.34
2017-04-21,3.31
2017-04-24,3.37
2017-04-25,3.39
2017-04-26,3.39
2017-04-27,3.29
2017-04-28,3.28
2017-05-01,3.35
2017-05-02,3.44
2017-05-03,3.52
2017-05-04,3.33
2017-05-05,3.33
2017-05-08,3.34
2017-05-09,3.25
2017-05-10,3.34
2017-05-11,3.383
2017-05-12,3.375
2017-05-15,3.37
2017-05-16,3.37
2017-05-17,3.3
2017-05-18,3.29
2017-05-19,3.302
2017-05-22,3.19
2017-05-23,3.17
2017-05-24,3.17
2017-05-25,3.07
2017-05-26,3.12
2017-05-30,3.02
2017-05-31,3.14
2017-06-01,3.18
2017-06-02,3.19
2017-06-05,3.12
2017-06-06,3.06
2017-06-07,3.06
2017-06-08,3.07
2017-06-09,3.1
2017-06-12,3.09
2017-06-13,3.13
2017-06-14,3.11
2017-06-15,2.75
2017-06-16,2.66
2017-06-19,2.64
2017-06-20,2.63
2017-06-21,2.6
2017-06-22,2.54
2017-06-23,2.79
2017-06-26,2.69
2017-06-27,2.71
2017-06-28,2.74
2017-06-29,2.76
2017-06-30,2.78
2017-07-03,2.78
2017-07-05,2.65
2017-07-06,2.63
2017-07-07,2.66
2017-07-10,2.61
2017-07-11,2.66
2017-07-12,2.86
2017-07-13,2.7
2017-07-14,2.8
2017-07-17,2.78
2017-07-18,2.75
2017-07-19,2.7
2017-07-20,2.801
2017-07-21,2.76
2017-07-24,2.86
2017-07-25,2.7
2017-07-26,2.7
2017-07-27,2.7
2017-07-28,2.8
2017-07-31,2.69
2017-08-01,2.856
2017-08-02,2.71
2017-08-03,2.73
2017-08-04,2.85
2017-08-07,2.76
2017-08-08,2.7
2017-08-09,2.6
2017-08-10,2.6
2017-08-11,2.58
2017-08-14,2.61
2017-08-15,2.6
2017-08-16,2.55
2017-08-17,2.53
2017-08-18,2.49
2017-08-21,2.5
2017-08-22,2.49
2017-08-23,2.49
2017-08-24,2.45
2017-08-25,2.47
2017-08-28,2.47
2017-08-29,2.45
2017-08-30,2.445
2017-08-31,2.47
2017-09-01,2.47
2017-09-05,2.5
2017-09-06,2.57
2017-09-07,2.58
2017-09-08,2.55
2017-09-11,2.55
2017-09-12,2.65
2017-09-13,2.65
2017-09-14,2.55
2017-09-15,2.25
2017-09-18,2.46
2017-09-19,2.46
2017-09-20,2.33
2017-09-21,2.335
2017-09-22,2.4
2017-09-25,2.44
2017-09-26,2.42
2017-09-27,2.5
2017-09-28,2.47
2017-09-29,2.46
2017-10-02,2.346
2017-10-03,2.35
2017-10-04,2.25
2017-10-05,2.3
2017-10-06,2.32
2017-10-09,2.39
2017-10-10,2.36
2017-10-11,2.3
2017-10-12,2.32
2017-10-13,2.37
2017-10-16,2.35
2017-10-17,2.39
2017-10-18,2.4
2017-10-19,2.35
2017-10-20,2.35
2017-10-23,2.36
2017-10-24,2.407
2017-10-25,2.36
2017-10-26,2.367
2017-10-27,2.4
2017-10-30,2.359
2017-10-31,2.4
2017-11-01,2.39
2017-11-02,2.32
2017-11-03,2.37
2017-11-06,3.21
2017-11-07,3.35
2017-11-08,3.99
2017-11-09,4.68
2017-11-10,4.88
2017-11-13,4.5
2017-11-14,4.66
2017-11-15,4.06
2017-11-16,3.95
2017-11-17,4.38
2017-11-20,4.48
2017-11-21,4.42
2017-11-22,4.4
2017-11-24,4.44
2017-11-27,4.5
2017-11-28,4.51
2017-11-29,4.46
2017-11-30,4.41
2017-12-01,4.31
2017-12-04,3.96
2017-12-05,3.99
2017-12-06,3.72
2017-12-07,3.94
2017-12-08,3.8
2017-12-11,3.96
2017-12-12,3.99
2017-12-13,3.95
2017-12-14,3.9
2017-12-15,4.5
2017-12-18,4.02
2017-12-19,4.0
2017-12-20,3.661
2017-12-21,3.71
2017-12-22,3.67
2017-12-26,3.99
2017-12-27,4.0
2017-12-28,4.0
2017-12-29,3.68
2018-01-02,3.37
2018-01-03,3.36
2018-01-04,3.38
2018-01-05,3.36
2018-01-08,3.24
2018-01-09,2.84
2018-01-10,2.635
2018-01-11,2.767
2018-01-12,2.8
2018-01-16,2.7
2018-01-17,2.65
2018-01-18,2.71
2018-01-19,2.71
2018-01-22,2.76
2018-01-23,2.8
2018-01-24,2.76
2018-01-25,2.61
2018-01-26,2.5
2018-01-29,2.42
2018-01-30,2.39
2018-01-31,2.43
2018-02-01,2.42
2018-02-02,2.38
2018-02-05,2.42
2018-02-06,2.39
2018-02-07,2.3
2018-02-08,2.26
2018-02-09,2.19
2018-02-12,2.18
2018-02-13,2.15
2018-02-14,2.39
2018-02-15,2.64
2018-02-16,2.87
2018-02-20,2.75
2018-02-21,2.94
2018-02-22,2.85
2018-02-23,2.79
2018-02-26,2.74
2018-02-27,2.69
2018-02-28,2.7
2018-03-01,2.702
2018-03-02,3.24
2018-03-05,3.45
2018-03-06,3.38
2018-03-07,3.1
2018-03-08,3.19
2018-03-09,3.2
2018-03-12,3.06
2018-03-13,3.02
2018-03-14,3.0
2018-03-15,3.1
2018-03-16,3.17
2018-03-19,3.12
2018-03-20,2.99
2018-03-21,3.17
2018-03-22,3.04
2018-03-23,2.86
2018-03-26,3.0
2018-03-27,2.86
2018-03-28,2.74
2018-03-29,2.65
2018-04-02,2.52
2018-04-03,2.53
2018-04-04,2.44
2018-04-05,2.8
2018-04-06,2.73
2018-04-09,2.78
2018-04-10,2.87
2018-04-11,2.92
2018-04-12,3.04
2018-04-13,3.14
2018-04-16,3.2
2018-04-17,3.3
2018-04-18,3.22
2018-04-19,3.47
2018-04-20,3.29
2018-04-23,3.16
2018-04-24,3.18
2018-04-25,3.07
2018-04-26,2.98
2018-04-27,3.14
2018-04-30,3.046
2018-05-01,3.07
2018-05-02,3.0
2018-05-03,3.38
2018-05-04,3.42
2018-05-07,3.31
2018-05-08,3.27
2018-05-09,3.31
2018-05-10,3.34
2018-05-11,3.37
2018-05-14,3.32
2018-05-15,3.46
2018-05-16,3.34
2018-05-17,3.37
2018-05-18,3.19
2018-05-21,3.15
2018-05-22,3.2
2018-05-23,3.41
2018-05-24,3.31
2018-05-25,3.41
2018-05-29,3.17
2018-05-30,3.17
2018-05-31,3.2
2018-06-01,3.23
2018-06-04,3.14
2018-06-05,3.21
2018-06-06,3.22
2018-06-07,3.137
2018-06-08,3.23
2018-06-11,3.17
2018-06-12,3.27
2018-06-13,3.19
2018-06-14,3.2
2018-06-15,3.15
2018-06-18,3.24
2018-06-19,3.16
2018-06-20,3.16
2018-06-21,3.11
2018-06-22,3.1
2018-06-25,3.06
2018-06-26,3.08
2018-06-27,2.97
2018-06-28,2.97
2018-06-29,3.01
2018-07-02,2.95
2018-07-03,2.99
2018-07-05,2.99
2018-07-06,3.04
2018-07-09,2.95
2018-07-10,2.95
2018-07-11,2.96
2018-07-12,2.96
2018-07-13,3.0
2018-07-16,2.831
2018-07-17,2.856
2018-07-18,3.0
2018-07-19,3.14
2018-07-20,3.14
2018-07-23,3.158
2018-07-24,3.24
2018-07-25,3.24
2018-07-26,3.18
2018-07-27,3.21
2018-07-30,3.199
2018-07-31,3.18
2018-08-01,3.153
2018-08-02,3.167
2018-08-03,3.2
2018-08-06,3.224
2018-08-07,3.23
2018-08-08,3.45
2018-08-09,3.41
2018-08-10,3.38
2018-08-13,3.38
2018-08-14,3.38
2018-08-15,3.15
2018-08-16,3.2
2018-08-17,3.15
2018-08-20,3.19
2018-08-21,3.15
2018-08-22,3.21
2018-08-23,3.38
2018-08-24,3.43
2018-08-27,3.49
2018-08-28,3.53
2018-08-29,3.4
2018-08-30,3.44
2018-08-31,3.35
2018-09-04,3.3
2018-09-05,3.3
2018-09-06,3.35
2018-09-07,3.4
2018-09-10,3.43
2018-09-11,3.46
2018-09-12,3.45
2018-09-13,3.43
2018-09-14,3.47
2018-09-17,3.54
2018-09-18,3.53
2018-09-19,3.62
2018-09-20,3.74
2018-09-21,3.7
2018-09-24,3.52
2018-09-25,3.51
2018-09-26,3.6
2018-09-27,3.52
2018-09-28,3.5
2018-10-01,3.56
2018-10-02,3.58
2018-10-03,3.6
2018-10-04,3.562
2018-10-05,3.52
2018-10-08,3.48
2018-10-09,3.43
2018-10-10,3.4
2018-10-11,3.35
2018-10-12,3.437
2018-10-15,3.35
2018-10-16,3.35
2018-10-17,3.37
2018-10-18,3.325
2018-10-19,3.281
2018-10-22,3.3
2018-10-23,3.31
2018-10-24,3.33
2018-10-25,3.35
2018-10-26,3.3
2018-10-29,3.35
2018-10-30,3.5
2018-10-31,3.39
2018-11-01,3.573
2018-11-02,3.47
2018-11-05,3.5
2018-11-06,3.412
2018-11-07,3.39
2018-11-08,3.427
2018-11-09,3.42
2018-11-12,3.35
2018-11-13,3.35
2018-11-14,3.34
2018-11-15,3.31
2018-11-16,3.22
2018-11-19,3.19
2018-11-20,3.18
2018-11-21,3.13
2018-11-23,3.11
2018-11-26,3.065
2018-11-27,3.07
2018-11-28,3.06
2018-11-29,3.15
2018-11-30,3.02
2018-12-03,3.05
2018-12-04,3.06
2018-12-06,3.0
2018-12-07,3.02
2018-12-10,3.0
2018-12-11,3.01
2018-12-12,3.01
2018-12-13,2.94
2018-12-14,2.9
2018-12-17,2.95
2018-12-18,2.95
2018-12-19,2.84
2018-12-20,2.81
2018-12-21,2.87
2018-12-24,3.05
2018-12-26,2.82
2018-12-27,2.82
2018-12-28,3.01
2018-12-31,3.03
2019-01-02,2.811
2019-01-03,3.08
2019-01-04,2.99
2019-01-07,2.95
2019-01-08,2.9
