Date,ESVIF
2019-01-14,3.89
2019-01-15,4.03
2019-01-16,4.0
2019-01-17,3.91
2019-01-18,3.91
2019-01-22,3.94
2019-01-23,3.77
2019-01-24,3.77
2019-01-25,3.77
2019-01-28,3.77
2019-01-29,3.77
2019-01-30,3.86
2019-01-31,3.85
2019-02-01,3.79
2019-02-04,3.63
2019-02-05,3.6
2019-02-06,3.44
2019-02-07,3.37
2019-02-08,3.35
2019-02-11,3.41
2019-02-12,3.45
2019-02-13,3.64
2019-02-14,3.94
2019-02-15,3.99
2019-02-19,4.04
2019-02-20,4.03
2019-02-21,4.0
2019-02-22,4.0
2019-02-25,4.0
2019-02-26,4.01
2019-02-27,4.1
2019-02-28,4.1
2019-03-01,4.1
2019-03-04,4.1
2019-03-05,4.13
2019-03-06,3.96
2019-03-07,3.96
2019-03-08,3.94
2019-03-11,3.94
2019-03-12,3.94
2019-03-13,3.94
2019-03-14,4.01
2019-03-15,4.01
2019-03-18,4.01
2019-03-19,4.01
2019-03-20,4.01
2019-03-21,4.51
2019-03-22,4.51
2019-03-25,4.51
2019-03-26,4.51
2019-03-27,3.99
2019-03-28,3.85
2019-03-29,3.85
2019-04-01,4.1
2019-04-02,4.01
2019-04-03,4.01
2019-04-04,4.01
2019-04-05,4.01
2019-04-08,4.42
2019-04-09,4.4
2019-04-10,4.4
2019-04-11,4.32
2019-04-12,4.32
2019-04-15,4.32
2019-04-16,4.51
2019-04-17,4.51
2019-04-18,4.51
2019-04-22,4.51
2019-04-23,4.81
2019-04-24,4.81
2019-04-25,4.62
2019-04-26,4.62
2019-04-29,4.45
2019-04-30,4.45
2019-05-01,4.45
2019-05-02,3.92
2019-05-03,3.99
2019-05-06,3.99
2019-05-07,3.83
2019-05-08,3.83
2019-05-09,3.94
2019-05-10,3.92
2019-05-13,3.92
2019-05-14,3.92
2019-05-15,3.92
2019-05-16,4.34
2019-05-17,4.18
2019-05-20,4.18
2019-05-21,4.32
2019-05-22,4.32
2019-05-23,4.05
2019-05-24,4.05
2019-05-28,4.05
2019-05-29,4.05
2019-05-30,3.85
2019-05-31,3.74
2019-06-03,3.74
2019-06-04,3.74
2019-06-05,3.74
2019-06-06,3.7
2019-06-07,3.77
2019-06-10,3.66
2019-06-11,3.72
2019-06-12,3.62
2019-06-13,3.56
2019-06-14,3.56
2019-06-17,3.52
2019-06-18,3.63
2019-06-19,3.63
2019-06-20,3.78
2019-06-21,3.62
2019-06-24,3.69
2019-06-25,3.3
2019-06-26,3.42
2019-06-27,3.29
2019-06-28,3.26
2019-07-01,3.24
2019-07-02,3.14
2019-07-03,3.1
2019-07-05,3.3
2019-07-08,3.33
2019-07-09,3.29
2019-07-10,3.37
2019-07-11,3.37
2019-07-12,3.55
2019-07-15,3.47
2019-07-16,3.47
2019-07-17,3.47
2019-07-18,3.27
2019-07-19,3.27
2019-07-22,3.27
2019-07-23,3.28
2019-07-24,3.28
2019-07-25,3.28
2019-07-26,3.22
2019-07-29,3.17
2019-07-30,3.15
2019-07-31,3.21
2019-08-01,2.98
2019-08-02,2.99
2019-08-05,2.93
2019-08-06,2.72
2019-08-07,2.54
2019-08-08,2.54
2019-08-09,2.57
2019-08-12,2.4
2019-08-13,2.45
2019-08-14,2.15
2019-08-15,2.15
2019-08-16,2.15
2019-08-19,2.23
2019-08-20,2.2
2019-08-21,2.22
2019-08-22,2.25
2019-08-23,2.25
2019-08-26,2.1
2019-08-27,2.05
2019-08-28,2.12
2019-08-29,2.12
2019-08-30,2.24
2019-09-03,2.24
2019-09-04,2.24
2019-09-05,2.46
2019-09-06,2.37
2019-09-09,2.66
2019-09-10,2.66
2019-09-11,2.82
2019-09-12,2.8
2019-09-13,2.8
2019-09-16,2.8
2019-09-17,2.97
2019-09-18,2.77
2019-09-19,2.77
2019-09-20,2.77
2019-09-23,2.75
2019-09-24,2.29
2019-09-25,2.31
2019-09-26,2.31
2019-09-27,2.29
2019-09-30,2.3
2019-10-01,2.13
2019-10-02,2.05
2019-10-03,2.17
2019-10-04,2.17
2019-10-07,2.1
2019-10-08,2.05
2019-10-09,2.09
2019-10-10,2.09
2019-10-11,2.17
2019-10-14,2.17
2019-10-15,2.17
2019-10-16,2.16
2019-10-17,2.19
2019-10-18,2.2
2019-10-21,2.19
2019-10-22,2.13
2019-10-23,2.06
2019-10-24,2.04
2019-10-25,2.12
2019-10-28,2.12
2019-10-29,2.12
2019-10-30,2.12
2019-10-31,2.12
2019-11-01,2.09
2019-11-04,2.21
2019-11-05,2.22
2019-11-06,2.07
2019-11-07,2.07
2019-11-08,2.07
2019-11-11,2.03
2019-11-12,1.76
2019-11-13,1.72
2019-11-14,1.82
2019-11-15,1.82
2019-11-18,1.79
2019-11-19,1.79
2019-11-20,1.79
2019-11-21,1.81
2019-11-22,1.81
2019-11-25,1.78
2019-11-26,1.78
2019-11-27,1.78
2019-11-29,1.78
2019-12-02,1.75
2019-12-03,1.74
2019-12-04,1.74
2019-12-05,1.86
2019-12-06,1.95
2019-12-09,1.95
2019-12-10,2.1
2019-12-11,2.08
2019-12-12,2.08
2019-12-13,2.08
2019-12-16,2.07
2019-12-17,2.07
2019-12-18,2.07
2019-12-19,2.13
2019-12-20,2.13
2019-12-23,2.12
2019-12-24,2.19
2019-12-26,2.19
2019-12-27,2.17
2019-12-30,2.13
2019-12-31,2.22
2020-01-02,2.17
2020-01-03,2.2
2020-01-06,2.33
2020-01-07,2.35
2020-01-08,2.27
2020-01-09,2.14
2020-01-10,2.11
2020-01-13,2.11
2020-01-14,2.01
2020-01-15,2.0
2020-01-16,2.03
2020-01-17,2.02
2020-01-21,1.87
2020-01-22,1.82
2020-01-23,1.78
2020-01-24,1.78
2020-01-27,1.77
2020-01-28,1.77
2020-01-29,1.79
2020-01-30,1.82
2020-01-31,1.82
2020-02-03,1.76
2020-02-04,1.75
2020-02-05,1.8
2020-02-06,1.84
2020-02-07,1.76
2020-02-10,1.8
2020-02-11,1.8
2020-02-12,1.85
2020-02-13,1.84
2020-02-14,1.89
2020-02-18,1.88
2020-02-19,1.88
2020-02-20,1.88
2020-02-21,1.88
2020-02-24,1.82
2020-02-25,1.64
2020-02-26,1.6
2020-02-27,1.47
2020-02-28,1.47
2020-03-02,1.49
2020-03-03,1.35
2020-03-04,1.35
2020-03-05,1.35
2020-03-06,1.19
2020-03-09,0.65
2020-03-10,0.51
2020-03-11,0.42
2020-03-12,0.32
2020-03-13,0.28
2020-03-16,0.22
2020-03-17,0.22
2020-03-18,0.21
2020-03-19,0.19
2020-03-20,0.18
2020-03-23,0.17
2020-03-24,0.22
2020-03-25,0.29
2020-03-26,0.4
2020-03-27,0.39
2020-03-30,0.36
2020-03-31,0.37
2020-04-01,0.37
2020-04-02,0.39
2020-04-03,0.39
2020-04-06,0.4
2020-04-07,0.43
2020-04-08,0.47
2020-04-09,0.45
2020-04-13,0.46
2020-04-14,0.39
2020-04-15,0.34
2020-04-16,0.32
2020-04-17,0.35
2020-04-20,0.33
2020-04-21,0.33
2020-04-22,0.35
2020-04-23,0.36
2020-04-24,0.35
2020-04-27,0.35
2020-04-28,0.37
2020-04-29,0.41
2020-04-30,0.43
2020-05-01,0.41
2020-05-04,0.41
2020-05-05,0.43
2020-05-06,0.38
2020-05-07,0.4
2020-05-08,0.37
