Date,ESVIF
2009-07-20,14.63
2009-07-21,14.91
2009-07-22,14.99
2009-07-23,15.68
2009-07-24,15.55
2009-07-27,15.44
2009-07-28,15.1
2009-07-29,14.69
2009-07-30,15.28
2009-07-31,15.23
2009-08-03,15.23
2009-08-04,15.89
2009-08-05,16.059998999999998
2009-08-06,15.84
2009-08-07,15.99
2009-08-10,15.75
2009-08-11,15.17
2009-08-12,15.21
2009-08-13,15.56
2009-08-14,15.03
2009-08-17,14.5
2009-08-18,14.71
2009-08-19,14.61
2009-08-20,14.58
2009-08-21,14.79
2009-08-24,14.86
2009-08-25,14.78
2009-08-26,14.62
2009-08-27,14.78
2009-08-28,14.85
2009-08-31,14.73
2009-09-01,14.45
2009-09-02,14.44
2009-09-03,14.81
2009-09-04,15.36
2009-09-08,15.55
2009-09-09,16.139999
2009-09-10,16.049999
2009-09-11,16.01
2009-09-14,16.040001
2009-09-15,16.629998999999998
2009-09-16,16.76
2009-09-17,16.58
2009-09-18,16.43
2009-09-21,16.16
2009-09-22,16.59
2009-09-23,16.059998999999998
2009-09-24,15.29
2009-09-25,15.12
2009-09-28,15.23
2009-09-29,15.24
2009-09-30,15.4
2009-10-01,14.15
2009-10-02,14.31
2009-10-05,14.51
2009-10-06,14.9
2009-10-07,14.91
2009-10-08,15.53
2009-10-09,15.78
2009-10-12,15.78
2009-10-13,15.78
2009-10-14,15.85
2009-10-15,15.66
2009-10-16,15.44
2009-10-19,15.54
2009-10-20,15.03
2009-10-21,15.4
2009-10-22,15.58
2009-10-23,15.26
2009-10-26,15.11
2009-10-27,15.14
2009-10-28,14.9
2009-10-29,15.15
2009-10-30,14.25
2009-11-02,14.4
2009-11-03,14.78
2009-11-04,14.96
2009-11-05,15.0
2009-11-06,14.92
2009-11-09,15.35
2009-11-10,14.57
2009-11-11,14.21
2009-11-12,13.73
2009-11-13,13.62
2009-11-16,13.53
2009-11-17,13.85
2009-11-18,13.53
2009-11-19,13.34
2009-11-20,13.02
2009-11-23,13.32
2009-11-24,13.34
2009-11-25,13.81
2009-11-27,13.67
2009-11-30,13.8
2009-12-01,13.9
2009-12-02,13.86
2009-12-03,13.48
2009-12-04,13.34
2009-12-07,13.44
2009-12-08,13.22
2009-12-09,13.48
2009-12-10,14.25
2009-12-11,14.49
2009-12-14,14.26
2009-12-15,14.58
2009-12-16,14.77
2009-12-17,14.14
2009-12-18,14.07
2009-12-21,14.19
2009-12-22,14.28
2009-12-23,14.61
2009-12-24,14.49
2009-12-28,14.55
2009-12-29,14.74
2009-12-30,14.21
2009-12-31,14.3
2010-01-04,14.98
2010-01-05,15.32
2010-01-06,15.81
2010-01-07,15.66
2010-01-08,15.74
2010-01-11,15.66
2010-01-12,15.85
2010-01-13,15.95
2010-01-14,16.41
2010-01-15,16.139999
2010-01-19,16.370001000000002
2010-01-20,15.81
2010-01-21,15.05
2010-01-22,14.93
2010-01-25,15.06
2010-01-26,14.82
2010-01-27,14.43
2010-01-28,14.14
2010-01-29,14.25
2010-02-01,14.28
2010-02-02,14.68
2010-02-03,14.6
2010-02-04,14.27
2010-02-05,14.5
2010-02-08,14.6
2010-02-09,14.6
2010-02-10,14.56
2010-02-11,14.61
2010-02-12,14.75
2010-02-16,15.14
2010-02-17,14.88
2010-02-18,14.93
2010-02-19,14.93
2010-02-22,14.63
2010-02-23,14.1
2010-02-24,14.02
2010-02-25,14.2
2010-02-26,14.28
2010-03-01,14.57
2010-03-02,14.79
2010-03-03,14.55
2010-03-04,14.35
2010-03-05,14.43
2010-03-08,14.59
2010-03-09,14.68
2010-03-10,14.58
2010-03-11,14.63
2010-03-12,14.71
2010-03-15,14.5
2010-03-16,14.66
2010-03-17,14.79
2010-03-18,14.53
2010-03-19,14.28
2010-03-22,14.45
2010-03-23,14.65
2010-03-24,14.38
2010-03-25,14.39
2010-03-26,14.15
2010-03-29,14.35
2010-03-30,14.28
2010-03-31,14.5
2010-04-01,14.66
2010-04-05,14.92
2010-04-06,15.08
2010-04-07,14.86
2010-04-08,15.11
2010-04-09,14.96
2010-04-12,15.04
2010-04-13,15.21
2010-04-14,15.05
2010-04-15,14.88
2010-04-16,14.41
2010-04-19,14.44
2010-04-20,14.73
2010-04-21,14.73
2010-04-22,14.74
2010-04-23,14.52
2010-04-26,14.2
2010-04-27,13.96
2010-04-28,13.9
2010-04-29,13.69
2010-04-30,13.45
2010-05-03,13.38
2010-05-04,13.35
2010-05-05,13.31
2010-05-06,12.65
2010-05-07,12.8
2010-05-10,13.19
2010-05-11,13.29
2010-05-12,13.43
2010-05-13,13.39
2010-05-14,12.72
2010-05-17,12.22
2010-05-18,12.16
2010-05-19,12.1
2010-05-20,11.76
2010-05-21,12.07
2010-05-24,12.07
2010-05-25,11.85
2010-05-26,11.89
2010-05-27,12.5
2010-05-28,12.59
2010-06-01,12.26
2010-06-02,12.51
2010-06-03,12.47
2010-06-04,12.38
2010-06-07,12.52
2010-06-08,12.13
2010-06-09,12.42
2010-06-10,12.61
2010-06-11,12.5
2010-06-14,12.55
2010-06-15,12.63
2010-06-16,12.73
2010-06-17,12.67
2010-06-18,12.65
2010-06-21,12.55
2010-06-22,12.39
2010-06-23,12.24
2010-06-24,12.22
2010-06-25,12.24
2010-06-28,12.16
2010-06-29,11.8
2010-06-30,11.81
2010-07-01,11.81
2010-07-02,11.95
2010-07-06,11.79
2010-07-07,12.01
2010-07-08,12.09
2010-07-09,12.21
2010-07-12,12.13
2010-07-13,12.26
2010-07-14,12.19
2010-07-15,12.18
2010-07-16,11.64
2010-07-19,11.8
2010-07-20,12.25
2010-07-21,12.17
2010-07-22,12.41
2010-07-23,12.65
2010-07-26,12.61
2010-07-27,12.49
2010-07-28,12.34
2010-07-29,12.39
2010-07-30,12.41
2010-08-02,12.41
2010-08-03,12.57
2010-08-04,12.6
2010-08-05,12.51
2010-08-06,12.32
2010-08-09,12.12
2010-08-10,12.07
2010-08-11,11.66
2010-08-12,11.6
2010-08-13,11.55
2010-08-16,11.46
2010-08-17,11.54
2010-08-18,11.52
2010-08-19,11.36
2010-08-20,11.43
2010-08-23,11.35
2010-08-24,11.19
2010-08-25,11.07
2010-08-26,11.11
2010-08-27,11.1
2010-08-30,10.99
2010-08-31,10.88
2010-09-01,11.1
2010-09-02,11.12
2010-09-03,11.25
2010-09-07,11.15
2010-09-08,11.19
2010-09-09,11.24
2010-09-10,11.27
2010-09-13,11.56
2010-09-14,11.92
2010-09-15,12.06
2010-09-16,11.9
2010-09-17,11.74
2010-09-20,12.0
2010-09-21,11.73
2010-09-22,11.86
2010-09-23,11.72
2010-09-24,11.83
2010-09-27,11.85
2010-09-28,11.86
2010-09-29,12.09
2010-09-30,12.33
2010-10-01,12.75
2010-10-04,12.49
2010-10-05,12.64
2010-10-06,12.62
2010-10-07,12.6
2010-10-08,12.57
2010-10-11,12.57
2010-10-12,12.76
2010-10-13,12.8
2010-10-14,12.89
2010-10-15,12.73
2010-10-18,12.75
2010-10-19,12.41
2010-10-20,12.74
2010-10-21,12.6
2010-10-22,12.6
2010-10-25,12.67
2010-10-26,12.62
2010-10-27,12.2
2010-10-28,12.3
2010-10-29,12.38
2010-11-01,12.43
2010-11-02,12.76
2010-11-03,12.67
2010-11-04,12.92
2010-11-05,12.92
2010-11-08,12.65
2010-11-09,12.43
2010-11-10,12.6
2010-11-11,12.57
2010-11-12,12.34
2010-11-15,12.29
2010-11-16,11.86
2010-11-17,12.03
2010-11-18,12.27
2010-11-19,12.37
2010-11-22,12.36
2010-11-23,12.2
2010-11-24,12.5
2010-11-26,12.68
2010-11-29,12.95
2010-11-30,12.77
2010-12-01,13.33
2010-12-02,13.7
2010-12-03,13.75
2010-12-06,14.01
2010-12-07,13.78
2010-12-08,13.83
2010-12-09,13.85
2010-12-10,13.95
2010-12-13,14.37
2010-12-14,14.79
2010-12-15,14.73
2010-12-16,14.52
2010-12-17,14.52
2010-12-20,14.55
2010-12-21,14.61
2010-12-22,15.05
2010-12-23,13.0
2010-12-27,13.0
2010-12-28,13.0
2010-12-29,15.35
2010-12-30,15.23
2010-12-31,15.26
2011-01-03,15.26
2011-01-04,15.11
2011-01-05,15.22
2011-01-06,15.25
2011-01-07,15.2
2011-01-10,15.13
2011-01-11,15.55
2011-01-12,15.46
2011-01-13,15.33
2011-01-14,15.41
2011-01-18,15.3
2011-01-19,15.32
2011-01-20,15.24
2011-01-21,15.59
2011-01-24,15.81
2011-01-25,15.73
2011-01-26,16.25
2011-01-27,16.280001000000002
2011-01-28,15.54
2011-01-31,16.110001
2011-02-01,16.530001000000002
2011-02-02,16.16
2011-02-03,15.9
2011-02-04,15.9
2011-02-07,16.09
2011-02-08,16.040001
2011-02-09,15.55
2011-02-10,15.43
2011-02-11,16.690001000000002
2011-02-14,17.309998999999998
2011-02-15,17.190001000000002
2011-02-16,17.549999
2011-02-17,17.889999
2011-02-18,17.76
2011-02-22,17.5
2011-02-23,17.17
2011-02-24,16.940001000000002
2011-02-25,17.01
2011-02-28,17.209999
2011-03-01,16.940001000000002
2011-03-02,17.129998999999998
2011-03-03,17.01
2011-03-04,17.41
2011-03-07,17.33
2011-03-08,17.09
2011-03-09,16.549999
2011-03-10,16.379998999999998
2011-03-11,16.58
2011-03-14,16.34
2011-03-15,16.35
2011-03-16,16.370001000000002
2011-03-17,17.15
2011-03-18,16.58
2011-03-21,17.23
2011-03-22,17.030001000000002
2011-03-23,17.360001
2011-03-24,17.43
2011-03-25,17.77
2011-03-28,17.74
2011-03-29,17.58
2011-03-30,18.26
2011-03-31,18.870001000000002
2011-04-01,19.49
2011-04-04,19.110001
2011-04-05,19.15
2011-04-06,19.139999
2011-04-07,19.32
2011-04-08,19.42
2011-04-11,19.280001000000002
2011-04-12,18.549999
2011-04-13,18.809998999999998
2011-04-14,18.65
2011-04-15,19.07
2011-04-18,18.459999
2011-04-19,18.67
2011-04-20,19.030001000000002
2011-04-21,19.0
2011-04-25,19.290001
2011-04-26,19.41
2011-04-27,19.280001000000002
2011-04-28,19.27
2011-04-29,19.34
2011-05-02,19.16
2011-05-03,18.92
2011-05-04,18.389999
2011-05-05,17.389999
2011-05-06,17.58
2011-05-09,18.540001
2011-05-10,19.24
2011-05-11,19.01
2011-05-12,19.08
2011-05-13,19.059998999999998
2011-05-16,18.9
2011-05-17,19.110001
2011-05-18,19.280001000000002
2011-05-19,19.35
2011-05-20,19.559998999999998
2011-05-23,19.139999
2011-05-24,19.48
2011-05-25,19.639999
2011-05-26,19.709999
2011-05-27,19.66
2011-05-31,20.0
2011-06-01,19.58
2011-06-02,19.120001000000002
2011-06-03,18.6
2011-06-06,18.67
2011-06-07,18.84
2011-06-08,18.790001
2011-06-09,18.52
2011-06-10,17.98
2011-06-13,17.5
2011-06-14,18.41
2011-06-15,17.83
2011-06-16,18.02
2011-06-17,17.370001000000002
2011-06-20,17.23
2011-06-21,17.780001000000002
2011-06-22,18.57
2011-06-23,18.32
2011-06-24,18.120001000000002
2011-06-27,18.27
2011-06-28,19.15
2011-06-29,19.440001000000002
2011-06-30,19.83
2011-07-01,19.549999
2011-07-05,20.17
2011-07-06,20.200001
2011-07-07,20.02
2011-07-08,19.950001
2011-07-11,19.620001000000002
2011-07-12,19.65
2011-07-13,20.32
2011-07-14,19.959999
2011-07-15,20.219998999999998
2011-07-18,20.200001
2011-07-19,20.5
2011-07-20,21.73
2011-07-21,21.76
2011-07-22,22.299999
2011-07-25,22.32
2011-07-26,22.23
2011-07-27,21.889999
2011-07-28,21.889999
2011-07-29,21.57
2011-08-01,21.690001000000002
2011-08-02,20.9
2011-08-03,20.120001000000002
2011-08-04,18.870001000000002
2011-08-05,18.1
2011-08-08,15.88
2011-08-09,16.83
2011-08-10,17.1
2011-08-11,18.120001000000002
2011-08-12,17.860001
2011-08-15,18.4
2011-08-16,18.24
2011-08-17,17.9
2011-08-18,16.65
2011-08-19,15.99
2011-08-22,15.49
2011-08-23,15.84
2011-08-24,15.83
2011-08-25,15.62
2011-08-26,16.030001000000002
2011-08-29,16.85
2011-08-30,17.32
2011-08-31,17.65
2011-09-01,17.280001000000002
2011-09-02,16.6
2011-09-06,15.88
2011-09-07,16.49
2011-09-08,16.610001
2011-09-09,15.79
2011-09-12,14.6
2011-09-13,15.33
2011-09-14,15.56
2011-09-15,15.96
2011-09-16,15.93
2011-09-19,15.76
2011-09-20,15.59
2011-09-21,15.35
2011-09-22,13.79
2011-09-23,13.86
2011-09-26,13.76
2011-09-27,13.79
2011-09-28,13.47
2011-09-29,13.28
2011-09-30,13.09
2011-10-03,12.09
2011-10-04,12.17
2011-10-05,13.17
2011-10-06,13.53
2011-10-07,13.28
2011-10-10,13.4
2011-10-11,13.93
2011-10-12,14.68
2011-10-13,14.61
2011-10-14,15.09
2011-10-17,14.68
2011-10-18,14.84
2011-10-19,14.22
2011-10-20,14.03
2011-10-21,14.19
2011-10-24,15.17
2011-10-25,15.19
2011-10-26,15.34
2011-10-27,16.32
2011-10-28,15.72
2011-10-31,15.22
2011-11-01,14.09
2011-11-02,14.62
2011-11-03,15.09
2011-11-04,15.23
2011-11-07,15.34
2011-11-08,15.64
2011-11-09,15.18
2011-11-10,15.34
2011-11-11,15.34
2011-11-14,15.19
2011-11-15,16.200001
2011-11-16,16.24
2011-11-17,15.15
2011-11-18,15.47
2011-11-21,14.74
2011-11-22,14.82
2011-11-23,14.14
2011-11-25,14.22
2011-11-28,14.71
2011-11-29,15.13
2011-11-30,15.86
2011-12-01,16.040001
2011-12-02,16.370001000000002
2011-12-05,16.58
2011-12-06,16.42
2011-12-07,16.200001
2011-12-08,15.82
2011-12-09,15.91
2011-12-12,15.26
2011-12-13,15.03
2011-12-14,14.34
2011-12-15,14.33
2011-12-16,14.32
2011-12-19,14.42
2011-12-20,15.1
2011-12-21,15.42
2011-12-22,15.51
2011-12-23,15.94
2011-12-27,15.65
2011-12-28,15.36
2011-12-29,15.79
2011-12-30,15.91
2012-01-03,16.309998999999998
2012-01-04,16.84
2012-01-05,16.870001000000002
2012-01-06,16.59
2012-01-09,16.34
2012-01-10,16.620001000000002
2012-01-11,16.040001
2012-01-12,15.74
2012-01-13,15.47
2012-01-17,15.54
2012-01-18,15.42
2012-01-19,15.47
2012-01-20,15.45
2012-01-23,15.47
2012-01-24,14.82
2012-01-25,15.52
2012-01-26,15.25
2012-01-27,15.47
2012-01-30,15.43
2012-01-31,15.44
2012-02-01,15.37
2012-02-02,15.58
2012-02-03,15.69
2012-02-06,15.93
2012-02-07,16.129998999999998
2012-02-08,16.059998999999998
2012-02-09,16.120001000000002
2012-02-10,15.99
2012-02-13,16.129998999999998
2012-02-14,16.129998999999998
2012-02-15,16.209999
2012-02-16,16.200001
2012-02-17,16.34
2012-02-21,16.4
2012-02-22,16.27
2012-02-23,16.51
2012-02-24,17.280001000000002
2012-02-27,17.17
2012-02-28,17.34
2012-02-29,17.74
2012-03-01,17.93
2012-03-02,17.93
2012-03-05,17.5
2012-03-06,17.120001000000002
2012-03-07,17.110001
2012-03-08,17.68
2012-03-09,17.59
2012-03-12,17.33
2012-03-13,17.540001
2012-03-14,17.34
2012-03-15,17.299999
2012-03-16,17.530001000000002
2012-03-19,17.0
2012-03-20,16.58
2012-03-21,16.07
2012-03-22,15.3
2012-03-23,15.4
2012-03-26,15.2
2012-03-27,14.92
2012-03-28,14.84
2012-03-29,14.65
2012-03-30,14.93
2012-04-02,15.28
2012-04-03,15.01
2012-04-04,14.33
2012-04-05,14.42
2012-04-09,14.2
2012-04-10,13.65
2012-04-11,13.92
2012-04-12,14.26
2012-04-13,14.2
2012-04-16,14.2
2012-04-17,14.43
2012-04-18,14.38
2012-04-19,14.34
2012-04-20,14.34
2012-04-23,14.12
2012-04-24,13.69
2012-04-25,14.08
2012-04-26,14.82
2012-04-27,14.49
2012-04-30,14.43
2012-05-01,14.43
2012-05-02,14.37
2012-05-03,13.98
2012-05-04,13.71
2012-05-07,13.86
2012-05-08,14.08
2012-05-09,13.91
2012-05-10,13.99
2012-05-11,13.73
2012-05-14,13.66
2012-05-15,13.12
2012-05-16,13.1
2012-05-17,12.86
2012-05-18,13.06
2012-05-21,13.31
2012-05-22,13.21
2012-05-23,13.34
2012-05-24,13.21
2012-05-25,13.46
2012-05-29,13.68
2012-05-30,12.88
2012-05-31,12.7
2012-06-01,12.81
2012-06-04,13.01
2012-06-05,13.41
2012-06-06,13.59
2012-06-07,13.52
2012-06-08,13.54
2012-06-11,13.2
2012-06-12,13.23
2012-06-13,13.14
2012-06-14,13.18
2012-06-15,13.93
2012-06-18,13.72
2012-06-19,13.73
2012-06-20,13.85
2012-06-21,13.62
2012-06-22,13.42
2012-06-25,13.06
2012-06-26,13.2
2012-06-27,13.73
2012-06-28,13.85
2012-06-29,13.72
2012-07-02,13.9
2012-07-03,14.24
2012-07-05,13.9
2012-07-06,13.78
2012-07-09,13.78
2012-07-10,13.57
2012-07-11,13.68
2012-07-12,13.44
2012-07-13,13.43
2012-07-16,13.74
2012-07-17,13.74
2012-07-18,13.89
2012-07-19,14.3
2012-07-20,14.37
2012-07-23,14.47
2012-07-24,14.04
2012-07-25,14.01
2012-07-26,14.61
2012-07-27,14.69
2012-07-30,15.13
2012-07-31,14.78
2012-08-01,14.69
2012-08-02,14.76
2012-08-03,14.89
2012-08-06,14.83
2012-08-07,15.4
2012-08-08,15.61
2012-08-09,16.049999
2012-08-10,15.78
2012-08-13,15.68
2012-08-14,15.64
2012-08-15,15.65
2012-08-16,15.69
2012-08-17,15.24
2012-08-20,15.04
2012-08-21,15.56
2012-08-22,15.62
2012-08-23,15.54
2012-08-24,15.59
2012-08-27,15.22
2012-08-28,15.18
2012-08-29,15.23
2012-08-30,15.02
2012-08-31,15.16
2012-09-04,15.2
2012-09-05,14.91
2012-09-06,15.53
2012-09-07,15.64
2012-09-10,15.56
2012-09-11,15.41
2012-09-12,15.63
2012-09-13,15.77
2012-09-14,16.0
2012-09-17,16.059998999999998
2012-09-18,15.56
2012-09-19,15.42
2012-09-20,15.83
2012-09-21,15.91
2012-09-24,15.47
2012-09-25,15.09
2012-09-26,14.86
2012-09-27,15.46
2012-09-28,15.23
2012-10-01,15.24
2012-10-02,15.31
2012-10-03,15.03
2012-10-04,15.14
2012-10-05,15.13
2012-10-08,15.34
2012-10-09,15.22
2012-10-10,15.04
2012-10-11,15.09
2012-10-12,15.16
2012-10-15,15.09
2012-10-16,15.47
2012-10-17,16.030001000000002
2012-10-18,15.94
2012-10-19,15.59
2012-10-22,15.76
2012-10-23,15.33
2012-10-24,15.13
2012-10-25,15.22
2012-10-26,15.3
2012-10-31,14.9
2012-11-01,15.02
2012-11-02,14.83
2012-11-05,14.73
2012-11-06,14.84
2012-11-07,14.52
2012-11-08,14.23
2012-11-09,14.42
2012-11-12,14.6
2012-11-13,14.38
2012-11-14,14.27
2012-11-15,13.99
2012-11-16,14.02
2012-11-19,14.32
2012-11-20,14.9
2012-11-21,15.04
2012-11-23,14.91
2012-11-26,14.62
2012-11-27,14.24
2012-11-28,14.59
2012-11-29,14.72
2012-11-30,14.56
2012-12-03,14.68
2012-12-04,14.71
2012-12-05,14.94
2012-12-06,15.12
2012-12-07,15.02
2012-12-10,15.27
2012-12-11,15.56
2012-12-12,15.91
2012-12-13,15.92
2012-12-14,15.69
2012-12-17,15.66
2012-12-18,15.83
2012-12-19,15.68
2012-12-20,15.55
2012-12-21,15.16
2012-12-24,15.18
2012-12-26,15.19
2012-12-27,15.22
2012-12-28,15.18
2012-12-31,15.45
2013-01-02,16.24
2013-01-03,15.98
2013-01-04,16.33
2013-01-07,16.469998999999998
2013-01-08,16.42
2013-01-09,16.09
2013-01-10,16.139999
2013-01-11,16.049999
2013-01-14,15.96
2013-01-15,16.110001
2013-01-16,16.290001
2013-01-17,16.290001
2013-01-18,16.52
2013-01-22,16.370001000000002
2013-01-23,16.43
2013-01-24,16.629998999999998
2013-01-25,16.52
2013-01-28,16.620001000000002
2013-01-29,16.75
2013-01-30,16.690001000000002
2013-01-31,17.059998999999998
2013-02-01,17.219998999999998
2013-02-04,16.98
2013-02-05,17.139999
2013-02-06,17.139999
2013-02-07,17.16
2013-02-08,17.110001
2013-02-11,16.950001
2013-02-12,16.969998999999998
2013-02-13,16.969998999999998
2013-02-14,17.02
2013-02-15,16.889999
2013-02-19,17.82
2013-02-20,17.51
2013-02-21,17.01
2013-02-22,16.91
2013-02-25,16.65
2013-02-26,16.549999
2013-02-27,16.360001
2013-02-28,16.65
2013-03-01,16.77
2013-03-04,16.309998999999998
2013-03-05,16.48
2013-03-06,16.93
2013-03-07,17.08
2013-03-08,16.99
2013-03-11,17.040001
2013-03-12,17.049999
2013-03-13,16.799999
2013-03-14,16.75
2013-03-15,17.290001
2013-03-18,17.16
2013-03-19,16.92
2013-03-20,16.629998999999998
2013-03-21,16.84
2013-03-22,16.700001
2013-03-25,16.780001000000002
2013-03-26,16.889999
2013-03-27,17.07
2013-03-28,17.040001
2013-04-01,16.870001000000002
2013-04-02,16.92
2013-04-03,16.809998999999998
2013-04-04,16.780001000000002
2013-04-05,16.51
2013-04-08,16.549999
2013-04-09,16.780001000000002
2013-04-10,17.129998999999998
2013-04-11,17.120001000000002
2013-04-12,16.790001
2013-04-15,16.469998999999998
2013-04-16,16.450001
2013-04-17,16.1
2013-04-18,16.33
2013-04-19,16.43
2013-04-22,16.559998999999998
2013-04-23,16.57
2013-04-24,16.549999
2013-04-25,16.690001000000002
2013-04-26,16.58
2013-04-29,16.690001000000002
2013-04-30,16.83
2013-05-01,16.34
2013-05-02,16.35
2013-05-03,16.629998999999998
2013-05-06,15.73
2013-05-07,15.55
2013-05-08,15.54
2013-05-09,15.63
2013-05-10,15.89
2013-05-13,15.96
2013-05-14,15.87
2013-05-15,15.87
2013-05-16,15.92
2013-05-17,15.96
2013-05-20,15.61
2013-05-21,16.049999
2013-05-22,15.88
2013-05-23,15.97
2013-05-24,15.98
2013-05-28,15.93
2013-05-29,16.09
2013-05-30,16.49
2013-05-31,16.4
2013-06-03,16.49
2013-06-04,16.190001000000002
2013-06-05,16.040001
2013-06-06,15.76
2013-06-07,16.049999
2013-06-10,16.389999
2013-06-11,16.16
2013-06-12,16.040001
2013-06-13,15.89
2013-06-14,15.84
2013-06-17,16.139999
2013-06-18,16.469998999999998
2013-06-19,16.290001
2013-06-20,16.129998999999998
2013-06-21,15.86
2013-06-24,15.4
2013-06-25,15.35
2013-06-26,15.33
2013-06-27,15.38
2013-06-28,15.47
2013-07-01,15.15
2013-07-02,15.73
2013-07-03,15.8
2013-07-05,15.5
2013-07-08,15.76
2013-07-09,16.120001000000002
2013-07-10,16.18
2013-07-11,16.290001
2013-07-12,16.370001000000002
2013-07-15,16.33
2013-07-16,16.43
2013-07-17,16.540001
2013-07-18,16.889999
2013-07-19,16.9
2013-07-22,17.4
2013-07-23,17.559998999999998
2013-07-24,17.290001
2013-07-25,17.379998999999998
2013-07-26,17.120001000000002
2013-07-29,17.030001000000002
2013-07-30,17.120001000000002
2013-07-31,17.379998999999998
2013-08-01,17.370001000000002
2013-08-02,17.129998999999998
2013-08-05,16.790001
2013-08-06,16.940001000000002
2013-08-07,16.639999
2013-08-08,17.25
2013-08-09,17.32
2013-08-12,17.32
2013-08-13,17.129998999999998
2013-08-14,17.17
2013-08-15,17.23
2013-08-16,17.139999
2013-08-19,16.77
2013-08-20,17.190001000000002
2013-08-21,17.049999
2013-08-22,16.610001
2013-08-23,16.67
2013-08-26,17.02
2013-08-27,16.93
2013-08-28,17.049999
2013-08-29,16.83
2013-08-30,16.9
2013-09-03,16.68
2013-09-04,16.68
2013-09-05,17.01
2013-09-06,17.360001
2013-09-09,17.32
2013-09-10,17.58
2013-09-11,17.41
2013-09-12,17.5
2013-09-13,17.35
2013-09-16,17.41
2013-09-17,17.23
2013-09-18,17.299999
2013-09-19,17.51
2013-09-20,17.4
2013-09-23,17.190001000000002
2013-09-24,17.25
2013-09-25,17.07
2013-09-26,17.32
2013-09-27,17.290001
2013-09-30,17.049999
2013-10-01,17.15
2013-10-02,17.120001000000002
2013-10-03,16.780001000000002
2013-10-04,17.01
2013-10-07,17.02
2013-10-08,16.780001000000002
2013-10-09,16.68
2013-10-10,16.92
2013-10-11,16.85
2013-10-14,16.77
2013-10-15,17.01
2013-10-16,17.01
2013-10-17,17.059998999999998
2013-10-18,17.24
2013-10-21,17.08
2013-10-22,17.040001
2013-10-23,16.709999
2013-10-24,16.5
2013-10-25,16.809998999999998
2013-10-28,16.959999
2013-10-29,17.08
2013-10-30,17.200001
2013-10-31,17.030001000000002
2013-11-01,17.360001
2013-11-04,17.190001000000002
2013-11-05,16.559998999999998
2013-11-06,16.77
2013-11-07,16.469998999999998
2013-11-08,16.610001
2013-11-11,16.629998999999998
2013-11-12,15.81
2013-11-13,15.79
2013-11-14,15.56
2013-11-15,15.81
2013-11-18,15.59
2013-11-19,15.56
2013-11-20,15.63
2013-11-21,15.69
2013-11-22,15.54
2013-11-25,15.31
2013-11-26,15.3
2013-11-27,15.18
2013-11-29,15.24
2013-12-02,15.07
2013-12-03,15.03
2013-12-04,15.07
2013-12-05,15.13
2013-12-06,15.14
2013-12-09,15.16
2013-12-10,15.11
2013-12-11,15.09
2013-12-12,15.05
2013-12-13,15.1
2013-12-16,15.58
2013-12-17,15.15
2013-12-18,15.1
2013-12-19,15.02
2013-12-20,15.21
2013-12-23,15.22
2013-12-24,15.56
2013-12-26,15.32
