Date,GNE
2012-05-23,6.87
2012-05-24,6.98
2012-05-25,7.01
2012-05-29,7.07
2012-05-30,6.78
2012-05-31,6.69
2012-06-01,6.58
2012-06-04,6.79
2012-06-05,6.69
2012-06-06,6.88
2012-06-07,6.99
2012-06-08,7.19
2012-06-11,7.4
2012-06-12,7.58
2012-06-13,7.71
2012-06-14,8.01
2012-06-15,8.05
2012-06-18,8.14
2012-06-19,7.93
2012-06-20,7.6
2012-06-21,7.52
2012-06-22,8.05
2012-06-25,7.81
2012-06-26,7.92
2012-06-27,7.97
2012-06-28,7.78
2012-06-29,7.77
2012-07-02,7.99
2012-07-03,8.02
2012-07-05,7.92
2012-07-06,7.76
2012-07-09,7.73
2012-07-10,8.18
2012-07-11,8.56
2012-07-12,8.41
2012-07-13,8.5
2012-07-16,8.38
2012-07-17,8.31
2012-07-18,8.25
2012-07-19,7.9
2012-07-20,7.71
2012-07-23,7.48
2012-07-24,7.32
2012-07-25,7.04
2012-07-26,7.05
2012-07-27,7.26
2012-07-30,7.25
2012-07-31,7.06
2012-08-01,6.77
2012-08-02,6.85
2012-08-03,7.22
2012-08-06,7.31
2012-08-07,7.42
2012-08-08,7.17
2012-08-09,7.22
2012-08-10,7.21
2012-08-13,7.25
2012-08-14,7.16
2012-08-15,7.25
2012-08-16,7.25
2012-08-17,7.6
2012-08-20,7.63
2012-08-21,7.5
2012-08-22,7.73
2012-08-23,7.8
2012-08-24,7.74
2012-08-27,7.6
2012-08-28,7.45
2012-08-29,7.34
2012-08-30,7.09
2012-08-31,7.1
2012-09-04,7.22
2012-09-05,7.23
2012-09-06,7.5
2012-09-07,7.49
2012-09-10,7.26
2012-09-11,7.19
2012-09-12,7.09
2012-09-13,7.26
2012-09-14,7.05
2012-09-17,7.03
2012-09-18,6.89
2012-09-19,7.01
2012-09-20,6.85
2012-09-21,7.22
2012-09-24,7.28
2012-09-25,7.02
2012-09-26,7.3
2012-09-27,7.4
2012-09-28,7.17
2012-10-01,7.13
2012-10-02,7.16
2012-10-03,7.27
2012-10-04,7.39
2012-10-05,7.39
2012-10-08,7.25
2012-10-09,7.15
2012-10-10,7.32
2012-10-11,7.3
2012-10-12,7.34
2012-10-15,7.37
2012-10-16,7.47
2012-10-17,7.47
2012-10-18,7.3
2012-10-19,7.08
2012-10-22,7.02
2012-10-23,6.96
2012-10-24,6.85
2012-10-25,6.94
2012-10-26,6.91
2012-10-31,7.01
2012-11-01,6.77
2012-11-02,6.54
2012-11-05,6.58
2012-11-06,6.67
2012-11-07,6.59
2012-11-08,6.55
2012-11-09,6.42
2012-11-12,6.2
2012-11-13,6.03
2012-11-14,5.75
2012-11-15,5.87
2012-11-16,5.9
2012-11-19,5.94
2012-11-20,6.5
2012-11-21,6.54
2012-11-23,6.64
2012-11-26,6.48
2012-11-27,6.5
2012-11-28,6.65
2012-11-29,6.65
2012-11-30,6.83
2012-12-03,6.79
2012-12-04,6.72
2012-12-05,6.72
2012-12-06,6.76
2012-12-07,6.77
2012-12-10,6.85
2012-12-11,6.9
2012-12-12,6.63
2012-12-13,6.84
2012-12-14,6.85
2012-12-17,7.09
2012-12-18,7.23
2012-12-19,7.18
2012-12-20,7.2
2012-12-21,7.0
2012-12-24,6.95
2012-12-26,6.92
2012-12-27,6.91
2012-12-28,6.85
2012-12-31,7.1
2013-01-02,7.17
2013-01-03,7.14
2013-01-04,7.11
2013-01-07,7.04
2013-01-08,7.23
2013-01-09,7.34
2013-01-10,7.38
2013-01-11,7.43
2013-01-14,7.46
2013-01-15,7.42
2013-01-16,7.4
2013-01-17,7.41
2013-01-18,7.49
2013-01-22,7.23
2013-01-23,7.22
2013-01-24,7.2
2013-01-25,7.2
2013-01-28,7.11
2013-01-29,7.18
2013-01-30,7.09
2013-01-31,7.14
2013-02-01,7.13
2013-02-04,7.07
2013-02-05,7.12
2013-02-06,7.1
2013-02-07,6.84
2013-02-08,6.86
2013-02-11,6.9
2013-02-12,6.96
2013-02-13,6.98
2013-02-14,6.94
2013-02-15,6.78
2013-02-19,6.9
2013-02-20,6.57
2013-02-21,7.05
2013-02-22,7.08
2013-02-25,7.07
2013-02-26,7.07
2013-02-27,7.15
2013-02-28,7.02
2013-03-01,6.99
2013-03-04,6.89
2013-03-05,7.02
2013-03-06,6.97
2013-03-07,7.41
2013-03-08,7.54
2013-03-11,7.71
2013-03-12,7.72
2013-03-13,7.69
2013-03-14,7.67
2013-03-15,7.92
2013-03-18,7.79
2013-03-19,7.73
2013-03-20,7.87
2013-03-21,7.83
2013-03-22,8.22
2013-03-25,8.61
2013-03-26,8.57
2013-03-27,9.02
2013-03-28,9.26
2013-04-01,10.44
2013-04-02,10.68
2013-04-03,12.11
2013-04-04,10.52
2013-04-05,10.33
2013-04-08,10.74
2013-04-09,10.24
2013-04-10,11.27
2013-04-11,11.38
2013-04-12,11.19
2013-04-15,10.69
2013-04-16,10.48
2013-04-17,10.33
2013-04-18,10.14
2013-04-19,10.37
2013-04-22,10.25
2013-04-23,10.61
2013-04-24,10.55
2013-04-25,10.37
2013-04-26,10.34
2013-04-29,10.7
2013-04-30,10.78
2013-05-01,10.14
2013-05-02,10.19
2013-05-03,10.35
2013-05-06,10.38
2013-05-07,8.86
2013-05-08,8.64
2013-05-09,8.79
2013-05-10,8.9
2013-05-13,9.15
2013-05-14,9.28
2013-05-15,9.58
2013-05-16,9.06
2013-05-17,9.13
2013-05-20,9.05
2013-05-21,9.15
2013-05-22,9.01
2013-05-23,9.01
2013-05-24,8.83
2013-05-28,8.95
2013-05-29,8.8
2013-05-30,8.73
2013-05-31,8.59
2013-06-03,8.67
2013-06-04,8.6
2013-06-05,8.58
2013-06-06,8.82
2013-06-07,8.74
2013-06-10,9.15
2013-06-11,9.04
2013-06-12,8.94
2013-06-13,9.79
2013-06-14,9.91
2013-06-17,9.88
2013-06-18,9.8
2013-06-19,9.63
2013-06-20,8.79
2013-06-21,9.07
2013-06-24,9.02
2013-06-25,9.56
2013-06-26,9.43
2013-06-27,9.45
2013-06-28,9.15
2013-07-01,9.06
2013-07-02,9.38
2013-07-03,9.38
2013-07-05,9.57
2013-07-08,9.72
2013-07-09,9.69
2013-07-10,9.91
2013-07-11,10.39
2013-07-12,10.11
2013-07-15,10.83
2013-07-16,10.6
2013-07-17,10.85
2013-07-18,11.17
2013-07-19,10.87
2013-07-22,11.37
2013-07-23,11.41
2013-07-24,11.3
2013-07-25,11.75
2013-07-26,11.31
2013-07-29,10.43
2013-07-30,10.75
2013-07-31,10.31
2013-08-01,10.36
2013-08-02,10.35
2013-08-05,10.22
2013-08-06,10.02
2013-08-07,10.05
2013-08-08,9.96
2013-08-09,9.37
2013-08-12,9.32
2013-08-13,9.41
2013-08-14,9.36
2013-08-15,9.08
2013-08-16,8.95
2013-08-19,8.89
2013-08-20,8.88
2013-08-21,8.73
2013-08-22,8.99
2013-08-23,9.14
2013-08-26,9.06
2013-08-27,8.82
2013-08-28,8.81
2013-08-29,9.07
2013-08-30,8.52
2013-09-03,8.51
2013-09-04,8.6
2013-09-05,8.69
2013-09-06,8.45
2013-09-09,8.83
2013-09-10,8.93
2013-09-11,9.75
2013-09-12,10.1
2013-09-13,10.17
2013-09-16,10.18
2013-09-17,9.97
2013-09-18,10.21
2013-09-19,9.84
2013-09-20,9.88
2013-09-23,9.75
2013-09-24,9.87
2013-09-25,9.84
2013-09-26,9.99
2013-09-27,9.91
2013-09-30,9.8
2013-10-01,9.23
2013-10-02,9.87
2013-10-03,9.35
2013-10-04,9.42
2013-10-07,9.48
2013-10-08,9.46
2013-10-09,9.18
2013-10-10,9.21
2013-10-11,9.05
2013-10-14,8.68
2013-10-15,8.64
2013-10-16,8.9
2013-10-17,9.19
2013-10-18,9.56
2013-10-21,9.74
2013-10-22,9.88
2013-10-23,10.28
2013-10-24,10.37
2013-10-25,10.67
2013-10-28,10.84
2013-10-29,11.13
2013-10-30,11.02
2013-10-31,10.33
2013-11-01,10.27
2013-11-04,11.14
2013-11-05,11.08
2013-11-06,11.01
2013-11-07,10.69
2013-11-08,11.41
2013-11-11,11.0
2013-11-12,10.93
2013-11-13,11.06
2013-11-14,11.48
2013-11-15,12.02
2013-11-18,12.28
2013-11-19,11.89
2013-11-20,11.99
2013-11-21,12.04
2013-11-22,12.61
2013-11-25,13.91
2013-11-26,14.48
2013-11-27,17.360001
2013-11-29,16.799999
2013-12-02,16.25
2013-12-03,16.09
2013-12-04,17.200001
2013-12-05,17.57
2013-12-06,15.64
2013-12-09,12.06
2013-12-10,11.46
2013-12-11,10.3
2013-12-12,10.09
2013-12-13,10.3
2013-12-16,10.27
2013-12-17,10.21
2013-12-18,10.18
2013-12-19,10.22
2013-12-20,10.13
2013-12-23,10.02
2013-12-24,10.19
2013-12-26,10.27
2013-12-27,10.06
2013-12-30,10.15
2013-12-31,10.21
2014-01-02,10.23
2014-01-03,10.26
2014-01-06,10.07
2014-01-07,10.52
2014-01-08,9.58
2014-01-09,9.57
2014-01-10,9.61
2014-01-13,9.78
2014-01-14,9.87
2014-01-15,9.97
2014-01-16,10.11
2014-01-17,9.9
2014-01-21,10.06
2014-01-22,10.17
2014-01-23,9.95
2014-01-24,9.95
2014-01-27,10.01
2014-01-28,10.01
2014-01-29,9.66
2014-01-30,10.02
2014-01-31,10.0
2014-02-03,9.54
2014-02-04,9.48
2014-02-05,9.29
2014-02-06,9.52
2014-02-07,9.75
2014-02-10,10.05
2014-02-11,10.19
2014-02-12,10.27
2014-02-13,10.73
2014-02-14,10.57
2014-02-18,10.71
2014-02-19,10.63
2014-02-20,11.09
2014-02-21,11.05
2014-02-24,11.04
2014-02-25,10.93
2014-02-26,10.95
2014-02-27,11.03
2014-02-28,11.46
2014-03-03,10.94
2014-03-04,11.06
2014-03-05,11.29
2014-03-06,11.25
2014-03-07,11.3
2014-03-10,11.06
2014-03-11,11.04
2014-03-12,10.84
2014-03-13,10.86
2014-03-14,11.12
2014-03-17,10.98
2014-03-18,10.13
2014-03-19,9.95
2014-03-20,9.66
2014-03-21,9.9
2014-03-24,10.0
2014-03-25,10.12
2014-03-26,10.1
2014-03-27,9.91
2014-03-28,9.94
2014-03-31,9.97
2014-04-01,10.02
2014-04-02,10.1
2014-04-03,9.81
2014-04-04,9.55
2014-04-07,9.23
2014-04-08,9.3
2014-04-09,9.03
2014-04-10,8.66
2014-04-11,8.58
2014-04-14,8.65
2014-04-15,8.24
2014-04-16,8.39
2014-04-17,8.77
2014-04-21,8.61
2014-04-22,8.81
2014-04-23,8.48
2014-04-24,8.55
2014-04-25,8.33
2014-04-28,8.22
2014-04-29,8.15
2014-04-30,8.1
2014-05-01,8.09
2014-05-02,7.68
2014-05-05,7.64
2014-05-06,7.4
2014-05-07,7.64
2014-05-08,7.64
2014-05-09,7.45
2014-05-12,7.88
2014-05-13,7.67
2014-05-14,7.3
2014-05-15,7.25
2014-05-16,7.28
2014-05-19,7.06
2014-05-20,7.06
2014-05-21,7.12
2014-05-22,7.22
2014-05-23,7.35
2014-05-27,7.43
2014-05-28,7.37
2014-05-29,7.49
2014-05-30,7.84
2014-06-02,7.78
2014-06-03,7.57
2014-06-04,7.53
2014-06-05,7.39
2014-06-06,7.12
2014-06-09,7.06
2014-06-10,7.02
2014-06-11,7.25
2014-06-12,7.34
2014-06-13,7.46
2014-06-16,7.32
2014-06-17,7.38
2014-06-18,7.38
2014-06-19,7.27
2014-06-20,7.54
2014-06-23,7.7
2014-06-24,7.46
2014-06-25,7.38
2014-06-26,7.41
2014-06-27,7.46
2014-06-30,7.87
2014-07-01,7.77
2014-07-02,7.75
2014-07-03,7.53
2014-07-07,7.6
2014-07-08,7.3
2014-07-09,7.37
2014-07-10,7.33
2014-07-11,7.28
2014-07-14,7.2
2014-07-15,7.05
2014-07-16,7.12
2014-07-17,7.42
2014-07-18,7.39
2014-07-21,7.29
2014-07-22,7.31
2014-07-23,7.35
2014-07-24,7.24
2014-07-25,6.88
2014-07-28,6.82
2014-07-29,7.0
2014-07-30,7.0
2014-07-31,6.93
2014-08-01,6.86
2014-08-04,6.91
2014-08-05,6.93
2014-08-06,7.0
2014-08-07,6.88
2014-08-08,7.39
2014-08-11,7.64
2014-08-12,7.51
2014-08-13,7.47
2014-08-14,7.5
2014-08-15,7.53
2014-08-18,7.58
2014-08-19,7.53
2014-08-20,7.5
2014-08-21,7.86
2014-08-22,8.08
2014-08-25,8.14
2014-08-26,8.0
2014-08-27,8.14
2014-08-28,8.33
2014-08-29,8.36
2014-09-02,8.4
2014-09-03,7.15
2014-09-04,6.95
2014-09-05,6.98
2014-09-08,7.16
2014-09-09,7.11
2014-09-10,7.0
2014-09-11,6.96
2014-09-12,7.0
2014-09-15,7.0
2014-09-16,7.02
2014-09-17,6.81
2014-09-18,6.92
2014-09-19,7.13
2014-09-22,6.97
2014-09-23,6.8
2014-09-24,6.92
2014-09-25,6.81
2014-09-26,6.81
2014-09-29,6.89
2014-09-30,7.03
2014-10-01,7.17
2014-10-02,7.23
2014-10-03,7.21
2014-10-06,7.03
2014-10-07,6.83
2014-10-08,6.83
2014-10-09,6.53
2014-10-10,6.63
2014-10-13,6.57
2014-10-14,6.55
2014-10-15,6.94
2014-10-16,6.95
2014-10-17,7.02
2014-10-20,7.25
2014-10-21,7.29
2014-10-22,7.2
2014-10-23,7.2
2014-10-24,7.15
2014-10-27,7.1
2014-10-28,7.1
2014-10-29,7.1
2014-10-30,7.13
2014-10-31,7.25
2014-11-03,7.29
2014-11-04,7.21
2014-11-05,7.01
2014-11-06,6.83
2014-11-07,6.84
2014-11-10,6.69
2014-11-11,6.58
2014-11-12,6.58
2014-11-13,6.64
2014-11-14,6.66
2014-11-17,6.68
2014-11-18,6.69
2014-11-19,6.62
2014-11-20,6.67
2014-11-21,6.71
2014-11-24,6.7
2014-11-25,6.71
2014-11-26,6.85
2014-11-28,6.63
2014-12-01,6.65
2014-12-02,6.74
2014-12-03,6.77
2014-12-04,6.8
2014-12-05,6.63
2014-12-08,6.62
2014-12-09,6.66
2014-12-10,6.52
2014-12-11,6.46
2014-12-12,6.31
2014-12-15,6.13
2014-12-16,6.1
2014-12-17,6.09
2014-12-18,6.56
2014-12-19,6.49
2014-12-22,6.13
2014-12-23,6.47
2014-12-24,6.51
2014-12-26,6.57
2014-12-29,6.35
2014-12-30,6.36
2014-12-31,6.18
2015-01-02,6.17
2015-01-05,5.98
2015-01-06,5.59
2015-01-07,5.64
2015-01-08,5.71
2015-01-09,5.95
2015-01-12,5.86
2015-01-13,5.9
2015-01-14,5.9
2015-01-15,5.95
2015-01-16,6.05
2015-01-20,6.13
2015-01-21,6.08
2015-01-22,6.11
2015-01-23,6.08
2015-01-26,6.29
2015-01-27,6.27
2015-01-28,6.24
2015-01-29,6.23
2015-01-30,6.27
2015-02-02,6.38
2015-02-03,6.5
2015-02-04,6.32
2015-02-05,6.41
2015-02-06,6.51
2015-02-09,6.4
2015-02-10,6.35
2015-02-11,6.27
2015-02-12,6.3
2015-02-13,6.34
2015-02-17,6.56
2015-02-18,6.85
2015-02-19,7.08
2015-02-20,7.1
2015-02-23,7.15
2015-02-24,7.06
2015-02-25,6.94
2015-02-26,7.42
2015-02-27,7.29
2015-03-02,7.44
2015-03-03,7.46
2015-03-04,7.4
2015-03-05,7.39
2015-03-06,7.46
2015-03-09,7.42
2015-03-10,7.35
2015-03-11,7.2
2015-03-12,7.17
2015-03-13,7.23
2015-03-16,7.28
2015-03-17,7.22
2015-03-18,7.46
2015-03-19,7.34
2015-03-20,7.65
2015-03-23,7.49
2015-03-24,7.41
2015-03-25,7.48
2015-03-26,7.34
2015-03-27,7.49
2015-03-30,8.01
2015-03-31,7.95
2015-04-01,8.06
2015-04-02,9.01
2015-04-06,8.84
2015-04-07,9.03
2015-04-08,8.91
2015-04-09,8.98
2015-04-10,9.67
2015-04-13,9.83
2015-04-14,9.0
2015-04-15,9.06
2015-04-16,9.37
2015-04-17,9.11
2015-04-20,9.93
2015-04-21,9.9
2015-04-22,10.19
2015-04-23,10.67
2015-04-24,11.37
2015-04-27,11.27
2015-04-28,12.91
2015-04-29,13.88
2015-04-30,14.24
2015-05-01,12.74
2015-05-04,11.7
2015-05-05,12.5
2015-05-06,12.92
2015-05-07,13.44
2015-05-08,13.85
2015-05-11,14.02
2015-05-12,12.83
2015-05-13,11.62
2015-05-14,12.03
2015-05-15,12.01
2015-05-18,11.66
2015-05-19,11.74
2015-05-20,11.71
2015-05-21,11.78
2015-05-22,11.79
2015-05-26,11.76
2015-05-27,12.19
2015-05-28,12.53
2015-05-29,12.54
2015-06-01,12.53
2015-06-02,12.79
2015-06-03,12.53
2015-06-04,12.39
2015-06-05,12.35
2015-06-08,12.27
2015-06-09,12.29
2015-06-10,12.08
2015-06-11,12.25
2015-06-12,11.97
2015-06-15,11.31
2015-06-16,11.6
2015-06-17,11.12
2015-06-18,10.81
2015-06-19,10.8
2015-06-22,10.57
2015-06-23,11.16
2015-06-24,11.2
2015-06-25,11.28
2015-06-26,10.87
2015-06-29,10.51
2015-06-30,10.47
2015-07-01,10.27
2015-07-02,10.52
2015-07-06,10.43
2015-07-07,10.28
2015-07-08,10.04
2015-07-09,9.98
2015-07-10,9.41
2015-07-13,9.49
2015-07-14,9.76
2015-07-15,9.75
2015-07-16,10.55
2015-07-17,10.82
2015-07-20,10.57
2015-07-21,11.01
2015-07-22,10.66
2015-07-23,10.33
2015-07-24,10.02
2015-07-27,9.99
2015-07-28,10.76
2015-07-29,10.9
2015-07-30,10.38
2015-07-31,10.35
2015-08-03,9.91
2015-08-04,9.99
2015-08-05,9.68
2015-08-06,8.44
2015-08-07,8.8
2015-08-10,9.57
2015-08-11,9.52
2015-08-12,9.63
2015-08-13,9.52
2015-08-14,10.1
2015-08-17,10.68
2015-08-18,10.24
2015-08-19,9.84
2015-08-20,9.71
2015-08-21,9.85
2015-08-24,9.6
2015-08-25,9.49
2015-08-26,10.2
2015-08-27,10.37
2015-08-28,10.45
2015-08-31,10.7
2015-09-01,10.36
2015-09-02,10.38
2015-09-03,9.89
2015-09-04,9.65
2015-09-08,9.96
2015-09-09,9.6
2015-09-10,9.45
2015-09-11,9.47
2015-09-14,8.98
2015-09-15,8.94
2015-09-16,9.1
2015-09-17,8.91
2015-09-18,8.68
2015-09-21,8.9
2015-09-22,8.55
2015-09-23,8.64
2015-09-24,9.2
2015-09-25,8.52
2015-09-28,8.35
2015-09-29,8.31
2015-09-30,8.23
2015-10-01,8.11
2015-10-02,9.04
2015-10-05,9.4
2015-10-06,9.67
2015-10-07,10.68
2015-10-08,12.64
2015-10-09,12.09
2015-10-12,13.27
2015-10-13,12.1
2015-10-14,12.11
2015-10-15,13.36
2015-10-16,13.27
2015-10-19,13.51
2015-10-20,13.52
2015-10-21,12.87
2015-10-22,12.56
2015-10-23,12.59
2015-10-26,11.97
2015-10-27,10.85
2015-10-28,11.33
2015-10-29,10.96
2015-10-30,11.34
2015-11-02,11.7
2015-11-03,11.61
2015-11-04,12.31
2015-11-05,12.65
2015-11-06,12.41
2015-11-09,11.73
2015-11-10,11.9
2015-11-11,11.8
2015-11-12,11.34
2015-11-13,11.28
2015-11-16,11.73
2015-11-17,11.12
2015-11-18,11.02
2015-11-19,11.3
2015-11-20,11.44
2015-11-23,11.92
2015-11-24,11.78
2015-11-25,11.75
2015-11-27,11.49
2015-11-30,11.43
2015-12-01,11.48
2015-12-02,11.41
2015-12-03,11.37
2015-12-04,11.52
2015-12-07,10.23
2015-12-08,10.21
2015-12-09,10.24
2015-12-10,10.0
2015-12-11,9.31
2015-12-14,9.1
2015-12-15,9.22
2015-12-16,9.93
2015-12-17,10.22
2015-12-18,10.72
2015-12-21,10.94
2015-12-22,11.45
2015-12-23,11.11
2015-12-24,11.13
2015-12-28,10.99
2015-12-29,11.05
2015-12-30,10.91
2015-12-31,11.15
2016-01-04,10.32
2016-01-05,9.85
2016-01-06,9.49
2016-01-07,9.22
2016-01-08,9.28
2016-01-11,8.91
2016-01-12,8.45
2016-01-13,8.12
2016-01-14,8.06
2016-01-15,7.75
2016-01-19,7.5
2016-01-20,7.88
2016-01-21,8.18
2016-01-22,8.72
2016-01-25,8.17
2016-01-26,8.35
2016-01-27,8.11
2016-01-28,8.22
2016-01-29,8.41
2016-02-01,8.37
2016-02-02,8.39
2016-02-03,8.39
2016-02-04,8.44
2016-02-05,8.09
2016-02-08,8.32
2016-02-09,8.36
2016-02-10,8.51
2016-02-11,8.56
2016-02-12,8.82
2016-02-16,9.21
2016-02-17,9.68
2016-02-18,9.56
2016-02-19,9.33
2016-02-22,9.29
2016-02-23,9.04
2016-02-24,9.2
2016-02-25,9.3
2016-02-26,9.26
2016-02-29,9.27
2016-03-01,9.27
2016-03-02,9.5
2016-03-03,10.06
2016-03-04,10.09
2016-03-07,10.32
2016-03-08,8.88
2016-03-09,8.28
2016-03-10,7.94
2016-03-11,8.14
2016-03-14,7.86
2016-03-15,7.84
2016-03-16,7.83
2016-03-17,7.87
2016-03-18,8.03
2016-03-21,7.87
2016-03-22,8.06
2016-03-23,7.61
2016-03-24,7.82
2016-03-28,7.73
2016-03-29,7.95
2016-03-30,7.86
2016-03-31,7.61
2016-04-01,7.49
2016-04-04,7.29
2016-04-05,6.99
2016-04-06,7.2
2016-04-07,7.31
2016-04-08,7.35
2016-04-11,7.48
2016-04-12,7.05
2016-04-13,7.09
2016-04-14,6.84
2016-04-15,6.61
2016-04-18,8.33
2016-04-19,8.29
2016-04-20,8.05
2016-04-21,8.11
2016-04-22,8.19
2016-04-25,7.94
2016-04-26,8.06
2016-04-27,7.93
2016-04-28,7.72
2016-04-29,7.37
2016-05-02,7.22
2016-05-03,6.43
2016-05-04,7.23
2016-05-05,7.53
2016-05-06,8.04
2016-05-09,7.9
2016-05-10,7.85
2016-05-11,7.74
2016-05-12,7.69
2016-05-13,7.76
2016-05-16,7.79
2016-05-17,7.26
2016-05-18,7.28
2016-05-19,7.23
2016-05-20,7.64
2016-05-23,7.52
2016-05-24,7.29
2016-05-25,7.41
2016-05-26,7.57
2016-05-27,7.35
2016-05-31,7.56
2016-06-01,7.89
2016-06-02,7.5
2016-06-03,7.31
2016-06-06,7.44
2016-06-07,7.41
2016-06-08,7.47
2016-06-09,7.45
2016-06-10,7.39
2016-06-13,7.23
2016-06-14,7.08
2016-06-15,7.14
2016-06-16,7.19
2016-06-17,7.08
2016-06-20,7.03
2016-06-21,6.95
2016-06-22,6.71
2016-06-23,6.73
2016-06-24,6.57
2016-06-27,6.52
2016-06-28,6.66
2016-06-29,6.69
2016-06-30,6.77
2016-07-01,6.76
2016-07-05,6.5
2016-07-06,6.5
2016-07-07,6.23
2016-07-08,6.42
2016-07-11,6.45
2016-07-12,6.74
2016-07-13,6.87
2016-07-14,7.06
2016-07-15,7.12
2016-07-18,7.0
2016-07-19,7.01
2016-07-20,7.08
2016-07-21,6.76
2016-07-22,6.76
2016-07-25,7.08
2016-07-26,6.69
2016-07-27,6.8
2016-07-28,6.39
2016-07-29,6.42
2016-08-01,6.33
2016-08-02,6.21
2016-08-03,6.28
2016-08-04,6.41
2016-08-05,6.71
2016-08-08,7.17
2016-08-09,7.04
2016-08-10,6.57
2016-08-11,6.49
2016-08-12,6.53
2016-08-15,6.89
2016-08-16,6.77
2016-08-17,6.75
2016-08-18,6.8
2016-08-19,6.74
2016-08-22,6.5
2016-08-23,6.05
2016-08-24,6.08
2016-08-25,6.21
2016-08-26,6.16
2016-08-29,6.24
2016-08-30,6.33
2016-08-31,6.38
2016-09-01,6.14
2016-09-02,6.22
2016-09-06,6.25
2016-09-07,6.16
2016-09-08,6.23
2016-09-09,6.01
2016-09-12,6.2
2016-09-13,5.85
2016-09-14,6.1
2016-09-15,5.86
2016-09-16,5.92
2016-09-19,6.14
2016-09-20,5.95
2016-09-21,6.1
2016-09-22,6.17
2016-09-23,6.14
2016-09-26,6.11
2016-09-27,6.05
2016-09-28,6.12
2016-09-29,5.87
2016-09-30,5.9
2016-10-03,5.82
2016-10-04,5.83
2016-10-05,5.84
2016-10-06,5.77
2016-10-07,5.71
2016-10-10,5.74
2016-10-11,5.71
2016-10-12,5.81
2016-10-13,5.72
2016-10-14,5.62
2016-10-17,5.58
2016-10-18,5.51
2016-10-19,5.55
2016-10-20,5.55
2016-10-21,5.59
2016-10-24,5.58
2016-10-25,5.53
2016-10-26,5.47
2016-10-27,5.46
2016-10-28,5.3
2016-10-31,5.21
2016-11-01,5.24
2016-11-02,5.2
2016-11-03,5.83
2016-11-04,5.17
2016-11-07,5.2
2016-11-08,5.15
2016-11-09,5.29
2016-11-10,5.84
2016-11-11,6.47
