Date,TRU
2020-01-16,92.559998
2020-01-17,92.849998
2020-01-21,93.459999
2020-01-22,93.889999
2020-01-23,93.43
2020-01-24,92.879997
2020-01-27,92.66999799999999
2020-01-28,93.220001
2020-01-29,93.769997
2020-01-30,93.300003
2020-01-31,91.699997
2020-02-03,92.720001
2020-02-04,95.25
2020-02-05,94.82
2020-02-06,94.959999
2020-02-07,94.93
2020-02-10,95.360001
2020-02-11,95.07
2020-02-12,94.510002
2020-02-13,97.099998
2020-02-14,98.129997
2020-02-18,98.160004
2020-02-19,100.309998
2020-02-20,100.349998
2020-02-21,97.400002
2020-02-24,97.059998
2020-02-25,94.739998
2020-02-26,94.150002
2020-02-27,90.099998
2020-02-28,88.91999799999999
2020-03-02,92.650002
2020-03-03,91.07
2020-03-04,96.190002
2020-03-05,92.559998
2020-03-06,88.209999
2020-03-09,81.410004
2020-03-10,86.480003
2020-03-11,80.0
2020-03-12,72.480003
2020-03-13,75.040001
2020-03-16,65.790001
2020-03-17,68.199997
2020-03-18,58.959998999999996
2020-03-19,58.669998
2020-03-20,54.98
2020-03-23,56.490002000000004
2020-03-24,61.689999
2020-03-25,65.769997
2020-03-26,70.699997
2020-03-27,66.260002
2020-03-30,68.18
2020-03-31,66.18
2020-04-01,63.32
2020-04-02,61.849998
2020-04-03,59.049999
2020-04-06,64.629997
2020-04-07,66.239998
2020-04-08,69.5
2020-04-09,71.489998
2020-04-13,67.82
2020-04-14,72.339996
2020-04-15,70.900002
2020-04-16,70.699997
2020-04-17,76.18
2020-04-20,72.849998
2020-04-21,70.260002
2020-04-22,71.739998
2020-04-23,71.220001
2020-04-24,72.129997
2020-04-27,75.059998
2020-04-28,78.110001
2020-04-29,81.139999
2020-04-30,78.790001
2020-05-01,77.040001
2020-05-04,76.459999
2020-05-05,79.0
2020-05-06,78.279999
2020-05-07,78.779999
2020-05-08,79.110001
