Date,CISN
2017-05-18,10.5
2017-05-19,10.5
2017-05-22,10.45
2017-05-23,10.45
2017-05-24,10.4
2017-05-25,10.45
2017-05-26,10.3
2017-05-30,10.3
2017-05-31,10.35
2017-06-01,10.3
2017-06-02,10.25
2017-06-05,10.25
2017-06-06,10.3
2017-06-07,10.15
2017-06-08,10.15
2017-06-09,10.15
2017-06-12,10.1
2017-06-13,10.15
2017-06-14,10.1
2017-06-15,10.2
2017-06-16,10.2
2017-06-19,10.175
2017-06-20,10.15
2017-06-21,10.15
2017-06-22,10.05
2017-06-23,10.05
2017-06-26,10.0
2017-06-27,10.0
2017-06-28,9.95
2017-06-29,10.0
2017-06-30,10.29
2017-07-03,10.39
2017-07-05,10.43
2017-07-06,10.95
2017-07-07,11.12
2017-07-10,10.97
2017-07-11,10.87
2017-07-12,10.67
2017-07-13,10.72
2017-07-14,10.77
2017-07-17,10.8
2017-07-18,10.72
2017-07-19,10.95
2017-07-20,10.98
2017-07-21,11.01
2017-07-24,11.05
2017-07-25,10.78
2017-07-26,10.71
2017-07-27,10.68
2017-07-28,10.75
2017-07-31,11.05
2017-08-01,11.03
2017-08-02,10.9
2017-08-03,10.96
2017-08-04,10.83
2017-08-07,10.85
2017-08-08,10.81
2017-08-09,10.87
2017-08-10,11.12
2017-08-11,11.18
2017-08-14,11.22
2017-08-15,11.19
2017-08-16,11.21
2017-08-17,11.19
2017-08-18,11.28
2017-08-21,11.62
2017-08-22,11.69
2017-08-23,11.74
2017-08-24,11.75
2017-08-25,11.65
2017-08-28,11.8
2017-08-29,11.78
2017-08-30,11.97
2017-08-31,12.04
2017-09-01,12.14
2017-09-05,12.59
2017-09-06,13.2
2017-09-07,12.98
2017-09-08,12.99
2017-09-11,13.08
2017-09-12,12.99
2017-09-13,13.0
2017-09-14,12.94
2017-09-15,12.65
2017-09-18,12.73
2017-09-19,12.71
2017-09-20,12.7
2017-09-21,12.66
2017-09-22,12.78
2017-09-25,12.93
2017-09-26,12.99
2017-09-27,12.93
2017-09-28,12.95
2017-09-29,13.02
2017-10-02,13.41
2017-10-03,13.34
2017-10-04,13.37
2017-10-05,13.42
2017-10-06,13.41
2017-10-09,13.36
2017-10-10,13.36
2017-10-11,13.35
2017-10-12,13.32
2017-10-13,13.24
2017-10-16,13.23
2017-10-17,13.19
2017-10-18,13.21
2017-10-19,13.23
2017-10-20,13.32
2017-10-23,13.22
2017-10-24,13.15
2017-10-25,12.93
2017-10-26,12.99
2017-10-27,13.09
2017-10-30,13.08
2017-10-31,13.2
2017-11-01,12.95
2017-11-02,12.95
2017-11-03,12.83
2017-11-06,12.88
2017-11-07,12.53
2017-11-08,12.4
2017-11-09,11.52
2017-11-10,11.5
2017-11-13,11.32
2017-11-14,11.29
2017-11-15,11.19
2017-11-16,11.28
2017-11-17,11.27
2017-11-20,11.46
2017-11-21,11.67
2017-11-22,11.72
2017-11-24,11.72
2017-11-27,11.68
2017-11-28,11.87
2017-11-29,11.76
2017-11-30,11.7
2017-12-01,11.73
2017-12-04,11.74
2017-12-05,11.62
2017-12-06,11.69
2017-12-07,11.7
2017-12-08,11.76
2017-12-11,11.72
2017-12-12,11.8
2017-12-13,11.85
2017-12-14,11.9
2017-12-15,12.03
2017-12-18,12.02
2017-12-19,11.9
2017-12-20,11.89
2017-12-21,11.93
2017-12-22,11.9
2017-12-26,11.83
2017-12-27,11.84
2017-12-28,11.83
2017-12-29,11.87
2018-01-02,12.13
2018-01-03,12.03
2018-01-04,12.0
2018-01-05,12.0
2018-01-08,11.95
2018-01-09,11.64
2018-01-10,11.7
2018-01-11,11.69
2018-01-12,11.59
2018-01-16,11.42
2018-01-17,11.34
2018-01-18,11.47
2018-01-19,11.66
2018-01-22,11.62
2018-01-23,11.5
2018-01-24,11.42
2018-01-25,11.41
2018-01-26,11.4
2018-01-29,12.44
2018-01-30,12.21
2018-01-31,11.89
2018-02-01,11.91
2018-02-02,11.93
2018-02-05,11.85
2018-02-06,11.79
2018-02-07,11.88
2018-02-08,11.79
2018-02-09,11.87
2018-02-12,11.86
2018-02-13,11.89
2018-02-14,11.96
2018-02-15,12.05
2018-02-16,11.96
2018-02-20,11.97
2018-02-21,11.88
2018-02-22,11.92
2018-02-23,12.04
2018-02-26,12.13
2018-02-27,12.07
2018-02-28,12.04
2018-03-01,11.95
2018-03-02,12.13
2018-03-05,12.15
2018-03-06,12.06
2018-03-07,12.07
2018-03-08,11.94
2018-03-09,12.1
2018-03-12,12.28
2018-03-13,12.42
2018-03-14,12.45
2018-03-15,12.46
2018-03-16,12.67
2018-03-19,11.88
2018-03-20,11.42
2018-03-21,11.86
2018-03-22,11.76
2018-03-23,11.76
2018-03-26,11.81
2018-03-27,11.64
2018-03-28,11.51
2018-03-29,11.57
2018-04-02,11.42
2018-04-03,11.32
2018-04-04,11.29
2018-04-05,11.62
2018-04-06,11.73
2018-04-09,11.64
2018-04-10,11.85
2018-04-11,11.87
2018-04-12,12.28
2018-04-13,12.23
2018-04-16,12.49
2018-04-17,13.37
2018-04-18,13.78
2018-04-19,13.93
2018-04-20,14.0
2018-04-23,13.9
2018-04-24,13.77
2018-04-25,13.69
2018-04-26,13.62
2018-04-27,13.42
2018-04-30,13.39
2018-05-01,13.37
2018-05-02,13.46
2018-05-03,13.51
2018-05-04,13.57
2018-05-07,13.63
2018-05-08,13.72
2018-05-09,13.47
2018-05-10,13.48
2018-05-11,13.65
2018-05-14,13.41
2018-05-15,13.76
2018-05-16,13.75
2018-05-17,13.42
2018-05-18,13.76
2018-05-21,14.21
2018-05-22,14.24
2018-05-23,14.62
2018-05-24,14.63
2018-05-25,14.7
2018-05-29,14.97
2018-05-30,14.89
2018-05-31,14.74
2018-06-01,15.01
2018-06-04,15.53
2018-06-05,16.049999
2018-06-06,16.27
2018-06-07,16.209999
2018-06-08,16.280001000000002
2018-06-11,16.450001
2018-06-12,16.74
2018-06-13,16.83
2018-06-14,15.74
2018-06-15,15.01
2018-06-18,15.18
2018-06-19,15.03
2018-06-20,15.15
2018-06-21,15.04
2018-06-22,14.95
2018-06-25,14.56
2018-06-26,14.92
2018-06-27,14.45
2018-06-28,14.69
2018-06-29,14.95
2018-07-02,14.96
2018-07-03,15.26
2018-07-05,15.37
2018-07-06,15.39
2018-07-09,15.99
2018-07-10,15.9
2018-07-11,15.7
2018-07-12,16.030001000000002
2018-07-13,16.25
2018-07-16,16.23
2018-07-17,16.219998999999998
2018-07-18,16.34
2018-07-19,16.219998999999998
2018-07-20,16.5
2018-07-23,16.360001
2018-07-24,16.129998999999998
2018-07-25,16.360001
2018-07-26,16.129998999999998
2018-07-27,15.74
2018-07-30,15.07
2018-07-31,15.08
2018-08-01,15.41
2018-08-02,15.7
2018-08-03,15.42
2018-08-06,15.61
2018-08-07,15.78
2018-08-08,15.7
2018-08-09,15.49
2018-08-10,15.9
2018-08-13,16.379998999999998
2018-08-14,16.26
2018-08-15,16.73
2018-08-16,16.73
2018-08-17,16.620001000000002
2018-08-20,16.58
2018-08-21,16.709999
2018-08-22,16.950001
2018-08-23,17.24
2018-08-24,17.67
2018-08-27,17.77
2018-08-28,17.92
2018-08-29,18.02
2018-08-30,18.18
2018-08-31,18.110001
2018-09-04,17.85
2018-09-05,17.57
2018-09-06,17.85
2018-09-07,17.6
2018-09-10,17.9
2018-09-11,17.99
2018-09-12,16.42
2018-09-13,15.92
2018-09-14,15.98
2018-09-17,15.98
2018-09-18,16.040001
2018-09-19,16.41
2018-09-20,16.360001
2018-09-21,16.35
2018-09-24,16.98
2018-09-25,17.139999
2018-09-26,17.17
2018-09-27,16.809998999999998
2018-09-28,16.799999
2018-10-01,16.6
2018-10-02,16.629998999999998
2018-10-03,16.459999
2018-10-04,16.049999
2018-10-05,16.139999
2018-10-08,15.92
2018-10-09,16.01
2018-10-10,15.46
2018-10-11,15.67
2018-10-12,15.56
2018-10-15,15.42
2018-10-16,15.65
2018-10-17,15.48
2018-10-18,15.31
2018-10-19,14.76
2018-10-22,14.78
2018-10-23,14.83
2018-10-24,14.56
2018-10-25,14.92
2018-10-26,14.37
2018-10-29,14.16
2018-10-30,14.52
2018-10-31,14.79
2018-11-01,15.04
2018-11-02,14.78
2018-11-05,14.63
2018-11-06,14.45
2018-11-07,15.14
2018-11-08,14.78
2018-11-09,14.07
2018-11-12,13.72
2018-11-13,13.35
2018-11-14,13.22
2018-11-15,13.31
2018-11-16,13.04
2018-11-19,12.72
2018-11-20,12.42
2018-11-21,12.59
2018-11-23,12.27
2018-11-26,12.98
2018-11-27,12.73
2018-11-28,13.06
2018-11-29,12.18
2018-11-30,12.52
2018-12-03,12.37
2018-12-04,11.74
2018-12-06,12.08
2018-12-07,12.06
2018-12-10,12.01
2018-12-11,12.1
2018-12-12,12.15
2018-12-13,12.18
2018-12-14,12.0
2018-12-17,11.68
2018-12-18,11.9
2018-12-19,11.61
2018-12-20,11.4
2018-12-21,11.31
2018-12-24,10.99
2018-12-26,11.39
2018-12-27,11.42
2018-12-28,11.62
2018-12-31,11.7
2019-01-02,11.81
2019-01-03,11.32
2019-01-04,12.02
2019-01-07,12.26
2019-01-08,12.47
2019-01-09,12.45
2019-01-10,12.54
2019-01-11,12.53
2019-01-14,12.34
2019-01-15,12.59
2019-01-16,12.75
2019-01-17,12.8
2019-01-18,12.57
2019-01-22,12.34
2019-01-23,12.19
2019-01-24,12.07
2019-01-25,12.69
2019-01-28,12.31
2019-01-29,11.91
2019-01-30,12.0
2019-01-31,12.4
2019-02-01,12.54
2019-02-04,12.77
2019-02-05,12.85
2019-02-06,12.81
2019-02-07,12.5
2019-02-08,12.54
2019-02-11,12.36
2019-02-12,12.88
2019-02-13,12.85
2019-02-14,12.76
2019-02-15,12.83
2019-02-19,12.8
2019-02-20,12.62
2019-02-21,12.62
2019-02-22,12.97
2019-02-25,12.88
2019-02-26,12.83
2019-02-27,12.99
2019-02-28,13.02
2019-03-01,13.08
2019-03-04,13.84
2019-03-05,13.63
2019-03-06,13.09
2019-03-07,13.11
2019-03-08,12.99
2019-03-11,13.13
2019-03-12,13.23
2019-03-13,13.33
2019-03-14,13.26
2019-03-15,13.63
2019-03-18,13.94
2019-03-19,13.98
2019-03-20,14.12
2019-03-21,14.41
2019-03-22,13.84
2019-03-25,13.7
2019-03-26,13.74
2019-03-27,13.64
2019-03-28,13.81
2019-03-29,13.77
2019-04-01,13.68
2019-04-02,13.65
2019-04-03,13.58
2019-04-04,13.57
2019-04-05,13.83
2019-04-08,13.76
2019-04-09,13.71
2019-04-10,13.64
2019-04-11,13.29
2019-04-12,12.96
2019-04-15,12.54
2019-04-16,12.53
2019-04-17,12.36
2019-04-18,12.26
2019-04-22,12.03
2019-04-23,11.79
2019-04-24,12.02
2019-04-25,11.95
2019-04-26,12.12
2019-04-29,12.15
2019-04-30,12.06
2019-05-01,11.89
2019-05-02,11.67
2019-05-03,12.0
2019-05-06,11.95
2019-05-07,11.71
2019-05-08,11.72
2019-05-09,11.61
2019-05-10,11.55
2019-05-13,11.1
2019-05-14,11.39
2019-05-15,11.51
2019-05-16,11.73
2019-05-17,11.56
2019-05-20,11.41
2019-05-21,11.4
2019-05-22,11.4
2019-05-23,10.9
2019-05-24,10.95
2019-05-28,10.82
2019-05-29,10.69
2019-05-30,10.58
2019-05-31,10.98
2019-06-03,11.04
2019-06-04,11.2
2019-06-05,11.21
2019-06-06,11.3
2019-06-07,11.48
2019-06-10,11.32
2019-06-11,11.14
2019-06-12,11.4
2019-06-13,11.47
2019-06-14,11.5
2019-06-17,11.44
2019-06-18,11.43
2019-06-19,11.47
2019-06-20,11.63
2019-06-21,11.69
2019-06-24,11.01
2019-06-25,11.08
2019-06-26,10.96
2019-06-27,11.32
2019-06-28,11.73
2019-07-01,11.4
2019-07-02,11.19
2019-07-03,11.02
2019-07-05,11.06
2019-07-08,10.79
2019-07-09,10.84
2019-07-10,10.95
2019-07-11,10.98
2019-07-12,10.92
2019-07-15,11.0
2019-07-16,10.91
2019-07-17,10.82
2019-07-18,10.58
2019-07-19,10.46
2019-07-22,10.1
2019-07-23,10.25
2019-07-24,10.56
2019-07-25,10.49
2019-07-26,10.65
2019-07-29,10.66
2019-07-30,10.61
2019-07-31,10.39
2019-08-01,10.11
2019-08-02,9.99
2019-08-05,9.78
2019-08-06,9.81
2019-08-07,9.55
2019-08-08,9.85
2019-08-09,6.65
2019-08-12,6.7
2019-08-13,6.66
2019-08-14,6.21
2019-08-15,6.25
2019-08-16,6.41
2019-08-19,6.45
2019-08-20,6.44
2019-08-21,6.56
2019-08-22,6.85
2019-08-23,6.7
2019-08-26,6.91
2019-08-27,6.66
2019-08-28,6.81
2019-08-29,6.94
2019-08-30,6.92
2019-09-03,6.77
2019-09-04,6.75
2019-09-05,7.15
2019-09-06,7.14
2019-09-09,7.44
2019-09-10,7.7
2019-09-11,7.74
2019-09-12,7.87
2019-09-13,7.96
2019-09-16,7.9
2019-09-17,7.54
2019-09-18,7.42
2019-09-19,7.44
2019-09-20,7.41
2019-09-23,7.29
2019-09-24,7.4
2019-09-25,7.51
2019-09-26,7.47
2019-09-27,7.47
2019-09-30,7.69
2019-10-01,7.44
2019-10-02,7.23
2019-10-03,7.4
2019-10-04,7.53
2019-10-07,7.73
2019-10-08,7.5
2019-10-09,7.69
2019-10-10,7.98
2019-10-11,8.2
2019-10-14,8.26
2019-10-15,8.48
2019-10-16,8.75
2019-10-17,8.85
2019-10-18,8.39
2019-10-21,8.45
2019-10-22,10.07
2019-10-23,10.09
2019-10-24,10.07
2019-10-25,10.09
2019-10-28,10.07
2019-10-29,10.07
2019-10-30,10.1
2019-10-31,10.07
2019-11-01,10.06
2019-11-04,10.05
2019-11-05,10.13
2019-11-06,10.06
2019-11-07,10.09
2019-11-08,10.1
2019-11-11,10.02
2019-11-12,10.02
2019-11-13,10.2
2019-11-14,10.23
2019-11-15,10.2
2019-11-18,10.19
2019-11-19,10.2
2019-11-20,10.12
2019-11-21,10.18
2019-11-22,9.93
2019-11-25,9.95
2019-11-26,9.94
2019-11-27,9.96
2019-11-29,9.94
2019-12-02,9.96
2019-12-03,9.96
2019-12-04,9.95
2019-12-05,9.95
2019-12-06,9.98
2019-12-09,9.95
2019-12-10,9.97
2019-12-11,9.97
2019-12-12,9.98
2019-12-13,9.96
2019-12-16,9.96
2019-12-17,9.96
2019-12-18,9.98
2019-12-19,9.97
2019-12-20,9.96
2019-12-23,9.97
2019-12-24,9.97
2019-12-26,9.97
2019-12-27,9.97
2019-12-30,9.98
2019-12-31,9.97
2020-01-02,9.96
2020-01-03,9.96
2020-01-06,9.96
2020-01-07,9.97
2020-01-08,9.97
2020-01-09,9.97
2020-01-10,9.98
2020-01-13,9.97
2020-01-14,9.97
2020-01-15,9.99
2020-01-16,9.99
2020-01-17,9.99
2020-01-21,9.99
2020-01-22,9.98
2020-01-23,9.99
2020-01-24,9.99
2020-01-27,9.99
2020-01-28,10.0
2020-01-29,10.0
2020-01-30,9.99
2020-01-31,9.99
2020-02-03,
2020-02-04,
2020-02-05,
2020-02-06,
2020-02-07,
2020-02-10,
2020-02-11,
2020-02-12,
2020-02-13,
2020-02-14,
2020-02-18,
2020-02-19,
2020-02-20,
2020-02-21,
2020-02-24,
2020-02-25,
2020-02-26,
2020-02-27,
2020-02-28,
2020-03-02,
2020-03-03,
2020-03-04,
2020-03-05,
2020-03-06,
2020-03-09,
2020-03-10,
2020-03-11,
2020-03-12,
2020-03-13,
2020-03-16,
2020-03-17,
2020-03-18,
2020-03-19,
2020-03-20,
2020-03-23,
2020-03-24,
2020-03-25,
2020-03-26,
2020-03-27,
2020-03-30,
2020-03-31,
2020-04-01,
2020-04-02,
2020-04-03,
2020-04-06,
2020-04-07,
2020-04-08,
2020-04-09,
2020-04-13,
2020-04-14,
2020-04-15,
2020-04-16,
2020-04-17,
2020-04-20,
2020-04-21,
2020-04-22,
2020-04-23,
2020-04-24,
2020-04-27,
2020-04-28,
2020-04-29,
2020-04-30,
2020-05-01,
2020-05-04,
2020-05-05,
2020-05-06,
2020-05-07,
