Date,SSNC
2011-05-18,9.87
2011-05-19,9.845
2011-05-20,9.745
2011-05-23,9.37
2011-05-24,9.505
2011-05-25,9.58
2011-05-26,9.655
2011-05-27,9.65
2011-05-31,9.775
2011-06-01,9.615
2011-06-02,9.65
2011-06-03,9.5
2011-06-06,9.5
2011-06-07,9.465
2011-06-08,9.49
2011-06-09,9.39
2011-06-10,9.255
2011-06-13,9.275
2011-06-14,9.525
2011-06-15,9.425
2011-06-16,9.475
2011-06-17,9.42
2011-06-20,9.395
2011-06-21,9.54
2011-06-22,9.465
2011-06-23,9.54
2011-06-24,9.515
2011-06-27,9.475
2011-06-28,9.74
2011-06-29,9.78
2011-06-30,9.935
2011-07-01,9.985
2011-07-05,10.075
2011-07-06,10.32
2011-07-07,10.59
2011-07-08,10.495
2011-07-11,10.21
2011-07-12,10.035
2011-07-13,10.065
2011-07-14,9.965
2011-07-15,10.0
2011-07-18,10.005
2011-07-19,10.185
2011-07-20,10.055
2011-07-21,10.125
2011-07-22,9.735
2011-07-25,9.645
2011-07-26,9.635
2011-07-27,9.375
2011-07-28,9.36
2011-07-29,9.26
2011-08-01,9.22
2011-08-02,9.1
2011-08-03,9.425
2011-08-04,9.1
2011-08-05,9.12
2011-08-08,8.35
2011-08-09,8.675
2011-08-10,8.21
2011-08-11,8.525
2011-08-12,8.485
2011-08-15,8.72
2011-08-16,8.67
2011-08-17,8.475
2011-08-18,7.835
2011-08-19,7.705
2011-08-22,7.485
2011-08-23,7.73
2011-08-24,7.775
2011-08-25,7.645
2011-08-26,7.785
2011-08-29,8.055
2011-08-30,8.015
2011-08-31,8.245
2011-09-01,8.115
2011-09-02,7.72
2011-09-06,7.665
2011-09-07,7.965
2011-09-08,7.73
2011-09-09,7.505
2011-09-12,7.84
2011-09-13,7.84
2011-09-14,7.91
2011-09-15,7.975
2011-09-16,7.925
2011-09-19,7.595
2011-09-20,7.425
2011-09-21,7.13
2011-09-22,6.79
2011-09-23,6.925
2011-09-26,7.0
2011-09-27,7.19
2011-09-28,7.05
2011-09-29,7.25
2011-09-30,7.145
2011-10-03,6.74
2011-10-04,7.105
2011-10-05,7.32
2011-10-06,7.355
2011-10-07,7.115
2011-10-10,7.315
2011-10-11,7.265
2011-10-12,7.45
2011-10-13,7.44
2011-10-14,7.555
2011-10-17,7.405
2011-10-18,7.575
2011-10-19,7.425
2011-10-20,7.405
2011-10-21,7.5
2011-10-24,7.785
2011-10-25,7.585
2011-10-26,7.765
2011-10-27,8.215
2011-10-28,8.265
2011-10-31,7.93
2011-11-01,7.625
2011-11-02,7.95
2011-11-03,8.205
2011-11-04,8.095
2011-11-07,8.11
2011-11-08,8.23
2011-11-09,8.025
2011-11-10,8.06
2011-11-11,8.25
2011-11-14,8.145
2011-11-15,8.185
2011-11-16,8.065
2011-11-17,7.975
2011-11-18,8.055
2011-11-21,7.97
2011-11-22,7.87
2011-11-23,7.595
2011-11-25,7.465
2011-11-28,7.63
2011-11-29,7.675
2011-11-30,8.025
2011-12-01,7.955
2011-12-02,7.93
2011-12-05,8.06
2011-12-06,8.14
2011-12-07,8.125
2011-12-08,8.025
2011-12-09,8.24
2011-12-12,8.14
2011-12-13,8.26
2011-12-14,8.245
2011-12-15,8.435
2011-12-16,8.86
2011-12-19,8.78
2011-12-20,9.16
2011-12-21,9.01
2011-12-22,9.2
2011-12-23,9.135
2011-12-27,9.1
2011-12-28,9.0
2011-12-29,9.1
2011-12-30,9.03
2012-01-03,9.05
2012-01-04,8.95
2012-01-05,9.005
2012-01-06,9.0
2012-01-09,9.005
2012-01-10,9.24
2012-01-11,9.32
2012-01-12,9.385
2012-01-13,9.245
2012-01-17,9.35
2012-01-18,9.48
2012-01-19,9.5
2012-01-20,9.5
2012-01-23,9.465
2012-01-24,9.5
2012-01-25,9.505
2012-01-26,9.435
2012-01-27,9.565
2012-01-30,9.42
2012-01-31,9.385
2012-02-01,9.505
2012-02-02,9.5
2012-02-03,9.5
2012-02-06,9.525
2012-02-07,9.51
2012-02-08,9.55
2012-02-09,9.56
2012-02-10,9.525
2012-02-13,9.43
2012-02-14,9.41
2012-02-15,9.3
2012-02-16,9.425
2012-02-17,9.36
2012-02-21,9.495
2012-02-22,9.6
2012-02-23,9.73
2012-02-24,9.84
2012-02-27,10.27
2012-02-28,10.335
2012-02-29,10.36
2012-03-01,10.515
2012-03-02,10.28
2012-03-05,10.275
2012-03-06,10.03
2012-03-07,10.115
2012-03-08,10.06
2012-03-09,10.33
2012-03-12,10.49
2012-03-13,10.51
2012-03-14,10.65
2012-03-15,11.155
2012-03-16,11.14
2012-03-19,11.56
2012-03-20,11.48
2012-03-21,11.485
2012-03-22,11.56
2012-03-23,11.55
2012-03-26,11.605
2012-03-27,11.62
2012-03-28,11.74
2012-03-29,11.635
2012-03-30,11.665
2012-04-02,11.82
2012-04-03,11.625
2012-04-04,11.44
2012-04-05,11.53
2012-04-09,11.345
2012-04-10,11.365
2012-04-11,11.475
2012-04-12,11.56
2012-04-13,11.3
2012-04-16,11.375
2012-04-17,11.46
2012-04-18,11.375
2012-04-19,11.385
2012-04-20,11.66
2012-04-23,11.555
2012-04-24,11.71
2012-04-25,11.905
2012-04-26,12.12
2012-04-27,12.105
2012-04-30,11.885
2012-05-01,11.8
2012-05-02,11.885
2012-05-03,11.87
2012-05-04,11.74
2012-05-07,11.685
2012-05-08,11.505
2012-05-09,11.64
2012-05-10,11.55
2012-05-11,11.77
2012-05-14,11.85
2012-05-15,12.2
2012-05-16,12.05
2012-05-17,11.74
2012-05-18,11.565
2012-05-21,11.625
2012-05-22,11.645
2012-05-23,11.5
2012-05-24,11.495
2012-05-25,11.59
2012-05-29,11.675
2012-05-30,11.625
2012-05-31,11.79
2012-06-01,11.675
2012-06-04,11.76
2012-06-05,11.87
2012-06-06,11.87
2012-06-07,11.735
2012-06-08,11.705
2012-06-11,11.5
2012-06-12,11.615
2012-06-13,11.59
2012-06-14,11.49
2012-06-15,11.595
2012-06-18,11.66
2012-06-19,11.8
2012-06-20,11.715
2012-06-21,11.39
2012-06-22,11.61
2012-06-25,11.255
2012-06-26,11.365
2012-06-27,11.85
2012-06-28,12.06
2012-06-29,12.5
2012-07-02,12.555
2012-07-03,12.93
2012-07-05,13.335
2012-07-06,13.22
2012-07-09,13.18
2012-07-10,13.025
2012-07-11,13.185
2012-07-12,13.205
2012-07-13,13.3
2012-07-16,13.04
2012-07-17,12.975
2012-07-18,12.44
2012-07-19,12.34
2012-07-20,12.295
2012-07-23,12.31
2012-07-24,12.335
2012-07-25,12.17
2012-07-26,12.22
2012-07-27,12.285
2012-07-30,12.28
2012-07-31,12.15
2012-08-01,12.04
2012-08-02,12.13
2012-08-03,12.295
2012-08-06,12.34
2012-08-07,12.42
2012-08-08,12.505
2012-08-09,12.645
2012-08-10,11.78
2012-08-13,11.46
2012-08-14,11.355
2012-08-15,11.35
2012-08-16,11.31
2012-08-17,11.44
2012-08-20,11.435
2012-08-21,11.55
2012-08-22,11.52
2012-08-23,11.42
2012-08-24,11.435
2012-08-27,11.295
2012-08-28,11.24
2012-08-29,11.225
2012-08-30,11.095
2012-08-31,11.09
2012-09-04,11.05
2012-09-05,11.095
2012-09-06,11.255
2012-09-07,11.35
2012-09-10,11.505
2012-09-11,11.56
2012-09-12,11.845
2012-09-13,12.02
2012-09-14,12.47
2012-09-17,12.42
2012-09-18,12.51
2012-09-19,12.43
2012-09-20,12.485
2012-09-21,12.62
2012-09-24,12.785
2012-09-25,12.48
2012-09-26,12.425
2012-09-27,12.62
2012-09-28,12.605
2012-10-01,12.445
2012-10-02,12.515
2012-10-03,12.655
2012-10-04,12.82
2012-10-05,12.685
2012-10-08,12.585
2012-10-09,12.385
2012-10-10,12.45
2012-10-11,12.31
2012-10-12,12.3
2012-10-15,12.475
2012-10-16,12.75
2012-10-17,12.895
2012-10-18,12.81
2012-10-19,12.335
2012-10-22,12.41
2012-10-23,12.375
2012-10-24,12.15
2012-10-25,11.8
2012-10-26,11.915
2012-10-31,12.015
2012-11-01,12.08
2012-11-02,11.785
2012-11-05,11.805
2012-11-06,12.0
2012-11-07,11.82
2012-11-08,11.72
2012-11-09,11.28
2012-11-12,11.06
2012-11-13,10.8
2012-11-14,10.695
2012-11-15,10.8
2012-11-16,10.77
2012-11-19,11.345
2012-11-20,11.265
2012-11-21,11.3
2012-11-23,11.325
2012-11-26,11.35
2012-11-27,11.28
2012-11-28,11.545
2012-11-29,11.865
2012-11-30,11.795
2012-12-03,11.615
2012-12-04,11.72
2012-12-05,11.635
2012-12-06,11.7
2012-12-07,11.71
2012-12-10,11.645
2012-12-11,11.6
2012-12-12,11.32
2012-12-13,11.07
2012-12-14,10.92
2012-12-17,11.385
2012-12-18,11.435
2012-12-19,11.365
2012-12-20,11.31
2012-12-21,11.165
2012-12-24,11.24
2012-12-26,11.055
2012-12-27,11.22
2012-12-28,11.465
2012-12-31,11.545
2013-01-02,11.595
2013-01-03,11.55
2013-01-04,11.47
2013-01-07,11.375
2013-01-08,11.45
2013-01-09,11.43
2013-01-10,11.325
2013-01-11,11.38
2013-01-14,11.31
2013-01-15,11.32
2013-01-16,11.29
2013-01-17,11.295
2013-01-18,11.36
2013-01-22,11.385
2013-01-23,11.365
2013-01-24,11.185
2013-01-25,11.375
2013-01-28,11.48
2013-01-29,11.48
2013-01-30,11.31
2013-01-31,11.315
2013-02-01,11.55
2013-02-04,11.27
2013-02-05,11.37
2013-02-06,11.37
2013-02-07,11.37
2013-02-08,11.455
2013-02-11,11.425
2013-02-12,11.455
2013-02-13,11.4
2013-02-14,11.39
2013-02-15,12.24
2013-02-19,12.71
2013-02-20,12.515
2013-02-21,12.515
2013-02-22,12.71
2013-02-25,12.415
2013-02-26,12.53
2013-02-27,12.545
2013-02-28,12.655
2013-03-01,12.685
2013-03-04,12.96
2013-03-05,13.72
2013-03-06,13.565
2013-03-07,13.625
2013-03-08,13.845
2013-03-11,13.895
2013-03-12,13.76
2013-03-13,13.87
2013-03-14,14.595
2013-03-15,14.355
2013-03-18,14.48
2013-03-19,14.3
2013-03-20,14.49
2013-03-21,14.535
2013-03-22,14.82
2013-03-25,14.61
2013-03-26,14.795
2013-03-27,14.99
2013-03-28,14.99
2013-04-01,14.775
2013-04-02,14.52
2013-04-03,14.275
2013-04-04,14.41
2013-04-05,14.305
2013-04-08,14.37
2013-04-09,14.21
2013-04-10,14.555
2013-04-11,14.59
2013-04-12,14.76
2013-04-15,14.535
2013-04-16,14.775
2013-04-17,14.405
2013-04-18,14.24
2013-04-19,14.0
2013-04-22,14.295
2013-04-23,14.825
2013-04-24,14.91
2013-04-25,14.825
2013-04-26,14.695
2013-04-29,14.9
2013-04-30,15.345
2013-05-01,15.105
2013-05-02,16.415001
2013-05-03,16.790001
2013-05-06,16.780001000000002
2013-05-07,16.700001
2013-05-08,17.1
2013-05-09,15.405
2013-05-10,15.71
2013-05-13,15.72
2013-05-14,15.925
2013-05-15,15.93
2013-05-16,15.915
2013-05-17,16.0
2013-05-20,16.065001000000002
2013-05-21,15.96
2013-05-22,15.855
2013-05-23,15.975
2013-05-24,15.8
2013-05-28,15.985
2013-05-29,15.835
2013-05-30,15.85
2013-05-31,15.815
2013-06-03,15.925
2013-06-04,15.71
2013-06-05,15.61
2013-06-06,15.85
2013-06-07,15.88
2013-06-10,15.895
2013-06-11,15.935
2013-06-12,15.925
2013-06-13,15.985
2013-06-14,15.965
2013-06-17,16.215
2013-06-18,16.465
2013-06-19,16.434998999999998
2013-06-20,16.205
2013-06-21,16.33
2013-06-24,16.23
2013-06-25,16.485001
2013-06-26,16.475
2013-06-27,16.639999
2013-06-28,16.450001
2013-07-01,16.575001
2013-07-02,16.635
2013-07-03,16.584999
2013-07-05,16.875
2013-07-08,17.09
2013-07-09,17.305
2013-07-10,17.25
2013-07-11,18.025
2013-07-12,18.485001
2013-07-15,18.504998999999998
2013-07-16,18.290001
2013-07-17,18.43
2013-07-18,18.434998999999998
2013-07-19,18.5
2013-07-22,18.469998999999998
2013-07-23,18.16
2013-07-24,18.299999
2013-07-25,18.395
2013-07-26,17.795
2013-07-29,17.82
2013-07-30,17.885
2013-07-31,17.889999
2013-08-01,18.055
2013-08-02,18.49
2013-08-05,18.299999
2013-08-06,17.82
2013-08-07,17.635
2013-08-08,17.57
2013-08-09,17.754998999999998
2013-08-12,17.799999
2013-08-13,17.805
2013-08-14,17.65
2013-08-15,17.455
2013-08-16,17.485001
2013-08-19,17.4
2013-08-20,17.715
2013-08-21,17.674999
2013-08-22,17.92
2013-08-23,17.834999
2013-08-26,18.155001000000002
2013-08-27,17.795
2013-08-28,17.875
2013-08-29,18.035
2013-08-30,17.695
2013-09-03,17.655001000000002
2013-09-04,17.825001
2013-09-05,18.004998999999998
2013-09-06,17.975
2013-09-09,18.25
2013-09-10,18.995001000000002
2013-09-11,18.715
2013-09-12,18.855
2013-09-13,18.860001
2013-09-16,19.094998999999998
2013-09-17,19.485001
2013-09-18,19.725
2013-09-19,19.34
2013-09-20,19.695
2013-09-23,19.395
2013-09-24,19.344998999999998
2013-09-25,19.225
2013-09-26,19.275
2013-09-27,19.25
2013-09-30,19.049999
2013-10-01,19.34
2013-10-02,19.07
2013-10-03,18.594998999999998
2013-10-04,18.775
2013-10-07,18.445
2013-10-08,17.465
2013-10-09,17.469998999999998
2013-10-10,18.125
2013-10-11,18.440001000000002
2013-10-14,18.575001
2013-10-15,18.42
2013-10-16,18.764999
2013-10-17,19.035
2013-10-18,19.415001
2013-10-21,19.469998999999998
2013-10-22,19.584999
2013-10-23,19.405001000000002
2013-10-24,19.555
2013-10-25,19.530001000000002
2013-10-28,19.75
2013-10-29,19.790001
2013-10-30,19.705
2013-10-31,19.65
2013-11-01,19.75
2013-11-04,20.82
2013-11-05,20.709999
2013-11-06,20.684998999999998
2013-11-07,20.065001000000002
2013-11-08,20.440001000000002
2013-11-11,20.174999
2013-11-12,20.1
2013-11-13,20.105
2013-11-14,20.1
2013-11-15,20.16
2013-11-18,19.895
2013-11-19,19.875
2013-11-20,20.32
2013-11-21,21.02
2013-11-22,20.99
2013-11-25,20.915001
2013-11-26,21.385
2013-11-27,21.665001
2013-11-29,21.555
2013-12-02,21.594998999999998
2013-12-03,21.135
2013-12-04,21.049999
2013-12-05,21.299999
2013-12-06,21.245001000000002
2013-12-09,21.07
2013-12-10,20.58
2013-12-11,20.129998999999998
2013-12-12,19.725
2013-12-13,19.695
2013-12-16,20.139999
2013-12-17,20.075001
2013-12-18,20.815001000000002
2013-12-19,20.605
2013-12-20,21.1
2013-12-23,21.225
2013-12-24,21.24
2013-12-26,21.545
2013-12-27,21.674999
2013-12-30,21.85
2013-12-31,22.129998999999998
2014-01-02,22.27
2014-01-03,22.545
2014-01-06,22.450001
2014-01-07,22.945
2014-01-08,23.120001000000002
2014-01-09,23.1
2014-01-10,22.92
2014-01-13,22.485001
2014-01-14,22.870001000000002
2014-01-15,22.209999
2014-01-16,21.700001
2014-01-17,21.610001
2014-01-21,21.51
2014-01-22,21.635
2014-01-23,21.68
2014-01-24,21.344998999999998
2014-01-27,21.27
2014-01-28,20.905001000000002
2014-01-29,19.700001
2014-01-30,19.555
2014-01-31,19.41
2014-02-03,18.92
2014-02-04,19.235001
2014-02-05,18.879998999999998
2014-02-06,18.764999
2014-02-07,18.98
2014-02-10,19.165001
2014-02-11,19.514999
2014-02-12,19.889999
2014-02-13,20.065001000000002
2014-02-14,19.655001000000002
2014-02-18,19.905001000000002
2014-02-19,19.549999
2014-02-20,19.754998999999998
2014-02-21,19.424999
2014-02-24,19.48
2014-02-25,18.92
2014-02-26,19.375
2014-02-27,19.365
2014-02-28,19.34
2014-03-03,19.24
2014-03-04,20.200001
2014-03-05,20.344998999999998
2014-03-06,20.49
2014-03-07,20.375
2014-03-10,20.370001000000002
2014-03-11,20.275
2014-03-12,20.495001000000002
2014-03-13,20.455
2014-03-14,20.365
2014-03-17,20.605
2014-03-18,21.145
2014-03-19,20.705
2014-03-20,20.844998999999998
2014-03-21,20.995001000000002
2014-03-24,20.775
2014-03-25,21.01
2014-03-26,20.014999
2014-03-27,19.610001
2014-03-28,19.48
2014-03-31,20.01
2014-04-01,20.68
2014-04-02,20.9
2014-04-03,20.42
2014-04-04,19.9
2014-04-07,19.02
2014-04-08,19.120001000000002
2014-04-09,19.200001
2014-04-10,18.73
2014-04-11,18.105
2014-04-14,18.115
2014-04-15,18.34
2014-04-16,19.07
2014-04-17,19.254998999999998
2014-04-21,19.334999
2014-04-22,19.174999
2014-04-23,19.0
2014-04-24,18.924999
2014-04-25,18.65
2014-04-28,19.014999
2014-04-29,19.26
2014-04-30,19.459999
2014-05-01,19.059998999999998
2014-05-02,20.24
2014-05-05,20.15
2014-05-06,19.834999
2014-05-07,19.73
2014-05-08,19.469998999999998
2014-05-09,19.945
2014-05-12,20.834999
2014-05-13,20.365
2014-05-14,19.895
2014-05-15,20.174999
2014-05-16,20.879998999999998
2014-05-19,21.145
2014-05-20,20.75
2014-05-21,21.110001
2014-05-22,21.035
2014-05-23,21.02
2014-05-27,21.545
2014-05-28,21.334999
2014-05-29,21.385
2014-05-30,21.325001
2014-06-02,21.615
2014-06-03,21.93
2014-06-04,22.165001
2014-06-05,22.395
2014-06-06,22.780001000000002
2014-06-09,23.02
2014-06-10,22.9
2014-06-11,22.639999
2014-06-12,22.43
2014-06-13,22.48
2014-06-16,22.450001
2014-06-17,22.375
2014-06-18,22.424999
2014-06-19,22.465
2014-06-20,22.375
2014-06-23,22.264999
2014-06-24,21.940001000000002
2014-06-25,21.950001
2014-06-26,21.905001000000002
2014-06-27,21.885
2014-06-30,22.110001
2014-07-01,22.67
2014-07-02,22.584999
2014-07-03,23.125
2014-07-07,22.655001000000002
2014-07-08,22.205
2014-07-09,22.17
2014-07-10,21.735001
2014-07-11,21.725
2014-07-14,21.725
2014-07-15,21.365
2014-07-16,21.49
2014-07-17,21.184998999999998
2014-07-18,21.725
2014-07-21,21.51
2014-07-22,21.76
2014-07-23,21.684998999999998
2014-07-24,21.870001000000002
2014-07-25,21.73
2014-07-28,21.84
2014-07-29,22.02
2014-07-30,22.139999
2014-07-31,21.655001000000002
2014-08-01,21.465
2014-08-04,20.99
2014-08-05,21.105
2014-08-06,21.42
2014-08-07,21.415001
2014-08-08,21.815001000000002
2014-08-11,21.955
2014-08-12,21.775
2014-08-13,22.184998999999998
2014-08-14,22.205
2014-08-15,22.145
2014-08-18,22.610001
2014-08-19,22.76
2014-08-20,22.6
2014-08-21,22.940001000000002
2014-08-22,22.705
2014-08-25,22.584999
2014-08-26,22.705
2014-08-27,22.834999
2014-08-28,22.555
2014-08-29,22.629998999999998
2014-09-02,23.205
2014-09-03,22.76
2014-09-04,22.375
2014-09-05,22.725
2014-09-08,22.825001
2014-09-09,22.719998999999998
2014-09-10,22.754998999999998
2014-09-11,22.594998999999998
2014-09-12,22.01
2014-09-15,21.605
2014-09-16,21.58
2014-09-17,21.780001000000002
2014-09-18,22.549999
2014-09-19,22.35
2014-09-22,22.275
2014-09-23,22.139999
2014-09-24,22.174999
2014-09-25,21.905001000000002
2014-09-26,21.875
2014-09-29,22.305
2014-09-30,21.945
2014-10-01,21.495001000000002
2014-10-02,21.639999
2014-10-03,21.719998999999998
2014-10-06,21.965
2014-10-07,21.73
2014-10-08,22.620001000000002
2014-10-09,21.825001
2014-10-10,21.360001
2014-10-13,21.76
2014-10-14,21.775
2014-10-15,21.395
2014-10-16,20.955
2014-10-17,21.195
2014-10-20,21.17
2014-10-21,22.360001
2014-10-22,21.875
2014-10-23,22.295
2014-10-24,22.695
2014-10-27,22.75
2014-10-28,23.450001
2014-10-29,23.34
2014-10-30,23.295
2014-10-31,24.16
2014-11-03,24.32
2014-11-04,24.745001000000002
2014-11-05,24.709999
2014-11-06,24.969998999999998
2014-11-07,25.0
2014-11-10,24.995001000000002
2014-11-11,24.98
2014-11-12,25.014999
2014-11-13,24.885
2014-11-14,25.09
2014-11-17,24.865
2014-11-18,24.74
2014-11-19,24.805
2014-11-20,24.99
2014-11-21,25.34
2014-11-24,25.445
2014-11-25,25.295
2014-11-26,25.455
2014-11-28,25.275
2014-12-01,25.389999
2014-12-02,25.49
2014-12-03,25.540001
2014-12-04,25.635
2014-12-05,26.16
2014-12-08,25.975
2014-12-09,26.855
2014-12-10,26.9
2014-12-11,27.110001
2014-12-12,26.855
2014-12-15,26.700001
2014-12-16,26.93
2014-12-17,27.33
2014-12-18,28.275
2014-12-19,28.264999
2014-12-22,28.235001
2014-12-23,28.24
2014-12-24,28.575001
2014-12-26,28.85
2014-12-29,29.690001000000002
2014-12-30,29.424999
2014-12-31,29.245001000000002
2015-01-02,27.639999
2015-01-05,26.735001
2015-01-06,26.264999
2015-01-07,26.809998999999998
2015-01-08,27.49
2015-01-09,27.139999
2015-01-12,27.620001000000002
2015-01-13,28.1
2015-01-14,28.129998999999998
2015-01-15,27.17
2015-01-16,27.75
2015-01-20,27.254998999999998
2015-01-21,26.49
2015-01-22,27.110001
2015-01-23,27.264999
2015-01-26,27.355
2015-01-27,26.719998999999998
2015-01-28,27.27
2015-01-29,27.84
2015-01-30,27.665001
2015-02-02,27.275
2015-02-03,29.815001000000002
2015-02-04,30.405001000000002
2015-02-05,30.700001
2015-02-06,30.5
2015-02-09,30.440001000000002
2015-02-10,30.764999
2015-02-11,30.635
2015-02-12,30.99
2015-02-13,31.690001000000002
2015-02-17,31.565001000000002
2015-02-18,31.52
2015-02-19,31.385
2015-02-20,31.299999
