Date,SSNC
2019-08-22,45.799999
2019-08-23,45.07
2019-08-26,45.279999
2019-08-27,45.32
2019-08-28,45.59
2019-08-29,46.220001
2019-08-30,46.610001000000004
2019-09-03,46.880001
2019-09-04,47.200001
2019-09-05,48.82
2019-09-06,48.900002
2019-09-09,49.66
2019-09-10,50.130001
2019-09-11,51.240002000000004
2019-09-12,52.150002
2019-09-13,52.380001
2019-09-16,52.529999
2019-09-17,51.950001
2019-09-18,50.400002
2019-09-19,50.549999
2019-09-20,50.220001
2019-09-23,49.880001
2019-09-24,49.619999
2019-09-25,50.630001
2019-09-26,51.330002
2019-09-27,50.689999
2019-09-30,51.57
2019-10-01,50.099998
2019-10-02,48.75
2019-10-03,48.959998999999996
2019-10-04,50.009997999999996
2019-10-07,50.080002
2019-10-08,48.540001000000004
2019-10-09,48.25
2019-10-10,49.130001
2019-10-11,50.709998999999996
2019-10-14,50.439999
2019-10-15,50.459998999999996
2019-10-16,49.91
2019-10-17,50.060001
2019-10-18,50.139998999999996
2019-10-21,50.009997999999996
2019-10-22,48.68
2019-10-23,48.630001
2019-10-24,50.459998999999996
2019-10-25,51.240002000000004
2019-10-28,51.759997999999996
2019-10-29,51.720001
2019-10-30,52.07
2019-10-31,52.009997999999996
2019-11-01,57.52
2019-11-04,58.189999
2019-11-05,57.91
2019-11-06,57.41
2019-11-07,57.169998
2019-11-08,57.84
2019-11-11,58.389998999999996
2019-11-12,58.16
2019-11-13,57.93
2019-11-14,58.189999
2019-11-15,58.509997999999996
2019-11-18,58.509997999999996
2019-11-19,59.610001000000004
2019-11-20,59.290001000000004
2019-11-21,59.900002
2019-11-22,59.939999
2019-11-25,60.119999
2019-11-26,60.490002000000004
2019-11-27,60.580002
2019-11-29,60.049999
2019-12-02,59.150002
2019-12-03,58.610001000000004
2019-12-04,59.330002
2019-12-05,59.080002
2019-12-06,59.650002
2019-12-09,59.18
2019-12-10,58.59
2019-12-11,58.57
2019-12-12,58.889998999999996
2019-12-13,59.049999
2019-12-16,60.169998
2019-12-17,60.099998
2019-12-18,60.98
2019-12-19,60.970001
2019-12-20,60.84
2019-12-23,61.16
2019-12-24,61.139998999999996
2019-12-26,61.41
2019-12-27,61.509997999999996
2019-12-30,61.060001
2019-12-31,61.400002
2020-01-02,61.639998999999996
2020-01-03,61.139998999999996
2020-01-06,61.709998999999996
2020-01-07,61.720001
2020-01-08,62.060001
2020-01-09,63.139998999999996
2020-01-10,62.189999
2020-01-13,62.610001000000004
2020-01-14,62.060001
2020-01-15,62.290001000000004
2020-01-16,63.25
2020-01-17,63.470001
2020-01-21,63.549999
2020-01-22,64.949997
2020-01-23,65.07
2020-01-24,65.449997
2020-01-27,63.029999
2020-01-28,63.98
2020-01-29,64.290001
2020-01-30,64.639999
2020-01-31,63.009997999999996
2020-02-03,63.830002
2020-02-04,65.279999
2020-02-05,64.08000200000001
2020-02-06,63.919998
2020-02-07,62.470001
2020-02-10,64.010002
2020-02-11,64.559998
2020-02-12,65.129997
2020-02-13,65.58000200000001
2020-02-14,66.260002
2020-02-18,64.66999799999999
2020-02-19,65.150002
2020-02-20,64.889999
2020-02-21,64.0
2020-02-24,62.139998999999996
2020-02-25,59.580002
2020-02-26,58.77
2020-02-27,55.52
2020-02-28,55.5
2020-03-02,57.630001
2020-03-03,55.23
2020-03-04,57.09
2020-03-05,54.439999
2020-03-06,52.470001
2020-03-09,47.759997999999996
2020-03-10,50.029999
2020-03-11,46.060001
2020-03-12,42.509997999999996
2020-03-13,44.98
2020-03-16,38.310001
2020-03-17,39.310001
2020-03-18,34.32
2020-03-19,38.049999
2020-03-20,35.68
2020-03-23,35.82
2020-03-24,38.720001
2020-03-25,42.130001
2020-03-26,44.509997999999996
2020-03-27,42.389998999999996
2020-03-30,43.73
2020-03-31,43.82
2020-04-01,41.369999
2020-04-02,40.959998999999996
2020-04-03,41.560001
2020-04-06,46.169998
2020-04-07,45.27
2020-04-08,47.490002000000004
2020-04-09,49.509997999999996
2020-04-13,48.169998
2020-04-14,49.98
2020-04-15,49.41
2020-04-16,48.119999
2020-04-17,52.0
2020-04-20,51.189999
2020-04-21,50.080002
2020-04-22,51.060001
2020-04-23,50.580002
2020-04-24,51.209998999999996
2020-04-27,52.369999
2020-04-28,53.049999
2020-04-29,56.060001
2020-04-30,55.16
2020-05-01,54.830002
2020-05-04,55.189999
2020-05-05,56.560001
2020-05-06,56.349998
2020-05-07,57.299999
2020-05-08,58.5
